Year,Géographie,GeoCode,Type de famille économique,Value
2015,Alberta,,Familles de personnes âgées,71400.0
2016,Alberta,,Familles de personnes âgées,73600.0
2017,Alberta,,Familles de personnes âgées,75400.0
2018,Alberta,,Familles de personnes âgées,69100.0
2019,Alberta,,Familles de personnes âgées,71400.0
2020,Alberta,,Familles de personnes âgées,78800.0
2015,Alberta,,Couples de personnes âgées,69100.0
2016,Alberta,,Couples de personnes âgées,72200.0
2017,Alberta,,Couples de personnes âgées,70800.0
2018,Alberta,,Couples de personnes âgées,68000.0
2019,Alberta,,Couples de personnes âgées,71000.0
2020,Alberta,,Couples de personnes âgées,74400.0
2015,Alberta,,Autres familles de personnes âgées,77700.0
2016,Alberta,,Autres familles de personnes âgées,98200.0
2017,Alberta,,Autres familles de personnes âgées,97700.0
2018,Alberta,,Autres familles de personnes âgées,78900.0
2019,Alberta,,Autres familles de personnes âgées,72100.0
2020,Alberta,,Autres familles de personnes âgées,102700.0
2015,Alberta,,Familles de personnes non âgées,109400.0
2016,Alberta,,Familles de personnes non âgées,105800.0
2017,Alberta,,Familles de personnes non âgées,109200.0
2018,Alberta,,Familles de personnes non âgées,109700.0
2019,Alberta,,Familles de personnes non âgées,112200.0
2020,Alberta,,Familles de personnes non âgées,111300.0
2015,Alberta,,Couples,107800.0
2016,Alberta,,Couples,90400.0
2017,Alberta,,Couples,98100.0
2018,Alberta,,Couples,99700.0
2019,Alberta,,Couples,94800.0
2020,Alberta,,Couples,99300.0
2015,Alberta,,Couples avec des enfants,115100.0
2016,Alberta,,Couples avec des enfants,111500.0
2017,Alberta,,Couples avec des enfants,112300.0
2018,Alberta,,Couples avec des enfants,118900.0
2019,Alberta,,Couples avec des enfants,118800.0
2020,Alberta,,Couples avec des enfants,120100.0
2015,Alberta,,Couples avec d'autres personnes apparentées,148600.0
2016,Alberta,,Couples avec d'autres personnes apparentées,151600.0
2017,Alberta,,Couples avec d'autres personnes apparentées,145300.0
2018,Alberta,,Couples avec d'autres personnes apparentées,133400.0
2019,Alberta,,Couples avec d'autres personnes apparentées,156600.0
2020,Alberta,,Couples avec d'autres personnes apparentées,147000.0
2015,Alberta,,Familles monoparentales,59000.0
2016,Alberta,,Familles monoparentales,73900.0
2017,Alberta,,Familles monoparentales,63600.0
2018,Alberta,,Familles monoparentales,71200.0
2019,Alberta,,Familles monoparentales,73200.0
2020,Alberta,,Familles monoparentales,75100.0
2015,Alberta,,Familles monoparentales ayant un homme à leur tête,81500.0
2016,Alberta,,Familles monoparentales ayant un homme à leur tête,81600.0
2017,Alberta,,Familles monoparentales ayant un homme à leur tête,80800.0
2018,Alberta,,Familles monoparentales ayant un homme à leur tête,85800.0
2019,Alberta,,Familles monoparentales ayant un homme à leur tête,81200.0
2020,Alberta,,Familles monoparentales ayant un homme à leur tête,108100.0
2015,Alberta,,Familles monoparentales ayant une femme à leur tête,49500.0
2016,Alberta,,Familles monoparentales ayant une femme à leur tête,59900.0
2017,Alberta,,Familles monoparentales ayant une femme à leur tête,57400.0
2018,Alberta,,Familles monoparentales ayant une femme à leur tête,69200.0
2019,Alberta,,Familles monoparentales ayant une femme à leur tête,64800.0
2020,Alberta,,Familles monoparentales ayant une femme à leur tête,68900.0
2015,Alberta,,Autres familles de personnes non âgées,91700.0
2016,Alberta,,Autres familles de personnes non âgées,100100.0
2017,Alberta,,Autres familles de personnes non âgées,99700.0
2018,Alberta,,Autres familles de personnes non âgées,93300.0
2019,Alberta,,Autres familles de personnes non âgées,84900.0
2020,Alberta,,Autres familles de personnes non âgées,88600.0
2015,Alberta,,Personnes hors famille économique,41500.0
2016,Alberta,,Personnes hors famille économique,37500.0
2017,Alberta,,Personnes hors famille économique,38500.0
2018,Alberta,,Personnes hors famille économique,37600.0
2019,Alberta,,Personnes hors famille économique,38300.0
2020,Alberta,,Personnes hors famille économique,37600.0
2015,Alberta,,Personnes âgées hors famille économique,34700.0
2016,Alberta,,Personnes âgées hors famille économique,28100.0
2017,Alberta,,Personnes âgées hors famille économique,33100.0
2018,Alberta,,Personnes âgées hors famille économique,33000.0
2019,Alberta,,Personnes âgées hors famille économique,31400.0
2020,Alberta,,Personnes âgées hors famille économique,31400.0
2015,Alberta,,Hommes âgés hors famille économique,37800.0
2016,Alberta,,Hommes âgés hors famille économique,27200.0
2017,Alberta,,Hommes âgés hors famille économique,33000.0
2018,Alberta,,Hommes âgés hors famille économique,34000.0
2019,Alberta,,Hommes âgés hors famille économique,31500.0
2020,Alberta,,Hommes âgés hors famille économique,32400.0
2015,Alberta,,Femmes âgées hors famille économique,32000.0
2016,Alberta,,Femmes âgées hors famille économique,28300.0
2017,Alberta,,Femmes âgées hors famille économique,33500.0
2018,Alberta,,Femmes âgées hors famille économique,31800.0
2019,Alberta,,Femmes âgées hors famille économique,30900.0
2020,Alberta,,Femmes âgées hors famille économique,30500.0
2015,Alberta,,Personnes non âgées hors famille économique,44700.0
2016,Alberta,,Personnes non âgées hors famille économique,41700.0
2017,Alberta,,Personnes non âgées hors famille économique,41100.0
2018,Alberta,,Personnes non âgées hors famille économique,39400.0
2019,Alberta,,Personnes non âgées hors famille économique,40200.0
2020,Alberta,,Personnes non âgées hors famille économique,40500.0
2015,Alberta,,Hommes non âgés hors famille économique,48500.0
2016,Alberta,,Hommes non âgés hors famille économique,46500.0
2017,Alberta,,Hommes non âgés hors famille économique,44100.0
2018,Alberta,,Hommes non âgés hors famille économique,42300.0
2019,Alberta,,Hommes non âgés hors famille économique,43900.0
2020,Alberta,,Hommes non âgés hors famille économique,43200.0
2015,Alberta,,Femmes non âgées hors famille économique,39300.0
2016,Alberta,,Femmes non âgées hors famille économique,38300.0
2017,Alberta,,Femmes non âgées hors famille économique,36600.0
2018,Alberta,,Femmes non âgées hors famille économique,36600.0
2019,Alberta,,Femmes non âgées hors famille économique,37800.0
2020,Alberta,,Femmes non âgées hors famille économique,38100.0
2015,Colombie-Britannique,59,Familles économiques et personnes hors famille économique,57600.0
2016,Colombie-Britannique,59,Familles économiques et personnes hors famille économique,58700.0
2017,Colombie-Britannique,59,Familles économiques et personnes hors famille économique,63000.0
2018,Colombie-Britannique,59,Familles économiques et personnes hors famille économique,60900.0
2019,Colombie-Britannique,59,Familles économiques et personnes hors famille économique,63000.0
2020,Colombie-Britannique,59,Familles économiques et personnes hors famille économique,67500.0
2015,Colombie-Britannique,,Familles économiques,86100.0
2016,Colombie-Britannique,,Familles économiques,86900.0
2017,Colombie-Britannique,,Familles économiques,88600.0
2018,Colombie-Britannique,,Familles économiques,92300.0
2019,Colombie-Britannique,,Familles économiques,90000.0
2020,Colombie-Britannique,,Familles économiques,94300.0
2015,Colombie-Britannique,,Familles de personnes âgées,63400.0
2016,Colombie-Britannique,,Familles de personnes âgées,64900.0
2017,Colombie-Britannique,,Familles de personnes âgées,69000.0
2018,Colombie-Britannique,,Familles de personnes âgées,71100.0
2019,Colombie-Britannique,,Familles de personnes âgées,67200.0
2020,Colombie-Britannique,,Familles de personnes âgées,72800.0
2015,Colombie-Britannique,,Couples de personnes âgées,63400.0
2016,Colombie-Britannique,,Couples de personnes âgées,65600.0
2017,Colombie-Britannique,,Couples de personnes âgées,66800.0
2018,Colombie-Britannique,,Couples de personnes âgées,67700.0
2019,Colombie-Britannique,,Couples de personnes âgées,67200.0
2020,Colombie-Britannique,,Couples de personnes âgées,69900.0
2015,Colombie-Britannique,,Autres familles de personnes âgées,63400.0
2016,Colombie-Britannique,,Autres familles de personnes âgées,63200.0
2017,Colombie-Britannique,,Autres familles de personnes âgées,71100.0
2018,Colombie-Britannique,,Autres familles de personnes âgées,93100.0
2019,Colombie-Britannique,,Autres familles de personnes âgées,65500.0
2020,Colombie-Britannique,,Autres familles de personnes âgées,100400.0
2015,Colombie-Britannique,,Familles de personnes non âgées,96500.0
2016,Colombie-Britannique,,Familles de personnes non âgées,92800.0
2017,Colombie-Britannique,,Familles de personnes non âgées,95100.0
2018,Colombie-Britannique,,Familles de personnes non âgées,99100.0
2019,Colombie-Britannique,,Familles de personnes non âgées,96000.0
2020,Colombie-Britannique,,Familles de personnes non âgées,100700.0
2015,Colombie-Britannique,,Couples,89100.0
2016,Colombie-Britannique,,Couples,83900.0
2017,Colombie-Britannique,,Couples,88600.0
2018,Colombie-Britannique,,Couples,90300.0
2019,Colombie-Britannique,,Couples,89300.0
2020,Colombie-Britannique,,Couples,85800.0
2015,Colombie-Britannique,,Couples avec des enfants,104400.0
2016,Colombie-Britannique,,Couples avec des enfants,105100.0
2017,Colombie-Britannique,,Couples avec des enfants,107300.0
2018,Colombie-Britannique,,Couples avec des enfants,111100.0
2019,Colombie-Britannique,,Couples avec des enfants,105000.0
2020,Colombie-Britannique,,Couples avec des enfants,111800.0
2015,Colombie-Britannique,,Couples avec d'autres personnes apparentées,130200.0
2016,Colombie-Britannique,,Couples avec d'autres personnes apparentées,131800.0
2017,Colombie-Britannique,,Couples avec d'autres personnes apparentées,132100.0
2018,Colombie-Britannique,,Couples avec d'autres personnes apparentées,129200.0
2019,Colombie-Britannique,,Couples avec d'autres personnes apparentées,137200.0
2020,Colombie-Britannique,,Couples avec d'autres personnes apparentées,144600.0
2015,Colombie-Britannique,,Familles monoparentales,55800.0
2016,Colombie-Britannique,,Familles monoparentales,40400.0
2017,Colombie-Britannique,,Familles monoparentales,51400.0
2018,Colombie-Britannique,,Familles monoparentales,61700.0
2019,Colombie-Britannique,,Familles monoparentales,55600.0
2020,Colombie-Britannique,,Familles monoparentales,63200.0
2015,Colombie-Britannique,,Familles monoparentales ayant un homme à leur tête,65700.0
2016,Colombie-Britannique,,Familles monoparentales ayant un homme à leur tête,52900.0
2017,Colombie-Britannique,,Familles monoparentales ayant un homme à leur tête,61700.0
2018,Colombie-Britannique,,Familles monoparentales ayant un homme à leur tête,72400.0
2019,Colombie-Britannique,,Familles monoparentales ayant un homme à leur tête,55500.0
2020,Colombie-Britannique,,Familles monoparentales ayant un homme à leur tête,62100.0
2015,Colombie-Britannique,,Familles monoparentales ayant une femme à leur tête,51800.0
2016,Colombie-Britannique,,Familles monoparentales ayant une femme à leur tête,36500.0
2017,Colombie-Britannique,,Familles monoparentales ayant une femme à leur tête,51300.0
2018,Colombie-Britannique,,Familles monoparentales ayant une femme à leur tête,60900.0
2019,Colombie-Britannique,,Familles monoparentales ayant une femme à leur tête,59300.0
2020,Colombie-Britannique,,Familles monoparentales ayant une femme à leur tête,64300.0
2015,Colombie-Britannique,,Autres familles de personnes non âgées,64700.0
2016,Colombie-Britannique,,Autres familles de personnes non âgées,76300.0
2017,Colombie-Britannique,,Autres familles de personnes non âgées,72100.0
2018,Colombie-Britannique,,Autres familles de personnes non âgées,73300.0
2019,Colombie-Britannique,,Autres familles de personnes non âgées,84500.0
2020,Colombie-Britannique,,Autres familles de personnes non âgées,86500.0
2015,Colombie-Britannique,,Personnes hors famille économique,25900.0
2016,Colombie-Britannique,,Personnes hors famille économique,29700.0
2017,Colombie-Britannique,,Personnes hors famille économique,30600.0
2018,Colombie-Britannique,,Personnes hors famille économique,31600.0
2019,Colombie-Britannique,,Personnes hors famille économique,32200.0
2020,Colombie-Britannique,,Personnes hors famille économique,36700.0
2015,Colombie-Britannique,,Personnes âgées hors famille économique,26500.0
2016,Colombie-Britannique,,Personnes âgées hors famille économique,29000.0
2017,Colombie-Britannique,,Personnes âgées hors famille économique,30000.0
2018,Colombie-Britannique,,Personnes âgées hors famille économique,31100.0
2019,Colombie-Britannique,,Personnes âgées hors famille économique,32000.0
2020,Colombie-Britannique,,Personnes âgées hors famille économique,36300.0
2015,Colombie-Britannique,,Hommes âgés hors famille économique,24500.0
2016,Colombie-Britannique,,Hommes âgés hors famille économique,29500.0
2017,Colombie-Britannique,,Hommes âgés hors famille économique,35100.0
2018,Colombie-Britannique,,Hommes âgés hors famille économique,31300.0
2019,Colombie-Britannique,,Hommes âgés hors famille économique,39200.0
2020,Colombie-Britannique,,Hommes âgés hors famille économique,42900.0
2015,Colombie-Britannique,,Femmes âgées hors famille économique,26800.0
2016,Colombie-Britannique,,Femmes âgées hors famille économique,27600.0
2017,Colombie-Britannique,,Femmes âgées hors famille économique,29300.0
2018,Colombie-Britannique,,Femmes âgées hors famille économique,30500.0
2019,Colombie-Britannique,,Femmes âgées hors famille économique,28700.0
2020,Colombie-Britannique,,Femmes âgées hors famille économique,33100.0
2015,Colombie-Britannique,,Personnes non âgées hors famille économique,25500.0
2016,Colombie-Britannique,,Personnes non âgées hors famille économique,29900.0
2017,Colombie-Britannique,,Personnes non âgées hors famille économique,31000.0
2018,Colombie-Britannique,,Personnes non âgées hors famille économique,32100.0
2019,Colombie-Britannique,,Personnes non âgées hors famille économique,32200.0
2020,Colombie-Britannique,,Personnes non âgées hors famille économique,36700.0
2015,Colombie-Britannique,,Hommes non âgés hors famille économique,25900.0
2016,Colombie-Britannique,,Hommes non âgés hors famille économique,30900.0
2017,Colombie-Britannique,,Hommes non âgés hors famille économique,33500.0
2018,Colombie-Britannique,,Hommes non âgés hors famille économique,33700.0
2019,Colombie-Britannique,,Hommes non âgés hors famille économique,33700.0
2020,Colombie-Britannique,,Hommes non âgés hors famille économique,38800.0
2015,Colombie-Britannique,,Femmes non âgées hors famille économique,25500.0
2016,Colombie-Britannique,,Femmes non âgées hors famille économique,29000.0
2017,Colombie-Britannique,,Femmes non âgées hors famille économique,27400.0
2018,Colombie-Britannique,,Femmes non âgées hors famille économique,29800.0
2019,Colombie-Britannique,,Femmes non âgées hors famille économique,27700.0
2020,Colombie-Britannique,,Femmes non âgées hors famille économique,35200.0
2015,"Québec, Québec",,Familles économiques et personnes hors famille économique,51400.0
2016,"Québec, Québec",,Familles économiques et personnes hors famille économique,55200.0
2017,"Québec, Québec",,Familles économiques et personnes hors famille économique,65700.0
2018,"Québec, Québec",,Familles économiques et personnes hors famille économique,58100.0
2019,"Québec, Québec",,Familles économiques et personnes hors famille économique,57900.0
2020,"Québec, Québec",,Familles économiques et personnes hors famille économique,65500.0
2015,"Québec, Québec",,Familles économiques,78200.0
2016,"Québec, Québec",,Familles économiques,82900.0
2017,"Québec, Québec",,Familles économiques,85800.0
2018,"Québec, Québec",,Familles économiques,85000.0
2019,"Québec, Québec",,Familles économiques,90600.0
2020,"Québec, Québec",,Familles économiques,92600.0
2015,"Québec, Québec",,Familles de personnes âgées,62700.0
2016,"Québec, Québec",,Familles de personnes âgées,57100.0
2017,"Québec, Québec",,Familles de personnes âgées,64900.0
2018,"Québec, Québec",,Familles de personnes âgées,65800.0
2019,"Québec, Québec",,Familles de personnes âgées,65400.0
2020,"Québec, Québec",,Familles de personnes âgées,67600.0
2015,"Québec, Québec",,Couples de personnes âgées,62100.0
2016,"Québec, Québec",,Couples de personnes âgées,52800.0
2017,"Québec, Québec",,Couples de personnes âgées,63500.0
2018,"Québec, Québec",,Couples de personnes âgées,65400.0
2019,"Québec, Québec",,Couples de personnes âgées,65400.0
2020,"Québec, Québec",,Couples de personnes âgées,69500.0
2015,"Québec, Québec",,Autres familles de personnes âgées,
2016,"Québec, Québec",,Autres familles de personnes âgées,
2017,"Québec, Québec",,Autres familles de personnes âgées,
2018,"Québec, Québec",,Autres familles de personnes âgées,
2019,"Québec, Québec",,Autres familles de personnes âgées,
2020,"Québec, Québec",,Autres familles de personnes âgées,
2015,"Québec, Québec",,Familles de personnes non âgées,87500.0
2016,"Québec, Québec",,Familles de personnes non âgées,91300.0
2017,"Québec, Québec",,Familles de personnes non âgées,91300.0
2018,"Québec, Québec",,Familles de personnes non âgées,89400.0
2019,"Québec, Québec",,Familles de personnes non âgées,98000.0
2020,"Québec, Québec",,Familles de personnes non âgées,101200.0
2015,"Québec, Québec",,Couples,80400.0
2016,"Québec, Québec",,Couples,76200.0
2017,"Québec, Québec",,Couples,80100.0
2018,"Québec, Québec",,Couples,78600.0
2019,"Québec, Québec",,Couples,83700.0
2020,"Québec, Québec",,Couples,90900.0
2015,"Québec, Québec",,Couples avec des enfants,107200.0
2016,"Québec, Québec",,Couples avec des enfants,109500.0
2017,"Québec, Québec",,Couples avec des enfants,106300.0
2018,"Québec, Québec",,Couples avec des enfants,107000.0
2019,"Québec, Québec",,Couples avec des enfants,113300.0
2020,"Québec, Québec",,Couples avec des enfants,115100.0
2015,"Québec, Québec",,Couples avec d'autres personnes apparentées,
2016,"Québec, Québec",,Couples avec d'autres personnes apparentées,
2017,"Québec, Québec",,Couples avec d'autres personnes apparentées,116300.0
2018,"Québec, Québec",,Couples avec d'autres personnes apparentées,122800.0
2019,"Québec, Québec",,Couples avec d'autres personnes apparentées,
2020,"Québec, Québec",,Couples avec d'autres personnes apparentées,124800.0
2015,"Québec, Québec",,Familles monoparentales,64800.0
2016,"Québec, Québec",,Familles monoparentales,53600.0
2017,"Québec, Québec",,Familles monoparentales,63200.0
2018,"Québec, Québec",,Familles monoparentales,58000.0
2019,"Québec, Québec",,Familles monoparentales,76500.0
2020,"Québec, Québec",,Familles monoparentales,79500.0
2015,"Québec, Québec",,Familles monoparentales ayant un homme à leur tête,
2016,"Québec, Québec",,Familles monoparentales ayant un homme à leur tête,
2017,"Québec, Québec",,Familles monoparentales ayant un homme à leur tête,
2018,"Québec, Québec",,Familles monoparentales ayant un homme à leur tête,
2019,"Québec, Québec",,Familles monoparentales ayant un homme à leur tête,
2020,"Québec, Québec",,Familles monoparentales ayant un homme à leur tête,
2015,"Québec, Québec",,Familles monoparentales ayant une femme à leur tête,
2016,"Québec, Québec",,Familles monoparentales ayant une femme à leur tête,50900.0
2017,"Québec, Québec",,Familles monoparentales ayant une femme à leur tête,70400.0
2018,"Québec, Québec",,Familles monoparentales ayant une femme à leur tête,51300.0
2019,"Québec, Québec",,Familles monoparentales ayant une femme à leur tête,
2020,"Québec, Québec",,Familles monoparentales ayant une femme à leur tête,79500.0
2015,"Québec, Québec",,Autres familles de personnes non âgées,
2016,"Québec, Québec",,Autres familles de personnes non âgées,
2017,"Québec, Québec",,Autres familles de personnes non âgées,73800.0
2018,"Québec, Québec",,Autres familles de personnes non âgées,64400.0
2019,"Québec, Québec",,Autres familles de personnes non âgées,
2020,"Québec, Québec",,Autres familles de personnes non âgées,90500.0
2015,"Québec, Québec",,Personnes hors famille économique,30500.0
2016,"Québec, Québec",,Personnes hors famille économique,30400.0
2017,"Québec, Québec",,Personnes hors famille économique,33200.0
2018,"Québec, Québec",,Personnes hors famille économique,31600.0
2019,"Québec, Québec",,Personnes hors famille économique,29700.0
2020,"Québec, Québec",,Personnes hors famille économique,36000.0
2015,"Québec, Québec",,Personnes âgées hors famille économique,26900.0
2016,"Québec, Québec",,Personnes âgées hors famille économique,25400.0
2017,"Québec, Québec",,Personnes âgées hors famille économique,25800.0
2018,"Québec, Québec",,Personnes âgées hors famille économique,27600.0
2019,"Québec, Québec",,Personnes âgées hors famille économique,25800.0
2020,"Québec, Québec",,Personnes âgées hors famille économique,32600.0
2015,"Québec, Québec",,Hommes âgés hors famille économique,
2016,"Québec, Québec",,Hommes âgés hors famille économique,26400.0
2017,"Québec, Québec",,Hommes âgés hors famille économique,30400.0
2018,"Québec, Québec",,Hommes âgés hors famille économique,27500.0
2019,"Québec, Québec",,Hommes âgés hors famille économique,26500.0
2020,"Québec, Québec",,Hommes âgés hors famille économique,33800.0
2015,"Québec, Québec",,Femmes âgées hors famille économique,28000.0
2016,"Québec, Québec",,Femmes âgées hors famille économique,24400.0
2017,"Québec, Québec",,Femmes âgées hors famille économique,25600.0
2018,"Québec, Québec",,Femmes âgées hors famille économique,27800.0
2019,"Québec, Québec",,Femmes âgées hors famille économique,25100.0
2020,"Québec, Québec",,Femmes âgées hors famille économique,32600.0
2015,"Québec, Québec",,Personnes non âgées hors famille économique,34100.0
2016,"Québec, Québec",,Personnes non âgées hors famille économique,32700.0
2017,"Québec, Québec",,Personnes non âgées hors famille économique,36000.0
2018,"Québec, Québec",,Personnes non âgées hors famille économique,35900.0
2019,"Québec, Québec",,Personnes non âgées hors famille économique,33900.0
2020,"Québec, Québec",,Personnes non âgées hors famille économique,37600.0
2015,"Québec, Québec",,Hommes non âgés hors famille économique,30500.0
2016,"Québec, Québec",,Hommes non âgés hors famille économique,32600.0
2017,"Québec, Québec",,Hommes non âgés hors famille économique,38700.0
2018,"Québec, Québec",,Hommes non âgés hors famille économique,35800.0
2019,"Québec, Québec",,Hommes non âgés hors famille économique,35300.0
2020,"Québec, Québec",,Hommes non âgés hors famille économique,40200.0
2015,"Québec, Québec",,Femmes non âgées hors famille économique,37600.0
2016,"Québec, Québec",,Femmes non âgées hors famille économique,34100.0
2017,"Québec, Québec",,Femmes non âgées hors famille économique,32600.0
2018,"Québec, Québec",,Femmes non âgées hors famille économique,35900.0
2019,"Québec, Québec",,Femmes non âgées hors famille économique,32000.0
2020,"Québec, Québec",,Femmes non âgées hors famille économique,33300.0
2015,"Montréal, Québec",,Familles économiques et personnes hors famille économique,54100.0
2016,"Montréal, Québec",,Familles économiques et personnes hors famille économique,53100.0
2017,"Montréal, Québec",,Familles économiques et personnes hors famille économique,54100.0
2018,"Montréal, Québec",,Familles économiques et personnes hors famille économique,55700.0
2019,"Montréal, Québec",,Familles économiques et personnes hors famille économique,56800.0
2020,"Montréal, Québec",,Familles économiques et personnes hors famille économique,62900.0
2015,"Montréal, Québec",,Familles économiques,76200.0
2016,"Montréal, Québec",,Familles économiques,79000.0
2017,"Montréal, Québec",,Familles économiques,79200.0
2018,"Montréal, Québec",,Familles économiques,81700.0
2019,"Montréal, Québec",,Familles économiques,85800.0
2020,"Montréal, Québec",,Familles économiques,89200.0
2015,"Montréal, Québec",,Familles de personnes âgées,56600.0
2016,"Montréal, Québec",,Familles de personnes âgées,56100.0
2017,"Montréal, Québec",,Familles de personnes âgées,60700.0
2018,"Montréal, Québec",,Familles de personnes âgées,61000.0
2019,"Montréal, Québec",,Familles de personnes âgées,58500.0
2020,"Montréal, Québec",,Familles de personnes âgées,64000.0
2015,"Montréal, Québec",,Couples de personnes âgées,55300.0
2016,"Montréal, Québec",,Couples de personnes âgées,57600.0
2017,"Montréal, Québec",,Couples de personnes âgées,60700.0
2018,"Montréal, Québec",,Couples de personnes âgées,59400.0
2019,"Montréal, Québec",,Couples de personnes âgées,56300.0
2020,"Montréal, Québec",,Couples de personnes âgées,63100.0
2015,"Montréal, Québec",,Autres familles de personnes âgées,
2016,"Montréal, Québec",,Autres familles de personnes âgées,49100.0
2017,"Montréal, Québec",,Autres familles de personnes âgées,59600.0
2018,"Montréal, Québec",,Autres familles de personnes âgées,68900.0
2019,"Montréal, Québec",,Autres familles de personnes âgées,67100.0
2020,"Montréal, Québec",,Autres familles de personnes âgées,72600.0
2015,"Montréal, Québec",,Familles de personnes non âgées,80300.0
2016,"Montréal, Québec",,Familles de personnes non âgées,84400.0
2017,"Montréal, Québec",,Familles de personnes non âgées,84400.0
2018,"Montréal, Québec",,Familles de personnes non âgées,88400.0
2019,"Montréal, Québec",,Familles de personnes non âgées,91800.0
2020,"Montréal, Québec",,Familles de personnes non âgées,96400.0
2015,"Montréal, Québec",,Couples,75900.0
2016,"Montréal, Québec",,Couples,79600.0
2017,"Montréal, Québec",,Couples,69900.0
2018,"Montréal, Québec",,Couples,78900.0
2019,"Montréal, Québec",,Couples,78900.0
2020,"Montréal, Québec",,Couples,86700.0
2015,"Montréal, Québec",,Couples avec des enfants,89200.0
2016,"Montréal, Québec",,Couples avec des enfants,95600.0
2017,"Montréal, Québec",,Couples avec des enfants,94000.0
2018,"Montréal, Québec",,Couples avec des enfants,95800.0
2019,"Montréal, Québec",,Couples avec des enfants,102000.0
2020,"Montréal, Québec",,Couples avec des enfants,102800.0
2015,"Montréal, Québec",,Couples avec d'autres personnes apparentées,98000.0
2016,"Montréal, Québec",,Couples avec d'autres personnes apparentées,113700.0
2017,"Montréal, Québec",,Couples avec d'autres personnes apparentées,124000.0
2018,"Montréal, Québec",,Couples avec d'autres personnes apparentées,129200.0
2019,"Montréal, Québec",,Couples avec d'autres personnes apparentées,135400.0
2020,"Montréal, Québec",,Couples avec d'autres personnes apparentées,132800.0
2015,"Montréal, Québec",,Familles monoparentales,60100.0
2016,"Montréal, Québec",,Familles monoparentales,56100.0
2017,"Montréal, Québec",,Familles monoparentales,56500.0
2018,"Montréal, Québec",,Familles monoparentales,52000.0
2019,"Montréal, Québec",,Familles monoparentales,70600.0
2020,"Montréal, Québec",,Familles monoparentales,63400.0
2015,"Montréal, Québec",,Familles monoparentales ayant un homme à leur tête,
2016,"Montréal, Québec",,Familles monoparentales ayant un homme à leur tête,
2017,"Montréal, Québec",,Familles monoparentales ayant un homme à leur tête,
2018,"Montréal, Québec",,Familles monoparentales ayant un homme à leur tête,
2019,"Montréal, Québec",,Familles monoparentales ayant un homme à leur tête,
2020,"Montréal, Québec",,Familles monoparentales ayant un homme à leur tête,
2015,"Montréal, Québec",,Familles monoparentales ayant une femme à leur tête,53800.0
2016,"Montréal, Québec",,Familles monoparentales ayant une femme à leur tête,56100.0
2017,"Montréal, Québec",,Familles monoparentales ayant une femme à leur tête,54900.0
2018,"Montréal, Québec",,Familles monoparentales ayant une femme à leur tête,49100.0
2019,"Montréal, Québec",,Familles monoparentales ayant une femme à leur tête,64000.0
2020,"Montréal, Québec",,Familles monoparentales ayant une femme à leur tête,64300.0
2015,"Montréal, Québec",,Autres familles de personnes non âgées,73300.0
2016,"Montréal, Québec",,Autres familles de personnes non âgées,64400.0
2017,"Montréal, Québec",,Autres familles de personnes non âgées,61700.0
2018,"Montréal, Québec",,Autres familles de personnes non âgées,74800.0
2019,"Montréal, Québec",,Autres familles de personnes non âgées,76800.0
2020,"Montréal, Québec",,Autres familles de personnes non âgées,84400.0
2015,"Montréal, Québec",,Personnes hors famille économique,30500.0
2016,"Montréal, Québec",,Personnes hors famille économique,31300.0
2017,"Montréal, Québec",,Personnes hors famille économique,30800.0
2018,"Montréal, Québec",,Personnes hors famille économique,29600.0
2019,"Montréal, Québec",,Personnes hors famille économique,29400.0
2020,"Montréal, Québec",,Personnes hors famille économique,33100.0
2015,"Montréal, Québec",,Personnes âgées hors famille économique,29300.0
2016,"Montréal, Québec",,Personnes âgées hors famille économique,26900.0
2017,"Montréal, Québec",,Personnes âgées hors famille économique,26000.0
2018,"Montréal, Québec",,Personnes âgées hors famille économique,27200.0
2019,"Montréal, Québec",,Personnes âgées hors famille économique,26300.0
2020,"Montréal, Québec",,Personnes âgées hors famille économique,28200.0
2015,"Montréal, Québec",,Hommes âgés hors famille économique,28000.0
2016,"Montréal, Québec",,Hommes âgés hors famille économique,25100.0
2017,"Montréal, Québec",,Hommes âgés hors famille économique,28200.0
2018,"Montréal, Québec",,Hommes âgés hors famille économique,31000.0
2019,"Montréal, Québec",,Hommes âgés hors famille économique,27800.0
2020,"Montréal, Québec",,Hommes âgés hors famille économique,29400.0
2015,"Montréal, Québec",,Femmes âgées hors famille économique,30600.0
2016,"Montréal, Québec",,Femmes âgées hors famille économique,26900.0
2017,"Montréal, Québec",,Femmes âgées hors famille économique,24600.0
2018,"Montréal, Québec",,Femmes âgées hors famille économique,26200.0
2019,"Montréal, Québec",,Femmes âgées hors famille économique,25500.0
2020,"Montréal, Québec",,Femmes âgées hors famille économique,27700.0
2015,"Montréal, Québec",,Personnes non âgées hors famille économique,30900.0
2016,"Montréal, Québec",,Personnes non âgées hors famille économique,34300.0
2017,"Montréal, Québec",,Personnes non âgées hors famille économique,33700.0
2018,"Montréal, Québec",,Personnes non âgées hors famille économique,31700.0
2019,"Montréal, Québec",,Personnes non âgées hors famille économique,31300.0
2020,"Montréal, Québec",,Personnes non âgées hors famille économique,35700.0
2015,"Montréal, Québec",,Hommes non âgés hors famille économique,34900.0
2016,"Montréal, Québec",,Hommes non âgés hors famille économique,34600.0
