Year,Géographie,Type de famille économique,data.Demographic characteristics,Niveau de sécurité alimentaire du ménage,GeoCode,Value
2022,Provinces de l'Atlantique,,Personnes de moins de 18 ans,Insécurité alimentaire marginale,,7.9
2022,Provinces de l'Atlantique,,Personnes de moins de 18 ans,Insécurité alimentaire modérée ou grave,,28.7
2022,Provinces de l'Atlantique,,Personnes de moins de 18 ans,Insécurité alimentaire modérée,,18.4
2022,Provinces de l'Atlantique,,Personnes de moins de 18 ans,Insécurité alimentaire grave,,10.3
2022,Provinces de l'Atlantique,,Personnes de 18 à 64 ans,Sécurité alimentaire,,70.5
2022,Provinces de l'Atlantique,,Personnes de 18 à 64 ans,Insécurité alimentaire,,29.5
2022,Provinces de l'Atlantique,,Personnes de 18 à 64 ans,Insécurité alimentaire marginale,,6.4
2022,Provinces de l'Atlantique,,Personnes de 18 à 64 ans,Insécurité alimentaire modérée ou grave,,23.1
2022,Provinces de l'Atlantique,,Personnes de 18 à 64 ans,Insécurité alimentaire modérée,,14.3
2022,Provinces de l'Atlantique,,Personnes de 18 à 64 ans,Insécurité alimentaire grave,,8.9
2022,Provinces de l'Atlantique,,Persons 18 to 24 years,Sécurité alimentaire,,67.2
2022,Provinces de l'Atlantique,,Persons 18 to 24 years,Insécurité alimentaire,,32.8
2022,Provinces de l'Atlantique,,Persons 18 to 24 years,Insécurité alimentaire marginale,,6.6
2022,Provinces de l'Atlantique,,Persons 18 to 24 years,Insécurité alimentaire modérée ou grave,,26.2
2022,Provinces de l'Atlantique,,Persons 18 to 24 years,Insécurité alimentaire modérée,,16.2
2022,Provinces de l'Atlantique,,Persons 18 to 24 years,Insécurité alimentaire grave,,10.0
2022,Provinces de l'Atlantique,,Persons 25 to 34 years,Sécurité alimentaire,,67.1
2022,Provinces de l'Atlantique,,Persons 25 to 34 years,Insécurité alimentaire,,32.9
2022,Provinces de l'Atlantique,,Persons 25 to 34 years,Insécurité alimentaire marginale,,6.7
2022,Provinces de l'Atlantique,,Persons 25 to 34 years,Insécurité alimentaire modérée ou grave,,26.3
2022,Provinces de l'Atlantique,,Persons 25 to 34 years,Insécurité alimentaire modérée,,15.1
2022,Provinces de l'Atlantique,,Persons 25 to 34 years,Insécurité alimentaire grave,,11.2
2022,Provinces de l'Atlantique,,Persons 35 to 44 years,Sécurité alimentaire,,67.1
2022,Provinces de l'Atlantique,,Persons 35 to 44 years,Insécurité alimentaire,,32.9
2022,Provinces de l'Atlantique,,Persons 35 to 44 years,Insécurité alimentaire marginale,,6.7
2022,Provinces de l'Atlantique,,Persons 35 to 44 years,Insécurité alimentaire modérée ou grave,,26.2
2022,Provinces de l'Atlantique,,Persons 35 to 44 years,Insécurité alimentaire modérée,,17.0
2022,Provinces de l'Atlantique,,Persons 35 to 44 years,Insécurité alimentaire grave,,9.2
2022,Provinces de l'Atlantique,,Persons 45 to 54 years,Sécurité alimentaire,,70.8
2022,Provinces de l'Atlantique,,Persons 45 to 54 years,Insécurité alimentaire,,29.2
2022,Provinces de l'Atlantique,,Persons 45 to 54 years,Insécurité alimentaire marginale,,6.7
2022,Provinces de l'Atlantique,,Persons 45 to 54 years,Insécurité alimentaire modérée ou grave,,22.4
2022,Provinces de l'Atlantique,,Persons 45 to 54 years,Insécurité alimentaire modérée,,13.9
2022,Provinces de l'Atlantique,,Persons 45 to 54 years,Insécurité alimentaire grave,,8.5
2022,Provinces de l'Atlantique,,Persons 55 to 64 years,Sécurité alimentaire,,77.2
2022,Provinces de l'Atlantique,,Persons 55 to 64 years,Insécurité alimentaire,,22.8
2022,Provinces de l'Atlantique,,Persons 55 to 64 years,Insécurité alimentaire marginale,,5.6
2022,Provinces de l'Atlantique,,Persons 55 to 64 years,Insécurité alimentaire modérée ou grave,,17.3
2022,Provinces de l'Atlantique,,Persons 55 to 64 years,Insécurité alimentaire modérée,,10.8
2022,Provinces de l'Atlantique,,Persons 55 to 64 years,Insécurité alimentaire grave,,6.5
2022,Provinces de l'Atlantique,,Personnes de 65 ans et plus,Sécurité alimentaire,,86.4
2022,Provinces de l'Atlantique,,Personnes de 65 ans et plus,Insécurité alimentaire,,13.6
2022,Provinces de l'Atlantique,,Personnes de 65 ans et plus,Insécurité alimentaire marginale,,4.6
2022,Provinces de l'Atlantique,,Personnes de 65 ans et plus,Insécurité alimentaire modérée ou grave,,9.0
2022,Provinces de l'Atlantique,,Personnes de 65 ans et plus,Insécurité alimentaire modérée,,6.1
2022,Provinces de l'Atlantique,,Personnes de 65 ans et plus,Insécurité alimentaire grave,,2.9
2022,Provinces de l'Atlantique,,Hommes,Sécurité alimentaire,,72.4
2022,Provinces de l'Atlantique,,Hommes,Insécurité alimentaire,,27.6
2022,Provinces de l'Atlantique,,Hommes,Insécurité alimentaire marginale,,6.4
2022,Provinces de l'Atlantique,,Hommes,Insécurité alimentaire modérée ou grave,,21.3
2022,Provinces de l'Atlantique,,Hommes,Insécurité alimentaire modérée,,13.2
2022,Provinces de l'Atlantique,,Hommes,Insécurité alimentaire grave,,8.1
2022,Provinces de l'Atlantique,,"Hommes, moins de 18 ans",Sécurité alimentaire,,60.3
2022,Provinces de l'Atlantique,,"Hommes, moins de 18 ans",Insécurité alimentaire,,39.7
2022,Provinces de l'Atlantique,,"Hommes, moins de 18 ans",Insécurité alimentaire marginale,,9.0
2022,Provinces de l'Atlantique,,"Hommes, moins de 18 ans",Insécurité alimentaire modérée ou grave,,30.7
2022,Provinces de l'Atlantique,,"Hommes, moins de 18 ans",Insécurité alimentaire modérée,,18.9
2022,Provinces de l'Atlantique,,"Hommes, moins de 18 ans",Insécurité alimentaire grave,,11.8
2022,Provinces de l'Atlantique,,"Hommes, 18 à 64 ans",Sécurité alimentaire,,71.1
2022,Provinces de l'Atlantique,,"Hommes, 18 à 64 ans",Insécurité alimentaire,,28.9
2022,Provinces de l'Atlantique,,"Hommes, 18 à 64 ans",Insécurité alimentaire marginale,,6.2
2022,Provinces de l'Atlantique,,"Hommes, 18 à 64 ans",Insécurité alimentaire modérée ou grave,,22.7
2022,Provinces de l'Atlantique,,"Hommes, 18 à 64 ans",Insécurité alimentaire modérée,,13.9
2022,Provinces de l'Atlantique,,"Hommes, 18 à 64 ans",Insécurité alimentaire grave,,8.8
2022,Provinces de l'Atlantique,,"Hommes, 65 ans et plus",Sécurité alimentaire,,86.3
2022,Provinces de l'Atlantique,,"Hommes, 65 ans et plus",Insécurité alimentaire,,13.7
2022,Provinces de l'Atlantique,,"Hommes, 65 ans et plus",Insécurité alimentaire marginale,,4.7
2022,Provinces de l'Atlantique,,"Hommes, 65 ans et plus",Insécurité alimentaire modérée ou grave,,9.1
2022,Provinces de l'Atlantique,,"Hommes, 65 ans et plus",Insécurité alimentaire modérée,,6.1
2022,Provinces de l'Atlantique,,"Hommes, 65 ans et plus",Insécurité alimentaire grave,,3.0
2022,Provinces de l'Atlantique,,Femmes,Sécurité alimentaire,,73.3
2022,Provinces de l'Atlantique,,Femmes,Insécurité alimentaire,,26.7
2022,Provinces de l'Atlantique,,Femmes,Insécurité alimentaire marginale,,6.2
2022,Provinces de l'Atlantique,,Femmes,Insécurité alimentaire modérée ou grave,,20.6
2022,Provinces de l'Atlantique,,Femmes,Insécurité alimentaire modérée,,13.1
2022,Provinces de l'Atlantique,,Femmes,Insécurité alimentaire grave,,7.5
2022,Provinces de l'Atlantique,,"Femmes, moins de 18 ans",Sécurité alimentaire,,66.7
2022,Provinces de l'Atlantique,,"Femmes, moins de 18 ans",Insécurité alimentaire,,33.3
2022,Provinces de l'Atlantique,,"Femmes, moins de 18 ans",Insécurité alimentaire marginale,,6.8
2022,Provinces de l'Atlantique,,"Femmes, moins de 18 ans",Insécurité alimentaire modérée ou grave,,26.5
2022,Provinces de l'Atlantique,,"Femmes, moins de 18 ans",Insécurité alimentaire modérée,,17.7
2022,Provinces de l'Atlantique,,"Femmes, moins de 18 ans",Insécurité alimentaire grave,,8.7
2022,Provinces de l'Atlantique,,"Femmes, 18 à 64 ans",Sécurité alimentaire,,69.9
2022,Provinces de l'Atlantique,,"Femmes, 18 à 64 ans",Insécurité alimentaire,,30.1
2022,Provinces de l'Atlantique,,"Femmes, 18 à 64 ans",Insécurité alimentaire marginale,,6.6
2022,Provinces de l'Atlantique,,"Femmes, 18 à 64 ans",Insécurité alimentaire modérée ou grave,,23.5
2022,Provinces de l'Atlantique,,"Femmes, 18 à 64 ans",Insécurité alimentaire modérée,,14.6
2022,Provinces de l'Atlantique,,"Femmes, 18 à 64 ans",Insécurité alimentaire grave,,8.9
2022,Provinces de l'Atlantique,,"Femmes, 65 ans et plus",Sécurité alimentaire,,86.4
2022,Provinces de l'Atlantique,,"Femmes, 65 ans et plus",Insécurité alimentaire,,13.6
2022,Provinces de l'Atlantique,,"Femmes, 65 ans et plus",Insécurité alimentaire marginale,,4.6
2022,Provinces de l'Atlantique,,"Femmes, 65 ans et plus",Insécurité alimentaire modérée ou grave,,9.0
2022,Provinces de l'Atlantique,,"Femmes, 65 ans et plus",Insécurité alimentaire modérée,,6.1
2022,Provinces de l'Atlantique,,"Femmes, 65 ans et plus",Insécurité alimentaire grave,,2.9
2022,Provinces de l'Atlantique,,Visible minority population,Sécurité alimentaire,,63.6
2022,Provinces de l'Atlantique,,Visible minority population,Insécurité alimentaire,,36.4
2022,Provinces de l'Atlantique,,Visible minority population,Insécurité alimentaire marginale,,9.0
2022,Provinces de l'Atlantique,,Visible minority population,Insécurité alimentaire modérée ou grave,,27.4
2022,Provinces de l'Atlantique,,Visible minority population,Insécurité alimentaire modérée,,22.9
2022,Provinces de l'Atlantique,,Visible minority population,Insécurité alimentaire grave,,4.5
2022,Provinces de l'Atlantique,,South Asian,Sécurité alimentaire,,63.8
2022,Provinces de l'Atlantique,,South Asian,Insécurité alimentaire,,36.2
2022,Provinces de l'Atlantique,,South Asian,Insécurité alimentaire marginale,,
2022,Provinces de l'Atlantique,,South Asian,Insécurité alimentaire modérée ou grave,,21.8
2022,Provinces de l'Atlantique,,South Asian,Insécurité alimentaire modérée,,
2022,Provinces de l'Atlantique,,South Asian,Insécurité alimentaire grave,,
2022,Provinces de l'Atlantique,,Chinese,Sécurité alimentaire,,87.5
2022,Provinces de l'Atlantique,,Chinese,Insécurité alimentaire,,
2022,Provinces de l'Atlantique,,Chinese,Insécurité alimentaire marginale,,
2022,Provinces de l'Atlantique,,Chinese,Insécurité alimentaire modérée ou grave,,
2022,Provinces de l'Atlantique,,Chinese,Insécurité alimentaire modérée,,
2022,Provinces de l'Atlantique,,Chinese,Insécurité alimentaire grave,,
2022,Provinces de l'Atlantique,,Noirs,Sécurité alimentaire,,57.5
2022,Provinces de l'Atlantique,,Noirs,Insécurité alimentaire,,42.5
2022,Provinces de l'Atlantique,,Noirs,Insécurité alimentaire marginale,,
2022,Provinces de l'Atlantique,,Noirs,Insécurité alimentaire modérée ou grave,,35.7
2022,Provinces de l'Atlantique,,Noirs,Insécurité alimentaire modérée,,29.6
2022,Provinces de l'Atlantique,,Noirs,Insécurité alimentaire grave,,
2022,Provinces de l'Atlantique,,Filipino,Sécurité alimentaire,,71.4
2022,Provinces de l'Atlantique,,Filipino,Insécurité alimentaire,,
2022,Provinces de l'Atlantique,,Filipino,Insécurité alimentaire marginale,,
2022,Provinces de l'Atlantique,,Filipino,Insécurité alimentaire modérée ou grave,,
2022,Provinces de l'Atlantique,,Filipino,Insécurité alimentaire modérée,,
2022,Provinces de l'Atlantique,,Filipino,Insécurité alimentaire grave,,
2022,Provinces de l'Atlantique,,Arab,Sécurité alimentaire,,55.4
2022,Provinces de l'Atlantique,,Arab,Insécurité alimentaire,,44.6
2022,Provinces de l'Atlantique,,Arab,Insécurité alimentaire marginale,,
2022,Provinces de l'Atlantique,,Arab,Insécurité alimentaire modérée ou grave,,
2022,Provinces de l'Atlantique,,Arab,Insécurité alimentaire modérée,,
2022,Provinces de l'Atlantique,,Arab,Insécurité alimentaire grave,,
2022,Provinces de l'Atlantique,,Latin American,Sécurité alimentaire,,65.2
2022,Provinces de l'Atlantique,,Latin American,Insécurité alimentaire,,34.8
2022,Provinces de l'Atlantique,,Latin American,Insécurité alimentaire marginale,,
2022,Provinces de l'Atlantique,,Latin American,Insécurité alimentaire modérée ou grave,,
2022,Provinces de l'Atlantique,,Latin American,Insécurité alimentaire modérée,,
2022,Provinces de l'Atlantique,,Latin American,Insécurité alimentaire grave,,
2022,Provinces de l'Atlantique,,Southeast Asian,Sécurité alimentaire,,75.1
2022,Provinces de l'Atlantique,,Southeast Asian,Insécurité alimentaire,,
2022,Provinces de l'Atlantique,,Southeast Asian,Insécurité alimentaire marginale,,
2022,Provinces de l'Atlantique,,Southeast Asian,Insécurité alimentaire modérée ou grave,,
2022,Provinces de l'Atlantique,,Southeast Asian,Insécurité alimentaire modérée,,
2022,Provinces de l'Atlantique,,Southeast Asian,Insécurité alimentaire grave,,
2022,Provinces de l'Atlantique,,Other visible minority,Sécurité alimentaire,,
2022,Provinces de l'Atlantique,,Other visible minority,Insécurité alimentaire,,
2022,Provinces de l'Atlantique,,Other visible minority,Insécurité alimentaire marginale,,
2022,Provinces de l'Atlantique,,Other visible minority,Insécurité alimentaire modérée ou grave,,
2022,Provinces de l'Atlantique,,Other visible minority,Insécurité alimentaire modérée,,
2022,Provinces de l'Atlantique,,Other visible minority,Insécurité alimentaire grave,,
2022,Provinces de l'Atlantique,,Pas une minorité visible,Sécurité alimentaire,,73.8
2022,Provinces de l'Atlantique,,Pas une minorité visible,Insécurité alimentaire,,26.2
2022,Provinces de l'Atlantique,,Pas une minorité visible,Insécurité alimentaire marginale,,6.0
2022,Provinces de l'Atlantique,,Pas une minorité visible,Insécurité alimentaire modérée ou grave,,20.2
2022,Provinces de l'Atlantique,,Pas une minorité visible,Insécurité alimentaire modérée,,12.1
2022,Provinces de l'Atlantique,,Pas une minorité visible,Insécurité alimentaire grave,,8.1
2022,Provinces de l'Atlantique,,Population autochtone,Sécurité alimentaire,,63.9
2022,Provinces de l'Atlantique,,Population autochtone,Insécurité alimentaire,,36.1
2022,Provinces de l'Atlantique,,Population autochtone,Insécurité alimentaire marginale,,6.8
2022,Provinces de l'Atlantique,,Population autochtone,Insécurité alimentaire modérée ou grave,,29.3
2022,Provinces de l'Atlantique,,Population autochtone,Insécurité alimentaire modérée,,13.8
2022,Provinces de l'Atlantique,,Population autochtone,Insécurité alimentaire grave,,15.5
2022,Provinces de l'Atlantique,,Non-Indigenous population,Sécurité alimentaire,,73.1
2022,Provinces de l'Atlantique,,Non-Indigenous population,Insécurité alimentaire,,26.9
2022,Provinces de l'Atlantique,,Non-Indigenous population,Insécurité alimentaire marginale,,6.2
2022,Provinces de l'Atlantique,,Non-Indigenous population,Insécurité alimentaire modérée ou grave,,20.6
2022,Provinces de l'Atlantique,,Non-Indigenous population,Insécurité alimentaire modérée,,13.1
2022,Provinces de l'Atlantique,,Non-Indigenous population,Insécurité alimentaire grave,,7.5
2022,Provinces de l'Atlantique,,Not a visible minority nor Indigenous,Sécurité alimentaire,,74.2
2022,Provinces de l'Atlantique,,Not a visible minority nor Indigenous,Insécurité alimentaire,,25.8
2022,Provinces de l'Atlantique,,Not a visible minority nor Indigenous,Insécurité alimentaire marginale,,5.9
2022,Provinces de l'Atlantique,,Not a visible minority nor Indigenous,Insécurité alimentaire modérée ou grave,,19.9
2022,Provinces de l'Atlantique,,Not a visible minority nor Indigenous,Insécurité alimentaire modérée,,12.0
2022,Provinces de l'Atlantique,,Not a visible minority nor Indigenous,Insécurité alimentaire grave,,7.8
2022,Provinces de l'Atlantique,,All persons aged 15 years and over,Sécurité alimentaire,,74.4
2022,Provinces de l'Atlantique,,All persons aged 15 years and over,Insécurité alimentaire,,25.6
2022,Provinces de l'Atlantique,,All persons aged 15 years and over,Insécurité alimentaire marginale,,6.0
2022,Provinces de l'Atlantique,,All persons aged 15 years and over,Insécurité alimentaire modérée ou grave,,19.6
2022,Provinces de l'Atlantique,,All persons aged 15 years and over,Insécurité alimentaire modérée,,12.3
2022,Provinces de l'Atlantique,,All persons aged 15 years and over,Insécurité alimentaire grave,,7.3
2022,Provinces de l'Atlantique,,Indigenous population aged 15 years and over,Sécurité alimentaire,,65.1
2022,Provinces de l'Atlantique,,Indigenous population aged 15 years and over,Insécurité alimentaire,,34.9
2022,Provinces de l'Atlantique,,Indigenous population aged 15 years and over,Insécurité alimentaire marginale,,6.4
2022,Provinces de l'Atlantique,,Indigenous population aged 15 years and over,Insécurité alimentaire modérée ou grave,,28.5
2022,Provinces de l'Atlantique,,Indigenous population aged 15 years and over,Insécurité alimentaire modérée,,12.4
2022,Provinces de l'Atlantique,,Indigenous population aged 15 years and over,Insécurité alimentaire grave,,16.1
2022,Provinces de l'Atlantique,,First Nations aged 15 years and over,Sécurité alimentaire,,66.7
2022,Provinces de l'Atlantique,,First Nations aged 15 years and over,Insécurité alimentaire,,33.3
2022,Provinces de l'Atlantique,,First Nations aged 15 years and over,Insécurité alimentaire marginale,,7.0
2022,Provinces de l'Atlantique,,First Nations aged 15 years and over,Insécurité alimentaire modérée ou grave,,26.3
2022,Provinces de l'Atlantique,,First Nations aged 15 years and over,Insécurité alimentaire modérée,,12.5
2022,Provinces de l'Atlantique,,First Nations aged 15 years and over,Insécurité alimentaire grave,,13.7
2022,Provinces de l'Atlantique,,Métis aged 15 years and over,Sécurité alimentaire,,63.1
2022,Provinces de l'Atlantique,,Métis aged 15 years and over,Insécurité alimentaire,,36.9
2022,Provinces de l'Atlantique,,Métis aged 15 years and over,Insécurité alimentaire marginale,,
2022,Provinces de l'Atlantique,,Métis aged 15 years and over,Insécurité alimentaire modérée ou grave,,30.6
2022,Provinces de l'Atlantique,,Métis aged 15 years and over,Insécurité alimentaire modérée,,11.6
2022,Provinces de l'Atlantique,,Métis aged 15 years and over,Insécurité alimentaire grave,,
2022,Provinces de l'Atlantique,,Non-Indigenous population aged 15 years and over,Sécurité alimentaire,,74.7
2022,Provinces de l'Atlantique,,Non-Indigenous population aged 15 years and over,Insécurité alimentaire,,25.3
2022,Provinces de l'Atlantique,,Non-Indigenous population aged 15 years and over,Insécurité alimentaire marginale,,6.0
2022,Provinces de l'Atlantique,,Non-Indigenous population aged 15 years and over,Insécurité alimentaire modérée ou grave,,19.3
2022,Provinces de l'Atlantique,,Non-Indigenous population aged 15 years and over,Insécurité alimentaire modérée,,12.2
2022,Provinces de l'Atlantique,,Non-Indigenous population aged 15 years and over,Insécurité alimentaire grave,,7.0
2022,Provinces de l'Atlantique,,Immigrants aged 15 years and over,Sécurité alimentaire,,70.4
2022,Provinces de l'Atlantique,,Immigrants aged 15 years and over,Insécurité alimentaire,,29.6
2022,Provinces de l'Atlantique,,Immigrants aged 15 years and over,Insécurité alimentaire marginale,,7.6
2022,Provinces de l'Atlantique,,Immigrants aged 15 years and over,Insécurité alimentaire modérée ou grave,,22.0
2022,Provinces de l'Atlantique,,Immigrants aged 15 years and over,Insécurité alimentaire modérée,,18.9
2022,Provinces de l'Atlantique,,Immigrants aged 15 years and over,Insécurité alimentaire grave,,3.1
2022,Provinces de l'Atlantique,,Recent immigrants (10 years or less) aged 15 years and over,Sécurité alimentaire,,60.8
2022,Provinces de l'Atlantique,,Recent immigrants (10 years or less) aged 15 years and over,Insécurité alimentaire,,39.2
2022,Provinces de l'Atlantique,,Recent immigrants (10 years or less) aged 15 years and over,Insécurité alimentaire marginale,,
2022,Provinces de l'Atlantique,,Recent immigrants (10 years or less) aged 15 years and over,Insécurité alimentaire modérée ou grave,,31.9
2022,Provinces de l'Atlantique,,Recent immigrants (10 years or less) aged 15 years and over,Insécurité alimentaire modérée,,30.0
2022,Provinces de l'Atlantique,,Recent immigrants (10 years or less) aged 15 years and over,Insécurité alimentaire grave,,
2022,Provinces de l'Atlantique,,Very recent immigrants (5 years or less) aged 15 years and over,Sécurité alimentaire,,54.5
2022,Provinces de l'Atlantique,,Very recent immigrants (5 years or less) aged 15 years and over,Insécurité alimentaire,,45.5
2022,Provinces de l'Atlantique,,Very recent immigrants (5 years or less) aged 15 years and over,Insécurité alimentaire marginale,,
2022,Provinces de l'Atlantique,,Very recent immigrants (5 years or less) aged 15 years and over,Insécurité alimentaire modérée ou grave,,37.2
2022,Provinces de l'Atlantique,,Very recent immigrants (5 years or less) aged 15 years and over,Insécurité alimentaire modérée,,35.1
2022,Provinces de l'Atlantique,,Very recent immigrants (5 years or less) aged 15 years and over,Insécurité alimentaire grave,,
2022,Provinces de l'Atlantique,,Persons aged 15 years and over born in Canada,Sécurité alimentaire,,75.0
2022,Provinces de l'Atlantique,,Persons aged 15 years and over born in Canada,Insécurité alimentaire,,25.0
2022,Provinces de l'Atlantique,,Persons aged 15 years and over born in Canada,Insécurité alimentaire marginale,,5.8
2022,Provinces de l'Atlantique,,Persons aged 15 years and over born in Canada,Insécurité alimentaire modérée ou grave,,19.2
2022,Provinces de l'Atlantique,,Persons aged 15 years and over born in Canada,Insécurité alimentaire modérée,,11.5
2022,Provinces de l'Atlantique,,Persons aged 15 years and over born in Canada,Insécurité alimentaire grave,,7.7
2022,Terre-Neuve-et-Labrador,,Toutes les personnes,Sécurité alimentaire,10,74.0
2022,Terre-Neuve-et-Labrador,,Toutes les personnes,Insécurité alimentaire,10,26.0
2022,Terre-Neuve-et-Labrador,,Toutes les personnes,Insécurité alimentaire marginale,10,6.2
2022,Terre-Neuve-et-Labrador,,Toutes les personnes,Insécurité alimentaire modérée ou grave,10,19.7
2022,Terre-Neuve-et-Labrador,,Toutes les personnes,Insécurité alimentaire modérée,10,11.0
2022,Terre-Neuve-et-Labrador,,Toutes les personnes,Insécurité alimentaire grave,10,8.7
2022,Terre-Neuve-et-Labrador,,Personnes de moins de 18 ans,Sécurité alimentaire,10,69.1
2022,Terre-Neuve-et-Labrador,,Personnes de moins de 18 ans,Insécurité alimentaire,10,30.9
2022,Terre-Neuve-et-Labrador,,Personnes de moins de 18 ans,Insécurité alimentaire marginale,10,6.2
2022,Terre-Neuve-et-Labrador,,Personnes de moins de 18 ans,Insécurité alimentaire modérée ou grave,10,24.7
2022,Terre-Neuve-et-Labrador,,Personnes de moins de 18 ans,Insécurité alimentaire modérée,10,12.6
2022,Terre-Neuve-et-Labrador,,Personnes de moins de 18 ans,Insécurité alimentaire grave,10,12.1
2022,Terre-Neuve-et-Labrador,,Personnes de 18 à 64 ans,Sécurité alimentaire,10,69.9
2022,Terre-Neuve-et-Labrador,,Personnes de 18 à 64 ans,Insécurité alimentaire,10,30.1
2022,Terre-Neuve-et-Labrador,,Personnes de 18 à 64 ans,Insécurité alimentaire marginale,10,7.0
2022,Terre-Neuve-et-Labrador,,Personnes de 18 à 64 ans,Insécurité alimentaire modérée ou grave,10,23.1
2022,Terre-Neuve-et-Labrador,,Personnes de 18 à 64 ans,Insécurité alimentaire modérée,10,13.0
2022,Terre-Neuve-et-Labrador,,Personnes de 18 à 64 ans,Insécurité alimentaire grave,10,10.1
2022,Terre-Neuve-et-Labrador,,Persons 18 to 24 years,Sécurité alimentaire,10,69.4
2022,Terre-Neuve-et-Labrador,,Persons 18 to 24 years,Insécurité alimentaire,10,30.6
2022,Terre-Neuve-et-Labrador,,Persons 18 to 24 years,Insécurité alimentaire marginale,10,
2022,Terre-Neuve-et-Labrador,,Persons 18 to 24 years,Insécurité alimentaire modérée ou grave,10,24.0
2022,Terre-Neuve-et-Labrador,,Persons 18 to 24 years,Insécurité alimentaire modérée,10,15.3
2022,Terre-Neuve-et-Labrador,,Persons 18 to 24 years,Insécurité alimentaire grave,10,8.7
2022,Terre-Neuve-et-Labrador,,Persons 25 to 34 years,Sécurité alimentaire,10,65.9
2022,Terre-Neuve-et-Labrador,,Persons 25 to 34 years,Insécurité alimentaire,10,34.1
2022,Terre-Neuve-et-Labrador,,Persons 25 to 34 years,Insécurité alimentaire marginale,10,7.5
2022,Terre-Neuve-et-Labrador,,Persons 25 to 34 years,Insécurité alimentaire modérée ou grave,10,26.6
2022,Terre-Neuve-et-Labrador,,Persons 25 to 34 years,Insécurité alimentaire modérée,10,12.6
2022,Terre-Neuve-et-Labrador,,Persons 25 to 34 years,Insécurité alimentaire grave,10,14.0
2022,Terre-Neuve-et-Labrador,,Persons 35 to 44 years,Sécurité alimentaire,10,68.8
2022,Terre-Neuve-et-Labrador,,Persons 35 to 44 years,Insécurité alimentaire,10,31.2
2022,Terre-Neuve-et-Labrador,,Persons 35 to 44 years,Insécurité alimentaire marginale,10,7.0
2022,Terre-Neuve-et-Labrador,,Persons 35 to 44 years,Insécurité alimentaire modérée ou grave,10,24.3
2022,Terre-Neuve-et-Labrador,,Persons 35 to 44 years,Insécurité alimentaire modérée,10,13.2
2022,Terre-Neuve-et-Labrador,,Persons 35 to 44 years,Insécurité alimentaire grave,10,11.1
2022,Terre-Neuve-et-Labrador,,Persons 45 to 54 years,Sécurité alimentaire,10,71.1
2022,Terre-Neuve-et-Labrador,,Persons 45 to 54 years,Insécurité alimentaire,10,28.9
2022,Terre-Neuve-et-Labrador,,Persons 45 to 54 years,Insécurité alimentaire marginale,10,6.3
2022,Terre-Neuve-et-Labrador,,Persons 45 to 54 years,Insécurité alimentaire modérée ou grave,10,22.6
2022,Terre-Neuve-et-Labrador,,Persons 45 to 54 years,Insécurité alimentaire modérée,10,12.9
2022,Terre-Neuve-et-Labrador,,Persons 45 to 54 years,Insécurité alimentaire grave,10,9.7
2022,Terre-Neuve-et-Labrador,,Persons 55 to 64 years,Sécurité alimentaire,10,72.7
2022,Terre-Neuve-et-Labrador,,Persons 55 to 64 years,Insécurité alimentaire,10,27.3
2022,Terre-Neuve-et-Labrador,,Persons 55 to 64 years,Insécurité alimentaire marginale,10,7.4
2022,Terre-Neuve-et-Labrador,,Persons 55 to 64 years,Insécurité alimentaire modérée ou grave,10,19.9
2022,Terre-Neuve-et-Labrador,,Persons 55 to 64 years,Insécurité alimentaire modérée,10,12.3
2022,Terre-Neuve-et-Labrador,,Persons 55 to 64 years,Insécurité alimentaire grave,10,7.6
2022,Terre-Neuve-et-Labrador,,Personnes de 65 ans et plus,Sécurité alimentaire,10,87.8
2022,Terre-Neuve-et-Labrador,,Personnes de 65 ans et plus,Insécurité alimentaire,10,12.2
2022,Terre-Neuve-et-Labrador,,Personnes de 65 ans et plus,Insécurité alimentaire marginale,10,4.5
2022,Terre-Neuve-et-Labrador,,Personnes de 65 ans et plus,Insécurité alimentaire modérée ou grave,10,7.7
2022,Terre-Neuve-et-Labrador,,Personnes de 65 ans et plus,Insécurité alimentaire modérée,10,4.8
2022,Terre-Neuve-et-Labrador,,Personnes de 65 ans et plus,Insécurité alimentaire grave,10,2.9
2022,Terre-Neuve-et-Labrador,,Hommes,Sécurité alimentaire,10,73.5
2022,Terre-Neuve-et-Labrador,,Hommes,Insécurité alimentaire,10,26.5
2022,Terre-Neuve-et-Labrador,,Hommes,Insécurité alimentaire marginale,10,6.7
2022,Terre-Neuve-et-Labrador,,Hommes,Insécurité alimentaire modérée ou grave,10,19.8
2022,Terre-Neuve-et-Labrador,,Hommes,Insécurité alimentaire modérée,10,11.5
2022,Terre-Neuve-et-Labrador,,Hommes,Insécurité alimentaire grave,10,8.3
2022,Terre-Neuve-et-Labrador,,"Hommes, moins de 18 ans",Sécurité alimentaire,10,66.7
2022,Terre-Neuve-et-Labrador,,"Hommes, moins de 18 ans",Insécurité alimentaire,10,33.3
2022,Terre-Neuve-et-Labrador,,"Hommes, moins de 18 ans",Insécurité alimentaire marginale,10,8.7
2022,Terre-Neuve-et-Labrador,,"Hommes, moins de 18 ans",Insécurité alimentaire modérée ou grave,10,24.5
2022,Terre-Neuve-et-Labrador,,"Hommes, moins de 18 ans",Insécurité alimentaire modérée,10,12.6
