Year,Âge au décès,Sexe,Principales causes de décès,Value
2022,35 à 44 ans,Femmes,Accidents (blessures involontaires),21.6
2022,35 à 44 ans,Femmes,Lésions auto-infligées,8.0
2022,45 à 54 ans,Les deux sexes,Tumeurs malignes,70.6
2022,45 à 54 ans,Les deux sexes,Diabète sucré,7.0
2022,45 à 54 ans,Les deux sexes,Maladie d'Alzheimer,0.2
2022,45 à 54 ans,Les deux sexes,Maladies du coeur,35.6
2022,45 à 54 ans,Les deux sexes,Maladies cérébrovasculaires,6.5
2022,45 à 54 ans,Les deux sexes,Grippe et pneumopathie,3.0
2022,45 à 54 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,2.5
2022,45 à 54 ans,Les deux sexes,Maladie chronique et cirrhose du foie,12.6
2022,45 à 54 ans,Les deux sexes,Accidents (blessures involontaires),44.7
2022,45 à 54 ans,Les deux sexes,Lésions auto-infligées,14.4
2022,45 à 54 ans,Hommes,Tumeurs malignes,64.0
2022,45 à 54 ans,Hommes,Diabète sucré,9.9
2022,45 à 54 ans,Hommes,Maladie d'Alzheimer,0.1
2022,45 à 54 ans,Hommes,Maladies du coeur,54.1
2022,45 à 54 ans,Hommes,Maladies cérébrovasculaires,7.7
2022,45 à 54 ans,Hommes,Grippe et pneumopathie,3.4
2022,45 à 54 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,2.9
2022,45 à 54 ans,Hommes,Maladie chronique et cirrhose du foie,16.7
2022,45 à 54 ans,Hommes,Accidents (blessures involontaires),67.8
2022,45 à 54 ans,Hommes,Lésions auto-infligées,22.6
2022,45 à 54 ans,Femmes,Tumeurs malignes,77.1
2022,45 à 54 ans,Femmes,Diabète sucré,4.1
2022,45 à 54 ans,Femmes,Maladie d'Alzheimer,0.3
2022,45 à 54 ans,Femmes,Maladies du coeur,17.3
2022,45 à 54 ans,Femmes,Maladies cérébrovasculaires,5.3
2022,45 à 54 ans,Femmes,Grippe et pneumopathie,2.7
2022,45 à 54 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,2.1
2022,45 à 54 ans,Femmes,Maladie chronique et cirrhose du foie,8.6
2022,45 à 54 ans,Femmes,Accidents (blessures involontaires),21.9
2022,45 à 54 ans,Femmes,Lésions auto-infligées,6.3
2022,55 à 64 ans,Les deux sexes,Tumeurs malignes,228.9
2022,55 à 64 ans,Les deux sexes,Diabète sucré,17.1
2022,55 à 64 ans,Les deux sexes,Maladie d'Alzheimer,1.3
2022,55 à 64 ans,Les deux sexes,Maladies du coeur,104.4
2022,55 à 64 ans,Les deux sexes,Maladies cérébrovasculaires,17.3
2022,55 à 64 ans,Les deux sexes,Grippe et pneumopathie,7.2
2022,55 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,21.8
2022,55 à 64 ans,Les deux sexes,Maladie chronique et cirrhose du foie,23.8
2022,55 à 64 ans,Les deux sexes,Accidents (blessures involontaires),44.3
2022,55 à 64 ans,Les deux sexes,Lésions auto-infligées,14.6
2022,55 à 64 ans,Hommes,Tumeurs malignes,241.1
2022,55 à 64 ans,Hommes,Diabète sucré,22.7
2022,55 à 64 ans,Hommes,Maladie d'Alzheimer,1.2
2022,55 à 64 ans,Hommes,Maladies du coeur,157.0
2022,55 à 64 ans,Hommes,Maladies cérébrovasculaires,19.8
2022,55 à 64 ans,Hommes,Grippe et pneumopathie,9.2
2022,55 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,23.8
2022,55 à 64 ans,Hommes,Maladie chronique et cirrhose du foie,32.4
2022,55 à 64 ans,Hommes,Accidents (blessures involontaires),68.8
2022,55 à 64 ans,Hommes,Lésions auto-infligées,22.6
2022,55 à 64 ans,Femmes,Tumeurs malignes,217.0
2022,55 à 64 ans,Femmes,Diabète sucré,11.5
2022,55 à 64 ans,Femmes,Maladie d'Alzheimer,1.3
2022,55 à 64 ans,Femmes,Maladies du coeur,52.7
2022,55 à 64 ans,Femmes,Maladies cérébrovasculaires,14.9
2022,55 à 64 ans,Femmes,Grippe et pneumopathie,5.3
2022,55 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,19.9
2022,55 à 64 ans,Femmes,Maladie chronique et cirrhose du foie,15.4
2022,55 à 64 ans,Femmes,Accidents (blessures involontaires),20.3
2022,55 à 64 ans,Femmes,Lésions auto-infligées,6.7
2022,65 à 74 ans,Les deux sexes,Tumeurs malignes,557.5
2022,65 à 74 ans,Les deux sexes,Diabète sucré,39.1
2022,65 à 74 ans,Les deux sexes,Maladie d'Alzheimer,9.8
2022,65 à 74 ans,Les deux sexes,Maladies du coeur,255.1
2022,65 à 74 ans,Les deux sexes,Maladies cérébrovasculaires,50.4
2022,65 à 74 ans,Les deux sexes,Grippe et pneumopathie,18.9
2022,65 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,74.2
2022,65 à 74 ans,Les deux sexes,Maladie chronique et cirrhose du foie,31.6
2022,65 à 74 ans,Les deux sexes,Accidents (blessures involontaires),46.6
2022,65 à 74 ans,Les deux sexes,Lésions auto-infligées,10.7
2022,65 à 74 ans,Hommes,Tumeurs malignes,633.0
2022,65 à 74 ans,Hommes,Diabète sucré,51.1
2022,65 à 74 ans,Hommes,Maladie d'Alzheimer,10.1
2022,65 à 74 ans,Hommes,Maladies du coeur,362.7
2022,65 à 74 ans,Hommes,Maladies cérébrovasculaires,60.0
2022,65 à 74 ans,Hommes,Grippe et pneumopathie,24.3
2022,65 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,83.9
2022,65 à 74 ans,Hommes,Maladie chronique et cirrhose du foie,42.0
2022,65 à 74 ans,Hommes,Accidents (blessures involontaires),62.4
2022,65 à 74 ans,Hommes,Lésions auto-infligées,17.6
2022,65 à 74 ans,Femmes,Tumeurs malignes,487.1
2022,65 à 74 ans,Femmes,Diabète sucré,28.0
2022,65 à 74 ans,Femmes,Maladie d'Alzheimer,9.6
2022,65 à 74 ans,Femmes,Maladies du coeur,154.7
2022,65 à 74 ans,Femmes,Maladies cérébrovasculaires,41.5
2022,65 à 74 ans,Femmes,Grippe et pneumopathie,13.9
2022,65 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,65.1
2022,65 à 74 ans,Femmes,Maladie chronique et cirrhose du foie,21.9
2022,65 à 74 ans,Femmes,Accidents (blessures involontaires),31.9
2022,65 à 74 ans,Femmes,Lésions auto-infligées,4.3
2022,75 à 84 ans,Les deux sexes,Tumeurs malignes,1134.8
2022,75 à 84 ans,Les deux sexes,Diabète sucré,99.1
2022,75 à 84 ans,Les deux sexes,Maladie d'Alzheimer,63.2
2022,75 à 84 ans,Les deux sexes,Maladies du coeur,666.1
2022,75 à 84 ans,Les deux sexes,Maladies cérébrovasculaires,181.8
2022,75 à 84 ans,Les deux sexes,Grippe et pneumopathie,65.6
2022,75 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,194.7
2022,75 à 84 ans,Les deux sexes,Maladie chronique et cirrhose du foie,37.0
2022,75 à 84 ans,Les deux sexes,Accidents (blessures involontaires),133.1
2022,75 à 84 ans,Les deux sexes,Lésions auto-infligées,10.5
2022,75 à 84 ans,Hommes,Tumeurs malignes,1355.3
2022,75 à 84 ans,Hommes,Diabète sucré,125.3
2022,75 à 84 ans,Hommes,Maladie d'Alzheimer,54.0
2022,75 à 84 ans,Hommes,Maladies du coeur,858.0
2022,75 à 84 ans,Hommes,Maladies cérébrovasculaires,190.2
2022,75 à 84 ans,Hommes,Grippe et pneumopathie,75.2
2022,75 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,212.8
2022,75 à 84 ans,Hommes,Maladie chronique et cirrhose du foie,46.4
2022,75 à 84 ans,Hommes,Accidents (blessures involontaires),154.9
2022,75 à 84 ans,Hommes,Lésions auto-infligées,17.4
2022,75 à 84 ans,Femmes,Tumeurs malignes,946.8
2022,75 à 84 ans,Femmes,Diabète sucré,76.7
2022,75 à 84 ans,Femmes,Maladie d'Alzheimer,71.0
2022,75 à 84 ans,Femmes,Maladies du coeur,502.3
2022,75 à 84 ans,Femmes,Maladies cérébrovasculaires,174.6
2022,75 à 84 ans,Femmes,Grippe et pneumopathie,57.4
2022,75 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,179.2
2022,75 à 84 ans,Femmes,Maladie chronique et cirrhose du foie,28.9
2022,75 à 84 ans,Femmes,Accidents (blessures involontaires),114.6
2022,75 à 84 ans,Femmes,Lésions auto-infligées,4.7
2022,85 ans et plus,Les deux sexes,Tumeurs malignes,2060.3
2022,85 ans et plus,Les deux sexes,Diabète sucré,281.0
2022,85 ans et plus,Les deux sexes,Maladie d'Alzheimer,413.9
2022,85 ans et plus,Les deux sexes,Maladies du coeur,2929.5
2022,85 ans et plus,Les deux sexes,Maladies cérébrovasculaires,754.0
2022,85 ans et plus,Les deux sexes,Grippe et pneumopathie,369.2
2022,85 ans et plus,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,444.6
2022,85 ans et plus,Les deux sexes,Maladie chronique et cirrhose du foie,34.9
2022,85 ans et plus,Les deux sexes,Accidents (blessures involontaires),691.8
2022,85 ans et plus,Les deux sexes,Lésions auto-infligées,9.2
2022,85 ans et plus,Hommes,Tumeurs malignes,2756.1
2022,85 ans et plus,Hommes,Diabète sucré,339.8
2022,85 ans et plus,Hommes,Maladie d'Alzheimer,308.2
2022,85 ans et plus,Hommes,Maladies du coeur,3343.3
2022,85 ans et plus,Hommes,Maladies cérébrovasculaires,736.9
2022,85 ans et plus,Hommes,Grippe et pneumopathie,448.9
2022,85 ans et plus,Hommes,Maladies chroniques des voies respiratoires inférieures,541.0
2022,85 ans et plus,Hommes,Maladie chronique et cirrhose du foie,52.4
2022,85 ans et plus,Hommes,Accidents (blessures involontaires),707.2
2022,85 ans et plus,Hommes,Lésions auto-infligées,21.4
2022,85 ans et plus,Femmes,Tumeurs malignes,1654.7
2022,85 ans et plus,Femmes,Diabète sucré,246.7
2022,85 ans et plus,Femmes,Maladie d'Alzheimer,475.6
2022,85 ans et plus,Femmes,Maladies du coeur,2688.2
2022,85 ans et plus,Femmes,Maladies cérébrovasculaires,763.9
2022,85 ans et plus,Femmes,Grippe et pneumopathie,322.7
2022,85 ans et plus,Femmes,Maladies chroniques des voies respiratoires inférieures,388.4
2022,85 ans et plus,Femmes,Maladie chronique et cirrhose du foie,24.8
2022,85 ans et plus,Femmes,Accidents (blessures involontaires),682.9
2022,85 ans et plus,Femmes,Lésions auto-infligées,2.2
2023,Tous les âges,Les deux sexes,Tumeurs malignes,211.9
2023,Tous les âges,Les deux sexes,Diabète sucré,18.2
2023,Tous les âges,Les deux sexes,Maladie d'Alzheimer,13.1
2023,Tous les âges,Les deux sexes,Maladies du coeur,145.1
2023,Tous les âges,Les deux sexes,Maladies cérébrovasculaires,34.6
2023,Tous les âges,Les deux sexes,Grippe et pneumopathie,15.9
2023,Tous les âges,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,32.5
2023,Tous les âges,Les deux sexes,Maladie chronique et cirrhose du foie,11.0
2023,Tous les âges,Les deux sexes,Accidents (blessures involontaires),51.7
2023,Tous les âges,Les deux sexes,Lésions auto-infligées,9.6
2023,Tous les âges,Hommes,Tumeurs malignes,223.6
2023,Tous les âges,Hommes,Diabète sucré,20.5
2023,Tous les âges,Hommes,Maladie d'Alzheimer,8.9
2023,Tous les âges,Hommes,Maladies du coeur,159.8
2023,Tous les âges,Hommes,Maladies cérébrovasculaires,32.0
2023,Tous les âges,Hommes,Grippe et pneumopathie,15.8
2023,Tous les âges,Hommes,Maladies chroniques des voies respiratoires inférieures,32.5
2023,Tous les âges,Hommes,Maladie chronique et cirrhose du foie,13.7
2023,Tous les âges,Hommes,Accidents (blessures involontaires),61.5
2023,Tous les âges,Hommes,Lésions auto-infligées,14.4
2023,Tous les âges,Femmes,Tumeurs malignes,200.2
2023,Tous les âges,Femmes,Diabète sucré,16.0
2023,Tous les âges,Femmes,Maladie d'Alzheimer,17.3
2023,Tous les âges,Femmes,Maladies du coeur,130.4
2023,Tous les âges,Femmes,Maladies cérébrovasculaires,37.2
2023,Tous les âges,Femmes,Grippe et pneumopathie,16.1
2023,Tous les âges,Femmes,Maladies chroniques des voies respiratoires inférieures,32.5
2023,Tous les âges,Femmes,Maladie chronique et cirrhose du foie,8.2
2023,Tous les âges,Femmes,Accidents (blessures involontaires),41.9
2023,Tous les âges,Femmes,Lésions auto-infligées,4.8
2023,1 à 14 ans,Les deux sexes,Tumeurs malignes,2.0
2023,1 à 14 ans,Les deux sexes,Diabète sucré,0.1
2023,1 à 14 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2023,1 à 14 ans,Les deux sexes,Maladies du coeur,0.3
2023,1 à 14 ans,Les deux sexes,Maladies cérébrovasculaires,0.1
2023,1 à 14 ans,Les deux sexes,Grippe et pneumopathie,0.4
2023,1 à 14 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.1
2023,1 à 14 ans,Les deux sexes,Maladie chronique et cirrhose du foie,0.0
2023,1 à 14 ans,Les deux sexes,Accidents (blessures involontaires),2.6
2023,1 à 14 ans,Les deux sexes,Lésions auto-infligées,1.0
2023,1 à 14 ans,Hommes,Tumeurs malignes,2.2
2023,1 à 14 ans,Hommes,Diabète sucré,0.1
2023,1 à 14 ans,Hommes,Maladie d'Alzheimer,0.0
2023,1 à 14 ans,Hommes,Maladies du coeur,0.4
2023,1 à 14 ans,Hommes,Maladies cérébrovasculaires,0.1
2023,1 à 14 ans,Hommes,Grippe et pneumopathie,0.4
2023,1 à 14 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.1
2023,1 à 14 ans,Hommes,Maladie chronique et cirrhose du foie,0.0
2023,1 à 14 ans,Hommes,Accidents (blessures involontaires),2.9
2023,1 à 14 ans,Hommes,Lésions auto-infligées,1.5
2023,1 à 14 ans,Femmes,Tumeurs malignes,1.9
2023,1 à 14 ans,Femmes,Diabète sucré,0.2
2023,1 à 14 ans,Femmes,Maladie d'Alzheimer,0.0
2023,1 à 14 ans,Femmes,Maladies du coeur,0.2
2023,1 à 14 ans,Femmes,Maladies cérébrovasculaires,0.2
2023,1 à 14 ans,Femmes,Grippe et pneumopathie,0.3
2023,1 à 14 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2023,1 à 14 ans,Femmes,Maladie chronique et cirrhose du foie,0.0
2023,1 à 14 ans,Femmes,Accidents (blessures involontaires),2.1
2023,1 à 14 ans,Femmes,Lésions auto-infligées,1.2
2023,15 à 24 ans,Les deux sexes,Tumeurs malignes,2.6
2023,15 à 24 ans,Les deux sexes,Diabète sucré,0.4
2023,15 à 24 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2023,15 à 24 ans,Les deux sexes,Maladies du coeur,0.8
2023,15 à 24 ans,Les deux sexes,Maladies cérébrovasculaires,0.3
2023,15 à 24 ans,Les deux sexes,Grippe et pneumopathie,0.2
2023,15 à 24 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.1
2023,15 à 24 ans,Les deux sexes,Maladie chronique et cirrhose du foie,0.1
2023,15 à 24 ans,Les deux sexes,Accidents (blessures involontaires),16.2
2023,15 à 24 ans,Les deux sexes,Lésions auto-infligées,8.5
2023,15 à 24 ans,Hommes,Tumeurs malignes,3.0
2023,15 à 24 ans,Hommes,Diabète sucré,0.4
2023,15 à 24 ans,Hommes,Maladie d'Alzheimer,0.0
2023,15 à 24 ans,Hommes,Maladies du coeur,0.9
2023,15 à 24 ans,Hommes,Maladies cérébrovasculaires,0.3
2023,15 à 24 ans,Hommes,Grippe et pneumopathie,0.2
2023,15 à 24 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.2
2023,15 à 24 ans,Hommes,Maladie chronique et cirrhose du foie,0.1
2023,15 à 24 ans,Hommes,Accidents (blessures involontaires),21.4
2023,15 à 24 ans,Hommes,Lésions auto-infligées,11.2
2023,15 à 24 ans,Femmes,Tumeurs malignes,2.1
2023,15 à 24 ans,Femmes,Diabète sucré,0.3
2023,15 à 24 ans,Femmes,Maladie d'Alzheimer,0.0
2023,15 à 24 ans,Femmes,Maladies du coeur,0.6
2023,15 à 24 ans,Femmes,Maladies cérébrovasculaires,0.3
2023,15 à 24 ans,Femmes,Grippe et pneumopathie,0.1
2023,15 à 24 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.1
2023,15 à 24 ans,Femmes,Maladie chronique et cirrhose du foie,0.2
2023,15 à 24 ans,Femmes,Accidents (blessures involontaires),10.8
2023,15 à 24 ans,Femmes,Lésions auto-infligées,5.6
2023,25 à 34 ans,Les deux sexes,Tumeurs malignes,6.5
2023,25 à 34 ans,Les deux sexes,Diabète sucré,0.9
2023,25 à 34 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2023,25 à 34 ans,Les deux sexes,Maladies du coeur,2.8
2023,25 à 34 ans,Les deux sexes,Maladies cérébrovasculaires,0.5
2023,25 à 34 ans,Les deux sexes,Grippe et pneumopathie,0.8
2023,25 à 34 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.2
2023,25 à 34 ans,Les deux sexes,Maladie chronique et cirrhose du foie,1.8
2023,25 à 34 ans,Les deux sexes,Accidents (blessures involontaires),36.0
2023,25 à 34 ans,Les deux sexes,Lésions auto-infligées,11.1
2023,25 à 34 ans,Hommes,Tumeurs malignes,6.0
2023,25 à 34 ans,Hommes,Diabète sucré,1.0
2023,25 à 34 ans,Hommes,Maladie d'Alzheimer,0.0
2023,25 à 34 ans,Hommes,Maladies du coeur,3.4
2023,25 à 34 ans,Hommes,Maladies cérébrovasculaires,0.6
2023,25 à 34 ans,Hommes,Grippe et pneumopathie,1.0
2023,25 à 34 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.2
2023,25 à 34 ans,Hommes,Maladie chronique et cirrhose du foie,2.2
2023,25 à 34 ans,Hommes,Accidents (blessures involontaires),49.1
2023,25 à 34 ans,Hommes,Lésions auto-infligées,15.7
2023,25 à 34 ans,Femmes,Tumeurs malignes,7.1
2023,25 à 34 ans,Femmes,Diabète sucré,0.8
2023,25 à 34 ans,Femmes,Maladie d'Alzheimer,0.0
2023,25 à 34 ans,Femmes,Maladies du coeur,2.2
2023,25 à 34 ans,Femmes,Maladies cérébrovasculaires,0.3
2023,25 à 34 ans,Femmes,Grippe et pneumopathie,0.5
2023,25 à 34 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2023,25 à 34 ans,Femmes,Maladie chronique et cirrhose du foie,1.4
2023,25 à 34 ans,Femmes,Accidents (blessures involontaires),21.9
2023,25 à 34 ans,Femmes,Lésions auto-infligées,6.2
2023,35 à 44 ans,Les deux sexes,Tumeurs malignes,20.8
2023,35 à 44 ans,Les deux sexes,Diabète sucré,2.4
2023,35 à 44 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2023,35 à 44 ans,Les deux sexes,Maladies du coeur,9.7
2023,35 à 44 ans,Les deux sexes,Maladies cérébrovasculaires,2.1
2023,35 à 44 ans,Les deux sexes,Grippe et pneumopathie,1.7
2023,35 à 44 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.4
2023,35 à 44 ans,Les deux sexes,Maladie chronique et cirrhose du foie,4.5
2023,35 à 44 ans,Les deux sexes,Accidents (blessures involontaires),43.8
2023,35 à 44 ans,Les deux sexes,Lésions auto-infligées,12.6
2023,35 à 44 ans,Hommes,Tumeurs malignes,19.0
2023,35 à 44 ans,Hommes,Diabète sucré,3.0
2023,35 à 44 ans,Hommes,Maladie d'Alzheimer,0.0
2023,35 à 44 ans,Hommes,Maladies du coeur,13.9
2023,35 à 44 ans,Hommes,Maladies cérébrovasculaires,2.3
2023,35 à 44 ans,Hommes,Grippe et pneumopathie,1.8
2023,35 à 44 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.5
2023,35 à 44 ans,Hommes,Maladie chronique et cirrhose du foie,5.3
2023,35 à 44 ans,Hommes,Accidents (blessures involontaires),64.1
2023,35 à 44 ans,Hommes,Lésions auto-infligées,19.1
2023,35 à 44 ans,Femmes,Tumeurs malignes,22.7
2023,35 à 44 ans,Femmes,Diabète sucré,1.7
2023,35 à 44 ans,Femmes,Maladie d'Alzheimer,0.1
2023,35 à 44 ans,Femmes,Maladies du coeur,5.5
2023,35 à 44 ans,Femmes,Maladies cérébrovasculaires,1.9
2023,35 à 44 ans,Femmes,Grippe et pneumopathie,1.7
2023,35 à 44 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.3
2023,35 à 44 ans,Femmes,Maladie chronique et cirrhose du foie,3.6
2023,35 à 44 ans,Femmes,Accidents (blessures involontaires),23.1
2023,35 à 44 ans,Femmes,Lésions auto-infligées,6.0
2023,45 à 54 ans,Les deux sexes,Tumeurs malignes,69.2
2023,45 à 54 ans,Les deux sexes,Diabète sucré,6.9
2023,45 à 54 ans,Les deux sexes,Maladie d'Alzheimer,0.1
2023,45 à 54 ans,Les deux sexes,Maladies du coeur,32.7
2023,45 à 54 ans,Les deux sexes,Maladies cérébrovasculaires,5.9
2023,45 à 54 ans,Les deux sexes,Grippe et pneumopathie,2.9
2023,45 à 54 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,2.4
2023,45 à 54 ans,Les deux sexes,Maladie chronique et cirrhose du foie,10.4
2023,45 à 54 ans,Les deux sexes,Accidents (blessures involontaires),44.1
2023,45 à 54 ans,Les deux sexes,Lésions auto-infligées,13.8
2023,45 à 54 ans,Hommes,Tumeurs malignes,63.6
2023,45 à 54 ans,Hommes,Diabète sucré,9.5
2023,45 à 54 ans,Hommes,Maladie d'Alzheimer,0.1
2023,45 à 54 ans,Hommes,Maladies du coeur,49.7
2023,45 à 54 ans,Hommes,Maladies cérébrovasculaires,6.8
2023,45 à 54 ans,Hommes,Grippe et pneumopathie,3.7
2023,45 à 54 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,3.0
2023,45 à 54 ans,Hommes,Maladie chronique et cirrhose du foie,13.4
2023,45 à 54 ans,Hommes,Accidents (blessures involontaires),65.6
2023,45 à 54 ans,Hommes,Lésions auto-infligées,21.5
2023,45 à 54 ans,Femmes,Tumeurs malignes,74.7
2023,45 à 54 ans,Femmes,Diabète sucré,4.3
2023,45 à 54 ans,Femmes,Maladie d'Alzheimer,0.2
2023,45 à 54 ans,Femmes,Maladies du coeur,15.8
2023,45 à 54 ans,Femmes,Maladies cérébrovasculaires,5.0
2023,45 à 54 ans,Femmes,Grippe et pneumopathie,2.2
2023,45 à 54 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,1.7
2023,45 à 54 ans,Femmes,Maladie chronique et cirrhose du foie,7.3
2023,45 à 54 ans,Femmes,Accidents (blessures involontaires),22.8
2023,45 à 54 ans,Femmes,Lésions auto-infligées,6.2
2023,55 à 64 ans,Les deux sexes,Tumeurs malignes,224.6
2023,55 à 64 ans,Les deux sexes,Diabète sucré,16.9
2023,55 à 64 ans,Les deux sexes,Maladie d'Alzheimer,1.3
2023,55 à 64 ans,Les deux sexes,Maladies du coeur,98.7
2023,55 à 64 ans,Les deux sexes,Maladies cérébrovasculaires,17.1
2023,55 à 64 ans,Les deux sexes,Grippe et pneumopathie,8.1
2023,55 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,21.2
2023,55 à 64 ans,Les deux sexes,Maladie chronique et cirrhose du foie,20.9
2023,55 à 64 ans,Les deux sexes,Accidents (blessures involontaires),41.2
2023,55 à 64 ans,Les deux sexes,Lésions auto-infligées,13.9
2023,55 à 64 ans,Hommes,Tumeurs malignes,239.1
2023,55 à 64 ans,Hommes,Diabète sucré,22.3
2023,55 à 64 ans,Hommes,Maladie d'Alzheimer,0.9
2023,55 à 64 ans,Hommes,Maladies du coeur,147.5
2023,55 à 64 ans,Hommes,Maladies cérébrovasculaires,20.8
2023,55 à 64 ans,Hommes,Grippe et pneumopathie,9.7
2023,55 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,23.9
2023,55 à 64 ans,Hommes,Maladie chronique et cirrhose du foie,27.1
2023,55 à 64 ans,Hommes,Accidents (blessures involontaires),63.6
2023,55 à 64 ans,Hommes,Lésions auto-infligées,21.5
2023,55 à 64 ans,Femmes,Tumeurs malignes,210.5
2023,55 à 64 ans,Femmes,Diabète sucré,11.6
2023,55 à 64 ans,Femmes,Maladie d'Alzheimer,1.7
2023,55 à 64 ans,Femmes,Maladies du coeur,51.0
2023,55 à 64 ans,Femmes,Maladies cérébrovasculaires,13.5
2023,55 à 64 ans,Femmes,Grippe et pneumopathie,6.6
2023,55 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,18.6
2023,55 à 64 ans,Femmes,Maladie chronique et cirrhose du foie,14.9
2023,55 à 64 ans,Femmes,Accidents (blessures involontaires),19.3
2023,55 à 64 ans,Femmes,Lésions auto-infligées,6.5
2023,65 à 74 ans,Les deux sexes,Tumeurs malignes,542.4
2023,65 à 74 ans,Les deux sexes,Diabète sucré,37.1
2023,65 à 74 ans,Les deux sexes,Maladie d'Alzheimer,8.7
2023,65 à 74 ans,Les deux sexes,Maladies du coeur,239.8
2023,65 à 74 ans,Les deux sexes,Maladies cérébrovasculaires,48.9
2023,65 à 74 ans,Les deux sexes,Grippe et pneumopathie,18.1
2023,65 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,75.0
2023,65 à 74 ans,Les deux sexes,Maladie chronique et cirrhose du foie,30.6
2023,65 à 74 ans,Les deux sexes,Accidents (blessures involontaires),43.6
2023,65 à 74 ans,Les deux sexes,Lésions auto-infligées,9.0
2023,65 à 74 ans,Hommes,Tumeurs malignes,617.6
2023,65 à 74 ans,Hommes,Diabète sucré,47.5
2023,65 à 74 ans,Hommes,Maladie d'Alzheimer,7.5
2023,65 à 74 ans,Hommes,Maladies du coeur,338.5
2023,65 à 74 ans,Hommes,Maladies cérébrovasculaires,58.5
2023,65 à 74 ans,Hommes,Grippe et pneumopathie,20.9
2023,65 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,84.2
2023,65 à 74 ans,Hommes,Maladie chronique et cirrhose du foie,39.5
2023,65 à 74 ans,Hommes,Accidents (blessures involontaires),61.1
2023,65 à 74 ans,Hommes,Lésions auto-infligées,14.6
2023,65 à 74 ans,Femmes,Tumeurs malignes,472.4
2023,65 à 74 ans,Femmes,Diabète sucré,27.3
2023,65 à 74 ans,Femmes,Maladie d'Alzheimer,9.8
2023,65 à 74 ans,Femmes,Maladies du coeur,147.9
2023,65 à 74 ans,Femmes,Maladies cérébrovasculaires,40.0
2023,65 à 74 ans,Femmes,Grippe et pneumopathie,15.4
2023,65 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,66.5
2023,65 à 74 ans,Femmes,Maladie chronique et cirrhose du foie,22.4
2023,65 à 74 ans,Femmes,Accidents (blessures involontaires),27.2
2023,65 à 74 ans,Femmes,Lésions auto-infligées,3.8
2023,75 à 84 ans,Les deux sexes,Tumeurs malignes,1114.7
2023,75 à 84 ans,Les deux sexes,Diabète sucré,89.1
2023,75 à 84 ans,Les deux sexes,Maladie d'Alzheimer,57.7
2023,75 à 84 ans,Les deux sexes,Maladies du coeur,628.4
2023,75 à 84 ans,Les deux sexes,Maladies cérébrovasculaires,172.6
2023,75 à 84 ans,Les deux sexes,Grippe et pneumopathie,65.4
2023,75 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,190.1
2023,75 à 84 ans,Les deux sexes,Maladie chronique et cirrhose du foie,33.5
2023,75 à 84 ans,Les deux sexes,Accidents (blessures involontaires),126.4
2023,75 à 84 ans,Les deux sexes,Lésions auto-infligées,7.4
2023,75 à 84 ans,Hommes,Tumeurs malignes,1320.0
