Year,Geography,Age group,Sex,Economic family type,GeoCode,Value
2023,"Québec, Quebec",65 years and over,Both sexes,Seniors not in an economic family,,5.3
2023,"Québec, Quebec",65 years and over,Female,Seniors not in an economic family,,5.4
2023,"Québec, Quebec",,Both sexes,Non-seniors not in an economic family,,22.9
2023,"Québec, Quebec",,Male,Non-seniors not in an economic family,,22.5
2023,"Québec, Quebec",,Female,Non-seniors not in an economic family,,23.4
2015,Saskatchewan,Total,Both sexes,Total,47,12.2
2015,Saskatchewan,Under 18 years,Both sexes,Total,47,16.7
2015,Saskatchewan,18 to 64 years,Both sexes,Total,47,12.0
2015,Saskatchewan,65 years and over,Both sexes,Total,47,6.1
2015,Saskatchewan,Total,Male,Total,47,10.8
2015,Saskatchewan,Under 18 years,Male,Total,47,15.5
2015,Saskatchewan,18 to 64 years,Male,Total,47,10.5
2015,Saskatchewan,65 years and over,Male,Total,47,4.3
2015,Saskatchewan,Total,Female,Total,47,13.7
2015,Saskatchewan,Under 18 years,Female,Total,47,18.0
2015,Saskatchewan,18 to 64 years,Female,Total,47,13.7
2015,Saskatchewan,65 years and over,Female,Total,47,7.6
2015,Saskatchewan,Total,Both sexes,Persons in economic families,47,9.6
2015,Saskatchewan,Total,Male,Persons in economic families,47,8.5
2015,Saskatchewan,Total,Female,Persons in economic families,47,10.7
2015,Saskatchewan,Under 18 years,Both sexes,Persons in economic families,47,16.6
2015,Saskatchewan,Under 18 years,Both sexes,Persons in couple families with children,47,11.9
2015,Saskatchewan,Under 18 years,Both sexes,Persons in female lone-parent families,47,41.3
2015,Saskatchewan,18 to 64 years,Both sexes,Persons in economic families,47,8.2
2015,Saskatchewan,18 to 64 years,Male,Persons in economic families,47,7.1
2015,Saskatchewan,18 to 64 years,Female,Persons in economic families,47,9.4
2015,Saskatchewan,Total,Both sexes,Persons not in an economic family,47,26.3
2015,Saskatchewan,Total,Male,Persons not in an economic family,47,23.0
2015,Saskatchewan,Total,Female,Persons not in an economic family,47,29.9
2015,Saskatchewan,65 years and over,Both sexes,Seniors not in an economic family,47,16.7
2015,Saskatchewan,65 years and over,Male,Seniors not in an economic family,47,15.9
2015,Saskatchewan,65 years and over,Female,Seniors not in an economic family,47,17.1
2015,Saskatchewan,,Both sexes,Non-seniors not in an economic family,47,30.0
2015,Saskatchewan,,Male,Non-seniors not in an economic family,47,24.5
2015,Saskatchewan,,Female,Non-seniors not in an economic family,47,37.8
2016,Saskatchewan,Total,Both sexes,Total,47,11.1
2016,Saskatchewan,Under 18 years,Both sexes,Total,47,12.5
2016,Saskatchewan,18 to 64 years,Both sexes,Total,47,11.6
2016,Saskatchewan,65 years and over,Both sexes,Total,47,6.9
2016,Saskatchewan,Total,Male,Total,47,10.3
2016,Saskatchewan,Under 18 years,Male,Total,47,11.7
2016,Saskatchewan,18 to 64 years,Male,Total,47,10.7
2016,Saskatchewan,65 years and over,Male,Total,47,6.2
2016,Saskatchewan,Total,Female,Total,47,11.9
2016,Saskatchewan,Under 18 years,Female,Total,47,13.3
2016,Saskatchewan,18 to 64 years,Female,Total,47,12.5
2016,Saskatchewan,65 years and over,Female,Total,47,7.5
2016,Saskatchewan,Total,Both sexes,Persons in economic families,47,8.3
2016,Saskatchewan,Total,Male,Persons in economic families,47,7.8
2016,Saskatchewan,Total,Female,Persons in economic families,47,8.9
2016,Saskatchewan,Under 18 years,Both sexes,Persons in economic families,47,12.1
2016,Saskatchewan,Under 18 years,Both sexes,Persons in couple families with children,47,8.1
2016,Saskatchewan,Under 18 years,Both sexes,Persons in female lone-parent families,47,53.6
2016,Saskatchewan,18 to 64 years,Both sexes,Persons in economic families,47,7.7
2016,Saskatchewan,18 to 64 years,Male,Persons in economic families,47,7.2
2016,Saskatchewan,18 to 64 years,Female,Persons in economic families,47,8.3
2016,Saskatchewan,Total,Both sexes,Persons not in an economic family,47,26.2
2016,Saskatchewan,Total,Male,Persons not in an economic family,47,24.0
2016,Saskatchewan,Total,Female,Persons not in an economic family,47,28.5
2016,Saskatchewan,65 years and over,Both sexes,Seniors not in an economic family,47,15.0
2016,Saskatchewan,65 years and over,Male,Seniors not in an economic family,47,16.1
2016,Saskatchewan,65 years and over,Female,Seniors not in an economic family,47,14.4
2016,Saskatchewan,,Both sexes,Non-seniors not in an economic family,47,31.3
2016,Saskatchewan,,Male,Non-seniors not in an economic family,47,26.3
2016,Saskatchewan,,Female,Non-seniors not in an economic family,47,38.1
2017,Saskatchewan,Total,Both sexes,Total,47,11.9
2017,Saskatchewan,Under 18 years,Both sexes,Total,47,14.4
2017,Saskatchewan,18 to 64 years,Both sexes,Total,47,12.5
2017,Saskatchewan,65 years and over,Both sexes,Total,47,5.5
2017,Saskatchewan,Total,Male,Total,47,11.6
2017,Saskatchewan,Under 18 years,Male,Total,47,14.3
2017,Saskatchewan,18 to 64 years,Male,Total,47,12.1
2017,Saskatchewan,65 years and over,Male,Total,47,4.8
2017,Saskatchewan,Total,Female,Total,47,12.2
2017,Saskatchewan,Under 18 years,Female,Total,47,14.5
2017,Saskatchewan,18 to 64 years,Female,Total,47,13.0
2017,Saskatchewan,65 years and over,Female,Total,47,6.2
2017,Saskatchewan,Total,Both sexes,Persons in economic families,47,9.2
2017,Saskatchewan,Total,Male,Persons in economic families,47,8.5
2017,Saskatchewan,Total,Female,Persons in economic families,47,9.9
2017,Saskatchewan,65 years and over,Both sexes,Seniors in economic families,47,2.6
2017,Saskatchewan,65 years and over,Male,Seniors in economic families,47,2.8
2017,Saskatchewan,Under 18 years,Both sexes,Persons in economic families,47,14.3
2017,Saskatchewan,Under 18 years,Both sexes,Persons in couple families with children,47,8.9
2017,Saskatchewan,Under 18 years,Both sexes,Persons in female lone-parent families,47,51.7
2017,Saskatchewan,Under 18 years,Both sexes,Persons in all other economic families,47,22.0
2017,Saskatchewan,18 to 64 years,Both sexes,Persons in economic families,47,8.2
2017,Saskatchewan,18 to 64 years,Male,Persons in economic families,47,7.1
2017,Saskatchewan,18 to 64 years,Female,Persons in economic families,47,9.3
2017,Saskatchewan,Total,Both sexes,Persons not in an economic family,47,26.8
2017,Saskatchewan,Total,Male,Persons not in an economic family,47,28.6
2017,Saskatchewan,Total,Female,Persons not in an economic family,47,25.0
2017,Saskatchewan,65 years and over,Both sexes,Seniors not in an economic family,47,11.8
2017,Saskatchewan,65 years and over,Male,Seniors not in an economic family,47,12.3
2017,Saskatchewan,65 years and over,Female,Seniors not in an economic family,47,11.6
2017,Saskatchewan,,Both sexes,Non-seniors not in an economic family,47,33.5
2017,Saskatchewan,,Male,Non-seniors not in an economic family,47,32.4
2017,Saskatchewan,,Female,Non-seniors not in an economic family,47,35.1
2018,Saskatchewan,Total,Both sexes,Total,47,10.8
2018,Saskatchewan,Under 18 years,Both sexes,Total,47,11.5
2018,Saskatchewan,18 to 64 years,Both sexes,Total,47,12.1
2018,Saskatchewan,65 years and over,Both sexes,Total,47,4.6
2018,Saskatchewan,Total,Male,Total,47,10.4
2018,Saskatchewan,Under 18 years,Male,Total,47,10.5
2018,Saskatchewan,18 to 64 years,Male,Total,47,12.1
2018,Saskatchewan,65 years and over,Male,Total,47,3.1
2018,Saskatchewan,Total,Female,Total,47,11.2
2018,Saskatchewan,Under 18 years,Female,Total,47,12.5
2018,Saskatchewan,18 to 64 years,Female,Total,47,12.1
2018,Saskatchewan,65 years and over,Female,Total,47,6.0
2018,Saskatchewan,Total,Both sexes,Persons in economic families,47,8.0
2018,Saskatchewan,Total,Male,Persons in economic families,47,7.1
2018,Saskatchewan,Total,Female,Persons in economic families,47,8.8
2018,Saskatchewan,65 years and over,Both sexes,Seniors in economic families,47,2.7
2018,Saskatchewan,65 years and over,Female,Seniors in economic families,47,3.1
2018,Saskatchewan,Under 18 years,Both sexes,Persons in economic families,47,11.4
2018,Saskatchewan,Under 18 years,Both sexes,Persons in couple families with children,47,8.1
2018,Saskatchewan,Under 18 years,Both sexes,Persons in female lone-parent families,47,43.2
2018,Saskatchewan,18 to 64 years,Both sexes,Persons in economic families,47,7.5
2018,Saskatchewan,18 to 64 years,Male,Persons in economic families,47,6.6
2018,Saskatchewan,18 to 64 years,Female,Persons in economic families,47,8.3
2018,Saskatchewan,Total,Both sexes,Persons not in an economic family,47,26.2
2018,Saskatchewan,Total,Male,Persons not in an economic family,47,27.7
2018,Saskatchewan,Total,Female,Persons not in an economic family,47,24.5
2018,Saskatchewan,65 years and over,Both sexes,Seniors not in an economic family,47,8.7
2018,Saskatchewan,65 years and over,Female,Seniors not in an economic family,47,10.4
2018,Saskatchewan,,Both sexes,Non-seniors not in an economic family,47,34.4
2018,Saskatchewan,,Male,Non-seniors not in an economic family,47,33.6
2018,Saskatchewan,,Female,Non-seniors not in an economic family,47,35.6
2019,Saskatchewan,Total,Both sexes,Total,47,11.9
2019,Saskatchewan,Under 18 years,Both sexes,Total,47,12.7
2019,Saskatchewan,18 to 64 years,Both sexes,Total,47,13.2
2019,Saskatchewan,65 years and over,Both sexes,Total,47,5.9
2019,Saskatchewan,Total,Male,Total,47,12.4
2019,Saskatchewan,Under 18 years,Male,Total,47,13.3
2019,Saskatchewan,18 to 64 years,Male,Total,47,13.5
2019,Saskatchewan,65 years and over,Male,Total,47,6.3
2019,Saskatchewan,Total,Female,Total,47,11.4
2019,Saskatchewan,Under 18 years,Female,Total,47,12.0
2019,Saskatchewan,18 to 64 years,Female,Total,47,12.8
2019,Saskatchewan,65 years and over,Female,Total,47,5.6
2019,Saskatchewan,Total,Both sexes,Persons in economic families,47,8.7
2019,Saskatchewan,Total,Male,Persons in economic families,47,9.0
2019,Saskatchewan,Total,Female,Persons in economic families,47,8.4
2019,Saskatchewan,65 years and over,Both sexes,Seniors in economic families,47,4.2
2019,Saskatchewan,65 years and over,Male,Seniors in economic families,47,4.7
2019,Saskatchewan,65 years and over,Female,Seniors in economic families,47,3.6
2019,Saskatchewan,Under 18 years,Both sexes,Persons in economic families,47,12.1
2019,Saskatchewan,Under 18 years,Both sexes,Persons in couple families with children,47,8.2
2019,Saskatchewan,Under 18 years,Both sexes,Persons in female lone-parent families,47,43.4
2019,Saskatchewan,18 to 64 years,Both sexes,Persons in economic families,47,8.2
2019,Saskatchewan,18 to 64 years,Male,Persons in economic families,47,7.9
2019,Saskatchewan,18 to 64 years,Female,Persons in economic families,47,8.4
2019,Saskatchewan,Total,Both sexes,Persons not in an economic family,47,29.4
2019,Saskatchewan,Total,Male,Persons not in an economic family,47,31.1
2019,Saskatchewan,Total,Female,Persons not in an economic family,47,27.6
2019,Saskatchewan,65 years and over,Both sexes,Seniors not in an economic family,47,10.1
2019,Saskatchewan,65 years and over,Male,Seniors not in an economic family,47,12.0
2019,Saskatchewan,65 years and over,Female,Seniors not in an economic family,47,9.1
2019,Saskatchewan,,Both sexes,Non-seniors not in an economic family,47,37.4
2019,Saskatchewan,,Male,Non-seniors not in an economic family,47,35.9
2019,Saskatchewan,,Female,Non-seniors not in an economic family,47,39.2
2020,Saskatchewan,Total,Both sexes,Total,47,6.7
2020,Saskatchewan,Under 18 years,Both sexes,Total,47,6.6
2020,Saskatchewan,18 to 64 years,Both sexes,Total,47,7.7
2020,Saskatchewan,65 years and over,Both sexes,Total,47,2.9
2020,Saskatchewan,Total,Male,Total,47,7.2
2020,Saskatchewan,Under 18 years,Male,Total,47,7.8
2020,Saskatchewan,18 to 64 years,Male,Total,47,8.0
2020,Saskatchewan,65 years and over,Male,Total,47,2.8
2020,Saskatchewan,Total,Female,Total,47,6.2
2020,Saskatchewan,Under 18 years,Female,Total,47,5.4
2020,Saskatchewan,18 to 64 years,Female,Total,47,7.4
2020,Saskatchewan,65 years and over,Female,Total,47,3.1
2020,Saskatchewan,Total,Both sexes,Persons in economic families,47,4.1
2020,Saskatchewan,Total,Male,Persons in economic families,47,4.2
2020,Saskatchewan,Total,Female,Persons in economic families,47,4.1
2020,Saskatchewan,65 years and over,Both sexes,Seniors in economic families,47,1.9
2020,Saskatchewan,65 years and over,Male,Seniors in economic families,47,2.0
2020,Saskatchewan,65 years and over,Female,Seniors in economic families,47,1.8
2020,Saskatchewan,Under 18 years,Both sexes,Persons in economic families,47,6.4
2020,Saskatchewan,Under 18 years,Both sexes,Persons in couple families with children,47,2.6
2020,Saskatchewan,Under 18 years,Both sexes,Persons in female lone-parent families,47,26.2
2020,Saskatchewan,Under 18 years,Both sexes,Persons in all other economic families,47,14.4
2020,Saskatchewan,18 to 64 years,Both sexes,Persons in economic families,47,3.6
2020,Saskatchewan,18 to 64 years,Male,Persons in economic families,47,3.1
2020,Saskatchewan,18 to 64 years,Female,Persons in economic families,47,4.2
2020,Saskatchewan,Total,Both sexes,Persons not in an economic family,47,20.3
2020,Saskatchewan,Total,Male,Persons not in an economic family,47,22.0
2020,Saskatchewan,Total,Female,Persons not in an economic family,47,18.5
2020,Saskatchewan,65 years and over,Both sexes,Seniors not in an economic family,47,5.1
2020,Saskatchewan,65 years and over,Female,Seniors not in an economic family,47,5.1
2020,Saskatchewan,,Both sexes,Non-seniors not in an economic family,47,28.1
2020,Saskatchewan,,Male,Non-seniors not in an economic family,47,27.3
2020,Saskatchewan,,Female,Non-seniors not in an economic family,47,29.4
2021,Saskatchewan,Total,Both sexes,Total,47,9.1
2021,Saskatchewan,Under 18 years,Both sexes,Total,47,8.5
2021,Saskatchewan,18 to 64 years,Both sexes,Total,47,10.4
2021,Saskatchewan,65 years and over,Both sexes,Total,47,5.5
2021,Saskatchewan,Total,Male,Total,47,9.1
2021,Saskatchewan,Under 18 years,Male,Total,47,9.7
2021,Saskatchewan,18 to 64 years,Male,Total,47,10.2
2021,Saskatchewan,65 years and over,Male,Total,47,4.2
2021,Saskatchewan,Total,Female,Total,47,9.1
2021,Saskatchewan,Under 18 years,Female,Total,47,7.3
2021,Saskatchewan,18 to 64 years,Female,Total,47,10.6
2021,Saskatchewan,65 years and over,Female,Total,47,6.6
2021,Saskatchewan,Total,Both sexes,Persons in economic families,47,6.4
2021,Saskatchewan,Total,Male,Persons in economic families,47,6.3
2021,Saskatchewan,Total,Female,Persons in economic families,47,6.5
2021,Saskatchewan,65 years and over,Both sexes,Seniors in economic families,47,2.5
2021,Saskatchewan,65 years and over,Male,Seniors in economic families,47,2.2
2021,Saskatchewan,Under 18 years,Both sexes,Persons in economic families,47,8.3
2021,Saskatchewan,Under 18 years,Both sexes,Persons in couple families with children,47,4.2
2021,Saskatchewan,Under 18 years,Both sexes,Persons in female lone-parent families,47,26.0
2021,Saskatchewan,18 to 64 years,Both sexes,Persons in economic families,47,6.4
2021,Saskatchewan,18 to 64 years,Male,Persons in economic families,47,5.8
2021,Saskatchewan,18 to 64 years,Female,Persons in economic families,47,7.0
2021,Saskatchewan,Total,Both sexes,Persons not in an economic family,47,23.8
2021,Saskatchewan,Total,Male,Persons not in an economic family,47,24.2
2021,Saskatchewan,Total,Female,Persons not in an economic family,47,23.4
2021,Saskatchewan,65 years and over,Both sexes,Seniors not in an economic family,47,12.3
2021,Saskatchewan,65 years and over,Male,Seniors not in an economic family,47,10.9
2021,Saskatchewan,65 years and over,Female,Seniors not in an economic family,47,13.1
2021,Saskatchewan,,Both sexes,Non-seniors not in an economic family,47,29.5
2021,Saskatchewan,,Male,Non-seniors not in an economic family,47,28.3
2021,Saskatchewan,,Female,Non-seniors not in an economic family,47,31.1
2022,Saskatchewan,Total,Both sexes,Total,47,11.1
2022,Saskatchewan,Under 18 years,Both sexes,Total,47,13.6
2022,Saskatchewan,18 to 64 years,Both sexes,Total,47,11.9
2022,Saskatchewan,65 years and over,Both sexes,Total,47,4.9
2022,Saskatchewan,Total,Male,Total,47,11.1
2022,Saskatchewan,Under 18 years,Male,Total,47,14.1
2022,Saskatchewan,18 to 64 years,Male,Total,47,11.8
2022,Saskatchewan,65 years and over,Male,Total,47,4.1
2022,Saskatchewan,Total,Female,Total,47,11.1
2022,Saskatchewan,Under 18 years,Female,Total,47,13.1
2022,Saskatchewan,18 to 64 years,Female,Total,47,12.1
2022,Saskatchewan,65 years and over,Female,Total,47,5.6
2022,Saskatchewan,Total,Both sexes,Persons in economic families,47,8.3
2022,Saskatchewan,Total,Male,Persons in economic families,47,8.1
2022,Saskatchewan,Total,Female,Persons in economic families,47,8.6
2022,Saskatchewan,65 years and over,Both sexes,Seniors in economic families,47,2.5
2022,Saskatchewan,65 years and over,Male,Seniors in economic families,47,2.8
2022,Saskatchewan,65 years and over,Female,Seniors in economic families,47,2.1
2022,Saskatchewan,Under 18 years,Both sexes,Persons in economic families,47,13.5
2022,Saskatchewan,Under 18 years,Both sexes,Persons in couple families with children,47,6.9
2022,Saskatchewan,Under 18 years,Both sexes,Persons in female lone-parent families,47,43.6
2022,Saskatchewan,Under 18 years,Both sexes,Persons in all other economic families,47,26.7
2022,Saskatchewan,18 to 64 years,Both sexes,Persons in economic families,47,7.4
2022,Saskatchewan,18 to 64 years,Male,Persons in economic families,47,6.5
2022,Saskatchewan,18 to 64 years,Female,Persons in economic families,47,8.2
2022,Saskatchewan,Total,Both sexes,Persons not in an economic family,47,26.1
2022,Saskatchewan,Total,Male,Persons not in an economic family,47,27.2
2022,Saskatchewan,Total,Female,Persons not in an economic family,47,24.9
2022,Saskatchewan,65 years and over,Both sexes,Seniors not in an economic family,47,11.2
2022,Saskatchewan,65 years and over,Male,Seniors not in an economic family,47,9.8
2022,Saskatchewan,65 years and over,Female,Seniors not in an economic family,47,11.8
2022,Saskatchewan,,Both sexes,Non-seniors not in an economic family,47,32.5
2022,Saskatchewan,,Male,Non-seniors not in an economic family,47,31.2
2022,Saskatchewan,,Female,Non-seniors not in an economic family,47,34.3
2023,Saskatchewan,Total,Both sexes,Total,47,12.9
2023,Saskatchewan,Under 18 years,Both sexes,Total,47,16.0
2023,Saskatchewan,18 to 64 years,Both sexes,Total,47,14.2
2023,Saskatchewan,65 years and over,Both sexes,Total,47,4.7
2023,Saskatchewan,Total,Male,Total,47,12.4
2023,Saskatchewan,Under 18 years,Male,Total,47,15.5
2023,Saskatchewan,18 to 64 years,Male,Total,47,13.5
2023,Saskatchewan,65 years and over,Male,Total,47,3.7
2023,Saskatchewan,Total,Female,Total,47,13.5
2023,Saskatchewan,Under 18 years,Female,Total,47,16.4
2023,Saskatchewan,18 to 64 years,Female,Total,47,14.8
2023,Saskatchewan,65 years and over,Female,Total,47,5.6
2023,Saskatchewan,Total,Both sexes,Persons in economic families,47,9.9
2023,Saskatchewan,Total,Male,Persons in economic families,47,9.1
2023,Saskatchewan,Total,Female,Persons in economic families,47,10.8
2023,Saskatchewan,65 years and over,Both sexes,Seniors in economic families,47,2.4
2023,Saskatchewan,65 years and over,Male,Seniors in economic families,47,1.9
2023,Saskatchewan,65 years and over,Female,Seniors in economic families,47,2.9
2023,Saskatchewan,Under 18 years,Both sexes,Persons in economic families,47,15.7
2023,Saskatchewan,Under 18 years,Both sexes,Persons in couple families with children,47,10.4
2023,Saskatchewan,Under 18 years,Both sexes,Persons in female lone-parent families,47,41.8
2023,Saskatchewan,Under 18 years,Both sexes,Persons in all other economic families,47,17.5
2023,Saskatchewan,18 to 64 years,Both sexes,Persons in economic families,47,9.1
2023,Saskatchewan,18 to 64 years,Male,Persons in economic families,47,8.1
2023,Saskatchewan,18 to 64 years,Female,Persons in economic families,47,10.1
2023,Saskatchewan,Total,Both sexes,Persons not in an economic family,47,29.0
2023,Saskatchewan,Total,Male,Persons not in an economic family,47,29.6
2023,Saskatchewan,Total,Female,Persons not in an economic family,47,28.3
2023,Saskatchewan,65 years and over,Both sexes,Seniors not in an economic family,47,10.8
2023,Saskatchewan,65 years and over,Male,Seniors not in an economic family,47,11.4
2023,Saskatchewan,65 years and over,Female,Seniors not in an economic family,47,10.5
2023,Saskatchewan,,Both sexes,Non-seniors not in an economic family,47,36.9
2023,Saskatchewan,,Male,Non-seniors not in an economic family,47,33.8
2023,Saskatchewan,,Female,Non-seniors not in an economic family,47,41.3
2015,"Toronto, Ontario",Total,Both sexes,Total,,19.2
2015,"Toronto, Ontario",Under 18 years,Both sexes,Total,,23.9
2015,"Toronto, Ontario",18 to 64 years,Both sexes,Total,,19.9
2015,"Toronto, Ontario",65 years and over,Both sexes,Total,,8.6
2015,"Toronto, Ontario",Total,Male,Total,,18.6
2015,"Toronto, Ontario",Under 18 years,Male,Total,,22.9
2015,"Toronto, Ontario",18 to 64 years,Male,Total,,19.4
2015,"Toronto, Ontario",65 years and over,Male,Total,,6.5
2015,"Toronto, Ontario",Total,Female,Total,,19.8
2015,"Toronto, Ontario",Under 18 years,Female,Total,,24.9
2015,"Toronto, Ontario",18 to 64 years,Female,Total,,20.3
2015,"Toronto, Ontario",65 years and over,Female,Total,,10.2
2015,"Toronto, Ontario",Total,Both sexes,Persons in economic families,,16.0
2015,"Toronto, Ontario",Total,Male,Persons in economic families,,15.5
2015,"Toronto, Ontario",Total,Female,Persons in economic families,,16.5
2015,"Toronto, Ontario",65 years and over,Both sexes,Seniors in economic families,,5.9
2015,"Toronto, Ontario",65 years and over,Female,Seniors in economic families,,6.8
2015,"Toronto, Ontario",Under 18 years,Both sexes,Persons in economic families,,23.9
2015,"Toronto, Ontario",Under 18 years,Both sexes,Persons in couple families with children,,23.1
2015,"Toronto, Ontario",Under 18 years,Both sexes,Persons in female lone-parent families,,35.2
2015,"Toronto, Ontario",18 to 64 years,Both sexes,Persons in economic families,,15.0
2015,"Toronto, Ontario",18 to 64 years,Male,Persons in economic families,,14.6
2015,"Toronto, Ontario",18 to 64 years,Female,Persons in economic families,,15.3
2015,"Toronto, Ontario",Total,Both sexes,Persons not in an economic family,,39.6
2015,"Toronto, Ontario",Total,Male,Persons not in an economic family,,38.7
2015,"Toronto, Ontario",Total,Female,Persons not in an economic family,,40.3
2015,"Toronto, Ontario",65 years and over,Both sexes,Seniors not in an economic family,,18.2
2015,"Toronto, Ontario",65 years and over,Female,Seniors not in an economic family,,19.8
2015,"Toronto, Ontario",,Both sexes,Non-seniors not in an economic family,,45.1
2015,"Toronto, Ontario",,Male,Non-seniors not in an economic family,,42.6
2015,"Toronto, Ontario",,Female,Non-seniors not in an economic family,,47.9
2016,"Toronto, Ontario",Total,Both sexes,Total,,17.6
2016,"Toronto, Ontario",Under 18 years,Both sexes,Total,,21.0
2016,"Toronto, Ontario",18 to 64 years,Both sexes,Total,,18.2
2016,"Toronto, Ontario",65 years and over,Both sexes,Total,,9.8
2016,"Toronto, Ontario",Total,Male,Total,,15.9
2016,"Toronto, Ontario",Under 18 years,Male,Total,,16.8
2016,"Toronto, Ontario",18 to 64 years,Male,Total,,16.7
2016,"Toronto, Ontario",65 years and over,Male,Total,,11.0
2016,"Toronto, Ontario",Total,Female,Total,,19.1
2016,"Toronto, Ontario",Under 18 years,Female,Total,,25.0
2016,"Toronto, Ontario",18 to 64 years,Female,Total,,19.7
2016,"Toronto, Ontario",65 years and over,Female,Total,,8.8
2016,"Toronto, Ontario",Total,Both sexes,Persons in economic families,,14.7
2016,"Toronto, Ontario",Total,Male,Persons in economic families,,12.9
2016,"Toronto, Ontario",Total,Female,Persons in economic families,,16.3
2016,"Toronto, Ontario",65 years and over,Both sexes,Seniors in economic families,,6.9
2016,"Toronto, Ontario",65 years and over,Male,Seniors in economic families,,7.8
2016,"Toronto, Ontario",65 years and over,Female,Seniors in economic families,,5.9
2016,"Toronto, Ontario",Under 18 years,Both sexes,Persons in economic families,,21.0
2016,"Toronto, Ontario",Under 18 years,Both sexes,Persons in couple families with children,,16.3
2016,"Toronto, Ontario",Under 18 years,Both sexes,Persons in female lone-parent families,,48.3
2016,"Toronto, Ontario",18 to 64 years,Both sexes,Persons in economic families,,13.9
2016,"Toronto, Ontario",18 to 64 years,Male,Persons in economic families,,12.5
2016,"Toronto, Ontario",18 to 64 years,Female,Persons in economic families,,15.2
2016,"Toronto, Ontario",Total,Both sexes,Persons not in an economic family,,37.1
2016,"Toronto, Ontario",Total,Male,Persons not in an economic family,,37.0
2016,"Toronto, Ontario",Total,Female,Persons not in an economic family,,37.2
2016,"Toronto, Ontario",65 years and over,Both sexes,Seniors not in an economic family,,20.5
2016,"Toronto, Ontario",65 years and over,Male,Seniors not in an economic family,,31.6
2016,"Toronto, Ontario",65 years and over,Female,Seniors not in an economic family,,16.2
2016,"Toronto, Ontario",,Both sexes,Non-seniors not in an economic family,,42.2
2016,"Toronto, Ontario",,Male,Non-seniors not in an economic family,,37.8
2016,"Toronto, Ontario",,Female,Non-seniors not in an economic family,,47.3
2017,"Toronto, Ontario",Total,Both sexes,Total,,14.4
2017,"Toronto, Ontario",Under 18 years,Both sexes,Total,,15.4
2017,"Toronto, Ontario",18 to 64 years,Both sexes,Total,,15.6
2017,"Toronto, Ontario",65 years and over,Both sexes,Total,,7.2
2017,"Toronto, Ontario",Total,Male,Total,,14.3
2017,"Toronto, Ontario",Under 18 years,Male,Total,,14.0
2017,"Toronto, Ontario",18 to 64 years,Male,Total,,15.7
2017,"Toronto, Ontario",65 years and over,Male,Total,,7.7
2017,"Toronto, Ontario",Total,Female,Total,,14.5
2017,"Toronto, Ontario",Under 18 years,Female,Total,,16.8
2017,"Toronto, Ontario",18 to 64 years,Female,Total,,15.5
2017,"Toronto, Ontario",65 years and over,Female,Total,,6.8
2017,"Toronto, Ontario",Total,Both sexes,Persons in economic families,,11.4
2017,"Toronto, Ontario",Total,Male,Persons in economic families,,10.7
2017,"Toronto, Ontario",Total,Female,Persons in economic families,,12.0
2017,"Toronto, Ontario",65 years and over,Both sexes,Seniors in economic families,,4.2
2017,"Toronto, Ontario",65 years and over,Male,Seniors in economic families,,5.2
2017,"Toronto, Ontario",Under 18 years,Both sexes,Persons in economic families,,15.1
2017,"Toronto, Ontario",Under 18 years,Both sexes,Persons in couple families with children,,12.5
2017,"Toronto, Ontario",Under 18 years,Both sexes,Persons in female lone-parent families,,36.7
2017,"Toronto, Ontario",18 to 64 years,Both sexes,Persons in economic families,,11.4
2017,"Toronto, Ontario",18 to 64 years,Male,Persons in economic families,,10.7
2017,"Toronto, Ontario",18 to 64 years,Female,Persons in economic families,,12.0
2017,"Toronto, Ontario",Total,Both sexes,Persons not in an economic family,,35.5
2017,"Toronto, Ontario",Total,Male,Persons not in an economic family,,39.6
2017,"Toronto, Ontario",Total,Female,Persons not in an economic family,,31.7
2017,"Toronto, Ontario",65 years and over,Both sexes,Seniors not in an economic family,,17.5
2017,"Toronto, Ontario",65 years and over,Male,Seniors not in an economic family,,22.9
2017,"Toronto, Ontario",65 years and over,Female,Seniors not in an economic family,,15.3
2017,"Toronto, Ontario",,Both sexes,Non-seniors not in an economic family,,41.3
2017,"Toronto, Ontario",,Male,Non-seniors not in an economic family,,42.5
2017,"Toronto, Ontario",,Female,Non-seniors not in an economic family,,39.9
2018,"Toronto, Ontario",Total,Both sexes,Total,,14.2
2018,"Toronto, Ontario",Under 18 years,Both sexes,Total,,15.0
2018,"Toronto, Ontario",18 to 64 years,Both sexes,Total,,15.4
2018,"Toronto, Ontario",65 years and over,Both sexes,Total,,7.8
2018,"Toronto, Ontario",Total,Male,Total,,15.1
2018,"Toronto, Ontario",Under 18 years,Male,Total,,15.9
2018,"Toronto, Ontario",18 to 64 years,Male,Total,,16.2
2018,"Toronto, Ontario",65 years and over,Male,Total,,8.5
2018,"Toronto, Ontario",Total,Female,Total,,13.2
2018,"Toronto, Ontario",Under 18 years,Female,Total,,14.1
2018,"Toronto, Ontario",18 to 64 years,Female,Total,,14.5
2018,"Toronto, Ontario",65 years and over,Female,Total,,7.1
2018,"Toronto, Ontario",Total,Both sexes,Persons in economic families,,10.3
2018,"Toronto, Ontario",Total,Male,Persons in economic families,,9.9
2018,"Toronto, Ontario",Total,Female,Persons in economic families,,10.6
2018,"Toronto, Ontario",65 years and over,Both sexes,Seniors in economic families,,4.2
