Year,Geography,Economic family type,Value
2012,"Toronto, Ontario",Non-elderly males not in an economic family,33400.0
2013,"Toronto, Ontario",Non-elderly males not in an economic family,36900.0
2014,"Toronto, Ontario",Non-elderly males not in an economic family,27800.0
2015,"Toronto, Ontario",Non-elderly males not in an economic family,36500.0
2016,"Toronto, Ontario",Non-elderly males not in an economic family,33600.0
2017,"Toronto, Ontario",Non-elderly males not in an economic family,34100.0
2018,"Toronto, Ontario",Non-elderly males not in an economic family,27200.0
2019,"Toronto, Ontario",Non-elderly males not in an economic family,40900.0
2010,"Toronto, Ontario",Non-elderly females not in an economic family,44100.0
2011,"Toronto, Ontario",Non-elderly females not in an economic family,23300.0
2012,"Toronto, Ontario",Non-elderly females not in an economic family,24500.0
2013,"Toronto, Ontario",Non-elderly females not in an economic family,29600.0
2014,"Toronto, Ontario",Non-elderly females not in an economic family,31700.0
2015,"Toronto, Ontario",Non-elderly females not in an economic family,26800.0
2016,"Toronto, Ontario",Non-elderly females not in an economic family,28200.0
2017,"Toronto, Ontario",Non-elderly females not in an economic family,34500.0
2018,"Toronto, Ontario",Non-elderly females not in an economic family,32900.0
2019,"Toronto, Ontario",Non-elderly females not in an economic family,34200.0
2010,"Winnipeg, Manitoba",Economic families and persons not in an economic family,57300.0
2011,"Winnipeg, Manitoba",Economic families and persons not in an economic family,57200.0
2012,"Winnipeg, Manitoba",Economic families and persons not in an economic family,55800.0
2013,"Winnipeg, Manitoba",Economic families and persons not in an economic family,58500.0
2014,"Winnipeg, Manitoba",Economic families and persons not in an economic family,60100.0
2015,"Winnipeg, Manitoba",Economic families and persons not in an economic family,60100.0
2016,"Winnipeg, Manitoba",Economic families and persons not in an economic family,60600.0
2017,"Winnipeg, Manitoba",Economic families and persons not in an economic family,59800.0
2018,"Winnipeg, Manitoba",Economic families and persons not in an economic family,60700.0
2019,"Winnipeg, Manitoba",Economic families and persons not in an economic family,62500.0
2010,"Winnipeg, Manitoba",Economic families,82200.0
2011,"Winnipeg, Manitoba",Economic families,81200.0
2012,"Winnipeg, Manitoba",Economic families,79200.0
2013,"Winnipeg, Manitoba",Economic families,79300.0
2014,"Winnipeg, Manitoba",Economic families,80400.0
2015,"Winnipeg, Manitoba",Economic families,82300.0
2016,"Winnipeg, Manitoba",Economic families,81800.0
2017,"Winnipeg, Manitoba",Economic families,84300.0
2018,"Winnipeg, Manitoba",Economic families,83100.0
2019,"Winnipeg, Manitoba",Economic families,81700.0
2010,"Winnipeg, Manitoba",Elderly families,62600.0
2011,"Winnipeg, Manitoba",Elderly families,60100.0
2012,"Winnipeg, Manitoba",Elderly families,58600.0
2013,"Winnipeg, Manitoba",Elderly families,63000.0
2014,"Winnipeg, Manitoba",Elderly families,63900.0
2015,"Winnipeg, Manitoba",Elderly families,70500.0
2016,"Winnipeg, Manitoba",Elderly families,70200.0
2017,"Winnipeg, Manitoba",Elderly families,63200.0
2018,"Winnipeg, Manitoba",Elderly families,68500.0
2019,"Winnipeg, Manitoba",Elderly families,66900.0
2010,"Winnipeg, Manitoba",Elderly couples,58100.0
2011,"Winnipeg, Manitoba",Elderly couples,58500.0
2012,"Winnipeg, Manitoba",Elderly couples,59300.0
2013,"Winnipeg, Manitoba",Elderly couples,60800.0
2014,"Winnipeg, Manitoba",Elderly couples,62100.0
2015,"Winnipeg, Manitoba",Elderly couples,66300.0
2016,"Winnipeg, Manitoba",Elderly couples,69400.0
2017,"Winnipeg, Manitoba",Elderly couples,62400.0
2018,"Winnipeg, Manitoba",Elderly couples,66200.0
2019,"Winnipeg, Manitoba",Elderly couples,65900.0
2010,"Winnipeg, Manitoba",Other elderly families,
2011,"Winnipeg, Manitoba",Other elderly families,
2012,"Winnipeg, Manitoba",Other elderly families,54400.0
2013,"Winnipeg, Manitoba",Other elderly families,
2014,"Winnipeg, Manitoba",Other elderly families,80400.0
2015,"Winnipeg, Manitoba",Other elderly families,82300.0
2016,"Winnipeg, Manitoba",Other elderly families,75800.0
2017,"Winnipeg, Manitoba",Other elderly families,71500.0
2018,"Winnipeg, Manitoba",Other elderly families,76000.0
2019,"Winnipeg, Manitoba",Other elderly families,74400.0
2010,"Winnipeg, Manitoba",Non-elderly families,87300.0
2011,"Winnipeg, Manitoba",Non-elderly families,86000.0
2012,"Winnipeg, Manitoba",Non-elderly families,83900.0
2013,"Winnipeg, Manitoba",Non-elderly families,83700.0
2014,"Winnipeg, Manitoba",Non-elderly families,85800.0
2015,"Winnipeg, Manitoba",Non-elderly families,86700.0
2016,"Winnipeg, Manitoba",Non-elderly families,84600.0
2017,"Winnipeg, Manitoba",Non-elderly families,89800.0
2018,"Winnipeg, Manitoba",Non-elderly families,87200.0
2019,"Winnipeg, Manitoba",Non-elderly families,85200.0
2010,"Winnipeg, Manitoba",Couples,82600.0
2011,"Winnipeg, Manitoba",Couples,76700.0
2012,"Winnipeg, Manitoba",Couples,77600.0
2013,"Winnipeg, Manitoba",Couples,80900.0
2014,"Winnipeg, Manitoba",Couples,79800.0
2015,"Winnipeg, Manitoba",Couples,79100.0
2016,"Winnipeg, Manitoba",Couples,75100.0
2017,"Winnipeg, Manitoba",Couples,82400.0
2018,"Winnipeg, Manitoba",Couples,78500.0
2019,"Winnipeg, Manitoba",Couples,80500.0
2010,"Winnipeg, Manitoba",Couples with children,90600.0
2011,"Winnipeg, Manitoba",Couples with children,93900.0
2012,"Winnipeg, Manitoba",Couples with children,93100.0
2013,"Winnipeg, Manitoba",Couples with children,94700.0
2014,"Winnipeg, Manitoba",Couples with children,86700.0
2015,"Winnipeg, Manitoba",Couples with children,93200.0
2016,"Winnipeg, Manitoba",Couples with children,94200.0
2017,"Winnipeg, Manitoba",Couples with children,94200.0
2018,"Winnipeg, Manitoba",Couples with children,96400.0
2019,"Winnipeg, Manitoba",Couples with children,88500.0
2010,"Winnipeg, Manitoba",Couples with other relatives,110500.0
2011,"Winnipeg, Manitoba",Couples with other relatives,120700.0
2012,"Winnipeg, Manitoba",Couples with other relatives,121100.0
2013,"Winnipeg, Manitoba",Couples with other relatives,129400.0
2014,"Winnipeg, Manitoba",Couples with other relatives,122300.0
2015,"Winnipeg, Manitoba",Couples with other relatives,126800.0
2016,"Winnipeg, Manitoba",Couples with other relatives,123700.0
2017,"Winnipeg, Manitoba",Couples with other relatives,132700.0
2018,"Winnipeg, Manitoba",Couples with other relatives,123800.0
2019,"Winnipeg, Manitoba",Couples with other relatives,138900.0
2010,"Winnipeg, Manitoba",Lone-parent families,43800.0
2011,"Winnipeg, Manitoba",Lone-parent families,45600.0
2012,"Winnipeg, Manitoba",Lone-parent families,42700.0
2013,"Winnipeg, Manitoba",Lone-parent families,46700.0
2014,"Winnipeg, Manitoba",Lone-parent families,45700.0
2015,"Winnipeg, Manitoba",Lone-parent families,41500.0
2016,"Winnipeg, Manitoba",Lone-parent families,45200.0
2017,"Winnipeg, Manitoba",Lone-parent families,50900.0
2018,"Winnipeg, Manitoba",Lone-parent families,45000.0
2019,"Winnipeg, Manitoba",Lone-parent families,43000.0
2010,"Winnipeg, Manitoba",Male lone-parent families,
2011,"Winnipeg, Manitoba",Male lone-parent families,
2012,"Winnipeg, Manitoba",Male lone-parent families,
2013,"Winnipeg, Manitoba",Male lone-parent families,
2014,"Winnipeg, Manitoba",Male lone-parent families,
2015,"Winnipeg, Manitoba",Male lone-parent families,
2016,"Winnipeg, Manitoba",Male lone-parent families,
2017,"Winnipeg, Manitoba",Male lone-parent families,71000.0
2018,"Winnipeg, Manitoba",Male lone-parent families,
2019,"Winnipeg, Manitoba",Male lone-parent families,
2010,"Winnipeg, Manitoba",Female lone-parent families,42400.0
2011,"Winnipeg, Manitoba",Female lone-parent families,42800.0
2012,"Winnipeg, Manitoba",Female lone-parent families,38500.0
2013,"Winnipeg, Manitoba",Female lone-parent families,45000.0
2014,"Winnipeg, Manitoba",Female lone-parent families,43700.0
2015,"Winnipeg, Manitoba",Female lone-parent families,40300.0
2016,"Winnipeg, Manitoba",Female lone-parent families,42400.0
2017,"Winnipeg, Manitoba",Female lone-parent families,45200.0
2018,"Winnipeg, Manitoba",Female lone-parent families,44000.0
2019,"Winnipeg, Manitoba",Female lone-parent families,38600.0
2010,"Winnipeg, Manitoba",Other non-elderly families,78300.0
2011,"Winnipeg, Manitoba",Other non-elderly families,72700.0
2012,"Winnipeg, Manitoba",Other non-elderly families,72900.0
2013,"Winnipeg, Manitoba",Other non-elderly families,65600.0
2014,"Winnipeg, Manitoba",Other non-elderly families,83500.0
2015,"Winnipeg, Manitoba",Other non-elderly families,69500.0
2016,"Winnipeg, Manitoba",Other non-elderly families,68700.0
2017,"Winnipeg, Manitoba",Other non-elderly families,73800.0
2018,"Winnipeg, Manitoba",Other non-elderly families,72800.0
2019,"Winnipeg, Manitoba",Other non-elderly families,68200.0
2010,"Winnipeg, Manitoba",Persons not in an economic family,28700.0
2011,"Winnipeg, Manitoba",Persons not in an economic family,30700.0
2012,"Winnipeg, Manitoba",Persons not in an economic family,30900.0
2013,"Winnipeg, Manitoba",Persons not in an economic family,32400.0
2014,"Winnipeg, Manitoba",Persons not in an economic family,32700.0
2015,"Winnipeg, Manitoba",Persons not in an economic family,33700.0
2016,"Winnipeg, Manitoba",Persons not in an economic family,33700.0
2017,"Winnipeg, Manitoba",Persons not in an economic family,31000.0
2018,"Winnipeg, Manitoba",Persons not in an economic family,34700.0
2019,"Winnipeg, Manitoba",Persons not in an economic family,32400.0
2010,"Winnipeg, Manitoba",Elderly persons not in an economic family,28500.0
2011,"Winnipeg, Manitoba",Elderly persons not in an economic family,28500.0
2012,"Winnipeg, Manitoba",Elderly persons not in an economic family,29800.0
2013,"Winnipeg, Manitoba",Elderly persons not in an economic family,32400.0
2014,"Winnipeg, Manitoba",Elderly persons not in an economic family,31800.0
2015,"Winnipeg, Manitoba",Elderly persons not in an economic family,31200.0
2016,"Winnipeg, Manitoba",Elderly persons not in an economic family,34600.0
2017,"Winnipeg, Manitoba",Elderly persons not in an economic family,30800.0
2018,"Winnipeg, Manitoba",Elderly persons not in an economic family,34900.0
2019,"Winnipeg, Manitoba",Elderly persons not in an economic family,29200.0
2010,"Winnipeg, Manitoba",Elderly males not in an economic family,26800.0
2011,"Winnipeg, Manitoba",Elderly males not in an economic family,28100.0
2012,"Winnipeg, Manitoba",Elderly males not in an economic family,32300.0
2013,"Winnipeg, Manitoba",Elderly males not in an economic family,41000.0
2014,"Winnipeg, Manitoba",Elderly males not in an economic family,31800.0
2015,"Winnipeg, Manitoba",Elderly males not in an economic family,37300.0
2016,"Winnipeg, Manitoba",Elderly males not in an economic family,38700.0
2017,"Winnipeg, Manitoba",Elderly males not in an economic family,33000.0
2018,"Winnipeg, Manitoba",Elderly males not in an economic family,35100.0
2019,"Winnipeg, Manitoba",Elderly males not in an economic family,26000.0
2010,"Winnipeg, Manitoba",Elderly females not in an economic family,28900.0
2011,"Winnipeg, Manitoba",Elderly females not in an economic family,28700.0
2012,"Winnipeg, Manitoba",Elderly females not in an economic family,28500.0
2013,"Winnipeg, Manitoba",Elderly females not in an economic family,32200.0
2014,"Winnipeg, Manitoba",Elderly females not in an economic family,31000.0
2015,"Winnipeg, Manitoba",Elderly females not in an economic family,28200.0
2016,"Winnipeg, Manitoba",Elderly females not in an economic family,32000.0
2017,"Winnipeg, Manitoba",Elderly females not in an economic family,30800.0
2018,"Winnipeg, Manitoba",Elderly females not in an economic family,33600.0
2019,"Winnipeg, Manitoba",Elderly females not in an economic family,31900.0
2010,"Winnipeg, Manitoba",Non-elderly persons not in an economic family,30400.0
2011,"Winnipeg, Manitoba",Non-elderly persons not in an economic family,32700.0
2012,"Winnipeg, Manitoba",Non-elderly persons not in an economic family,31700.0
2013,"Winnipeg, Manitoba",Non-elderly persons not in an economic family,32400.0
2014,"Winnipeg, Manitoba",Non-elderly persons not in an economic family,33300.0
2015,"Winnipeg, Manitoba",Non-elderly persons not in an economic family,34000.0
2016,"Winnipeg, Manitoba",Non-elderly persons not in an economic family,33400.0
2017,"Winnipeg, Manitoba",Non-elderly persons not in an economic family,31300.0
2018,"Winnipeg, Manitoba",Non-elderly persons not in an economic family,34600.0
2019,"Winnipeg, Manitoba",Non-elderly persons not in an economic family,32600.0
2010,"Winnipeg, Manitoba",Non-elderly males not in an economic family,32700.0
2011,"Winnipeg, Manitoba",Non-elderly males not in an economic family,37700.0
2012,"Winnipeg, Manitoba",Non-elderly males not in an economic family,32600.0
2013,"Winnipeg, Manitoba",Non-elderly males not in an economic family,32700.0
2014,"Winnipeg, Manitoba",Non-elderly males not in an economic family,35800.0
2015,"Winnipeg, Manitoba",Non-elderly males not in an economic family,35400.0
2016,"Winnipeg, Manitoba",Non-elderly males not in an economic family,31900.0
2017,"Winnipeg, Manitoba",Non-elderly males not in an economic family,32000.0
2018,"Winnipeg, Manitoba",Non-elderly males not in an economic family,35000.0
2019,"Winnipeg, Manitoba",Non-elderly males not in an economic family,33100.0
2010,"Winnipeg, Manitoba",Non-elderly females not in an economic family,25600.0
2011,"Winnipeg, Manitoba",Non-elderly females not in an economic family,26900.0
2012,"Winnipeg, Manitoba",Non-elderly females not in an economic family,30800.0
2013,"Winnipeg, Manitoba",Non-elderly females not in an economic family,30200.0
2014,"Winnipeg, Manitoba",Non-elderly females not in an economic family,30800.0
2015,"Winnipeg, Manitoba",Non-elderly females not in an economic family,33000.0
2016,"Winnipeg, Manitoba",Non-elderly females not in an economic family,34800.0
2017,"Winnipeg, Manitoba",Non-elderly females not in an economic family,29800.0
2018,"Winnipeg, Manitoba",Non-elderly females not in an economic family,33200.0
2019,"Winnipeg, Manitoba",Non-elderly females not in an economic family,32300.0
2010,"Calgary, Alberta",Economic families and persons not in an economic family,67800.0
2011,"Calgary, Alberta",Economic families and persons not in an economic family,76200.0
2012,"Calgary, Alberta",Economic families and persons not in an economic family,77100.0
2013,"Calgary, Alberta",Economic families and persons not in an economic family,80000.0
2014,"Calgary, Alberta",Economic families and persons not in an economic family,88400.0
2015,"Calgary, Alberta",Economic families and persons not in an economic family,74700.0
2016,"Calgary, Alberta",Economic families and persons not in an economic family,71700.0
2017,"Calgary, Alberta",Economic families and persons not in an economic family,77200.0
2018,"Calgary, Alberta",Economic families and persons not in an economic family,74100.0
2019,"Calgary, Alberta",Economic families and persons not in an economic family,75300.0
2010,"Calgary, Alberta",Economic families,97400.0
2011,"Calgary, Alberta",Economic families,104800.0
2012,"Calgary, Alberta",Economic families,113800.0
2013,"Calgary, Alberta",Economic families,114300.0
2014,"Calgary, Alberta",Economic families,115200.0
2015,"Calgary, Alberta",Economic families,105100.0
2016,"Calgary, Alberta",Economic families,95000.0
2017,"Calgary, Alberta",Economic families,104200.0
2018,"Calgary, Alberta",Economic families,103900.0
2019,"Calgary, Alberta",Economic families,104600.0
2010,"Calgary, Alberta",Elderly families,69900.0
2011,"Calgary, Alberta",Elderly families,68600.0
2012,"Calgary, Alberta",Elderly families,98900.0
2013,"Calgary, Alberta",Elderly families,60900.0
2014,"Calgary, Alberta",Elderly families,86000.0
2015,"Calgary, Alberta",Elderly families,79100.0
2016,"Calgary, Alberta",Elderly families,77200.0
2017,"Calgary, Alberta",Elderly families,81700.0
2018,"Calgary, Alberta",Elderly families,76900.0
2019,"Calgary, Alberta",Elderly families,69800.0
2010,"Calgary, Alberta",Elderly couples,64600.0
2011,"Calgary, Alberta",Elderly couples,66800.0
2012,"Calgary, Alberta",Elderly couples,98900.0
2013,"Calgary, Alberta",Elderly couples,60100.0
2014,"Calgary, Alberta",Elderly couples,79200.0
2015,"Calgary, Alberta",Elderly couples,78200.0
2016,"Calgary, Alberta",Elderly couples,82700.0
2017,"Calgary, Alberta",Elderly couples,71100.0
2018,"Calgary, Alberta",Elderly couples,77000.0
2019,"Calgary, Alberta",Elderly couples,69800.0
2010,"Calgary, Alberta",Other elderly families,
2011,"Calgary, Alberta",Other elderly families,
2012,"Calgary, Alberta",Other elderly families,
2013,"Calgary, Alberta",Other elderly families,
2014,"Calgary, Alberta",Other elderly families,
2015,"Calgary, Alberta",Other elderly families,
2016,"Calgary, Alberta",Other elderly families,
2017,"Calgary, Alberta",Other elderly families,
2018,"Calgary, Alberta",Other elderly families,
2019,"Calgary, Alberta",Other elderly families,
2010,"Calgary, Alberta",Non-elderly families,100800.0
2011,"Calgary, Alberta",Non-elderly families,106600.0
2012,"Calgary, Alberta",Non-elderly families,115000.0
2013,"Calgary, Alberta",Non-elderly families,120800.0
2014,"Calgary, Alberta",Non-elderly families,117900.0
2015,"Calgary, Alberta",Non-elderly families,107400.0
2016,"Calgary, Alberta",Non-elderly families,96500.0
2017,"Calgary, Alberta",Non-elderly families,107000.0
2018,"Calgary, Alberta",Non-elderly families,107800.0
2019,"Calgary, Alberta",Non-elderly families,113000.0
2010,"Calgary, Alberta",Couples,103100.0
2011,"Calgary, Alberta",Couples,111300.0
2012,"Calgary, Alberta",Couples,105500.0
2013,"Calgary, Alberta",Couples,109000.0
2014,"Calgary, Alberta",Couples,105600.0
2015,"Calgary, Alberta",Couples,111400.0
2016,"Calgary, Alberta",Couples,80100.0
2017,"Calgary, Alberta",Couples,104000.0
2018,"Calgary, Alberta",Couples,96700.0
2019,"Calgary, Alberta",Couples,93600.0
2010,"Calgary, Alberta",Couples with children,102800.0
2011,"Calgary, Alberta",Couples with children,110700.0
2012,"Calgary, Alberta",Couples with children,130300.0
2013,"Calgary, Alberta",Couples with children,137100.0
2014,"Calgary, Alberta",Couples with children,123000.0
2015,"Calgary, Alberta",Couples with children,116900.0
2016,"Calgary, Alberta",Couples with children,98300.0
2017,"Calgary, Alberta",Couples with children,106700.0
2018,"Calgary, Alberta",Couples with children,118800.0
2019,"Calgary, Alberta",Couples with children,117000.0
2010,"Calgary, Alberta",Couples with other relatives,149200.0
2011,"Calgary, Alberta",Couples with other relatives,168100.0
2012,"Calgary, Alberta",Couples with other relatives,132900.0
2013,"Calgary, Alberta",Couples with other relatives,169700.0
2014,"Calgary, Alberta",Couples with other relatives,161900.0
2015,"Calgary, Alberta",Couples with other relatives,139000.0
2016,"Calgary, Alberta",Couples with other relatives,161200.0
2017,"Calgary, Alberta",Couples with other relatives,142500.0
2018,"Calgary, Alberta",Couples with other relatives,132300.0
2019,"Calgary, Alberta",Couples with other relatives,156500.0
2010,"Calgary, Alberta",Lone-parent families,
2011,"Calgary, Alberta",Lone-parent families,46700.0
2012,"Calgary, Alberta",Lone-parent families,62900.0
2013,"Calgary, Alberta",Lone-parent families,54100.0
2014,"Calgary, Alberta",Lone-parent families,
2015,"Calgary, Alberta",Lone-parent families,69900.0
2016,"Calgary, Alberta",Lone-parent families,77700.0
2017,"Calgary, Alberta",Lone-parent families,65100.0
2018,"Calgary, Alberta",Lone-parent families,81400.0
2019,"Calgary, Alberta",Lone-parent families,71700.0
2010,"Calgary, Alberta",Male lone-parent families,
2011,"Calgary, Alberta",Male lone-parent families,
2012,"Calgary, Alberta",Male lone-parent families,
2013,"Calgary, Alberta",Male lone-parent families,
2014,"Calgary, Alberta",Male lone-parent families,
2015,"Calgary, Alberta",Male lone-parent families,
2016,"Calgary, Alberta",Male lone-parent families,
2017,"Calgary, Alberta",Male lone-parent families,
2018,"Calgary, Alberta",Male lone-parent families,
2019,"Calgary, Alberta",Male lone-parent families,
2010,"Calgary, Alberta",Female lone-parent families,
2011,"Calgary, Alberta",Female lone-parent families,
2012,"Calgary, Alberta",Female lone-parent families,
2013,"Calgary, Alberta",Female lone-parent families,54100.0
2014,"Calgary, Alberta",Female lone-parent families,
2015,"Calgary, Alberta",Female lone-parent families,69900.0
2016,"Calgary, Alberta",Female lone-parent families,
2017,"Calgary, Alberta",Female lone-parent families,61600.0
2018,"Calgary, Alberta",Female lone-parent families,81400.0
2019,"Calgary, Alberta",Female lone-parent families,71700.0
2010,"Calgary, Alberta",Other non-elderly families,65400.0
2011,"Calgary, Alberta",Other non-elderly families,88400.0
2012,"Calgary, Alberta",Other non-elderly families,108300.0
2013,"Calgary, Alberta",Other non-elderly families,91900.0
2014,"Calgary, Alberta",Other non-elderly families,108200.0
2015,"Calgary, Alberta",Other non-elderly families,67900.0
2016,"Calgary, Alberta",Other non-elderly families,105400.0
2017,"Calgary, Alberta",Other non-elderly families,90900.0
2018,"Calgary, Alberta",Other non-elderly families,89200.0
2019,"Calgary, Alberta",Other non-elderly families,86900.0
2010,"Calgary, Alberta",Persons not in an economic family,39800.0
2011,"Calgary, Alberta",Persons not in an economic family,36300.0
2012,"Calgary, Alberta",Persons not in an economic family,38000.0
2013,"Calgary, Alberta",Persons not in an economic family,38900.0
2014,"Calgary, Alberta",Persons not in an economic family,46600.0
2015,"Calgary, Alberta",Persons not in an economic family,40000.0
2016,"Calgary, Alberta",Persons not in an economic family,38100.0
2017,"Calgary, Alberta",Persons not in an economic family,41400.0
2018,"Calgary, Alberta",Persons not in an economic family,37400.0
2019,"Calgary, Alberta",Persons not in an economic family,40900.0
2010,"Calgary, Alberta",Elderly persons not in an economic family,33800.0
2011,"Calgary, Alberta",Elderly persons not in an economic family,34000.0
2012,"Calgary, Alberta",Elderly persons not in an economic family,30000.0
2013,"Calgary, Alberta",Elderly persons not in an economic family,28000.0
2014,"Calgary, Alberta",Elderly persons not in an economic family,44200.0
2015,"Calgary, Alberta",Elderly persons not in an economic family,35400.0
2016,"Calgary, Alberta",Elderly persons not in an economic family,26700.0
2017,"Calgary, Alberta",Elderly persons not in an economic family,32400.0
2018,"Calgary, Alberta",Elderly persons not in an economic family,37400.0
2019,"Calgary, Alberta",Elderly persons not in an economic family,31500.0
2010,"Calgary, Alberta",Elderly males not in an economic family,
2011,"Calgary, Alberta",Elderly males not in an economic family,
2012,"Calgary, Alberta",Elderly males not in an economic family,
2013,"Calgary, Alberta",Elderly males not in an economic family,
2014,"Calgary, Alberta",Elderly males not in an economic family,
2015,"Calgary, Alberta",Elderly males not in an economic family,
2016,"Calgary, Alberta",Elderly males not in an economic family,
2017,"Calgary, Alberta",Elderly males not in an economic family,
2018,"Calgary, Alberta",Elderly males not in an economic family,40400.0
2019,"Calgary, Alberta",Elderly males not in an economic family,
2010,"Calgary, Alberta",Elderly females not in an economic family,34000.0
2011,"Calgary, Alberta",Elderly females not in an economic family,34000.0
2012,"Calgary, Alberta",Elderly females not in an economic family,29800.0
2013,"Calgary, Alberta",Elderly females not in an economic family,
2014,"Calgary, Alberta",Elderly females not in an economic family,
2015,"Calgary, Alberta",Elderly females not in an economic family,29800.0
2016,"Calgary, Alberta",Elderly females not in an economic family,30500.0
2017,"Calgary, Alberta",Elderly females not in an economic family,32900.0
2018,"Calgary, Alberta",Elderly females not in an economic family,37300.0
2019,"Calgary, Alberta",Elderly females not in an economic family,31600.0
2010,"Calgary, Alberta",Non-elderly persons not in an economic family,41800.0
2011,"Calgary, Alberta",Non-elderly persons not in an economic family,37500.0
2012,"Calgary, Alberta",Non-elderly persons not in an economic family,38400.0
2013,"Calgary, Alberta",Non-elderly persons not in an economic family,42100.0
2014,"Calgary, Alberta",Non-elderly persons not in an economic family,47600.0
2015,"Calgary, Alberta",Non-elderly persons not in an economic family,41400.0
2016,"Calgary, Alberta",Non-elderly persons not in an economic family,46200.0
2017,"Calgary, Alberta",Non-elderly persons not in an economic family,43200.0
2018,"Calgary, Alberta",Non-elderly persons not in an economic family,37200.0
2019,"Calgary, Alberta",Non-elderly persons not in an economic family,46500.0
2010,"Calgary, Alberta",Non-elderly males not in an economic family,53500.0
2011,"Calgary, Alberta",Non-elderly males not in an economic family,41400.0
2012,"Calgary, Alberta",Non-elderly males not in an economic family,42200.0
2013,"Calgary, Alberta",Non-elderly males not in an economic family,43900.0
2014,"Calgary, Alberta",Non-elderly males not in an economic family,53300.0
2015,"Calgary, Alberta",Non-elderly males not in an economic family,46000.0
2016,"Calgary, Alberta",Non-elderly males not in an economic family,47200.0
2017,"Calgary, Alberta",Non-elderly males not in an economic family,43800.0
2018,"Calgary, Alberta",Non-elderly males not in an economic family,39200.0
2019,"Calgary, Alberta",Non-elderly males not in an economic family,48500.0
2010,"Calgary, Alberta",Non-elderly females not in an economic family,37700.0
2011,"Calgary, Alberta",Non-elderly females not in an economic family,26400.0
2012,"Calgary, Alberta",Non-elderly females not in an economic family,35800.0
2013,"Calgary, Alberta",Non-elderly females not in an economic family,38900.0
2014,"Calgary, Alberta",Non-elderly females not in an economic family,44700.0
2015,"Calgary, Alberta",Non-elderly females not in an economic family,37300.0
2016,"Calgary, Alberta",Non-elderly females not in an economic family,39600.0
2017,"Calgary, Alberta",Non-elderly females not in an economic family,42600.0
2018,"Calgary, Alberta",Non-elderly females not in an economic family,32100.0
2019,"Calgary, Alberta",Non-elderly females not in an economic family,41100.0
2010,"Edmonton, Alberta",Economic families and persons not in an economic family,68800.0
2011,"Edmonton, Alberta",Economic families and persons not in an economic family,69700.0
2012,"Edmonton, Alberta",Economic families and persons not in an economic family,74700.0
2013,"Edmonton, Alberta",Economic families and persons not in an economic family,78000.0
2014,"Edmonton, Alberta",Economic families and persons not in an economic family,70600.0
2015,"Edmonton, Alberta",Economic families and persons not in an economic family,80700.0
2016,"Edmonton, Alberta",Economic families and persons not in an economic family,86900.0
2017,"Edmonton, Alberta",Economic families and persons not in an economic family,71800.0
2018,"Edmonton, Alberta",Economic families and persons not in an economic family,76600.0
2019,"Edmonton, Alberta",Economic families and persons not in an economic family,73300.0
2010,"Edmonton, Alberta",Economic families,95700.0
2011,"Edmonton, Alberta",Economic families,96300.0
2012,"Edmonton, Alberta",Economic families,102800.0
2013,"Edmonton, Alberta",Economic families,107500.0
2014,"Edmonton, Alberta",Economic families,99400.0
2015,"Edmonton, Alberta",Economic families,106600.0
2016,"Edmonton, Alberta",Economic families,110300.0
2017,"Edmonton, Alberta",Economic families,108200.0
2018,"Edmonton, Alberta",Economic families,107900.0
2019,"Edmonton, Alberta",Economic families,99500.0
2010,"Edmonton, Alberta",Elderly families,57700.0
2011,"Edmonton, Alberta",Elderly families,82100.0
2012,"Edmonton, Alberta",Elderly families,71200.0
2013,"Edmonton, Alberta",Elderly families,73600.0
2014,"Edmonton, Alberta",Elderly families,74700.0
2015,"Edmonton, Alberta",Elderly families,74500.0
2016,"Edmonton, Alberta",Elderly families,79500.0
2017,"Edmonton, Alberta",Elderly families,76400.0
2018,"Edmonton, Alberta",Elderly families,76500.0
2019,"Edmonton, Alberta",Elderly families,74800.0
2010,"Edmonton, Alberta",Elderly couples,57700.0
2011,"Edmonton, Alberta",Elderly couples,81400.0
2012,"Edmonton, Alberta",Elderly couples,65800.0
2013,"Edmonton, Alberta",Elderly couples,65700.0
2014,"Edmonton, Alberta",Elderly couples,70700.0
2015,"Edmonton, Alberta",Elderly couples,72800.0
2016,"Edmonton, Alberta",Elderly couples,74700.0
2017,"Edmonton, Alberta",Elderly couples,69700.0
2018,"Edmonton, Alberta",Elderly couples,71700.0
2019,"Edmonton, Alberta",Elderly couples,73300.0
2010,"Edmonton, Alberta",Other elderly families,
2011,"Edmonton, Alberta",Other elderly families,
2012,"Edmonton, Alberta",Other elderly families,
2013,"Edmonton, Alberta",Other elderly families,
2014,"Edmonton, Alberta",Other elderly families,
2015,"Edmonton, Alberta",Other elderly families,
2016,"Edmonton, Alberta",Other elderly families,
2017,"Edmonton, Alberta",Other elderly families,89200.0
2018,"Edmonton, Alberta",Other elderly families,82300.0
2019,"Edmonton, Alberta",Other elderly families,
2010,"Edmonton, Alberta",Non-elderly families,104900.0
2011,"Edmonton, Alberta",Non-elderly families,100800.0
2012,"Edmonton, Alberta",Non-elderly families,109200.0
2013,"Edmonton, Alberta",Non-elderly families,112000.0
2014,"Edmonton, Alberta",Non-elderly families,101900.0
2015,"Edmonton, Alberta",Non-elderly families,111200.0
2016,"Edmonton, Alberta",Non-elderly families,115400.0
