Year,Géographie,Industrie,Taille de l'entreprise,Innovations offrant des avantages pour l'environnement,GeoCode,Value
2020/2022,Atlantic Region,Tous les transports,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,14.7
2020/2022,Atlantic Region,Tous les transports,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,9.7
2020/2022,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,0.0
2020/2022,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,0.0
2020/2022,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,0.0
2020/2022,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,12.4
2020/2022,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,0.0
2020/2022,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,0.0
2020/2022,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,0.0
2020/2022,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,0.0
2020/2022,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,0.0
2020/2022,Atlantic Region,"Services postaux, messageries et services de messagers, et entreposage","Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,0.0
2020/2022,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,27.6
2020/2022,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,16.5
2020/2022,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,3.8
2020/2022,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,10.9
2020/2022,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,9.3
2020/2022,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,0.0
2020/2022,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,0.0
2020/2022,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,7.1
2020/2022,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,7.1
2020/2022,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,7.1
2020/2022,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,15.0
2020/2022,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,3.3
2020/2022,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,7.8
2020/2022,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,0.0
2020/2022,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,7.2
2020/2022,Atlantic Region,Industries d'information et de culture,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,0.0
2020/2022,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,42.3
2020/2022,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,30.9
2020/2022,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,15.0
2020/2022,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,9.6
2020/2022,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,6.5
2020/2022,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,8.3
2020/2022,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,0.0
2020/2022,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,14.5
2020/2022,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,10.4
2020/2022,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,11.9
2020/2022,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,21.0
2020/2022,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,10.2
2020/2022,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,15.5
2020/2022,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,8.1
2020/2022,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,0.0
2020/2022,Atlantic Region,Finance et assurances excluant les autorités monétaires,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,9.6
2020/2022,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,30.4
2020/2022,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,30.4
2020/2022,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,24.2
2020/2022,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,15.6
2020/2022,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,21.7
2020/2022,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,21.7
2020/2022,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,0.0
2020/2022,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,21.7
2020/2022,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,14.8
2020/2022,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,21.7
2020/2022,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,21.7
2020/2022,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,21.7
2020/2022,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,21.7
2020/2022,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,14.8
2020/2022,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,13.0
2020/2022,Atlantic Region,Immobilier et service de location,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,6.2
2020/2022,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,22.6
2020/2022,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,17.6
2020/2022,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,17.1
2020/2022,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,12.6
2020/2022,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,11.3
2020/2022,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,6.8
2020/2022,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,3.1
2020/2022,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,11.8
2020/2022,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,9.3
2020/2022,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,8.3
2020/2022,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,11.8
2020/2022,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,10.9
2020/2022,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,10.4
2020/2022,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,5.5
2020/2022,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,7.5
2020/2022,Atlantic Region,"Services professionnels, scientifiques et techniques","Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,6.2
2020/2022,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,0.0
2020/2022,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,0.0
2020/2022,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,0.0
2020/2022,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,0.0
2020/2022,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,0.0
2020/2022,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,0.0
2020/2022,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,0.0
2020/2022,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,0.0
2020/2022,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,0.0
2020/2022,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,0.0
2020/2022,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,0.0
2020/2022,Atlantic Region,Gestion de sociétés et d'entreprises,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,0.0
2020/2022,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,52.3
2020/2022,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,51.7
2020/2022,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,24.2
2020/2022,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,23.6
2020/2022,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,25.2
2020/2022,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,40.9
2020/2022,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,0.0
2020/2022,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,22.0
2020/2022,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,10.0
2020/2022,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,22.0
2020/2022,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,27.2
2020/2022,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,15.9
2020/2022,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,23.9
2020/2022,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,13.8
2020/2022,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,6.0
2020/2022,Atlantic Region,"Services administratifs, services de soutien, services de gestion des déchets et services d'assainissement","Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,0.0
2020/2022,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,24,50.8
2020/2022,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,24,44.3
2020/2022,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,24,19.6
2020/2022,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,24,20.9
2020/2022,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,24,16.5
2020/2022,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",24,32.4
2020/2022,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",24,6.3
2020/2022,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,24,23.6
2020/2022,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",24,21.1
2020/2022,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,24,17.1
2020/2022,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,24,32.1
2020/2022,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,24,21.2
2020/2022,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,24,21.6
2020/2022,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",24,13.9
2020/2022,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,24,12.3
2020/2022,Québec,"Total, toutes les industries sondées","Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,24,7.2
2020/2022,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,24,69.5
2020/2022,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,24,61.4
2020/2022,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,24,36.7
2020/2022,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,24,36.1
2020/2022,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,24,16.8
2020/2022,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",24,44.5
2020/2022,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",24,23.6
2020/2022,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,24,50.6
2020/2022,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",24,49.8
2020/2022,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,24,38.4
2020/2022,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,24,30.9
2020/2022,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,24,10.8
2020/2022,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,24,26.1
2020/2022,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",24,17.9
2020/2022,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,24,12.9
2020/2022,Québec,"Agriculture, foresterie, pêche et chasse","Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,24,13.2
2020/2022,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,24,67.1
2020/2022,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,24,67.1
2020/2022,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,24,27.7
2020/2022,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,24,51.7
2020/2022,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,24,17.6
2020/2022,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",24,36.1
2020/2022,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",24,7.1
2020/2022,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,24,54.5
2020/2022,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",24,48.8
2020/2022,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,24,37.7
2020/2022,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,24,20.0
2020/2022,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,24,9.3
2020/2022,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,24,11.9
2020/2022,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",24,17.5
2020/2022,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,24,9.3
2020/2022,Québec,Extraction minière et de pétrole et de gaz,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,24,7.5
2020/2022,Québec,Services utilitaires,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,24,100.0
2020/2022,Québec,Services utilitaires,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,24,100.0
2020/2022,Québec,Services utilitaires,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,24,100.0
2020/2022,Québec,Services utilitaires,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",24,87.1
2020/2022,Québec,Services utilitaires,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,24,100.0
2020/2022,Québec,Services utilitaires,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",24,87.1
2020/2022,Québec,Services utilitaires,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,24,100.0
2020/2022,Québec,Services utilitaires,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,24,100.0
2020/2022,Québec,Services utilitaires,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,24,100.0
2020/2022,Québec,Services utilitaires,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,24,29.6
