Year,data.Geography,data.Persons in low income,Value
2018,data.British Columbia,data.Non-elderly males not in an economic family,35.5
2019,data.British Columbia,data.Non-elderly males not in an economic family,32.2
2015,data.British Columbia,data.Non-elderly females not in an economic family,50.5
2016,data.British Columbia,data.Non-elderly females not in an economic family,43.9
2017,data.British Columbia,data.Non-elderly females not in an economic family,44.7
2018,data.British Columbia,data.Non-elderly females not in an economic family,39.7
2019,data.British Columbia,data.Non-elderly females not in an economic family,43.0
2015,"data.Québec, Quebec",data.All persons,8.1
2016,"data.Québec, Quebec",data.All persons,6.7
2017,"data.Québec, Quebec",data.All persons,5.7
2018,"data.Québec, Quebec",data.All persons,8.4
2019,"data.Québec, Quebec",data.All persons,7.6
2015,"data.Québec, Quebec",data.Persons under 18 years,
2016,"data.Québec, Quebec",data.Persons under 18 years,
2017,"data.Québec, Quebec",data.Persons under 18 years,
2018,"data.Québec, Quebec",data.Persons under 18 years,
2019,"data.Québec, Quebec",data.Persons under 18 years,
2015,"data.Québec, Quebec",data.Persons 18 to 64 years,9.4
2016,"data.Québec, Quebec",data.Persons 18 to 64 years,7.3
2017,"data.Québec, Quebec",data.Persons 18 to 64 years,6.4
2018,"data.Québec, Quebec",data.Persons 18 to 64 years,9.8
2019,"data.Québec, Quebec",data.Persons 18 to 64 years,9.2
2015,"data.Québec, Quebec",data.Persons 65 years and over,9.2
2016,"data.Québec, Quebec",data.Persons 65 years and over,5.2
2017,"data.Québec, Quebec",data.Persons 65 years and over,4.6
2018,"data.Québec, Quebec",data.Persons 65 years and over,4.9
2019,"data.Québec, Quebec",data.Persons 65 years and over,8.4
2015,"data.Québec, Quebec",data.Males,8.2
2016,"data.Québec, Quebec",data.Males,5.9
2017,"data.Québec, Quebec",data.Males,6.1
2018,"data.Québec, Quebec",data.Males,9.1
2019,"data.Québec, Quebec",data.Males,8.2
2015,"data.Québec, Quebec","data.Males, under 18 years",
2016,"data.Québec, Quebec","data.Males, under 18 years",
2017,"data.Québec, Quebec","data.Males, under 18 years",
2018,"data.Québec, Quebec","data.Males, under 18 years",9.8
2019,"data.Québec, Quebec","data.Males, under 18 years",
2015,"data.Québec, Quebec","data.Males, 18 to 64 years",9.8
2016,"data.Québec, Quebec","data.Males, 18 to 64 years",7.0
2017,"data.Québec, Quebec","data.Males, 18 to 64 years",6.1
2018,"data.Québec, Quebec","data.Males, 18 to 64 years",9.9
2019,"data.Québec, Quebec","data.Males, 18 to 64 years",9.3
2015,"data.Québec, Quebec","data.Males, 65 years and over",
2016,"data.Québec, Quebec","data.Males, 65 years and over",
2017,"data.Québec, Quebec","data.Males, 65 years and over",
2018,"data.Québec, Quebec","data.Males, 65 years and over",
2019,"data.Québec, Quebec","data.Males, 65 years and over",
2015,"data.Québec, Quebec",data.Females,7.9
2016,"data.Québec, Quebec",data.Females,7.4
2017,"data.Québec, Quebec",data.Females,5.4
2018,"data.Québec, Quebec",data.Females,7.6
2019,"data.Québec, Quebec",data.Females,7.2
2015,"data.Québec, Quebec","data.Females, under 18 years",
2016,"data.Québec, Quebec","data.Females, under 18 years",
2017,"data.Québec, Quebec","data.Females, under 18 years",
2018,"data.Québec, Quebec","data.Females, under 18 years",
2019,"data.Québec, Quebec","data.Females, under 18 years",
2015,"data.Québec, Quebec","data.Females, 18 to 64 years",9.1
2016,"data.Québec, Quebec","data.Females, 18 to 64 years",7.6
2017,"data.Québec, Quebec","data.Females, 18 to 64 years",6.6
2018,"data.Québec, Quebec","data.Females, 18 to 64 years",9.8
2019,"data.Québec, Quebec","data.Females, 18 to 64 years",9.1
2015,"data.Québec, Quebec","data.Females, 65 years and over",
2016,"data.Québec, Quebec","data.Females, 65 years and over",5.7
2017,"data.Québec, Quebec","data.Females, 65 years and over",
2018,"data.Québec, Quebec","data.Females, 65 years and over",
2019,"data.Québec, Quebec","data.Females, 65 years and over",
2015,"data.Québec, Quebec",data.Persons in economic families,
2016,"data.Québec, Quebec",data.Persons in economic families,
2017,"data.Québec, Quebec",data.Persons in economic families,3.5
2018,"data.Québec, Quebec",data.Persons in economic families,5.4
2019,"data.Québec, Quebec",data.Persons in economic families,
2015,"data.Québec, Quebec",data.Males in economic families,
2016,"data.Québec, Quebec",data.Males in economic families,
2017,"data.Québec, Quebec",data.Males in economic families,4.1
2018,"data.Québec, Quebec",data.Males in economic families,6.3
2019,"data.Québec, Quebec",data.Males in economic families,
2015,"data.Québec, Quebec",data.Females in economic families,
2016,"data.Québec, Quebec",data.Females in economic families,
2017,"data.Québec, Quebec",data.Females in economic families,2.8
2018,"data.Québec, Quebec",data.Females in economic families,4.6
2019,"data.Québec, Quebec",data.Females in economic families,
2015,"data.Québec, Quebec",data.Elderly persons in economic families,
2016,"data.Québec, Quebec",data.Elderly persons in economic families,
2017,"data.Québec, Quebec",data.Elderly persons in economic families,
2018,"data.Québec, Quebec",data.Elderly persons in economic families,
2019,"data.Québec, Quebec",data.Elderly persons in economic families,
2015,"data.Québec, Quebec",data.Persons under 18 years in economic families,
2016,"data.Québec, Quebec",data.Persons under 18 years in economic families,
2017,"data.Québec, Quebec",data.Persons under 18 years in economic families,
2018,"data.Québec, Quebec",data.Persons under 18 years in economic families,
2019,"data.Québec, Quebec",data.Persons under 18 years in economic families,
2015,"data.Québec, Quebec",data.Persons under 18 years in couple families with children,
2016,"data.Québec, Quebec",data.Persons under 18 years in couple families with children,
2017,"data.Québec, Quebec",data.Persons under 18 years in couple families with children,
2018,"data.Québec, Quebec",data.Persons under 18 years in couple families with children,
2019,"data.Québec, Quebec",data.Persons under 18 years in couple families with children,
2015,"data.Québec, Quebec",data.Persons under 18 years in female lone-parent families,
2016,"data.Québec, Quebec",data.Persons under 18 years in female lone-parent families,
2017,"data.Québec, Quebec",data.Persons under 18 years in female lone-parent families,
2018,"data.Québec, Quebec",data.Persons under 18 years in female lone-parent families,
2019,"data.Québec, Quebec",data.Persons under 18 years in female lone-parent families,
2015,"data.Québec, Quebec",data.Persons 18 to 64 years in economic families,
2016,"data.Québec, Quebec",data.Persons 18 to 64 years in economic families,
2017,"data.Québec, Quebec",data.Persons 18 to 64 years in economic families,3.4
2018,"data.Québec, Quebec",data.Persons 18 to 64 years in economic families,6.0
2019,"data.Québec, Quebec",data.Persons 18 to 64 years in economic families,
2015,"data.Québec, Quebec",data.Persons not in an economic family,27.3
2016,"data.Québec, Quebec",data.Persons not in an economic family,20.8
2017,"data.Québec, Quebec",data.Persons not in an economic family,17.5
2018,"data.Québec, Quebec",data.Persons not in an economic family,21.1
2019,"data.Québec, Quebec",data.Persons not in an economic family,23.5
2015,"data.Québec, Quebec",data.Males not in an economic family,28.5
2016,"data.Québec, Quebec",data.Males not in an economic family,20.9
2017,"data.Québec, Quebec",data.Males not in an economic family,17.0
2018,"data.Québec, Quebec",data.Males not in an economic family,21.3
2019,"data.Québec, Quebec",data.Males not in an economic family,26.9
2015,"data.Québec, Quebec",data.Females not in an economic family,26.1
2016,"data.Québec, Quebec",data.Females not in an economic family,20.6
2017,"data.Québec, Quebec",data.Females not in an economic family,18.0
2018,"data.Québec, Quebec",data.Females not in an economic family,20.9
2019,"data.Québec, Quebec",data.Females not in an economic family,20.9
2015,"data.Québec, Quebec",data.Elderly persons not in an economic family,22.7
2016,"data.Québec, Quebec",data.Elderly persons not in an economic family,13.8
2017,"data.Québec, Quebec",data.Elderly persons not in an economic family,9.4
2018,"data.Québec, Quebec",data.Elderly persons not in an economic family,12.0
2019,"data.Québec, Quebec",data.Elderly persons not in an economic family,
2015,"data.Québec, Quebec",data.Non-elderly persons not in an economic family,29.5
2016,"data.Québec, Quebec",data.Non-elderly persons not in an economic family,25.1
2017,"data.Québec, Quebec",data.Non-elderly persons not in an economic family,21.9
2018,"data.Québec, Quebec",data.Non-elderly persons not in an economic family,25.5
2019,"data.Québec, Quebec",data.Non-elderly persons not in an economic family,27.9
2015,"data.Québec, Quebec",data.Non-elderly males not in an economic family,30.9
2016,"data.Québec, Quebec",data.Non-elderly males not in an economic family,22.8
2017,"data.Québec, Quebec",data.Non-elderly males not in an economic family,18.6
2018,"data.Québec, Quebec",data.Non-elderly males not in an economic family,23.6
2019,"data.Québec, Quebec",data.Non-elderly males not in an economic family,28.6
2015,"data.Québec, Quebec",data.Non-elderly females not in an economic family,27.7
2016,"data.Québec, Quebec",data.Non-elderly females not in an economic family,27.8
2017,"data.Québec, Quebec",data.Non-elderly females not in an economic family,26.0
2018,"data.Québec, Quebec",data.Non-elderly females not in an economic family,28.1
2019,"data.Québec, Quebec",data.Non-elderly females not in an economic family,27.2
2015,"data.Montréal, Quebec",data.All persons,17.5
2016,"data.Montréal, Quebec",data.All persons,12.9
2017,"data.Montréal, Quebec",data.All persons,14.0
2018,"data.Montréal, Quebec",data.All persons,11.3
2019,"data.Montréal, Quebec",data.All persons,10.3
2015,"data.Montréal, Quebec",data.Persons under 18 years,19.6
2016,"data.Montréal, Quebec",data.Persons under 18 years,13.2
2017,"data.Montréal, Quebec",data.Persons under 18 years,14.5
2018,"data.Montréal, Quebec",data.Persons under 18 years,9.1
2019,"data.Montréal, Quebec",data.Persons under 18 years,7.4
2015,"data.Montréal, Quebec",data.Persons 18 to 64 years,19.3
2016,"data.Montréal, Quebec",data.Persons 18 to 64 years,13.6
2017,"data.Montréal, Quebec",data.Persons 18 to 64 years,14.9
2018,"data.Montréal, Quebec",data.Persons 18 to 64 years,13.3
2019,"data.Montréal, Quebec",data.Persons 18 to 64 years,12.2
2015,"data.Montréal, Quebec",data.Persons 65 years and over,7.3
2016,"data.Montréal, Quebec",data.Persons 65 years and over,9.9
2017,"data.Montréal, Quebec",data.Persons 65 years and over,9.4
2018,"data.Montréal, Quebec",data.Persons 65 years and over,6.2
2019,"data.Montréal, Quebec",data.Persons 65 years and over,6.3
2015,"data.Montréal, Quebec",data.Males,17.3
2016,"data.Montréal, Quebec",data.Males,13.2
2017,"data.Montréal, Quebec",data.Males,14.1
2018,"data.Montréal, Quebec",data.Males,10.7
2019,"data.Montréal, Quebec",data.Males,11.0
2015,"data.Montréal, Quebec","data.Males, under 18 years",20.9
2016,"data.Montréal, Quebec","data.Males, under 18 years",12.1
2017,"data.Montréal, Quebec","data.Males, under 18 years",14.5
2018,"data.Montréal, Quebec","data.Males, under 18 years",9.2
2019,"data.Montréal, Quebec","data.Males, under 18 years",8.5
2015,"data.Montréal, Quebec","data.Males, 18 to 64 years",18.6
2016,"data.Montréal, Quebec","data.Males, 18 to 64 years",14.1
2017,"data.Montréal, Quebec","data.Males, 18 to 64 years",15.2
2018,"data.Montréal, Quebec","data.Males, 18 to 64 years",12.6
2019,"data.Montréal, Quebec","data.Males, 18 to 64 years",13.0
2015,"data.Montréal, Quebec","data.Males, 65 years and over",
2016,"data.Montréal, Quebec","data.Males, 65 years and over",10.2
2017,"data.Montréal, Quebec","data.Males, 65 years and over",8.3
2018,"data.Montréal, Quebec","data.Males, 65 years and over",4.6
2019,"data.Montréal, Quebec","data.Males, 65 years and over",
2015,"data.Montréal, Quebec",data.Females,17.7
2016,"data.Montréal, Quebec",data.Females,12.7
2017,"data.Montréal, Quebec",data.Females,13.9
2018,"data.Montréal, Quebec",data.Females,11.8
2019,"data.Montréal, Quebec",data.Females,9.5
2015,"data.Montréal, Quebec","data.Females, under 18 years",18.5
2016,"data.Montréal, Quebec","data.Females, under 18 years",14.5
2017,"data.Montréal, Quebec","data.Females, under 18 years",14.6
2018,"data.Montréal, Quebec","data.Females, under 18 years",9.0
2019,"data.Montréal, Quebec","data.Females, under 18 years",6.2
2015,"data.Montréal, Quebec","data.Females, 18 to 64 years",20.0
2016,"data.Montréal, Quebec","data.Females, 18 to 64 years",13.0
2017,"data.Montréal, Quebec","data.Females, 18 to 64 years",14.6
2018,"data.Montréal, Quebec","data.Females, 18 to 64 years",13.9
2019,"data.Montréal, Quebec","data.Females, 18 to 64 years",11.3
2015,"data.Montréal, Quebec","data.Females, 65 years and over",7.8
2016,"data.Montréal, Quebec","data.Females, 65 years and over",9.6
2017,"data.Montréal, Quebec","data.Females, 65 years and over",10.2
2018,"data.Montréal, Quebec","data.Females, 65 years and over",7.6
2019,"data.Montréal, Quebec","data.Females, 65 years and over",6.8
2015,"data.Montréal, Quebec",data.Persons in economic families,14.0
2016,"data.Montréal, Quebec",data.Persons in economic families,8.9
2017,"data.Montréal, Quebec",data.Persons in economic families,10.9
2018,"data.Montréal, Quebec",data.Persons in economic families,7.3
2019,"data.Montréal, Quebec",data.Persons in economic families,6.2
2015,"data.Montréal, Quebec",data.Males in economic families,14.3
2016,"data.Montréal, Quebec",data.Males in economic families,8.1
2017,"data.Montréal, Quebec",data.Males in economic families,10.9
2018,"data.Montréal, Quebec",data.Males in economic families,6.4
2019,"data.Montréal, Quebec",data.Males in economic families,6.6
2015,"data.Montréal, Quebec",data.Females in economic families,13.8
2016,"data.Montréal, Quebec",data.Females in economic families,9.6
2017,"data.Montréal, Quebec",data.Females in economic families,10.9
2018,"data.Montréal, Quebec",data.Females in economic families,8.1
2019,"data.Montréal, Quebec",data.Females in economic families,5.9
2015,"data.Montréal, Quebec",data.Elderly persons in economic families,
2016,"data.Montréal, Quebec",data.Elderly persons in economic families,
2017,"data.Montréal, Quebec",data.Elderly persons in economic families,5.2
2018,"data.Montréal, Quebec",data.Elderly persons in economic families,
2019,"data.Montréal, Quebec",data.Elderly persons in economic families,
2015,"data.Montréal, Quebec",data.Persons under 18 years in economic families,19.6
2016,"data.Montréal, Quebec",data.Persons under 18 years in economic families,12.8
2017,"data.Montréal, Quebec",data.Persons under 18 years in economic families,14.5
2018,"data.Montréal, Quebec",data.Persons under 18 years in economic families,8.9
2019,"data.Montréal, Quebec",data.Persons under 18 years in economic families,7.4
2015,"data.Montréal, Quebec",data.Persons under 18 years in couple families with children,17.4
2016,"data.Montréal, Quebec",data.Persons under 18 years in couple families with children,10.9
2017,"data.Montréal, Quebec",data.Persons under 18 years in couple families with children,12.4
2018,"data.Montréal, Quebec",data.Persons under 18 years in couple families with children,7.5
2019,"data.Montréal, Quebec",data.Persons under 18 years in couple families with children,6.9
2015,"data.Montréal, Quebec",data.Persons under 18 years in female lone-parent families,34.0
2016,"data.Montréal, Quebec",data.Persons under 18 years in female lone-parent families,26.5
2017,"data.Montréal, Quebec",data.Persons under 18 years in female lone-parent families,28.9
2018,"data.Montréal, Quebec",data.Persons under 18 years in female lone-parent families,20.8
2019,"data.Montréal, Quebec",data.Persons under 18 years in female lone-parent families,
2015,"data.Montréal, Quebec",data.Persons 18 to 64 years in economic families,14.2
2016,"data.Montréal, Quebec",data.Persons 18 to 64 years in economic families,8.3
2017,"data.Montréal, Quebec",data.Persons 18 to 64 years in economic families,10.7
2018,"data.Montréal, Quebec",data.Persons 18 to 64 years in economic families,7.9
2019,"data.Montréal, Quebec",data.Persons 18 to 64 years in economic families,6.7
2015,"data.Montréal, Quebec",data.Persons not in an economic family,33.0
2016,"data.Montréal, Quebec",data.Persons not in an economic family,30.4
2017,"data.Montréal, Quebec",data.Persons not in an economic family,27.7
2018,"data.Montréal, Quebec",data.Persons not in an economic family,29.1
2019,"data.Montréal, Quebec",data.Persons not in an economic family,28.4
2015,"data.Montréal, Quebec",data.Males not in an economic family,30.5
2016,"data.Montréal, Quebec",data.Males not in an economic family,34.5
2017,"data.Montréal, Quebec",data.Males not in an economic family,28.7
2018,"data.Montréal, Quebec",data.Males not in an economic family,29.7
2019,"data.Montréal, Quebec",data.Males not in an economic family,31.3
2015,"data.Montréal, Quebec",data.Females not in an economic family,35.3
2016,"data.Montréal, Quebec",data.Females not in an economic family,26.1
2017,"data.Montréal, Quebec",data.Females not in an economic family,26.9
2018,"data.Montréal, Quebec",data.Females not in an economic family,28.4
2019,"data.Montréal, Quebec",data.Females not in an economic family,25.6
2015,"data.Montréal, Quebec",data.Elderly persons not in an economic family,15.5
2016,"data.Montréal, Quebec",data.Elderly persons not in an economic family,22.2
2017,"data.Montréal, Quebec",data.Elderly persons not in an economic family,17.6
2018,"data.Montréal, Quebec",data.Elderly persons not in an economic family,15.6
2019,"data.Montréal, Quebec",data.Elderly persons not in an economic family,13.7
2015,"data.Montréal, Quebec",data.Non-elderly persons not in an economic family,38.6
2016,"data.Montréal, Quebec",data.Non-elderly persons not in an economic family,33.1
2017,"data.Montréal, Quebec",data.Non-elderly persons not in an economic family,31.8
2018,"data.Montréal, Quebec",data.Non-elderly persons not in an economic family,34.4
2019,"data.Montréal, Quebec",data.Non-elderly persons not in an economic family,35.6
2015,"data.Montréal, Quebec",data.Non-elderly males not in an economic family,34.0
2016,"data.Montréal, Quebec",data.Non-elderly males not in an economic family,35.3
2017,"data.Montréal, Quebec",data.Non-elderly males not in an economic family,32.2
2018,"data.Montréal, Quebec",data.Non-elderly males not in an economic family,32.4
2019,"data.Montréal, Quebec",data.Non-elderly males not in an economic family,36.2
2015,"data.Montréal, Quebec",data.Non-elderly females not in an economic family,44.0
2016,"data.Montréal, Quebec",data.Non-elderly females not in an economic family,30.0
2017,"data.Montréal, Quebec",data.Non-elderly females not in an economic family,31.3
2018,"data.Montréal, Quebec",data.Non-elderly females not in an economic family,37.3
2019,"data.Montréal, Quebec",data.Non-elderly females not in an economic family,34.7
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.All persons,13.4
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.All persons,10.6
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.All persons,10.8
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.All persons,11.1
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.All persons,8.2
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years,14.1
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years,9.9
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years,9.0
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years,11.2
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years,7.8
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons 18 to 64 years,15.1
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons 18 to 64 years,12.3
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons 18 to 64 years,12.5
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons 18 to 64 years,12.6
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons 18 to 64 years,9.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons 65 years and over,
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons 65 years and over,
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons 65 years and over,5.4
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons 65 years and over,5.0
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons 65 years and over,5.6
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Males,12.2
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Males,10.6
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Males,10.8
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Males,12.0
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Males,8.7
2015,"data.Ottawa-Gatineau, Ontario/Quebec","data.Males, under 18 years",13.4
2016,"data.Ottawa-Gatineau, Ontario/Quebec","data.Males, under 18 years",
2017,"data.Ottawa-Gatineau, Ontario/Quebec","data.Males, under 18 years",10.8
2018,"data.Ottawa-Gatineau, Ontario/Quebec","data.Males, under 18 years",
2019,"data.Ottawa-Gatineau, Ontario/Quebec","data.Males, under 18 years",8.8
2015,"data.Ottawa-Gatineau, Ontario/Quebec","data.Males, 18 to 64 years",13.9
2016,"data.Ottawa-Gatineau, Ontario/Quebec","data.Males, 18 to 64 years",12.4
2017,"data.Ottawa-Gatineau, Ontario/Quebec","data.Males, 18 to 64 years",11.9
2018,"data.Ottawa-Gatineau, Ontario/Quebec","data.Males, 18 to 64 years",13.7
2019,"data.Ottawa-Gatineau, Ontario/Quebec","data.Males, 18 to 64 years",9.6
2015,"data.Ottawa-Gatineau, Ontario/Quebec","data.Males, 65 years and over",
2016,"data.Ottawa-Gatineau, Ontario/Quebec","data.Males, 65 years and over",
2017,"data.Ottawa-Gatineau, Ontario/Quebec","data.Males, 65 years and over",
2018,"data.Ottawa-Gatineau, Ontario/Quebec","data.Males, 65 years and over",4.8
2019,"data.Ottawa-Gatineau, Ontario/Quebec","data.Males, 65 years and over",
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Females,14.4
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Females,10.6
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Females,10.8
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Females,10.3
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Females,7.8
2015,"data.Ottawa-Gatineau, Ontario/Quebec","data.Females, under 18 years",14.6
2016,"data.Ottawa-Gatineau, Ontario/Quebec","data.Females, under 18 years",11.3
2017,"data.Ottawa-Gatineau, Ontario/Quebec","data.Females, under 18 years",7.2
2018,"data.Ottawa-Gatineau, Ontario/Quebec","data.Females, under 18 years",10.9
2019,"data.Ottawa-Gatineau, Ontario/Quebec","data.Females, under 18 years",
2015,"data.Ottawa-Gatineau, Ontario/Quebec","data.Females, 18 to 64 years",16.1
2016,"data.Ottawa-Gatineau, Ontario/Quebec","data.Females, 18 to 64 years",12.2
2017,"data.Ottawa-Gatineau, Ontario/Quebec","data.Females, 18 to 64 years",13.0
2018,"data.Ottawa-Gatineau, Ontario/Quebec","data.Females, 18 to 64 years",11.4
2019,"data.Ottawa-Gatineau, Ontario/Quebec","data.Females, 18 to 64 years",8.4
2015,"data.Ottawa-Gatineau, Ontario/Quebec","data.Females, 65 years and over",
2016,"data.Ottawa-Gatineau, Ontario/Quebec","data.Females, 65 years and over",
2017,"data.Ottawa-Gatineau, Ontario/Quebec","data.Females, 65 years and over",
2018,"data.Ottawa-Gatineau, Ontario/Quebec","data.Females, 65 years and over",5.2
2019,"data.Ottawa-Gatineau, Ontario/Quebec","data.Females, 65 years and over",6.6
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons in economic families,8.3
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons in economic families,6.7
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons in economic families,6.8
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons in economic families,7.8
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons in economic families,5.0
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Males in economic families,7.5
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Males in economic families,6.4
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Males in economic families,6.4
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Males in economic families,7.9
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Males in economic families,5.2
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Females in economic families,9.0
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Females in economic families,7.0
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Females in economic families,7.3
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Females in economic families,7.6
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Females in economic families,4.9
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly persons in economic families,
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly persons in economic families,
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly persons in economic families,
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly persons in economic families,
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly persons in economic families,
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years in economic families,14.1
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years in economic families,9.9
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years in economic families,9.0
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years in economic families,11.2
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years in economic families,7.8
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years in couple families with children,
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years in couple families with children,
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years in couple families with children,6.2
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years in couple families with children,
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years in couple families with children,
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years in female lone-parent families,56.4
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years in female lone-parent families,41.1
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years in female lone-parent families,34.5
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years in female lone-parent families,50.7
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons under 18 years in female lone-parent families,
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons 18 to 64 years in economic families,7.7
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons 18 to 64 years in economic families,6.3
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons 18 to 64 years in economic families,7.5
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons 18 to 64 years in economic families,7.9
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons 18 to 64 years in economic families,4.9
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons not in an economic family,36.1
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons not in an economic family,27.3
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons not in an economic family,28.3
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons not in an economic family,28.4
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Persons not in an economic family,23.9
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Males not in an economic family,33.4
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Males not in an economic family,28.8
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Males not in an economic family,30.9
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Males not in an economic family,33.0
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Males not in an economic family,23.7
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Females not in an economic family,38.5
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Females not in an economic family,25.8
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Females not in an economic family,26.0
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Females not in an economic family,24.1
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Females not in an economic family,24.1
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly persons not in an economic family,17.1
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly persons not in an economic family,
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly persons not in an economic family,19.4
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly persons not in an economic family,15.5
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Elderly persons not in an economic family,18.4
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly persons not in an economic family,40.2
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly persons not in an economic family,33.6
