Year,Géographie,Âge au décès,Sexe,Principales causes de décès,Value
2019,Canada,65 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,74.3
2015,Canada,65 à 74 ans,Les deux sexes,Maladie chronique et cirrhose du foie,26.4
2016,Canada,65 à 74 ans,Les deux sexes,Maladie chronique et cirrhose du foie,28.1
2017,Canada,65 à 74 ans,Les deux sexes,Maladie chronique et cirrhose du foie,28.0
2018,Canada,65 à 74 ans,Les deux sexes,Maladie chronique et cirrhose du foie,26.4
2019,Canada,65 à 74 ans,Les deux sexes,Maladie chronique et cirrhose du foie,28.5
2015,Canada,65 à 74 ans,Les deux sexes,Accidents (blessures involontaires),33.4
2016,Canada,65 à 74 ans,Les deux sexes,Accidents (blessures involontaires),33.6
2017,Canada,65 à 74 ans,Les deux sexes,Accidents (blessures involontaires),33.1
2018,Canada,65 à 74 ans,Les deux sexes,Accidents (blessures involontaires),32.5
2019,Canada,65 à 74 ans,Les deux sexes,Accidents (blessures involontaires),34.3
2015,Canada,65 à 74 ans,Les deux sexes,Lésions auto-infligées,11.5
2016,Canada,65 à 74 ans,Les deux sexes,Lésions auto-infligées,10.2
2017,Canada,65 à 74 ans,Les deux sexes,Lésions auto-infligées,10.1
2018,Canada,65 à 74 ans,Les deux sexes,Lésions auto-infligées,9.1
2019,Canada,65 à 74 ans,Les deux sexes,Lésions auto-infligées,10.0
2015,Canada,65 à 74 ans,Hommes,Tumeurs malignes,712.6
2016,Canada,65 à 74 ans,Hommes,Tumeurs malignes,707.9
2017,Canada,65 à 74 ans,Hommes,Tumeurs malignes,694.3
2018,Canada,65 à 74 ans,Hommes,Tumeurs malignes,679.2
2019,Canada,65 à 74 ans,Hommes,Tumeurs malignes,671.5
2015,Canada,65 à 74 ans,Hommes,Diabète sucré,63.7
2016,Canada,65 à 74 ans,Hommes,Diabète sucré,56.6
2017,Canada,65 à 74 ans,Hommes,Diabète sucré,56.2
2018,Canada,65 à 74 ans,Hommes,Diabète sucré,57.4
2019,Canada,65 à 74 ans,Hommes,Diabète sucré,53.0
2015,Canada,65 à 74 ans,Hommes,Maladie d'Alzheimer,11.9
2016,Canada,65 à 74 ans,Hommes,Maladie d'Alzheimer,10.1
2017,Canada,65 à 74 ans,Hommes,Maladie d'Alzheimer,10.4
2018,Canada,65 à 74 ans,Hommes,Maladie d'Alzheimer,9.2
2019,Canada,65 à 74 ans,Hommes,Maladie d'Alzheimer,8.1
2015,Canada,65 à 74 ans,Hommes,Maladies du coeur,342.5
2016,Canada,65 à 74 ans,Hommes,Maladies du coeur,334.3
2017,Canada,65 à 74 ans,Hommes,Maladies du coeur,342.6
2018,Canada,65 à 74 ans,Hommes,Maladies du coeur,333.2
2019,Canada,65 à 74 ans,Hommes,Maladies du coeur,320.2
2015,Canada,65 à 74 ans,Hommes,Maladies cérébrovasculaires,59.6
2016,Canada,65 à 74 ans,Hommes,Maladies cérébrovasculaires,60.8
2017,Canada,65 à 74 ans,Hommes,Maladies cérébrovasculaires,59.3
2018,Canada,65 à 74 ans,Hommes,Maladies cérébrovasculaires,56.8
2019,Canada,65 à 74 ans,Hommes,Maladies cérébrovasculaires,59.6
2015,Canada,65 à 74 ans,Hommes,Grippe et pneumopathie,26.2
2016,Canada,65 à 74 ans,Hommes,Grippe et pneumopathie,24.2
2017,Canada,65 à 74 ans,Hommes,Grippe et pneumopathie,24.5
2018,Canada,65 à 74 ans,Hommes,Grippe et pneumopathie,29.4
2019,Canada,65 à 74 ans,Hommes,Grippe et pneumopathie,25.6
2015,Canada,65 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,84.7
2016,Canada,65 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,85.5
2017,Canada,65 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,86.4
2018,Canada,65 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,84.9
2019,Canada,65 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,82.5
2015,Canada,65 à 74 ans,Hommes,Maladie chronique et cirrhose du foie,37.4
2016,Canada,65 à 74 ans,Hommes,Maladie chronique et cirrhose du foie,40.3
2017,Canada,65 à 74 ans,Hommes,Maladie chronique et cirrhose du foie,39.9
2018,Canada,65 à 74 ans,Hommes,Maladie chronique et cirrhose du foie,35.5
2019,Canada,65 à 74 ans,Hommes,Maladie chronique et cirrhose du foie,39.5
2015,Canada,65 à 74 ans,Hommes,Accidents (blessures involontaires),43.7
2016,Canada,65 à 74 ans,Hommes,Accidents (blessures involontaires),43.9
2017,Canada,65 à 74 ans,Hommes,Accidents (blessures involontaires),44.1
2018,Canada,65 à 74 ans,Hommes,Accidents (blessures involontaires),41.7
2019,Canada,65 à 74 ans,Hommes,Accidents (blessures involontaires),44.0
2015,Canada,65 à 74 ans,Hommes,Lésions auto-infligées,18.7
2016,Canada,65 à 74 ans,Hommes,Lésions auto-infligées,15.7
2017,Canada,65 à 74 ans,Hommes,Lésions auto-infligées,16.7
2018,Canada,65 à 74 ans,Hommes,Lésions auto-infligées,14.2
2019,Canada,65 à 74 ans,Hommes,Lésions auto-infligées,16.1
2015,Canada,65 à 74 ans,Femmes,Tumeurs malignes,539.0
2016,Canada,65 à 74 ans,Femmes,Tumeurs malignes,542.5
2017,Canada,65 à 74 ans,Femmes,Tumeurs malignes,525.8
2018,Canada,65 à 74 ans,Femmes,Tumeurs malignes,508.1
2019,Canada,65 à 74 ans,Femmes,Tumeurs malignes,486.2
2015,Canada,65 à 74 ans,Femmes,Diabète sucré,32.0
2016,Canada,65 à 74 ans,Femmes,Diabète sucré,30.2
2017,Canada,65 à 74 ans,Femmes,Diabète sucré,30.4
2018,Canada,65 à 74 ans,Femmes,Diabète sucré,30.1
2019,Canada,65 à 74 ans,Femmes,Diabète sucré,29.9
2015,Canada,65 à 74 ans,Femmes,Maladie d'Alzheimer,11.2
2016,Canada,65 à 74 ans,Femmes,Maladie d'Alzheimer,12.0
2017,Canada,65 à 74 ans,Femmes,Maladie d'Alzheimer,12.5
2018,Canada,65 à 74 ans,Femmes,Maladie d'Alzheimer,10.3
2019,Canada,65 à 74 ans,Femmes,Maladie d'Alzheimer,9.9
2015,Canada,65 à 74 ans,Femmes,Maladies du coeur,153.3
2016,Canada,65 à 74 ans,Femmes,Maladies du coeur,152.5
2017,Canada,65 à 74 ans,Femmes,Maladies du coeur,148.8
2018,Canada,65 à 74 ans,Femmes,Maladies du coeur,147.4
2019,Canada,65 à 74 ans,Femmes,Maladies du coeur,143.8
2015,Canada,65 à 74 ans,Femmes,Maladies cérébrovasculaires,46.6
2016,Canada,65 à 74 ans,Femmes,Maladies cérébrovasculaires,42.6
2017,Canada,65 à 74 ans,Femmes,Maladies cérébrovasculaires,41.0
2018,Canada,65 à 74 ans,Femmes,Maladies cérébrovasculaires,40.4
2019,Canada,65 à 74 ans,Femmes,Maladies cérébrovasculaires,42.6
2015,Canada,65 à 74 ans,Femmes,Grippe et pneumopathie,17.4
2016,Canada,65 à 74 ans,Femmes,Grippe et pneumopathie,15.3
2017,Canada,65 à 74 ans,Femmes,Grippe et pneumopathie,16.1
2018,Canada,65 à 74 ans,Femmes,Grippe et pneumopathie,17.7
2019,Canada,65 à 74 ans,Femmes,Grippe et pneumopathie,17.4
2015,Canada,65 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,72.8
2016,Canada,65 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,69.2
2017,Canada,65 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,73.1
2018,Canada,65 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,72.9
2019,Canada,65 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,66.7
2015,Canada,65 à 74 ans,Femmes,Maladie chronique et cirrhose du foie,16.2
2016,Canada,65 à 74 ans,Femmes,Maladie chronique et cirrhose du foie,16.7
2017,Canada,65 à 74 ans,Femmes,Maladie chronique et cirrhose du foie,16.8
2018,Canada,65 à 74 ans,Femmes,Maladie chronique et cirrhose du foie,17.8
2019,Canada,65 à 74 ans,Femmes,Maladie chronique et cirrhose du foie,18.2
2015,Canada,65 à 74 ans,Femmes,Accidents (blessures involontaires),23.7
2016,Canada,65 à 74 ans,Femmes,Accidents (blessures involontaires),23.9
2017,Canada,65 à 74 ans,Femmes,Accidents (blessures involontaires),22.8
2018,Canada,65 à 74 ans,Femmes,Accidents (blessures involontaires),23.9
2019,Canada,65 à 74 ans,Femmes,Accidents (blessures involontaires),25.2
2015,Canada,65 à 74 ans,Femmes,Lésions auto-infligées,4.8
2016,Canada,65 à 74 ans,Femmes,Lésions auto-infligées,5.1
2017,Canada,65 à 74 ans,Femmes,Lésions auto-infligées,3.9
2018,Canada,65 à 74 ans,Femmes,Lésions auto-infligées,4.3
2019,Canada,65 à 74 ans,Femmes,Lésions auto-infligées,4.3
2015,Canada,75 à 84 ans,Les deux sexes,Tumeurs malignes,1254.0
2016,Canada,75 à 84 ans,Les deux sexes,Tumeurs malignes,1253.4
2017,Canada,75 à 84 ans,Les deux sexes,Tumeurs malignes,1224.0
2018,Canada,75 à 84 ans,Les deux sexes,Tumeurs malignes,1218.4
2019,Canada,75 à 84 ans,Les deux sexes,Tumeurs malignes,1176.1
2015,Canada,75 à 84 ans,Les deux sexes,Diabète sucré,119.0
2016,Canada,75 à 84 ans,Les deux sexes,Diabète sucré,108.9
2017,Canada,75 à 84 ans,Les deux sexes,Diabète sucré,105.0
2018,Canada,75 à 84 ans,Les deux sexes,Diabète sucré,99.2
2019,Canada,75 à 84 ans,Les deux sexes,Diabète sucré,96.8
2015,Canada,75 à 84 ans,Les deux sexes,Maladie d'Alzheimer,98.7
2016,Canada,75 à 84 ans,Les deux sexes,Maladie d'Alzheimer,92.5
2017,Canada,75 à 84 ans,Les deux sexes,Maladie d'Alzheimer,88.3
2018,Canada,75 à 84 ans,Les deux sexes,Maladie d'Alzheimer,86.3
2019,Canada,75 à 84 ans,Les deux sexes,Maladie d'Alzheimer,80.7
2015,Canada,75 à 84 ans,Les deux sexes,Maladies du coeur,750.6
2016,Canada,75 à 84 ans,Les deux sexes,Maladies du coeur,724.4
2017,Canada,75 à 84 ans,Les deux sexes,Maladies du coeur,708.3
2018,Canada,75 à 84 ans,Les deux sexes,Maladies du coeur,691.9
2019,Canada,75 à 84 ans,Les deux sexes,Maladies du coeur,663.3
2015,Canada,75 à 84 ans,Les deux sexes,Maladies cérébrovasculaires,226.5
2016,Canada,75 à 84 ans,Les deux sexes,Maladies cérébrovasculaires,205.9
2017,Canada,75 à 84 ans,Les deux sexes,Maladies cérébrovasculaires,208.0
2018,Canada,75 à 84 ans,Les deux sexes,Maladies cérébrovasculaires,199.0
2019,Canada,75 à 84 ans,Les deux sexes,Maladies cérébrovasculaires,186.3
2015,Canada,75 à 84 ans,Les deux sexes,Grippe et pneumopathie,100.4
2016,Canada,75 à 84 ans,Les deux sexes,Grippe et pneumopathie,75.1
2017,Canada,75 à 84 ans,Les deux sexes,Grippe et pneumopathie,87.8
2018,Canada,75 à 84 ans,Les deux sexes,Grippe et pneumopathie,98.6
2019,Canada,75 à 84 ans,Les deux sexes,Grippe et pneumopathie,77.7
2015,Canada,75 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,240.9
2016,Canada,75 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,230.1
2017,Canada,75 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,224.2
2018,Canada,75 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,231.0
2019,Canada,75 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,220.3
2015,Canada,75 à 84 ans,Les deux sexes,Maladie chronique et cirrhose du foie,25.7
2016,Canada,75 à 84 ans,Les deux sexes,Maladie chronique et cirrhose du foie,29.2
2017,Canada,75 à 84 ans,Les deux sexes,Maladie chronique et cirrhose du foie,27.7
2018,Canada,75 à 84 ans,Les deux sexes,Maladie chronique et cirrhose du foie,30.9
2019,Canada,75 à 84 ans,Les deux sexes,Maladie chronique et cirrhose du foie,32.6
2015,Canada,75 à 84 ans,Les deux sexes,Accidents (blessures involontaires),109.9
2016,Canada,75 à 84 ans,Les deux sexes,Accidents (blessures involontaires),104.5
2017,Canada,75 à 84 ans,Les deux sexes,Accidents (blessures involontaires),99.2
2018,Canada,75 à 84 ans,Les deux sexes,Accidents (blessures involontaires),104.7
2019,Canada,75 à 84 ans,Les deux sexes,Accidents (blessures involontaires),110.6
2015,Canada,75 à 84 ans,Les deux sexes,Lésions auto-infligées,12.9
2016,Canada,75 à 84 ans,Les deux sexes,Lésions auto-infligées,11.5
2017,Canada,75 à 84 ans,Les deux sexes,Lésions auto-infligées,10.5
2018,Canada,75 à 84 ans,Les deux sexes,Lésions auto-infligées,9.7
2019,Canada,75 à 84 ans,Les deux sexes,Lésions auto-infligées,9.1
2015,Canada,75 à 84 ans,Hommes,Tumeurs malignes,1546.7
2016,Canada,75 à 84 ans,Hommes,Tumeurs malignes,1541.5
2017,Canada,75 à 84 ans,Hommes,Tumeurs malignes,1510.8
2018,Canada,75 à 84 ans,Hommes,Tumeurs malignes,1473.4
2019,Canada,75 à 84 ans,Hommes,Tumeurs malignes,1420.3
2015,Canada,75 à 84 ans,Hommes,Diabète sucré,147.7
2016,Canada,75 à 84 ans,Hommes,Diabète sucré,133.3
2017,Canada,75 à 84 ans,Hommes,Diabète sucré,137.8
2018,Canada,75 à 84 ans,Hommes,Diabète sucré,123.2
2019,Canada,75 à 84 ans,Hommes,Diabète sucré,121.9
2015,Canada,75 à 84 ans,Hommes,Maladie d'Alzheimer,91.0
2016,Canada,75 à 84 ans,Hommes,Maladie d'Alzheimer,84.7
2017,Canada,75 à 84 ans,Hommes,Maladie d'Alzheimer,82.7
2018,Canada,75 à 84 ans,Hommes,Maladie d'Alzheimer,78.5
2019,Canada,75 à 84 ans,Hommes,Maladie d'Alzheimer,70.3
2015,Canada,75 à 84 ans,Hommes,Maladies du coeur,962.9
2016,Canada,75 à 84 ans,Hommes,Maladies du coeur,933.2
2017,Canada,75 à 84 ans,Hommes,Maladies du coeur,921.0
2018,Canada,75 à 84 ans,Hommes,Maladies du coeur,892.3
2019,Canada,75 à 84 ans,Hommes,Maladies du coeur,852.5
2015,Canada,75 à 84 ans,Hommes,Maladies cérébrovasculaires,244.2
2016,Canada,75 à 84 ans,Hommes,Maladies cérébrovasculaires,220.9
2017,Canada,75 à 84 ans,Hommes,Maladies cérébrovasculaires,233.4
2018,Canada,75 à 84 ans,Hommes,Maladies cérébrovasculaires,210.5
2019,Canada,75 à 84 ans,Hommes,Maladies cérébrovasculaires,207.4
2015,Canada,75 à 84 ans,Hommes,Grippe et pneumopathie,119.4
2016,Canada,75 à 84 ans,Hommes,Grippe et pneumopathie,88.8
2017,Canada,75 à 84 ans,Hommes,Grippe et pneumopathie,96.6
2018,Canada,75 à 84 ans,Hommes,Grippe et pneumopathie,117.6
2019,Canada,75 à 84 ans,Hommes,Grippe et pneumopathie,92.2
2015,Canada,75 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,274.4
2016,Canada,75 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,259.7
2017,Canada,75 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,248.6
2018,Canada,75 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,255.9
2019,Canada,75 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,238.8
2015,Canada,75 à 84 ans,Hommes,Maladie chronique et cirrhose du foie,35.6
2016,Canada,75 à 84 ans,Hommes,Maladie chronique et cirrhose du foie,38.9
2017,Canada,75 à 84 ans,Hommes,Maladie chronique et cirrhose du foie,36.1
2018,Canada,75 à 84 ans,Hommes,Maladie chronique et cirrhose du foie,40.6
2019,Canada,75 à 84 ans,Hommes,Maladie chronique et cirrhose du foie,45.0
2015,Canada,75 à 84 ans,Hommes,Accidents (blessures involontaires),135.5
2016,Canada,75 à 84 ans,Hommes,Accidents (blessures involontaires),128.3
2017,Canada,75 à 84 ans,Hommes,Accidents (blessures involontaires),123.7
2018,Canada,75 à 84 ans,Hommes,Accidents (blessures involontaires),122.7
2019,Canada,75 à 84 ans,Hommes,Accidents (blessures involontaires),132.3
2015,Canada,75 à 84 ans,Hommes,Lésions auto-infligées,22.4
2016,Canada,75 à 84 ans,Hommes,Lésions auto-infligées,20.4
2017,Canada,75 à 84 ans,Hommes,Lésions auto-infligées,17.9
2018,Canada,75 à 84 ans,Hommes,Lésions auto-infligées,18.0
2019,Canada,75 à 84 ans,Hommes,Lésions auto-infligées,15.3
2015,Canada,75 à 84 ans,Femmes,Tumeurs malignes,1018.9
2016,Canada,75 à 84 ans,Femmes,Tumeurs malignes,1020.6
2017,Canada,75 à 84 ans,Femmes,Tumeurs malignes,990.9
2018,Canada,75 à 84 ans,Femmes,Tumeurs malignes,1005.8
2019,Canada,75 à 84 ans,Femmes,Tumeurs malignes,971.1
2015,Canada,75 à 84 ans,Femmes,Diabète sucré,95.9
2016,Canada,75 à 84 ans,Femmes,Diabète sucré,89.2
2017,Canada,75 à 84 ans,Femmes,Diabète sucré,78.3
2018,Canada,75 à 84 ans,Femmes,Diabète sucré,79.1
2019,Canada,75 à 84 ans,Femmes,Diabète sucré,75.7
2015,Canada,75 à 84 ans,Femmes,Maladie d'Alzheimer,104.9
2016,Canada,75 à 84 ans,Femmes,Maladie d'Alzheimer,98.8
2017,Canada,75 à 84 ans,Femmes,Maladie d'Alzheimer,92.9
2018,Canada,75 à 84 ans,Femmes,Maladie d'Alzheimer,92.8
2019,Canada,75 à 84 ans,Femmes,Maladie d'Alzheimer,89.4
2015,Canada,75 à 84 ans,Femmes,Maladies du coeur,580.1
2016,Canada,75 à 84 ans,Femmes,Maladies du coeur,555.7
2017,Canada,75 à 84 ans,Femmes,Maladies du coeur,535.4
2018,Canada,75 à 84 ans,Femmes,Maladies du coeur,524.9
2019,Canada,75 à 84 ans,Femmes,Maladies du coeur,504.5
2015,Canada,75 à 84 ans,Femmes,Maladies cérébrovasculaires,212.3
2016,Canada,75 à 84 ans,Femmes,Maladies cérébrovasculaires,193.8
2017,Canada,75 à 84 ans,Femmes,Maladies cérébrovasculaires,187.4
2018,Canada,75 à 84 ans,Femmes,Maladies cérébrovasculaires,189.5
2019,Canada,75 à 84 ans,Femmes,Maladies cérébrovasculaires,168.7
2015,Canada,75 à 84 ans,Femmes,Grippe et pneumopathie,85.1
2016,Canada,75 à 84 ans,Femmes,Grippe et pneumopathie,64.1
2017,Canada,75 à 84 ans,Femmes,Grippe et pneumopathie,80.7
2018,Canada,75 à 84 ans,Femmes,Grippe et pneumopathie,82.9
2019,Canada,75 à 84 ans,Femmes,Grippe et pneumopathie,65.6
2015,Canada,75 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,214.0
2016,Canada,75 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,206.1
2017,Canada,75 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,204.3
2018,Canada,75 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,210.2
2019,Canada,75 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,204.7
2015,Canada,75 à 84 ans,Femmes,Maladie chronique et cirrhose du foie,17.8
2016,Canada,75 à 84 ans,Femmes,Maladie chronique et cirrhose du foie,21.3
2017,Canada,75 à 84 ans,Femmes,Maladie chronique et cirrhose du foie,20.9
2018,Canada,75 à 84 ans,Femmes,Maladie chronique et cirrhose du foie,22.9
2019,Canada,75 à 84 ans,Femmes,Maladie chronique et cirrhose du foie,22.2
2015,Canada,75 à 84 ans,Femmes,Accidents (blessures involontaires),89.3
2016,Canada,75 à 84 ans,Femmes,Accidents (blessures involontaires),85.3
2017,Canada,75 à 84 ans,Femmes,Accidents (blessures involontaires),79.3
2018,Canada,75 à 84 ans,Femmes,Accidents (blessures involontaires),89.7
2019,Canada,75 à 84 ans,Femmes,Accidents (blessures involontaires),92.3
2015,Canada,75 à 84 ans,Femmes,Lésions auto-infligées,5.4
2016,Canada,75 à 84 ans,Femmes,Lésions auto-infligées,4.3
2017,Canada,75 à 84 ans,Femmes,Lésions auto-infligées,4.4
2018,Canada,75 à 84 ans,Femmes,Lésions auto-infligées,2.8
2019,Canada,75 à 84 ans,Femmes,Lésions auto-infligées,3.9
2015,Canada,85 ans et plus,Les deux sexes,Tumeurs malignes,2002.5
2016,Canada,85 ans et plus,Les deux sexes,Tumeurs malignes,2066.4
2017,Canada,85 ans et plus,Les deux sexes,Tumeurs malignes,2053.9
2018,Canada,85 ans et plus,Les deux sexes,Tumeurs malignes,2043.7
2019,Canada,85 ans et plus,Les deux sexes,Tumeurs malignes,2062.7
2015,Canada,85 ans et plus,Les deux sexes,Diabète sucré,295.1
2016,Canada,85 ans et plus,Les deux sexes,Diabète sucré,278.0
2017,Canada,85 ans et plus,Les deux sexes,Diabète sucré,265.4
2018,Canada,85 ans et plus,Les deux sexes,Diabète sucré,253.5
2019,Canada,85 ans et plus,Les deux sexes,Diabète sucré,255.6
2015,Canada,85 ans et plus,Les deux sexes,Maladie d'Alzheimer,583.8
2016,Canada,85 ans et plus,Les deux sexes,Maladie d'Alzheimer,561.7
2017,Canada,85 ans et plus,Les deux sexes,Maladie d'Alzheimer,564.2
2018,Canada,85 ans et plus,Les deux sexes,Maladie d'Alzheimer,533.9
2019,Canada,85 ans et plus,Les deux sexes,Maladie d'Alzheimer,499.1
2015,Canada,85 ans et plus,Les deux sexes,Maladies du coeur,3033.3
2016,Canada,85 ans et plus,Les deux sexes,Maladies du coeur,2892.0
2017,Canada,85 ans et plus,Les deux sexes,Maladies du coeur,2963.9
2018,Canada,85 ans et plus,Les deux sexes,Maladies du coeur,2984.2
2019,Canada,85 ans et plus,Les deux sexes,Maladies du coeur,2864.6
2015,Canada,85 ans et plus,Les deux sexes,Maladies cérébrovasculaires,902.1
2016,Canada,85 ans et plus,Les deux sexes,Maladies cérébrovasculaires,869.1
2017,Canada,85 ans et plus,Les deux sexes,Maladies cérébrovasculaires,868.4
2018,Canada,85 ans et plus,Les deux sexes,Maladies cérébrovasculaires,819.2
2019,Canada,85 ans et plus,Les deux sexes,Maladies cérébrovasculaires,811.1
2015,Canada,85 ans et plus,Les deux sexes,Grippe et pneumopathie,603.0
2016,Canada,85 ans et plus,Les deux sexes,Grippe et pneumopathie,442.8
2017,Canada,85 ans et plus,Les deux sexes,Grippe et pneumopathie,551.0
2018,Canada,85 ans et plus,Les deux sexes,Grippe et pneumopathie,614.6
2019,Canada,85 ans et plus,Les deux sexes,Grippe et pneumopathie,458.8
2015,Canada,85 ans et plus,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,604.8
2016,Canada,85 ans et plus,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,557.8
2017,Canada,85 ans et plus,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,577.7
2018,Canada,85 ans et plus,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,551.4
2019,Canada,85 ans et plus,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,532.3
2015,Canada,85 ans et plus,Les deux sexes,Maladie chronique et cirrhose du foie,24.8
2016,Canada,85 ans et plus,Les deux sexes,Maladie chronique et cirrhose du foie,25.1
2017,Canada,85 ans et plus,Les deux sexes,Maladie chronique et cirrhose du foie,31.9
2018,Canada,85 ans et plus,Les deux sexes,Maladie chronique et cirrhose du foie,28.1
2019,Canada,85 ans et plus,Les deux sexes,Maladie chronique et cirrhose du foie,28.1
2015,Canada,85 ans et plus,Les deux sexes,Accidents (blessures involontaires),476.0
2016,Canada,85 ans et plus,Les deux sexes,Accidents (blessures involontaires),474.3
2017,Canada,85 ans et plus,Les deux sexes,Accidents (blessures involontaires),485.3
2018,Canada,85 ans et plus,Les deux sexes,Accidents (blessures involontaires),520.0
2019,Canada,85 ans et plus,Les deux sexes,Accidents (blessures involontaires),568.9
2015,Canada,85 ans et plus,Les deux sexes,Lésions auto-infligées,11.1
2016,Canada,85 ans et plus,Les deux sexes,Lésions auto-infligées,10.2
2017,Canada,85 ans et plus,Les deux sexes,Lésions auto-infligées,11.9
2018,Canada,85 ans et plus,Les deux sexes,Lésions auto-infligées,9.4
2019,Canada,85 ans et plus,Les deux sexes,Lésions auto-infligées,10.3
2015,Canada,85 ans et plus,Hommes,Tumeurs malignes,2802.7
2016,Canada,85 ans et plus,Hommes,Tumeurs malignes,2856.5
2017,Canada,85 ans et plus,Hommes,Tumeurs malignes,2815.2
2018,Canada,85 ans et plus,Hommes,Tumeurs malignes,2778.0
2019,Canada,85 ans et plus,Hommes,Tumeurs malignes,2821.9
2015,Canada,85 ans et plus,Hommes,Diabète sucré,355.6
2016,Canada,85 ans et plus,Hommes,Diabète sucré,320.0
2017,Canada,85 ans et plus,Hommes,Diabète sucré,327.9
2018,Canada,85 ans et plus,Hommes,Diabète sucré,294.6
2019,Canada,85 ans et plus,Hommes,Diabète sucré,312.3
2015,Canada,85 ans et plus,Hommes,Maladie d'Alzheimer,467.1
2016,Canada,85 ans et plus,Hommes,Maladie d'Alzheimer,441.6
2017,Canada,85 ans et plus,Hommes,Maladie d'Alzheimer,442.9
2018,Canada,85 ans et plus,Hommes,Maladie d'Alzheimer,419.2
2019,Canada,85 ans et plus,Hommes,Maladie d'Alzheimer,390.2
2015,Canada,85 ans et plus,Hommes,Maladies du coeur,3417.5
2016,Canada,85 ans et plus,Hommes,Maladies du coeur,3262.6
2017,Canada,85 ans et plus,Hommes,Maladies du coeur,3372.8
2018,Canada,85 ans et plus,Hommes,Maladies du coeur,3372.6
2019,Canada,85 ans et plus,Hommes,Maladies du coeur,3179.9
2015,Canada,85 ans et plus,Hommes,Maladies cérébrovasculaires,855.5
2016,Canada,85 ans et plus,Hommes,Maladies cérébrovasculaires,795.0
2017,Canada,85 ans et plus,Hommes,Maladies cérébrovasculaires,829.1
2018,Canada,85 ans et plus,Hommes,Maladies cérébrovasculaires,746.6
2019,Canada,85 ans et plus,Hommes,Maladies cérébrovasculaires,751.5
2015,Canada,85 ans et plus,Hommes,Grippe et pneumopathie,673.5
2016,Canada,85 ans et plus,Hommes,Grippe et pneumopathie,518.5
2017,Canada,85 ans et plus,Hommes,Grippe et pneumopathie,616.9
2018,Canada,85 ans et plus,Hommes,Grippe et pneumopathie,670.7
2019,Canada,85 ans et plus,Hommes,Grippe et pneumopathie,511.4
2015,Canada,85 ans et plus,Hommes,Maladies chroniques des voies respiratoires inférieures,807.7
2016,Canada,85 ans et plus,Hommes,Maladies chroniques des voies respiratoires inférieures,750.3
2017,Canada,85 ans et plus,Hommes,Maladies chroniques des voies respiratoires inférieures,742.5
2018,Canada,85 ans et plus,Hommes,Maladies chroniques des voies respiratoires inférieures,705.6
2019,Canada,85 ans et plus,Hommes,Maladies chroniques des voies respiratoires inférieures,669.0
2015,Canada,85 ans et plus,Hommes,Maladie chronique et cirrhose du foie,35.5
2016,Canada,85 ans et plus,Hommes,Maladie chronique et cirrhose du foie,39.5
2017,Canada,85 ans et plus,Hommes,Maladie chronique et cirrhose du foie,44.9
2018,Canada,85 ans et plus,Hommes,Maladie chronique et cirrhose du foie,41.6
2019,Canada,85 ans et plus,Hommes,Maladie chronique et cirrhose du foie,38.4
2015,Canada,85 ans et plus,Hommes,Accidents (blessures involontaires),506.8
2016,Canada,85 ans et plus,Hommes,Accidents (blessures involontaires),510.1
2017,Canada,85 ans et plus,Hommes,Accidents (blessures involontaires),527.8
2018,Canada,85 ans et plus,Hommes,Accidents (blessures involontaires),545.5
2019,Canada,85 ans et plus,Hommes,Accidents (blessures involontaires),606.0
