Year,Geography,Core public infrastructure assets,Type of municipality by population size,GeoCode,Value
2022,Ontario,Shelters and homeless services assets,"Urban municipalities, population greater than 30,000 to 100,000",35,
2022,Ontario,Shelters and homeless services assets,"Urban municipalities, population greater than 100,000 to 200,000",35,
2022,Ontario,Shelters and homeless services assets,"Urban municipalities, population greater than 200,000",35,
2022,Ontario,Shelters and homeless services assets,All rural municipalities,35,
2022,Ontario,Shelters and homeless services assets,"Rural municipalities, population less than 5000",35,
2022,Ontario,Shelters and homeless services assets,"Rural municipalities, population greater than 5000",35,
2022,Ontario,Active transportation assets,All municipalities,35,29.18
2022,Ontario,Active transportation assets,All urban municipalities,35,41.35
2022,Ontario,Active transportation assets,"Urban municipalities, population less than 5000",35,9.09
2022,Ontario,Active transportation assets,"Urban municipalities, population greater than 5000 to 30,000",35,31.71
2022,Ontario,Active transportation assets,"Urban municipalities, population greater than 30,000 to 100,000",35,48.0
2022,Ontario,Active transportation assets,"Urban municipalities, population greater than 100,000 to 200,000",35,46.67
2022,Ontario,Active transportation assets,"Urban municipalities, population greater than 200,000",35,75.0
2022,Ontario,Active transportation assets,All rural municipalities,35,24.0
2022,Ontario,Active transportation assets,"Rural municipalities, population less than 5000",35,18.09
2022,Ontario,Active transportation assets,"Rural municipalities, population greater than 5000",35,28.03
2022,Manitoba,Public transit assets,All municipalities,46,25.0
2022,Manitoba,Public transit assets,All urban municipalities,46,38.46
2022,Manitoba,Public transit assets,"Urban municipalities, population less than 5000",46,25.0
2022,Manitoba,Public transit assets,"Urban municipalities, population greater than 5000 to 30,000",46,33.33
2022,Manitoba,Public transit assets,"Urban municipalities, population greater than 30,000 to 100,000",46,100.0
2022,Manitoba,Public transit assets,"Urban municipalities, population greater than 100,000 to 200,000",46,
2022,Manitoba,Public transit assets,"Urban municipalities, population greater than 200,000",46,100.0
2022,Manitoba,Public transit assets,All rural municipalities,46,15.79
2022,Manitoba,Public transit assets,"Rural municipalities, population less than 5000",46,16.67
2022,Manitoba,Public transit assets,"Rural municipalities, population greater than 5000",46,0.0
2022,Manitoba,Potable water assets,All municipalities,46,42.37
2022,Manitoba,Potable water assets,All urban municipalities,46,66.67
2022,Manitoba,Potable water assets,"Urban municipalities, population less than 5000",46,69.23
2022,Manitoba,Potable water assets,"Urban municipalities, population greater than 5000 to 30,000",46,66.67
2022,Manitoba,Potable water assets,"Urban municipalities, population greater than 30,000 to 100,000",46,100.0
2022,Manitoba,Potable water assets,"Urban municipalities, population greater than 100,000 to 200,000",46,
2022,Manitoba,Potable water assets,"Urban municipalities, population greater than 200,000",46,0.0
2022,Manitoba,Potable water assets,All rural municipalities,46,35.16
2022,Manitoba,Potable water assets,"Rural municipalities, population less than 5000",46,30.26
2022,Manitoba,Potable water assets,"Rural municipalities, population greater than 5000",46,60.0
2022,Manitoba,Stormwater assets,All municipalities,46,45.28
2022,Manitoba,Stormwater assets,All urban municipalities,46,71.43
2022,Manitoba,Stormwater assets,"Urban municipalities, population less than 5000",46,71.43
2022,Manitoba,Stormwater assets,"Urban municipalities, population greater than 5000 to 30,000",46,75.0
2022,Manitoba,Stormwater assets,"Urban municipalities, population greater than 30,000 to 100,000",46,100.0
2022,Manitoba,Stormwater assets,"Urban municipalities, population greater than 100,000 to 200,000",46,
2022,Manitoba,Stormwater assets,"Urban municipalities, population greater than 200,000",46,0.0
2022,Manitoba,Stormwater assets,All rural municipalities,46,35.9
2022,Manitoba,Stormwater assets,"Rural municipalities, population less than 5000",46,29.69
2022,Manitoba,Stormwater assets,"Rural municipalities, population greater than 5000",46,64.29
2022,Manitoba,Wastewater assets,All municipalities,46,48.41
2022,Manitoba,Wastewater assets,All urban municipalities,46,66.67
2022,Manitoba,Wastewater assets,"Urban municipalities, population less than 5000",46,68.75
2022,Manitoba,Wastewater assets,"Urban municipalities, population greater than 5000 to 30,000",46,66.67
2022,Manitoba,Wastewater assets,"Urban municipalities, population greater than 30,000 to 100,000",46,100.0
2022,Manitoba,Wastewater assets,"Urban municipalities, population greater than 100,000 to 200,000",46,
2022,Manitoba,Wastewater assets,"Urban municipalities, population greater than 200,000",46,0.0
2022,Manitoba,Wastewater assets,All rural municipalities,46,42.71
2022,Manitoba,Wastewater assets,"Rural municipalities, population less than 5000",46,38.75
2022,Manitoba,Wastewater assets,"Rural municipalities, population greater than 5000",46,62.5
2022,Manitoba,Solid waste assets,All municipalities,46,38.94
2022,Manitoba,Solid waste assets,All urban municipalities,46,54.17
2022,Manitoba,Solid waste assets,"Urban municipalities, population less than 5000",46,53.85
2022,Manitoba,Solid waste assets,"Urban municipalities, population greater than 5000 to 30,000",46,44.44
2022,Manitoba,Solid waste assets,"Urban municipalities, population greater than 30,000 to 100,000",46,100.0
2022,Manitoba,Solid waste assets,"Urban municipalities, population greater than 100,000 to 200,000",46,
2022,Manitoba,Solid waste assets,"Urban municipalities, population greater than 200,000",46,100.0
2022,Manitoba,Solid waste assets,All rural municipalities,46,34.83
2022,Manitoba,Solid waste assets,"Rural municipalities, population less than 5000",46,32.91
2022,Manitoba,Solid waste assets,"Rural municipalities, population greater than 5000",46,55.56
2022,Manitoba,Roads,All municipalities,46,43.61
2022,Manitoba,Roads,All urban municipalities,46,60.0
2022,Manitoba,Roads,"Urban municipalities, population less than 5000",46,62.5
2022,Manitoba,Roads,"Urban municipalities, population greater than 5000 to 30,000",46,58.33
2022,Manitoba,Roads,"Urban municipalities, population greater than 30,000 to 100,000",46,100.0
2022,Manitoba,Roads,"Urban municipalities, population greater than 100,000 to 200,000",46,
2022,Manitoba,Roads,"Urban municipalities, population greater than 200,000",46,0.0
2022,Manitoba,Roads,All rural municipalities,46,38.83
2022,Manitoba,Roads,"Rural municipalities, population less than 5000",46,34.48
2022,Manitoba,Roads,"Rural municipalities, population greater than 5000",46,62.5
2022,Manitoba,Bridges and tunnels,All municipalities,46,37.08
2022,Manitoba,Bridges and tunnels,All urban municipalities,46,66.67
2022,Manitoba,Bridges and tunnels,"Urban municipalities, population less than 5000",46,80.0
2022,Manitoba,Bridges and tunnels,"Urban municipalities, population greater than 5000 to 30,000",46,33.33
2022,Manitoba,Bridges and tunnels,"Urban municipalities, population greater than 30,000 to 100,000",46,
2022,Manitoba,Bridges and tunnels,"Urban municipalities, population greater than 100,000 to 200,000",46,
2022,Manitoba,Bridges and tunnels,"Urban municipalities, population greater than 200,000",46,100.0
2022,Manitoba,Bridges and tunnels,All rural municipalities,46,33.75
2022,Manitoba,Bridges and tunnels,"Rural municipalities, population less than 5000",46,27.94
2022,Manitoba,Bridges and tunnels,"Rural municipalities, population greater than 5000",46,61.54
2022,Manitoba,Social and affordable housing,All municipalities,46,
2022,Manitoba,Social and affordable housing,All urban municipalities,46,
2022,Manitoba,Social and affordable housing,"Urban municipalities, population less than 5000",46,
2022,Manitoba,Social and affordable housing,"Urban municipalities, population greater than 5000 to 30,000",46,
2022,Manitoba,Social and affordable housing,"Urban municipalities, population greater than 30,000 to 100,000",46,
2022,Manitoba,Social and affordable housing,"Urban municipalities, population greater than 100,000 to 200,000",46,
2022,Manitoba,Social and affordable housing,"Urban municipalities, population greater than 200,000",46,
2022,Manitoba,Social and affordable housing,All rural municipalities,46,
2022,Manitoba,Social and affordable housing,"Rural municipalities, population less than 5000",46,
2022,Manitoba,Social and affordable housing,"Rural municipalities, population greater than 5000",46,
2022,Manitoba,"Culture, recreation and sports facilities",All municipalities,46,22.22
2022,Manitoba,"Culture, recreation and sports facilities",All urban municipalities,46,36.67
2022,Manitoba,"Culture, recreation and sports facilities","Urban municipalities, population less than 5000",46,25.0
2022,Manitoba,"Culture, recreation and sports facilities","Urban municipalities, population greater than 5000 to 30,000",46,41.67
2022,Manitoba,"Culture, recreation and sports facilities","Urban municipalities, population greater than 30,000 to 100,000",46,100.0
2022,Manitoba,"Culture, recreation and sports facilities","Urban municipalities, population greater than 100,000 to 200,000",46,
2022,Manitoba,"Culture, recreation and sports facilities","Urban municipalities, population greater than 200,000",46,100.0
2022,Manitoba,"Culture, recreation and sports facilities",All rural municipalities,46,17.24
2022,Manitoba,"Culture, recreation and sports facilities","Rural municipalities, population less than 5000",46,12.33
2022,Manitoba,"Culture, recreation and sports facilities","Rural municipalities, population greater than 5000",46,46.67
2022,Manitoba,Shelters and homeless services assets,All municipalities,46,
2022,Manitoba,Shelters and homeless services assets,All urban municipalities,46,
2022,Manitoba,Shelters and homeless services assets,"Urban municipalities, population less than 5000",46,
2022,Manitoba,Shelters and homeless services assets,"Urban municipalities, population greater than 5000 to 30,000",46,
2022,Manitoba,Shelters and homeless services assets,"Urban municipalities, population greater than 30,000 to 100,000",46,
2022,Manitoba,Shelters and homeless services assets,"Urban municipalities, population greater than 100,000 to 200,000",46,
2022,Manitoba,Shelters and homeless services assets,"Urban municipalities, population greater than 200,000",46,
2022,Manitoba,Shelters and homeless services assets,All rural municipalities,46,
2022,Manitoba,Shelters and homeless services assets,"Rural municipalities, population less than 5000",46,
2022,Manitoba,Shelters and homeless services assets,"Rural municipalities, population greater than 5000",46,
2022,Manitoba,Active transportation assets,All municipalities,46,21.77
2022,Manitoba,Active transportation assets,All urban municipalities,46,33.33
2022,Manitoba,Active transportation assets,"Urban municipalities, population less than 5000",46,31.25
2022,Manitoba,Active transportation assets,"Urban municipalities, population greater than 5000 to 30,000",46,41.67
2022,Manitoba,Active transportation assets,"Urban municipalities, population greater than 30,000 to 100,000",46,0.0
2022,Manitoba,Active transportation assets,"Urban municipalities, population greater than 100,000 to 200,000",46,
2022,Manitoba,Active transportation assets,"Urban municipalities, population greater than 200,000",46,0.0
2022,Manitoba,Active transportation assets,All rural municipalities,46,18.09
2022,Manitoba,Active transportation assets,"Rural municipalities, population less than 5000",46,11.54
2022,Manitoba,Active transportation assets,"Rural municipalities, population greater than 5000",46,50.0
2022,Saskatchewan,Public transit assets,All municipalities,47,10.87
2022,Saskatchewan,Public transit assets,All urban municipalities,47,26.67
2022,Saskatchewan,Public transit assets,"Urban municipalities, population less than 5000",47,19.05
2022,Saskatchewan,Public transit assets,"Urban municipalities, population greater than 5000 to 30,000",47,20.0
2022,Saskatchewan,Public transit assets,"Urban municipalities, population greater than 30,000 to 100,000",47,50.0
2022,Saskatchewan,Public transit assets,"Urban municipalities, population greater than 100,000 to 200,000",47,
2022,Saskatchewan,Public transit assets,"Urban municipalities, population greater than 200,000",47,100.0
2022,Saskatchewan,Public transit assets,All rural municipalities,47,3.23
2022,Saskatchewan,Public transit assets,"Rural municipalities, population less than 5000",47,3.23
2022,Saskatchewan,Public transit assets,"Rural municipalities, population greater than 5000",47,
2022,Saskatchewan,Potable water assets,All municipalities,47,17.95
2022,Saskatchewan,Potable water assets,All urban municipalities,47,24.59
2022,Saskatchewan,Potable water assets,"Urban municipalities, population less than 5000",47,23.4
2022,Saskatchewan,Potable water assets,"Urban municipalities, population greater than 5000 to 30,000",47,20.0
2022,Saskatchewan,Potable water assets,"Urban municipalities, population greater than 30,000 to 100,000",47,0.0
2022,Saskatchewan,Potable water assets,"Urban municipalities, population greater than 100,000 to 200,000",47,
2022,Saskatchewan,Potable water assets,"Urban municipalities, population greater than 200,000",47,100.0
2022,Saskatchewan,Potable water assets,All rural municipalities,47,17.04
2022,Saskatchewan,Potable water assets,"Rural municipalities, population less than 5000",47,17.08
2022,Saskatchewan,Potable water assets,"Rural municipalities, population greater than 5000",47,0.0
2022,Saskatchewan,Stormwater assets,All municipalities,47,18.03
2022,Saskatchewan,Stormwater assets,All urban municipalities,47,30.51
2022,Saskatchewan,Stormwater assets,"Urban municipalities, population less than 5000",47,26.67
2022,Saskatchewan,Stormwater assets,"Urban municipalities, population greater than 5000 to 30,000",47,30.0
2022,Saskatchewan,Stormwater assets,"Urban municipalities, population greater than 30,000 to 100,000",47,50.0
2022,Saskatchewan,Stormwater assets,"Urban municipalities, population greater than 100,000 to 200,000",47,
2022,Saskatchewan,Stormwater assets,"Urban municipalities, population greater than 200,000",47,100.0
2022,Saskatchewan,Stormwater assets,All rural municipalities,47,15.54
2022,Saskatchewan,Stormwater assets,"Rural municipalities, population less than 5000",47,15.59
2022,Saskatchewan,Stormwater assets,"Rural municipalities, population greater than 5000",47,0.0
2022,Saskatchewan,Wastewater assets,All municipalities,47,20.57
2022,Saskatchewan,Wastewater assets,All urban municipalities,47,29.51
2022,Saskatchewan,Wastewater assets,"Urban municipalities, population less than 5000",47,25.53
2022,Saskatchewan,Wastewater assets,"Urban municipalities, population greater than 5000 to 30,000",47,40.0
2022,Saskatchewan,Wastewater assets,"Urban municipalities, population greater than 30,000 to 100,000",47,50.0
2022,Saskatchewan,Wastewater assets,"Urban municipalities, population greater than 100,000 to 200,000",47,
2022,Saskatchewan,Wastewater assets,"Urban municipalities, population greater than 200,000",47,50.0
2022,Saskatchewan,Wastewater assets,All rural municipalities,47,19.19
2022,Saskatchewan,Wastewater assets,"Rural municipalities, population less than 5000",47,19.19
2022,Saskatchewan,Wastewater assets,"Rural municipalities, population greater than 5000",47,
2022,Saskatchewan,Solid waste assets,All municipalities,47,15.33
2022,Saskatchewan,Solid waste assets,All urban municipalities,47,32.0
2022,Saskatchewan,Solid waste assets,"Urban municipalities, population less than 5000",47,23.68
2022,Saskatchewan,Solid waste assets,"Urban municipalities, population greater than 5000 to 30,000",47,37.5
2022,Saskatchewan,Solid waste assets,"Urban municipalities, population greater than 30,000 to 100,000",47,100.0
2022,Saskatchewan,Solid waste assets,"Urban municipalities, population greater than 100,000 to 200,000",47,
2022,Saskatchewan,Solid waste assets,"Urban municipalities, population greater than 200,000",47,100.0
2022,Saskatchewan,Solid waste assets,All rural municipalities,47,13.18
2022,Saskatchewan,Solid waste assets,"Rural municipalities, population less than 5000",47,13.18
2022,Saskatchewan,Solid waste assets,"Rural municipalities, population greater than 5000",47,
2022,Saskatchewan,Roads,All municipalities,47,15.42
2022,Saskatchewan,Roads,All urban municipalities,47,22.95
2022,Saskatchewan,Roads,"Urban municipalities, population less than 5000",47,25.53
2022,Saskatchewan,Roads,"Urban municipalities, population greater than 5000 to 30,000",47,20.0
2022,Saskatchewan,Roads,"Urban municipalities, population greater than 30,000 to 100,000",47,0.0
2022,Saskatchewan,Roads,"Urban municipalities, population greater than 100,000 to 200,000",47,
2022,Saskatchewan,Roads,"Urban municipalities, population greater than 200,000",47,0.0
2022,Saskatchewan,Roads,All rural municipalities,47,14.73
2022,Saskatchewan,Roads,"Rural municipalities, population less than 5000",47,14.75
2022,Saskatchewan,Roads,"Rural municipalities, population greater than 5000",47,0.0
2022,Saskatchewan,Bridges and tunnels,All municipalities,47,30.89
2022,Saskatchewan,Bridges and tunnels,All urban municipalities,47,63.16
2022,Saskatchewan,Bridges and tunnels,"Urban municipalities, population less than 5000",47,54.55
2022,Saskatchewan,Bridges and tunnels,"Urban municipalities, population greater than 5000 to 30,000",47,75.0
2022,Saskatchewan,Bridges and tunnels,"Urban municipalities, population greater than 30,000 to 100,000",47,50.0
2022,Saskatchewan,Bridges and tunnels,"Urban municipalities, population greater than 100,000 to 200,000",47,
2022,Saskatchewan,Bridges and tunnels,"Urban municipalities, population greater than 200,000",47,100.0
2022,Saskatchewan,Bridges and tunnels,All rural municipalities,47,28.9
2022,Saskatchewan,Bridges and tunnels,"Rural municipalities, population less than 5000",47,28.99
2022,Saskatchewan,Bridges and tunnels,"Rural municipalities, population greater than 5000",47,0.0
2022,Saskatchewan,Social and affordable housing,All municipalities,47,
2022,Saskatchewan,Social and affordable housing,All urban municipalities,47,
2022,Saskatchewan,Social and affordable housing,"Urban municipalities, population less than 5000",47,
2022,Saskatchewan,Social and affordable housing,"Urban municipalities, population greater than 5000 to 30,000",47,
2022,Saskatchewan,Social and affordable housing,"Urban municipalities, population greater than 30,000 to 100,000",47,
2022,Saskatchewan,Social and affordable housing,"Urban municipalities, population greater than 100,000 to 200,000",47,
2022,Saskatchewan,Social and affordable housing,"Urban municipalities, population greater than 200,000",47,
2022,Saskatchewan,Social and affordable housing,All rural municipalities,47,
2022,Saskatchewan,Social and affordable housing,"Rural municipalities, population less than 5000",47,
2022,Saskatchewan,Social and affordable housing,"Rural municipalities, population greater than 5000",47,
2022,Saskatchewan,"Culture, recreation and sports facilities",All municipalities,47,13.36
2022,Saskatchewan,"Culture, recreation and sports facilities",All urban municipalities,47,21.31
2022,Saskatchewan,"Culture, recreation and sports facilities","Urban municipalities, population less than 5000",47,17.02
2022,Saskatchewan,"Culture, recreation and sports facilities","Urban municipalities, population greater than 5000 to 30,000",47,40.0
2022,Saskatchewan,"Culture, recreation and sports facilities","Urban municipalities, population greater than 30,000 to 100,000",47,0.0
2022,Saskatchewan,"Culture, recreation and sports facilities","Urban municipalities, population greater than 100,000 to 200,000",47,
2022,Saskatchewan,"Culture, recreation and sports facilities","Urban municipalities, population greater than 200,000",47,50.0
2022,Saskatchewan,"Culture, recreation and sports facilities",All rural municipalities,47,12.2
2022,Saskatchewan,"Culture, recreation and sports facilities","Rural municipalities, population less than 5000",47,12.2
2022,Saskatchewan,"Culture, recreation and sports facilities","Rural municipalities, population greater than 5000",47,
2022,Saskatchewan,Shelters and homeless services assets,All municipalities,47,
2022,Saskatchewan,Shelters and homeless services assets,All urban municipalities,47,
2022,Saskatchewan,Shelters and homeless services assets,"Urban municipalities, population less than 5000",47,
2022,Saskatchewan,Shelters and homeless services assets,"Urban municipalities, population greater than 5000 to 30,000",47,
2022,Saskatchewan,Shelters and homeless services assets,"Urban municipalities, population greater than 30,000 to 100,000",47,
2022,Saskatchewan,Shelters and homeless services assets,"Urban municipalities, population greater than 100,000 to 200,000",47,
2022,Saskatchewan,Shelters and homeless services assets,"Urban municipalities, population greater than 200,000",47,
2022,Saskatchewan,Shelters and homeless services assets,All rural municipalities,47,
2022,Saskatchewan,Shelters and homeless services assets,"Rural municipalities, population less than 5000",47,
2022,Saskatchewan,Shelters and homeless services assets,"Rural municipalities, population greater than 5000",47,
2022,Saskatchewan,Active transportation assets,All municipalities,47,4.28
2022,Saskatchewan,Active transportation assets,All urban municipalities,47,10.17
2022,Saskatchewan,Active transportation assets,"Urban municipalities, population less than 5000",47,6.67
2022,Saskatchewan,Active transportation assets,"Urban municipalities, population greater than 5000 to 30,000",47,30.0
2022,Saskatchewan,Active transportation assets,"Urban municipalities, population greater than 30,000 to 100,000",47,0.0
2022,Saskatchewan,Active transportation assets,"Urban municipalities, population greater than 100,000 to 200,000",47,
2022,Saskatchewan,Active transportation assets,"Urban municipalities, population greater than 200,000",47,0.0
2022,Saskatchewan,Active transportation assets,All rural municipalities,47,3.31
2022,Saskatchewan,Active transportation assets,"Rural municipalities, population less than 5000",47,3.32
2022,Saskatchewan,Active transportation assets,"Rural municipalities, population greater than 5000",47,0.0
2022,Alberta,Public transit assets,All municipalities,48,33.93
2022,Alberta,Public transit assets,All urban municipalities,48,34.29
2022,Alberta,Public transit assets,"Urban municipalities, population less than 5000",48,0.0
2022,Alberta,Public transit assets,"Urban municipalities, population greater than 5000 to 30,000",48,23.53
2022,Alberta,Public transit assets,"Urban municipalities, population greater than 30,000 to 100,000",48,60.0
2022,Alberta,Public transit assets,"Urban municipalities, population greater than 100,000 to 200,000",48,0.0
2022,Alberta,Public transit assets,"Urban municipalities, population greater than 200,000",48,100.0
2022,Alberta,Public transit assets,All rural municipalities,48,33.33
2022,Alberta,Public transit assets,"Rural municipalities, population less than 5000",48,30.77
2022,Alberta,Public transit assets,"Rural municipalities, population greater than 5000",48,37.5
2022,Alberta,Potable water assets,All municipalities,48,32.48
2022,Alberta,Potable water assets,All urban municipalities,48,40.4
2022,Alberta,Potable water assets,"Urban municipalities, population less than 5000",48,48.0
2022,Alberta,Potable water assets,"Urban municipalities, population greater than 5000 to 30,000",48,30.56
2022,Alberta,Potable water assets,"Urban municipalities, population greater than 30,000 to 100,000",48,36.36
2022,Alberta,Potable water assets,"Urban municipalities, population greater than 100,000 to 200,000",48,0.0
2022,Alberta,Potable water assets,"Urban municipalities, population greater than 200,000",48,100.0
2022,Alberta,Potable water assets,All rural municipalities,48,28.3
2022,Alberta,Potable water assets,"Rural municipalities, population less than 5000",48,26.26
2022,Alberta,Potable water assets,"Rural municipalities, population greater than 5000",48,39.39
2022,Alberta,Stormwater assets,All municipalities,48,40.27
2022,Alberta,Stormwater assets,All urban municipalities,48,51.96
2022,Alberta,Stormwater assets,"Urban municipalities, population less than 5000",48,50.0
2022,Alberta,Stormwater assets,"Urban municipalities, population greater than 5000 to 30,000",48,50.0
2022,Alberta,Stormwater assets,"Urban municipalities, population greater than 30,000 to 100,000",48,58.33
2022,Alberta,Stormwater assets,"Urban municipalities, population greater than 100,000 to 200,000",48,100.0
2022,Alberta,Stormwater assets,"Urban municipalities, population greater than 200,000",48,100.0
2022,Alberta,Stormwater assets,All rural municipalities,48,33.51
2022,Alberta,Stormwater assets,"Rural municipalities, population less than 5000",48,31.45
2022,Alberta,Stormwater assets,"Rural municipalities, population greater than 5000",48,43.75
2022,Alberta,Wastewater assets,All municipalities,48,31.07
2022,Alberta,Wastewater assets,All urban municipalities,48,44.44
2022,Alberta,Wastewater assets,"Urban municipalities, population less than 5000",48,44.0
2022,Alberta,Wastewater assets,"Urban municipalities, population greater than 5000 to 30,000",48,41.67
2022,Alberta,Wastewater assets,"Urban municipalities, population greater than 30,000 to 100,000",48,45.45
2022,Alberta,Wastewater assets,"Urban municipalities, population greater than 100,000 to 200,000",48,100.0
2022,Alberta,Wastewater assets,"Urban municipalities, population greater than 200,000",48,100.0
2022,Alberta,Wastewater assets,All rural municipalities,48,24.76
2022,Alberta,Wastewater assets,"Rural municipalities, population less than 5000",48,21.71
2022,Alberta,Wastewater assets,"Rural municipalities, population greater than 5000",48,37.14
2022,Alberta,Solid waste assets,All municipalities,48,31.18
2022,Alberta,Solid waste assets,All urban municipalities,48,31.25
2022,Alberta,Solid waste assets,"Urban municipalities, population less than 5000",48,25.93
2022,Alberta,Solid waste assets,"Urban municipalities, population greater than 5000 to 30,000",48,26.92
2022,Alberta,Solid waste assets,"Urban municipalities, population greater than 30,000 to 100,000",48,50.0
2022,Alberta,Solid waste assets,"Urban municipalities, population greater than 100,000 to 200,000",48,0.0
2022,Alberta,Solid waste assets,"Urban municipalities, population greater than 200,000",48,100.0
2022,Alberta,Solid waste assets,All rural municipalities,48,30.84
2022,Alberta,Solid waste assets,"Rural municipalities, population less than 5000",48,33.33
2022,Alberta,Solid waste assets,"Rural municipalities, population greater than 5000",48,23.08
2022,Alberta,Roads,All municipalities,48,31.27
2022,Alberta,Roads,All urban municipalities,48,36.54
2022,Alberta,Roads,"Urban municipalities, population less than 5000",48,35.85
2022,Alberta,Roads,"Urban municipalities, population greater than 5000 to 30,000",48,36.11
2022,Alberta,Roads,"Urban municipalities, population greater than 30,000 to 100,000",48,41.67
2022,Alberta,Roads,"Urban municipalities, population greater than 100,000 to 200,000",48,0.0
2022,Alberta,Roads,"Urban municipalities, population greater than 200,000",48,50.0
2022,Alberta,Roads,All rural municipalities,48,28.77
2022,Alberta,Roads,"Rural municipalities, population less than 5000",48,28.26
2022,Alberta,Roads,"Rural municipalities, population greater than 5000",48,28.57
2022,Alberta,Bridges and tunnels,All municipalities,48,43.83
2022,Alberta,Bridges and tunnels,All urban municipalities,48,64.15
2022,Alberta,Bridges and tunnels,"Urban municipalities, population less than 5000",48,41.18
2022,Alberta,Bridges and tunnels,"Urban municipalities, population greater than 5000 to 30,000",48,72.73
2022,Alberta,Bridges and tunnels,"Urban municipalities, population greater than 30,000 to 100,000",48,72.73
2022,Alberta,Bridges and tunnels,"Urban municipalities, population greater than 100,000 to 200,000",48,100.0
2022,Alberta,Bridges and tunnels,"Urban municipalities, population greater than 200,000",48,100.0
2022,Alberta,Bridges and tunnels,All rural municipalities,48,33.64
2022,Alberta,Bridges and tunnels,"Rural municipalities, population less than 5000",48,36.84
2022,Alberta,Bridges and tunnels,"Rural municipalities, population greater than 5000",48,26.47
2022,Alberta,Social and affordable housing,All municipalities,48,
2022,Alberta,Social and affordable housing,All urban municipalities,48,
2022,Alberta,Social and affordable housing,"Urban municipalities, population less than 5000",48,
2022,Alberta,Social and affordable housing,"Urban municipalities, population greater than 5000 to 30,000",48,
2022,Alberta,Social and affordable housing,"Urban municipalities, population greater than 30,000 to 100,000",48,
2022,Alberta,Social and affordable housing,"Urban municipalities, population greater than 100,000 to 200,000",48,
2022,Alberta,Social and affordable housing,"Urban municipalities, population greater than 200,000",48,
2022,Alberta,Social and affordable housing,All rural municipalities,48,
2022,Alberta,Social and affordable housing,"Rural municipalities, population less than 5000",48,
2022,Alberta,Social and affordable housing,"Rural municipalities, population greater than 5000",48,
2022,Alberta,"Culture, recreation and sports facilities",All municipalities,48,19.49
2022,Alberta,"Culture, recreation and sports facilities",All urban municipalities,48,22.12
2022,Alberta,"Culture, recreation and sports facilities","Urban municipalities, population less than 5000",48,18.87
2022,Alberta,"Culture, recreation and sports facilities","Urban municipalities, population greater than 5000 to 30,000",48,11.11
2022,Alberta,"Culture, recreation and sports facilities","Urban municipalities, population greater than 30,000 to 100,000",48,50.0
2022,Alberta,"Culture, recreation and sports facilities","Urban municipalities, population greater than 100,000 to 200,000",48,100.0
2022,Alberta,"Culture, recreation and sports facilities","Urban municipalities, population greater than 200,000",48,100.0
2022,Alberta,"Culture, recreation and sports facilities",All rural municipalities,48,18.18
2022,Alberta,"Culture, recreation and sports facilities","Rural municipalities, population less than 5000",48,18.08
2022,Alberta,"Culture, recreation and sports facilities","Rural municipalities, population greater than 5000",48,18.75
2022,Alberta,Shelters and homeless services assets,All municipalities,48,
2022,Alberta,Shelters and homeless services assets,All urban municipalities,48,
2022,Alberta,Shelters and homeless services assets,"Urban municipalities, population less than 5000",48,
2022,Alberta,Shelters and homeless services assets,"Urban municipalities, population greater than 5000 to 30,000",48,
2022,Alberta,Shelters and homeless services assets,"Urban municipalities, population greater than 30,000 to 100,000",48,
2022,Alberta,Shelters and homeless services assets,"Urban municipalities, population greater than 100,000 to 200,000",48,
2022,Alberta,Shelters and homeless services assets,"Urban municipalities, population greater than 200,000",48,
2022,Alberta,Shelters and homeless services assets,All rural municipalities,48,
2022,Alberta,Shelters and homeless services assets,"Rural municipalities, population less than 5000",48,
2022,Alberta,Shelters and homeless services assets,"Rural municipalities, population greater than 5000",48,
2022,Alberta,Active transportation assets,All municipalities,48,17.21
2022,Alberta,Active transportation assets,All urban municipalities,48,21.36
2022,Alberta,Active transportation assets,"Urban municipalities, population less than 5000",48,13.46
2022,Alberta,Active transportation assets,"Urban municipalities, population greater than 5000 to 30,000",48,19.44
2022,Alberta,Active transportation assets,"Urban municipalities, population greater than 30,000 to 100,000",48,50.0
2022,Alberta,Active transportation assets,"Urban municipalities, population greater than 100,000 to 200,000",48,0.0
2022,Alberta,Active transportation assets,"Urban municipalities, population greater than 200,000",48,100.0
2022,Alberta,Active transportation assets,All rural municipalities,48,15.12
2022,Alberta,Active transportation assets,"Rural municipalities, population less than 5000",48,12.28
2022,Alberta,Active transportation assets,"Rural municipalities, population greater than 5000",48,26.47
2022,British Columbia,Public transit assets,All municipalities,59,34.69
2022,British Columbia,Public transit assets,All urban municipalities,59,38.1
2022,British Columbia,Public transit assets,"Urban municipalities, population less than 5000",59,0.0
2022,British Columbia,Public transit assets,"Urban municipalities, population greater than 5000 to 30,000",59,37.5
2022,British Columbia,Public transit assets,"Urban municipalities, population greater than 30,000 to 100,000",59,30.77
2022,British Columbia,Public transit assets,"Urban municipalities, population greater than 100,000 to 200,000",59,75.0
2022,British Columbia,Public transit assets,"Urban municipalities, population greater than 200,000",59,66.67
2022,British Columbia,Public transit assets,All rural municipalities,59,16.67
2022,British Columbia,Public transit assets,"Rural municipalities, population less than 5000",59,33.33
2022,British Columbia,Public transit assets,"Rural municipalities, population greater than 5000",59,0.0
