Year,Geography,Age group,Gender,GeoCode,Value
2020,Alberta,15 to 24 years,Total - Gender,48,12.0
2020,Alberta,15 to 24 years,Men+,48,13.0
2020,Alberta,15 to 24 years,Women+,48,11.0
2020,Alberta,18 to 24 years,Total - Gender,48,15.0
2020,Alberta,18 to 24 years,Men+,48,16.0
2020,Alberta,18 to 24 years,Women+,48,14.0
2020,Alberta,20 to 24 years,Total - Gender,48,15.0
2020,Alberta,20 to 24 years,Men+,48,15.0
2020,Alberta,20 to 24 years,Women+,48,15.0
2020,Alberta,25 to 29 years,Total - Gender,48,20.0
2020,Alberta,25 to 29 years,Men+,48,18.0
2020,Alberta,25 to 29 years,Women+,48,23.0
2020,British Columbia,"Total, 15 to 29 years",Total - Gender,59,14.0
2020,British Columbia,"Total, 15 to 29 years",Men+,59,14.0
2020,British Columbia,"Total, 15 to 29 years",Women+,59,14.0
2020,British Columbia,15 to 19 years,Total - Gender,59,11.0
2020,British Columbia,15 to 19 years,Men+,59,11.0
2020,British Columbia,15 to 19 years,Women+,59,11.0
2020,British Columbia,15 to 24 years,Total - Gender,59,13.0
2020,British Columbia,15 to 24 years,Men+,59,14.0
2020,British Columbia,15 to 24 years,Women+,59,12.0
2020,British Columbia,18 to 24 years,Total - Gender,59,15.0
2020,British Columbia,18 to 24 years,Men+,59,16.0
2020,British Columbia,18 to 24 years,Women+,59,14.0
2020,British Columbia,20 to 24 years,Total - Gender,59,14.0
2020,British Columbia,20 to 24 years,Men+,59,16.0
2020,British Columbia,20 to 24 years,Women+,59,13.0
2020,British Columbia,25 to 29 years,Total - Gender,59,15.0
2020,British Columbia,25 to 29 years,Men+,59,15.0
2020,British Columbia,25 to 29 years,Women+,59,16.0
2020,Yukon,"Total, 15 to 29 years",Total - Gender,60,14.0
2020,Yukon,"Total, 15 to 29 years",Men+,60,15.0
2020,Yukon,"Total, 15 to 29 years",Women+,60,14.0
2020,Yukon,15 to 19 years,Total - Gender,60,12.0
2020,Yukon,15 to 19 years,Men+,60,
2020,Yukon,15 to 19 years,Women+,60,
2020,Yukon,15 to 24 years,Total - Gender,60,12.0
2020,Yukon,15 to 24 years,Men+,60,15.0
2020,Yukon,15 to 24 years,Women+,60,
2020,Yukon,18 to 24 years,Total - Gender,60,16.0
2020,Yukon,18 to 24 years,Men+,60,20.0
2020,Yukon,18 to 24 years,Women+,60,
2020,Yukon,20 to 24 years,Total - Gender,60,
2020,Yukon,20 to 24 years,Men+,60,
2020,Yukon,20 to 24 years,Women+,60,
2020,Yukon,25 to 29 years,Total - Gender,60,19.0
2020,Yukon,25 to 29 years,Men+,60,
2020,Yukon,25 to 29 years,Women+,60,25.0
2020,Northwest Territories,"Total, 15 to 29 years",Total - Gender,61,21.0
2020,Northwest Territories,"Total, 15 to 29 years",Men+,61,21.0
2020,Northwest Territories,"Total, 15 to 29 years",Women+,61,21.0
2020,Northwest Territories,15 to 19 years,Total - Gender,61,12.0
2020,Northwest Territories,15 to 19 years,Men+,61,
2020,Northwest Territories,15 to 19 years,Women+,61,
2020,Northwest Territories,15 to 24 years,Total - Gender,61,22.0
2020,Northwest Territories,15 to 24 years,Men+,61,23.0
2020,Northwest Territories,15 to 24 years,Women+,61,22.0
2020,Northwest Territories,18 to 24 years,Total - Gender,61,30.0
2020,Northwest Territories,18 to 24 years,Men+,61,33.0
2020,Northwest Territories,18 to 24 years,Women+,61,28.0
2020,Northwest Territories,20 to 24 years,Total - Gender,61,35.0
2020,Northwest Territories,20 to 24 years,Men+,61,36.0
2020,Northwest Territories,20 to 24 years,Women+,61,33.0
2020,Northwest Territories,25 to 29 years,Total - Gender,61,19.0
2020,Northwest Territories,25 to 29 years,Men+,61,19.0
2020,Northwest Territories,25 to 29 years,Women+,61,19.0
2020,Nunavut,"Total, 15 to 29 years",Total - Gender,62,37.0
2020,Nunavut,"Total, 15 to 29 years",Men+,62,39.0
2020,Nunavut,"Total, 15 to 29 years",Women+,62,34.0
2020,Nunavut,15 to 19 years,Total - Gender,62,26.0
2020,Nunavut,15 to 19 years,Men+,62,26.0
2020,Nunavut,15 to 19 years,Women+,62,
2020,Nunavut,15 to 24 years,Total - Gender,62,37.0
2020,Nunavut,15 to 24 years,Men+,62,39.0
2020,Nunavut,15 to 24 years,Women+,62,35.0
2020,Nunavut,18 to 24 years,Total - Gender,62,47.0
2020,Nunavut,18 to 24 years,Men+,62,51.0
2020,Nunavut,18 to 24 years,Women+,62,43.0
2020,Nunavut,20 to 24 years,Total - Gender,62,52.0
2020,Nunavut,20 to 24 years,Men+,62,55.0
2020,Nunavut,20 to 24 years,Women+,62,48.0
2020,Nunavut,25 to 29 years,Total - Gender,62,36.0
2020,Nunavut,25 to 29 years,Men+,62,39.0
2020,Nunavut,25 to 29 years,Women+,62,32.0
2021,Canada,"Total, 15 to 29 years",Men+,,15.0
2021,Canada,"Total, 15 to 29 years",Women+,,13.0
2021,Canada,15 to 19 years,Total - Gender,,7.0
2021,Canada,15 to 19 years,Men+,,8.0
2021,Canada,15 to 19 years,Women+,,5.0
2021,Canada,15 to 24 years,Total - Gender,,11.0
2021,Canada,15 to 24 years,Men+,,13.0
2021,Canada,15 to 24 years,Women+,,10.0
2021,Canada,18 to 24 years,Total - Gender,,15.0
2021,Canada,18 to 24 years,Men+,,17.0
2021,Canada,18 to 24 years,Women+,,12.0
2021,Canada,20 to 24 years,Total - Gender,,15.0
2021,Canada,20 to 24 years,Men+,,17.0
2021,Canada,20 to 24 years,Women+,,13.0
2021,Canada,25 to 29 years,Total - Gender,,18.0
2021,Canada,25 to 29 years,Men+,,17.0
2021,Canada,25 to 29 years,Women+,,18.0
2021,Newfoundland and Labrador,"Total, 15 to 29 years",Total - Gender,10,18.0
2021,Newfoundland and Labrador,"Total, 15 to 29 years",Men+,10,23.0
2021,Newfoundland and Labrador,"Total, 15 to 29 years",Women+,10,13.0
2021,Newfoundland and Labrador,15 to 19 years,Total - Gender,10,11.0
2021,Newfoundland and Labrador,15 to 19 years,Men+,10,13.0
2021,Newfoundland and Labrador,15 to 19 years,Women+,10,
2021,Newfoundland and Labrador,15 to 24 years,Total - Gender,10,16.0
2021,Newfoundland and Labrador,15 to 24 years,Men+,10,21.0
2021,Newfoundland and Labrador,15 to 24 years,Women+,10,10.0
2021,Newfoundland and Labrador,18 to 24 years,Total - Gender,10,20.0
2021,Newfoundland and Labrador,18 to 24 years,Men+,10,27.0
2021,Newfoundland and Labrador,18 to 24 years,Women+,10,12.0
2021,Newfoundland and Labrador,20 to 24 years,Total - Gender,10,20.0
2021,Newfoundland and Labrador,20 to 24 years,Men+,10,28.0
2021,Newfoundland and Labrador,20 to 24 years,Women+,10,12.0
2021,Newfoundland and Labrador,25 to 29 years,Total - Gender,10,23.0
2021,Newfoundland and Labrador,25 to 29 years,Men+,10,28.0
2021,Newfoundland and Labrador,25 to 29 years,Women+,10,19.0
2021,Prince Edward Island,"Total, 15 to 29 years",Total - Gender,11,13.0
2021,Prince Edward Island,"Total, 15 to 29 years",Men+,11,16.0
2021,Prince Edward Island,"Total, 15 to 29 years",Women+,11,10.0
2021,Prince Edward Island,15 to 19 years,Total - Gender,11,6.0
2021,Prince Edward Island,15 to 19 years,Men+,11,7.0
2021,Prince Edward Island,15 to 19 years,Women+,11,
2021,Prince Edward Island,15 to 24 years,Total - Gender,11,13.0
2021,Prince Edward Island,15 to 24 years,Men+,11,16.0
2021,Prince Edward Island,15 to 24 years,Women+,11,11.0
2021,Prince Edward Island,18 to 24 years,Total - Gender,11,17.0
2021,Prince Edward Island,18 to 24 years,Men+,11,21.0
2021,Prince Edward Island,18 to 24 years,Women+,11,13.0
2021,Prince Edward Island,20 to 24 years,Total - Gender,11,19.0
2021,Prince Edward Island,20 to 24 years,Men+,11,23.0
2021,Prince Edward Island,20 to 24 years,Women+,11,16.0
2021,Prince Edward Island,25 to 29 years,Total - Gender,11,12.0
2021,Prince Edward Island,25 to 29 years,Men+,11,15.0
2021,Prince Edward Island,25 to 29 years,Women+,11,9.0
2021,Nova Scotia,"Total, 15 to 29 years",Total - Gender,12,14.0
2021,Nova Scotia,"Total, 15 to 29 years",Men+,12,16.0
2021,Nova Scotia,"Total, 15 to 29 years",Women+,12,11.0
2021,Nova Scotia,15 to 19 years,Total - Gender,12,7.0
2021,Nova Scotia,15 to 19 years,Men+,12,10.0
2021,Nova Scotia,15 to 19 years,Women+,12,
2021,Nova Scotia,15 to 24 years,Total - Gender,12,12.0
2021,Nova Scotia,15 to 24 years,Men+,12,14.0
2021,Nova Scotia,15 to 24 years,Women+,12,9.0
2021,Nova Scotia,18 to 24 years,Total - Gender,12,15.0
2021,Nova Scotia,18 to 24 years,Men+,12,18.0
2021,Nova Scotia,18 to 24 years,Women+,12,12.0
2021,Nova Scotia,20 to 24 years,Total - Gender,12,15.0
2021,Nova Scotia,20 to 24 years,Men+,12,17.0
2021,Nova Scotia,20 to 24 years,Women+,12,13.0
2021,Nova Scotia,25 to 29 years,Total - Gender,12,17.0
2021,Nova Scotia,25 to 29 years,Men+,12,20.0
2021,Nova Scotia,25 to 29 years,Women+,12,15.0
2021,New Brunswick,"Total, 15 to 29 years",Total - Gender,13,15.0
2021,New Brunswick,"Total, 15 to 29 years",Men+,13,16.0
2021,New Brunswick,"Total, 15 to 29 years",Women+,13,14.0
2021,New Brunswick,15 to 19 years,Total - Gender,13,5.0
2021,New Brunswick,15 to 19 years,Men+,13,7.0
2021,New Brunswick,15 to 19 years,Women+,13,
2021,New Brunswick,15 to 24 years,Total - Gender,13,13.0
2021,New Brunswick,15 to 24 years,Men+,13,14.0
2021,New Brunswick,15 to 24 years,Women+,13,11.0
2021,New Brunswick,18 to 24 years,Total - Gender,13,18.0
2021,New Brunswick,18 to 24 years,Men+,13,20.0
2021,New Brunswick,18 to 24 years,Women+,13,15.0
2021,New Brunswick,20 to 24 years,Total - Gender,13,20.0
2021,New Brunswick,20 to 24 years,Men+,13,21.0
2021,New Brunswick,20 to 24 years,Women+,13,18.0
2021,New Brunswick,25 to 29 years,Total - Gender,13,19.0
2021,New Brunswick,25 to 29 years,Men+,13,19.0
2021,New Brunswick,25 to 29 years,Women+,13,19.0
2021,Quebec,"Total, 15 to 29 years",Total - Gender,24,12.0
2021,Quebec,"Total, 15 to 29 years",Men+,24,13.0
2021,Quebec,"Total, 15 to 29 years",Women+,24,10.0
2021,Quebec,15 to 19 years,Total - Gender,24,7.0
2021,Quebec,15 to 19 years,Men+,24,8.0
2021,Quebec,15 to 19 years,Women+,24,6.0
2021,Quebec,15 to 24 years,Total - Gender,24,9.0
2021,Quebec,15 to 24 years,Men+,24,12.0
2021,Quebec,15 to 24 years,Women+,24,7.0
2021,Quebec,18 to 24 years,Total - Gender,24,11.0
2021,Quebec,18 to 24 years,Men+,24,15.0
2021,Quebec,18 to 24 years,Women+,24,8.0
2021,Quebec,20 to 24 years,Total - Gender,24,12.0
2021,Quebec,20 to 24 years,Men+,24,15.0
2021,Quebec,20 to 24 years,Women+,24,8.0
2021,Quebec,25 to 29 years,Total - Gender,24,16.0
2021,Quebec,25 to 29 years,Men+,24,15.0
2021,Quebec,25 to 29 years,Women+,24,16.0
2021,Ontario,"Total, 15 to 29 years",Total - Gender,35,15.0
2021,Ontario,"Total, 15 to 29 years",Men+,35,16.0
2021,Ontario,"Total, 15 to 29 years",Women+,35,14.0
2021,Ontario,15 to 19 years,Total - Gender,35,6.0
2021,Ontario,15 to 19 years,Men+,35,7.0
2021,Ontario,15 to 19 years,Women+,35,4.0
2021,Ontario,15 to 24 years,Total - Gender,35,11.0
2021,Ontario,15 to 24 years,Men+,35,13.0
2021,Ontario,15 to 24 years,Women+,35,9.0
2021,Ontario,18 to 24 years,Total - Gender,35,15.0
2021,Ontario,18 to 24 years,Men+,35,18.0
2021,Ontario,18 to 24 years,Women+,35,12.0
2021,Ontario,20 to 24 years,Total - Gender,35,16.0
2021,Ontario,20 to 24 years,Men+,35,19.0
2021,Ontario,20 to 24 years,Women+,35,14.0
2021,Ontario,25 to 29 years,Total - Gender,35,21.0
2021,Ontario,25 to 29 years,Men+,35,21.0
2021,Ontario,25 to 29 years,Women+,35,21.0
2021,Manitoba,"Total, 15 to 29 years",Total - Gender,46,13.0
2021,Manitoba,"Total, 15 to 29 years",Men+,46,13.0
2021,Manitoba,"Total, 15 to 29 years",Women+,46,12.0
2021,Manitoba,15 to 19 years,Total - Gender,46,8.0
2021,Manitoba,15 to 19 years,Men+,46,8.0
2021,Manitoba,15 to 19 years,Women+,46,7.0
2021,Manitoba,15 to 24 years,Total - Gender,46,11.0
2021,Manitoba,15 to 24 years,Men+,46,13.0
2021,Manitoba,15 to 24 years,Women+,46,10.0
2021,Manitoba,18 to 24 years,Total - Gender,46,15.0
2021,Manitoba,18 to 24 years,Men+,46,17.0
2021,Manitoba,18 to 24 years,Women+,46,13.0
2021,Manitoba,20 to 24 years,Total - Gender,46,14.0
2021,Manitoba,20 to 24 years,Men+,46,16.0
2021,Manitoba,20 to 24 years,Women+,46,12.0
2021,Manitoba,25 to 29 years,Total - Gender,46,16.0
2021,Manitoba,25 to 29 years,Men+,46,15.0
2021,Manitoba,25 to 29 years,Women+,46,16.0
2021,Saskatchewan,"Total, 15 to 29 years",Total - Gender,47,15.0
2021,Saskatchewan,"Total, 15 to 29 years",Men+,47,15.0
2021,Saskatchewan,"Total, 15 to 29 years",Women+,47,14.0
2021,Saskatchewan,15 to 19 years,Total - Gender,47,9.0
2021,Saskatchewan,15 to 19 years,Men+,47,11.0
2021,Saskatchewan,15 to 19 years,Women+,47,7.0
2021,Saskatchewan,15 to 24 years,Total - Gender,47,13.0
2021,Saskatchewan,15 to 24 years,Men+,47,16.0
2021,Saskatchewan,15 to 24 years,Women+,47,11.0
2021,Saskatchewan,18 to 24 years,Total - Gender,47,18.0
2021,Saskatchewan,18 to 24 years,Men+,47,21.0
2021,Saskatchewan,18 to 24 years,Women+,47,14.0
2021,Saskatchewan,20 to 24 years,Total - Gender,47,18.0
2021,Saskatchewan,20 to 24 years,Men+,47,21.0
2021,Saskatchewan,20 to 24 years,Women+,47,14.0
2021,Saskatchewan,25 to 29 years,Total - Gender,47,17.0
2021,Saskatchewan,25 to 29 years,Men+,47,14.0
2021,Saskatchewan,25 to 29 years,Women+,47,21.0
2021,Alberta,"Total, 15 to 29 years",Total - Gender,48,13.0
2021,Alberta,"Total, 15 to 29 years",Men+,48,12.0
2021,Alberta,"Total, 15 to 29 years",Women+,48,14.0
2021,Alberta,15 to 19 years,Total - Gender,48,7.0
2021,Alberta,15 to 19 years,Men+,48,7.0
2021,Alberta,15 to 19 years,Women+,48,7.0
2021,Alberta,15 to 24 years,Total - Gender,48,11.0
2021,Alberta,15 to 24 years,Men+,48,12.0
2021,Alberta,15 to 24 years,Women+,48,11.0
2021,Alberta,18 to 24 years,Total - Gender,48,15.0
2021,Alberta,18 to 24 years,Men+,48,16.0
2021,Alberta,18 to 24 years,Women+,48,14.0
2021,Alberta,20 to 24 years,Total - Gender,48,15.0
2021,Alberta,20 to 24 years,Men+,48,16.0
2021,Alberta,20 to 24 years,Women+,48,14.0
2021,Alberta,25 to 29 years,Total - Gender,48,16.0
2021,Alberta,25 to 29 years,Men+,48,12.0
2021,Alberta,25 to 29 years,Women+,48,20.0
2021,British Columbia,"Total, 15 to 29 years",Total - Gender,59,13.0
2021,British Columbia,"Total, 15 to 29 years",Men+,59,13.0
2021,British Columbia,"Total, 15 to 29 years",Women+,59,13.0
2021,British Columbia,15 to 19 years,Total - Gender,59,8.0
2021,British Columbia,15 to 19 years,Men+,59,10.0
2021,British Columbia,15 to 19 years,Women+,59,6.0
2021,British Columbia,15 to 24 years,Total - Gender,59,13.0
2021,British Columbia,15 to 24 years,Men+,59,13.0
2021,British Columbia,15 to 24 years,Women+,59,12.0
2021,British Columbia,18 to 24 years,Total - Gender,59,16.0
2021,British Columbia,18 to 24 years,Men+,59,16.0
2021,British Columbia,18 to 24 years,Women+,59,16.0
2021,British Columbia,20 to 24 years,Total - Gender,59,16.0
2021,British Columbia,20 to 24 years,Men+,59,16.0
2021,British Columbia,20 to 24 years,Women+,59,17.0
2021,British Columbia,25 to 29 years,Total - Gender,59,13.0
2021,British Columbia,25 to 29 years,Men+,59,13.0
2021,British Columbia,25 to 29 years,Women+,59,14.0
2021,Yukon,"Total, 15 to 29 years",Total - Gender,60,17.0
2021,Yukon,"Total, 15 to 29 years",Men+,60,19.0
2021,Yukon,"Total, 15 to 29 years",Women+,60,15.0
2021,Yukon,15 to 19 years,Total - Gender,60,11.0
2021,Yukon,15 to 19 years,Men+,60,
2021,Yukon,15 to 19 years,Women+,60,
2021,Yukon,15 to 24 years,Total - Gender,60,14.0
2021,Yukon,15 to 24 years,Men+,60,17.0
2021,Yukon,15 to 24 years,Women+,60,
2021,Yukon,18 to 24 years,Total - Gender,60,18.0
2021,Yukon,18 to 24 years,Men+,60,22.0
2021,Yukon,18 to 24 years,Women+,60,
2021,Yukon,20 to 24 years,Total - Gender,60,18.0
2021,Yukon,20 to 24 years,Men+,60,
2021,Yukon,20 to 24 years,Women+,60,
2021,Yukon,25 to 29 years,Total - Gender,60,23.0
2021,Yukon,25 to 29 years,Men+,60,23.0
2021,Yukon,25 to 29 years,Women+,60,
2021,Northwest Territories,"Total, 15 to 29 years",Total - Gender,61,22.0
2021,Northwest Territories,"Total, 15 to 29 years",Men+,61,29.0
2021,Northwest Territories,"Total, 15 to 29 years",Women+,61,16.0
2021,Northwest Territories,15 to 19 years,Total - Gender,61,
2021,Northwest Territories,15 to 19 years,Men+,61,
2021,Northwest Territories,15 to 19 years,Women+,61,
2021,Northwest Territories,15 to 24 years,Total - Gender,61,19.0
2021,Northwest Territories,15 to 24 years,Men+,61,26.0
2021,Northwest Territories,15 to 24 years,Women+,61,12.0
2021,Northwest Territories,18 to 24 years,Total - Gender,61,26.0
2021,Northwest Territories,18 to 24 years,Men+,61,31.0
2021,Northwest Territories,18 to 24 years,Women+,61,20.0
2021,Northwest Territories,20 to 24 years,Total - Gender,61,27.0
2021,Northwest Territories,20 to 24 years,Men+,61,32.0
2021,Northwest Territories,20 to 24 years,Women+,61,21.0
2021,Northwest Territories,25 to 29 years,Total - Gender,61,28.0
2021,Northwest Territories,25 to 29 years,Men+,61,34.0
2021,Northwest Territories,25 to 29 years,Women+,61,
2021,Nunavut,"Total, 15 to 29 years",Total - Gender,62,42.0
2021,Nunavut,"Total, 15 to 29 years",Men+,62,44.0
2021,Nunavut,"Total, 15 to 29 years",Women+,62,39.0
2021,Nunavut,15 to 19 years,Total - Gender,62,24.0
2021,Nunavut,15 to 19 years,Men+,62,
2021,Nunavut,15 to 19 years,Women+,62,
2021,Nunavut,15 to 24 years,Total - Gender,62,40.0
2021,Nunavut,15 to 24 years,Men+,62,41.0
2021,Nunavut,15 to 24 years,Women+,62,39.0
2021,Nunavut,18 to 24 years,Total - Gender,62,51.0
2021,Nunavut,18 to 24 years,Men+,62,51.0
2021,Nunavut,18 to 24 years,Women+,62,50.0
2021,Nunavut,20 to 24 years,Total - Gender,62,56.0
2021,Nunavut,20 to 24 years,Men+,62,56.0
2021,Nunavut,20 to 24 years,Women+,62,56.0
2021,Nunavut,25 to 29 years,Total - Gender,62,46.0
2021,Nunavut,25 to 29 years,Men+,62,54.0
2021,Nunavut,25 to 29 years,Women+,62,38.0
2022,Canada,"Total, 15 to 29 years",Men+,,12.0
2022,Canada,"Total, 15 to 29 years",Women+,,10.0
2022,Canada,15 to 19 years,Total - Gender,,6.0
2022,Canada,15 to 19 years,Men+,,7.0
2022,Canada,15 to 19 years,Women+,,5.0
2022,Canada,15 to 24 years,Total - Gender,,10.0
2022,Canada,15 to 24 years,Men+,,12.0
2022,Canada,15 to 24 years,Women+,,7.0
2022,Canada,18 to 24 years,Total - Gender,,12.0
2022,Canada,18 to 24 years,Men+,,15.0
2022,Canada,18 to 24 years,Women+,,9.0
2022,Canada,20 to 24 years,Total - Gender,,13.0
2022,Canada,20 to 24 years,Men+,,16.0
2022,Canada,20 to 24 years,Women+,,10.0
2022,Canada,25 to 29 years,Total - Gender,,13.0
2022,Canada,25 to 29 years,Men+,,13.0
2022,Canada,25 to 29 years,Women+,,14.0
2022,Newfoundland and Labrador,"Total, 15 to 29 years",Total - Gender,10,17.0
2022,Newfoundland and Labrador,"Total, 15 to 29 years",Men+,10,20.0
2022,Newfoundland and Labrador,"Total, 15 to 29 years",Women+,10,14.0
2022,Newfoundland and Labrador,15 to 19 years,Total - Gender,10,11.0
2022,Newfoundland and Labrador,15 to 19 years,Men+,10,15.0
2022,Newfoundland and Labrador,15 to 19 years,Women+,10,
2022,Newfoundland and Labrador,15 to 24 years,Total - Gender,10,15.0
2022,Newfoundland and Labrador,15 to 24 years,Men+,10,19.0
2022,Newfoundland and Labrador,15 to 24 years,Women+,10,10.0
2022,Newfoundland and Labrador,18 to 24 years,Total - Gender,10,19.0
2022,Newfoundland and Labrador,18 to 24 years,Men+,10,24.0
2022,Newfoundland and Labrador,18 to 24 years,Women+,10,14.0
2022,Newfoundland and Labrador,20 to 24 years,Total - Gender,10,19.0
2022,Newfoundland and Labrador,20 to 24 years,Men+,10,22.0
2022,Newfoundland and Labrador,20 to 24 years,Women+,10,15.0
2022,Newfoundland and Labrador,25 to 29 years,Total - Gender,10,22.0
2022,Newfoundland and Labrador,25 to 29 years,Men+,10,23.0
2022,Newfoundland and Labrador,25 to 29 years,Women+,10,21.0
2022,Prince Edward Island,"Total, 15 to 29 years",Total - Gender,11,11.0
2022,Prince Edward Island,"Total, 15 to 29 years",Men+,11,13.0
2022,Prince Edward Island,"Total, 15 to 29 years",Women+,11,9.0
2022,Prince Edward Island,15 to 19 years,Total - Gender,11,4.0
2022,Prince Edward Island,15 to 19 years,Men+,11,6.0
2022,Prince Edward Island,15 to 19 years,Women+,11,
2022,Prince Edward Island,15 to 24 years,Total - Gender,11,8.0
2022,Prince Edward Island,15 to 24 years,Men+,11,10.0
2022,Prince Edward Island,15 to 24 years,Women+,11,5.0
2022,Prince Edward Island,18 to 24 years,Total - Gender,11,9.0
2022,Prince Edward Island,18 to 24 years,Men+,11,12.0
2022,Prince Edward Island,18 to 24 years,Women+,11,7.0
2022,Prince Edward Island,20 to 24 years,Total - Gender,11,11.0
2022,Prince Edward Island,20 to 24 years,Men+,11,14.0
2022,Prince Edward Island,20 to 24 years,Women+,11,7.0
2022,Prince Edward Island,25 to 29 years,Total - Gender,11,17.0
2022,Prince Edward Island,25 to 29 years,Men+,11,18.0
2022,Prince Edward Island,25 to 29 years,Women+,11,15.0
2022,Nova Scotia,"Total, 15 to 29 years",Total - Gender,12,12.0
2022,Nova Scotia,"Total, 15 to 29 years",Men+,12,14.0
2022,Nova Scotia,"Total, 15 to 29 years",Women+,12,10.0
2022,Nova Scotia,15 to 19 years,Total - Gender,12,8.0
2022,Nova Scotia,15 to 19 years,Men+,12,10.0
2022,Nova Scotia,15 to 19 years,Women+,12,5.0
2022,Nova Scotia,15 to 24 years,Total - Gender,12,10.0
2022,Nova Scotia,15 to 24 years,Men+,12,13.0
2022,Nova Scotia,15 to 24 years,Women+,12,6.0
2022,Nova Scotia,18 to 24 years,Total - Gender,12,12.0
2022,Nova Scotia,18 to 24 years,Men+,12,16.0
2022,Nova Scotia,18 to 24 years,Women+,12,6.0
2022,Nova Scotia,20 to 24 years,Total - Gender,12,11.0
2022,Nova Scotia,20 to 24 years,Men+,12,16.0
2022,Nova Scotia,20 to 24 years,Women+,12,6.0
2022,Nova Scotia,25 to 29 years,Total - Gender,12,15.0
2022,Nova Scotia,25 to 29 years,Men+,12,14.0
2022,Nova Scotia,25 to 29 years,Women+,12,16.0
2022,New Brunswick,"Total, 15 to 29 years",Total - Gender,13,15.0
2022,New Brunswick,"Total, 15 to 29 years",Men+,13,16.0
2022,New Brunswick,"Total, 15 to 29 years",Women+,13,13.0
2022,New Brunswick,15 to 19 years,Total - Gender,13,6.0
2022,New Brunswick,15 to 19 years,Men+,13,7.0
2022,New Brunswick,15 to 19 years,Women+,13,5.0
2022,New Brunswick,15 to 24 years,Total - Gender,13,12.0
2022,New Brunswick,15 to 24 years,Men+,13,16.0
2022,New Brunswick,15 to 24 years,Women+,13,9.0
2022,New Brunswick,18 to 24 years,Total - Gender,13,16.0
2022,New Brunswick,18 to 24 years,Men+,13,22.0
2022,New Brunswick,18 to 24 years,Women+,13,11.0
2022,New Brunswick,20 to 24 years,Total - Gender,13,18.0
2022,New Brunswick,20 to 24 years,Men+,13,24.0
2022,New Brunswick,20 to 24 years,Women+,13,12.0
2022,New Brunswick,25 to 29 years,Total - Gender,13,19.0
2022,New Brunswick,25 to 29 years,Men+,13,18.0
2022,New Brunswick,25 to 29 years,Women+,13,20.0
2022,Quebec,"Total, 15 to 29 years",Total - Gender,24,10.0
2022,Quebec,"Total, 15 to 29 years",Men+,24,11.0
2022,Quebec,"Total, 15 to 29 years",Women+,24,9.0
2022,Quebec,15 to 19 years,Total - Gender,24,7.0
2022,Quebec,15 to 19 years,Men+,24,8.0
2022,Quebec,15 to 19 years,Women+,24,7.0
2022,Quebec,15 to 24 years,Total - Gender,24,9.0
2022,Quebec,15 to 24 years,Men+,24,11.0
2022,Quebec,15 to 24 years,Women+,24,7.0
2022,Quebec,18 to 24 years,Total - Gender,24,10.0
2022,Quebec,18 to 24 years,Men+,24,12.0
2022,Quebec,18 to 24 years,Women+,24,8.0
2022,Quebec,20 to 24 years,Total - Gender,24,10.0
2022,Quebec,20 to 24 years,Men+,24,13.0
2022,Quebec,20 to 24 years,Women+,24,7.0
2022,Quebec,25 to 29 years,Total - Gender,24,12.0
2022,Quebec,25 to 29 years,Men+,24,12.0
2022,Quebec,25 to 29 years,Women+,24,11.0
2022,Ontario,"Total, 15 to 29 years",Total - Gender,35,11.0
2022,Ontario,"Total, 15 to 29 years",Men+,35,12.0
2022,Ontario,"Total, 15 to 29 years",Women+,35,10.0
2022,Ontario,15 to 19 years,Total - Gender,35,5.0
2022,Ontario,15 to 19 years,Men+,35,6.0
2022,Ontario,15 to 19 years,Women+,35,4.0
2022,Ontario,15 to 24 years,Total - Gender,35,10.0
2022,Ontario,15 to 24 years,Men+,35,12.0
2022,Ontario,15 to 24 years,Women+,35,8.0
2022,Ontario,18 to 24 years,Total - Gender,35,12.0
2022,Ontario,18 to 24 years,Men+,35,15.0
2022,Ontario,18 to 24 years,Women+,35,10.0
2022,Ontario,20 to 24 years,Total - Gender,35,14.0
2022,Ontario,20 to 24 years,Men+,35,17.0
2022,Ontario,20 to 24 years,Women+,35,11.0
2022,Ontario,25 to 29 years,Total - Gender,35,13.0
2022,Ontario,25 to 29 years,Men+,35,13.0
2022,Ontario,25 to 29 years,Women+,35,14.0
2022,Manitoba,"Total, 15 to 29 years",Total - Gender,46,11.0
2022,Manitoba,"Total, 15 to 29 years",Men+,46,11.0
2022,Manitoba,"Total, 15 to 29 years",Women+,46,11.0
2022,Manitoba,15 to 19 years,Total - Gender,46,6.0
2022,Manitoba,15 to 19 years,Men+,46,6.0
2022,Manitoba,15 to 19 years,Women+,46,5.0
2022,Manitoba,15 to 24 years,Total - Gender,46,8.0
2022,Manitoba,15 to 24 years,Men+,46,10.0
2022,Manitoba,15 to 24 years,Women+,46,6.0
2022,Manitoba,18 to 24 years,Total - Gender,46,10.0
2022,Manitoba,18 to 24 years,Men+,46,12.0
2022,Manitoba,18 to 24 years,Women+,46,8.0
2022,Manitoba,20 to 24 years,Total - Gender,46,11.0
2022,Manitoba,20 to 24 years,Men+,46,13.0
2022,Manitoba,20 to 24 years,Women+,46,8.0
2022,Manitoba,25 to 29 years,Total - Gender,46,16.0
2022,Manitoba,25 to 29 years,Men+,46,13.0
2022,Manitoba,25 to 29 years,Women+,46,19.0
