Year,Geography,Population,Gender,Age group,GeoCode,Value
2017,Alberta,Born in Canada,Total - Gender,25 to 54 years,48,6.5
2017,Alberta,Born in Canada,Men+,15 years and over,48,8.5
2017,Alberta,Born in Canada,Men+,25 to 54 years,48,6.7
2017,Alberta,Born in Canada,Women+,15 years and over,48,7.0
2017,Alberta,Born in Canada,Women+,25 to 54 years,48,6.2
2017,British Columbia,Landed immigrants,Total - Gender,15 years and over,59,5.4
2017,British Columbia,Landed immigrants,Total - Gender,25 to 54 years,59,4.9
2017,British Columbia,Landed immigrants,Men+,15 years and over,59,4.7
2017,British Columbia,Landed immigrants,Men+,25 to 54 years,59,3.7
2017,British Columbia,Landed immigrants,Women+,15 years and over,59,6.2
2017,British Columbia,Landed immigrants,Women+,25 to 54 years,59,6.1
2017,British Columbia,"Immigrants, landed 5 or less years earlier",Total - Gender,15 years and over,59,7.3
2017,British Columbia,"Immigrants, landed 5 or less years earlier",Total - Gender,25 to 54 years,59,6.8
2017,British Columbia,"Immigrants, landed 5 or less years earlier",Men+,15 years and over,59,5.6
2017,British Columbia,"Immigrants, landed 5 or less years earlier",Men+,25 to 54 years,59,4.8
2017,British Columbia,"Immigrants, landed 5 or less years earlier",Women+,15 years and over,59,9.2
2017,British Columbia,"Immigrants, landed 5 or less years earlier",Women+,25 to 54 years,59,8.9
2017,British Columbia,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,15 years and over,59,6.7
2017,British Columbia,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,25 to 54 years,59,5.7
2017,British Columbia,"Immigrants, landed more than 5 to 10 years earlier",Men+,15 years and over,59,5.2
2017,British Columbia,"Immigrants, landed more than 5 to 10 years earlier",Men+,25 to 54 years,59,3.6
2017,British Columbia,"Immigrants, landed more than 5 to 10 years earlier",Women+,15 years and over,59,8.6
2017,British Columbia,"Immigrants, landed more than 5 to 10 years earlier",Women+,25 to 54 years,59,8.2
2017,British Columbia,"Immigrants, landed more than 10 years earlier",Total - Gender,15 years and over,59,4.9
2017,British Columbia,"Immigrants, landed more than 10 years earlier",Total - Gender,25 to 54 years,59,4.3
2017,British Columbia,"Immigrants, landed more than 10 years earlier",Men+,15 years and over,59,4.5
2017,British Columbia,"Immigrants, landed more than 10 years earlier",Men+,25 to 54 years,59,3.6
2017,British Columbia,"Immigrants, landed more than 10 years earlier",Women+,15 years and over,59,5.3
2017,British Columbia,"Immigrants, landed more than 10 years earlier",Women+,25 to 54 years,59,5.1
2017,British Columbia,Born in Canada,Total - Gender,15 years and over,59,5.2
2017,British Columbia,Born in Canada,Total - Gender,25 to 54 years,59,4.4
2017,British Columbia,Born in Canada,Men+,15 years and over,59,5.9
2017,British Columbia,Born in Canada,Men+,25 to 54 years,59,4.9
2017,British Columbia,Born in Canada,Women+,15 years and over,59,4.3
2017,British Columbia,Born in Canada,Women+,25 to 54 years,59,3.8
2018,Canada,Landed immigrants,Total - Gender,15 years and over,,6.0
2018,Canada,Landed immigrants,Total - Gender,15 to 24 years,,13.0
2018,Canada,Landed immigrants,Total - Gender,25 to 54 years,,5.6
2018,Canada,Landed immigrants,Total - Gender,55 years and over,,4.9
2018,Canada,Landed immigrants,Men+,15 years and over,,5.7
2018,Canada,Landed immigrants,Men+,15 to 24 years,,14.0
2018,Canada,Landed immigrants,Men+,25 to 54 years,,4.9
2018,Canada,Landed immigrants,Men+,55 years and over,,5.1
2018,Canada,Landed immigrants,Women+,15 years and over,,6.5
2018,Canada,Landed immigrants,Women+,15 to 24 years,,11.8
2018,Canada,Landed immigrants,Women+,25 to 54 years,,6.4
2018,Canada,Landed immigrants,Women+,55 years and over,,4.7
2018,Canada,"Immigrants, landed 5 or less years earlier",Total - Gender,15 years and over,,9.0
2018,Canada,"Immigrants, landed 5 or less years earlier",Total - Gender,15 to 24 years,,13.3
2018,Canada,"Immigrants, landed 5 or less years earlier",Total - Gender,25 to 54 years,,8.2
2018,Canada,"Immigrants, landed 5 or less years earlier",Total - Gender,55 years and over,,12.8
2018,Canada,"Immigrants, landed 5 or less years earlier",Men+,15 years and over,,6.9
2018,Canada,"Immigrants, landed 5 or less years earlier",Men+,15 to 24 years,,12.9
2018,Canada,"Immigrants, landed 5 or less years earlier",Men+,25 to 54 years,,5.7
2018,Canada,"Immigrants, landed 5 or less years earlier",Men+,55 years and over,,13.9
2018,Canada,"Immigrants, landed 5 or less years earlier",Women+,15 years and over,,11.6
2018,Canada,"Immigrants, landed 5 or less years earlier",Women+,15 to 24 years,,13.9
2018,Canada,"Immigrants, landed 5 or less years earlier",Women+,25 to 54 years,,11.3
2018,Canada,"Immigrants, landed 5 or less years earlier",Women+,55 years and over,,
2018,Canada,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,15 years and over,,6.5
2018,Canada,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,15 to 24 years,,13.6
2018,Canada,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,25 to 54 years,,5.3
2018,Canada,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,55 years and over,,8.7
2018,Canada,"Immigrants, landed more than 5 to 10 years earlier",Men+,15 years and over,,5.9
2018,Canada,"Immigrants, landed more than 5 to 10 years earlier",Men+,15 to 24 years,,14.0
2018,Canada,"Immigrants, landed more than 5 to 10 years earlier",Men+,25 to 54 years,,4.4
2018,Canada,"Immigrants, landed more than 5 to 10 years earlier",Men+,55 years and over,,9.3
2018,Canada,"Immigrants, landed more than 5 to 10 years earlier",Women+,15 years and over,,7.2
2018,Canada,"Immigrants, landed more than 5 to 10 years earlier",Women+,15 to 24 years,,13.4
2018,Canada,"Immigrants, landed more than 5 to 10 years earlier",Women+,25 to 54 years,,6.2
2018,Canada,"Immigrants, landed more than 5 to 10 years earlier",Women+,55 years and over,,7.7
2018,Canada,"Immigrants, landed more than 10 years earlier",Total - Gender,15 years and over,,5.3
2018,Canada,"Immigrants, landed more than 10 years earlier",Total - Gender,15 to 24 years,,12.5
2018,Canada,"Immigrants, landed more than 10 years earlier",Total - Gender,25 to 54 years,,5.0
2018,Canada,"Immigrants, landed more than 10 years earlier",Total - Gender,55 years and over,,4.5
2018,Canada,"Immigrants, landed more than 10 years earlier",Men+,15 years and over,,5.4
2018,Canada,"Immigrants, landed more than 10 years earlier",Men+,15 to 24 years,,14.6
2018,Canada,"Immigrants, landed more than 10 years earlier",Men+,25 to 54 years,,4.9
2018,Canada,"Immigrants, landed more than 10 years earlier",Men+,55 years and over,,4.6
2018,Canada,"Immigrants, landed more than 10 years earlier",Women+,15 years and over,,5.3
2018,Canada,"Immigrants, landed more than 10 years earlier",Women+,15 to 24 years,,10.1
2018,Canada,"Immigrants, landed more than 10 years earlier",Women+,25 to 54 years,,5.2
2018,Canada,"Immigrants, landed more than 10 years earlier",Women+,55 years and over,,4.3
2018,Canada,Born in Canada,Total - Gender,15 years and over,,5.7
2018,Canada,Born in Canada,Total - Gender,15 to 24 years,,10.2
2018,Canada,Born in Canada,Total - Gender,25 to 54 years,,4.6
2018,Canada,Born in Canada,Total - Gender,55 years and over,,5.3
2018,Canada,Born in Canada,Men+,15 years and over,,6.2
2018,Canada,Born in Canada,Men+,15 to 24 years,,11.5
2018,Canada,Born in Canada,Men+,25 to 54 years,,5.0
2018,Canada,Born in Canada,Men+,55 years and over,,5.8
2018,Canada,Born in Canada,Women+,15 years and over,,5.1
2018,Canada,Born in Canada,Women+,15 to 24 years,,8.8
2018,Canada,Born in Canada,Women+,25 to 54 years,,4.3
2018,Canada,Born in Canada,Women+,55 years and over,,4.7
2018,Atlantic region,Landed immigrants,Total - Gender,15 years and over,,7.3
2018,Atlantic region,Landed immigrants,Total - Gender,25 to 54 years,,7.1
2018,Atlantic region,Landed immigrants,Men+,15 years and over,,6.3
2018,Atlantic region,Landed immigrants,Men+,25 to 54 years,,5.7
2018,Atlantic region,Landed immigrants,Women+,15 years and over,,8.4
2018,Atlantic region,Landed immigrants,Women+,25 to 54 years,,8.6
2018,Atlantic region,"Immigrants, landed 5 or less years earlier",Total - Gender,15 years and over,,10.2
2018,Atlantic region,"Immigrants, landed 5 or less years earlier",Total - Gender,25 to 54 years,,9.5
2018,Atlantic region,"Immigrants, landed 5 or less years earlier",Men+,15 years and over,,8.2
2018,Atlantic region,"Immigrants, landed 5 or less years earlier",Men+,25 to 54 years,,7.7
2018,Atlantic region,"Immigrants, landed 5 or less years earlier",Women+,15 years and over,,12.6
2018,Atlantic region,"Immigrants, landed 5 or less years earlier",Women+,25 to 54 years,,11.7
2018,Atlantic region,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,15 years and over,,8.1
2018,Atlantic region,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,25 to 54 years,,8.0
2018,Atlantic region,"Immigrants, landed more than 5 to 10 years earlier",Men+,15 years and over,,
2018,Atlantic region,"Immigrants, landed more than 5 to 10 years earlier",Men+,25 to 54 years,,
2018,Atlantic region,"Immigrants, landed more than 5 to 10 years earlier",Women+,15 years and over,,10.5
2018,Atlantic region,"Immigrants, landed more than 5 to 10 years earlier",Women+,25 to 54 years,,11.4
2018,Atlantic region,"Immigrants, landed more than 10 years earlier",Total - Gender,15 years and over,,5.4
2018,Atlantic region,"Immigrants, landed more than 10 years earlier",Total - Gender,25 to 54 years,,4.8
2018,Atlantic region,"Immigrants, landed more than 10 years earlier",Men+,15 years and over,,5.5
2018,Atlantic region,"Immigrants, landed more than 10 years earlier",Men+,25 to 54 years,,4.5
2018,Atlantic region,"Immigrants, landed more than 10 years earlier",Women+,15 years and over,,5.3
2018,Atlantic region,"Immigrants, landed more than 10 years earlier",Women+,25 to 54 years,,5.1
2018,Atlantic region,Born in Canada,Total - Gender,15 years and over,,9.5
2018,Atlantic region,Born in Canada,Total - Gender,25 to 54 years,,8.0
2018,Atlantic region,Born in Canada,Men+,15 years and over,,11.5
2018,Atlantic region,Born in Canada,Men+,25 to 54 years,,9.8
2018,Atlantic region,Born in Canada,Women+,15 years and over,,7.4
2018,Atlantic region,Born in Canada,Women+,25 to 54 years,,6.2
2018,Newfoundland and Labrador,Landed immigrants,Total - Gender,15 years and over,10,
2018,Newfoundland and Labrador,Landed immigrants,Total - Gender,25 to 54 years,10,
2018,Newfoundland and Labrador,"Immigrants, landed 5 or less years earlier",Total - Gender,15 years and over,10,
2018,Newfoundland and Labrador,"Immigrants, landed 5 or less years earlier",Total - Gender,25 to 54 years,10,
2018,Newfoundland and Labrador,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,15 years and over,10,
2018,Newfoundland and Labrador,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,25 to 54 years,10,
2018,Newfoundland and Labrador,"Immigrants, landed more than 10 years earlier",Total - Gender,15 years and over,10,
2018,Newfoundland and Labrador,"Immigrants, landed more than 10 years earlier",Total - Gender,25 to 54 years,10,
2018,Newfoundland and Labrador,Born in Canada,Total - Gender,15 years and over,10,14.3
2018,Newfoundland and Labrador,Born in Canada,Total - Gender,25 to 54 years,10,12.3
2018,Prince Edward Island,Landed immigrants,Total - Gender,15 years and over,11,9.4
2018,Prince Edward Island,Landed immigrants,Total - Gender,25 to 54 years,11,8.1
2018,Prince Edward Island,"Immigrants, landed 5 or less years earlier",Total - Gender,15 years and over,11,11.1
2018,Prince Edward Island,"Immigrants, landed 5 or less years earlier",Total - Gender,25 to 54 years,11,9.1
2018,Prince Edward Island,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,15 years and over,11,
2018,Prince Edward Island,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,25 to 54 years,11,
2018,Prince Edward Island,"Immigrants, landed more than 10 years earlier",Total - Gender,15 years and over,11,10.0
2018,Prince Edward Island,"Immigrants, landed more than 10 years earlier",Total - Gender,25 to 54 years,11,
2018,Prince Edward Island,Born in Canada,Total - Gender,15 years and over,11,9.9
2018,Prince Edward Island,Born in Canada,Total - Gender,25 to 54 years,11,8.5
2018,Nova Scotia,Landed immigrants,Total - Gender,15 years and over,12,6.1
2018,Nova Scotia,Landed immigrants,Total - Gender,25 to 54 years,12,6.3
2018,Nova Scotia,"Immigrants, landed 5 or less years earlier",Total - Gender,15 years and over,12,10.9
2018,Nova Scotia,"Immigrants, landed 5 or less years earlier",Total - Gender,25 to 54 years,12,10.3
2018,Nova Scotia,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,15 years and over,12,
2018,Nova Scotia,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,25 to 54 years,12,
2018,Nova Scotia,"Immigrants, landed more than 10 years earlier",Total - Gender,15 years and over,12,4.4
2018,Nova Scotia,"Immigrants, landed more than 10 years earlier",Total - Gender,25 to 54 years,12,5.0
2018,Nova Scotia,Born in Canada,Total - Gender,15 years and over,12,7.8
2018,Nova Scotia,Born in Canada,Total - Gender,25 to 54 years,12,6.4
2018,New Brunswick,Landed immigrants,Total - Gender,15 years and over,13,8.5
2018,New Brunswick,Landed immigrants,Total - Gender,25 to 54 years,13,8.4
2018,New Brunswick,"Immigrants, landed 5 or less years earlier",Total - Gender,15 years and over,13,10.0
2018,New Brunswick,"Immigrants, landed 5 or less years earlier",Total - Gender,25 to 54 years,13,9.6
2018,New Brunswick,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,15 years and over,13,
2018,New Brunswick,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,25 to 54 years,13,
2018,New Brunswick,"Immigrants, landed more than 10 years earlier",Total - Gender,15 years and over,13,6.1
2018,New Brunswick,"Immigrants, landed more than 10 years earlier",Total - Gender,25 to 54 years,13,
2018,New Brunswick,Born in Canada,Total - Gender,15 years and over,13,8.1
2018,New Brunswick,Born in Canada,Total - Gender,25 to 54 years,13,6.7
2018,Quebec,Landed immigrants,Total - Gender,15 years and over,24,7.4
2018,Quebec,Landed immigrants,Total - Gender,25 to 54 years,24,6.9
2018,Quebec,Landed immigrants,Men+,15 years and over,24,7.7
2018,Quebec,Landed immigrants,Men+,25 to 54 years,24,6.4
2018,Quebec,Landed immigrants,Women+,15 years and over,24,7.0
2018,Quebec,Landed immigrants,Women+,25 to 54 years,24,7.3
2018,Quebec,"Immigrants, landed 5 or less years earlier",Total - Gender,15 years and over,24,10.9
2018,Quebec,"Immigrants, landed 5 or less years earlier",Total - Gender,25 to 54 years,24,9.9
2018,Quebec,"Immigrants, landed 5 or less years earlier",Men+,15 years and over,24,10.3
2018,Quebec,"Immigrants, landed 5 or less years earlier",Men+,25 to 54 years,24,9.1
2018,Quebec,"Immigrants, landed 5 or less years earlier",Women+,15 years and over,24,11.6
2018,Quebec,"Immigrants, landed 5 or less years earlier",Women+,25 to 54 years,24,10.8
2018,Quebec,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,15 years and over,24,6.6
2018,Quebec,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,25 to 54 years,24,5.8
2018,Quebec,"Immigrants, landed more than 5 to 10 years earlier",Men+,15 years and over,24,7.2
2018,Quebec,"Immigrants, landed more than 5 to 10 years earlier",Men+,25 to 54 years,24,5.6
2018,Quebec,"Immigrants, landed more than 5 to 10 years earlier",Women+,15 years and over,24,6.0
2018,Quebec,"Immigrants, landed more than 5 to 10 years earlier",Women+,25 to 54 years,24,6.1
2018,Quebec,"Immigrants, landed more than 10 years earlier",Total - Gender,15 years and over,24,6.6
2018,Quebec,"Immigrants, landed more than 10 years earlier",Total - Gender,25 to 54 years,24,6.2
2018,Quebec,"Immigrants, landed more than 10 years earlier",Men+,15 years and over,24,7.0
2018,Quebec,"Immigrants, landed more than 10 years earlier",Men+,25 to 54 years,24,5.7
2018,Quebec,"Immigrants, landed more than 10 years earlier",Women+,15 years and over,24,6.1
2018,Quebec,"Immigrants, landed more than 10 years earlier",Women+,25 to 54 years,24,6.7
2018,Quebec,Born in Canada,Total - Gender,15 years and over,24,5.0
2018,Quebec,Born in Canada,Total - Gender,25 to 54 years,24,4.1
2018,Quebec,Born in Canada,Men+,15 years and over,24,5.4
2018,Quebec,Born in Canada,Men+,25 to 54 years,24,4.5
2018,Quebec,Born in Canada,Women+,15 years and over,24,4.5
2018,Quebec,Born in Canada,Women+,25 to 54 years,24,3.6
2018,Ontario,Landed immigrants,Total - Gender,15 years and over,35,5.8
2018,Ontario,Landed immigrants,Total - Gender,25 to 54 years,35,5.5
2018,Ontario,Landed immigrants,Men+,15 years and over,35,5.4
2018,Ontario,Landed immigrants,Men+,25 to 54 years,35,4.6
2018,Ontario,Landed immigrants,Women+,15 years and over,35,6.4
2018,Ontario,Landed immigrants,Women+,25 to 54 years,35,6.5
2018,Ontario,"Immigrants, landed 5 or less years earlier",Total - Gender,15 years and over,35,9.5
2018,Ontario,"Immigrants, landed 5 or less years earlier",Total - Gender,25 to 54 years,35,8.7
2018,Ontario,"Immigrants, landed 5 or less years earlier",Men+,15 years and over,35,6.6
2018,Ontario,"Immigrants, landed 5 or less years earlier",Men+,25 to 54 years,35,5.2
2018,Ontario,"Immigrants, landed 5 or less years earlier",Women+,15 years and over,35,13.4
2018,Ontario,"Immigrants, landed 5 or less years earlier",Women+,25 to 54 years,35,13.7
2018,Ontario,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,15 years and over,35,7.0
2018,Ontario,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,25 to 54 years,35,5.4
2018,Ontario,"Immigrants, landed more than 5 to 10 years earlier",Men+,15 years and over,35,5.8
2018,Ontario,"Immigrants, landed more than 5 to 10 years earlier",Men+,25 to 54 years,35,4.2
2018,Ontario,"Immigrants, landed more than 5 to 10 years earlier",Women+,15 years and over,35,8.2
2018,Ontario,"Immigrants, landed more than 5 to 10 years earlier",Women+,25 to 54 years,35,6.6
2018,Ontario,"Immigrants, landed more than 10 years earlier",Total - Gender,15 years and over,35,5.1
2018,Ontario,"Immigrants, landed more than 10 years earlier",Total - Gender,25 to 54 years,35,4.8
2018,Ontario,"Immigrants, landed more than 10 years earlier",Men+,15 years and over,35,5.1
2018,Ontario,"Immigrants, landed more than 10 years earlier",Men+,25 to 54 years,35,4.5
2018,Ontario,"Immigrants, landed more than 10 years earlier",Women+,15 years and over,35,5.1
2018,Ontario,"Immigrants, landed more than 10 years earlier",Women+,25 to 54 years,35,5.1
2018,Ontario,Born in Canada,Total - Gender,15 years and over,35,5.5
2018,Ontario,Born in Canada,Total - Gender,25 to 54 years,35,4.3
2018,Ontario,Born in Canada,Men+,15 years and over,35,5.7
2018,Ontario,Born in Canada,Men+,25 to 54 years,35,4.3
2018,Ontario,Born in Canada,Women+,15 years and over,35,5.2
2018,Ontario,Born in Canada,Women+,25 to 54 years,35,4.2
2018,Manitoba,Landed immigrants,Total - Gender,15 years and over,46,6.3
2018,Manitoba,Landed immigrants,Total - Gender,25 to 54 years,46,5.5
2018,Manitoba,"Immigrants, landed 5 or less years earlier",Total - Gender,15 years and over,46,10.2
2018,Manitoba,"Immigrants, landed 5 or less years earlier",Total - Gender,25 to 54 years,46,8.6
2018,Manitoba,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,15 years and over,46,4.8
2018,Manitoba,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,25 to 54 years,46,3.4
2018,Manitoba,"Immigrants, landed more than 10 years earlier",Total - Gender,15 years and over,46,5.4
2018,Manitoba,"Immigrants, landed more than 10 years earlier",Total - Gender,25 to 54 years,46,4.7
2018,Manitoba,Born in Canada,Total - Gender,15 years and over,46,5.6
2018,Manitoba,Born in Canada,Total - Gender,25 to 54 years,46,4.7
2018,Saskatchewan,Landed immigrants,Total - Gender,15 years and over,47,6.0
2018,Saskatchewan,Landed immigrants,Total - Gender,25 to 54 years,47,5.5
2018,Saskatchewan,"Immigrants, landed 5 or less years earlier",Total - Gender,15 years and over,47,7.1
2018,Saskatchewan,"Immigrants, landed 5 or less years earlier",Total - Gender,25 to 54 years,47,7.1
2018,Saskatchewan,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,15 years and over,47,6.3
2018,Saskatchewan,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,25 to 54 years,47,4.7
2018,Saskatchewan,"Immigrants, landed more than 10 years earlier",Total - Gender,15 years and over,47,4.6
2018,Saskatchewan,"Immigrants, landed more than 10 years earlier",Total - Gender,25 to 54 years,47,4.0
2018,Saskatchewan,Born in Canada,Total - Gender,15 years and over,47,6.2
2018,Saskatchewan,Born in Canada,Total - Gender,25 to 54 years,47,5.4
2018,Alberta,Landed immigrants,Total - Gender,15 years and over,48,7.0
2018,Alberta,Landed immigrants,Total - Gender,25 to 54 years,48,6.4
2018,Alberta,Landed immigrants,Men+,15 years and over,48,6.7
2018,Alberta,Landed immigrants,Men+,25 to 54 years,48,5.9
2018,Alberta,Landed immigrants,Women+,15 years and over,48,7.2
2018,Alberta,Landed immigrants,Women+,25 to 54 years,48,6.9
2018,Alberta,"Immigrants, landed 5 or less years earlier",Total - Gender,15 years and over,48,7.5
2018,Alberta,"Immigrants, landed 5 or less years earlier",Total - Gender,25 to 54 years,48,6.3
2018,Alberta,"Immigrants, landed 5 or less years earlier",Men+,15 years and over,48,4.7
2018,Alberta,"Immigrants, landed 5 or less years earlier",Men+,25 to 54 years,48,3.2
2018,Alberta,"Immigrants, landed 5 or less years earlier",Women+,15 years and over,48,10.9
2018,Alberta,"Immigrants, landed 5 or less years earlier",Women+,25 to 54 years,48,9.8
2018,Alberta,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,15 years and over,48,7.5
2018,Alberta,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,25 to 54 years,48,6.4
2018,Alberta,"Immigrants, landed more than 5 to 10 years earlier",Men+,15 years and over,48,7.4
2018,Alberta,"Immigrants, landed more than 5 to 10 years earlier",Men+,25 to 54 years,48,5.3
2018,Alberta,"Immigrants, landed more than 5 to 10 years earlier",Women+,15 years and over,48,7.6
2018,Alberta,"Immigrants, landed more than 5 to 10 years earlier",Women+,25 to 54 years,48,7.3
2018,Alberta,"Immigrants, landed more than 10 years earlier",Total - Gender,15 years and over,48,6.6
2018,Alberta,"Immigrants, landed more than 10 years earlier",Total - Gender,25 to 54 years,48,6.4
2018,Alberta,"Immigrants, landed more than 10 years earlier",Men+,15 years and over,48,7.2
2018,Alberta,"Immigrants, landed more than 10 years earlier",Men+,25 to 54 years,48,7.0
2018,Alberta,"Immigrants, landed more than 10 years earlier",Women+,15 years and over,48,6.1
2018,Alberta,"Immigrants, landed more than 10 years earlier",Women+,25 to 54 years,48,5.7
2018,Alberta,Born in Canada,Total - Gender,15 years and over,48,6.3
2018,Alberta,Born in Canada,Total - Gender,25 to 54 years,48,5.1
2018,Alberta,Born in Canada,Men+,15 years and over,48,6.7
2018,Alberta,Born in Canada,Men+,25 to 54 years,48,5.3
2018,Alberta,Born in Canada,Women+,15 years and over,48,5.8
2018,Alberta,Born in Canada,Women+,25 to 54 years,48,4.8
2018,British Columbia,Landed immigrants,Total - Gender,15 years and over,59,4.6
2018,British Columbia,Landed immigrants,Total - Gender,25 to 54 years,59,4.3
2018,British Columbia,Landed immigrants,Men+,15 years and over,59,3.8
2018,British Columbia,Landed immigrants,Men+,25 to 54 years,59,3.7
2018,British Columbia,Landed immigrants,Women+,15 years and over,59,5.5
2018,British Columbia,Landed immigrants,Women+,25 to 54 years,59,4.9
2018,British Columbia,"Immigrants, landed 5 or less years earlier",Total - Gender,15 years and over,59,6.4
2018,British Columbia,"Immigrants, landed 5 or less years earlier",Total - Gender,25 to 54 years,59,6.1
2018,British Columbia,"Immigrants, landed 5 or less years earlier",Men+,15 years and over,59,4.1
2018,British Columbia,"Immigrants, landed 5 or less years earlier",Men+,25 to 54 years,59,4.2
2018,British Columbia,"Immigrants, landed 5 or less years earlier",Women+,15 years and over,59,8.7
2018,British Columbia,"Immigrants, landed 5 or less years earlier",Women+,25 to 54 years,59,8.2
2018,British Columbia,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,15 years and over,59,4.7
2018,British Columbia,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,25 to 54 years,59,3.8
2018,British Columbia,"Immigrants, landed more than 5 to 10 years earlier",Men+,15 years and over,59,3.3
2018,British Columbia,"Immigrants, landed more than 5 to 10 years earlier",Men+,25 to 54 years,59,
2018,British Columbia,"Immigrants, landed more than 5 to 10 years earlier",Women+,15 years and over,59,6.4
2018,British Columbia,"Immigrants, landed more than 5 to 10 years earlier",Women+,25 to 54 years,59,5.1
2018,British Columbia,"Immigrants, landed more than 10 years earlier",Total - Gender,15 years and over,59,4.3
2018,British Columbia,"Immigrants, landed more than 10 years earlier",Total - Gender,25 to 54 years,59,4.0
2018,British Columbia,"Immigrants, landed more than 10 years earlier",Men+,15 years and over,59,3.8
2018,British Columbia,"Immigrants, landed more than 10 years earlier",Men+,25 to 54 years,59,4.0
2018,British Columbia,"Immigrants, landed more than 10 years earlier",Women+,15 years and over,59,4.7
2018,British Columbia,"Immigrants, landed more than 10 years earlier",Women+,25 to 54 years,59,4.0
2018,British Columbia,Born in Canada,Total - Gender,15 years and over,59,4.6
2018,British Columbia,Born in Canada,Total - Gender,25 to 54 years,59,3.9
2018,British Columbia,Born in Canada,Men+,15 years and over,59,5.0
2018,British Columbia,Born in Canada,Men+,25 to 54 years,59,4.1
2018,British Columbia,Born in Canada,Women+,15 years and over,59,4.1
2018,British Columbia,Born in Canada,Women+,25 to 54 years,59,3.6
2019,Canada,Landed immigrants,Total - Gender,15 years and over,,6.0
2019,Canada,Landed immigrants,Total - Gender,15 to 24 years,,12.4
2019,Canada,Landed immigrants,Total - Gender,25 to 54 years,,5.5
2019,Canada,Landed immigrants,Total - Gender,55 years and over,,5.0
2019,Canada,Landed immigrants,Men+,15 years and over,,5.7
2019,Canada,Landed immigrants,Men+,15 to 24 years,,13.4
2019,Canada,Landed immigrants,Men+,25 to 54 years,,5.1
2019,Canada,Landed immigrants,Men+,55 years and over,,4.9
2019,Canada,Landed immigrants,Women+,15 years and over,,6.3
2019,Canada,Landed immigrants,Women+,15 to 24 years,,11.3
2019,Canada,Landed immigrants,Women+,25 to 54 years,,6.0
2019,Canada,Landed immigrants,Women+,55 years and over,,5.1
2019,Canada,"Immigrants, landed 5 or less years earlier",Total - Gender,15 years and over,,9.6
2019,Canada,"Immigrants, landed 5 or less years earlier",Total - Gender,15 to 24 years,,11.5
2019,Canada,"Immigrants, landed 5 or less years earlier",Total - Gender,25 to 54 years,,8.9
2019,Canada,"Immigrants, landed 5 or less years earlier",Total - Gender,55 years and over,,17.0
2019,Canada,"Immigrants, landed 5 or less years earlier",Men+,15 years and over,,7.7
2019,Canada,"Immigrants, landed 5 or less years earlier",Men+,15 to 24 years,,10.2
2019,Canada,"Immigrants, landed 5 or less years earlier",Men+,25 to 54 years,,7.0
2019,Canada,"Immigrants, landed 5 or less years earlier",Men+,55 years and over,,12.6
2019,Canada,"Immigrants, landed 5 or less years earlier",Women+,15 years and over,,11.7
2019,Canada,"Immigrants, landed 5 or less years earlier",Women+,15 to 24 years,,12.9
2019,Canada,"Immigrants, landed 5 or less years earlier",Women+,25 to 54 years,,11.1
2019,Canada,"Immigrants, landed 5 or less years earlier",Women+,55 years and over,,26.3
2019,Canada,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,15 years and over,,6.6
2019,Canada,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,15 to 24 years,,14.8
2019,Canada,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,25 to 54 years,,5.3
2019,Canada,"Immigrants, landed more than 5 to 10 years earlier",Total - Gender,55 years and over,,6.9
2019,Canada,"Immigrants, landed more than 5 to 10 years earlier",Men+,15 years and over,,6.3
2019,Canada,"Immigrants, landed more than 5 to 10 years earlier",Men+,15 to 24 years,,18.2
