Year,Geography,Sex,Age group,Selected demographic characteristics,GeoCode,Value
2016,Manitoba,Males,"Total, persons aged 15 years and over",Non immigrants,46,70.9
2016,Manitoba,Males,"Total, persons aged 15 years and over",Immigrants,46,79.4
2016,Manitoba,Males,"Total, persons aged 15 years and over",Non-permanent residents,46,91.1
2016,Manitoba,Males,"Total, persons aged 15 years and over",Total visible minority population,46,84.7
2016,Manitoba,Males,"Total, persons aged 15 years and over",Not a visible minority,46,70.6
2016,Manitoba,Males,"Total, persons aged 15 years and over",Total Aboriginal identity,46,50.2
2016,Manitoba,Males,"Total, persons aged 15 years and over",First Nations (North American Indian),46,38.7
2016,Manitoba,Males,"Total, persons aged 15 years and over",Inuk (Inuit),46,51.4
2016,Manitoba,Males,"Total, persons aged 15 years and over",Non-Aboriginal identity,46,77.0
2016,Manitoba,Males,15 to 24 years,"Total, all persons",46,57.9
2016,Manitoba,Males,15 to 24 years,Non immigrants,46,56.0
2016,Manitoba,Males,15 to 24 years,Immigrants,46,59.0
2016,Manitoba,Males,15 to 24 years,Non-permanent residents,46,88.5
2016,Manitoba,Males,15 to 24 years,Total visible minority population,46,67.6
2016,Manitoba,Males,15 to 24 years,Not a visible minority,46,55.2
2016,Manitoba,Males,15 to 24 years,Total Aboriginal identity,46,36.9
2016,Manitoba,Males,15 to 24 years,First Nations (North American Indian),46,27.3
2016,Manitoba,Males,15 to 24 years,Inuk (Inuit),46,33.3
2016,Manitoba,Males,15 to 24 years,Non-Aboriginal identity,46,64.4
2016,Manitoba,Males,25 to 64 years,"Total, all persons",46,80.1
2016,Manitoba,Males,25 to 64 years,Non immigrants,46,78.2
2016,Manitoba,Males,25 to 64 years,Immigrants,46,86.2
2016,Manitoba,Males,25 to 64 years,Non-permanent residents,46,93.7
2016,Manitoba,Males,25 to 64 years,Total visible minority population,46,91.3
2016,Manitoba,Males,25 to 64 years,Not a visible minority,46,77.7
2016,Manitoba,Males,25 to 64 years,Total Aboriginal identity,46,57.4
2016,Manitoba,Males,25 to 64 years,First Nations (North American Indian),46,45.3
2016,Manitoba,Males,25 to 64 years,Inuk (Inuit),46,61.9
2016,Manitoba,Males,25 to 64 years,Non-Aboriginal identity,46,84.0
2016,Manitoba,Males,65 to 74 years,"Total, all persons",46,66.3
2016,Manitoba,Males,65 to 74 years,Non immigrants,46,64.4
2016,Manitoba,Males,65 to 74 years,Immigrants,46,73.8
2016,Manitoba,Males,65 to 74 years,Non-permanent residents,46,50.0
2016,Manitoba,Males,65 to 74 years,Total visible minority population,46,79.2
2016,Manitoba,Males,65 to 74 years,Not a visible minority,46,65.1
2016,Manitoba,Males,65 to 74 years,Total Aboriginal identity,46,42.2
2016,Manitoba,Males,65 to 74 years,First Nations (North American Indian),46,32.1
2016,Manitoba,Males,65 to 74 years,Inuk (Inuit),46,66.7
2016,Manitoba,Males,65 to 74 years,Non-Aboriginal identity,46,68.4
2016,Manitoba,Males,75 years and over,"Total, all persons",46,51.5
2016,Manitoba,Males,75 years and over,Non immigrants,46,49.2
2016,Manitoba,Males,75 years and over,Immigrants,46,59.5
2016,Manitoba,Males,75 years and over,Non-permanent residents,46,60.0
2016,Manitoba,Males,75 years and over,Total visible minority population,46,66.8
2016,Manitoba,Males,75 years and over,Not a visible minority,46,50.5
2016,Manitoba,Males,75 years and over,Total Aboriginal identity,46,22.9
2016,Manitoba,Males,75 years and over,First Nations (North American Indian),46,13.3
2016,Manitoba,Males,75 years and over,Inuk (Inuit),46,0.0
2016,Manitoba,Males,75 years and over,Non-Aboriginal identity,46,52.8
2016,Manitoba,Females,"Total, persons aged 15 years and over","Total, all persons",46,77.5
2016,Manitoba,Females,"Total, persons aged 15 years and over",Non immigrants,46,77.0
2016,Manitoba,Females,"Total, persons aged 15 years and over",Immigrants,46,78.8
2016,Manitoba,Females,"Total, persons aged 15 years and over",Non-permanent residents,46,89.9
2016,Manitoba,Females,"Total, persons aged 15 years and over",Total visible minority population,46,83.9
2016,Manitoba,Females,"Total, persons aged 15 years and over",Not a visible minority,46,76.2
2016,Manitoba,Females,"Total, persons aged 15 years and over",Total Aboriginal identity,46,59.6
2016,Manitoba,Females,"Total, persons aged 15 years and over",First Nations (North American Indian),46,49.8
2016,Manitoba,Females,"Total, persons aged 15 years and over",Inuk (Inuit),46,65.9
2016,Manitoba,Females,"Total, persons aged 15 years and over",Non-Aboriginal identity,46,80.9
2016,Manitoba,Females,15 to 24 years,"Total, all persons",46,60.7
2016,Manitoba,Females,15 to 24 years,Non immigrants,46,59.6
2016,Manitoba,Females,15 to 24 years,Immigrants,46,61.8
2016,Manitoba,Females,15 to 24 years,Non-permanent residents,46,86.2
2016,Manitoba,Females,15 to 24 years,Total visible minority population,46,68.1
2016,Manitoba,Females,15 to 24 years,Not a visible minority,46,58.8
2016,Manitoba,Females,15 to 24 years,Total Aboriginal identity,46,42.0
2016,Manitoba,Females,15 to 24 years,First Nations (North American Indian),46,31.9
2016,Manitoba,Females,15 to 24 years,Inuk (Inuit),46,72.7
2016,Manitoba,Females,15 to 24 years,Non-Aboriginal identity,46,66.9
2016,Manitoba,Females,25 to 64 years,"Total, all persons",46,86.1
2016,Manitoba,Females,25 to 64 years,Non immigrants,46,85.8
2016,Manitoba,Females,25 to 64 years,Immigrants,46,87.0
2016,Manitoba,Females,25 to 64 years,Non-permanent residents,46,93.4
2016,Manitoba,Females,25 to 64 years,Total visible minority population,46,91.1
2016,Manitoba,Females,25 to 64 years,Not a visible minority,46,85.0
2016,Manitoba,Females,25 to 64 years,Total Aboriginal identity,46,68.6
2016,Manitoba,Females,25 to 64 years,First Nations (North American Indian),46,59.2
2016,Manitoba,Females,25 to 64 years,Inuk (Inuit),46,65.5
2016,Manitoba,Females,25 to 64 years,Non-Aboriginal identity,46,89.5
2016,Manitoba,Females,65 to 74 years,"Total, all persons",46,69.2
2016,Manitoba,Females,65 to 74 years,Non immigrants,46,69.3
2016,Manitoba,Females,65 to 74 years,Immigrants,46,69.1
2016,Manitoba,Females,65 to 74 years,Non-permanent residents,46,37.5
2016,Manitoba,Females,65 to 74 years,Total visible minority population,46,69.4
2016,Manitoba,Females,65 to 74 years,Not a visible minority,46,69.2
2016,Manitoba,Females,65 to 74 years,Total Aboriginal identity,46,46.9
2016,Manitoba,Females,65 to 74 years,First Nations (North American Indian),46,36.8
2016,Manitoba,Females,65 to 74 years,Inuk (Inuit),46,100.0
2016,Manitoba,Females,65 to 74 years,Non-Aboriginal identity,46,71.3
2016,Manitoba,Females,75 years and over,"Total, all persons",46,52.7
2016,Manitoba,Females,75 years and over,Non immigrants,46,54.0
2016,Manitoba,Females,75 years and over,Immigrants,46,47.9
2016,Manitoba,Females,75 years and over,Non-permanent residents,46,45.5
2016,Manitoba,Females,75 years and over,Total visible minority population,46,46.1
2016,Manitoba,Females,75 years and over,Not a visible minority,46,53.1
2016,Manitoba,Females,75 years and over,Total Aboriginal identity,46,25.3
2016,Manitoba,Females,75 years and over,First Nations (North American Indian),46,18.4
2016,Manitoba,Females,75 years and over,Inuk (Inuit),46,0.0
2016,Manitoba,Females,75 years and over,Non-Aboriginal identity,46,54.1
2016,Saskatchewan,Both sexes,"Total, persons aged 15 years and over","Total, all persons",47,76.7
2016,Saskatchewan,Both sexes,"Total, persons aged 15 years and over",Non immigrants,47,75.6
2016,Saskatchewan,Both sexes,"Total, persons aged 15 years and over",Immigrants,47,83.5
2016,Saskatchewan,Both sexes,"Total, persons aged 15 years and over",Non-permanent residents,47,92.1
2016,Saskatchewan,Both sexes,"Total, persons aged 15 years and over",Total visible minority population,47,85.0
2016,Saskatchewan,Both sexes,"Total, persons aged 15 years and over",Not a visible minority,47,75.8
2016,Saskatchewan,Both sexes,"Total, persons aged 15 years and over",Total Aboriginal identity,47,57.2
2016,Saskatchewan,Both sexes,"Total, persons aged 15 years and over",First Nations (North American Indian),47,50.2
2016,Saskatchewan,Both sexes,"Total, persons aged 15 years and over",Inuk (Inuit),47,67.3
2016,Saskatchewan,Both sexes,"Total, persons aged 15 years and over",Non-Aboriginal identity,47,79.8
2016,Saskatchewan,Both sexes,15 to 24 years,"Total, all persons",47,58.4
2016,Saskatchewan,Both sexes,15 to 24 years,Non immigrants,47,57.7
2016,Saskatchewan,Both sexes,15 to 24 years,Immigrants,47,59.3
2016,Saskatchewan,Both sexes,15 to 24 years,Non-permanent residents,47,83.1
2016,Saskatchewan,Both sexes,15 to 24 years,Total visible minority population,47,64.2
2016,Saskatchewan,Both sexes,15 to 24 years,Not a visible minority,47,57.5
2016,Saskatchewan,Both sexes,15 to 24 years,Total Aboriginal identity,47,40.7
2016,Saskatchewan,Both sexes,15 to 24 years,First Nations (North American Indian),47,35.1
2016,Saskatchewan,Both sexes,15 to 24 years,Inuk (Inuit),47,66.7
2016,Saskatchewan,Both sexes,15 to 24 years,Non-Aboriginal identity,47,63.8
2016,Saskatchewan,Both sexes,25 to 64 years,"Total, all persons",47,85.5
2016,Saskatchewan,Both sexes,25 to 64 years,Non immigrants,47,84.6
2016,Saskatchewan,Both sexes,25 to 64 years,Immigrants,47,90.3
2016,Saskatchewan,Both sexes,25 to 64 years,Non-permanent residents,47,96.0
2016,Saskatchewan,Both sexes,25 to 64 years,Total visible minority population,47,91.5
2016,Saskatchewan,Both sexes,25 to 64 years,Not a visible minority,47,84.7
2016,Saskatchewan,Both sexes,25 to 64 years,Total Aboriginal identity,47,66.0
2016,Saskatchewan,Both sexes,25 to 64 years,First Nations (North American Indian),47,58.7
2016,Saskatchewan,Both sexes,25 to 64 years,Inuk (Inuit),47,67.6
2016,Saskatchewan,Both sexes,25 to 64 years,Non-Aboriginal identity,47,88.5
2016,Saskatchewan,Both sexes,65 to 74 years,"Total, all persons",47,69.5
2016,Saskatchewan,Both sexes,65 to 74 years,Non immigrants,47,68.6
2016,Saskatchewan,Both sexes,65 to 74 years,Immigrants,47,79.0
2016,Saskatchewan,Both sexes,65 to 74 years,Non-permanent residents,47,70.6
2016,Saskatchewan,Both sexes,65 to 74 years,Total visible minority population,47,72.3
2016,Saskatchewan,Both sexes,65 to 74 years,Not a visible minority,47,69.3
2016,Saskatchewan,Both sexes,65 to 74 years,Total Aboriginal identity,47,46.3
2016,Saskatchewan,Both sexes,65 to 74 years,First Nations (North American Indian),47,39.2
2016,Saskatchewan,Both sexes,65 to 74 years,Inuk (Inuit),47,100.0
2016,Saskatchewan,Both sexes,65 to 74 years,Non-Aboriginal identity,47,71.1
2016,Saskatchewan,Both sexes,75 years and over,"Total, all persons",47,49.0
2016,Saskatchewan,Both sexes,75 years and over,Non immigrants,47,48.0
2016,Saskatchewan,Both sexes,75 years and over,Immigrants,47,59.2
2016,Saskatchewan,Both sexes,75 years and over,Non-permanent residents,47,41.7
2016,Saskatchewan,Both sexes,75 years and over,Total visible minority population,47,60.1
2016,Saskatchewan,Both sexes,75 years and over,Not a visible minority,47,48.7
2016,Saskatchewan,Both sexes,75 years and over,Total Aboriginal identity,47,25.7
2016,Saskatchewan,Both sexes,75 years and over,First Nations (North American Indian),47,19.3
2016,Saskatchewan,Both sexes,75 years and over,Inuk (Inuit),47,100.0
2016,Saskatchewan,Both sexes,75 years and over,Non-Aboriginal identity,47,49.9
2016,Saskatchewan,Males,"Total, persons aged 15 years and over","Total, all persons",47,73.6
2016,Saskatchewan,Males,"Total, persons aged 15 years and over",Non immigrants,47,72.0
2016,Saskatchewan,Males,"Total, persons aged 15 years and over",Immigrants,47,83.5
2016,Saskatchewan,Males,"Total, persons aged 15 years and over",Non-permanent residents,47,92.6
2016,Saskatchewan,Males,"Total, persons aged 15 years and over",Total visible minority population,47,85.5
2016,Saskatchewan,Males,"Total, persons aged 15 years and over",Not a visible minority,47,72.3
2016,Saskatchewan,Males,"Total, persons aged 15 years and over",Total Aboriginal identity,47,51.0
2016,Saskatchewan,Males,"Total, persons aged 15 years and over",First Nations (North American Indian),47,43.1
2016,Saskatchewan,Males,"Total, persons aged 15 years and over",Inuk (Inuit),47,80.0
2016,Saskatchewan,Males,"Total, persons aged 15 years and over",Non-Aboriginal identity,47,77.1
2016,Saskatchewan,Males,15 to 24 years,"Total, all persons",47,56.9
2016,Saskatchewan,Males,15 to 24 years,Non immigrants,47,55.9
2016,Saskatchewan,Males,15 to 24 years,Immigrants,47,58.6
2016,Saskatchewan,Males,15 to 24 years,Non-permanent residents,47,85.2
2016,Saskatchewan,Males,15 to 24 years,Total visible minority population,47,64.5
2016,Saskatchewan,Males,15 to 24 years,Not a visible minority,47,55.8
2016,Saskatchewan,Males,15 to 24 years,Total Aboriginal identity,47,37.0
2016,Saskatchewan,Males,15 to 24 years,First Nations (North American Indian),47,31.5
2016,Saskatchewan,Males,15 to 24 years,Inuk (Inuit),47,85.7
2016,Saskatchewan,Males,15 to 24 years,Non-Aboriginal identity,47,62.8
2016,Saskatchewan,Males,25 to 64 years,"Total, all persons",47,81.9
2016,Saskatchewan,Males,25 to 64 years,Non immigrants,47,80.4
2016,Saskatchewan,Males,25 to 64 years,Immigrants,47,90.2
2016,Saskatchewan,Males,25 to 64 years,Non-permanent residents,47,95.6
2016,Saskatchewan,Males,25 to 64 years,Total visible minority population,47,91.8
2016,Saskatchewan,Males,25 to 64 years,Not a visible minority,47,80.6
2016,Saskatchewan,Males,25 to 64 years,Total Aboriginal identity,47,58.8
2016,Saskatchewan,Males,25 to 64 years,First Nations (North American Indian),47,50.2
2016,Saskatchewan,Males,25 to 64 years,Inuk (Inuit),47,76.9
2016,Saskatchewan,Males,25 to 64 years,Non-Aboriginal identity,47,85.2
2016,Saskatchewan,Males,65 to 74 years,"Total, all persons",47,66.1
2016,Saskatchewan,Males,65 to 74 years,Non immigrants,47,64.7
2016,Saskatchewan,Males,65 to 74 years,Immigrants,47,81.0
2016,Saskatchewan,Males,65 to 74 years,Non-permanent residents,47,57.1
2016,Saskatchewan,Males,65 to 74 years,Total visible minority population,47,78.7
2016,Saskatchewan,Males,65 to 74 years,Not a visible minority,47,65.7
2016,Saskatchewan,Males,65 to 74 years,Total Aboriginal identity,47,40.9
2016,Saskatchewan,Males,65 to 74 years,First Nations (North American Indian),47,34.3
2016,Saskatchewan,Males,65 to 74 years,Inuk (Inuit),47,0.0
2016,Saskatchewan,Males,65 to 74 years,Non-Aboriginal identity,47,67.9
2016,Saskatchewan,Males,75 years and over,"Total, all persons",47,44.8
2016,Saskatchewan,Males,75 years and over,Non immigrants,47,43.3
2016,Saskatchewan,Males,75 years and over,Immigrants,47,60.1
2016,Saskatchewan,Males,75 years and over,Non-permanent residents,47,50.0
2016,Saskatchewan,Males,75 years and over,Total visible minority population,47,70.2
2016,Saskatchewan,Males,75 years and over,Not a visible minority,47,44.2
2016,Saskatchewan,Males,75 years and over,Total Aboriginal identity,47,25.6
2016,Saskatchewan,Males,75 years and over,First Nations (North American Indian),47,19.3
2016,Saskatchewan,Males,75 years and over,Inuk (Inuit),47,0.0
2016,Saskatchewan,Males,75 years and over,Non-Aboriginal identity,47,45.5
2016,Saskatchewan,Females,"Total, persons aged 15 years and over","Total, all persons",47,79.7
2016,Saskatchewan,Females,"Total, persons aged 15 years and over",Non immigrants,47,79.0
2016,Saskatchewan,Females,"Total, persons aged 15 years and over",Immigrants,47,83.5
2016,Saskatchewan,Females,"Total, persons aged 15 years and over",Non-permanent residents,47,91.5
2016,Saskatchewan,Females,"Total, persons aged 15 years and over",Total visible minority population,47,84.5
2016,Saskatchewan,Females,"Total, persons aged 15 years and over",Not a visible minority,47,79.2
2016,Saskatchewan,Females,"Total, persons aged 15 years and over",Total Aboriginal identity,47,62.9
2016,Saskatchewan,Females,"Total, persons aged 15 years and over",First Nations (North American Indian),47,56.4
2016,Saskatchewan,Females,"Total, persons aged 15 years and over",Inuk (Inuit),47,57.6
2016,Saskatchewan,Females,"Total, persons aged 15 years and over",Non-Aboriginal identity,47,82.5
2016,Saskatchewan,Females,15 to 24 years,"Total, all persons",47,59.9
2016,Saskatchewan,Females,15 to 24 years,Non immigrants,47,59.4
2016,Saskatchewan,Females,15 to 24 years,Immigrants,47,60.1
2016,Saskatchewan,Females,15 to 24 years,Non-permanent residents,47,80.1
2016,Saskatchewan,Females,15 to 24 years,Total visible minority population,47,63.9
2016,Saskatchewan,Females,15 to 24 years,Not a visible minority,47,59.3
2016,Saskatchewan,Females,15 to 24 years,Total Aboriginal identity,47,44.5
2016,Saskatchewan,Females,15 to 24 years,First Nations (North American Indian),47,38.6
2016,Saskatchewan,Females,15 to 24 years,Inuk (Inuit),47,33.3
2016,Saskatchewan,Females,15 to 24 years,Non-Aboriginal identity,47,64.8
2016,Saskatchewan,Females,25 to 64 years,"Total, all persons",47,89.1
2016,Saskatchewan,Females,25 to 64 years,Non immigrants,47,88.8
2016,Saskatchewan,Females,25 to 64 years,Immigrants,47,90.5
2016,Saskatchewan,Females,25 to 64 years,Non-permanent residents,47,96.4
2016,Saskatchewan,Females,25 to 64 years,Total visible minority population,47,91.2
2016,Saskatchewan,Females,25 to 64 years,Not a visible minority,47,88.8
2016,Saskatchewan,Females,25 to 64 years,Total Aboriginal identity,47,72.2
2016,Saskatchewan,Females,25 to 64 years,First Nations (North American Indian),47,66.0
2016,Saskatchewan,Females,25 to 64 years,Inuk (Inuit),47,66.7
2016,Saskatchewan,Females,25 to 64 years,Non-Aboriginal identity,47,92.0
2016,Saskatchewan,Females,65 to 74 years,"Total, all persons",47,72.6
2016,Saskatchewan,Females,65 to 74 years,Non immigrants,47,72.3
2016,Saskatchewan,Females,65 to 74 years,Immigrants,47,76.8
2016,Saskatchewan,Females,65 to 74 years,Non-permanent residents,47,70.0
2016,Saskatchewan,Females,65 to 74 years,Total visible minority population,47,65.8
2016,Saskatchewan,Females,65 to 74 years,Not a visible minority,47,72.9
2016,Saskatchewan,Females,65 to 74 years,Total Aboriginal identity,47,51.4
2016,Saskatchewan,Females,65 to 74 years,First Nations (North American Indian),47,43.3
2016,Saskatchewan,Females,65 to 74 years,Inuk (Inuit),47,0.0
2016,Saskatchewan,Females,65 to 74 years,Non-Aboriginal identity,47,74.2
2016,Saskatchewan,Females,75 years and over,"Total, all persons",47,52.2
2016,Saskatchewan,Females,75 years and over,Non immigrants,47,51.7
2016,Saskatchewan,Females,75 years and over,Immigrants,47,58.7
2016,Saskatchewan,Females,75 years and over,Non-permanent residents,47,50.0
2016,Saskatchewan,Females,75 years and over,Total visible minority population,47,50.3
2016,Saskatchewan,Females,75 years and over,Not a visible minority,47,52.2
2016,Saskatchewan,Females,75 years and over,Total Aboriginal identity,47,25.4
2016,Saskatchewan,Females,75 years and over,First Nations (North American Indian),47,19.7
2016,Saskatchewan,Females,75 years and over,Inuk (Inuit),47,100.0
2016,Saskatchewan,Females,75 years and over,Non-Aboriginal identity,47,53.3
2016,Alberta,Both sexes,"Total, persons aged 15 years and over","Total, all persons",48,80.4
2016,Alberta,Both sexes,"Total, persons aged 15 years and over",Non immigrants,48,79.4
2016,Alberta,Both sexes,"Total, persons aged 15 years and over",Immigrants,48,82.7
2016,Alberta,Both sexes,"Total, persons aged 15 years and over",Non-permanent residents,48,90.8
2016,Alberta,Both sexes,"Total, persons aged 15 years and over",Total visible minority population,48,83.2
2016,Alberta,Both sexes,"Total, persons aged 15 years and over",Not a visible minority,48,79.6
2016,Alberta,Both sexes,"Total, persons aged 15 years and over",Total Aboriginal identity,48,59.6
2016,Alberta,Both sexes,"Total, persons aged 15 years and over",First Nations (North American Indian),48,52.4
2016,Alberta,Both sexes,"Total, persons aged 15 years and over",Inuk (Inuit),48,68.5
2016,Alberta,Both sexes,"Total, persons aged 15 years and over",Non-Aboriginal identity,48,81.7
2016,Alberta,Both sexes,15 to 24 years,"Total, all persons",48,63.7
2016,Alberta,Both sexes,15 to 24 years,Non immigrants,48,62.8
2016,Alberta,Both sexes,15 to 24 years,Immigrants,48,65.4
2016,Alberta,Both sexes,15 to 24 years,Non-permanent residents,48,81.6
2016,Alberta,Both sexes,15 to 24 years,Total visible minority population,48,67.6
2016,Alberta,Both sexes,15 to 24 years,Not a visible minority,48,62.4
2016,Alberta,Both sexes,15 to 24 years,Total Aboriginal identity,48,45.3
2016,Alberta,Both sexes,15 to 24 years,First Nations (North American Indian),48,37.9
2016,Alberta,Both sexes,15 to 24 years,Inuk (Inuit),48,62.8
2016,Alberta,Both sexes,15 to 24 years,Non-Aboriginal identity,48,65.6
2016,Alberta,Both sexes,25 to 64 years,"Total, all persons",48,86.6
2016,Alberta,Both sexes,25 to 64 years,Non immigrants,48,85.7
2016,Alberta,Both sexes,25 to 64 years,Immigrants,48,88.4
2016,Alberta,Both sexes,25 to 64 years,Non-permanent residents,48,93.7
2016,Alberta,Both sexes,25 to 64 years,Total visible minority population,48,89.3
2016,Alberta,Both sexes,25 to 64 years,Not a visible minority,48,85.7
2016,Alberta,Both sexes,25 to 64 years,Total Aboriginal identity,48,66.5
2016,Alberta,Both sexes,25 to 64 years,First Nations (North American Indian),48,59.3
2016,Alberta,Both sexes,25 to 64 years,Inuk (Inuit),48,71.2
2016,Alberta,Both sexes,25 to 64 years,Non-Aboriginal identity,48,87.7
2016,Alberta,Both sexes,65 to 74 years,"Total, all persons",48,75.0
2016,Alberta,Both sexes,65 to 74 years,Non immigrants,48,74.6
2016,Alberta,Both sexes,65 to 74 years,Immigrants,48,76.0
2016,Alberta,Both sexes,65 to 74 years,Non-permanent residents,48,73.0
2016,Alberta,Both sexes,65 to 74 years,Total visible minority population,48,70.7
2016,Alberta,Both sexes,65 to 74 years,Not a visible minority,48,75.7
2016,Alberta,Both sexes,65 to 74 years,Total Aboriginal identity,48,50.2
2016,Alberta,Both sexes,65 to 74 years,First Nations (North American Indian),48,45.5
2016,Alberta,Both sexes,65 to 74 years,Inuk (Inuit),48,60.0
2016,Alberta,Both sexes,65 to 74 years,Non-Aboriginal identity,48,75.9
2016,Alberta,Both sexes,75 years and over,"Total, all persons",48,56.4
2016,Alberta,Both sexes,75 years and over,Non immigrants,48,57.1
2016,Alberta,Both sexes,75 years and over,Immigrants,48,55.0
2016,Alberta,Both sexes,75 years and over,Non-permanent residents,48,59.7
2016,Alberta,Both sexes,75 years and over,Total visible minority population,48,48.5
2016,Alberta,Both sexes,75 years and over,Not a visible minority,48,57.5
2016,Alberta,Both sexes,75 years and over,Total Aboriginal identity,48,30.9
2016,Alberta,Both sexes,75 years and over,First Nations (North American Indian),48,25.6
2016,Alberta,Both sexes,75 years and over,Inuk (Inuit),48,57.1
2016,Alberta,Both sexes,75 years and over,Non-Aboriginal identity,48,57.0
2016,Alberta,Males,"Total, persons aged 15 years and over","Total, all persons",48,78.6
2016,Alberta,Males,"Total, persons aged 15 years and over",Non immigrants,48,76.9
2016,Alberta,Males,"Total, persons aged 15 years and over",Immigrants,48,83.2
2016,Alberta,Males,"Total, persons aged 15 years and over",Non-permanent residents,48,90.3
2016,Alberta,Males,"Total, persons aged 15 years and over",Total visible minority population,48,83.7
2016,Alberta,Males,"Total, persons aged 15 years and over",Not a visible minority,48,77.2
2016,Alberta,Males,"Total, persons aged 15 years and over",Total Aboriginal identity,48,55.6
2016,Alberta,Males,"Total, persons aged 15 years and over",First Nations (North American Indian),48,48.0
2016,Alberta,Males,"Total, persons aged 15 years and over",Inuk (Inuit),48,66.3
2016,Alberta,Males,"Total, persons aged 15 years and over",Non-Aboriginal identity,48,80.0
2016,Alberta,Males,15 to 24 years,"Total, all persons",48,62.1
2016,Alberta,Males,15 to 24 years,Non immigrants,48,61.1
2016,Alberta,Males,15 to 24 years,Immigrants,48,64.4
2016,Alberta,Males,15 to 24 years,Non-permanent residents,48,79.9
2016,Alberta,Males,15 to 24 years,Total visible minority population,48,66.5
2016,Alberta,Males,15 to 24 years,Not a visible minority,48,60.6
2016,Alberta,Males,15 to 24 years,Total Aboriginal identity,48,43.1
2016,Alberta,Males,15 to 24 years,First Nations (North American Indian),48,36.2
2016,Alberta,Males,15 to 24 years,Inuk (Inuit),48,61.1
2016,Alberta,Males,15 to 24 years,Non-Aboriginal identity,48,63.9
2016,Alberta,Males,25 to 64 years,"Total, all persons",48,84.5
2016,Alberta,Males,25 to 64 years,Non immigrants,48,82.9
2016,Alberta,Males,25 to 64 years,Immigrants,48,88.4
2016,Alberta,Males,25 to 64 years,Non-permanent residents,48,93.2
2016,Alberta,Males,25 to 64 years,Total visible minority population,48,89.5
2016,Alberta,Males,25 to 64 years,Not a visible minority,48,83.0
2016,Alberta,Males,25 to 64 years,Total Aboriginal identity,48,61.8
2016,Alberta,Males,25 to 64 years,First Nations (North American Indian),48,54.1
2016,Alberta,Males,25 to 64 years,Inuk (Inuit),48,66.9
2016,Alberta,Males,25 to 64 years,Non-Aboriginal identity,48,85.7
2016,Alberta,Males,65 to 74 years,"Total, all persons",48,74.3
2016,Alberta,Males,65 to 74 years,Non immigrants,48,72.2
2016,Alberta,Males,65 to 74 years,Immigrants,48,79.3
2016,Alberta,Males,65 to 74 years,Non-permanent residents,48,79.0
2016,Alberta,Males,65 to 74 years,Total visible minority population,48,76.6
2016,Alberta,Males,65 to 74 years,Not a visible minority,48,73.9
2016,Alberta,Males,65 to 74 years,Total Aboriginal identity,48,48.4
2016,Alberta,Males,65 to 74 years,First Nations (North American Indian),48,42.7
2016,Alberta,Males,65 to 74 years,Inuk (Inuit),48,80.0
2016,Alberta,Males,65 to 74 years,Non-Aboriginal identity,48,75.1
2016,Alberta,Males,75 years and over,"Total, all persons",48,55.9
2016,Alberta,Males,75 years and over,Non immigrants,48,53.8
2016,Alberta,Males,75 years and over,Immigrants,48,60.4
2016,Alberta,Males,75 years and over,Non-permanent residents,48,69.6
2016,Alberta,Males,75 years and over,Total visible minority population,48,59.5
2016,Alberta,Males,75 years and over,Not a visible minority,48,55.4
2016,Alberta,Males,75 years and over,Total Aboriginal identity,48,27.9
2016,Alberta,Males,75 years and over,First Nations (North American Indian),48,20.7
2016,Alberta,Males,75 years and over,Inuk (Inuit),48,60.0
2016,Alberta,Males,75 years and over,Non-Aboriginal identity,48,56.5
2016,Alberta,Females,"Total, persons aged 15 years and over","Total, all persons",48,82.2
2016,Alberta,Females,"Total, persons aged 15 years and over",Non immigrants,48,81.9
2016,Alberta,Females,"Total, persons aged 15 years and over",Immigrants,48,82.2
2016,Alberta,Females,"Total, persons aged 15 years and over",Non-permanent residents,48,91.4
2016,Alberta,Females,"Total, persons aged 15 years and over",Total visible minority population,48,82.8
2016,Alberta,Females,"Total, persons aged 15 years and over",Not a visible minority,48,82.0
2016,Alberta,Females,"Total, persons aged 15 years and over",Total Aboriginal identity,48,63.2
2016,Alberta,Females,"Total, persons aged 15 years and over",First Nations (North American Indian),48,56.1
2016,Alberta,Females,"Total, persons aged 15 years and over",Inuk (Inuit),48,71.0
2016,Alberta,Females,"Total, persons aged 15 years and over",Non-Aboriginal identity,48,83.4
2016,Alberta,Females,15 to 24 years,"Total, all persons",48,65.4
2016,Alberta,Females,15 to 24 years,Non immigrants,48,64.7
2016,Alberta,Females,15 to 24 years,Immigrants,48,66.5
2016,Alberta,Females,15 to 24 years,Non-permanent residents,48,83.3
2016,Alberta,Females,15 to 24 years,Total visible minority population,48,68.8
2016,Alberta,Females,15 to 24 years,Not a visible minority,48,64.3
2016,Alberta,Females,15 to 24 years,Total Aboriginal identity,48,47.5
2016,Alberta,Females,15 to 24 years,First Nations (North American Indian),48,39.4
2016,Alberta,Females,15 to 24 years,Inuk (Inuit),48,68.3
2016,Alberta,Females,15 to 24 years,Non-Aboriginal identity,48,67.3
2016,Alberta,Females,25 to 64 years,"Total, all persons",48,88.6
2016,Alberta,Females,25 to 64 years,Non immigrants,48,88.5
2016,Alberta,Females,25 to 64 years,Immigrants,48,88.5
2016,Alberta,Females,25 to 64 years,Non-permanent residents,48,94.2
2016,Alberta,Females,25 to 64 years,Total visible minority population,48,89.0
