Year,Geography,GeoCode,Economic family type,Household food security status,Value
2019,Alberta,,Persons in economic families,"Food insecure, marginal",5.4
2020,Alberta,,Persons in economic families,"Food insecure, marginal",4.5
2018,Alberta,,Persons in economic families,"Food insecure, moderate or severe",13.1
2019,Alberta,,Persons in economic families,"Food insecure, moderate or severe",12.6
2020,Alberta,,Persons in economic families,"Food insecure, moderate or severe",14.4
2018,Alberta,,Persons in economic families,"Food insecure, moderate",8.5
2019,Alberta,,Persons in economic families,"Food insecure, moderate",9.2
2020,Alberta,,Persons in economic families,"Food insecure, moderate",9.6
2018,Alberta,,Persons in economic families,"Food insecure, severe",4.6
2019,Alberta,,Persons in economic families,"Food insecure, severe",3.4
2020,Alberta,,Persons in economic families,"Food insecure, severe",4.8
2018,Alberta,,data.Persons in elderly families,Food secure,89.6
2019,Alberta,,data.Persons in elderly families,Food secure,90.0
2020,Alberta,,data.Persons in elderly families,Food secure,91.3
2018,Alberta,,data.Persons in elderly families,"Food insecure, marginal",
2019,Alberta,,data.Persons in elderly families,"Food insecure, marginal",
2020,Alberta,,data.Persons in elderly families,"Food insecure, marginal",3.6
2018,Alberta,,data.Persons in elderly families,"Food insecure, moderate or severe",
2019,Alberta,,data.Persons in elderly families,"Food insecure, moderate or severe",9.2
2020,Alberta,,data.Persons in elderly families,"Food insecure, moderate or severe",5.1
2018,Alberta,,data.Persons in elderly families,"Food insecure, moderate",2.6
2019,Alberta,,data.Persons in elderly families,"Food insecure, moderate",7.0
2020,Alberta,,data.Persons in elderly families,"Food insecure, moderate",3.2
2018,Alberta,,data.Persons in elderly families,"Food insecure, severe",
2019,Alberta,,data.Persons in elderly families,"Food insecure, severe",
2020,Alberta,,data.Persons in elderly families,"Food insecure, severe",1.8
2018,Alberta,,data.Persons in elderly couples,Food secure,93.3
2019,Alberta,,data.Persons in elderly couples,Food secure,92.6
2020,Alberta,,data.Persons in elderly couples,Food secure,93.2
2018,Alberta,,data.Persons in elderly couples,"Food insecure, marginal",
2019,Alberta,,data.Persons in elderly couples,"Food insecure, marginal",
2020,Alberta,,data.Persons in elderly couples,"Food insecure, marginal",2.7
2018,Alberta,,data.Persons in elderly couples,"Food insecure, moderate or severe",4.5
2019,Alberta,,data.Persons in elderly couples,"Food insecure, moderate or severe",6.5
2020,Alberta,,data.Persons in elderly couples,"Food insecure, moderate or severe",4.0
2018,Alberta,,data.Persons in elderly couples,"Food insecure, moderate",
2019,Alberta,,data.Persons in elderly couples,"Food insecure, moderate",5.2
2020,Alberta,,data.Persons in elderly couples,"Food insecure, moderate",1.9
2018,Alberta,,data.Persons in elderly couples,"Food insecure, severe",
2019,Alberta,,data.Persons in elderly couples,"Food insecure, severe",
2020,Alberta,,data.Persons in elderly couples,"Food insecure, severe",
2018,Alberta,,data.Persons in other elderly families,Food secure,80.4
2019,Alberta,,data.Persons in other elderly families,Food secure,85.3
2020,Alberta,,data.Persons in other elderly families,Food secure,87.1
2018,Alberta,,data.Persons in other elderly families,"Food insecure, marginal",
2019,Alberta,,data.Persons in other elderly families,"Food insecure, marginal",
2020,Alberta,,data.Persons in other elderly families,"Food insecure, marginal",
2018,Alberta,,data.Persons in other elderly families,"Food insecure, moderate or severe",
2019,Alberta,,data.Persons in other elderly families,"Food insecure, moderate or severe",
2020,Alberta,,data.Persons in other elderly families,"Food insecure, moderate or severe",
2018,Alberta,,data.Persons in other elderly families,"Food insecure, moderate",
2019,Alberta,,data.Persons in other elderly families,"Food insecure, moderate",
2020,Alberta,,data.Persons in other elderly families,"Food insecure, moderate",
2018,Alberta,,data.Persons in other elderly families,"Food insecure, severe",
2019,Alberta,,data.Persons in other elderly families,"Food insecure, severe",
2020,Alberta,,data.Persons in other elderly families,"Food insecure, severe",
2018,Alberta,,data.Persons in non-elderly families,Food secure,80.3
2019,Alberta,,data.Persons in non-elderly families,Food secure,80.9
2020,Alberta,,data.Persons in non-elderly families,Food secure,79.8
2018,Alberta,,data.Persons in non-elderly families,"Food insecure, marginal",5.9
2019,Alberta,,data.Persons in non-elderly families,"Food insecure, marginal",6.0
2020,Alberta,,data.Persons in non-elderly families,"Food insecure, marginal",4.6
2018,Alberta,,data.Persons in non-elderly families,"Food insecure, moderate or severe",13.7
2019,Alberta,,data.Persons in non-elderly families,"Food insecure, moderate or severe",13.1
2020,Alberta,,data.Persons in non-elderly families,"Food insecure, moderate or severe",15.6
2018,Alberta,,data.Persons in non-elderly families,"Food insecure, moderate",9.3
2019,Alberta,,data.Persons in non-elderly families,"Food insecure, moderate",9.5
2020,Alberta,,data.Persons in non-elderly families,"Food insecure, moderate",10.4
2018,Alberta,,data.Persons in non-elderly families,"Food insecure, severe",4.5
2019,Alberta,,data.Persons in non-elderly families,"Food insecure, severe",3.6
2020,Alberta,,data.Persons in non-elderly families,"Food insecure, severe",5.2
2018,Alberta,,data.Persons in couples,Food secure,89.6
2019,Alberta,,data.Persons in couples,Food secure,88.2
2020,Alberta,,data.Persons in couples,Food secure,83.4
2018,Alberta,,data.Persons in couples,"Food insecure, marginal",2.9
2019,Alberta,,data.Persons in couples,"Food insecure, marginal",2.6
2020,Alberta,,data.Persons in couples,"Food insecure, marginal",5.1
2018,Alberta,,data.Persons in couples,"Food insecure, moderate or severe",7.5
2019,Alberta,,data.Persons in couples,"Food insecure, moderate or severe",9.1
2020,Alberta,,data.Persons in couples,"Food insecure, moderate or severe",11.5
2018,Alberta,,data.Persons in couples,"Food insecure, moderate",3.5
2019,Alberta,,data.Persons in couples,"Food insecure, moderate",6.0
2020,Alberta,,data.Persons in couples,"Food insecure, moderate",7.0
2018,Alberta,,data.Persons in couples,"Food insecure, severe",4.0
2019,Alberta,,data.Persons in couples,"Food insecure, severe",3.1
2020,Alberta,,data.Persons in couples,"Food insecure, severe",4.5
2018,Alberta,,data.Persons in couple families with children,Food secure,80.2
2019,Alberta,,data.Persons in couple families with children,Food secure,81.0
2020,Alberta,,data.Persons in couple families with children,Food secure,80.4
2018,Alberta,,data.Persons in couple families with children,"Food insecure, marginal",6.9
2019,Alberta,,data.Persons in couple families with children,"Food insecure, marginal",6.2
2020,Alberta,,data.Persons in couple families with children,"Food insecure, marginal",5.0
2018,Alberta,,data.Persons in couple families with children,"Food insecure, moderate or severe",12.9
2019,Alberta,,data.Persons in couple families with children,"Food insecure, moderate or severe",12.8
2020,Alberta,,data.Persons in couple families with children,"Food insecure, moderate or severe",14.6
2018,Alberta,,data.Persons in couple families with children,"Food insecure, moderate",9.9
2019,Alberta,,data.Persons in couple families with children,"Food insecure, moderate",10.6
2020,Alberta,,data.Persons in couple families with children,"Food insecure, moderate",10.8
2018,Alberta,,data.Persons in couple families with children,"Food insecure, severe",3.0
2019,Alberta,,data.Persons in couple families with children,"Food insecure, severe",2.2
2020,Alberta,,data.Persons in couple families with children,"Food insecure, severe",3.8
2018,Alberta,,data.Persons in couple families with other relatives,Food secure,85.3
2019,Alberta,,data.Persons in couple families with other relatives,Food secure,77.0
2020,Alberta,,data.Persons in couple families with other relatives,Food secure,81.3
2018,Alberta,,data.Persons in couple families with other relatives,"Food insecure, marginal",
2019,Alberta,,data.Persons in couple families with other relatives,"Food insecure, marginal",
2020,Alberta,,data.Persons in couple families with other relatives,"Food insecure, marginal",
2018,Alberta,,data.Persons in couple families with other relatives,"Food insecure, moderate or severe",10.9
2019,Alberta,,data.Persons in couple families with other relatives,"Food insecure, moderate or severe",
2020,Alberta,,data.Persons in couple families with other relatives,"Food insecure, moderate or severe",16.6
2018,Alberta,,data.Persons in couple families with other relatives,"Food insecure, moderate",10.1
2019,Alberta,,data.Persons in couple families with other relatives,"Food insecure, moderate",
2020,Alberta,,data.Persons in couple families with other relatives,"Food insecure, moderate",
2018,Alberta,,data.Persons in couple families with other relatives,"Food insecure, severe",
2019,Alberta,,data.Persons in couple families with other relatives,"Food insecure, severe",
2020,Alberta,,data.Persons in couple families with other relatives,"Food insecure, severe",
2018,Alberta,,data.Persons in lone-parent families,Food secure,55.8
2019,Alberta,,data.Persons in lone-parent families,Food secure,72.9
2020,Alberta,,data.Persons in lone-parent families,Food secure,60.6
2018,Alberta,,data.Persons in lone-parent families,"Food insecure, marginal",9.1
2019,Alberta,,data.Persons in lone-parent families,"Food insecure, marginal",
2020,Alberta,,data.Persons in lone-parent families,"Food insecure, marginal",7.2
2018,Alberta,,data.Persons in lone-parent families,"Food insecure, moderate or severe",35.0
2019,Alberta,,data.Persons in lone-parent families,"Food insecure, moderate or severe",18.6
2020,Alberta,,data.Persons in lone-parent families,"Food insecure, moderate or severe",32.1
2018,Alberta,,data.Persons in lone-parent families,"Food insecure, moderate",14.0
2019,Alberta,,data.Persons in lone-parent families,"Food insecure, moderate",
2020,Alberta,,data.Persons in lone-parent families,"Food insecure, moderate",23.5
2018,Alberta,,data.Persons in lone-parent families,"Food insecure, severe",21.1
2019,Alberta,,data.Persons in lone-parent families,"Food insecure, severe",
2020,Alberta,,data.Persons in lone-parent families,"Food insecure, severe",8.6
2018,Alberta,,data.Persons in male lone-parent families,Food secure,62.1
2019,Alberta,,data.Persons in male lone-parent families,Food secure,90.1
2020,Alberta,,data.Persons in male lone-parent families,Food secure,65.1
2018,Alberta,,data.Persons in male lone-parent families,"Food insecure, marginal",
2019,Alberta,,data.Persons in male lone-parent families,"Food insecure, marginal",
2020,Alberta,,data.Persons in male lone-parent families,"Food insecure, marginal",
2018,Alberta,,data.Persons in male lone-parent families,"Food insecure, moderate or severe",
2019,Alberta,,data.Persons in male lone-parent families,"Food insecure, moderate or severe",
2020,Alberta,,data.Persons in male lone-parent families,"Food insecure, moderate or severe",
2018,Alberta,,data.Persons in male lone-parent families,"Food insecure, moderate",
2019,Alberta,,data.Persons in male lone-parent families,"Food insecure, moderate",
2020,Alberta,,data.Persons in male lone-parent families,"Food insecure, moderate",
2018,Alberta,,data.Persons in male lone-parent families,"Food insecure, severe",
2019,Alberta,,data.Persons in male lone-parent families,"Food insecure, severe",
2020,Alberta,,data.Persons in male lone-parent families,"Food insecure, severe",
2018,Alberta,,data.Persons in female lone-parent families,Food secure,54.6
2019,Alberta,,data.Persons in female lone-parent families,Food secure,67.4
2020,Alberta,,data.Persons in female lone-parent families,Food secure,59.5
2018,Alberta,,data.Persons in female lone-parent families,"Food insecure, marginal",
2019,Alberta,,data.Persons in female lone-parent families,"Food insecure, marginal",
2020,Alberta,,data.Persons in female lone-parent families,"Food insecure, marginal",
2018,Alberta,,data.Persons in female lone-parent families,"Food insecure, moderate or severe",36.5
2019,Alberta,,data.Persons in female lone-parent families,"Food insecure, moderate or severe",21.6
2020,Alberta,,data.Persons in female lone-parent families,"Food insecure, moderate or severe",31.9
2018,Alberta,,data.Persons in female lone-parent families,"Food insecure, moderate",14.5
2019,Alberta,,data.Persons in female lone-parent families,"Food insecure, moderate",
2020,Alberta,,data.Persons in female lone-parent families,"Food insecure, moderate",22.0
2018,Alberta,,data.Persons in female lone-parent families,"Food insecure, severe",22.0
2019,Alberta,,data.Persons in female lone-parent families,"Food insecure, severe",
2020,Alberta,,data.Persons in female lone-parent families,"Food insecure, severe",9.9
2018,Alberta,,data.Persons in other non-elderly families,Food secure,70.9
2019,Alberta,,data.Persons in other non-elderly families,Food secure,77.4
2020,Alberta,,data.Persons in other non-elderly families,Food secure,78.0
2018,Alberta,,data.Persons in other non-elderly families,"Food insecure, marginal",
2019,Alberta,,data.Persons in other non-elderly families,"Food insecure, marginal",
2020,Alberta,,data.Persons in other non-elderly families,"Food insecure, marginal",
2018,Alberta,,data.Persons in other non-elderly families,"Food insecure, moderate or severe",21.6
2019,Alberta,,data.Persons in other non-elderly families,"Food insecure, moderate or severe",16.5
2020,Alberta,,data.Persons in other non-elderly families,"Food insecure, moderate or severe",17.6
2018,Alberta,,data.Persons in other non-elderly families,"Food insecure, moderate",11.6
2019,Alberta,,data.Persons in other non-elderly families,"Food insecure, moderate",
2020,Alberta,,data.Persons in other non-elderly families,"Food insecure, moderate",
2018,Alberta,,data.Persons in other non-elderly families,"Food insecure, severe",10.0
2019,Alberta,,data.Persons in other non-elderly families,"Food insecure, severe",
2020,Alberta,,data.Persons in other non-elderly families,"Food insecure, severe",
2018,Alberta,,Persons not in an economic family,Food secure,77.2
2019,Alberta,,Persons not in an economic family,Food secure,78.7
2020,Alberta,,Persons not in an economic family,Food secure,75.6
2018,Alberta,,Persons not in an economic family,"Food insecure, marginal",4.5
2019,Alberta,,Persons not in an economic family,"Food insecure, marginal",5.2
2020,Alberta,,Persons not in an economic family,"Food insecure, marginal",5.2
2018,Alberta,,Persons not in an economic family,"Food insecure, moderate or severe",18.4
2019,Alberta,,Persons not in an economic family,"Food insecure, moderate or severe",16.1
2020,Alberta,,Persons not in an economic family,"Food insecure, moderate or severe",19.1
2018,Alberta,,Persons not in an economic family,"Food insecure, moderate",7.5
2019,Alberta,,Persons not in an economic family,"Food insecure, moderate",9.1
2020,Alberta,,Persons not in an economic family,"Food insecure, moderate",10.5
2018,Alberta,,Persons not in an economic family,"Food insecure, severe",10.8
2019,Alberta,,Persons not in an economic family,"Food insecure, severe",7.0
2020,Alberta,,Persons not in an economic family,"Food insecure, severe",8.6
2018,Alberta,,Elderly persons not in an economic family,Food secure,88.6
2019,Alberta,,Elderly persons not in an economic family,Food secure,90.2
2020,Alberta,,Elderly persons not in an economic family,Food secure,82.2
2018,Alberta,,Elderly persons not in an economic family,"Food insecure, marginal",4.4
2019,Alberta,,Elderly persons not in an economic family,"Food insecure, marginal",
2020,Alberta,,Elderly persons not in an economic family,"Food insecure, marginal",3.9
2018,Alberta,,Elderly persons not in an economic family,"Food insecure, moderate or severe",7.0
2019,Alberta,,Elderly persons not in an economic family,"Food insecure, moderate or severe",8.4
2020,Alberta,,Elderly persons not in an economic family,"Food insecure, moderate or severe",13.8
2018,Alberta,,Elderly persons not in an economic family,"Food insecure, moderate",4.1
2019,Alberta,,Elderly persons not in an economic family,"Food insecure, moderate",
2020,Alberta,,Elderly persons not in an economic family,"Food insecure, moderate",8.4
2018,Alberta,,Elderly persons not in an economic family,"Food insecure, severe",2.9
2019,Alberta,,Elderly persons not in an economic family,"Food insecure, severe",
2020,Alberta,,Elderly persons not in an economic family,"Food insecure, severe",5.4
2018,Alberta,,Elderly males not in an economic family,Food secure,88.4
2019,Alberta,,Elderly males not in an economic family,Food secure,88.0
2020,Alberta,,Elderly males not in an economic family,Food secure,79.5
2018,Alberta,,Elderly males not in an economic family,"Food insecure, marginal",
2019,Alberta,,Elderly males not in an economic family,"Food insecure, marginal",
2020,Alberta,,Elderly males not in an economic family,"Food insecure, marginal",
2018,Alberta,,Elderly males not in an economic family,"Food insecure, moderate or severe",
2019,Alberta,,Elderly males not in an economic family,"Food insecure, moderate or severe",
2020,Alberta,,Elderly males not in an economic family,"Food insecure, moderate or severe",14.2
2018,Alberta,,Elderly males not in an economic family,"Food insecure, moderate",
2019,Alberta,,Elderly males not in an economic family,"Food insecure, moderate",
2020,Alberta,,Elderly males not in an economic family,"Food insecure, moderate",6.2
2018,Alberta,,Elderly males not in an economic family,"Food insecure, severe",
2019,Alberta,,Elderly males not in an economic family,"Food insecure, severe",
2020,Alberta,,Elderly males not in an economic family,"Food insecure, severe",
2018,Alberta,,Elderly females not in an economic family,Food secure,88.6
2019,Alberta,,Elderly females not in an economic family,Food secure,91.0
2020,Alberta,,Elderly females not in an economic family,Food secure,84.0
2018,Alberta,,Elderly females not in an economic family,"Food insecure, marginal",
2019,Alberta,,Elderly females not in an economic family,"Food insecure, marginal",
2020,Alberta,,Elderly females not in an economic family,"Food insecure, marginal",
2018,Alberta,,Elderly females not in an economic family,"Food insecure, moderate or severe",7.3
2019,Alberta,,Elderly females not in an economic family,"Food insecure, moderate or severe",7.8
2020,Alberta,,Elderly females not in an economic family,"Food insecure, moderate or severe",13.6
2018,Alberta,,Elderly females not in an economic family,"Food insecure, moderate",
2019,Alberta,,Elderly females not in an economic family,"Food insecure, moderate",
2020,Alberta,,Elderly females not in an economic family,"Food insecure, moderate",9.8
2018,Alberta,,Elderly females not in an economic family,"Food insecure, severe",
2019,Alberta,,Elderly females not in an economic family,"Food insecure, severe",
2020,Alberta,,Elderly females not in an economic family,"Food insecure, severe",
2018,Alberta,,Non-elderly persons not in an economic family,Food secure,74.0
2019,Alberta,,Non-elderly persons not in an economic family,Food secure,75.3
2020,Alberta,,Non-elderly persons not in an economic family,Food secure,73.3
2018,Alberta,,Non-elderly persons not in an economic family,"Food insecure, marginal",4.5
2019,Alberta,,Non-elderly persons not in an economic family,"Food insecure, marginal",6.3
2020,Alberta,,Non-elderly persons not in an economic family,"Food insecure, marginal",5.7
2018,Alberta,,Non-elderly persons not in an economic family,"Food insecure, moderate or severe",21.6
2019,Alberta,,Non-elderly persons not in an economic family,"Food insecure, moderate or severe",18.4
2020,Alberta,,Non-elderly persons not in an economic family,"Food insecure, moderate or severe",21.0
2018,Alberta,,Non-elderly persons not in an economic family,"Food insecure, moderate",8.5
2019,Alberta,,Non-elderly persons not in an economic family,"Food insecure, moderate",10.8
2020,Alberta,,Non-elderly persons not in an economic family,"Food insecure, moderate",11.3
2018,Alberta,,Non-elderly persons not in an economic family,"Food insecure, severe",13.1
2019,Alberta,,Non-elderly persons not in an economic family,"Food insecure, severe",7.7
2020,Alberta,,Non-elderly persons not in an economic family,"Food insecure, severe",9.7
2018,Alberta,,Non-elderly males not in an economic family,Food secure,73.2
2019,Alberta,,Non-elderly males not in an economic family,Food secure,74.2
2020,Alberta,,Non-elderly males not in an economic family,Food secure,73.2
2018,Alberta,,Non-elderly males not in an economic family,"Food insecure, marginal",
2019,Alberta,,Non-elderly males not in an economic family,"Food insecure, marginal",
2020,Alberta,,Non-elderly males not in an economic family,"Food insecure, marginal",
2018,Alberta,,Non-elderly males not in an economic family,"Food insecure, moderate or severe",21.4
2019,Alberta,,Non-elderly males not in an economic family,"Food insecure, moderate or severe",19.4
2020,Alberta,,Non-elderly males not in an economic family,"Food insecure, moderate or severe",21.4
2018,Alberta,,Non-elderly males not in an economic family,"Food insecure, moderate",7.8
2019,Alberta,,Non-elderly males not in an economic family,"Food insecure, moderate",11.6
2020,Alberta,,Non-elderly males not in an economic family,"Food insecure, moderate",11.1
2018,Alberta,,Non-elderly males not in an economic family,"Food insecure, severe",13.6
2019,Alberta,,Non-elderly males not in an economic family,"Food insecure, severe",7.8
2020,Alberta,,Non-elderly males not in an economic family,"Food insecure, severe",10.3
2018,Alberta,,Non-elderly females not in an economic family,Food secure,75.1
2019,Alberta,,Non-elderly females not in an economic family,Food secure,76.7
2020,Alberta,,Non-elderly females not in an economic family,Food secure,73.6
2018,Alberta,,Non-elderly females not in an economic family,"Food insecure, marginal",3.2
2019,Alberta,,Non-elderly females not in an economic family,"Food insecure, marginal",
2020,Alberta,,Non-elderly females not in an economic family,"Food insecure, marginal",6.1
2018,Alberta,,Non-elderly females not in an economic family,"Food insecure, moderate or severe",21.7
2019,Alberta,,Non-elderly females not in an economic family,"Food insecure, moderate or severe",17.2
2020,Alberta,,Non-elderly females not in an economic family,"Food insecure, moderate or severe",20.4
2018,Alberta,,Non-elderly females not in an economic family,"Food insecure, moderate",9.4
2019,Alberta,,Non-elderly females not in an economic family,"Food insecure, moderate",9.7
2020,Alberta,,Non-elderly females not in an economic family,"Food insecure, moderate",11.5
2018,Alberta,,Non-elderly females not in an economic family,"Food insecure, severe",12.3
2019,Alberta,,Non-elderly females not in an economic family,"Food insecure, severe",7.5
2020,Alberta,,Non-elderly females not in an economic family,"Food insecure, severe",8.8
2018,British Columbia,,All persons,Food secure,83.8
2019,British Columbia,,All persons,Food secure,83.8
2020,British Columbia,,All persons,Food secure,85.4
2018,British Columbia,,All persons,"Food insecure, marginal",4.5
2019,British Columbia,,All persons,"Food insecure, marginal",4.3
2020,British Columbia,,All persons,"Food insecure, marginal",4.6
2018,British Columbia,59,All persons,"Food insecure, moderate or severe",11.7
2019,British Columbia,59,All persons,"Food insecure, moderate or severe",11.9
2020,British Columbia,59,All persons,"Food insecure, moderate or severe",10.0
2018,British Columbia,,All persons,"Food insecure, moderate",8.0
2019,British Columbia,,All persons,"Food insecure, moderate",8.4
2020,British Columbia,,All persons,"Food insecure, moderate",7.3
2018,British Columbia,,All persons,"Food insecure, severe",3.7
2019,British Columbia,,All persons,"Food insecure, severe",3.5
2020,British Columbia,,All persons,"Food insecure, severe",2.7
2018,British Columbia,,Persons in economic families,Food secure,85.5
2019,British Columbia,,Persons in economic families,Food secure,85.7
2020,British Columbia,,Persons in economic families,Food secure,86.3
2018,British Columbia,,Persons in economic families,"Food insecure, marginal",4.5
2019,British Columbia,,Persons in economic families,"Food insecure, marginal",4.2
2020,British Columbia,,Persons in economic families,"Food insecure, marginal",4.5
2018,British Columbia,,Persons in economic families,"Food insecure, moderate or severe",10.0
2019,British Columbia,,Persons in economic families,"Food insecure, moderate or severe",10.1
2020,British Columbia,,Persons in economic families,"Food insecure, moderate or severe",9.2
2018,British Columbia,,Persons in economic families,"Food insecure, moderate",7.6
2019,British Columbia,,Persons in economic families,"Food insecure, moderate",7.7
2020,British Columbia,,Persons in economic families,"Food insecure, moderate",7.0
2018,British Columbia,,Persons in economic families,"Food insecure, severe",2.4
2019,British Columbia,,Persons in economic families,"Food insecure, severe",2.5
2020,British Columbia,,Persons in economic families,"Food insecure, severe",2.3
2018,British Columbia,,data.Persons in elderly families,Food secure,94.0
2019,British Columbia,,data.Persons in elderly families,Food secure,92.6
2020,British Columbia,,data.Persons in elderly families,Food secure,92.6
2018,British Columbia,,data.Persons in elderly families,"Food insecure, marginal",
2019,British Columbia,,data.Persons in elderly families,"Food insecure, marginal",
2020,British Columbia,,data.Persons in elderly families,"Food insecure, marginal",
2018,British Columbia,,data.Persons in elderly families,"Food insecure, moderate or severe",4.1
2019,British Columbia,,data.Persons in elderly families,"Food insecure, moderate or severe",
2020,British Columbia,,data.Persons in elderly families,"Food insecure, moderate or severe",4.1
2018,British Columbia,,data.Persons in elderly families,"Food insecure, moderate",3.6
2019,British Columbia,,data.Persons in elderly families,"Food insecure, moderate",
2020,British Columbia,,data.Persons in elderly families,"Food insecure, moderate",3.6
2018,British Columbia,,data.Persons in elderly families,"Food insecure, severe",
2019,British Columbia,,data.Persons in elderly families,"Food insecure, severe",
2020,British Columbia,,data.Persons in elderly families,"Food insecure, severe",
2018,British Columbia,,data.Persons in elderly couples,Food secure,96.0
2019,British Columbia,,data.Persons in elderly couples,Food secure,95.7
2020,British Columbia,,data.Persons in elderly couples,Food secure,94.9
2018,British Columbia,,data.Persons in elderly couples,"Food insecure, marginal",
2019,British Columbia,,data.Persons in elderly couples,"Food insecure, marginal",
2020,British Columbia,,data.Persons in elderly couples,"Food insecure, marginal",1.8
2018,British Columbia,,data.Persons in elderly couples,"Food insecure, moderate or severe",2.2
2019,British Columbia,,data.Persons in elderly couples,"Food insecure, moderate or severe",
2020,British Columbia,,data.Persons in elderly couples,"Food insecure, moderate or severe",3.2
2018,British Columbia,,data.Persons in elderly couples,"Food insecure, moderate",
2019,British Columbia,,data.Persons in elderly couples,"Food insecure, moderate",
2020,British Columbia,,data.Persons in elderly couples,"Food insecure, moderate",2.8
2018,British Columbia,,data.Persons in elderly couples,"Food insecure, severe",
2019,British Columbia,,data.Persons in elderly couples,"Food insecure, severe",
2020,British Columbia,,data.Persons in elderly couples,"Food insecure, severe",
2018,British Columbia,,data.Persons in other elderly families,Food secure,90.3
2019,British Columbia,,data.Persons in other elderly families,Food secure,85.4
2020,British Columbia,,data.Persons in other elderly families,Food secure,87.0
2018,British Columbia,,data.Persons in other elderly families,"Food insecure, marginal",
2019,British Columbia,,data.Persons in other elderly families,"Food insecure, marginal",
2020,British Columbia,,data.Persons in other elderly families,"Food insecure, marginal",
2018,British Columbia,,data.Persons in other elderly families,"Food insecure, moderate or severe",
2019,British Columbia,,data.Persons in other elderly families,"Food insecure, moderate or severe",
2020,British Columbia,,data.Persons in other elderly families,"Food insecure, moderate or severe",
2018,British Columbia,,data.Persons in other elderly families,"Food insecure, moderate",
2019,British Columbia,,data.Persons in other elderly families,"Food insecure, moderate",
2020,British Columbia,,data.Persons in other elderly families,"Food insecure, moderate",
2018,British Columbia,,data.Persons in other elderly families,"Food insecure, severe",
2019,British Columbia,,data.Persons in other elderly families,"Food insecure, severe",
2020,British Columbia,,data.Persons in other elderly families,"Food insecure, severe",
2018,British Columbia,,data.Persons in non-elderly families,Food secure,83.9
2019,British Columbia,,data.Persons in non-elderly families,Food secure,84.4
2020,British Columbia,,data.Persons in non-elderly families,Food secure,85.1
2018,British Columbia,,data.Persons in non-elderly families,"Food insecure, marginal",5.0
2019,British Columbia,,data.Persons in non-elderly families,"Food insecure, marginal",4.5
2020,British Columbia,,data.Persons in non-elderly families,"Food insecure, marginal",4.7
2018,British Columbia,,data.Persons in non-elderly families,"Food insecure, moderate or severe",11.1
2019,British Columbia,,data.Persons in non-elderly families,"Food insecure, moderate or severe",11.1
2020,British Columbia,,data.Persons in non-elderly families,"Food insecure, moderate or severe",10.2
2018,British Columbia,,data.Persons in non-elderly families,"Food insecure, moderate",8.4
2019,British Columbia,,data.Persons in non-elderly families,"Food insecure, moderate",8.5
2020,British Columbia,,data.Persons in non-elderly families,"Food insecure, moderate",7.6
2018,British Columbia,,data.Persons in non-elderly families,"Food insecure, severe",2.7
2019,British Columbia,,data.Persons in non-elderly families,"Food insecure, severe",2.6
2020,British Columbia,,data.Persons in non-elderly families,"Food insecure, severe",2.6
2018,British Columbia,,data.Persons in couples,Food secure,89.0
2019,British Columbia,,data.Persons in couples,Food secure,90.7
2020,British Columbia,,data.Persons in couples,Food secure,88.5
2018,British Columbia,,data.Persons in couples,"Food insecure, marginal",3.3
2019,British Columbia,,data.Persons in couples,"Food insecure, marginal",3.7
2020,British Columbia,,data.Persons in couples,"Food insecure, marginal",3.5
2018,British Columbia,,data.Persons in couples,"Food insecure, moderate or severe",7.7
2019,British Columbia,,data.Persons in couples,"Food insecure, moderate or severe",5.6
2020,British Columbia,,data.Persons in couples,"Food insecure, moderate or severe",8.1
2018,British Columbia,,data.Persons in couples,"Food insecure, moderate",4.9
2019,British Columbia,,data.Persons in couples,"Food insecure, moderate",4.2
2020,British Columbia,,data.Persons in couples,"Food insecure, moderate",5.7
2018,British Columbia,,data.Persons in couples,"Food insecure, severe",2.8
2019,British Columbia,,data.Persons in couples,"Food insecure, severe",
2020,British Columbia,,data.Persons in couples,"Food insecure, severe",2.4
2018,British Columbia,,data.Persons in couple families with children,Food secure,84.4
2019,British Columbia,,data.Persons in couple families with children,Food secure,83.1
2020,British Columbia,,data.Persons in couple families with children,Food secure,84.6
2018,British Columbia,,data.Persons in couple families with children,"Food insecure, marginal",4.7
2019,British Columbia,,data.Persons in couple families with children,"Food insecure, marginal",5.9
2020,British Columbia,,data.Persons in couple families with children,"Food insecure, marginal",6.0
2018,British Columbia,,data.Persons in couple families with children,"Food insecure, moderate or severe",10.9
2019,British Columbia,,data.Persons in couple families with children,"Food insecure, moderate or severe",10.9
2020,British Columbia,,data.Persons in couple families with children,"Food insecure, moderate or severe",9.4
2018,British Columbia,,data.Persons in couple families with children,"Food insecure, moderate",9.0
2019,British Columbia,,data.Persons in couple families with children,"Food insecure, moderate",9.1
2020,British Columbia,,data.Persons in couple families with children,"Food insecure, moderate",7.2
2018,British Columbia,,data.Persons in couple families with children,"Food insecure, severe",1.9
2019,British Columbia,,data.Persons in couple families with children,"Food insecure, severe",1.9
2020,British Columbia,,data.Persons in couple families with children,"Food insecure, severe",2.2
2018,British Columbia,,data.Persons in couple families with other relatives,Food secure,87.8
2019,British Columbia,,data.Persons in couple families with other relatives,Food secure,89.5
2020,British Columbia,,data.Persons in couple families with other relatives,Food secure,86.8
