Year,Geography,Age group,Sex,Household income,Highest level of education,Series,GeoCode,Value
2021,Canada,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,,69.6
2021,Canada,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,,68.3
2021,Newfoundland and Labrador,"Total, 18 years and over",,First quintile,,Aged 18 years and older,10,71.6
2021,Newfoundland and Labrador,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,10,81.9
2021,Newfoundland and Labrador,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,10,80.7
2021,Newfoundland and Labrador,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,10,81.8
2021,Newfoundland and Labrador,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,10,80.9
2021,Newfoundland and Labrador,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,10,89.0
2021,Newfoundland and Labrador,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,10,78.1
2021,Newfoundland and Labrador,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,10,78.9
2021,Prince Edward Island,"Total, 18 years and over",,First quintile,,Aged 18 years and older,11,71.4
2021,Prince Edward Island,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,11,75.8
2021,Prince Edward Island,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,11,76.8
2021,Prince Edward Island,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,11,76.0
2021,Prince Edward Island,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,11,87.8
2021,Prince Edward Island,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,11,83.1
2021,Prince Edward Island,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,11,72.8
2021,Prince Edward Island,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,11,78.2
2021,Nova Scotia,"Total, 18 years and over",,First quintile,,Aged 18 years and older,12,68.5
2021,Nova Scotia,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,12,74.7
2021,Nova Scotia,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,12,74.6
2021,Nova Scotia,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,12,73.8
2021,Nova Scotia,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,12,79.8
2021,Nova Scotia,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,12,79.3
2021,Nova Scotia,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,12,71.5
2021,Nova Scotia,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,12,74.7
2021,New Brunswick,"Total, 18 years and over",,First quintile,,Aged 18 years and older,13,71.8
2021,New Brunswick,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,13,76.6
2021,New Brunswick,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,13,80.2
2021,New Brunswick,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,13,75.7
2021,New Brunswick,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,13,75.7
2021,New Brunswick,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,13,78.1
2021,New Brunswick,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,13,74.0
2021,New Brunswick,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,13,76.4
2021,Quebec,"Total, 18 years and over",,First quintile,,Aged 18 years and older,24,63.4
2021,Quebec,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,24,66.9
2021,Quebec,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,24,66.1
2021,Quebec,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,24,63.0
2021,Quebec,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,24,65.3
2021,Quebec,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,24,66.9
2021,Quebec,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,24,67.0
2021,Quebec,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,24,64.4
2021,Ontario,"Total, 18 years and over",,First quintile,,Aged 18 years and older,35,65.3
2021,Ontario,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,35,69.3
2021,Ontario,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,35,68.3
2021,Ontario,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,35,68.1
2021,Ontario,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,35,71.0
2021,Ontario,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,35,67.0
2021,Ontario,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,35,68.4
2021,Ontario,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,35,68.5
2021,Manitoba,"Total, 18 years and over",,First quintile,,Aged 18 years and older,46,66.6
2021,Manitoba,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,46,71.3
2021,Manitoba,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,46,67.1
2021,Manitoba,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,46,71.4
2021,Manitoba,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,46,71.4
2021,Manitoba,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,46,78.1
2021,Manitoba,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,46,63.9
2021,Manitoba,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,46,70.2
2021,Saskatchewan,"Total, 18 years and over",,First quintile,,Aged 18 years and older,47,70.0
2021,Saskatchewan,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,47,76.9
2021,Saskatchewan,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,47,76.3
2021,Saskatchewan,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,47,73.5
2021,Saskatchewan,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,47,77.1
2021,Saskatchewan,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,47,73.8
2021,Saskatchewan,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,47,75.6
2021,Saskatchewan,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,47,75.0
2021,Alberta,"Total, 18 years and over",,First quintile,,Aged 18 years and older,48,66.2
2021,Alberta,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,48,62.8
2021,Alberta,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,48,65.8
2021,Alberta,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,48,69.8
2021,Alberta,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,48,67.0
2021,Alberta,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,48,60.9
2021,Alberta,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,48,70.1
2021,Alberta,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,48,66.3
2021,British Columbia,"Total, 18 years and over",,First quintile,,Aged 18 years and older,59,72.9
2021,British Columbia,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,59,68.4
2021,British Columbia,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,59,69.6
2021,British Columbia,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,59,69.2
2021,British Columbia,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,59,70.0
2021,British Columbia,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,59,72.3
2021,British Columbia,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,59,73.5
2021,British Columbia,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,59,69.8
2022,Canada,"Total, 18 years and over",,First quintile,,Aged 18 years and older,,62.3
2022,Canada,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,,63.6
2022,Canada,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,,64.4
2022,Canada,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,,64.0
2022,Canada,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,,63.1
2022,Canada,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,,64.6
2022,Canada,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,,64.4
2022,Canada,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,,63.4
2022,Newfoundland and Labrador,"Total, 18 years and over",,First quintile,,Aged 18 years and older,10,69.0
2022,Newfoundland and Labrador,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,10,77.4
2022,Newfoundland and Labrador,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,10,78.4
2022,Newfoundland and Labrador,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,10,66.9
2022,Newfoundland and Labrador,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,10,79.1
2022,Newfoundland and Labrador,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,10,79.4
2022,Newfoundland and Labrador,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,10,74.7
2022,Newfoundland and Labrador,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,10,72.9
2022,Prince Edward Island,"Total, 18 years and over",,First quintile,,Aged 18 years and older,11,67.9
2022,Prince Edward Island,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,11,54.8
2022,Prince Edward Island,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,11,74.0
2022,Prince Edward Island,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,11,69.3
2022,Prince Edward Island,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,11,68.2
2022,Prince Edward Island,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,11,67.8
2022,Nova Scotia,"Total, 18 years and over",,First quintile,,Aged 18 years and older,12,63.9
2022,Nova Scotia,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,12,69.1
2022,Nova Scotia,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,12,69.8
2022,Nova Scotia,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,12,69.7
2022,Nova Scotia,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,12,71.5
2022,Nova Scotia,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,12,72.4
2022,Nova Scotia,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,12,69.1
2022,Nova Scotia,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,12,68.2
2022,New Brunswick,"Total, 18 years and over",,First quintile,,Aged 18 years and older,13,64.8
2022,New Brunswick,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,13,65.4
2022,New Brunswick,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,13,73.9
2022,New Brunswick,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,13,70.2
2022,New Brunswick,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,13,69.3
2022,New Brunswick,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,13,69.8
2022,New Brunswick,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,13,70.7
2022,New Brunswick,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,13,68.8
2022,Quebec,"Total, 18 years and over",,First quintile,,Aged 18 years and older,24,60.6
2022,Quebec,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,24,58.6
2022,Quebec,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,24,58.4
2022,Quebec,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,24,57.2
2022,Quebec,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,24,55.9
2022,Quebec,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,24,62.1
2022,Quebec,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,24,59.8
2022,Quebec,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,24,57.6
2022,Ontario,"Total, 18 years and over",,First quintile,,Aged 18 years and older,35,63.6
2022,Ontario,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,35,63.6
2022,Ontario,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,35,64.8
2022,Ontario,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,35,65.9
2022,Ontario,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,35,63.8
2022,Ontario,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,35,62.9
2022,Ontario,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,35,64.6
2022,Ontario,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,35,64.7
2022,Manitoba,"Total, 18 years and over",,First quintile,,Aged 18 years and older,46,58.0
2022,Manitoba,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,46,70.0
2022,Manitoba,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,46,70.8
2022,Manitoba,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,46,68.8
2022,Manitoba,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,46,67.8
2022,Manitoba,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,46,72.5
2022,Manitoba,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,46,64.3
2022,Manitoba,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,46,67.6
2022,Saskatchewan,"Total, 18 years and over",,First quintile,,Aged 18 years and older,47,63.0
2022,Saskatchewan,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,47,69.9
2022,Saskatchewan,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,47,73.5
2022,Saskatchewan,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,47,70.9
2022,Saskatchewan,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,47,66.5
2022,Saskatchewan,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,47,60.3
2022,Saskatchewan,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,47,73.0
2022,Saskatchewan,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,47,68.7
2022,Alberta,"Total, 18 years and over",,First quintile,,Aged 18 years and older,48,62.2
2022,Alberta,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,48,62.8
2022,Alberta,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,48,63.7
2022,Alberta,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,48,62.6
2022,Alberta,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,48,63.5
2022,Alberta,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,48,67.1
2022,Alberta,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,48,63.3
2022,Alberta,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,48,63.1
2022,British Columbia,"Total, 18 years and over",,First quintile,,Aged 18 years and older,59,61.1
2022,British Columbia,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,59,67.7
2022,British Columbia,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,59,66.5
2022,British Columbia,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,59,64.4
2022,British Columbia,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,59,63.7
2022,British Columbia,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,59,67.3
2022,British Columbia,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,59,65.7
2022,British Columbia,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,59,64.5
2023,Canada,"Total, 18 years and over",,First quintile,,Aged 18 years and older,,61.0
2023,Canada,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,,60.9
2023,Canada,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,,60.1
2023,Canada,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,,60.9
2023,Canada,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,,60.3
2023,Canada,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,,63.1
2023,Canada,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,,63.1
2023,Canada,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,,59.1
2023,Newfoundland and Labrador,"Total, 18 years and over",,First quintile,,Aged 18 years and older,10,65.9
2023,Newfoundland and Labrador,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,10,73.5
2023,Newfoundland and Labrador,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,10,69.8
2023,Newfoundland and Labrador,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,10,74.3
2023,Newfoundland and Labrador,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,10,68.2
2023,Newfoundland and Labrador,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,10,85.5
2023,Newfoundland and Labrador,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,10,73.8
2023,Newfoundland and Labrador,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,10,69.0
2023,Prince Edward Island,"Total, 18 years and over",,First quintile,,Aged 18 years and older,11,68.3
2023,Prince Edward Island,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,11,59.7
2023,Prince Edward Island,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,11,61.3
2023,Prince Edward Island,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,11,61.3
2023,Prince Edward Island,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,11,60.9
2023,Prince Edward Island,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,11,60.7
2023,Nova Scotia,"Total, 18 years and over",,First quintile,,Aged 18 years and older,12,58.7
2023,Nova Scotia,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,12,60.1
2023,Nova Scotia,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,12,64.3
2023,Nova Scotia,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,12,63.7
2023,Nova Scotia,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,12,65.5
2023,Nova Scotia,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,12,65.7
2023,Nova Scotia,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,12,63.5
2023,Nova Scotia,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,12,62.8
2023,New Brunswick,"Total, 18 years and over",,First quintile,,Aged 18 years and older,13,60.9
2023,New Brunswick,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,13,61.6
2023,New Brunswick,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,13,63.1
2023,New Brunswick,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,13,61.3
2023,New Brunswick,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,13,62.8
2023,New Brunswick,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,13,64.6
2023,New Brunswick,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,13,65.3
2023,New Brunswick,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,13,60.9
2023,Quebec,"Total, 18 years and over",,First quintile,,Aged 18 years and older,24,60.0
2023,Quebec,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,24,56.2
2023,Quebec,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,24,57.1
2023,Quebec,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,24,52.7
2023,Quebec,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,24,53.9
2023,Quebec,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,24,64.0
2023,Quebec,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,24,58.0
2023,Quebec,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,24,54.9
2023,Ontario,"Total, 18 years and over",,First quintile,,Aged 18 years and older,35,62.2
2023,Ontario,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,35,61.5
2023,Ontario,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,35,61.0
2023,Ontario,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,35,61.9
2023,Ontario,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,35,60.3
2023,Ontario,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,35,60.3
2023,Ontario,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,35,65.7
2023,Ontario,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,35,59.5
2023,Manitoba,"Total, 18 years and over",,First quintile,,Aged 18 years and older,46,59.7
2023,Manitoba,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,46,66.1
2023,Manitoba,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,46,63.3
2023,Manitoba,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,46,68.0
2023,Manitoba,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,46,63.9
2023,Manitoba,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,46,70.2
2023,Manitoba,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,46,59.2
2023,Manitoba,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,46,63.6
2023,Saskatchewan,"Total, 18 years and over",,First quintile,,Aged 18 years and older,47,65.2
2023,Saskatchewan,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,47,68.8
2023,Saskatchewan,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,47,64.9
2023,Saskatchewan,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,47,70.4
2023,Saskatchewan,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,47,69.6
2023,Saskatchewan,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,47,69.1
2023,Saskatchewan,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,47,68.5
2023,Saskatchewan,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,47,66.4
2023,Alberta,"Total, 18 years and over",,First quintile,,Aged 18 years and older,48,59.7
2023,Alberta,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,48,61.1
2023,Alberta,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,48,58.1
2023,Alberta,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,48,62.7
2023,Alberta,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,48,64.1
2023,Alberta,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,48,62.5
2023,Alberta,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,48,60.6
2023,Alberta,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,48,58.9
2023,British Columbia,"Total, 18 years and over",,First quintile,,Aged 18 years and older,59,59.6
2023,British Columbia,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,59,63.6
2023,British Columbia,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,59,59.9
2023,British Columbia,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,59,62.7
2023,British Columbia,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,59,60.5
2023,British Columbia,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,59,56.3
2023,British Columbia,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,59,64.2
2023,British Columbia,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,59,60.3
2024,Canada,"Total, 18 years and over",,First quintile,,Aged 18 years and older,,60.8
2024,Canada,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,,60.8
2024,Canada,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,,61.3
2024,Canada,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,,60.7
2024,Canada,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,,61.6
2024,Canada,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,,63.6
2024,Canada,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,,62.3
2024,Canada,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,,59.6
2024,Newfoundland and Labrador,"Total, 18 years and over",,First quintile,,Aged 18 years and older,10,75.9
2024,Newfoundland and Labrador,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,10,73.5
2024,Newfoundland and Labrador,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,10,73.2
2024,Newfoundland and Labrador,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,10,72.7
2024,Newfoundland and Labrador,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,10,78.0
2024,Newfoundland and Labrador,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,10,82.4
2024,Newfoundland and Labrador,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,10,81.6
2024,Newfoundland and Labrador,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,10,73.0
2024,Prince Edward Island,"Total, 18 years and over",,First quintile,,Aged 18 years and older,11,69.7
2024,Prince Edward Island,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,11,73.6
2024,Prince Edward Island,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,11,74.4
2024,Prince Edward Island,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,11,71.1
2024,Prince Edward Island,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,11,73.0
2024,Prince Edward Island,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,11,76.7
2024,Prince Edward Island,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,11,68.0
2024,Nova Scotia,"Total, 18 years and over",,First quintile,,Aged 18 years and older,12,60.4
2024,Nova Scotia,"Total, 18 years and over",,Second quintile,,Aged 18 years and older,12,63.0
2024,Nova Scotia,"Total, 18 years and over",,Third quintile,,Aged 18 years and older,12,68.7
2024,Nova Scotia,"Total, 18 years and over",,Fourth quintile,,Aged 18 years and older,12,60.9
2024,Nova Scotia,"Total, 18 years and over",,Fifth quintile,,Aged 18 years and older,12,63.0
2024,Nova Scotia,"Total, 18 years and over",,,Less than secondary school graduation,Aged 18 years and older,12,69.8
2024,Nova Scotia,"Total, 18 years and over",,,"Secondary school graduation, no post-secondary education",Aged 18 years and older,12,66.3
2024,Nova Scotia,"Total, 18 years and over",,,Post-secondary certificate/diploma or university degree,Aged 18 years and older,12,60.7
