Year,Geography,Population characteristics,Educational attainment level,Age group,Sex,GeoCode,Value
2020,Prince Edward Island,Total population,Tertiary education,25 to 34 years,Male,11,52.0
2020,Prince Edward Island,Total population,Tertiary education,25 to 34 years,Female,11,72.0
2020,Prince Edward Island,Total population,Tertiary education,30 to 34 years,Both sexes,11,59.0
2020,Prince Edward Island,Total population,Tertiary education,30 to 34 years,Male,11,44.0
2020,Prince Edward Island,Total population,Tertiary education,30 to 34 years,Female,11,73.0
2020,Prince Edward Island,Total population,Tertiary education,35 to 44 years,Both sexes,11,66.0
2020,Prince Edward Island,Total population,Tertiary education,35 to 44 years,Male,11,55.0
2020,Prince Edward Island,Total population,Tertiary education,35 to 44 years,Female,11,76.0
2020,Prince Edward Island,Total population,Tertiary education,45 to 54 years,Both sexes,11,62.0
2020,Prince Edward Island,Total population,Tertiary education,45 to 54 years,Male,11,51.0
2020,Prince Edward Island,Total population,Tertiary education,45 to 54 years,Female,11,72.0
2020,Prince Edward Island,Total population,Tertiary education,55 to 64 years,Both sexes,11,47.0
2020,Prince Edward Island,Total population,Tertiary education,55 to 64 years,Male,11,36.0
2020,Prince Edward Island,Total population,Tertiary education,55 to 64 years,Female,11,57.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,11,30.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,11,23.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,11,36.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,11,26.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,25 to 34 years,Male,11,24.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,25 to 34 years,Female,11,29.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,11,24.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,30 to 34 years,Male,11,19.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,30 to 34 years,Female,11,29.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,11,33.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,35 to 44 years,Male,11,27.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,35 to 44 years,Female,11,39.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,11,32.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,45 to 54 years,Male,11,25.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,45 to 54 years,Female,11,39.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,11,28.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,55 to 64 years,Male,11,18.0
2020,Prince Edward Island,Total population,Short-cycle tertiary,55 to 64 years,Female,11,37.0
2020,Prince Edward Island,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,11,19.0
2020,Prince Edward Island,Total population,Bachelor's level,"Total, 25 to 64 years",Male,11,16.0
2020,Prince Edward Island,Total population,Bachelor's level,"Total, 25 to 64 years",Female,11,22.0
2020,Prince Edward Island,Total population,Bachelor's level,25 to 34 years,Both sexes,11,27.0
2020,Prince Edward Island,Total population,Bachelor's level,25 to 34 years,Male,11,21.0
2020,Prince Edward Island,Total population,Bachelor's level,25 to 34 years,Female,11,33.0
2020,Prince Edward Island,Total population,Bachelor's level,30 to 34 years,Both sexes,11,25.0
2020,Prince Edward Island,Total population,Bachelor's level,30 to 34 years,Male,11,17.0
2020,Prince Edward Island,Total population,Bachelor's level,30 to 34 years,Female,11,32.0
2020,Prince Edward Island,Total population,Bachelor's level,35 to 44 years,Both sexes,11,20.0
2020,Prince Edward Island,Total population,Bachelor's level,35 to 44 years,Male,11,18.0
2020,Prince Edward Island,Total population,Bachelor's level,35 to 44 years,Female,11,23.0
2020,Prince Edward Island,Total population,Bachelor's level,45 to 54 years,Both sexes,11,20.0
2020,Prince Edward Island,Total population,Bachelor's level,45 to 54 years,Male,11,18.0
2020,Prince Edward Island,Total population,Bachelor's level,45 to 54 years,Female,11,22.0
2020,Prince Edward Island,Total population,Bachelor's level,55 to 64 years,Both sexes,11,12.0
2020,Prince Edward Island,Total population,Bachelor's level,55 to 64 years,Male,11,9.0
2020,Prince Edward Island,Total population,Bachelor's level,55 to 64 years,Female,11,14.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,11,10.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,11,9.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,11,10.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,11,9.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,25 to 34 years,Male,11,7.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,25 to 34 years,Female,11,10.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,11,11.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,30 to 34 years,Male,11,9.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,30 to 34 years,Female,11,13.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,11,12.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,35 to 44 years,Male,11,11.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,35 to 44 years,Female,11,13.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,11,10.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,45 to 54 years,Male,11,9.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,45 to 54 years,Female,11,11.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,11,8.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,55 to 64 years,Male,11,9.0
2020,Prince Edward Island,Total population,Master's or Doctoral level,55 to 64 years,Female,11,7.0
2020,Nova Scotia,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,12,58.0
2020,Nova Scotia,Total population,Tertiary education,"Total, 25 to 64 years",Male,12,49.0
2020,Nova Scotia,Total population,Tertiary education,"Total, 25 to 64 years",Female,12,66.0
2020,Nova Scotia,Total population,Tertiary education,25 to 34 years,Both sexes,12,64.0
2020,Nova Scotia,Total population,Tertiary education,25 to 34 years,Male,12,55.0
2020,Nova Scotia,Total population,Tertiary education,25 to 34 years,Female,12,72.0
2020,Nova Scotia,Total population,Tertiary education,30 to 34 years,Both sexes,12,67.0
2020,Nova Scotia,Total population,Tertiary education,30 to 34 years,Male,12,57.0
2020,Nova Scotia,Total population,Tertiary education,30 to 34 years,Female,12,77.0
2020,Nova Scotia,Total population,Tertiary education,35 to 44 years,Both sexes,12,66.0
2020,Nova Scotia,Total population,Tertiary education,35 to 44 years,Male,12,58.0
2020,Nova Scotia,Total population,Tertiary education,35 to 44 years,Female,12,74.0
2020,Nova Scotia,Total population,Tertiary education,45 to 54 years,Both sexes,12,58.0
2020,Nova Scotia,Total population,Tertiary education,45 to 54 years,Male,12,50.0
2020,Nova Scotia,Total population,Tertiary education,45 to 54 years,Female,12,66.0
2020,Nova Scotia,Total population,Tertiary education,55 to 64 years,Both sexes,12,46.0
2020,Nova Scotia,Total population,Tertiary education,55 to 64 years,Male,12,37.0
2020,Nova Scotia,Total population,Tertiary education,55 to 64 years,Female,12,55.0
2020,Nova Scotia,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,12,27.0
2020,Nova Scotia,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,12,23.0
2020,Nova Scotia,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,12,30.0
2020,Nova Scotia,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,12,28.0
2020,Nova Scotia,Total population,Short-cycle tertiary,25 to 34 years,Male,12,26.0
2020,Nova Scotia,Total population,Short-cycle tertiary,25 to 34 years,Female,12,30.0
2020,Nova Scotia,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,12,29.0
2020,Nova Scotia,Total population,Short-cycle tertiary,30 to 34 years,Male,12,26.0
2020,Nova Scotia,Total population,Short-cycle tertiary,30 to 34 years,Female,12,31.0
2020,Nova Scotia,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,12,27.0
2020,Nova Scotia,Total population,Short-cycle tertiary,35 to 44 years,Male,12,25.0
2020,Nova Scotia,Total population,Short-cycle tertiary,35 to 44 years,Female,12,29.0
2020,Nova Scotia,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,12,30.0
2020,Nova Scotia,Total population,Short-cycle tertiary,45 to 54 years,Male,12,27.0
2020,Nova Scotia,Total population,Short-cycle tertiary,45 to 54 years,Female,12,33.0
2020,Nova Scotia,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,12,23.0
2020,Nova Scotia,Total population,Short-cycle tertiary,55 to 64 years,Male,12,17.0
2020,Nova Scotia,Total population,Short-cycle tertiary,55 to 64 years,Female,12,29.0
2020,Nova Scotia,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,12,19.0
2020,Nova Scotia,Total population,Bachelor's level,"Total, 25 to 64 years",Male,12,16.0
2020,Nova Scotia,Total population,Bachelor's level,"Total, 25 to 64 years",Female,12,22.0
2020,Nova Scotia,Total population,Bachelor's level,25 to 34 years,Both sexes,12,24.0
2020,Nova Scotia,Total population,Bachelor's level,25 to 34 years,Male,12,19.0
2020,Nova Scotia,Total population,Bachelor's level,25 to 34 years,Female,12,29.0
2020,Nova Scotia,Total population,Bachelor's level,30 to 34 years,Both sexes,12,26.0
2020,Nova Scotia,Total population,Bachelor's level,30 to 34 years,Male,12,20.0
2020,Nova Scotia,Total population,Bachelor's level,30 to 34 years,Female,12,30.0
2020,Nova Scotia,Total population,Bachelor's level,35 to 44 years,Both sexes,12,24.0
2020,Nova Scotia,Total population,Bachelor's level,35 to 44 years,Male,12,20.0
2020,Nova Scotia,Total population,Bachelor's level,35 to 44 years,Female,12,27.0
2020,Nova Scotia,Total population,Bachelor's level,45 to 54 years,Both sexes,12,17.0
2020,Nova Scotia,Total population,Bachelor's level,45 to 54 years,Male,12,14.0
2020,Nova Scotia,Total population,Bachelor's level,45 to 54 years,Female,12,20.0
2020,Nova Scotia,Total population,Bachelor's level,55 to 64 years,Both sexes,12,14.0
2020,Nova Scotia,Total population,Bachelor's level,55 to 64 years,Male,12,13.0
2020,Nova Scotia,Total population,Bachelor's level,55 to 64 years,Female,12,16.0
2020,Nova Scotia,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,12,11.0
2020,Nova Scotia,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,12,9.0
2020,Nova Scotia,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,12,13.0
2020,Nova Scotia,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,12,11.0
2020,Nova Scotia,Total population,Master's or Doctoral level,25 to 34 years,Male,12,10.0
2020,Nova Scotia,Total population,Master's or Doctoral level,25 to 34 years,Female,12,13.0
2020,Nova Scotia,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,12,13.0
2020,Nova Scotia,Total population,Master's or Doctoral level,30 to 34 years,Male,12,10.0
2020,Nova Scotia,Total population,Master's or Doctoral level,30 to 34 years,Female,12,15.0
2020,Nova Scotia,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,12,15.0
2020,Nova Scotia,Total population,Master's or Doctoral level,35 to 44 years,Male,12,12.0
2020,Nova Scotia,Total population,Master's or Doctoral level,35 to 44 years,Female,12,17.0
2020,Nova Scotia,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,12,11.0
2020,Nova Scotia,Total population,Master's or Doctoral level,45 to 54 years,Male,12,10.0
2020,Nova Scotia,Total population,Master's or Doctoral level,45 to 54 years,Female,12,12.0
2020,Nova Scotia,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,12,9.0
2020,Nova Scotia,Total population,Master's or Doctoral level,55 to 64 years,Male,12,7.0
2020,Nova Scotia,Total population,Master's or Doctoral level,55 to 64 years,Female,12,10.0
2020,New Brunswick,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,13,56.0
2020,New Brunswick,Total population,Tertiary education,"Total, 25 to 64 years",Male,13,50.0
2020,New Brunswick,Total population,Tertiary education,"Total, 25 to 64 years",Female,13,62.0
2020,New Brunswick,Total population,Tertiary education,25 to 34 years,Both sexes,13,61.0
2020,New Brunswick,Total population,Tertiary education,25 to 34 years,Male,13,53.0
2020,New Brunswick,Total population,Tertiary education,25 to 34 years,Female,13,69.0
2020,New Brunswick,Total population,Tertiary education,30 to 34 years,Both sexes,13,63.0
2020,New Brunswick,Total population,Tertiary education,30 to 34 years,Male,13,57.0
2020,New Brunswick,Total population,Tertiary education,30 to 34 years,Female,13,69.0
2020,New Brunswick,Total population,Tertiary education,35 to 44 years,Both sexes,13,67.0
2020,New Brunswick,Total population,Tertiary education,35 to 44 years,Male,13,62.0
2020,New Brunswick,Total population,Tertiary education,35 to 44 years,Female,13,72.0
2020,New Brunswick,Total population,Tertiary education,45 to 54 years,Both sexes,13,59.0
2020,New Brunswick,Total population,Tertiary education,45 to 54 years,Male,13,53.0
2020,New Brunswick,Total population,Tertiary education,45 to 54 years,Female,13,65.0
2020,New Brunswick,Total population,Tertiary education,55 to 64 years,Both sexes,13,43.0
2020,New Brunswick,Total population,Tertiary education,55 to 64 years,Male,13,38.0
2020,New Brunswick,Total population,Tertiary education,55 to 64 years,Female,13,48.0
2020,New Brunswick,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,13,32.0
2020,New Brunswick,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,13,30.0
2020,New Brunswick,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,13,34.0
2020,New Brunswick,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,13,32.0
2020,New Brunswick,Total population,Short-cycle tertiary,25 to 34 years,Male,13,31.0
2020,New Brunswick,Total population,Short-cycle tertiary,25 to 34 years,Female,13,33.0
2020,New Brunswick,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,13,33.0
2020,New Brunswick,Total population,Short-cycle tertiary,30 to 34 years,Male,13,32.0
2020,New Brunswick,Total population,Short-cycle tertiary,30 to 34 years,Female,13,34.0
2020,New Brunswick,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,13,35.0
2020,New Brunswick,Total population,Short-cycle tertiary,35 to 44 years,Male,13,35.0
2020,New Brunswick,Total population,Short-cycle tertiary,35 to 44 years,Female,13,35.0
2020,New Brunswick,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,13,34.0
2020,New Brunswick,Total population,Short-cycle tertiary,45 to 54 years,Male,13,33.0
2020,New Brunswick,Total population,Short-cycle tertiary,45 to 54 years,Female,13,36.0
2020,New Brunswick,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,13,28.0
2020,New Brunswick,Total population,Short-cycle tertiary,55 to 64 years,Male,13,24.0
2020,New Brunswick,Total population,Short-cycle tertiary,55 to 64 years,Female,13,32.0
2020,New Brunswick,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,13,17.0
2020,New Brunswick,Total population,Bachelor's level,"Total, 25 to 64 years",Male,13,14.0
2020,New Brunswick,Total population,Bachelor's level,"Total, 25 to 64 years",Female,13,21.0
2020,New Brunswick,Total population,Bachelor's level,25 to 34 years,Both sexes,13,22.0
2020,New Brunswick,Total population,Bachelor's level,25 to 34 years,Male,13,16.0
2020,New Brunswick,Total population,Bachelor's level,25 to 34 years,Female,13,27.0
2020,New Brunswick,Total population,Bachelor's level,30 to 34 years,Both sexes,13,23.0
2020,New Brunswick,Total population,Bachelor's level,30 to 34 years,Male,13,20.0
2020,New Brunswick,Total population,Bachelor's level,30 to 34 years,Female,13,26.0
2020,New Brunswick,Total population,Bachelor's level,35 to 44 years,Both sexes,13,22.0
2020,New Brunswick,Total population,Bachelor's level,35 to 44 years,Male,13,18.0
2020,New Brunswick,Total population,Bachelor's level,35 to 44 years,Female,13,25.0
2020,New Brunswick,Total population,Bachelor's level,45 to 54 years,Both sexes,13,18.0
2020,New Brunswick,Total population,Bachelor's level,45 to 54 years,Male,13,14.0
2020,New Brunswick,Total population,Bachelor's level,45 to 54 years,Female,13,22.0
2020,New Brunswick,Total population,Bachelor's level,55 to 64 years,Both sexes,13,11.0
2020,New Brunswick,Total population,Bachelor's level,55 to 64 years,Male,13,10.0
2020,New Brunswick,Total population,Bachelor's level,55 to 64 years,Female,13,12.0
2020,New Brunswick,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,13,7.0
2020,New Brunswick,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,13,6.0
2020,New Brunswick,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,13,8.0
2020,New Brunswick,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,13,7.0
2020,New Brunswick,Total population,Master's or Doctoral level,25 to 34 years,Male,13,5.0
2020,New Brunswick,Total population,Master's or Doctoral level,25 to 34 years,Female,13,8.0
2020,New Brunswick,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,13,7.0
2020,New Brunswick,Total population,Master's or Doctoral level,30 to 34 years,Male,13,5.0
2020,New Brunswick,Total population,Master's or Doctoral level,30 to 34 years,Female,13,9.0
2020,New Brunswick,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,13,11.0
2020,New Brunswick,Total population,Master's or Doctoral level,35 to 44 years,Male,13,9.0
2020,New Brunswick,Total population,Master's or Doctoral level,35 to 44 years,Female,13,12.0
2020,New Brunswick,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,13,7.0
2020,New Brunswick,Total population,Master's or Doctoral level,45 to 54 years,Male,13,6.0
2020,New Brunswick,Total population,Master's or Doctoral level,45 to 54 years,Female,13,8.0
2020,New Brunswick,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,13,4.0
2020,New Brunswick,Total population,Master's or Doctoral level,55 to 64 years,Male,13,4.0
2020,New Brunswick,Total population,Master's or Doctoral level,55 to 64 years,Female,13,4.0
2020,Quebec,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,24,56.0
2020,Quebec,Total population,Tertiary education,"Total, 25 to 64 years",Male,24,49.0
2020,Quebec,Total population,Tertiary education,"Total, 25 to 64 years",Female,24,62.0
2020,Quebec,Total population,Tertiary education,25 to 34 years,Both sexes,24,60.0
2020,Quebec,Total population,Tertiary education,25 to 34 years,Male,24,51.0
2020,Quebec,Total population,Tertiary education,25 to 34 years,Female,24,70.0
2020,Quebec,Total population,Tertiary education,30 to 34 years,Both sexes,24,62.0
2020,Quebec,Total population,Tertiary education,30 to 34 years,Male,24,53.0
2020,Quebec,Total population,Tertiary education,30 to 34 years,Female,24,71.0
2020,Quebec,Total population,Tertiary education,35 to 44 years,Both sexes,24,61.0
2020,Quebec,Total population,Tertiary education,35 to 44 years,Male,24,54.0
2020,Quebec,Total population,Tertiary education,35 to 44 years,Female,24,69.0
2020,Quebec,Total population,Tertiary education,45 to 54 years,Both sexes,24,57.0
2020,Quebec,Total population,Tertiary education,45 to 54 years,Male,24,51.0
2020,Quebec,Total population,Tertiary education,45 to 54 years,Female,24,64.0
2020,Quebec,Total population,Tertiary education,55 to 64 years,Both sexes,24,45.0
2020,Quebec,Total population,Tertiary education,55 to 64 years,Male,24,43.0
2020,Quebec,Total population,Tertiary education,55 to 64 years,Female,24,47.0
2020,Quebec,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,24,24.0
2020,Quebec,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,24,21.0
2020,Quebec,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,24,27.0
2020,Quebec,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,24,22.0
2020,Quebec,Total population,Short-cycle tertiary,25 to 34 years,Male,24,18.0
2020,Quebec,Total population,Short-cycle tertiary,25 to 34 years,Female,24,26.0
2020,Quebec,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,24,23.0
2020,Quebec,Total population,Short-cycle tertiary,30 to 34 years,Male,24,19.0
2020,Quebec,Total population,Short-cycle tertiary,30 to 34 years,Female,24,26.0
2020,Quebec,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,24,24.0
2020,Quebec,Total population,Short-cycle tertiary,35 to 44 years,Male,24,22.0
2020,Quebec,Total population,Short-cycle tertiary,35 to 44 years,Female,24,27.0
2020,Quebec,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,24,26.0
2020,Quebec,Total population,Short-cycle tertiary,45 to 54 years,Male,24,23.0
2020,Quebec,Total population,Short-cycle tertiary,45 to 54 years,Female,24,30.0
2020,Quebec,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,24,24.0
2020,Quebec,Total population,Short-cycle tertiary,55 to 64 years,Male,24,21.0
2020,Quebec,Total population,Short-cycle tertiary,55 to 64 years,Female,24,27.0
2020,Quebec,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,24,21.0
2020,Quebec,Total population,Bachelor's level,"Total, 25 to 64 years",Male,24,19.0
2020,Quebec,Total population,Bachelor's level,"Total, 25 to 64 years",Female,24,23.0
2020,Quebec,Total population,Bachelor's level,25 to 34 years,Both sexes,24,24.0
2020,Quebec,Total population,Bachelor's level,25 to 34 years,Male,24,21.0
2020,Quebec,Total population,Bachelor's level,25 to 34 years,Female,24,27.0
2020,Quebec,Total population,Bachelor's level,30 to 34 years,Both sexes,24,23.0
2020,Quebec,Total population,Bachelor's level,30 to 34 years,Male,24,21.0
2020,Quebec,Total population,Bachelor's level,30 to 34 years,Female,24,25.0
2020,Quebec,Total population,Bachelor's level,35 to 44 years,Both sexes,24,24.0
2020,Quebec,Total population,Bachelor's level,35 to 44 years,Male,24,20.0
2020,Quebec,Total population,Bachelor's level,35 to 44 years,Female,24,27.0
2020,Quebec,Total population,Bachelor's level,45 to 54 years,Both sexes,24,21.0
2020,Quebec,Total population,Bachelor's level,45 to 54 years,Male,24,19.0
2020,Quebec,Total population,Bachelor's level,45 to 54 years,Female,24,24.0
2020,Quebec,Total population,Bachelor's level,55 to 64 years,Both sexes,24,15.0
2020,Quebec,Total population,Bachelor's level,55 to 64 years,Male,24,15.0
2020,Quebec,Total population,Bachelor's level,55 to 64 years,Female,24,15.0
2020,Quebec,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,24,11.0
2020,Quebec,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,24,10.0
2020,Quebec,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,24,12.0
2020,Quebec,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,24,14.0
2020,Quebec,Total population,Master's or Doctoral level,25 to 34 years,Male,24,11.0
2020,Quebec,Total population,Master's or Doctoral level,25 to 34 years,Female,24,17.0
2020,Quebec,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,24,16.0
2020,Quebec,Total population,Master's or Doctoral level,30 to 34 years,Male,24,14.0
2020,Quebec,Total population,Master's or Doctoral level,30 to 34 years,Female,24,19.0
2020,Quebec,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,24,14.0
2020,Quebec,Total population,Master's or Doctoral level,35 to 44 years,Male,24,12.0
2020,Quebec,Total population,Master's or Doctoral level,35 to 44 years,Female,24,16.0
2020,Quebec,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,24,10.0
2020,Quebec,Total population,Master's or Doctoral level,45 to 54 years,Male,24,9.0
2020,Quebec,Total population,Master's or Doctoral level,45 to 54 years,Female,24,10.0
2020,Quebec,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,24,6.0
2020,Quebec,Total population,Master's or Doctoral level,55 to 64 years,Male,24,7.0
2020,Quebec,Total population,Master's or Doctoral level,55 to 64 years,Female,24,6.0
2020,Ontario,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,35,66.0
2020,Ontario,Total population,Tertiary education,"Total, 25 to 64 years",Male,35,61.0
2020,Ontario,Total population,Tertiary education,"Total, 25 to 64 years",Female,35,71.0
2020,Ontario,Total population,Tertiary education,25 to 34 years,Both sexes,35,71.0
2020,Ontario,Total population,Tertiary education,25 to 34 years,Male,35,64.0
2020,Ontario,Total population,Tertiary education,25 to 34 years,Female,35,79.0
2020,Ontario,Total population,Tertiary education,30 to 34 years,Both sexes,35,73.0
2020,Ontario,Total population,Tertiary education,30 to 34 years,Male,35,66.0
2020,Ontario,Total population,Tertiary education,30 to 34 years,Female,35,81.0
2020,Ontario,Total population,Tertiary education,35 to 44 years,Both sexes,35,71.0
2020,Ontario,Total population,Tertiary education,35 to 44 years,Male,35,65.0
2020,Ontario,Total population,Tertiary education,35 to 44 years,Female,35,77.0
2020,Ontario,Total population,Tertiary education,45 to 54 years,Both sexes,35,66.0
2020,Ontario,Total population,Tertiary education,45 to 54 years,Male,35,62.0
2020,Ontario,Total population,Tertiary education,45 to 54 years,Female,35,69.0
2020,Ontario,Total population,Tertiary education,55 to 64 years,Both sexes,35,56.0
2020,Ontario,Total population,Tertiary education,55 to 64 years,Male,35,54.0
2020,Ontario,Total population,Tertiary education,55 to 64 years,Female,35,58.0
2020,Ontario,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,35,28.0
2020,Ontario,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,35,26.0
2020,Ontario,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,35,30.0
2020,Ontario,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,35,27.0
2020,Ontario,Total population,Short-cycle tertiary,25 to 34 years,Male,35,26.0
2020,Ontario,Total population,Short-cycle tertiary,25 to 34 years,Female,35,28.0
2020,Ontario,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,35,28.0
2020,Ontario,Total population,Short-cycle tertiary,30 to 34 years,Male,35,26.0
2020,Ontario,Total population,Short-cycle tertiary,30 to 34 years,Female,35,30.0
2020,Ontario,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,35,28.0
2020,Ontario,Total population,Short-cycle tertiary,35 to 44 years,Male,35,28.0
2020,Ontario,Total population,Short-cycle tertiary,35 to 44 years,Female,35,29.0
2020,Ontario,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,35,29.0
2020,Ontario,Total population,Short-cycle tertiary,45 to 54 years,Male,35,25.0
2020,Ontario,Total population,Short-cycle tertiary,45 to 54 years,Female,35,32.0
2020,Ontario,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,35,28.0
2020,Ontario,Total population,Short-cycle tertiary,55 to 64 years,Male,35,25.0
2020,Ontario,Total population,Short-cycle tertiary,55 to 64 years,Female,35,31.0
2020,Ontario,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,35,25.0
2020,Ontario,Total population,Bachelor's level,"Total, 25 to 64 years",Male,35,23.0
2020,Ontario,Total population,Bachelor's level,"Total, 25 to 64 years",Female,35,28.0
2020,Ontario,Total population,Bachelor's level,25 to 34 years,Both sexes,35,31.0
2020,Ontario,Total population,Bachelor's level,25 to 34 years,Male,35,27.0
2020,Ontario,Total population,Bachelor's level,25 to 34 years,Female,35,35.0
2020,Ontario,Total population,Bachelor's level,30 to 34 years,Both sexes,35,30.0
2020,Ontario,Total population,Bachelor's level,30 to 34 years,Male,35,25.0
2020,Ontario,Total population,Bachelor's level,30 to 34 years,Female,35,35.0
2020,Ontario,Total population,Bachelor's level,35 to 44 years,Both sexes,35,28.0
2020,Ontario,Total population,Bachelor's level,35 to 44 years,Male,35,23.0
2020,Ontario,Total population,Bachelor's level,35 to 44 years,Female,35,32.0
2020,Ontario,Total population,Bachelor's level,45 to 54 years,Both sexes,35,25.0
