Year,Géographie,Groupe d'âge,Sexe,GeoCode,Value
2021,Nouveau-Brunswick,"Total, 12 ans et plus",Les deux sexes,13,76.7
2021,Nouveau-Brunswick,"Total, 12 ans et plus",Hommes,13,75.9
2021,Nouveau-Brunswick,"Total, 12 ans et plus",Femmes,13,77.5
2021,Nouveau-Brunswick,12 à 17 ans,Les deux sexes,13,83.2
2021,Nouveau-Brunswick,12 à 17 ans,Hommes,13,91.5
2021,Nouveau-Brunswick,12 à 17 ans,Femmes,13,74.7
2021,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,13,71.5
2021,Nouveau-Brunswick,18 à 34 ans,Hommes,13,67.1
2021,Nouveau-Brunswick,18 à 34 ans,Femmes,13,76.0
2021,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,13,74.4
2021,Nouveau-Brunswick,35 à 49 ans,Hommes,13,71.1
2021,Nouveau-Brunswick,35 à 49 ans,Femmes,13,77.6
2021,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,13,76.9
2021,Nouveau-Brunswick,50 à 64 ans,Hommes,13,76.0
2021,Nouveau-Brunswick,50 à 64 ans,Femmes,13,77.7
2021,Nouveau-Brunswick,65 ans et plus,Les deux sexes,13,81.3
2021,Nouveau-Brunswick,65 ans et plus,Hommes,13,84.0
2021,Nouveau-Brunswick,65 ans et plus,Femmes,13,79.2
2021,Québec,"Total, 12 ans et plus",Les deux sexes,24,66.0
2021,Québec,"Total, 12 ans et plus",Hommes,24,65.7
2021,Québec,"Total, 12 ans et plus",Femmes,24,66.3
2021,Québec,12 à 17 ans,Les deux sexes,24,80.5
2021,Québec,12 à 17 ans,Hommes,24,82.6
2021,Québec,12 à 17 ans,Femmes,24,78.3
2021,Québec,18 à 34 ans,Les deux sexes,24,62.0
2021,Québec,18 à 34 ans,Hommes,24,58.2
2021,Québec,18 à 34 ans,Femmes,24,66.0
2021,Québec,35 à 49 ans,Les deux sexes,24,62.9
2021,Québec,35 à 49 ans,Hommes,24,63.1
2021,Québec,35 à 49 ans,Femmes,24,62.6
2021,Québec,50 à 64 ans,Les deux sexes,24,65.0
2021,Québec,50 à 64 ans,Hommes,24,66.7
2021,Québec,50 à 64 ans,Femmes,24,63.3
2021,Québec,65 ans et plus,Les deux sexes,24,70.2
2021,Québec,65 ans et plus,Hommes,24,70.6
2021,Québec,65 ans et plus,Femmes,24,69.9
2021,Ontario,"Total, 12 ans et plus",Les deux sexes,35,69.4
2021,Ontario,"Total, 12 ans et plus",Hommes,35,69.9
2021,Ontario,"Total, 12 ans et plus",Femmes,35,68.9
2021,Ontario,12 à 17 ans,Les deux sexes,35,81.9
2021,Ontario,12 à 17 ans,Hommes,35,83.2
2021,Ontario,12 à 17 ans,Femmes,35,80.6
2021,Ontario,18 à 34 ans,Les deux sexes,35,63.7
2021,Ontario,18 à 34 ans,Hommes,35,63.8
2021,Ontario,18 à 34 ans,Femmes,35,63.6
2021,Ontario,35 à 49 ans,Les deux sexes,35,68.4
2021,Ontario,35 à 49 ans,Hommes,35,68.0
2021,Ontario,35 à 49 ans,Femmes,35,68.7
2021,Ontario,50 à 64 ans,Les deux sexes,35,69.3
2021,Ontario,50 à 64 ans,Hommes,35,70.2
2021,Ontario,50 à 64 ans,Femmes,35,68.4
2021,Ontario,65 ans et plus,Les deux sexes,35,74.0
2021,Ontario,65 ans et plus,Hommes,35,76.1
2021,Ontario,65 ans et plus,Femmes,35,72.3
2021,Manitoba,"Total, 12 ans et plus",Les deux sexes,46,70.5
2021,Manitoba,"Total, 12 ans et plus",Hommes,46,69.3
2021,Manitoba,"Total, 12 ans et plus",Femmes,46,71.6
2021,Manitoba,12 à 17 ans,Les deux sexes,46,81.7
2021,Manitoba,12 à 17 ans,Hommes,46,83.7
2021,Manitoba,12 à 17 ans,Femmes,46,79.8
2021,Manitoba,18 à 34 ans,Les deux sexes,46,65.7
2021,Manitoba,18 à 34 ans,Hommes,46,63.2
2021,Manitoba,18 à 34 ans,Femmes,46,68.3
2021,Manitoba,35 à 49 ans,Les deux sexes,46,69.3
2021,Manitoba,35 à 49 ans,Hommes,46,63.3
2021,Manitoba,35 à 49 ans,Femmes,46,75.1
2021,Manitoba,50 à 64 ans,Les deux sexes,46,70.4
2021,Manitoba,50 à 64 ans,Hommes,46,71.3
2021,Manitoba,50 à 64 ans,Femmes,46,69.5
2021,Manitoba,65 ans et plus,Les deux sexes,46,74.1
2021,Manitoba,65 ans et plus,Hommes,46,77.7
2021,Manitoba,65 ans et plus,Femmes,46,71.1
2021,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,47,76.1
2021,Saskatchewan,"Total, 12 ans et plus",Hommes,47,77.2
2021,Saskatchewan,"Total, 12 ans et plus",Femmes,47,75.0
2021,Saskatchewan,12 à 17 ans,Les deux sexes,47,88.0
2021,Saskatchewan,12 à 17 ans,Hommes,47,94.4
2021,Saskatchewan,12 à 17 ans,Femmes,47,81.3
2021,Saskatchewan,18 à 34 ans,Les deux sexes,47,68.8
2021,Saskatchewan,18 à 34 ans,Hommes,47,67.1
2021,Saskatchewan,18 à 34 ans,Femmes,47,70.7
2021,Saskatchewan,35 à 49 ans,Les deux sexes,47,76.2
2021,Saskatchewan,35 à 49 ans,Hommes,47,76.8
2021,Saskatchewan,35 à 49 ans,Femmes,47,75.5
2021,Saskatchewan,50 à 64 ans,Les deux sexes,47,76.0
2021,Saskatchewan,50 à 64 ans,Hommes,47,80.8
2021,Saskatchewan,50 à 64 ans,Femmes,47,71.1
2021,Saskatchewan,65 ans et plus,Les deux sexes,47,80.8
2021,Saskatchewan,65 ans et plus,Hommes,47,80.1
2021,Saskatchewan,65 ans et plus,Femmes,47,81.4
2021,Alberta,"Total, 12 ans et plus",Les deux sexes,48,68.3
2021,Alberta,"Total, 12 ans et plus",Hommes,48,67.6
2021,Alberta,"Total, 12 ans et plus",Femmes,48,69.0
2021,Alberta,12 à 17 ans,Les deux sexes,48,89.1
2021,Alberta,12 à 17 ans,Hommes,48,90.8
2021,Alberta,12 à 17 ans,Femmes,48,87.3
2021,Alberta,18 à 34 ans,Les deux sexes,48,62.1
2021,Alberta,18 à 34 ans,Hommes,48,58.6
2021,Alberta,18 à 34 ans,Femmes,48,65.8
2021,Alberta,35 à 49 ans,Les deux sexes,48,65.9
2021,Alberta,35 à 49 ans,Hommes,48,63.8
2021,Alberta,35 à 49 ans,Femmes,48,68.1
2021,Alberta,50 à 64 ans,Les deux sexes,48,68.2
2021,Alberta,50 à 64 ans,Hommes,48,70.2
2021,Alberta,50 à 64 ans,Femmes,48,66.2
2021,Alberta,65 ans et plus,Les deux sexes,48,72.2
2021,Alberta,65 ans et plus,Hommes,48,74.6
2021,Alberta,65 ans et plus,Femmes,48,70.2
2021,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,59,70.9
2021,Colombie-Britannique,"Total, 12 ans et plus",Hommes,59,69.2
2021,Colombie-Britannique,"Total, 12 ans et plus",Femmes,59,72.6
2021,Colombie-Britannique,12 à 17 ans,Les deux sexes,59,83.9
2021,Colombie-Britannique,12 à 17 ans,Hommes,59,86.6
2021,Colombie-Britannique,12 à 17 ans,Femmes,59,81.1
2021,Colombie-Britannique,18 à 34 ans,Les deux sexes,59,66.6
2021,Colombie-Britannique,18 à 34 ans,Hommes,59,66.0
2021,Colombie-Britannique,18 à 34 ans,Femmes,59,67.2
2021,Colombie-Britannique,35 à 49 ans,Les deux sexes,59,67.9
2021,Colombie-Britannique,35 à 49 ans,Hommes,59,62.7
2021,Colombie-Britannique,35 à 49 ans,Femmes,59,72.9
2021,Colombie-Britannique,50 à 64 ans,Les deux sexes,59,67.5
2021,Colombie-Britannique,50 à 64 ans,Hommes,59,66.7
2021,Colombie-Britannique,50 à 64 ans,Femmes,59,68.4
2021,Colombie-Britannique,65 ans et plus,Les deux sexes,59,79.4
2021,Colombie-Britannique,65 ans et plus,Hommes,59,77.9
2021,Colombie-Britannique,65 ans et plus,Femmes,59,80.7
2022,Canada,"Total, 12 ans et plus",Hommes,,64.3
2022,Canada,"Total, 12 ans et plus",Femmes,,64.8
2022,Canada,12 à 17 ans,Les deux sexes,,77.7
2022,Canada,12 à 17 ans,Hommes,,78.4
2022,Canada,12 à 17 ans,Femmes,,76.9
2022,Canada,"Total, 18 ans et plus",Les deux sexes,,63.5
2022,Canada,"Total, 18 ans et plus",Hommes,,63.1
2022,Canada,"Total, 18 ans et plus",Femmes,,63.9
2022,Canada,18 à 34 ans,Les deux sexes,,58.2
2022,Canada,18 à 34 ans,Hommes,,56.5
2022,Canada,18 à 34 ans,Femmes,,59.8
2022,Canada,35 à 49 ans,Les deux sexes,,62.7
2022,Canada,35 à 49 ans,Hommes,,61.7
2022,Canada,35 à 49 ans,Femmes,,63.7
2022,Canada,50 à 64 ans,Les deux sexes,,64.4
2022,Canada,50 à 64 ans,Hommes,,66.3
2022,Canada,50 à 64 ans,Femmes,,62.5
2022,Canada,65 ans et plus,Les deux sexes,,69.8
2022,Canada,65 ans et plus,Hommes,,69.6
2022,Canada,65 ans et plus,Femmes,,69.9
2022,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Les deux sexes,10,74.5
2022,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Hommes,10,74.5
2022,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Femmes,10,74.5
2022,Terre-Neuve-et-Labrador,12 à 17 ans,Les deux sexes,10,83.4
2022,Terre-Neuve-et-Labrador,12 à 17 ans,Hommes,10,81.6
2022,Terre-Neuve-et-Labrador,12 à 17 ans,Femmes,10,
2022,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Les deux sexes,10,73.9
2022,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Hommes,10,73.9
2022,Terre-Neuve-et-Labrador,"Total, 18 ans et plus",Femmes,10,73.9
2022,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,10,65.2
2022,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,10,62.7
2022,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,10,67.8
2022,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,10,70.2
2022,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,10,71.1
2022,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,10,69.4
2022,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,10,75.6
2022,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,10,76.5
2022,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,10,74.8
2022,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,10,82.0
2022,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,10,83.5
2022,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,10,80.8
2022,Île-du-Prince-Édouard,"Total, 12 ans et plus",Les deux sexes,11,68.4
2022,Île-du-Prince-Édouard,"Total, 12 ans et plus",Hommes,11,72.4
2022,Île-du-Prince-Édouard,"Total, 12 ans et plus",Femmes,11,64.5
2022,Île-du-Prince-Édouard,12 à 17 ans,Les deux sexes,11,75.4
2022,Île-du-Prince-Édouard,12 à 17 ans,Hommes,11,
2022,Île-du-Prince-Édouard,12 à 17 ans,Femmes,11,
2022,Île-du-Prince-Édouard,"Total, 18 ans et plus",Les deux sexes,11,67.8
2022,Île-du-Prince-Édouard,"Total, 18 ans et plus",Hommes,11,71.8
2022,Île-du-Prince-Édouard,"Total, 18 ans et plus",Femmes,11,63.9
2022,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,11,
2022,Île-du-Prince-Édouard,18 à 34 ans,Hommes,11,
2022,Île-du-Prince-Édouard,18 à 34 ans,Femmes,11,
2022,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,11,54.0
2022,Île-du-Prince-Édouard,35 à 49 ans,Hommes,11,
2022,Île-du-Prince-Édouard,35 à 49 ans,Femmes,11,
2022,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,11,72.9
2022,Île-du-Prince-Édouard,50 à 64 ans,Hommes,11,
2022,Île-du-Prince-Édouard,50 à 64 ans,Femmes,11,58.7
2022,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,11,80.0
2022,Île-du-Prince-Édouard,65 ans et plus,Hommes,11,90.0
2022,Île-du-Prince-Édouard,65 ans et plus,Femmes,11,71.8
2022,Nouvelle-Écosse,"Total, 12 ans et plus",Les deux sexes,12,69.0
2022,Nouvelle-Écosse,"Total, 12 ans et plus",Hommes,12,70.2
2022,Nouvelle-Écosse,"Total, 12 ans et plus",Femmes,12,67.9
2022,Nouvelle-Écosse,12 à 17 ans,Les deux sexes,12,70.3
2022,Nouvelle-Écosse,12 à 17 ans,Hommes,12,75.8
2022,Nouvelle-Écosse,12 à 17 ans,Femmes,12,
2022,Nouvelle-Écosse,"Total, 18 ans et plus",Les deux sexes,12,68.9
2022,Nouvelle-Écosse,"Total, 18 ans et plus",Hommes,12,69.7
2022,Nouvelle-Écosse,"Total, 18 ans et plus",Femmes,12,68.1
2022,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,12,68.5
2022,Nouvelle-Écosse,18 à 34 ans,Hommes,12,67.5
2022,Nouvelle-Écosse,18 à 34 ans,Femmes,12,69.4
2022,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,12,59.5
2022,Nouvelle-Écosse,35 à 49 ans,Hommes,12,59.7
2022,Nouvelle-Écosse,35 à 49 ans,Femmes,12,59.2
2022,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,12,69.0
2022,Nouvelle-Écosse,50 à 64 ans,Hommes,12,73.6
2022,Nouvelle-Écosse,50 à 64 ans,Femmes,12,64.6
2022,Nouvelle-Écosse,65 ans et plus,Les deux sexes,12,77.5
2022,Nouvelle-Écosse,65 ans et plus,Hommes,12,77.1
2022,Nouvelle-Écosse,65 ans et plus,Femmes,12,77.8
2022,Nouveau-Brunswick,"Total, 12 ans et plus",Les deux sexes,13,69.9
2022,Nouveau-Brunswick,"Total, 12 ans et plus",Hommes,13,71.6
2022,Nouveau-Brunswick,"Total, 12 ans et plus",Femmes,13,68.3
2022,Nouveau-Brunswick,12 à 17 ans,Les deux sexes,13,82.2
2022,Nouveau-Brunswick,12 à 17 ans,Hommes,13,76.9
2022,Nouveau-Brunswick,12 à 17 ans,Femmes,13,87.7
2022,Nouveau-Brunswick,"Total, 18 ans et plus",Les deux sexes,13,69.0
2022,Nouveau-Brunswick,"Total, 18 ans et plus",Hommes,13,71.2
2022,Nouveau-Brunswick,"Total, 18 ans et plus",Femmes,13,66.8
2022,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,13,66.0
2022,Nouveau-Brunswick,18 à 34 ans,Hommes,13,64.6
2022,Nouveau-Brunswick,18 à 34 ans,Femmes,13,67.5
2022,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,13,67.0
2022,Nouveau-Brunswick,35 à 49 ans,Hommes,13,75.9
2022,Nouveau-Brunswick,35 à 49 ans,Femmes,13,58.9
2022,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,13,68.1
2022,Nouveau-Brunswick,50 à 64 ans,Hommes,13,71.5
2022,Nouveau-Brunswick,50 à 64 ans,Femmes,13,64.8
2022,Nouveau-Brunswick,65 ans et plus,Les deux sexes,13,74.0
2022,Nouveau-Brunswick,65 ans et plus,Hommes,13,73.1
2022,Nouveau-Brunswick,65 ans et plus,Femmes,13,74.8
2022,Québec,"Total, 12 ans et plus",Les deux sexes,24,59.6
2022,Québec,"Total, 12 ans et plus",Hommes,24,59.7
2022,Québec,"Total, 12 ans et plus",Femmes,24,59.4
2022,Québec,12 à 17 ans,Les deux sexes,24,75.1
2022,Québec,12 à 17 ans,Hommes,24,77.4
2022,Québec,12 à 17 ans,Femmes,24,72.7
2022,Québec,"Total, 18 ans et plus",Les deux sexes,24,58.3
2022,Québec,"Total, 18 ans et plus",Hommes,24,58.2
2022,Québec,"Total, 18 ans et plus",Femmes,24,58.4
2022,Québec,18 à 34 ans,Les deux sexes,24,55.9
2022,Québec,18 à 34 ans,Hommes,24,53.4
2022,Québec,18 à 34 ans,Femmes,24,58.5
2022,Québec,35 à 49 ans,Les deux sexes,24,57.6
2022,Québec,35 à 49 ans,Hommes,24,57.3
2022,Québec,35 à 49 ans,Femmes,24,57.9
2022,Québec,50 à 64 ans,Les deux sexes,24,56.3
2022,Québec,50 à 64 ans,Hommes,24,57.6
2022,Québec,50 à 64 ans,Femmes,24,54.9
2022,Québec,65 ans et plus,Les deux sexes,24,63.7
2022,Québec,65 ans et plus,Hommes,24,65.3
2022,Québec,65 ans et plus,Femmes,24,62.3
2022,Ontario,"Total, 12 ans et plus",Les deux sexes,35,65.4
2022,Ontario,"Total, 12 ans et plus",Hommes,35,64.6
2022,Ontario,"Total, 12 ans et plus",Femmes,35,66.2
2022,Ontario,12 à 17 ans,Les deux sexes,35,78.1
2022,Ontario,12 à 17 ans,Hommes,35,74.8
2022,Ontario,12 à 17 ans,Femmes,35,81.6
2022,Ontario,"Total, 18 ans et plus",Les deux sexes,35,64.4
2022,Ontario,"Total, 18 ans et plus",Hommes,35,63.7
2022,Ontario,"Total, 18 ans et plus",Femmes,35,65.0
2022,Ontario,18 à 34 ans,Les deux sexes,35,57.0
2022,Ontario,18 à 34 ans,Hommes,35,54.6
2022,Ontario,18 à 34 ans,Femmes,35,59.5
2022,Ontario,35 à 49 ans,Les deux sexes,35,64.1
2022,Ontario,35 à 49 ans,Hommes,35,63.0
2022,Ontario,35 à 49 ans,Femmes,35,65.0
2022,Ontario,50 à 64 ans,Les deux sexes,35,68.4
2022,Ontario,50 à 64 ans,Hommes,35,71.4
2022,Ontario,50 à 64 ans,Femmes,35,65.4
2022,Ontario,65 ans et plus,Les deux sexes,35,69.9
2022,Ontario,65 ans et plus,Hommes,35,68.6
2022,Ontario,65 ans et plus,Femmes,35,71.0
2022,Manitoba,"Total, 12 ans et plus",Les deux sexes,46,67.9
2022,Manitoba,"Total, 12 ans et plus",Hommes,46,69.3
2022,Manitoba,"Total, 12 ans et plus",Femmes,46,66.4
2022,Manitoba,12 à 17 ans,Les deux sexes,46,80.1
2022,Manitoba,12 à 17 ans,Hommes,46,82.8
2022,Manitoba,12 à 17 ans,Femmes,46,76.6
2022,Manitoba,"Total, 18 ans et plus",Les deux sexes,46,66.8
2022,Manitoba,"Total, 18 ans et plus",Hommes,46,67.9
2022,Manitoba,"Total, 18 ans et plus",Femmes,46,65.6
2022,Manitoba,18 à 34 ans,Les deux sexes,46,63.6
2022,Manitoba,18 à 34 ans,Hommes,46,59.9
2022,Manitoba,18 à 34 ans,Femmes,46,67.6
2022,Manitoba,35 à 49 ans,Les deux sexes,46,66.1
2022,Manitoba,35 à 49 ans,Hommes,46,66.3
2022,Manitoba,35 à 49 ans,Femmes,46,65.8
2022,Manitoba,50 à 64 ans,Les deux sexes,46,68.2
2022,Manitoba,50 à 64 ans,Hommes,46,73.4
2022,Manitoba,50 à 64 ans,Femmes,46,63.3
2022,Manitoba,65 ans et plus,Les deux sexes,46,70.4
2022,Manitoba,65 ans et plus,Hommes,46,76.0
2022,Manitoba,65 ans et plus,Femmes,46,65.4
2022,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,47,70.2
2022,Saskatchewan,"Total, 12 ans et plus",Hommes,47,71.4
2022,Saskatchewan,"Total, 12 ans et plus",Femmes,47,69.1
2022,Saskatchewan,12 à 17 ans,Les deux sexes,47,83.8
2022,Saskatchewan,12 à 17 ans,Hommes,47,80.6
2022,Saskatchewan,12 à 17 ans,Femmes,47,87.2
2022,Saskatchewan,"Total, 18 ans et plus",Les deux sexes,47,68.9
2022,Saskatchewan,"Total, 18 ans et plus",Hommes,47,70.4
2022,Saskatchewan,"Total, 18 ans et plus",Femmes,47,67.3
2022,Saskatchewan,18 à 34 ans,Les deux sexes,47,63.0
2022,Saskatchewan,18 à 34 ans,Hommes,47,66.2
2022,Saskatchewan,18 à 34 ans,Femmes,47,59.8
2022,Saskatchewan,35 à 49 ans,Les deux sexes,47,64.0
2022,Saskatchewan,35 à 49 ans,Hommes,47,61.2
2022,Saskatchewan,35 à 49 ans,Femmes,47,66.9
2022,Saskatchewan,50 à 64 ans,Les deux sexes,47,72.1
2022,Saskatchewan,50 à 64 ans,Hommes,47,76.3
2022,Saskatchewan,50 à 64 ans,Femmes,47,67.9
2022,Saskatchewan,65 ans et plus,Les deux sexes,47,78.8
2022,Saskatchewan,65 ans et plus,Hommes,47,81.7
2022,Saskatchewan,65 ans et plus,Femmes,47,76.3
2022,Alberta,"Total, 12 ans et plus",Les deux sexes,48,64.7
2022,Alberta,"Total, 12 ans et plus",Hommes,48,64.9
2022,Alberta,"Total, 12 ans et plus",Femmes,48,64.5
2022,Alberta,12 à 17 ans,Les deux sexes,48,82.4
2022,Alberta,12 à 17 ans,Hommes,48,86.9
2022,Alberta,12 à 17 ans,Femmes,48,77.8
2022,Alberta,"Total, 18 ans et plus",Les deux sexes,48,63.0
2022,Alberta,"Total, 18 ans et plus",Hommes,48,62.7
2022,Alberta,"Total, 18 ans et plus",Femmes,48,63.2
2022,Alberta,18 à 34 ans,Les deux sexes,48,58.4
2022,Alberta,18 à 34 ans,Hommes,48,58.2
2022,Alberta,18 à 34 ans,Femmes,48,58.6
2022,Alberta,35 à 49 ans,Les deux sexes,48,64.3
2022,Alberta,35 à 49 ans,Hommes,48,63.1
2022,Alberta,35 à 49 ans,Femmes,48,65.5
2022,Alberta,50 à 64 ans,Les deux sexes,48,60.6
2022,Alberta,50 à 64 ans,Hommes,48,62.6
2022,Alberta,50 à 64 ans,Femmes,48,58.6
2022,Alberta,65 ans et plus,Les deux sexes,48,71.3
2022,Alberta,65 ans et plus,Hommes,48,70.2
2022,Alberta,65 ans et plus,Femmes,48,72.1
2022,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,59,65.3
2022,Colombie-Britannique,"Total, 12 ans et plus",Hommes,59,64.1
2022,Colombie-Britannique,"Total, 12 ans et plus",Femmes,59,66.5
2022,Colombie-Britannique,12 à 17 ans,Les deux sexes,59,73.7
2022,Colombie-Britannique,12 à 17 ans,Hommes,59,81.0
2022,Colombie-Britannique,12 à 17 ans,Femmes,59,66.2
2022,Colombie-Britannique,"Total, 18 ans et plus",Les deux sexes,59,64.7
2022,Colombie-Britannique,"Total, 18 ans et plus",Hommes,59,62.9
2022,Colombie-Britannique,"Total, 18 ans et plus",Femmes,59,66.5
2022,Colombie-Britannique,18 à 34 ans,Les deux sexes,59,58.9
2022,Colombie-Britannique,18 à 34 ans,Hommes,59,59.7
2022,Colombie-Britannique,18 à 34 ans,Femmes,59,58.1
2022,Colombie-Britannique,35 à 49 ans,Les deux sexes,59,64.2
2022,Colombie-Britannique,35 à 49 ans,Hommes,59,60.4
2022,Colombie-Britannique,35 à 49 ans,Femmes,59,68.0
2022,Colombie-Britannique,50 à 64 ans,Les deux sexes,59,63.8
2022,Colombie-Britannique,50 à 64 ans,Hommes,59,61.3
2022,Colombie-Britannique,50 à 64 ans,Femmes,59,66.1
2022,Colombie-Britannique,65 ans et plus,Les deux sexes,59,72.9
2022,Colombie-Britannique,65 ans et plus,Hommes,59,71.2
2022,Colombie-Britannique,65 ans et plus,Femmes,59,74.3
