Year,Geography,Age group,Sex,Indigenous group,Educational attainment,Visible minority,Immigrant status,GeoCode,Value
2023,Quebec,25 to 54 years,Both sexes,,,Multiple visible minorities,,24,87.8
2023,Quebec,25 to 54 years,Both sexes,,,Not a visible minority,,24,89.0
2023,Quebec,25 to 54 years,Males,,,Visible minority population,,24,83.7
2023,Quebec,25 to 54 years,Males,,,South Asian,,24,78.8
2023,Quebec,25 to 54 years,Males,,,Chinese,,24,72.6
2023,Quebec,25 to 54 years,Males,,,Black,,24,85.8
2023,Quebec,25 to 54 years,Males,,,Filipino,,24,93.6
2023,Quebec,25 to 54 years,Males,,,Arab,,24,82.8
2023,Quebec,25 to 54 years,Males,,,Latin American,,24,84.8
2023,Quebec,25 to 54 years,Males,,,Southeast Asian,,24,86.2
2023,Quebec,25 to 54 years,Males,,,West Asian,,24,81.5
2023,Quebec,25 to 54 years,Males,,,Korean,,24,
2023,Quebec,25 to 54 years,Males,,,Japanese,,24,
2023,Quebec,25 to 54 years,Males,,,Visible minority n.i.e,,24,84.1
2023,Quebec,25 to 54 years,Males,,,Multiple visible minorities,,24,
2023,Quebec,25 to 54 years,Males,,,Not a visible minority,,24,89.4
2023,Quebec,25 to 54 years,Females,,,Visible minority population,,24,74.7
2023,Quebec,25 to 54 years,Females,,,South Asian,,24,62.5
2023,Quebec,25 to 54 years,Females,,,Chinese,,24,73.4
2023,Quebec,25 to 54 years,Females,,,Black,,24,79.8
2023,Quebec,25 to 54 years,Females,,,Filipino,,24,85.2
2023,Quebec,25 to 54 years,Females,,,Arab,,24,66.2
2023,Quebec,25 to 54 years,Females,,,Latin American,,24,74.5
2023,Quebec,25 to 54 years,Females,,,Southeast Asian,,24,82.5
2023,Quebec,25 to 54 years,Females,,,West Asian,,24,70.8
2023,Quebec,25 to 54 years,Females,,,Korean,,24,
2023,Quebec,25 to 54 years,Females,,,Japanese,,24,
2023,Quebec,25 to 54 years,Females,,,Visible minority n.i.e,,24,78.9
2023,Quebec,25 to 54 years,Females,,,Multiple visible minorities,,24,
2023,Quebec,25 to 54 years,Females,,,Not a visible minority,,24,88.6
2023,Quebec,55 years and over,Both sexes,,,Visible minority population,,24,45.1
2023,Quebec,55 years and over,Both sexes,,,South Asian,,24,43.1
2023,Quebec,55 years and over,Both sexes,,,Chinese,,24,35.3
2023,Quebec,55 years and over,Both sexes,,,Black,,24,47.5
2023,Quebec,55 years and over,Both sexes,,,Filipino,,24,46.7
2023,Quebec,55 years and over,Both sexes,,,Arab,,24,46.7
2023,Quebec,55 years and over,Both sexes,,,Latin American,,24,49.3
2023,Quebec,55 years and over,Both sexes,,,Southeast Asian,,24,37.4
2023,Quebec,55 years and over,Both sexes,,,West Asian,,24,47.1
2023,Quebec,55 years and over,Both sexes,,,Korean,,24,
2023,Quebec,55 years and over,Both sexes,,,Japanese,,24,
2023,Quebec,55 years and over,Both sexes,,,Visible minority n.i.e,,24,46.4
2023,Quebec,55 years and over,Both sexes,,,Multiple visible minorities,,24,90.0
2023,Quebec,55 years and over,Both sexes,,,Not a visible minority,,24,32.3
2023,Quebec,55 years and over,Males,,,Visible minority population,,24,52.6
2023,Quebec,55 years and over,Males,,,South Asian,,24,60.5
2023,Quebec,55 years and over,Males,,,Chinese,,24,41.0
2023,Quebec,55 years and over,Males,,,Black,,24,56.8
2023,Quebec,55 years and over,Males,,,Filipino,,24,47.7
2023,Quebec,55 years and over,Males,,,Arab,,24,53.3
2023,Quebec,55 years and over,Males,,,Latin American,,24,49.6
2023,Quebec,55 years and over,Males,,,Southeast Asian,,24,40.4
2023,Quebec,55 years and over,Males,,,West Asian,,24,
2023,Quebec,55 years and over,Males,,,Korean,,24,
2023,Quebec,55 years and over,Males,,,Japanese,,24,
2023,Quebec,55 years and over,Males,,,Visible minority n.i.e,,24,
2023,Quebec,55 years and over,Males,,,Multiple visible minorities,,24,
2023,Quebec,55 years and over,Males,,,Not a visible minority,,24,37.4
2023,Quebec,55 years and over,Females,,,Visible minority population,,24,37.3
2023,Quebec,55 years and over,Females,,,South Asian,,24,22.2
2023,Quebec,55 years and over,Females,,,Chinese,,24,29.3
2023,Quebec,55 years and over,Females,,,Black,,24,39.7
2023,Quebec,55 years and over,Females,,,Filipino,,24,46.1
2023,Quebec,55 years and over,Females,,,Arab,,24,37.4
2023,Quebec,55 years and over,Females,,,Latin American,,24,48.6
2023,Quebec,55 years and over,Females,,,Southeast Asian,,24,34.8
2023,Quebec,55 years and over,Females,,,West Asian,,24,
2023,Quebec,55 years and over,Females,,,Korean,,24,
2023,Quebec,55 years and over,Females,,,Japanese,,24,
2023,Quebec,55 years and over,Females,,,Visible minority n.i.e,,24,
2023,Quebec,55 years and over,Females,,,Multiple visible minorities,,24,
2023,Quebec,55 years and over,Females,,,Not a visible minority,,24,27.6
2023,Ontario,15 to 24 years,Both sexes,,,Visible minority population,,35,46.3
2023,Ontario,15 to 24 years,Both sexes,,,South Asian,,35,49.9
2023,Ontario,15 to 24 years,Both sexes,,,Chinese,,35,35.2
2023,Ontario,15 to 24 years,Both sexes,,,Black,,35,48.1
2023,Ontario,15 to 24 years,Both sexes,,,Filipino,,35,57.3
2023,Ontario,15 to 24 years,Both sexes,,,Arab,,35,41.6
2023,Ontario,15 to 24 years,Both sexes,,,Latin American,,35,46.3
2023,Ontario,15 to 24 years,Both sexes,,,Southeast Asian,,35,51.3
2023,Ontario,15 to 24 years,Both sexes,,,West Asian,,35,33.8
2023,Ontario,15 to 24 years,Both sexes,,,Korean,,35,47.1
2023,Ontario,15 to 24 years,Both sexes,,,Japanese,,35,44.0
2023,Ontario,15 to 24 years,Both sexes,,,Visible minority n.i.e,,35,50.9
2023,Ontario,15 to 24 years,Both sexes,,,Multiple visible minorities,,35,39.9
2023,Ontario,15 to 24 years,Both sexes,,,Not a visible minority,,35,60.4
2023,Ontario,15 to 24 years,Males,,,Visible minority population,,35,46.5
2023,Ontario,15 to 24 years,Males,,,South Asian,,35,51.9
2023,Ontario,15 to 24 years,Males,,,Chinese,,35,34.5
2023,Ontario,15 to 24 years,Males,,,Black,,35,46.5
2023,Ontario,15 to 24 years,Males,,,Filipino,,35,51.7
2023,Ontario,15 to 24 years,Males,,,Arab,,35,35.9
2023,Ontario,15 to 24 years,Males,,,Latin American,,35,44.9
2023,Ontario,15 to 24 years,Males,,,Southeast Asian,,35,53.2
2023,Ontario,15 to 24 years,Males,,,West Asian,,35,31.9
2023,Ontario,15 to 24 years,Males,,,Korean,,35,
2023,Ontario,15 to 24 years,Males,,,Japanese,,35,
2023,Ontario,15 to 24 years,Males,,,Visible minority n.i.e,,35,59.6
2023,Ontario,15 to 24 years,Males,,,Multiple visible minorities,,35,42.6
2023,Ontario,15 to 24 years,Males,,,Not a visible minority,,35,60.6
2023,Ontario,15 to 24 years,Females,,,Visible minority population,,35,46.2
2023,Ontario,15 to 24 years,Females,,,South Asian,,35,47.4
2023,Ontario,15 to 24 years,Females,,,Chinese,,35,35.8
2023,Ontario,15 to 24 years,Females,,,Black,,35,49.4
2023,Ontario,15 to 24 years,Females,,,Filipino,,35,64.2
2023,Ontario,15 to 24 years,Females,,,Arab,,35,48.2
2023,Ontario,15 to 24 years,Females,,,Latin American,,35,47.7
2023,Ontario,15 to 24 years,Females,,,Southeast Asian,,35,49.5
2023,Ontario,15 to 24 years,Females,,,West Asian,,35,36.2
2023,Ontario,15 to 24 years,Females,,,Korean,,35,
2023,Ontario,15 to 24 years,Females,,,Japanese,,35,
2023,Ontario,15 to 24 years,Females,,,Visible minority n.i.e,,35,40.4
2023,Ontario,15 to 24 years,Females,,,Multiple visible minorities,,35,36.7
2023,Ontario,15 to 24 years,Females,,,Not a visible minority,,35,60.1
2023,Ontario,25 to 54 years,Both sexes,,,Visible minority population,,35,81.0
2023,Ontario,25 to 54 years,Both sexes,,,South Asian,,35,82.8
2023,Ontario,25 to 54 years,Both sexes,,,Chinese,,35,80.4
2023,Ontario,25 to 54 years,Both sexes,,,Black,,35,78.8
2023,Ontario,25 to 54 years,Both sexes,,,Filipino,,35,86.7
2023,Ontario,25 to 54 years,Both sexes,,,Arab,,35,69.1
2023,Ontario,25 to 54 years,Both sexes,,,Latin American,,35,80.6
2023,Ontario,25 to 54 years,Both sexes,,,Southeast Asian,,35,86.3
2023,Ontario,25 to 54 years,Both sexes,,,West Asian,,35,77.2
2023,Ontario,25 to 54 years,Both sexes,,,Korean,,35,83.0
2023,Ontario,25 to 54 years,Both sexes,,,Japanese,,35,94.4
2023,Ontario,25 to 54 years,Both sexes,,,Visible minority n.i.e,,35,74.3
2023,Ontario,25 to 54 years,Both sexes,,,Multiple visible minorities,,35,80.3
2023,Ontario,25 to 54 years,Both sexes,,,Not a visible minority,,35,86.0
2023,Ontario,25 to 54 years,Males,,,Visible minority population,,35,87.1
2023,Ontario,25 to 54 years,Males,,,South Asian,,35,90.7
2023,Ontario,25 to 54 years,Males,,,Chinese,,35,83.9
2023,Ontario,25 to 54 years,Males,,,Black,,35,83.6
2023,Ontario,25 to 54 years,Males,,,Filipino,,35,88.2
2023,Ontario,25 to 54 years,Males,,,Arab,,35,79.8
2023,Ontario,25 to 54 years,Males,,,Latin American,,35,85.6
2023,Ontario,25 to 54 years,Males,,,Southeast Asian,,35,92.0
2023,Ontario,25 to 54 years,Males,,,West Asian,,35,87.2
2023,Ontario,25 to 54 years,Males,,,Korean,,35,89.8
2023,Ontario,25 to 54 years,Males,,,Japanese,,35,100.0
2023,Ontario,25 to 54 years,Males,,,Visible minority n.i.e,,35,79.9
2023,Ontario,25 to 54 years,Males,,,Multiple visible minorities,,35,80.9
2023,Ontario,25 to 54 years,Males,,,Not a visible minority,,35,87.8
2023,Ontario,25 to 54 years,Females,,,Visible minority population,,35,75.4
2023,Ontario,25 to 54 years,Females,,,South Asian,,35,74.3
2023,Ontario,25 to 54 years,Females,,,Chinese,,35,77.5
2023,Ontario,25 to 54 years,Females,,,Black,,35,74.6
2023,Ontario,25 to 54 years,Females,,,Filipino,,35,85.5
2023,Ontario,25 to 54 years,Females,,,Arab,,35,58.0
2023,Ontario,25 to 54 years,Females,,,Latin American,,35,76.2
2023,Ontario,25 to 54 years,Females,,,Southeast Asian,,35,81.3
2023,Ontario,25 to 54 years,Females,,,West Asian,,35,66.7
2023,Ontario,25 to 54 years,Females,,,Korean,,35,77.7
2023,Ontario,25 to 54 years,Females,,,Japanese,,35,88.9
2023,Ontario,25 to 54 years,Females,,,Visible minority n.i.e,,35,68.3
2023,Ontario,25 to 54 years,Females,,,Multiple visible minorities,,35,79.8
2023,Ontario,25 to 54 years,Females,,,Not a visible minority,,35,84.1
2023,Ontario,55 years and over,Both sexes,,,Visible minority population,,35,42.6
2023,Ontario,55 years and over,Both sexes,,,South Asian,,35,43.5
2023,Ontario,55 years and over,Both sexes,,,Chinese,,35,37.6
2023,Ontario,55 years and over,Both sexes,,,Black,,35,45.9
2023,Ontario,55 years and over,Both sexes,,,Filipino,,35,48.0
2023,Ontario,55 years and over,Both sexes,,,Arab,,35,36.1
2023,Ontario,55 years and over,Both sexes,,,Latin American,,35,46.5
2023,Ontario,55 years and over,Both sexes,,,Southeast Asian,,35,45.2
2023,Ontario,55 years and over,Both sexes,,,West Asian,,35,44.1
2023,Ontario,55 years and over,Both sexes,,,Korean,,35,45.6
2023,Ontario,55 years and over,Both sexes,,,Japanese,,35,38.2
2023,Ontario,55 years and over,Both sexes,,,Visible minority n.i.e,,35,41.0
2023,Ontario,55 years and over,Both sexes,,,Multiple visible minorities,,35,37.2
2023,Ontario,55 years and over,Both sexes,,,Not a visible minority,,35,34.1
2023,Ontario,55 years and over,Males,,,Visible minority population,,35,49.8
2023,Ontario,55 years and over,Males,,,South Asian,,35,53.1
2023,Ontario,55 years and over,Males,,,Chinese,,35,44.0
2023,Ontario,55 years and over,Males,,,Black,,35,49.0
2023,Ontario,55 years and over,Males,,,Filipino,,35,46.1
2023,Ontario,55 years and over,Males,,,Arab,,35,47.6
2023,Ontario,55 years and over,Males,,,Latin American,,35,59.0
2023,Ontario,55 years and over,Males,,,Southeast Asian,,35,53.7
2023,Ontario,55 years and over,Males,,,West Asian,,35,53.7
2023,Ontario,55 years and over,Males,,,Korean,,35,53.5
2023,Ontario,55 years and over,Males,,,Japanese,,35,
2023,Ontario,55 years and over,Males,,,Visible minority n.i.e,,35,52.5
2023,Ontario,55 years and over,Males,,,Multiple visible minorities,,35,46.3
2023,Ontario,55 years and over,Males,,,Not a visible minority,,35,39.4
2023,Ontario,55 years and over,Females,,,Visible minority population,,35,36.2
2023,Ontario,55 years and over,Females,,,South Asian,,35,33.1
2023,Ontario,55 years and over,Females,,,Chinese,,35,32.3
2023,Ontario,55 years and over,Females,,,Black,,35,43.4
2023,Ontario,55 years and over,Females,,,Filipino,,35,49.2
2023,Ontario,55 years and over,Females,,,Arab,,35,22.1
2023,Ontario,55 years and over,Females,,,Latin American,,35,36.5
2023,Ontario,55 years and over,Females,,,Southeast Asian,,35,37.5
2023,Ontario,55 years and over,Females,,,West Asian,,35,33.5
2023,Ontario,55 years and over,Females,,,Korean,,35,38.3
2023,Ontario,55 years and over,Females,,,Japanese,,35,
2023,Ontario,55 years and over,Females,,,Visible minority n.i.e,,35,29.0
2023,Ontario,55 years and over,Females,,,Multiple visible minorities,,35,30.7
2023,Ontario,55 years and over,Females,,,Not a visible minority,,35,29.3
2023,Prairie region,15 to 24 years,Both sexes,,,Visible minority population,,,60.3
2023,Prairie region,15 to 24 years,Both sexes,,,South Asian,,,70.1
2023,Prairie region,15 to 24 years,Both sexes,,,Chinese,,,49.1
2023,Prairie region,15 to 24 years,Both sexes,,,Black,,,59.0
2023,Prairie region,15 to 24 years,Both sexes,,,Filipino,,,57.9
2023,Prairie region,15 to 24 years,Both sexes,,,Arab,,,32.4
2023,Prairie region,15 to 24 years,Both sexes,,,Latin American,,,40.7
2023,Prairie region,15 to 24 years,Both sexes,,,Southeast Asian,,,62.8
2023,Prairie region,15 to 24 years,Both sexes,,,West Asian,,,
2023,Prairie region,15 to 24 years,Both sexes,,,Korean,,,70.6
2023,Prairie region,15 to 24 years,Both sexes,,,Japanese,,,85.7
2023,Prairie region,15 to 24 years,Both sexes,,,Visible minority n.i.e,,,60.0
2023,Prairie region,15 to 24 years,Both sexes,,,Multiple visible minorities,,,61.5
2023,Prairie region,15 to 24 years,Both sexes,,,Not a visible minority,,,58.8
2023,Prairie region,15 to 24 years,Males,,,Visible minority population,,,61.8
2023,Prairie region,15 to 24 years,Males,,,South Asian,,,72.4
2023,Prairie region,15 to 24 years,Males,,,Chinese,,,52.9
2023,Prairie region,15 to 24 years,Males,,,Black,,,52.5
2023,Prairie region,15 to 24 years,Males,,,Filipino,,,58.6
2023,Prairie region,15 to 24 years,Males,,,Arab,,,
2023,Prairie region,15 to 24 years,Males,,,Latin American,,,
2023,Prairie region,15 to 24 years,Males,,,Southeast Asian,,,50.0
2023,Prairie region,15 to 24 years,Males,,,West Asian,,,
2023,Prairie region,15 to 24 years,Males,,,Korean,,,70.0
2023,Prairie region,15 to 24 years,Males,,,Japanese,,,
2023,Prairie region,15 to 24 years,Males,,,Visible minority n.i.e,,,
2023,Prairie region,15 to 24 years,Males,,,Multiple visible minorities,,,
2023,Prairie region,15 to 24 years,Males,,,Not a visible minority,,,58.7
2023,Prairie region,15 to 24 years,Females,,,Visible minority population,,,58.5
2023,Prairie region,15 to 24 years,Females,,,South Asian,,,67.0
2023,Prairie region,15 to 24 years,Females,,,Chinese,,,39.1
2023,Prairie region,15 to 24 years,Females,,,Black,,,64.1
2023,Prairie region,15 to 24 years,Females,,,Filipino,,,57.0
2023,Prairie region,15 to 24 years,Females,,,Arab,,,
2023,Prairie region,15 to 24 years,Females,,,Latin American,,,
2023,Prairie region,15 to 24 years,Females,,,Southeast Asian,,,70.4
2023,Prairie region,15 to 24 years,Females,,,West Asian,,,
2023,Prairie region,15 to 24 years,Females,,,Korean,,,62.5
2023,Prairie region,15 to 24 years,Females,,,Japanese,,,
2023,Prairie region,15 to 24 years,Females,,,Visible minority n.i.e,,,
2023,Prairie region,15 to 24 years,Females,,,Multiple visible minorities,,,
2023,Prairie region,15 to 24 years,Females,,,Not a visible minority,,,59.0
2023,Prairie region,25 to 54 years,Both sexes,,,Visible minority population,,,84.0
2023,Prairie region,25 to 54 years,Both sexes,,,South Asian,,,84.6
2023,Prairie region,25 to 54 years,Both sexes,,,Chinese,,,81.0
2023,Prairie region,25 to 54 years,Both sexes,,,Black,,,79.2
2023,Prairie region,25 to 54 years,Both sexes,,,Filipino,,,92.3
2023,Prairie region,25 to 54 years,Both sexes,,,Arab,,,63.5
2023,Prairie region,25 to 54 years,Both sexes,,,Latin American,,,85.3
2023,Prairie region,25 to 54 years,Both sexes,,,Southeast Asian,,,87.1
2023,Prairie region,25 to 54 years,Both sexes,,,West Asian,,,55.8
2023,Prairie region,25 to 54 years,Both sexes,,,Korean,,,81.0
2023,Prairie region,25 to 54 years,Both sexes,,,Japanese,,,72.7
2023,Prairie region,25 to 54 years,Both sexes,,,Visible minority n.i.e,,,67.9
2023,Prairie region,25 to 54 years,Both sexes,,,Multiple visible minorities,,,94.4
2023,Prairie region,25 to 54 years,Both sexes,,,Not a visible minority,,,84.9
2023,Prairie region,25 to 54 years,Males,,,Visible minority population,,,88.2
2023,Prairie region,25 to 54 years,Males,,,South Asian,,,89.5
2023,Prairie region,25 to 54 years,Males,,,Chinese,,,82.8
2023,Prairie region,25 to 54 years,Males,,,Black,,,81.4
2023,Prairie region,25 to 54 years,Males,,,Filipino,,,94.1
2023,Prairie region,25 to 54 years,Males,,,Arab,,,75.6
2023,Prairie region,25 to 54 years,Males,,,Latin American,,,90.9
2023,Prairie region,25 to 54 years,Males,,,Southeast Asian,,,91.4
2023,Prairie region,25 to 54 years,Males,,,West Asian,,,70.8
2023,Prairie region,25 to 54 years,Males,,,Korean,,,88.9
2023,Prairie region,25 to 54 years,Males,,,Japanese,,,
2023,Prairie region,25 to 54 years,Males,,,Visible minority n.i.e,,,80.8
2023,Prairie region,25 to 54 years,Males,,,Multiple visible minorities,,,100.0
2023,Prairie region,25 to 54 years,Males,,,Not a visible minority,,,88.5
2023,Prairie region,25 to 54 years,Females,,,Visible minority population,,,79.8
2023,Prairie region,25 to 54 years,Females,,,South Asian,,,78.6
2023,Prairie region,25 to 54 years,Females,,,Chinese,,,78.5
2023,Prairie region,25 to 54 years,Females,,,Black,,,77.0
2023,Prairie region,25 to 54 years,Females,,,Filipino,,,90.6
2023,Prairie region,25 to 54 years,Females,,,Arab,,,48.8
2023,Prairie region,25 to 54 years,Females,,,Latin American,,,77.3
2023,Prairie region,25 to 54 years,Females,,,Southeast Asian,,,82.6
2023,Prairie region,25 to 54 years,Females,,,West Asian,,,41.4
2023,Prairie region,25 to 54 years,Females,,,Korean,,,75.0
2023,Prairie region,25 to 54 years,Females,,,Japanese,,,
2023,Prairie region,25 to 54 years,Females,,,Visible minority n.i.e,,,56.7
2023,Prairie region,25 to 54 years,Females,,,Multiple visible minorities,,,83.3
2023,Prairie region,25 to 54 years,Females,,,Not a visible minority,,,81.2
2023,Prairie region,55 years and over,Both sexes,,,Visible minority population,,,47.8
2023,Prairie region,55 years and over,Both sexes,,,South Asian,,,33.8
2023,Prairie region,55 years and over,Both sexes,,,Chinese,,,41.1
2023,Prairie region,55 years and over,Both sexes,,,Black,,,57.9
2023,Prairie region,55 years and over,Both sexes,,,Filipino,,,54.1
2023,Prairie region,55 years and over,Both sexes,,,Arab,,,40.0
2023,Prairie region,55 years and over,Both sexes,,,Latin American,,,45.2
2023,Prairie region,55 years and over,Both sexes,,,Southeast Asian,,,56.7
2023,Prairie region,55 years and over,Both sexes,,,West Asian,,,37.5
2023,Prairie region,55 years and over,Both sexes,,,Korean,,,
2023,Prairie region,55 years and over,Both sexes,,,Japanese,,,
2023,Prairie region,55 years and over,Both sexes,,,Visible minority n.i.e,,,33.3
2023,Prairie region,55 years and over,Both sexes,,,Multiple visible minorities,,,
2023,Prairie region,55 years and over,Both sexes,,,Not a visible minority,,,35.2
2023,Prairie region,55 years and over,Males,,,Visible minority population,,,54.9
2023,Prairie region,55 years and over,Males,,,South Asian,,,40.0
2023,Prairie region,55 years and over,Males,,,Chinese,,,43.2
2023,Prairie region,55 years and over,Males,,,Black,,,70.2
2023,Prairie region,55 years and over,Males,,,Filipino,,,59.3
2023,Prairie region,55 years and over,Males,,,Arab,,,
2023,Prairie region,55 years and over,Males,,,Latin American,,,64.3
2023,Prairie region,55 years and over,Males,,,Southeast Asian,,,65.5
2023,Prairie region,55 years and over,Males,,,West Asian,,,
2023,Prairie region,55 years and over,Males,,,Korean,,,
2023,Prairie region,55 years and over,Males,,,Japanese,,,
2023,Prairie region,55 years and over,Males,,,Visible minority n.i.e,,,
2023,Prairie region,55 years and over,Males,,,Multiple visible minorities,,,
2023,Prairie region,55 years and over,Males,,,Not a visible minority,,,39.9
2023,Prairie region,55 years and over,Females,,,Visible minority population,,,41.1
2023,Prairie region,55 years and over,Females,,,South Asian,,,28.6
2023,Prairie region,55 years and over,Females,,,Chinese,,,41.3
2023,Prairie region,55 years and over,Females,,,Black,,,39.5
2023,Prairie region,55 years and over,Females,,,Filipino,,,49.6
2023,Prairie region,55 years and over,Females,,,Arab,,,
2023,Prairie region,55 years and over,Females,,,Latin American,,,35.3
2023,Prairie region,55 years and over,Females,,,Southeast Asian,,,48.4
2023,Prairie region,55 years and over,Females,,,West Asian,,,
2023,Prairie region,55 years and over,Females,,,Korean,,,
2023,Prairie region,55 years and over,Females,,,Japanese,,,
2023,Prairie region,55 years and over,Females,,,Visible minority n.i.e,,,
2023,Prairie region,55 years and over,Females,,,Multiple visible minorities,,,
2023,Prairie region,55 years and over,Females,,,Not a visible minority,,,30.8
2023,Alberta,15 to 24 years,Both sexes,,,Visible minority population,,48,48.3
2023,Alberta,15 to 24 years,Both sexes,,,South Asian,,48,44.6
2023,Alberta,15 to 24 years,Both sexes,,,Chinese,,48,36.1
2023,Alberta,15 to 24 years,Both sexes,,,Black,,48,42.2
2023,Alberta,15 to 24 years,Both sexes,,,Filipino,,48,66.3
2023,Alberta,15 to 24 years,Both sexes,,,Arab,,48,40.5
2023,Alberta,15 to 24 years,Both sexes,,,Latin American,,48,46.3
2023,Alberta,15 to 24 years,Both sexes,,,Southeast Asian,,48,54.9
2023,Alberta,15 to 24 years,Both sexes,,,West Asian,,48,32.7
2023,Alberta,15 to 24 years,Both sexes,,,Korean,,48,
2023,Alberta,15 to 24 years,Both sexes,,,Japanese,,48,
2023,Alberta,15 to 24 years,Both sexes,,,Visible minority n.i.e,,48,57.1
2023,Alberta,15 to 24 years,Both sexes,,,Multiple visible minorities,,48,
2023,Alberta,15 to 24 years,Both sexes,,,Not a visible minority,,48,59.2
2023,Alberta,15 to 24 years,Males,,,Visible minority population,,48,47.1
2023,Alberta,15 to 24 years,Males,,,South Asian,,48,44.9
2023,Alberta,15 to 24 years,Males,,,Chinese,,48,30.1
2023,Alberta,15 to 24 years,Males,,,Black,,48,42.1
2023,Alberta,15 to 24 years,Males,,,Filipino,,48,62.4
2023,Alberta,15 to 24 years,Males,,,Arab,,48,
2023,Alberta,15 to 24 years,Males,,,Latin American,,48,52.1
2023,Alberta,15 to 24 years,Males,,,Southeast Asian,,48,54.0
2023,Alberta,15 to 24 years,Males,,,West Asian,,48,
2023,Alberta,15 to 24 years,Males,,,Korean,,48,
2023,Alberta,15 to 24 years,Males,,,Japanese,,48,
2023,Alberta,15 to 24 years,Males,,,Visible minority n.i.e,,48,
2023,Alberta,15 to 24 years,Males,,,Multiple visible minorities,,48,
2023,Alberta,15 to 24 years,Males,,,Not a visible minority,,48,57.6
2023,Alberta,15 to 24 years,Females,,,Visible minority population,,48,49.7
2023,Alberta,15 to 24 years,Females,,,South Asian,,48,44.1
2023,Alberta,15 to 24 years,Females,,,Chinese,,48,41.8
2023,Alberta,15 to 24 years,Females,,,Black,,48,42.2
2023,Alberta,15 to 24 years,Females,,,Filipino,,48,69.2
2023,Alberta,15 to 24 years,Females,,,Arab,,48,
2023,Alberta,15 to 24 years,Females,,,Latin American,,48,36.0
2023,Alberta,15 to 24 years,Females,,,Southeast Asian,,48,56.4
2023,Alberta,15 to 24 years,Females,,,West Asian,,48,
2023,Alberta,15 to 24 years,Females,,,Korean,,48,
2023,Alberta,15 to 24 years,Females,,,Japanese,,48,
2023,Alberta,15 to 24 years,Females,,,Visible minority n.i.e,,48,
2023,Alberta,15 to 24 years,Females,,,Multiple visible minorities,,48,
2023,Alberta,15 to 24 years,Females,,,Not a visible minority,,48,60.9
2023,Alberta,25 to 54 years,Both sexes,,,Visible minority population,,48,82.7
2023,Alberta,25 to 54 years,Both sexes,,,South Asian,,48,83.1
2023,Alberta,25 to 54 years,Both sexes,,,Chinese,,48,84.0
2023,Alberta,25 to 54 years,Both sexes,,,Black,,48,76.9
2023,Alberta,25 to 54 years,Both sexes,,,Filipino,,48,90.4
2023,Alberta,25 to 54 years,Both sexes,,,Arab,,48,72.5
2023,Alberta,25 to 54 years,Both sexes,,,Latin American,,48,81.9
2023,Alberta,25 to 54 years,Both sexes,,,Southeast Asian,,48,84.1
2023,Alberta,25 to 54 years,Both sexes,,,West Asian,,48,75.3
2023,Alberta,25 to 54 years,Both sexes,,,Korean,,48,75.0
2023,Alberta,25 to 54 years,Both sexes,,,Japanese,,48,87.2
2023,Alberta,25 to 54 years,Both sexes,,,Visible minority n.i.e,,48,76.7
2023,Alberta,25 to 54 years,Both sexes,,,Multiple visible minorities,,48,81.2
2023,Alberta,25 to 54 years,Both sexes,,,Not a visible minority,,48,85.0
2023,Alberta,25 to 54 years,Males,,,Visible minority population,,48,89.0
2023,Alberta,25 to 54 years,Males,,,South Asian,,48,89.5
2023,Alberta,25 to 54 years,Males,,,Chinese,,48,88.6
2023,Alberta,25 to 54 years,Males,,,Black,,48,83.6
2023,Alberta,25 to 54 years,Males,,,Filipino,,48,94.8
2023,Alberta,25 to 54 years,Males,,,Arab,,48,84.0
2023,Alberta,25 to 54 years,Males,,,Latin American,,48,88.9
2023,Alberta,25 to 54 years,Males,,,Southeast Asian,,48,89.9
2023,Alberta,25 to 54 years,Males,,,West Asian,,48,83.3
2023,Alberta,25 to 54 years,Males,,,Korean,,48,95.8
2023,Alberta,25 to 54 years,Males,,,Japanese,,48,90.0
2023,Alberta,25 to 54 years,Males,,,Visible minority n.i.e,,48,89.9
2023,Alberta,25 to 54 years,Males,,,Multiple visible minorities,,48,86.2
2023,Alberta,25 to 54 years,Males,,,Not a visible minority,,48,88.7
2023,Alberta,25 to 54 years,Females,,,Visible minority population,,48,76.6
2023,Alberta,25 to 54 years,Females,,,South Asian,,48,75.9
2023,Alberta,25 to 54 years,Females,,,Chinese,,48,79.8
2023,Alberta,25 to 54 years,Females,,,Black,,48,70.4
2023,Alberta,25 to 54 years,Females,,,Filipino,,48,86.8
2023,Alberta,25 to 54 years,Females,,,Arab,,48,62.0
2023,Alberta,25 to 54 years,Females,,,Latin American,,48,75.5
2023,Alberta,25 to 54 years,Females,,,Southeast Asian,,48,79.6
2023,Alberta,25 to 54 years,Females,,,West Asian,,48,66.7
2023,Alberta,25 to 54 years,Females,,,Korean,,48,57.8
2023,Alberta,25 to 54 years,Females,,,Japanese,,48,82.1
2023,Alberta,25 to 54 years,Females,,,Visible minority n.i.e,,48,61.2
2023,Alberta,25 to 54 years,Females,,,Multiple visible minorities,,48,77.5
2023,Alberta,25 to 54 years,Females,,,Not a visible minority,,48,81.1
2023,Alberta,55 years and over,Both sexes,,,Visible minority population,,48,47.2
2023,Alberta,55 years and over,Both sexes,,,South Asian,,48,39.9
2023,Alberta,55 years and over,Both sexes,,,Chinese,,48,38.9
