Year,data.Geography,data.Age at time of death,data.Sex,data.Leading causes of death (ICD-10),Value
2015,data.Canada,data.45 to 54 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",55.0
2016,data.Canada,data.45 to 54 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",55.1
2017,data.Canada,data.45 to 54 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",53.0
2018,data.Canada,data.45 to 54 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",49.3
2019,data.Canada,data.45 to 54 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",48.2
2015,data.Canada,data.45 to 54 years,data.Males,data.Cerebrovascular diseases [I60-I69],6.8
2016,data.Canada,data.45 to 54 years,data.Males,data.Cerebrovascular diseases [I60-I69],6.1
2017,data.Canada,data.45 to 54 years,data.Males,data.Cerebrovascular diseases [I60-I69],7.2
2018,data.Canada,data.45 to 54 years,data.Males,data.Cerebrovascular diseases [I60-I69],6.6
2019,data.Canada,data.45 to 54 years,data.Males,data.Cerebrovascular diseases [I60-I69],7.1
2015,data.Canada,data.45 to 54 years,data.Males,data.Influenza and pneumonia [J09-J18],3.0
2016,data.Canada,data.45 to 54 years,data.Males,data.Influenza and pneumonia [J09-J18],4.1
2017,data.Canada,data.45 to 54 years,data.Males,data.Influenza and pneumonia [J09-J18],3.2
2018,data.Canada,data.45 to 54 years,data.Males,data.Influenza and pneumonia [J09-J18],4.0
2019,data.Canada,data.45 to 54 years,data.Males,data.Influenza and pneumonia [J09-J18],3.9
2015,data.Canada,data.45 to 54 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],4.0
2016,data.Canada,data.45 to 54 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],3.0
2017,data.Canada,data.45 to 54 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],4.2
2018,data.Canada,data.45 to 54 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],2.9
2019,data.Canada,data.45 to 54 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],3.1
2015,data.Canada,data.45 to 54 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",13.6
2016,data.Canada,data.45 to 54 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",13.8
2017,data.Canada,data.45 to 54 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",11.6
2018,data.Canada,data.45 to 54 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",12.4
2019,data.Canada,data.45 to 54 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",12.5
2015,data.Canada,data.45 to 54 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",34.0
2016,data.Canada,data.45 to 54 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",37.7
2017,data.Canada,data.45 to 54 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",44.8
2018,data.Canada,data.45 to 54 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",37.8
2019,data.Canada,data.45 to 54 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",32.9
2015,data.Canada,data.45 to 54 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",27.6
2016,data.Canada,data.45 to 54 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",24.0
2017,data.Canada,data.45 to 54 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",24.6
2018,data.Canada,data.45 to 54 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",23.4
2019,data.Canada,data.45 to 54 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",23.2
2015,data.Canada,data.45 to 54 years,data.Females,data.Malignant neoplasms [C00-C97],93.6
2016,data.Canada,data.45 to 54 years,data.Females,data.Malignant neoplasms [C00-C97],93.9
2017,data.Canada,data.45 to 54 years,data.Females,data.Malignant neoplasms [C00-C97],89.2
2018,data.Canada,data.45 to 54 years,data.Females,data.Malignant neoplasms [C00-C97],80.1
2019,data.Canada,data.45 to 54 years,data.Females,data.Malignant neoplasms [C00-C97],79.0
2015,data.Canada,data.45 to 54 years,data.Females,data.Diabetes mellitus [E10-E14],4.1
2016,data.Canada,data.45 to 54 years,data.Females,data.Diabetes mellitus [E10-E14],4.0
2017,data.Canada,data.45 to 54 years,data.Females,data.Diabetes mellitus [E10-E14],4.3
2018,data.Canada,data.45 to 54 years,data.Females,data.Diabetes mellitus [E10-E14],4.2
2019,data.Canada,data.45 to 54 years,data.Females,data.Diabetes mellitus [E10-E14],4.0
2015,data.Canada,data.45 to 54 years,data.Females,data.Alzheimer's disease [G30],0.0
2016,data.Canada,data.45 to 54 years,data.Females,data.Alzheimer's disease [G30],0.3
2017,data.Canada,data.45 to 54 years,data.Females,data.Alzheimer's disease [G30],0.1
2018,data.Canada,data.45 to 54 years,data.Females,data.Alzheimer's disease [G30],0.2
2019,data.Canada,data.45 to 54 years,data.Females,data.Alzheimer's disease [G30],0.1
2015,data.Canada,data.45 to 54 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",16.8
2016,data.Canada,data.45 to 54 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",17.7
2017,data.Canada,data.45 to 54 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",15.5
2018,data.Canada,data.45 to 54 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",13.9
2019,data.Canada,data.45 to 54 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",15.3
2015,data.Canada,data.45 to 54 years,data.Females,data.Cerebrovascular diseases [I60-I69],5.9
2016,data.Canada,data.45 to 54 years,data.Females,data.Cerebrovascular diseases [I60-I69],5.7
2017,data.Canada,data.45 to 54 years,data.Females,data.Cerebrovascular diseases [I60-I69],5.5
2018,data.Canada,data.45 to 54 years,data.Females,data.Cerebrovascular diseases [I60-I69],5.0
2019,data.Canada,data.45 to 54 years,data.Females,data.Cerebrovascular diseases [I60-I69],5.9
2015,data.Canada,data.45 to 54 years,data.Females,data.Influenza and pneumonia [J09-J18],2.8
2016,data.Canada,data.45 to 54 years,data.Females,data.Influenza and pneumonia [J09-J18],3.0
2017,data.Canada,data.45 to 54 years,data.Females,data.Influenza and pneumonia [J09-J18],2.5
2018,data.Canada,data.45 to 54 years,data.Females,data.Influenza and pneumonia [J09-J18],3.2
2019,data.Canada,data.45 to 54 years,data.Females,data.Influenza and pneumonia [J09-J18],2.6
2015,data.Canada,data.45 to 54 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],3.9
2016,data.Canada,data.45 to 54 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],3.2
2017,data.Canada,data.45 to 54 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],3.4
2018,data.Canada,data.45 to 54 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],3.6
2019,data.Canada,data.45 to 54 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],2.8
2015,data.Canada,data.45 to 54 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",6.5
2016,data.Canada,data.45 to 54 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",7.8
2017,data.Canada,data.45 to 54 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",7.1
2018,data.Canada,data.45 to 54 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",6.6
2019,data.Canada,data.45 to 54 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",6.9
2015,data.Canada,data.45 to 54 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",14.2
2016,data.Canada,data.45 to 54 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",14.2
2017,data.Canada,data.45 to 54 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",16.7
2018,data.Canada,data.45 to 54 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",14.0
2019,data.Canada,data.45 to 54 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",13.7
2015,data.Canada,data.45 to 54 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",10.1
2016,data.Canada,data.45 to 54 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",8.8
2017,data.Canada,data.45 to 54 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",8.7
2018,data.Canada,data.45 to 54 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",7.2
2019,data.Canada,data.45 to 54 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",7.1
2015,data.Canada,data.55 to 64 years,data.Both sexes,data.Malignant neoplasms [C00-C97],273.4
2016,data.Canada,data.55 to 64 years,data.Both sexes,data.Malignant neoplasms [C00-C97],262.5
2017,data.Canada,data.55 to 64 years,data.Both sexes,data.Malignant neoplasms [C00-C97],260.9
2018,data.Canada,data.55 to 64 years,data.Both sexes,data.Malignant neoplasms [C00-C97],248.6
2019,data.Canada,data.55 to 64 years,data.Both sexes,data.Malignant neoplasms [C00-C97],240.6
2015,data.Canada,data.55 to 64 years,data.Both sexes,data.Diabetes mellitus [E10-E14],16.9
2016,data.Canada,data.55 to 64 years,data.Both sexes,data.Diabetes mellitus [E10-E14],15.7
2017,data.Canada,data.55 to 64 years,data.Both sexes,data.Diabetes mellitus [E10-E14],16.2
2018,data.Canada,data.55 to 64 years,data.Both sexes,data.Diabetes mellitus [E10-E14],15.1
2019,data.Canada,data.55 to 64 years,data.Both sexes,data.Diabetes mellitus [E10-E14],16.3
2015,data.Canada,data.55 to 64 years,data.Both sexes,data.Alzheimer's disease [G30],1.3
2016,data.Canada,data.55 to 64 years,data.Both sexes,data.Alzheimer's disease [G30],1.3
2017,data.Canada,data.55 to 64 years,data.Both sexes,data.Alzheimer's disease [G30],1.4
2018,data.Canada,data.55 to 64 years,data.Both sexes,data.Alzheimer's disease [G30],1.2
2019,data.Canada,data.55 to 64 years,data.Both sexes,data.Alzheimer's disease [G30],1.3
2015,data.Canada,data.55 to 64 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",101.1
2016,data.Canada,data.55 to 64 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",99.8
2017,data.Canada,data.55 to 64 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",98.8
2018,data.Canada,data.55 to 64 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",92.6
2019,data.Canada,data.55 to 64 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",90.4
2015,data.Canada,data.55 to 64 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],16.3
2016,data.Canada,data.55 to 64 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],16.7
2017,data.Canada,data.55 to 64 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],15.9
2018,data.Canada,data.55 to 64 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],15.8
2019,data.Canada,data.55 to 64 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],15.8
2015,data.Canada,data.55 to 64 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],7.0
2016,data.Canada,data.55 to 64 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],8.3
2017,data.Canada,data.55 to 64 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],7.2
2018,data.Canada,data.55 to 64 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],8.6
2019,data.Canada,data.55 to 64 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],8.3
2015,data.Canada,data.55 to 64 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],19.8
2016,data.Canada,data.55 to 64 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],19.3
2017,data.Canada,data.55 to 64 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],19.7
2018,data.Canada,data.55 to 64 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],20.3
2019,data.Canada,data.55 to 64 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],20.3
2015,data.Canada,data.55 to 64 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",19.5
2016,data.Canada,data.55 to 64 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",19.5
2017,data.Canada,data.55 to 64 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",19.3
2018,data.Canada,data.55 to 64 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",19.7
2019,data.Canada,data.55 to 64 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",19.4
2015,data.Canada,data.55 to 64 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",25.5
2016,data.Canada,data.55 to 64 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",25.7
2017,data.Canada,data.55 to 64 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",29.5
2018,data.Canada,data.55 to 64 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",26.7
2019,data.Canada,data.55 to 64 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",26.2
2015,data.Canada,data.55 to 64 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",17.2
2016,data.Canada,data.55 to 64 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",14.5
2017,data.Canada,data.55 to 64 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",15.2
2018,data.Canada,data.55 to 64 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",13.7
2019,data.Canada,data.55 to 64 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",14.9
2015,data.Canada,data.55 to 64 years,data.Males,data.Malignant neoplasms [C00-C97],287.7
2016,data.Canada,data.55 to 64 years,data.Males,data.Malignant neoplasms [C00-C97],278.3
2017,data.Canada,data.55 to 64 years,data.Males,data.Malignant neoplasms [C00-C97],276.7
2018,data.Canada,data.55 to 64 years,data.Males,data.Malignant neoplasms [C00-C97],265.9
2019,data.Canada,data.55 to 64 years,data.Males,data.Malignant neoplasms [C00-C97],258.4
2015,data.Canada,data.55 to 64 years,data.Males,data.Diabetes mellitus [E10-E14],22.3
2016,data.Canada,data.55 to 64 years,data.Males,data.Diabetes mellitus [E10-E14],20.6
2017,data.Canada,data.55 to 64 years,data.Males,data.Diabetes mellitus [E10-E14],22.0
2018,data.Canada,data.55 to 64 years,data.Males,data.Diabetes mellitus [E10-E14],19.7
2019,data.Canada,data.55 to 64 years,data.Males,data.Diabetes mellitus [E10-E14],21.8
2015,data.Canada,data.55 to 64 years,data.Males,data.Alzheimer's disease [G30],0.9
2016,data.Canada,data.55 to 64 years,data.Males,data.Alzheimer's disease [G30],0.9
2017,data.Canada,data.55 to 64 years,data.Males,data.Alzheimer's disease [G30],1.1
2018,data.Canada,data.55 to 64 years,data.Males,data.Alzheimer's disease [G30],1.0
2019,data.Canada,data.55 to 64 years,data.Males,data.Alzheimer's disease [G30],1.0
2015,data.Canada,data.55 to 64 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",150.1
2016,data.Canada,data.55 to 64 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",150.3
2017,data.Canada,data.55 to 64 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",147.5
2018,data.Canada,data.55 to 64 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",139.0
2019,data.Canada,data.55 to 64 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",135.7
2015,data.Canada,data.55 to 64 years,data.Males,data.Cerebrovascular diseases [I60-I69],18.3
2016,data.Canada,data.55 to 64 years,data.Males,data.Cerebrovascular diseases [I60-I69],20.4
2017,data.Canada,data.55 to 64 years,data.Males,data.Cerebrovascular diseases [I60-I69],17.7
2018,data.Canada,data.55 to 64 years,data.Males,data.Cerebrovascular diseases [I60-I69],19.0
2019,data.Canada,data.55 to 64 years,data.Males,data.Cerebrovascular diseases [I60-I69],18.1
2015,data.Canada,data.55 to 64 years,data.Males,data.Influenza and pneumonia [J09-J18],7.6
2016,data.Canada,data.55 to 64 years,data.Males,data.Influenza and pneumonia [J09-J18],10.1
2017,data.Canada,data.55 to 64 years,data.Males,data.Influenza and pneumonia [J09-J18],7.9
2018,data.Canada,data.55 to 64 years,data.Males,data.Influenza and pneumonia [J09-J18],10.4
2019,data.Canada,data.55 to 64 years,data.Males,data.Influenza and pneumonia [J09-J18],9.5
2015,data.Canada,data.55 to 64 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],22.3
2016,data.Canada,data.55 to 64 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],21.6
2017,data.Canada,data.55 to 64 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],20.7
2018,data.Canada,data.55 to 64 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],22.2
2019,data.Canada,data.55 to 64 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],22.0
2015,data.Canada,data.55 to 64 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",27.3
2016,data.Canada,data.55 to 64 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",26.8
2017,data.Canada,data.55 to 64 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",26.4
2018,data.Canada,data.55 to 64 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",26.8
2019,data.Canada,data.55 to 64 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",26.6
2015,data.Canada,data.55 to 64 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",37.2
2016,data.Canada,data.55 to 64 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",37.1
2017,data.Canada,data.55 to 64 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",42.5
2018,data.Canada,data.55 to 64 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",39.7
2019,data.Canada,data.55 to 64 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",38.7
2015,data.Canada,data.55 to 64 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",26.6
2016,data.Canada,data.55 to 64 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",21.9
2017,data.Canada,data.55 to 64 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",22.7
2018,data.Canada,data.55 to 64 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",21.3
2019,data.Canada,data.55 to 64 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",23.3
2015,data.Canada,data.55 to 64 years,data.Females,data.Malignant neoplasms [C00-C97],259.4
2016,data.Canada,data.55 to 64 years,data.Females,data.Malignant neoplasms [C00-C97],247.0
2017,data.Canada,data.55 to 64 years,data.Females,data.Malignant neoplasms [C00-C97],245.3
2018,data.Canada,data.55 to 64 years,data.Females,data.Malignant neoplasms [C00-C97],231.7
2019,data.Canada,data.55 to 64 years,data.Females,data.Malignant neoplasms [C00-C97],223.1
2015,data.Canada,data.55 to 64 years,data.Females,data.Diabetes mellitus [E10-E14],11.6
2016,data.Canada,data.55 to 64 years,data.Females,data.Diabetes mellitus [E10-E14],10.8
2017,data.Canada,data.55 to 64 years,data.Females,data.Diabetes mellitus [E10-E14],10.5
2018,data.Canada,data.55 to 64 years,data.Females,data.Diabetes mellitus [E10-E14],10.7
2019,data.Canada,data.55 to 64 years,data.Females,data.Diabetes mellitus [E10-E14],11.0
2015,data.Canada,data.55 to 64 years,data.Females,data.Alzheimer's disease [G30],1.7
2016,data.Canada,data.55 to 64 years,data.Females,data.Alzheimer's disease [G30],1.6
2017,data.Canada,data.55 to 64 years,data.Females,data.Alzheimer's disease [G30],1.7
2018,data.Canada,data.55 to 64 years,data.Females,data.Alzheimer's disease [G30],1.4
2019,data.Canada,data.55 to 64 years,data.Females,data.Alzheimer's disease [G30],1.7
2015,data.Canada,data.55 to 64 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",52.7
2016,data.Canada,data.55 to 64 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",49.9
2017,data.Canada,data.55 to 64 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",50.8
2018,data.Canada,data.55 to 64 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",47.3
2019,data.Canada,data.55 to 64 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",46.0
2015,data.Canada,data.55 to 64 years,data.Females,data.Cerebrovascular diseases [I60-I69],14.3
2016,data.Canada,data.55 to 64 years,data.Females,data.Cerebrovascular diseases [I60-I69],13.0
2017,data.Canada,data.55 to 64 years,data.Females,data.Cerebrovascular diseases [I60-I69],14.1
2018,data.Canada,data.55 to 64 years,data.Females,data.Cerebrovascular diseases [I60-I69],12.7
2019,data.Canada,data.55 to 64 years,data.Females,data.Cerebrovascular diseases [I60-I69],13.5
2015,data.Canada,data.55 to 64 years,data.Females,data.Influenza and pneumonia [J09-J18],6.4
2016,data.Canada,data.55 to 64 years,data.Females,data.Influenza and pneumonia [J09-J18],6.6
2017,data.Canada,data.55 to 64 years,data.Females,data.Influenza and pneumonia [J09-J18],6.5
2018,data.Canada,data.55 to 64 years,data.Females,data.Influenza and pneumonia [J09-J18],6.9
2019,data.Canada,data.55 to 64 years,data.Females,data.Influenza and pneumonia [J09-J18],7.0
2015,data.Canada,data.55 to 64 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],17.3
2016,data.Canada,data.55 to 64 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],17.1
2017,data.Canada,data.55 to 64 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],18.7
2018,data.Canada,data.55 to 64 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],18.5
2019,data.Canada,data.55 to 64 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],18.6
2015,data.Canada,data.55 to 64 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",11.9
2016,data.Canada,data.55 to 64 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",12.4
2017,data.Canada,data.55 to 64 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",12.3
2018,data.Canada,data.55 to 64 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",12.8
2019,data.Canada,data.55 to 64 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",12.4
2015,data.Canada,data.55 to 64 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",13.8
2016,data.Canada,data.55 to 64 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",14.6
2017,data.Canada,data.55 to 64 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",16.6
2018,data.Canada,data.55 to 64 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",13.9
2019,data.Canada,data.55 to 64 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",14.0
2015,data.Canada,data.55 to 64 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",8.0
2016,data.Canada,data.55 to 64 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",7.1
2017,data.Canada,data.55 to 64 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",7.8
2018,data.Canada,data.55 to 64 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",6.4
2019,data.Canada,data.55 to 64 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",6.7
2015,data.Canada,data.65 to 74 years,data.Both sexes,data.Malignant neoplasms [C00-C97],622.8
2016,data.Canada,data.65 to 74 years,data.Both sexes,data.Malignant neoplasms [C00-C97],622.5
2017,data.Canada,data.65 to 74 years,data.Both sexes,data.Malignant neoplasms [C00-C97],607.3
2018,data.Canada,data.65 to 74 years,data.Both sexes,data.Malignant neoplasms [C00-C97],590.7
2019,data.Canada,data.65 to 74 years,data.Both sexes,data.Malignant neoplasms [C00-C97],575.6
2015,data.Canada,data.65 to 74 years,data.Both sexes,data.Diabetes mellitus [E10-E14],47.3
2016,data.Canada,data.65 to 74 years,data.Both sexes,data.Diabetes mellitus [E10-E14],42.9
2017,data.Canada,data.65 to 74 years,data.Both sexes,data.Diabetes mellitus [E10-E14],42.8
2018,data.Canada,data.65 to 74 years,data.Both sexes,data.Diabetes mellitus [E10-E14],43.3
2019,data.Canada,data.65 to 74 years,data.Both sexes,data.Diabetes mellitus [E10-E14],41.0
2015,data.Canada,data.65 to 74 years,data.Both sexes,data.Alzheimer's disease [G30],11.5
2016,data.Canada,data.65 to 74 years,data.Both sexes,data.Alzheimer's disease [G30],11.1
2017,data.Canada,data.65 to 74 years,data.Both sexes,data.Alzheimer's disease [G30],11.5
2018,data.Canada,data.65 to 74 years,data.Both sexes,data.Alzheimer's disease [G30],9.8
2019,data.Canada,data.65 to 74 years,data.Both sexes,data.Alzheimer's disease [G30],9.0
2015,data.Canada,data.65 to 74 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",244.7
2016,data.Canada,data.65 to 74 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",240.4
2017,data.Canada,data.65 to 74 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",242.5
2018,data.Canada,data.65 to 74 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",237.1
2019,data.Canada,data.65 to 74 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",228.9
2015,data.Canada,data.65 to 74 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],52.9
2016,data.Canada,data.65 to 74 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],51.4
2017,data.Canada,data.65 to 74 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],49.9
2018,data.Canada,data.65 to 74 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],48.3
2019,data.Canada,data.65 to 74 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],50.8
2015,data.Canada,data.65 to 74 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],21.6
2016,data.Canada,data.65 to 74 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],19.6
2017,data.Canada,data.65 to 74 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],20.2
2018,data.Canada,data.65 to 74 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],23.3
2019,data.Canada,data.65 to 74 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],21.4
2015,data.Canada,data.65 to 74 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],78.6
2016,data.Canada,data.65 to 74 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],77.1
