Year,Geography,Gender,Age group,Selected demographic characteristics,GeoCode,Value
2021,Quebec,Total,15 to 24 years,First Nations (North American Indian),24,45.5955130320026
2021,Quebec,Total,15 to 24 years,Métis,24,53.4967555875991
2021,Quebec,Total,15 to 24 years,Inuk (Inuit),24,26.9366197183099
2021,Quebec,Total,15 to 24 years,Non-Indigenous identity,24,66.0635066835334
2021,Quebec,Men+,15 to 24 years,Total,24,62.118331159212
2021,Quebec,Men+,15 to 24 years,Indigenous identity,24,43.0388949472919
2021,Quebec,Men+,15 to 24 years,First Nations (North American Indian),24,42.0849420849421
2021,Quebec,Men+,15 to 24 years,Métis,24,49.4638069705094
2021,Quebec,Men+,15 to 24 years,Inuk (Inuit),24,26.2975778546713
2021,Quebec,Men+,15 to 24 years,Non-Indigenous identity,24,62.7163477983262
2021,Quebec,Women+,15 to 24 years,Total,24,68.9830410372171
2021,Quebec,Women+,15 to 24 years,Indigenous identity,24,49.8235985887887
2021,Quebec,Women+,15 to 24 years,First Nations (North American Indian),24,49.221394719025
2021,Quebec,Women+,15 to 24 years,Métis,24,58.28125
2021,Quebec,Women+,15 to 24 years,Inuk (Inuit),24,27.7580071174377
2021,Quebec,Women+,15 to 24 years,Non-Indigenous identity,24,69.5652173913043
2021,Quebec,Total,25 to 64 years,Total,24,85.5046481866716
2021,Quebec,Total,25 to 64 years,Indigenous identity,24,70.1254385543327
2021,Quebec,Total,25 to 64 years,First Nations (North American Indian),24,69.0096659318297
2021,Quebec,Total,25 to 64 years,Métis,24,77.9339853300734
2021,Quebec,Total,25 to 64 years,Inuk (Inuit),24,40.0150715900528
2021,Quebec,Total,25 to 64 years,Non-Indigenous identity,24,85.8741321719573
2021,Quebec,Men+,25 to 64 years,Total,24,82.6862130788316
2021,Quebec,Men+,25 to 64 years,Indigenous identity,24,65.559423172551
2021,Quebec,Men+,25 to 64 years,First Nations (North American Indian),24,63.5637815278534
2021,Quebec,Men+,25 to 64 years,Métis,24,73.9312406576981
2021,Quebec,Men+,25 to 64 years,Inuk (Inuit),24,36.1873990306947
2021,Quebec,Men+,25 to 64 years,Non-Indigenous identity,24,83.0853192987658
2021,Quebec,Women+,25 to 64 years,Total,24,88.3015502535083
2021,Quebec,Women+,25 to 64 years,Indigenous identity,24,74.4047619047619
2021,Quebec,Women+,25 to 64 years,First Nations (North American Indian),24,73.7939818500239
2021,Quebec,Women+,25 to 64 years,Métis,24,82.1138211382114
2021,Quebec,Women+,25 to 64 years,Inuk (Inuit),24,43.361581920904
2021,Quebec,Women+,25 to 64 years,Non-Indigenous identity,24,88.6453362430738
2021,Quebec,Total,65 to 74 years,Total,24,77.1773384901877
2021,Quebec,Total,65 to 74 years,Indigenous identity,24,68.2490458015267
2021,Quebec,Total,65 to 74 years,First Nations (North American Indian),24,68.172312839816
2021,Quebec,Total,65 to 74 years,Métis,24,69.8630136986301
2021,Quebec,Total,65 to 74 years,Inuk (Inuit),24,35.2
2021,Quebec,Total,65 to 74 years,Non-Indigenous identity,24,77.3728924323618
2021,Quebec,Men+,65 to 74 years,Total,24,76.3182669219459
2021,Quebec,Men+,65 to 74 years,Indigenous identity,24,65.8772353794104
2021,Quebec,Men+,65 to 74 years,First Nations (North American Indian),24,63.9042357274402
2021,Quebec,Men+,65 to 74 years,Métis,24,70.3225806451613
2021,Quebec,Men+,65 to 74 years,Inuk (Inuit),24,33.3333333333333
2021,Quebec,Men+,65 to 74 years,Non-Indigenous identity,24,76.552969675996
2021,Quebec,Women+,65 to 74 years,Total,24,77.9817695432478
2021,Quebec,Women+,65 to 74 years,Indigenous identity,24,70.5743879472693
2021,Quebec,Women+,65 to 74 years,First Nations (North American Indian),24,71.7791411042945
2021,Quebec,Women+,65 to 74 years,Métis,24,69.2307692307692
2021,Quebec,Women+,65 to 74 years,Inuk (Inuit),24,37.0967741935484
2021,Quebec,Women+,65 to 74 years,Non-Indigenous identity,24,78.1410035827784
2021,Quebec,Total,75 years and over,Total,24,59.0624021328023
2021,Quebec,Total,75 years and over,Indigenous identity,24,50.7928880345987
2021,Quebec,Total,75 years and over,First Nations (North American Indian),24,50.7987220447284
2021,Quebec,Total,75 years and over,Métis,24,51.9672131147541
2021,Quebec,Total,75 years and over,Inuk (Inuit),24,22.2222222222222
2021,Quebec,Total,75 years and over,Non-Indigenous identity,24,59.2026067995655
2021,Quebec,Men+,75 years and over,Total,24,61.726262554313
2021,Quebec,Men+,75 years and over,Indigenous identity,24,52.020725388601
2021,Quebec,Men+,75 years and over,First Nations (North American Indian),24,50.6993006993007
2021,Quebec,Men+,75 years and over,Métis,24,55.2980132450331
2021,Quebec,Men+,75 years and over,Inuk (Inuit),24,19.047619047619
2021,Quebec,Men+,75 years and over,Non-Indigenous identity,24,61.894149408418
2021,Quebec,Women+,75 years and over,Total,24,56.8760511882998
2021,Quebec,Women+,75 years and over,Indigenous identity,24,49.7311827956989
2021,Quebec,Women+,75 years and over,First Nations (North American Indian),24,50.9544787077827
2021,Quebec,Women+,75 years and over,Métis,24,48.7012987012987
2021,Quebec,Women+,75 years and over,Inuk (Inuit),24,26.4705882352941
2021,Quebec,Women+,75 years and over,Non-Indigenous identity,24,56.9939635433703
2021,Ontario,Total,Total,Total,35,83.2814569353758
2021,Ontario,Total,Total,Indigenous identity,35,71.8707940780619
2021,Ontario,Total,Total,First Nations (North American Indian),35,68.2391676544185
2021,Ontario,Total,Total,Métis,35,77.7498973493316
2021,Ontario,Total,Total,Inuk (Inuit),35,72.0565149136578
2021,Ontario,Total,Total,Non-Indigenous identity,35,83.5956501454167
2021,Ontario,Men+,Total,Total,35,82.4220875716857
2021,Ontario,Men+,Total,Indigenous identity,35,68.7554541182788
2021,Ontario,Men+,Total,First Nations (North American Indian),35,65.0064501654608
2021,Ontario,Men+,Total,Métis,35,74.6450690805145
2021,Ontario,Men+,Total,Inuk (Inuit),35,72.7891156462585
2021,Ontario,Men+,Total,Non-Indigenous identity,35,82.786660673771
2021,Ontario,Women+,Total,Total,35,84.0959226905564
2021,Ontario,Women+,Total,Indigenous identity,35,74.652278177458
2021,Ontario,Women+,Total,First Nations (North American Indian),35,71.1029448279287
2021,Ontario,Women+,Total,Métis,35,80.6022408963586
2021,Ontario,Women+,Total,Inuk (Inuit),35,71.5542521994135
2021,Ontario,Women+,Total,Non-Indigenous identity,35,84.3636212189724
2021,Ontario,Total,15 to 24 years,Total,35,68.2054624089105
2021,Ontario,Total,15 to 24 years,Indigenous identity,35,55.3729456384324
2021,Ontario,Total,15 to 24 years,First Nations (North American Indian),35,52.1245059288538
2021,Ontario,Total,15 to 24 years,Métis,35,61.697247706422
2021,Ontario,Total,15 to 24 years,Inuk (Inuit),35,60.6451612903226
2021,Ontario,Total,15 to 24 years,Non-Indigenous identity,35,68.7054123758933
2021,Ontario,Men+,15 to 24 years,Total,35,67.2644919247838
2021,Ontario,Men+,15 to 24 years,Indigenous identity,35,53.5652987985645
2021,Ontario,Men+,15 to 24 years,First Nations (North American Indian),35,50.2298572465521
2021,Ontario,Men+,15 to 24 years,Métis,35,60.2739726027397
2021,Ontario,Men+,15 to 24 years,Inuk (Inuit),35,60.2739726027397
2021,Ontario,Men+,15 to 24 years,Non-Indigenous identity,35,67.7855217695879
2021,Ontario,Women+,15 to 24 years,Total,35,69.2163514128043
2021,Ontario,Women+,15 to 24 years,Indigenous identity,35,57.2343149807939
2021,Ontario,Women+,15 to 24 years,First Nations (North American Indian),35,54.0867810292634
2021,Ontario,Women+,15 to 24 years,Métis,35,63.1525076765609
2021,Ontario,Women+,15 to 24 years,Inuk (Inuit),35,60.9756097560976
2021,Ontario,Women+,15 to 24 years,Non-Indigenous identity,35,69.6950331041182
2021,Ontario,Total,25 to 64 years,Total,35,90.0133163692458
2021,Ontario,Total,25 to 64 years,Indigenous identity,35,79.3088686469903
2021,Ontario,Total,25 to 64 years,First Nations (North American Indian),35,75.4200348708195
2021,Ontario,Total,25 to 64 years,Métis,35,85.6831939060056
2021,Ontario,Total,25 to 64 years,Inuk (Inuit),35,77.6744186046512
2021,Ontario,Total,25 to 64 years,Non-Indigenous identity,35,90.3184797156654
2021,Ontario,Men+,25 to 64 years,Total,35,88.6782739816351
2021,Ontario,Men+,25 to 64 years,Indigenous identity,35,76.0028543758601
2021,Ontario,Men+,25 to 64 years,First Nations (North American Indian),35,71.8243819266837
2021,Ontario,Men+,25 to 64 years,Métis,35,82.5504322766571
2021,Ontario,Men+,25 to 64 years,Inuk (Inuit),35,78.391959798995
2021,Ontario,Men+,25 to 64 years,Non-Indigenous identity,35,89.0234119097056
2021,Ontario,Women+,25 to 64 years,Total,35,91.2853685538477
2021,Ontario,Women+,25 to 64 years,Indigenous identity,35,82.2036921430482
2021,Ontario,Women+,25 to 64 years,First Nations (North American Indian),35,78.5412810070344
2021,Ontario,Women+,25 to 64 years,Métis,35,88.4739214423696
2021,Ontario,Women+,25 to 64 years,Inuk (Inuit),35,76.9565217391304
2021,Ontario,Women+,25 to 64 years,Non-Indigenous identity,35,91.5553411082273
2021,Ontario,Total,65 to 74 years,Total,35,79.9000706571111
2021,Ontario,Total,65 to 74 years,Indigenous identity,35,66.2981516669546
2021,Ontario,Total,65 to 74 years,First Nations (North American Indian),35,63.9937106918239
2021,Ontario,Total,65 to 74 years,Métis,35,68.4417285028372
2021,Ontario,Total,65 to 74 years,Inuk (Inuit),35,74.2857142857143
2021,Ontario,Total,65 to 74 years,Non-Indigenous identity,35,80.1702010843456
2021,Ontario,Men+,65 to 74 years,Total,35,79.806084921431
2021,Ontario,Men+,65 to 74 years,Indigenous identity,35,63.3458646616541
2021,Ontario,Men+,65 to 74 years,First Nations (North American Indian),35,61.4946619217082
2021,Ontario,Men+,65 to 74 years,Métis,35,64.4901610017889
2021,Ontario,Men+,65 to 74 years,Inuk (Inuit),35,81.25
2021,Ontario,Men+,65 to 74 years,Non-Indigenous identity,35,80.1235525714741
2021,Ontario,Women+,65 to 74 years,Total,35,79.9844221843417
2021,Ontario,Women+,65 to 74 years,Indigenous identity,35,68.8178913738019
2021,Ontario,Women+,65 to 74 years,First Nations (North American Indian),35,65.9718309859155
2021,Ontario,Women+,65 to 74 years,Métis,35,72.1465076660988
2021,Ontario,Women+,65 to 74 years,Inuk (Inuit),35,65.0
2021,Ontario,Women+,65 to 74 years,Non-Indigenous identity,35,80.2119842086748
2021,Ontario,Total,75 years and over,Total,35,63.1811214278043
2021,Ontario,Total,75 years and over,Indigenous identity,35,44.9286250939143
2021,Ontario,Total,75 years and over,First Nations (North American Indian),35,42.6510989010989
2021,Ontario,Total,75 years and over,Métis,35,45.3453453453453
2021,Ontario,Total,75 years and over,Inuk (Inuit),35,33.3333333333333
2021,Ontario,Total,75 years and over,Non-Indigenous identity,35,63.4214378981522
2021,Ontario,Men+,75 years and over,Total,35,64.7324759689242
2021,Ontario,Men+,75 years and over,Indigenous identity,35,41.2669683257919
2021,Ontario,Men+,75 years and over,First Nations (North American Indian),35,40.0355871886121
2021,Ontario,Men+,75 years and over,Métis,35,41.7558886509636
2021,Ontario,Men+,75 years and over,Inuk (Inuit),35,0.0
2021,Ontario,Men+,75 years and over,Non-Indigenous identity,35,65.0201053029125
2021,Ontario,Women+,75 years and over,Total,35,61.9378440649348
2021,Ontario,Women+,75 years and over,Indigenous identity,35,47.524115755627
2021,Ontario,Women+,75 years and over,First Nations (North American Indian),35,44.3449048152296
2021,Ontario,Women+,75 years and over,Métis,35,48.4962406015038
2021,Ontario,Women+,75 years and over,Inuk (Inuit),35,44.4444444444444
2021,Ontario,Women+,75 years and over,Non-Indigenous identity,35,62.138233563366
2021,Manitoba,Total,Total,Total,46,79.1219848640886
2021,Manitoba,Total,Total,Indigenous identity,46,62.0006053268765
2021,Manitoba,Total,Total,First Nations (North American Indian),46,52.4661399548533
2021,Manitoba,Total,Total,Métis,46,73.4092937058137
2021,Manitoba,Total,Total,Inuk (Inuit),46,71.9626168224299
2021,Manitoba,Total,Total,Non-Indigenous identity,46,82.2885995454596
2021,Manitoba,Men+,Total,Total,46,77.10761516526
2021,Manitoba,Men+,Total,Indigenous identity,46,57.7008292713806
2021,Manitoba,Men+,Total,First Nations (North American Indian),46,47.0050517199904
2021,Manitoba,Men+,Total,Métis,46,70.0013952839403
2021,Manitoba,Men+,Total,Inuk (Inuit),46,68.1818181818182
2021,Manitoba,Men+,Total,Non-Indigenous identity,46,80.5645743145743
2021,Manitoba,Women+,Total,Total,46,81.086199979474
2021,Manitoba,Women+,Total,Indigenous identity,46,65.9417768499188
2021,Manitoba,Women+,Total,First Nations (North American Indian),46,57.2871266078452
2021,Manitoba,Women+,Total,Métis,46,76.6986356882345
2021,Manitoba,Women+,Total,Inuk (Inuit),46,75.8064516129032
2021,Manitoba,Women+,Total,Non-Indigenous identity,46,83.9899040439419
2021,Manitoba,Total,15 to 24 years,Total,46,63.8550295857988
2021,Manitoba,Total,15 to 24 years,Indigenous identity,46,46.1955183452352
2021,Manitoba,Total,15 to 24 years,First Nations (North American Indian),46,38.2075471698113
2021,Manitoba,Total,15 to 24 years,Métis,46,58.7926509186352
2021,Manitoba,Total,15 to 24 years,Inuk (Inuit),46,58.3333333333333
2021,Manitoba,Total,15 to 24 years,Non-Indigenous identity,46,69.4434708104529
2021,Manitoba,Men+,15 to 24 years,Total,46,63.2276330690827
2021,Manitoba,Men+,15 to 24 years,Indigenous identity,46,44.4766039556199
2021,Manitoba,Men+,15 to 24 years,First Nations (North American Indian),46,35.9140656668018
2021,Manitoba,Men+,15 to 24 years,Métis,46,57.3594440934934
2021,Manitoba,Men+,15 to 24 years,Inuk (Inuit),46,63.6363636363636
2021,Manitoba,Men+,15 to 24 years,Non-Indigenous identity,46,68.9752127266001
2021,Manitoba,Women+,15 to 24 years,Total,46,64.5455108742797
2021,Manitoba,Women+,15 to 24 years,Indigenous identity,46,47.975861201911
2021,Manitoba,Women+,15 to 24 years,First Nations (North American Indian),46,40.5809128630705
2021,Manitoba,Women+,15 to 24 years,Métis,46,60.2730375426621
2021,Manitoba,Women+,15 to 24 years,Inuk (Inuit),46,58.3333333333333
2021,Manitoba,Women+,15 to 24 years,Non-Indigenous identity,46,69.9555994079921
2021,Manitoba,Total,25 to 64 years,Total,46,86.1239168559779
2021,Manitoba,Total,25 to 64 years,Indigenous identity,46,69.7455624044121
2021,Manitoba,Total,25 to 64 years,First Nations (North American Indian),46,59.7018851380973
2021,Manitoba,Total,25 to 64 years,Métis,46,81.3253632897042
2021,Manitoba,Total,25 to 64 years,Inuk (Inuit),46,80.2631578947368
2021,Manitoba,Total,25 to 64 years,Non-Indigenous identity,46,89.2357411435264
2021,Manitoba,Men+,25 to 64 years,Total,46,83.717981232564
2021,Manitoba,Men+,25 to 64 years,Indigenous identity,46,64.5806642357347
2021,Manitoba,Men+,25 to 64 years,First Nations (North American Indian),46,53.0725190839695
2021,Manitoba,Men+,25 to 64 years,Métis,46,77.2208121827411
2021,Manitoba,Men+,25 to 64 years,Inuk (Inuit),46,75.8620689655172
2021,Manitoba,Men+,25 to 64 years,Non-Indigenous identity,46,87.131932846972
2021,Manitoba,Women+,25 to 64 years,Total,46,88.4903388735538
2021,Manitoba,Women+,25 to 64 years,Indigenous identity,46,74.3329542472225
2021,Manitoba,Women+,25 to 64 years,First Nations (North American Indian),46,65.3259811871554
2021,Manitoba,Women+,25 to 64 years,Métis,46,85.2090032154341
2021,Manitoba,Women+,25 to 64 years,Inuk (Inuit),46,83.3333333333333
2021,Manitoba,Women+,25 to 64 years,Non-Indigenous identity,46,91.3456957848863
2021,Manitoba,Total,65 to 74 years,Total,46,74.8346916807627
2021,Manitoba,Total,65 to 74 years,Indigenous identity,46,55.5649957519116
2021,Manitoba,Total,65 to 74 years,First Nations (North American Indian),46,47.1607314725698
2021,Manitoba,Total,65 to 74 years,Métis,46,62.3707239459029
2021,Manitoba,Total,65 to 74 years,Inuk (Inuit),46,0.0
2021,Manitoba,Total,65 to 74 years,Non-Indigenous identity,46,76.7552944160291
2021,Manitoba,Men+,65 to 74 years,Total,46,72.0821586790173
2021,Manitoba,Men+,65 to 74 years,Indigenous identity,46,51.5769944341373
2021,Manitoba,Men+,65 to 74 years,First Nations (North American Indian),46,42.5675675675676
2021,Manitoba,Men+,65 to 74 years,Métis,46,58.4158415841584
2021,Manitoba,Men+,65 to 74 years,Inuk (Inuit),46,0.0
2021,Manitoba,Men+,65 to 74 years,Non-Indigenous identity,46,74.0384615384615
2021,Manitoba,Women+,65 to 74 years,Total,46,77.3422562141491
2021,Manitoba,Women+,65 to 74 years,Indigenous identity,46,58.8557993730408
2021,Manitoba,Women+,65 to 74 years,First Nations (North American Indian),46,50.5882352941176
2021,Manitoba,Women+,65 to 74 years,Métis,46,66.0522273425499
2021,Manitoba,Women+,65 to 74 years,Inuk (Inuit),46,
2021,Manitoba,Women+,65 to 74 years,Non-Indigenous identity,46,79.2566141860088
2021,Manitoba,Total,75 years and over,Total,46,60.0765001195314
2021,Manitoba,Total,75 years and over,Indigenous identity,46,38.1338742393509
2021,Manitoba,Total,75 years and over,First Nations (North American Indian),46,33.75
2021,Manitoba,Total,75 years and over,Métis,46,40.8199643493761
2021,Manitoba,Total,75 years and over,Inuk (Inuit),46,0.0
2021,Manitoba,Total,75 years and over,Non-Indigenous identity,46,61.4544299777707
2021,Manitoba,Men+,75 years and over,Total,46,58.7638625912902
2021,Manitoba,Men+,75 years and over,Indigenous identity,46,38.0281690140845
2021,Manitoba,Men+,75 years and over,First Nations (North American Indian),46,31.9018404907975
2021,Manitoba,Men+,75 years and over,Métis,46,41.7670682730924
2021,Manitoba,Men+,75 years and over,Inuk (Inuit),46,0.0
2021,Manitoba,Men+,75 years and over,Non-Indigenous identity,46,60.037308078634
2021,Manitoba,Women+,75 years and over,Total,46,61.1051617048619
2021,Manitoba,Women+,75 years and over,Indigenous identity,46,38.2142857142857
2021,Manitoba,Women+,75 years and over,First Nations (North American Indian),46,34.7457627118644
2021,Manitoba,Women+,75 years and over,Métis,46,40.1929260450161
2021,Manitoba,Women+,75 years and over,Inuk (Inuit),46,
2021,Manitoba,Women+,75 years and over,Non-Indigenous identity,46,62.5726330181155
2021,Saskatchewan,Total,Total,Total,47,79.9113009198423
2021,Saskatchewan,Total,Total,Indigenous identity,47,62.8867580263209
2021,Saskatchewan,Total,Total,First Nations (North American Indian),47,56.6308019517077
2021,Saskatchewan,Total,Total,Métis,47,73.4236186348862
2021,Saskatchewan,Total,Total,Inuk (Inuit),47,70.5882352941177
2021,Saskatchewan,Total,Total,Non-Indigenous identity,47,82.8194942736069
2021,Saskatchewan,Men+,Total,Total,47,76.8301203853247
2021,Saskatchewan,Men+,Total,Indigenous identity,47,56.9198243616848
2021,Saskatchewan,Men+,Total,First Nations (North American Indian),47,49.6751955455389
2021,Saskatchewan,Men+,Total,Métis,47,68.8943161634103
2021,Saskatchewan,Men+,Total,Inuk (Inuit),47,63.3333333333333
2021,Saskatchewan,Men+,Total,Non-Indigenous identity,47,80.0946603559763
2021,Saskatchewan,Women+,Total,Total,47,82.9264193436341
2021,Saskatchewan,Women+,Total,Indigenous identity,47,68.3405140395186
2021,Saskatchewan,Women+,Total,First Nations (North American Indian),47,62.8493604926575
2021,Saskatchewan,Women+,Total,Métis,47,77.7190012695726
2021,Saskatchewan,Women+,Total,Inuk (Inuit),47,76.3157894736842
2021,Saskatchewan,Women+,Total,Non-Indigenous identity,47,85.5159855911964
2021,Saskatchewan,Total,15 to 24 years,Total,47,60.5079700041452
2021,Saskatchewan,Total,15 to 24 years,Indigenous identity,47,45.2103710603944
2021,Saskatchewan,Total,15 to 24 years,First Nations (North American Indian),47,40.2819505431015
2021,Saskatchewan,Total,15 to 24 years,Métis,47,55.6455696202532
2021,Saskatchewan,Total,15 to 24 years,Inuk (Inuit),47,57.1428571428571
2021,Saskatchewan,Total,15 to 24 years,Non-Indigenous identity,47,65.4110270700637
2021,Saskatchewan,Men+,15 to 24 years,Total,47,58.5663187093948
2021,Saskatchewan,Men+,15 to 24 years,Indigenous identity,47,41.477621091355
2021,Saskatchewan,Men+,15 to 24 years,First Nations (North American Indian),47,35.6717102246676
2021,Saskatchewan,Men+,15 to 24 years,Métis,47,53.6706349206349
2021,Saskatchewan,Men+,15 to 24 years,Inuk (Inuit),47,27.2727272727273
2021,Saskatchewan,Men+,15 to 24 years,Non-Indigenous identity,47,63.9168343393696
2021,Saskatchewan,Women+,15 to 24 years,Total,47,62.5720517214519
2021,Saskatchewan,Women+,15 to 24 years,Indigenous identity,47,49.0405787983643
2021,Saskatchewan,Women+,15 to 24 years,First Nations (North American Indian),47,44.988344988345
2021,Saskatchewan,Women+,15 to 24 years,Métis,47,57.6446280991736
2021,Saskatchewan,Women+,15 to 24 years,Inuk (Inuit),47,80.0
2021,Saskatchewan,Women+,15 to 24 years,Non-Indigenous identity,47,67.0221577966453
2021,Saskatchewan,Total,25 to 64 years,Total,47,87.5594539502131
2021,Saskatchewan,Total,25 to 64 years,Indigenous identity,47,71.214445886935
2021,Saskatchewan,Total,25 to 64 years,First Nations (North American Indian),47,64.717722610946
2021,Saskatchewan,Total,25 to 64 years,Métis,47,81.9361115615372
2021,Saskatchewan,Total,25 to 64 years,Inuk (Inuit),47,79.5454545454545
2021,Saskatchewan,Total,25 to 64 years,Non-Indigenous identity,47,90.4334021602665
2021,Saskatchewan,Men+,25 to 64 years,Total,47,84.3871059459075
2021,Saskatchewan,Men+,25 to 64 years,Indigenous identity,47,64.6467186321348
2021,Saskatchewan,Men+,25 to 64 years,First Nations (North American Indian),47,57.0482301800869
2021,Saskatchewan,Men+,25 to 64 years,Métis,47,76.8737339635381
2021,Saskatchewan,Men+,25 to 64 years,Inuk (Inuit),47,80.0
2021,Saskatchewan,Men+,25 to 64 years,Non-Indigenous identity,47,87.634775770369
2021,Saskatchewan,Women+,25 to 64 years,Total,47,90.6904590790373
2021,Saskatchewan,Women+,25 to 64 years,Indigenous identity,47,77.0265762259535
2021,Saskatchewan,Women+,25 to 64 years,First Nations (North American Indian),47,71.3316672616923
2021,Saskatchewan,Women+,25 to 64 years,Métis,47,86.6104868913858
2021,Saskatchewan,Women+,25 to 64 years,Inuk (Inuit),47,76.9230769230769
2021,Saskatchewan,Women+,25 to 64 years,Non-Indigenous identity,47,93.2473207782749
2021,Saskatchewan,Total,65 to 74 years,Total,47,77.9495013029023
2021,Saskatchewan,Total,65 to 74 years,Indigenous identity,47,56.036036036036
2021,Saskatchewan,Total,65 to 74 years,First Nations (North American Indian),47,48.3069977426637
2021,Saskatchewan,Total,65 to 74 years,Métis,47,64.4113667117727
2021,Saskatchewan,Total,65 to 74 years,Inuk (Inuit),47,100.0
2021,Saskatchewan,Total,65 to 74 years,Non-Indigenous identity,47,79.7212645073569
2021,Saskatchewan,Men+,65 to 74 years,Total,47,73.5736562098698
2021,Saskatchewan,Men+,65 to 74 years,Indigenous identity,47,50.0
2021,Saskatchewan,Men+,65 to 74 years,First Nations (North American Indian),47,41.9847328244275
2021,Saskatchewan,Men+,65 to 74 years,Métis,47,58.3769633507853
2021,Saskatchewan,Men+,65 to 74 years,Inuk (Inuit),47,
2021,Saskatchewan,Men+,65 to 74 years,Non-Indigenous identity,47,75.4052985369711
2021,Saskatchewan,Women+,65 to 74 years,Total,47,82.148833113166
2021,Saskatchewan,Women+,65 to 74 years,Indigenous identity,47,61.3895216400911
2021,Saskatchewan,Women+,65 to 74 years,First Nations (North American Indian),47,53.5496957403651
2021,Saskatchewan,Women+,65 to 74 years,Métis,47,71.1484593837535
2021,Saskatchewan,Women+,65 to 74 years,Inuk (Inuit),47,100.0
2021,Saskatchewan,Women+,65 to 74 years,Non-Indigenous identity,47,83.8789729884509
2021,Saskatchewan,Total,75 years and over,Total,47,58.5700429541361
2021,Saskatchewan,Total,75 years and over,Indigenous identity,47,40.5940594059406
2021,Saskatchewan,Total,75 years and over,First Nations (North American Indian),47,37.9411764705882
2021,Saskatchewan,Total,75 years and over,Métis,47,42.6934097421203
2021,Saskatchewan,Total,75 years and over,Inuk (Inuit),47,
2021,Saskatchewan,Total,75 years and over,Non-Indigenous identity,47,59.5031689371312
2021,Saskatchewan,Men+,75 years and over,Total,47,55.119825708061
2021,Saskatchewan,Men+,75 years and over,Indigenous identity,47,37.8378378378378
2021,Saskatchewan,Men+,75 years and over,First Nations (North American Indian),47,35.036496350365
2021,Saskatchewan,Men+,75 years and over,Métis,47,40.7894736842105
2021,Saskatchewan,Men+,75 years and over,Inuk (Inuit),47,
2021,Saskatchewan,Men+,75 years and over,Non-Indigenous identity,47,55.9380097879282
2021,Saskatchewan,Women+,75 years and over,Total,47,61.3463219682778
2021,Saskatchewan,Women+,75 years and over,Indigenous identity,47,42.3357664233577
2021,Saskatchewan,Women+,75 years and over,First Nations (North American Indian),47,39.6039603960396
2021,Saskatchewan,Women+,75 years and over,Métis,47,44.4444444444444
2021,Saskatchewan,Women+,75 years and over,Inuk (Inuit),47,
2021,Saskatchewan,Women+,75 years and over,Non-Indigenous identity,47,62.3667237067263
2021,Alberta,Total,Total,Total,48,82.3513726117622
2021,Alberta,Total,Total,Indigenous identity,48,66.2039171904958
2021,Alberta,Total,Total,First Nations (North American Indian),48,59.5274352802476
2021,Alberta,Total,Total,Métis,48,72.9606151927673
2021,Alberta,Total,Total,Inuk (Inuit),48,70.6896551724138
2021,Alberta,Total,Total,Non-Indigenous identity,48,83.4011757244147
2021,Alberta,Men+,Total,Total,48,80.74027884274
2021,Alberta,Men+,Total,Indigenous identity,48,62.0559218933701
2021,Alberta,Men+,Total,First Nations (North American Indian),48,55.3591849464601
2021,Alberta,Men+,Total,Métis,48,68.7071871262368
2021,Alberta,Men+,Total,Inuk (Inuit),48,66.1458333333333
2021,Alberta,Men+,Total,Non-Indigenous identity,48,81.8984883194079
2021,Alberta,Women+,Total,Total,48,83.9402097953539
2021,Alberta,Women+,Total,Indigenous identity,48,69.9551776720115
2021,Alberta,Women+,Total,First Nations (North American Indian),48,63.2647360089394
2021,Alberta,Women+,Total,Métis,48,76.8511146496815
2021,Alberta,Women+,Total,Inuk (Inuit),48,74.7663551401869
2021,Alberta,Women+,Total,Non-Indigenous identity,48,84.8912995657011
2021,Alberta,Total,15 to 24 years,Total,48,64.3201836819701
2021,Alberta,Total,15 to 24 years,Indigenous identity,48,51.8187487008938
2021,Alberta,Total,15 to 24 years,First Nations (North American Indian),48,45.7931034482759
2021,Alberta,Total,15 to 24 years,Métis,48,59.0658682634731
2021,Alberta,Total,15 to 24 years,Inuk (Inuit),48,52.5773195876289
2021,Alberta,Total,15 to 24 years,Non-Indigenous identity,48,65.6757761037733
2021,Alberta,Men+,15 to 24 years,Total,48,62.7092368374576
2021,Alberta,Men+,15 to 24 years,Indigenous identity,48,49.3095044679123
2021,Alberta,Men+,15 to 24 years,First Nations (North American Indian),48,44.1724941724942
2021,Alberta,Men+,15 to 24 years,Métis,48,55.5504375863657
2021,Alberta,Men+,15 to 24 years,Inuk (Inuit),48,45.2380952380952
2021,Alberta,Men+,15 to 24 years,Non-Indigenous identity,48,64.1425002715325
2021,Alberta,Women+,15 to 24 years,Total,48,66.050175889453
2021,Alberta,Women+,15 to 24 years,Indigenous identity,48,54.4487015751384
2021,Alberta,Women+,15 to 24 years,First Nations (North American Indian),48,47.4630443467839
2021,Alberta,Women+,15 to 24 years,Métis,48,62.8243512974052
2021,Alberta,Women+,15 to 24 years,Inuk (Inuit),48,58.4905660377358
2021,Alberta,Women+,15 to 24 years,Non-Indigenous identity,48,67.3259456679291
2021,Alberta,Total,25 to 64 years,Total,48,88.0565581670594
2021,Alberta,Total,25 to 64 years,Indigenous identity,48,72.4099423631124
2021,Alberta,Total,25 to 64 years,First Nations (North American Indian),48,65.4735763431416
