Year,Geography,Geographic location,Selected census metropolitan areas,Tenure,Select housing-vulnerable populations,GeoCode,Value
2021,Newfoundland and Labrador,Census agglomerations,,Renter in social and affordable housing,,,23.0
2021,Prince Edward Island,Census agglomerations,,"Total, tenure",,,6.7
2021,Prince Edward Island,Census agglomerations,,Owner,,,2.4
2021,Prince Edward Island,Census agglomerations,,Owner who is a first-time homebuyer,,,4.4
2021,Prince Edward Island,Census agglomerations,,Owner who is not a first-time homebuyer,,,1.9
2021,Prince Edward Island,Census agglomerations,,Renter,,,14.2
2021,Prince Edward Island,Census agglomerations,,Renter not in social and affordable housing,,,12.2
2021,Prince Edward Island,Census agglomerations,,Renter in social and affordable housing,,,25.0
2021,Nova Scotia,Census agglomerations,,"Total, tenure",,,9.7
2021,Nova Scotia,Census agglomerations,,Owner,,,6.5
2021,Nova Scotia,Census agglomerations,,Owner who is a first-time homebuyer,,,17.9
2021,Nova Scotia,Census agglomerations,,Owner who is not a first-time homebuyer,,,5.7
2021,Nova Scotia,Census agglomerations,,Renter,,,17.8
2021,Nova Scotia,Census agglomerations,,Renter not in social and affordable housing,,,14.6
2021,Nova Scotia,Census agglomerations,,Renter in social and affordable housing,,,30.0
2021,New Brunswick,Census agglomerations,,"Total, tenure",,,3.2
2021,New Brunswick,Census agglomerations,,Owner,,,1.6
2021,New Brunswick,Census agglomerations,,Owner who is a first-time homebuyer,,,
2021,New Brunswick,Census agglomerations,,Owner who is not a first-time homebuyer,,,1.7
2021,New Brunswick,Census agglomerations,,Renter,,,7.9
2021,New Brunswick,Census agglomerations,,Renter not in social and affordable housing,,,6.0
2021,New Brunswick,Census agglomerations,,Renter in social and affordable housing,,,17.0
2021,Quebec,Census agglomerations,,"Total, tenure",,,4.6
2021,Quebec,Census agglomerations,,Owner,,,
2021,Quebec,Census agglomerations,,Owner who is a first-time homebuyer,,,
2021,Quebec,Census agglomerations,,Owner who is not a first-time homebuyer,,,
2021,Quebec,Census agglomerations,,Renter,,,12.1
2021,Quebec,Census agglomerations,,Renter not in social and affordable housing,,,12.7
2021,Quebec,Census agglomerations,,Renter in social and affordable housing,,,7.0
2021,Ontario,Census agglomerations,,"Total, tenure",,,9.5
2021,Ontario,Census agglomerations,,Owner,,,3.5
2021,Ontario,Census agglomerations,,Owner who is a first-time homebuyer,,,
2021,Ontario,Census agglomerations,,Owner who is not a first-time homebuyer,,,3.6
2021,Ontario,Census agglomerations,,Renter,,,24.0
2021,Ontario,Census agglomerations,,Renter not in social and affordable housing,,,23.0
2021,Ontario,Census agglomerations,,Renter in social and affordable housing,,,29.0
2021,Manitoba,Census agglomerations,,"Total, tenure",,,6.9
2021,Manitoba,Census agglomerations,,Owner,,,2.7
2021,Manitoba,Census agglomerations,,Owner who is a first-time homebuyer,,,
2021,Manitoba,Census agglomerations,,Owner who is not a first-time homebuyer,,,2.9
2021,Manitoba,Census agglomerations,,Renter,,,15.2
2021,Manitoba,Census agglomerations,,Renter not in social and affordable housing,,,10.5
2021,Manitoba,Census agglomerations,,Renter in social and affordable housing,,,34.0
2021,Saskatchewan,Census agglomerations,,"Total, tenure",,,5.4
2021,Saskatchewan,Census agglomerations,,Owner,,,2.0
2021,Saskatchewan,Census agglomerations,,Owner who is a first-time homebuyer,,,
2021,Saskatchewan,Census agglomerations,,Owner who is not a first-time homebuyer,,,2.0
2021,Saskatchewan,Census agglomerations,,Renter,,,13.8
2021,Saskatchewan,Census agglomerations,,Renter not in social and affordable housing,,,9.9
2021,Saskatchewan,Census agglomerations,,Renter in social and affordable housing,,,25.0
2021,Alberta,Census agglomerations,,"Total, tenure",,,6.3
2021,Alberta,Census agglomerations,,Owner,,,2.2
2021,Alberta,Census agglomerations,,Owner who is a first-time homebuyer,,,
2021,Alberta,Census agglomerations,,Owner who is not a first-time homebuyer,,,1.8
2021,Alberta,Census agglomerations,,Renter,,,18.7
2021,Alberta,Census agglomerations,,Renter not in social and affordable housing,,,16.0
2021,Alberta,Census agglomerations,,Renter in social and affordable housing,,,37.0
2021,British Columbia,Census agglomerations,,"Total, tenure",,,8.5
2021,British Columbia,Census agglomerations,,Owner,,,5.0
2021,British Columbia,Census agglomerations,,Owner who is a first-time homebuyer,,,2.3
2021,British Columbia,Census agglomerations,,Owner who is not a first-time homebuyer,,,5.3
2021,British Columbia,Census agglomerations,,Renter,,,19.0
2021,British Columbia,Census agglomerations,,Renter not in social and affordable housing,,,16.7
2021,British Columbia,Census agglomerations,,Renter in social and affordable housing,,,35.0
2021,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,8.4
2021,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Owner,,,5.8
2021,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,5.3
2021,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,5.9
2021,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Renter,,,18.2
2021,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,17.2
2021,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,24.0
2021,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,8.1
2021,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Owner,,,5.5
2021,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,
2021,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,5.9
2021,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Renter,,,22.0
2021,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,19.6
2021,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,31.0
2021,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,8.0
2021,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Owner,,,6.3
2021,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,
2021,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,6.7
2021,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Renter,,,15.3
2021,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,17.9
2021,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,9.2
2021,Nova Scotia,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,8.9
2021,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Owner,,,6.6
2021,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,9.1
2021,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,6.3
2021,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Renter,,,18.1
2021,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,17.3
2021,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,22.0
2021,New Brunswick,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,7.5
2021,New Brunswick,Outside census metropolitan areas and census agglomerations,,Owner,,,6.6
2021,New Brunswick,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,11.3
2021,New Brunswick,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,6.2
2021,New Brunswick,Outside census metropolitan areas and census agglomerations,,Renter,,,11.3
2021,New Brunswick,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,10.4
2021,New Brunswick,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,15.9
2021,Quebec,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,5.2
2021,Quebec,Outside census metropolitan areas and census agglomerations,,Owner,,,3.6
2021,Quebec,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,
2021,Quebec,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,4.1
2021,Quebec,Outside census metropolitan areas and census agglomerations,,Renter,,,10.2
2021,Quebec,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,10.3
2021,Quebec,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,9.7
2021,Ontario,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,8.4
2021,Ontario,Outside census metropolitan areas and census agglomerations,,Owner,,,4.3
2021,Ontario,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,5.3
2021,Ontario,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,4.2
2021,Ontario,Outside census metropolitan areas and census agglomerations,,Renter,,,27.0
2021,Ontario,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,26.0
2021,Ontario,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,28.0
2021,Manitoba,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,8.0
2021,Manitoba,Outside census metropolitan areas and census agglomerations,,Owner,,,5.2
2021,Manitoba,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,5.0
2021,Manitoba,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,5.3
2021,Manitoba,Outside census metropolitan areas and census agglomerations,,Renter,,,18.9
2021,Manitoba,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,14.9
2021,Manitoba,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,30.0
2021,Saskatchewan,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,14.4
2021,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Owner,,,11.7
2021,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,7.0
2021,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,12.1
2021,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Renter,,,28.0
2021,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,23.0
2021,Saskatchewan,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,37.0
2021,Alberta,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,11.5
2021,Alberta,Outside census metropolitan areas and census agglomerations,,Owner,,,7.9
2021,Alberta,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,12.3
2021,Alberta,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,7.5
2021,Alberta,Outside census metropolitan areas and census agglomerations,,Renter,,,24.0
2021,Alberta,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,24.0
2021,Alberta,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,21.0
2021,British Columbia,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,12.0
2021,British Columbia,Outside census metropolitan areas and census agglomerations,,Owner,,,10.2
2021,British Columbia,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,15.1
2021,British Columbia,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,9.7
2021,British Columbia,Outside census metropolitan areas and census agglomerations,,Renter,,,18.7
2021,British Columbia,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,16.2
2021,British Columbia,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,40.0
2021,Canada (provinces only),Large urban population centres,,"Total, tenure",,,11.2
2021,Canada (provinces only),Large urban population centres,,Owner,,,5.7
2021,Canada (provinces only),Large urban population centres,,Owner who is a first-time homebuyer,,,4.5
2021,Canada (provinces only),Large urban population centres,,Owner who is not a first-time homebuyer,,,5.9
2021,Canada (provinces only),Large urban population centres,,Renter,,,20.0
2021,Canada (provinces only),Large urban population centres,,Renter not in social and affordable housing,,,19.2
2021,Canada (provinces only),Large urban population centres,,Renter in social and affordable housing,,,28.0
2021,Canada (provinces only),Medium population centres,,"Total, tenure",,,7.9
2021,Canada (provinces only),Medium population centres,,Owner,,,2.3
2021,Canada (provinces only),Medium population centres,,Owner who is a first-time homebuyer,,,1.8
2021,Canada (provinces only),Medium population centres,,Owner who is not a first-time homebuyer,,,2.4
2021,Canada (provinces only),Medium population centres,,Renter,,,19.2
2021,Canada (provinces only),Medium population centres,,Renter not in social and affordable housing,,,18.4
2021,Canada (provinces only),Medium population centres,,Renter in social and affordable housing,,,24.0
2021,Canada (provinces only),Small population centres,,"Total, tenure",,,8.1
2021,Canada (provinces only),Small population centres,,Owner,,,3.9
2021,Canada (provinces only),Small population centres,,Owner who is a first-time homebuyer,,,4.2
2021,Canada (provinces only),Small population centres,,Owner who is not a first-time homebuyer,,,3.8
2021,Canada (provinces only),Small population centres,,Renter,,,17.8
2021,Canada (provinces only),Small population centres,,Renter not in social and affordable housing,,,16.9
2021,Canada (provinces only),Small population centres,,Renter in social and affordable housing,,,23.0
2021,Canada (provinces only),Rural areas,,"Total, tenure",,,7.1
2021,Canada (provinces only),Rural areas,,Owner,,,5.5
2021,Canada (provinces only),Rural areas,,Owner who is a first-time homebuyer,,,4.0
2021,Canada (provinces only),Rural areas,,Owner who is not a first-time homebuyer,,,5.6
2021,Canada (provinces only),Rural areas,,Renter,,,18.6
2021,Canada (provinces only),Rural areas,,Renter not in social and affordable housing,,,17.3
2021,Canada (provinces only),Rural areas,,Renter in social and affordable housing,,,28.0
2022,Canada (provinces only),Total,,Owner,,,6.1
2022,Canada (provinces only),Total,,Owner who is a first-time homebuyer,,,3.5
2022,Canada (provinces only),Total,,Owner who is not a first-time homebuyer,,,6.4
2022,Canada (provinces only),Total,,Renter,,,22.0
2022,Canada (provinces only),Total,,Renter not in social and affordable housing,,,21.0
2022,Canada (provinces only),Total,,Renter in social and affordable housing,,,31.0
2022,Newfoundland and Labrador,Total,,"Total, tenure",,10,9.4
2022,Newfoundland and Labrador,Total,,Owner,,10,4.1
2022,Newfoundland and Labrador,Total,,Owner who is a first-time homebuyer,,10,0.7
2022,Newfoundland and Labrador,Total,,Owner who is not a first-time homebuyer,,10,4.5
2022,Newfoundland and Labrador,Total,,Renter,,10,25.0
2022,Newfoundland and Labrador,Total,,Renter not in social and affordable housing,,10,25.0
2022,Newfoundland and Labrador,Total,,Renter in social and affordable housing,,10,29.0
2022,Newfoundland and Labrador,Large urban population centres,,"Total, tenure",,,10.0
2022,Newfoundland and Labrador,Large urban population centres,,Owner,,,3.6
2022,Newfoundland and Labrador,Large urban population centres,,Owner who is a first-time homebuyer,,,
2022,Newfoundland and Labrador,Large urban population centres,,Owner who is not a first-time homebuyer,,,4.4
2022,Newfoundland and Labrador,Large urban population centres,,Renter,,,23.0
2022,Newfoundland and Labrador,Large urban population centres,,Renter not in social and affordable housing,,,21.0
2022,Newfoundland and Labrador,Large urban population centres,,Renter in social and affordable housing,,,33.0
2022,Newfoundland and Labrador,Small population centres,,"Total, tenure",,,10.1
2022,Newfoundland and Labrador,Small population centres,,Owner,,,2.8
2022,Newfoundland and Labrador,Small population centres,,Owner who is a first-time homebuyer,,,
2022,Newfoundland and Labrador,Small population centres,,Owner who is not a first-time homebuyer,,,2.9
2022,Newfoundland and Labrador,Small population centres,,Renter,,,29.0
2022,Newfoundland and Labrador,Small population centres,,Renter not in social and affordable housing,,,29.0
2022,Newfoundland and Labrador,Small population centres,,Renter in social and affordable housing,,,26.0
2022,Newfoundland and Labrador,Rural areas,,"Total, tenure",,,7.6
2022,Newfoundland and Labrador,Rural areas,,Owner,,,5.9
2022,Newfoundland and Labrador,Rural areas,,Owner who is a first-time homebuyer,,,
2022,Newfoundland and Labrador,Rural areas,,Owner who is not a first-time homebuyer,,,6.4
2022,Newfoundland and Labrador,Rural areas,,Renter,,,24.0
2022,Newfoundland and Labrador,Rural areas,,Renter not in social and affordable housing,,,24.0
2022,Newfoundland and Labrador,Rural areas,,Renter in social and affordable housing,,,23.0
2022,Prince Edward Island,Total,,"Total, tenure",,11,6.5
2022,Prince Edward Island,Total,,Owner,,11,3.6
2022,Prince Edward Island,Total,,Owner who is a first-time homebuyer,,11,
2022,Prince Edward Island,Total,,Owner who is not a first-time homebuyer,,11,3.7
2022,Prince Edward Island,Total,,Renter,,11,11.7
2022,Prince Edward Island,Total,,Renter not in social and affordable housing,,11,10.4
2022,Prince Edward Island,Total,,Renter in social and affordable housing,,11,16.7
2022,Prince Edward Island,Medium population centres,,"Total, tenure",,,6.0
2022,Prince Edward Island,Medium population centres,,Owner,,,1.8
2022,Prince Edward Island,Medium population centres,,Owner who is a first-time homebuyer,,,
2022,Prince Edward Island,Medium population centres,,Owner who is not a first-time homebuyer,,,2.2
2022,Prince Edward Island,Medium population centres,,Renter,,,9.6
2022,Prince Edward Island,Medium population centres,,Renter not in social and affordable housing,,,8.7
2022,Prince Edward Island,Medium population centres,,Renter in social and affordable housing,,,13.8
2022,Prince Edward Island,Small population centres,,"Total, tenure",,,8.9
2022,Prince Edward Island,Small population centres,,Owner,,,2.2
2022,Prince Edward Island,Small population centres,,Owner who is a first-time homebuyer,,,
2022,Prince Edward Island,Small population centres,,Owner who is not a first-time homebuyer,,,2.5
2022,Prince Edward Island,Small population centres,,Renter,,,14.6
2022,Prince Edward Island,Small population centres,,Renter not in social and affordable housing,,,11.5
2022,Prince Edward Island,Small population centres,,Renter in social and affordable housing,,,24.0
2022,Prince Edward Island,Rural areas,,"Total, tenure",,,6.1
2022,Prince Edward Island,Rural areas,,Owner,,,4.7
2022,Prince Edward Island,Rural areas,,Owner who is a first-time homebuyer,,,
2022,Prince Edward Island,Rural areas,,Owner who is not a first-time homebuyer,,,4.5
2022,Prince Edward Island,Rural areas,,Renter,,,15.5
2022,Prince Edward Island,Rural areas,,Renter not in social and affordable housing,,,16.1
2022,Prince Edward Island,Rural areas,,Renter in social and affordable housing,,,14.2
2022,Nova Scotia,Total,,"Total, tenure",,12,12.9
2022,Nova Scotia,Total,,Owner,,12,7.2
2022,Nova Scotia,Total,,Owner who is a first-time homebuyer,,12,6.3
2022,Nova Scotia,Total,,Owner who is not a first-time homebuyer,,12,7.3
2022,Nova Scotia,Total,,Renter,,12,25.0
2022,Nova Scotia,Total,,Renter not in social and affordable housing,,12,22.0
2022,Nova Scotia,Total,,Renter in social and affordable housing,,12,45.0
2022,Nova Scotia,Large urban population centres,,"Total, tenure",,,15.0
2022,Nova Scotia,Large urban population centres,,Owner,,,7.3
2022,Nova Scotia,Large urban population centres,,Owner who is a first-time homebuyer,,,
2022,Nova Scotia,Large urban population centres,,Owner who is not a first-time homebuyer,,,8.1
2022,Nova Scotia,Large urban population centres,,Renter,,,23.0
2022,Nova Scotia,Large urban population centres,,Renter not in social and affordable housing,,,20.0
2022,Nova Scotia,Large urban population centres,,Renter in social and affordable housing,,,60.0
2022,Nova Scotia,Medium population centres,,"Total, tenure",,,12.4
2022,Nova Scotia,Medium population centres,,Owner,,,4.2
2022,Nova Scotia,Medium population centres,,Owner who is a first-time homebuyer,,,
2022,Nova Scotia,Medium population centres,,Owner who is not a first-time homebuyer,,,4.6
2022,Nova Scotia,Medium population centres,,Renter,,,24.0
2022,Nova Scotia,Medium population centres,,Renter not in social and affordable housing,,,18.4
2022,Nova Scotia,Medium population centres,,Renter in social and affordable housing,,,41.0
2022,Nova Scotia,Small population centres,,"Total, tenure",,,14.1
2022,Nova Scotia,Small population centres,,Owner,,,4.7
2022,Nova Scotia,Small population centres,,Owner who is a first-time homebuyer,,,
2022,Nova Scotia,Small population centres,,Owner who is not a first-time homebuyer,,,4.1
2022,Nova Scotia,Small population centres,,Renter,,,27.0
2022,Nova Scotia,Small population centres,,Renter not in social and affordable housing,,,25.0
2022,Nova Scotia,Small population centres,,Renter in social and affordable housing,,,35.0
2022,Nova Scotia,Rural areas,,"Total, tenure",,,10.3
2022,Nova Scotia,Rural areas,,Owner,,,8.2
2022,Nova Scotia,Rural areas,,Owner who is a first-time homebuyer,,,7.5
2022,Nova Scotia,Rural areas,,Owner who is not a first-time homebuyer,,,8.2
2022,Nova Scotia,Rural areas,,Renter,,,29.0
2022,Nova Scotia,Rural areas,,Renter not in social and affordable housing,,,27.0
2022,Nova Scotia,Rural areas,,Renter in social and affordable housing,,,38.0
2022,New Brunswick,Total,,"Total, tenure",,13,9.2
2022,New Brunswick,Total,,Owner,,13,5.5
2022,New Brunswick,Total,,Owner who is a first-time homebuyer,,13,6.4
2022,New Brunswick,Total,,Owner who is not a first-time homebuyer,,13,5.3
2022,New Brunswick,Total,,Renter,,13,18.8
2022,New Brunswick,Total,,Renter not in social and affordable housing,,13,17.6
2022,New Brunswick,Total,,Renter in social and affordable housing,,13,26.0
2022,New Brunswick,Large urban population centres,,"Total, tenure",,,10.8
2022,New Brunswick,Large urban population centres,,Owner,,,4.5
2022,New Brunswick,Large urban population centres,,Owner who is a first-time homebuyer,,,5.9
2022,New Brunswick,Large urban population centres,,Owner who is not a first-time homebuyer,,,4.2
2022,New Brunswick,Large urban population centres,,Renter,,,19.1
2022,New Brunswick,Large urban population centres,,Renter not in social and affordable housing,,,18.1
2022,New Brunswick,Large urban population centres,,Renter in social and affordable housing,,,26.0
2022,New Brunswick,Medium population centres,,"Total, tenure",,,8.0
2022,New Brunswick,Medium population centres,,Owner,,,0.9
2022,New Brunswick,Medium population centres,,Owner who is a first-time homebuyer,,,
2022,New Brunswick,Medium population centres,,Owner who is not a first-time homebuyer,,,
2022,New Brunswick,Medium population centres,,Renter,,,15.8
2022,New Brunswick,Medium population centres,,Renter not in social and affordable housing,,,13.2
2022,New Brunswick,Medium population centres,,Renter in social and affordable housing,,,34.0
2022,New Brunswick,Small population centres,,"Total, tenure",,,9.7
2022,New Brunswick,Small population centres,,Owner,,,5.8
2022,New Brunswick,Small population centres,,Owner who is a first-time homebuyer,,,
2022,New Brunswick,Small population centres,,Owner who is not a first-time homebuyer,,,6.7
2022,New Brunswick,Small population centres,,Renter,,,16.8
2022,New Brunswick,Small population centres,,Renter not in social and affordable housing,,,16.2
2022,New Brunswick,Small population centres,,Renter in social and affordable housing,,,20.0
2022,New Brunswick,Rural areas,,"Total, tenure",,,9.0
2022,New Brunswick,Rural areas,,Owner,,,6.8
2022,New Brunswick,Rural areas,,Owner who is a first-time homebuyer,,,10.5
2022,New Brunswick,Rural areas,,Owner who is not a first-time homebuyer,,,6.2
2022,New Brunswick,Rural areas,,Renter,,,27.0
2022,New Brunswick,Rural areas,,Renter not in social and affordable housing,,,28.0
2022,New Brunswick,Rural areas,,Renter in social and affordable housing,,,23.0
2022,Quebec,Total,,"Total, tenure",,24,5.5
2022,Quebec,Total,,Owner,,24,2.9
2022,Quebec,Total,,Owner who is a first-time homebuyer,,24,2.1
2022,Quebec,Total,,Owner who is not a first-time homebuyer,,24,3.0
2022,Quebec,Total,,Renter,,24,9.4
2022,Quebec,Total,,Renter not in social and affordable housing,,24,8.5
2022,Quebec,Total,,Renter in social and affordable housing,,24,17.6
2022,Quebec,Large urban population centres,,"Total, tenure",,,6.3
2022,Quebec,Large urban population centres,,Owner,,,4.1
2022,Quebec,Large urban population centres,,Owner who is a first-time homebuyer,,,2.3
2022,Quebec,Large urban population centres,,Owner who is not a first-time homebuyer,,,4.4
2022,Quebec,Large urban population centres,,Renter,,,8.8
2022,Quebec,Large urban population centres,,Renter not in social and affordable housing,,,7.5
2022,Quebec,Large urban population centres,,Renter in social and affordable housing,,,21.0
2022,Quebec,Medium population centres,,"Total, tenure",,,4.1
2022,Quebec,Medium population centres,,Owner,,,
2022,Quebec,Medium population centres,,Owner who is a first-time homebuyer,,,
2022,Quebec,Medium population centres,,Owner who is not a first-time homebuyer,,,
2022,Quebec,Medium population centres,,Renter,,,9.0
2022,Quebec,Medium population centres,,Renter not in social and affordable housing,,,9.3
2022,Quebec,Medium population centres,,Renter in social and affordable housing,,,4.9
2022,Quebec,Small population centres,,"Total, tenure",,,5.1
2022,Quebec,Small population centres,,Owner,,,1.4
2022,Quebec,Small population centres,,Owner who is a first-time homebuyer,,,
2022,Quebec,Small population centres,,Owner who is not a first-time homebuyer,,,1.4
2022,Quebec,Small population centres,,Renter,,,11.2
2022,Quebec,Small population centres,,Renter not in social and affordable housing,,,11.2
2022,Quebec,Small population centres,,Renter in social and affordable housing,,,11.1
2022,Quebec,Rural areas,,"Total, tenure",,,3.8
2022,Quebec,Rural areas,,Owner,,,2.1
2022,Quebec,Rural areas,,Owner who is a first-time homebuyer,,,
2022,Quebec,Rural areas,,Owner who is not a first-time homebuyer,,,2.0
2022,Quebec,Rural areas,,Renter,,,13.0
2022,Quebec,Rural areas,,Renter not in social and affordable housing,,,13.4
2022,Quebec,Rural areas,,Renter in social and affordable housing,,,6.3
2022,Ontario,Total,,"Total, tenure",,35,14.5
2022,Ontario,Total,,Owner,,35,6.9
2022,Ontario,Total,,Owner who is a first-time homebuyer,,35,3.4
2022,Ontario,Total,,Owner who is not a first-time homebuyer,,35,7.4
2022,Ontario,Total,,Renter,,35,29.0
2022,Ontario,Total,,Renter not in social and affordable housing,,35,29.0
2022,Ontario,Total,,Renter in social and affordable housing,,35,31.0
2022,Ontario,Large urban population centres,,"Total, tenure",,,16.0
2022,Ontario,Large urban population centres,,Owner,,,7.7
2022,Ontario,Large urban population centres,,Owner who is a first-time homebuyer,,,2.6
2022,Ontario,Large urban population centres,,Owner who is not a first-time homebuyer,,,8.6
2022,Ontario,Large urban population centres,,Renter,,,29.0
2022,Ontario,Large urban population centres,,Renter not in social and affordable housing,,,29.0
2022,Ontario,Large urban population centres,,Renter in social and affordable housing,,,33.0
2022,Ontario,Medium population centres,,"Total, tenure",,,16.4
2022,Ontario,Medium population centres,,Owner,,,7.5
2022,Ontario,Medium population centres,,Owner who is a first-time homebuyer,,,
2022,Ontario,Medium population centres,,Owner who is not a first-time homebuyer,,,8.3
2022,Ontario,Medium population centres,,Renter,,,33.0
2022,Ontario,Medium population centres,,Renter not in social and affordable housing,,,34.0
2022,Ontario,Medium population centres,,Renter in social and affordable housing,,,30.0
2022,Ontario,Small population centres,,"Total, tenure",,,10.8
2022,Ontario,Small population centres,,Owner,,,3.2
2022,Ontario,Small population centres,,Owner who is a first-time homebuyer,,,
2022,Ontario,Small population centres,,Owner who is not a first-time homebuyer,,,3.6
2022,Ontario,Small population centres,,Renter,,,28.0
2022,Ontario,Small population centres,,Renter not in social and affordable housing,,,29.0
2022,Ontario,Small population centres,,Renter in social and affordable housing,,,25.0
2022,Ontario,Rural areas,,"Total, tenure",,,7.0
2022,Ontario,Rural areas,,Owner,,,5.6
2022,Ontario,Rural areas,,Owner who is a first-time homebuyer,,,20.0
2022,Ontario,Rural areas,,Owner who is not a first-time homebuyer,,,4.8
2022,Ontario,Rural areas,,Renter,,,20.0
2022,Ontario,Rural areas,,Renter not in social and affordable housing,,,21.0
2022,Ontario,Rural areas,,Renter in social and affordable housing,,,14.5
2022,Manitoba,Total,,"Total, tenure",,46,12.0
2022,Manitoba,Total,,Owner,,46,6.1
2022,Manitoba,Total,,Owner who is a first-time homebuyer,,46,3.1
2022,Manitoba,Total,,Owner who is not a first-time homebuyer,,46,6.6
2022,Manitoba,Total,,Renter,,46,24.0
2022,Manitoba,Total,,Renter not in social and affordable housing,,46,22.0
2022,Manitoba,Total,,Renter in social and affordable housing,,46,36.0
2022,Manitoba,Large urban population centres,,"Total, tenure",,,12.6
2022,Manitoba,Large urban population centres,,Owner,,,4.8
2022,Manitoba,Large urban population centres,,Owner who is a first-time homebuyer,,,
2022,Manitoba,Large urban population centres,,Owner who is not a first-time homebuyer,,,5.6
2022,Manitoba,Large urban population centres,,Renter,,,26.0
