Year,data.Geography,data.Population characteristics,data.Educational attainment level,data.Age group,data.Sex,GeoCode,Value
2012,data.New Brunswick,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,13,12.0
2012,data.Quebec,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,24,19.0
2012,data.Quebec,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,24,6.0
2012,data.Ontario,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,35,29.0
2012,data.Ontario,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,35,14.0
2012,data.Manitoba,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,46,21.0
2012,data.Manitoba,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,46,10.0
2012,data.Saskatchewan,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,47,18.0
2012,data.Saskatchewan,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,47,11.0
2012,data.Alberta,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,48,23.0
2012,data.Alberta,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,48,11.0
2012,data.British Columbia,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,59,21.0
2012,data.British Columbia,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,59,11.0
2012,data.Yukon,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,60,33.0
2012,data.Yukon,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,60,11.0
2012,data.Northwest Territories,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,61,29.0
2012,data.Northwest Territories,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,61,6.0
2012,data.Nunavut,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,62,12.0
2012,data.Nunavut,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,62,3.0
2013,data.Canada,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,,24.0
2013,data.Canada,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,,11.0
2013,data.Newfoundland and Labrador,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,10,26.0
2013,data.Newfoundland and Labrador,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,10,11.0
2013,data.Prince Edward Island,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,11,23.0
2013,data.Prince Edward Island,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,11,24.0
2013,data.Nova Scotia,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,12,30.0
2013,data.Nova Scotia,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,12,13.0
2013,data.New Brunswick,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,13,21.0
2013,data.New Brunswick,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,13,15.0
2013,data.Quebec,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,24,18.0
2013,data.Quebec,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,24,8.0
2013,data.Ontario,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,35,30.0
2013,data.Ontario,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,35,13.0
2013,data.Manitoba,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,46,21.0
2013,data.Manitoba,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,46,11.0
2013,data.Saskatchewan,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,47,18.0
2013,data.Saskatchewan,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,47,12.0
2013,data.Alberta,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,48,26.0
2013,data.Alberta,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,48,9.0
2013,data.British Columbia,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,59,22.0
2013,data.British Columbia,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,59,12.0
2013,data.Yukon,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,60,29.0
2013,data.Yukon,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,60,7.0
2013,data.Northwest Territories,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,61,28.0
2013,data.Northwest Territories,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,61,6.0
2013,data.Nunavut,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,62,11.0
2013,data.Nunavut,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,62,2.0
2014,data.Canada,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,,24.0
2014,data.Canada,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,,12.0
2014,data.Newfoundland and Labrador,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,10,28.0
2014,data.Newfoundland and Labrador,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,10,14.0
2014,data.Prince Edward Island,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,11,27.0
2014,data.Prince Edward Island,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,11,
2014,data.Nova Scotia,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,12,30.0
2014,data.Nova Scotia,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,12,13.0
2014,data.New Brunswick,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,13,27.0
2014,data.New Brunswick,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,13,13.0
2014,data.Quebec,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,24,18.0
2014,data.Quebec,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,24,12.0
2014,data.Ontario,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,35,31.0
2014,data.Ontario,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,35,13.0
2014,data.Manitoba,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,46,22.0
2014,data.Manitoba,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,46,11.0
2014,data.Saskatchewan,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,47,17.0
2014,data.Saskatchewan,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,47,12.0
2014,data.Alberta,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,48,23.0
2014,data.Alberta,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,48,12.0
2014,data.British Columbia,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,59,24.0
2014,data.British Columbia,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,59,11.0
2014,data.Yukon,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,60,26.0
2014,data.Yukon,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,60,9.0
2014,data.Northwest Territories,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,61,19.0
2014,data.Northwest Territories,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,61,7.0
2014,data.Nunavut,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,62,13.0
2014,data.Nunavut,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,62,
2015,data.Canada,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,,24.0
2015,data.Canada,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,,12.0
2015,data.Newfoundland and Labrador,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,10,28.0
2015,data.Newfoundland and Labrador,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,10,11.0
2015,data.Prince Edward Island,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,11,31.0
2015,data.Prince Edward Island,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,11,
2015,data.Nova Scotia,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,12,28.0
2015,data.Nova Scotia,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,12,21.0
2015,data.New Brunswick,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,13,26.0
2015,data.New Brunswick,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,13,19.0
2015,data.Quebec,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,24,18.0
2015,data.Quebec,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,24,8.0
2015,data.Ontario,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,35,30.0
2015,data.Ontario,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,35,11.0
2015,data.Manitoba,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,46,24.0
2015,data.Manitoba,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,46,12.0
2015,data.Saskatchewan,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,47,17.0
2015,data.Saskatchewan,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,47,12.0
2015,data.Alberta,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,48,24.0
2015,data.Alberta,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,48,12.0
2015,data.British Columbia,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,59,24.0
2015,data.British Columbia,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,59,11.0
2015,data.Yukon,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,60,23.0
2015,data.Yukon,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,60,9.0
2015,data.Northwest Territories,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,61,20.0
2015,data.Northwest Territories,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,61,7.0
2015,data.Nunavut,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,62,14.0
2015,data.Nunavut,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,62,3.0
2016,data.Canada,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,,26.0
2016,data.Canada,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,,12.0
2016,data.Newfoundland and Labrador,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,10,29.0
2016,data.Newfoundland and Labrador,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,10,14.0
2016,data.Prince Edward Island,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,11,25.0
2016,data.Prince Edward Island,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,11,18.0
2016,data.Nova Scotia,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,12,28.0
2016,data.Nova Scotia,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,12,14.0
2016,data.New Brunswick,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,13,29.0
2016,data.New Brunswick,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,13,10.0
2016,data.Quebec,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,24,22.0
2016,data.Quebec,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,24,12.0
2016,data.Ontario,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,35,34.0
2016,data.Ontario,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,35,11.0
2016,data.Manitoba,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,46,23.0
2016,data.Manitoba,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,46,13.0
2016,data.Saskatchewan,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,47,18.0
2016,data.Saskatchewan,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,47,14.0
2016,data.Alberta,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,48,24.0
2016,data.Alberta,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,48,10.0
2016,data.British Columbia,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,59,25.0
2016,data.British Columbia,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,59,12.0
2016,data.Yukon,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,60,20.0
2016,data.Yukon,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,60,10.0
2016,data.Northwest Territories,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,61,23.0
2016,data.Northwest Territories,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,61,6.0
2016,data.Nunavut,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,62,17.0
2016,data.Nunavut,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,62,4.0
2017,data.Canada,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,,26.0
2017,data.Canada,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,,12.0
2017,data.Newfoundland and Labrador,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,10,37.0
2017,data.Newfoundland and Labrador,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,10,13.0
2017,data.Prince Edward Island,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,11,44.0
2017,data.Prince Edward Island,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,11,20.0
2017,data.Nova Scotia,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,12,29.0
2017,data.Nova Scotia,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,12,15.0
2017,data.New Brunswick,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,13,36.0
2017,data.New Brunswick,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,13,8.0
2017,data.Quebec,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,24,20.0
2017,data.Quebec,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,24,10.0
2017,data.Ontario,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,35,32.0
2017,data.Ontario,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,35,13.0
2017,data.Manitoba,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,46,23.0
2017,data.Manitoba,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,46,12.0
2017,data.Saskatchewan,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,47,18.0
2017,data.Saskatchewan,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,47,12.0
2017,data.Alberta,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,48,24.0
2017,data.Alberta,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,48,12.0
2017,data.British Columbia,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,59,26.0
2017,data.British Columbia,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,59,11.0
2017,data.Yukon,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,60,19.0
2017,data.Yukon,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,60,17.0
2017,data.Northwest Territories,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,61,20.0
2017,data.Northwest Territories,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,61,6.0
2017,data.Nunavut,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,62,19.0
2017,data.Nunavut,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,62,4.0
2018,data.Canada,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,,27.0
2018,data.Canada,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,,12.0
2018,data.Newfoundland and Labrador,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,10,35.0
2018,data.Newfoundland and Labrador,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,10,13.0
2018,data.Prince Edward Island,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,11,28.0
2018,data.Prince Edward Island,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,11,
2018,data.Nova Scotia,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,12,23.0
2018,data.Nova Scotia,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,12,15.0
2018,data.New Brunswick,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,13,37.0
2018,data.New Brunswick,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,13,9.0
2018,data.Quebec,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,24,20.0
2018,data.Quebec,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,24,16.0
2018,data.Ontario,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,35,36.0
2018,data.Ontario,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,35,12.0
2018,data.Manitoba,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,46,25.0
2018,data.Manitoba,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,46,13.0
2018,data.Saskatchewan,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,47,17.0
2018,data.Saskatchewan,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,47,12.0
2018,data.Alberta,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,48,24.0
2018,data.Alberta,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,48,11.0
2018,data.British Columbia,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,59,25.0
2018,data.British Columbia,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,59,12.0
2018,data.Yukon,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,60,22.0
2018,data.Yukon,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,60,14.0
2018,data.Northwest Territories,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,61,20.0
2018,data.Northwest Territories,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,61,5.0
2018,data.Nunavut,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,62,17.0
2018,data.Nunavut,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,62,4.0
2019,data.Canada,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,,26.0
2019,data.Canada,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,,13.0
2019,data.Newfoundland and Labrador,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,10,36.0
2019,data.Newfoundland and Labrador,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,10,13.0
2019,data.Prince Edward Island,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,11,34.0
2019,data.Prince Edward Island,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,11,25.0
2019,data.Nova Scotia,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,12,24.0
2019,data.Nova Scotia,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,12,21.0
2019,data.New Brunswick,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,13,33.0
2019,data.New Brunswick,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,13,13.0
2019,data.Quebec,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,24,20.0
2019,data.Quebec,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,24,13.0
2019,data.Ontario,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,35,33.0
2019,data.Ontario,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,35,15.0
2019,data.Manitoba,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,46,25.0
2019,data.Manitoba,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,46,12.0
2019,data.Saskatchewan,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,47,18.0
2019,data.Saskatchewan,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,47,14.0
2019,data.Alberta,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,48,23.0
2019,data.Alberta,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,48,12.0
2019,data.British Columbia,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,59,24.0
2019,data.British Columbia,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,59,11.0
2019,data.Yukon,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,60,22.0
2019,data.Yukon,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,60,11.0
2019,data.Northwest Territories,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,61,22.0
2019,data.Northwest Territories,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,61,5.0
2019,data.Nunavut,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,62,19.0
2019,data.Nunavut,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,62,4.0
2020,data.Canada,data.Off-reserve Indigenous population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,,27.0
2020,data.Canada,data.Off-reserve Indigenous population,data.University,"data.Total, 25 to 64 years",data.Both sexes,,14.0
