Year,data.Geography,data.Sex,data.Age group,Value
2018,data.Saskatchewan,data.Females,data.25 years and over,23.16
2019,data.Saskatchewan,data.Females,data.25 years and over,21.79
2020,data.Saskatchewan,data.Females,data.25 years and over,22.37
2015,data.Saskatchewan,data.Females,data.25 to 44 years,22.97
2016,data.Saskatchewan,data.Females,data.25 to 44 years,22.57
2017,data.Saskatchewan,data.Females,data.25 to 44 years,28.29
2018,data.Saskatchewan,data.Females,data.25 to 44 years,27.62
2019,data.Saskatchewan,data.Females,data.25 to 44 years,26.01
2020,data.Saskatchewan,data.Females,data.25 to 44 years,26.21
2015,data.Saskatchewan,data.Females,data.45 years and over,
2016,data.Saskatchewan,data.Females,data.45 years and over,17.15
2017,data.Saskatchewan,data.Females,data.45 years and over,19.17
2018,data.Saskatchewan,data.Females,data.45 years and over,19.25
2019,data.Saskatchewan,data.Females,data.45 years and over,18.28
2020,data.Saskatchewan,data.Females,data.45 years and over,
2015,data.Saskatchewan,data.Females,data.25 to 54 years,22.88
2016,data.Saskatchewan,data.Females,data.25 to 54 years,24.14
2017,data.Saskatchewan,data.Females,data.25 to 54 years,27.76
2018,data.Saskatchewan,data.Females,data.25 to 54 years,28.43
2019,data.Saskatchewan,data.Females,data.25 to 54 years,26.28
2020,data.Saskatchewan,data.Females,data.25 to 54 years,26.03
2015,data.Saskatchewan,data.Females,data.55 years and over,
2016,data.Saskatchewan,data.Females,data.55 years and over,
2017,data.Saskatchewan,data.Females,data.55 years and over,
2018,data.Saskatchewan,data.Females,data.55 years and over,
2019,data.Saskatchewan,data.Females,data.55 years and over,
2020,data.Saskatchewan,data.Females,data.55 years and over,
2015,data.Saskatchewan,data.Females,data.55 to 64 years,
2016,data.Saskatchewan,data.Females,data.55 to 64 years,
2017,data.Saskatchewan,data.Females,data.55 to 64 years,
2018,data.Saskatchewan,data.Females,data.55 to 64 years,
2019,data.Saskatchewan,data.Females,data.55 to 64 years,
2020,data.Saskatchewan,data.Females,data.55 to 64 years,
2015,data.Saskatchewan,data.Females,data.65 years and over,
2016,data.Saskatchewan,data.Females,data.65 years and over,
2017,data.Saskatchewan,data.Females,data.65 years and over,
2018,data.Saskatchewan,data.Females,data.65 years and over,
2019,data.Saskatchewan,data.Females,data.65 years and over,
2020,data.Saskatchewan,data.Females,data.65 years and over,
2015,data.Alberta,data.Both sexes,data.15 years and over,20.19
2016,data.Alberta,data.Both sexes,data.15 years and over,26.72
2017,data.Alberta,data.Both sexes,data.15 years and over,26.2
2018,data.Alberta,data.Both sexes,data.15 years and over,24.86
2019,data.Alberta,data.Both sexes,data.15 years and over,23.11
2020,data.Alberta,data.Both sexes,data.15 years and over,27.97
2015,data.Alberta,data.Both sexes,data.15 to 24 years,17.87
2016,data.Alberta,data.Both sexes,data.15 to 24 years,19.58
2017,data.Alberta,data.Both sexes,data.15 to 24 years,21.61
2018,data.Alberta,data.Both sexes,data.15 to 24 years,22.75
2019,data.Alberta,data.Both sexes,data.15 to 24 years,20.37
2020,data.Alberta,data.Both sexes,data.15 to 24 years,23.04
2015,data.Alberta,data.Both sexes,data.25 years and over,21.3
2016,data.Alberta,data.Both sexes,data.25 years and over,29.82
2017,data.Alberta,data.Both sexes,data.25 years and over,28.31
2018,data.Alberta,data.Both sexes,data.25 years and over,25.81
2019,data.Alberta,data.Both sexes,data.25 years and over,24.31
2020,data.Alberta,data.Both sexes,data.25 years and over,29.95
2015,data.Alberta,data.Both sexes,data.25 to 44 years,24.52
2016,data.Alberta,data.Both sexes,data.25 to 44 years,32.71
2017,data.Alberta,data.Both sexes,data.25 to 44 years,31.37
2018,data.Alberta,data.Both sexes,data.25 to 44 years,29.02
2019,data.Alberta,data.Both sexes,data.25 to 44 years,26.61
2020,data.Alberta,data.Both sexes,data.25 to 44 years,32.49
2015,data.Alberta,data.Both sexes,data.45 years and over,18.64
2016,data.Alberta,data.Both sexes,data.45 years and over,27.4
2017,data.Alberta,data.Both sexes,data.45 years and over,25.57
2018,data.Alberta,data.Both sexes,data.45 years and over,22.87
2019,data.Alberta,data.Both sexes,data.45 years and over,22.42
2020,data.Alberta,data.Both sexes,data.45 years and over,27.38
2015,data.Alberta,data.Both sexes,data.25 to 54 years,25.27
2016,data.Alberta,data.Both sexes,data.25 to 54 years,33.95
2017,data.Alberta,data.Both sexes,data.25 to 54 years,32.55
2018,data.Alberta,data.Both sexes,data.25 to 54 years,30.57
2019,data.Alberta,data.Both sexes,data.25 to 54 years,27.5
2020,data.Alberta,data.Both sexes,data.25 to 54 years,32.95
2015,data.Alberta,data.Both sexes,data.55 years and over,
2016,data.Alberta,data.Both sexes,data.55 years and over,21.93
2017,data.Alberta,data.Both sexes,data.55 years and over,20.04
2018,data.Alberta,data.Both sexes,data.55 years and over,16.6
2019,data.Alberta,data.Both sexes,data.55 years and over,18.4
2020,data.Alberta,data.Both sexes,data.55 years and over,
2015,data.Alberta,data.Both sexes,data.55 to 64 years,
2016,data.Alberta,data.Both sexes,data.55 to 64 years,
2017,data.Alberta,data.Both sexes,data.55 to 64 years,26.26
2018,data.Alberta,data.Both sexes,data.55 to 64 years,
2019,data.Alberta,data.Both sexes,data.55 to 64 years,24.03
2020,data.Alberta,data.Both sexes,data.55 to 64 years,
2015,data.Alberta,data.Both sexes,data.65 years and over,
2016,data.Alberta,data.Both sexes,data.65 years and over,
2017,data.Alberta,data.Both sexes,data.65 years and over,
2018,data.Alberta,data.Both sexes,data.65 years and over,
2019,data.Alberta,data.Both sexes,data.65 years and over,
2020,data.Alberta,data.Both sexes,data.65 years and over,
2015,data.Alberta,data.Males,data.15 years and over,24.6
2016,data.Alberta,data.Males,data.15 years and over,33.6
2017,data.Alberta,data.Males,data.15 years and over,30.59
2018,data.Alberta,data.Males,data.15 years and over,29.46
2019,data.Alberta,data.Males,data.15 years and over,28.21
2020,data.Alberta,data.Males,data.15 years and over,32.13
2015,data.Alberta,data.Males,data.15 to 24 years,
2016,data.Alberta,data.Males,data.15 to 24 years,21.61
2017,data.Alberta,data.Males,data.15 to 24 years,
2018,data.Alberta,data.Males,data.15 to 24 years,
2019,data.Alberta,data.Males,data.15 to 24 years,21.78
2020,data.Alberta,data.Males,data.15 to 24 years,22.05
2015,data.Alberta,data.Males,data.25 years and over,
2016,data.Alberta,data.Males,data.25 years and over,41.8
2017,data.Alberta,data.Males,data.25 years and over,36.99
2018,data.Alberta,data.Males,data.25 years and over,33.25
2019,data.Alberta,data.Males,data.25 years and over,32.5
2020,data.Alberta,data.Males,data.25 years and over,37.66
2015,data.Alberta,data.Males,data.25 to 44 years,
2016,data.Alberta,data.Males,data.25 to 44 years,
2017,data.Alberta,data.Males,data.25 to 44 years,
2018,data.Alberta,data.Males,data.25 to 44 years,
2019,data.Alberta,data.Males,data.25 to 44 years,
2020,data.Alberta,data.Males,data.25 to 44 years,45.71
2015,data.Alberta,data.Males,data.45 years and over,
2016,data.Alberta,data.Males,data.45 years and over,
2017,data.Alberta,data.Males,data.45 years and over,
2018,data.Alberta,data.Males,data.45 years and over,
2019,data.Alberta,data.Males,data.45 years and over,
2020,data.Alberta,data.Males,data.45 years and over,
2015,data.Alberta,data.Males,data.25 to 54 years,
2016,data.Alberta,data.Males,data.25 to 54 years,55.56
2017,data.Alberta,data.Males,data.25 to 54 years,
2018,data.Alberta,data.Males,data.25 to 54 years,45.5
2019,data.Alberta,data.Males,data.25 to 54 years,
2020,data.Alberta,data.Males,data.25 to 54 years,47.03
2015,data.Alberta,data.Males,data.55 years and over,
2016,data.Alberta,data.Males,data.55 years and over,
2017,data.Alberta,data.Males,data.55 years and over,
2018,data.Alberta,data.Males,data.55 years and over,
2019,data.Alberta,data.Males,data.55 years and over,
2020,data.Alberta,data.Males,data.55 years and over,
2015,data.Alberta,data.Males,data.55 to 64 years,
2016,data.Alberta,data.Males,data.55 to 64 years,
2017,data.Alberta,data.Males,data.55 to 64 years,
2018,data.Alberta,data.Males,data.55 to 64 years,
2019,data.Alberta,data.Males,data.55 to 64 years,
2020,data.Alberta,data.Males,data.55 to 64 years,
2015,data.Alberta,data.Males,data.65 years and over,
2016,data.Alberta,data.Males,data.65 years and over,
2017,data.Alberta,data.Males,data.65 years and over,
2018,data.Alberta,data.Males,data.65 years and over,
2019,data.Alberta,data.Males,data.65 years and over,
2020,data.Alberta,data.Males,data.65 years and over,
2015,data.Alberta,data.Females,data.15 years and over,18.23
2016,data.Alberta,data.Females,data.15 years and over,23.33
2017,data.Alberta,data.Females,data.15 years and over,24.21
2018,data.Alberta,data.Females,data.15 years and over,22.67
2019,data.Alberta,data.Females,data.15 years and over,20.71
2020,data.Alberta,data.Females,data.15 years and over,25.89
2015,data.Alberta,data.Females,data.15 to 24 years,16.57
2016,data.Alberta,data.Females,data.15 to 24 years,18.0
2017,data.Alberta,data.Females,data.15 to 24 years,21.87
2018,data.Alberta,data.Females,data.15 to 24 years,22.19
2019,data.Alberta,data.Females,data.15 to 24 years,19.09
2020,data.Alberta,data.Females,data.15 to 24 years,23.87
2015,data.Alberta,data.Females,data.25 years and over,18.84
2016,data.Alberta,data.Females,data.25 years and over,25.15
2017,data.Alberta,data.Females,data.25 years and over,25.06
2018,data.Alberta,data.Females,data.25 years and over,22.85
2019,data.Alberta,data.Females,data.25 years and over,21.23
2020,data.Alberta,data.Females,data.25 years and over,26.58
2015,data.Alberta,data.Females,data.25 to 44 years,20.93
2016,data.Alberta,data.Females,data.25 to 44 years,27.0
2017,data.Alberta,data.Females,data.25 to 44 years,26.47
2018,data.Alberta,data.Females,data.25 to 44 years,24.81
2019,data.Alberta,data.Females,data.25 to 44 years,22.56
2020,data.Alberta,data.Females,data.25 to 44 years,27.91
2015,data.Alberta,data.Females,data.45 years and over,
2016,data.Alberta,data.Females,data.45 years and over,23.38
2017,data.Alberta,data.Females,data.45 years and over,23.7
2018,data.Alberta,data.Females,data.45 years and over,20.74
2019,data.Alberta,data.Females,data.45 years and over,19.87
2020,data.Alberta,data.Females,data.45 years and over,25.17
2015,data.Alberta,data.Females,data.25 to 54 years,21.37
2016,data.Alberta,data.Females,data.25 to 54 years,27.72
2017,data.Alberta,data.Females,data.25 to 54 years,27.31
2018,data.Alberta,data.Females,data.25 to 54 years,26.22
2019,data.Alberta,data.Females,data.25 to 54 years,23.81
2020,data.Alberta,data.Females,data.25 to 54 years,28.17
2015,data.Alberta,data.Females,data.55 years and over,
2016,data.Alberta,data.Females,data.55 years and over,
2017,data.Alberta,data.Females,data.55 years and over,
2018,data.Alberta,data.Females,data.55 years and over,
2019,data.Alberta,data.Females,data.55 years and over,
2020,data.Alberta,data.Females,data.55 years and over,
2015,data.Alberta,data.Females,data.55 to 64 years,
2016,data.Alberta,data.Females,data.55 to 64 years,
2017,data.Alberta,data.Females,data.55 to 64 years,
2018,data.Alberta,data.Females,data.55 to 64 years,
2019,data.Alberta,data.Females,data.55 to 64 years,
2020,data.Alberta,data.Females,data.55 to 64 years,
2015,data.Alberta,data.Females,data.65 years and over,
2016,data.Alberta,data.Females,data.65 years and over,
2017,data.Alberta,data.Females,data.65 years and over,
2018,data.Alberta,data.Females,data.65 years and over,
2019,data.Alberta,data.Females,data.65 years and over,
2020,data.Alberta,data.Females,data.65 years and over,
2015,data.British Columbia,data.Both sexes,data.15 years and over,24.24
2016,data.British Columbia,data.Both sexes,data.15 years and over,21.66
2017,data.British Columbia,data.Both sexes,data.15 years and over,20.9
2018,data.British Columbia,data.Both sexes,data.15 years and over,17.56
2019,data.British Columbia,data.Both sexes,data.15 years and over,16.28
2020,data.British Columbia,data.Both sexes,data.15 years and over,21.16
2015,data.British Columbia,data.Both sexes,data.15 to 24 years,20.7
2016,data.British Columbia,data.Both sexes,data.15 to 24 years,16.98
2017,data.British Columbia,data.Both sexes,data.15 to 24 years,17.49
2018,data.British Columbia,data.Both sexes,data.15 to 24 years,12.38
2019,data.British Columbia,data.Both sexes,data.15 to 24 years,12.63
2020,data.British Columbia,data.Both sexes,data.15 to 24 years,17.22
2015,data.British Columbia,data.Both sexes,data.25 years and over,25.85
2016,data.British Columbia,data.Both sexes,data.25 years and over,23.65
2017,data.British Columbia,data.Both sexes,data.25 years and over,22.49
2018,data.British Columbia,data.Both sexes,data.25 years and over,19.92
2019,data.British Columbia,data.Both sexes,data.25 years and over,17.85
2020,data.British Columbia,data.Both sexes,data.25 years and over,22.72
2015,data.British Columbia,data.Both sexes,data.25 to 44 years,28.78
2016,data.British Columbia,data.Both sexes,data.25 to 44 years,26.14
2017,data.British Columbia,data.Both sexes,data.25 to 44 years,27.2
2018,data.British Columbia,data.Both sexes,data.25 to 44 years,24.15
2019,data.British Columbia,data.Both sexes,data.25 to 44 years,20.24
2020,data.British Columbia,data.Both sexes,data.25 to 44 years,25.4
2015,data.British Columbia,data.Both sexes,data.45 years and over,23.78
2016,data.British Columbia,data.Both sexes,data.45 years and over,21.89
2017,data.British Columbia,data.Both sexes,data.45 years and over,19.25
2018,data.British Columbia,data.Both sexes,data.45 years and over,16.89
2019,data.British Columbia,data.Both sexes,data.45 years and over,16.11
2020,data.British Columbia,data.Both sexes,data.45 years and over,21.09
2015,data.British Columbia,data.Both sexes,data.25 to 54 years,30.71
2016,data.British Columbia,data.Both sexes,data.25 to 54 years,27.67
2017,data.British Columbia,data.Both sexes,data.25 to 54 years,27.11
2018,data.British Columbia,data.Both sexes,data.25 to 54 years,24.0
2019,data.British Columbia,data.Both sexes,data.25 to 54 years,21.4
2020,data.British Columbia,data.Both sexes,data.25 to 54 years,26.81
2015,data.British Columbia,data.Both sexes,data.55 years and over,16.03
2016,data.British Columbia,data.Both sexes,data.55 years and over,16.53
2017,data.British Columbia,data.Both sexes,data.55 years and over,14.94
2018,data.British Columbia,data.Both sexes,data.55 years and over,13.16
2019,data.British Columbia,data.Both sexes,data.55 years and over,12.15
2020,data.British Columbia,data.Both sexes,data.55 years and over,16.82
2015,data.British Columbia,data.Both sexes,data.55 to 64 years,
2016,data.British Columbia,data.Both sexes,data.55 to 64 years,22.26
2017,data.British Columbia,data.Both sexes,data.55 to 64 years,19.26
2018,data.British Columbia,data.Both sexes,data.55 to 64 years,16.59
2019,data.British Columbia,data.Both sexes,data.55 to 64 years,
2020,data.British Columbia,data.Both sexes,data.55 to 64 years,
2015,data.British Columbia,data.Both sexes,data.65 years and over,
2016,data.British Columbia,data.Both sexes,data.65 years and over,
2017,data.British Columbia,data.Both sexes,data.65 years and over,
2018,data.British Columbia,data.Both sexes,data.65 years and over,
2019,data.British Columbia,data.Both sexes,data.65 years and over,
2020,data.British Columbia,data.Both sexes,data.65 years and over,
2015,data.British Columbia,data.Males,data.15 years and over,28.49
2016,data.British Columbia,data.Males,data.15 years and over,25.19
2017,data.British Columbia,data.Males,data.15 years and over,24.44
2018,data.British Columbia,data.Males,data.15 years and over,21.36
2019,data.British Columbia,data.Males,data.15 years and over,18.85
2020,data.British Columbia,data.Males,data.15 years and over,26.76
2015,data.British Columbia,data.Males,data.15 to 24 years,20.49
2016,data.British Columbia,data.Males,data.15 to 24 years,
2017,data.British Columbia,data.Males,data.15 to 24 years,
2018,data.British Columbia,data.Males,data.15 to 24 years,
2019,data.British Columbia,data.Males,data.15 to 24 years,
2020,data.British Columbia,data.Males,data.15 to 24 years,
2015,data.British Columbia,data.Males,data.25 years and over,33.93
2016,data.British Columbia,data.Males,data.25 years and over,30.25
2017,data.British Columbia,data.Males,data.25 years and over,28.53
2018,data.British Columbia,data.Males,data.25 years and over,26.8
2019,data.British Columbia,data.Males,data.25 years and over,23.23
2020,data.British Columbia,data.Males,data.25 years and over,32.48
2015,data.British Columbia,data.Males,data.25 to 44 years,
2016,data.British Columbia,data.Males,data.25 to 44 years,
2017,data.British Columbia,data.Males,data.25 to 44 years,39.1
2018,data.British Columbia,data.Males,data.25 to 44 years,
2019,data.British Columbia,data.Males,data.25 to 44 years,
2020,data.British Columbia,data.Males,data.25 to 44 years,
2015,data.British Columbia,data.Males,data.45 years and over,
2016,data.British Columbia,data.Males,data.45 years and over,26.07
2017,data.British Columbia,data.Males,data.45 years and over,23.03
2018,data.British Columbia,data.Males,data.45 years and over,21.44
2019,data.British Columbia,data.Males,data.45 years and over,20.35
2020,data.British Columbia,data.Males,data.45 years and over,
2015,data.British Columbia,data.Males,data.25 to 54 years,46.98
2016,data.British Columbia,data.Males,data.25 to 54 years,38.63
2017,data.British Columbia,data.Males,data.25 to 54 years,39.34
2018,data.British Columbia,data.Males,data.25 to 54 years,36.52
2019,data.British Columbia,data.Males,data.25 to 54 years,31.32
2020,data.British Columbia,data.Males,data.25 to 54 years,42.95
2015,data.British Columbia,data.Males,data.55 years and over,
2016,data.British Columbia,data.Males,data.55 years and over,
2017,data.British Columbia,data.Males,data.55 years and over,
2018,data.British Columbia,data.Males,data.55 years and over,
2019,data.British Columbia,data.Males,data.55 years and over,
2020,data.British Columbia,data.Males,data.55 years and over,
2015,data.British Columbia,data.Males,data.55 to 64 years,
2016,data.British Columbia,data.Males,data.55 to 64 years,
2017,data.British Columbia,data.Males,data.55 to 64 years,
2018,data.British Columbia,data.Males,data.55 to 64 years,
2019,data.British Columbia,data.Males,data.55 to 64 years,
2020,data.British Columbia,data.Males,data.55 to 64 years,
2015,data.British Columbia,data.Males,data.65 years and over,
2016,data.British Columbia,data.Males,data.65 years and over,
2017,data.British Columbia,data.Males,data.65 years and over,
2018,data.British Columbia,data.Males,data.65 years and over,
2019,data.British Columbia,data.Males,data.65 years and over,
2020,data.British Columbia,data.Males,data.65 years and over,
2015,data.British Columbia,data.Females,data.15 years and over,22.18
2016,data.British Columbia,data.Females,data.15 years and over,19.93
2017,data.British Columbia,data.Females,data.15 years and over,19.01
2018,data.British Columbia,data.Females,data.15 years and over,15.73
2019,data.British Columbia,data.Females,data.15 years and over,14.88
2020,data.British Columbia,data.Females,data.15 years and over,18.1
2015,data.British Columbia,data.Females,data.15 to 24 years,20.51
2016,data.British Columbia,data.Females,data.15 to 24 years,16.96
2017,data.British Columbia,data.Females,data.15 to 24 years,17.18
2018,data.British Columbia,data.Females,data.15 to 24 years,12.45
2019,data.British Columbia,data.Females,data.15 to 24 years,13.49
2020,data.British Columbia,data.Females,data.15 to 24 years,17.93
2015,data.British Columbia,data.Females,data.25 years and over,22.75
2016,data.British Columbia,data.Females,data.25 years and over,20.94
2017,data.British Columbia,data.Females,data.25 years and over,19.79
2018,data.British Columbia,data.Females,data.25 years and over,16.98
2019,data.British Columbia,data.Females,data.25 years and over,15.38
2020,data.British Columbia,data.Females,data.25 years and over,18.14
2015,data.British Columbia,data.Females,data.25 to 44 years,23.4
2016,data.British Columbia,data.Females,data.25 to 44 years,22.18
2017,data.British Columbia,data.Females,data.25 to 44 years,22.98
2018,data.British Columbia,data.Females,data.25 to 44 years,19.78
2019,data.British Columbia,data.Females,data.25 to 44 years,17.23
2020,data.British Columbia,data.Females,data.25 to 44 years,20.21
2015,data.British Columbia,data.Females,data.45 years and over,22.13
2016,data.British Columbia,data.Females,data.45 years and over,19.89
2017,data.British Columbia,data.Females,data.45 years and over,17.4
2018,data.British Columbia,data.Females,data.45 years and over,14.73
2019,data.British Columbia,data.Females,data.45 years and over,13.79
2020,data.British Columbia,data.Females,data.45 years and over,16.76
2015,data.British Columbia,data.Females,data.25 to 54 years,25.74
2016,data.British Columbia,data.Females,data.25 to 54 years,24.02
2017,data.British Columbia,data.Females,data.25 to 54 years,22.71
2018,data.British Columbia,data.Females,data.25 to 54 years,19.75
2019,data.British Columbia,data.Females,data.25 to 54 years,17.86
2020,data.British Columbia,data.Females,data.25 to 54 years,20.78
2015,data.British Columbia,data.Females,data.55 years and over,
2016,data.British Columbia,data.Females,data.55 years and over,
2017,data.British Columbia,data.Females,data.55 years and over,
2018,data.British Columbia,data.Females,data.55 years and over,
2019,data.British Columbia,data.Females,data.55 years and over,
2020,data.British Columbia,data.Females,data.55 years and over,
2015,data.British Columbia,data.Females,data.55 to 64 years,
2016,data.British Columbia,data.Females,data.55 to 64 years,
2017,data.British Columbia,data.Females,data.55 to 64 years,
2018,data.British Columbia,data.Females,data.55 to 64 years,
2019,data.British Columbia,data.Females,data.55 to 64 years,
2020,data.British Columbia,data.Females,data.55 to 64 years,
2015,data.British Columbia,data.Females,data.65 years and over,
2016,data.British Columbia,data.Females,data.65 years and over,
2017,data.British Columbia,data.Females,data.65 years and over,
2018,data.British Columbia,data.Females,data.65 years and over,
2019,data.British Columbia,data.Females,data.65 years and over,
2020,data.British Columbia,data.Females,data.65 years and over,
