Year,Geography,Persons in low income,GeoCode,Value
2015,Quebec,"Males, 65 years and over",24,6.0
2016,Quebec,"Males, 65 years and over",24,6.9
2017,Quebec,"Males, 65 years and over",24,4.8
2018,Quebec,"Males, 65 years and over",24,4.8
2019,Quebec,"Males, 65 years and over",24,4.8
2020,Quebec,"Males, 65 years and over",24,1.8
2021,Quebec,"Males, 65 years and over",24,4.0
2022,Quebec,"Males, 65 years and over",24,3.3
2023,Quebec,"Males, 65 years and over",24,2.9
2015,Quebec,"Males, under 18 years",24,14.9
2016,Quebec,"Males, under 18 years",24,10.2
2017,Quebec,"Males, under 18 years",24,10.2
2018,Quebec,"Males, under 18 years",24,7.9
2019,Quebec,"Males, under 18 years",24,7.3
2021,Quebec,"Males, under 18 years",24,2.7
2022,Quebec,"Males, under 18 years",24,4.5
2023,Quebec,"Males, under 18 years",24,6.2
2015,Quebec,Persons 18 to 64 years,24,15.3
2016,Quebec,Persons 18 to 64 years,24,12.0
2017,Quebec,Persons 18 to 64 years,24,12.5
2018,Quebec,Persons 18 to 64 years,24,11.8
2019,Quebec,Persons 18 to 64 years,24,10.8
2020,Quebec,Persons 18 to 64 years,24,6.4
2021,Quebec,Persons 18 to 64 years,24,6.0
2022,Quebec,Persons 18 to 64 years,24,8.4
2023,Quebec,Persons 18 to 64 years,24,9.4
2015,Quebec,Persons 65 years and over,24,6.8
2016,Quebec,Persons 65 years and over,24,7.3
2017,Quebec,Persons 65 years and over,24,6.0
2018,Quebec,Persons 65 years and over,24,5.7
2019,Quebec,Persons 65 years and over,24,5.4
2020,Quebec,Persons 65 years and over,24,2.3
2021,Quebec,Persons 65 years and over,24,4.9
2022,Quebec,Persons 65 years and over,24,2.9
2023,Quebec,Persons 65 years and over,24,3.1
2015,Quebec,Persons under 18 years,24,13.9
2016,Quebec,Persons under 18 years,24,10.9
2017,Quebec,Persons under 18 years,24,10.4
2018,Quebec,Persons under 18 years,24,7.6
2019,Quebec,Persons under 18 years,24,6.3
2020,Quebec,Persons under 18 years,24,2.3
2021,Quebec,Persons under 18 years,24,3.0
2022,Quebec,Persons under 18 years,24,4.8
2023,Quebec,Persons under 18 years,24,6.1
2015,"Québec, Quebec",All persons,,8.2
2016,"Québec, Quebec",All persons,,6.7
2017,"Québec, Quebec",All persons,,5.7
2018,"Québec, Quebec",All persons,,8.6
2019,"Québec, Quebec",All persons,,8.2
2020,"Québec, Quebec",All persons,,3.2
2021,"Québec, Quebec",All persons,,3.9
2022,"Québec, Quebec",All persons,,5.6
2023,"Québec, Quebec",All persons,,5.3
2015,"Québec, Quebec",Females,,8.0
2016,"Québec, Quebec",Females,,7.4
2017,"Québec, Quebec",Females,,5.3
2018,"Québec, Quebec",Females,,8.0
2019,"Québec, Quebec",Females,,7.7
2020,"Québec, Quebec",Females,,3.1
2021,"Québec, Quebec",Females,,3.6
2022,"Québec, Quebec",Females,,4.7
2023,"Québec, Quebec",Females,,5.4
2015,"Québec, Quebec","Females, 18 to 64 years",,9.3
2016,"Québec, Quebec","Females, 18 to 64 years",,7.5
2017,"Québec, Quebec","Females, 18 to 64 years",,6.5
2018,"Québec, Quebec","Females, 18 to 64 years",,10.0
2019,"Québec, Quebec","Females, 18 to 64 years",,10.0
2020,"Québec, Quebec","Females, 18 to 64 years",,4.5
2021,"Québec, Quebec","Females, 18 to 64 years",,4.5
2022,"Québec, Quebec","Females, 18 to 64 years",,6.2
2023,"Québec, Quebec","Females, 18 to 64 years",,7.3
2016,"Québec, Quebec","Females, 65 years and over",,5.8
2021,"Québec, Quebec","Females, 65 years and over",,3.8
2022,"Québec, Quebec","Females, 65 years and over",,2.1
2023,"Québec, Quebec","Females, 65 years and over",,2.3
2022,"Québec, Quebec","Females, under 18 years",,3.4
2023,"Québec, Quebec","Females, under 18 years",,3.8
2015,"Québec, Quebec",Males,,8.4
2016,"Québec, Quebec",Males,,5.9
2017,"Québec, Quebec",Males,,6.1
2018,"Québec, Quebec",Males,,9.1
2019,"Québec, Quebec",Males,,8.7
2020,"Québec, Quebec",Males,,3.3
2021,"Québec, Quebec",Males,,4.2
2022,"Québec, Quebec",Males,,6.5
2023,"Québec, Quebec",Males,,5.1
2015,"Québec, Quebec","Males, 18 to 64 years",,9.9
2016,"Québec, Quebec","Males, 18 to 64 years",,6.8
2017,"Québec, Quebec","Males, 18 to 64 years",,6.1
2018,"Québec, Quebec","Males, 18 to 64 years",,10.0
2019,"Québec, Quebec","Males, 18 to 64 years",,9.8
2020,"Québec, Quebec","Males, 18 to 64 years",,4.6
2021,"Québec, Quebec","Males, 18 to 64 years",,5.2
2022,"Québec, Quebec","Males, 18 to 64 years",,8.6
2023,"Québec, Quebec","Males, 18 to 64 years",,7.5
2022,"Québec, Quebec","Males, 65 years and over",,3.5
2018,"Québec, Quebec","Males, under 18 years",,9.5
2022,"Québec, Quebec","Males, under 18 years",,3.1
2023,"Québec, Quebec","Males, under 18 years",,1.7
2015,"Québec, Quebec",Persons 18 to 64 years,,9.6
2016,"Québec, Quebec",Persons 18 to 64 years,,7.2
2017,"Québec, Quebec",Persons 18 to 64 years,,6.3
2018,"Québec, Quebec",Persons 18 to 64 years,,10.0
2019,"Québec, Quebec",Persons 18 to 64 years,,9.9
2020,"Québec, Quebec",Persons 18 to 64 years,,4.5
2021,"Québec, Quebec",Persons 18 to 64 years,,4.8
2022,"Québec, Quebec",Persons 18 to 64 years,,7.4
2023,"Québec, Quebec",Persons 18 to 64 years,,7.4
2015,"Québec, Quebec",Persons 65 years and over,,9.3
2016,"Québec, Quebec",Persons 65 years and over,,5.4
2017,"Québec, Quebec",Persons 65 years and over,,4.7
2018,"Québec, Quebec",Persons 65 years and over,,5.8
2019,"Québec, Quebec",Persons 65 years and over,,9.3
2021,"Québec, Quebec",Persons 65 years and over,,3.9
2022,"Québec, Quebec",Persons 65 years and over,,2.8
2023,"Québec, Quebec",Persons 65 years and over,,1.8
2022,"Québec, Quebec",Persons under 18 years,,3.3
2023,"Québec, Quebec",Persons under 18 years,,2.8
2015,Saskatchewan,All persons,47,12.2
2016,Saskatchewan,All persons,47,11.1
2017,Saskatchewan,All persons,47,11.9
2018,Saskatchewan,All persons,47,10.8
2019,Saskatchewan,All persons,47,11.9
2020,Saskatchewan,All persons,47,6.7
2021,Saskatchewan,All persons,47,9.1
2022,Saskatchewan,All persons,47,11.1
2023,Saskatchewan,All persons,47,12.9
2015,Saskatchewan,Females,47,13.7
2016,Saskatchewan,Females,47,11.9
2017,Saskatchewan,Females,47,12.2
2018,Saskatchewan,Females,47,11.2
2019,Saskatchewan,Females,47,11.4
2020,Saskatchewan,Females,47,6.2
2021,Saskatchewan,Females,47,9.1
2022,Saskatchewan,Females,47,11.1
2023,Saskatchewan,Females,47,13.5
2015,Saskatchewan,"Females, 18 to 64 years",47,13.7
2016,Saskatchewan,"Females, 18 to 64 years",47,12.5
2017,Saskatchewan,"Females, 18 to 64 years",47,13.0
2018,Saskatchewan,"Females, 18 to 64 years",47,12.1
2019,Saskatchewan,"Females, 18 to 64 years",47,12.8
2020,Saskatchewan,"Females, 18 to 64 years",47,7.4
2021,Saskatchewan,"Females, 18 to 64 years",47,10.6
2022,Saskatchewan,"Females, 18 to 64 years",47,12.1
2023,Saskatchewan,"Females, 18 to 64 years",47,14.8
2015,Saskatchewan,"Females, 65 years and over",47,7.6
2016,Saskatchewan,"Females, 65 years and over",47,7.5
2017,Saskatchewan,"Females, 65 years and over",47,6.2
2018,Saskatchewan,"Females, 65 years and over",47,6.0
2019,Saskatchewan,"Females, 65 years and over",47,5.6
2020,Saskatchewan,"Females, 65 years and over",47,3.1
2021,Saskatchewan,"Females, 65 years and over",47,6.6
2022,Saskatchewan,"Females, 65 years and over",47,5.6
2023,Saskatchewan,"Females, 65 years and over",47,5.6
2015,Saskatchewan,"Females, under 18 years",47,18.0
2016,Saskatchewan,"Females, under 18 years",47,13.3
2017,Saskatchewan,"Females, under 18 years",47,14.5
2018,Saskatchewan,"Females, under 18 years",47,12.5
2019,Saskatchewan,"Females, under 18 years",47,12.0
2020,Saskatchewan,"Females, under 18 years",47,5.4
2021,Saskatchewan,"Females, under 18 years",47,7.3
2022,Saskatchewan,"Females, under 18 years",47,13.1
2023,Saskatchewan,"Females, under 18 years",47,16.4
2015,Saskatchewan,Males,47,10.8
2016,Saskatchewan,Males,47,10.3
2017,Saskatchewan,Males,47,11.6
2018,Saskatchewan,Males,47,10.4
2019,Saskatchewan,Males,47,12.4
2020,Saskatchewan,Males,47,7.2
2021,Saskatchewan,Males,47,9.1
2022,Saskatchewan,Males,47,11.1
2023,Saskatchewan,Males,47,12.4
2015,Saskatchewan,"Males, 18 to 64 years",47,10.5
2016,Saskatchewan,"Males, 18 to 64 years",47,10.7
2017,Saskatchewan,"Males, 18 to 64 years",47,12.1
2018,Saskatchewan,"Males, 18 to 64 years",47,12.1
2019,Saskatchewan,"Males, 18 to 64 years",47,13.5
2020,Saskatchewan,"Males, 18 to 64 years",47,8.0
2021,Saskatchewan,"Males, 18 to 64 years",47,10.2
2022,Saskatchewan,"Males, 18 to 64 years",47,11.8
2023,Saskatchewan,"Males, 18 to 64 years",47,13.5
2015,Saskatchewan,"Males, 65 years and over",47,4.3
2016,Saskatchewan,"Males, 65 years and over",47,6.2
2017,Saskatchewan,"Males, 65 years and over",47,4.8
2018,Saskatchewan,"Males, 65 years and over",47,3.1
2019,Saskatchewan,"Males, 65 years and over",47,6.3
2020,Saskatchewan,"Males, 65 years and over",47,2.8
2021,Saskatchewan,"Males, 65 years and over",47,4.2
2022,Saskatchewan,"Males, 65 years and over",47,4.1
2023,Saskatchewan,"Males, 65 years and over",47,3.7
2015,Saskatchewan,"Males, under 18 years",47,15.5
2016,Saskatchewan,"Males, under 18 years",47,11.7
2017,Saskatchewan,"Males, under 18 years",47,14.3
2018,Saskatchewan,"Males, under 18 years",47,10.5
2019,Saskatchewan,"Males, under 18 years",47,13.3
2020,Saskatchewan,"Males, under 18 years",47,7.8
2021,Saskatchewan,"Males, under 18 years",47,9.7
2022,Saskatchewan,"Males, under 18 years",47,14.1
2023,Saskatchewan,"Males, under 18 years",47,15.5
2015,Saskatchewan,Persons 18 to 64 years,47,12.0
2016,Saskatchewan,Persons 18 to 64 years,47,11.6
2017,Saskatchewan,Persons 18 to 64 years,47,12.5
2018,Saskatchewan,Persons 18 to 64 years,47,12.1
2019,Saskatchewan,Persons 18 to 64 years,47,13.2
2020,Saskatchewan,Persons 18 to 64 years,47,7.7
2021,Saskatchewan,Persons 18 to 64 years,47,10.4
2022,Saskatchewan,Persons 18 to 64 years,47,11.9
2023,Saskatchewan,Persons 18 to 64 years,47,14.2
2015,Saskatchewan,Persons 65 years and over,47,6.1
2016,Saskatchewan,Persons 65 years and over,47,6.9
2017,Saskatchewan,Persons 65 years and over,47,5.5
2018,Saskatchewan,Persons 65 years and over,47,4.6
2019,Saskatchewan,Persons 65 years and over,47,5.9
2020,Saskatchewan,Persons 65 years and over,47,2.9
2021,Saskatchewan,Persons 65 years and over,47,5.5
2022,Saskatchewan,Persons 65 years and over,47,4.9
2023,Saskatchewan,Persons 65 years and over,47,4.7
2015,Saskatchewan,Persons under 18 years,47,16.7
2016,Saskatchewan,Persons under 18 years,47,12.5
2017,Saskatchewan,Persons under 18 years,47,14.4
2018,Saskatchewan,Persons under 18 years,47,11.5
2019,Saskatchewan,Persons under 18 years,47,12.7
2020,Saskatchewan,Persons under 18 years,47,6.6
2021,Saskatchewan,Persons under 18 years,47,8.5
2022,Saskatchewan,Persons under 18 years,47,13.6
2023,Saskatchewan,Persons under 18 years,47,16.0
2015,"Toronto, Ontario",All persons,,19.2
2016,"Toronto, Ontario",All persons,,17.6
2017,"Toronto, Ontario",All persons,,14.4
2018,"Toronto, Ontario",All persons,,14.2
2019,"Toronto, Ontario",All persons,,13.1
2020,"Toronto, Ontario",All persons,,8.6
2021,"Toronto, Ontario",All persons,,9.4
2022,"Toronto, Ontario",All persons,,12.6
2023,"Toronto, Ontario",All persons,,13.4
2015,"Toronto, Ontario",Females,,19.8
2016,"Toronto, Ontario",Females,,19.1
2017,"Toronto, Ontario",Females,,14.5
2018,"Toronto, Ontario",Females,,13.2
2019,"Toronto, Ontario",Females,,14.0
2020,"Toronto, Ontario",Females,,8.5
2021,"Toronto, Ontario",Females,,9.6
2022,"Toronto, Ontario",Females,,12.8
2023,"Toronto, Ontario",Females,,13.5
2015,"Toronto, Ontario","Females, 18 to 64 years",,20.3
2016,"Toronto, Ontario","Females, 18 to 64 years",,19.7
2017,"Toronto, Ontario","Females, 18 to 64 years",,15.5
2018,"Toronto, Ontario","Females, 18 to 64 years",,14.5
2019,"Toronto, Ontario","Females, 18 to 64 years",,14.3
2020,"Toronto, Ontario","Females, 18 to 64 years",,9.3
2021,"Toronto, Ontario","Females, 18 to 64 years",,10.3
2022,"Toronto, Ontario","Females, 18 to 64 years",,13.6
2023,"Toronto, Ontario","Females, 18 to 64 years",,14.5
2015,"Toronto, Ontario","Females, 65 years and over",,10.2
2016,"Toronto, Ontario","Females, 65 years and over",,8.8
2017,"Toronto, Ontario","Females, 65 years and over",,6.8
2018,"Toronto, Ontario","Females, 65 years and over",,7.1
2019,"Toronto, Ontario","Females, 65 years and over",,8.4
2020,"Toronto, Ontario","Females, 65 years and over",,4.1
2021,"Toronto, Ontario","Females, 65 years and over",,7.1
2022,"Toronto, Ontario","Females, 65 years and over",,10.0
2023,"Toronto, Ontario","Females, 65 years and over",,7.4
2015,"Toronto, Ontario","Females, under 18 years",,24.9
2016,"Toronto, Ontario","Females, under 18 years",,25.0
2017,"Toronto, Ontario","Females, under 18 years",,16.8
2018,"Toronto, Ontario","Females, under 18 years",,14.1
2019,"Toronto, Ontario","Females, under 18 years",,17.7
2020,"Toronto, Ontario","Females, under 18 years",,9.2
2021,"Toronto, Ontario","Females, under 18 years",,9.5
2022,"Toronto, Ontario","Females, under 18 years",,12.4
2023,"Toronto, Ontario","Females, under 18 years",,15.9
2015,"Toronto, Ontario",Males,,18.6
2016,"Toronto, Ontario",Males,,15.9
2017,"Toronto, Ontario",Males,,14.3
2018,"Toronto, Ontario",Males,,15.1
2019,"Toronto, Ontario",Males,,12.2
2020,"Toronto, Ontario",Males,,8.6
2021,"Toronto, Ontario",Males,,9.1
2022,"Toronto, Ontario",Males,,12.5
2023,"Toronto, Ontario",Males,,13.3
2015,"Toronto, Ontario","Males, 18 to 64 years",,19.4
2016,"Toronto, Ontario","Males, 18 to 64 years",,16.7
2017,"Toronto, Ontario","Males, 18 to 64 years",,15.7
2018,"Toronto, Ontario","Males, 18 to 64 years",,16.2
2019,"Toronto, Ontario","Males, 18 to 64 years",,12.0
2020,"Toronto, Ontario","Males, 18 to 64 years",,9.5
2021,"Toronto, Ontario","Males, 18 to 64 years",,9.7
2022,"Toronto, Ontario","Males, 18 to 64 years",,13.0
2023,"Toronto, Ontario","Males, 18 to 64 years",,13.8
2015,"Toronto, Ontario","Males, 65 years and over",,6.5
2016,"Toronto, Ontario","Males, 65 years and over",,11.0
2017,"Toronto, Ontario","Males, 65 years and over",,7.7
2018,"Toronto, Ontario","Males, 65 years and over",,8.5
2019,"Toronto, Ontario","Males, 65 years and over",,7.9
2020,"Toronto, Ontario","Males, 65 years and over",,4.3
2021,"Toronto, Ontario","Males, 65 years and over",,7.2
2022,"Toronto, Ontario","Males, 65 years and over",,7.6
2023,"Toronto, Ontario","Males, 65 years and over",,8.0
2015,"Toronto, Ontario","Males, under 18 years",,22.9
2016,"Toronto, Ontario","Males, under 18 years",,16.8
2017,"Toronto, Ontario","Males, under 18 years",,14.0
2018,"Toronto, Ontario","Males, under 18 years",,15.9
2019,"Toronto, Ontario","Males, under 18 years",,16.0
2020,"Toronto, Ontario","Males, under 18 years",,8.9
2021,"Toronto, Ontario","Males, under 18 years",,8.7
2022,"Toronto, Ontario","Males, under 18 years",,14.4
2023,"Toronto, Ontario","Males, under 18 years",,16.0
2015,"Toronto, Ontario",Persons 18 to 64 years,,19.9
2016,"Toronto, Ontario",Persons 18 to 64 years,,18.2
2017,"Toronto, Ontario",Persons 18 to 64 years,,15.6
2018,"Toronto, Ontario",Persons 18 to 64 years,,15.4
2019,"Toronto, Ontario",Persons 18 to 64 years,,13.2
2020,"Toronto, Ontario",Persons 18 to 64 years,,9.4
2021,"Toronto, Ontario",Persons 18 to 64 years,,10.0
2022,"Toronto, Ontario",Persons 18 to 64 years,,13.3
2023,"Toronto, Ontario",Persons 18 to 64 years,,14.1
2015,"Toronto, Ontario",Persons 65 years and over,,8.6
2016,"Toronto, Ontario",Persons 65 years and over,,9.8
2017,"Toronto, Ontario",Persons 65 years and over,,7.2
2018,"Toronto, Ontario",Persons 65 years and over,,7.8
2019,"Toronto, Ontario",Persons 65 years and over,,8.2
2020,"Toronto, Ontario",Persons 65 years and over,,4.2
2021,"Toronto, Ontario",Persons 65 years and over,,7.1
2022,"Toronto, Ontario",Persons 65 years and over,,8.9
2023,"Toronto, Ontario",Persons 65 years and over,,7.7
2015,"Toronto, Ontario",Persons under 18 years,,23.9
2016,"Toronto, Ontario",Persons under 18 years,,21.0
2017,"Toronto, Ontario",Persons under 18 years,,15.4
2018,"Toronto, Ontario",Persons under 18 years,,15.0
2019,"Toronto, Ontario",Persons under 18 years,,16.9
2020,"Toronto, Ontario",Persons under 18 years,,9.0
2021,"Toronto, Ontario",Persons under 18 years,,9.1
2022,"Toronto, Ontario",Persons under 18 years,,13.4
2023,"Toronto, Ontario",Persons under 18 years,,16.0
2015,"Vancouver, British Columbia",All persons,,19.5
2016,"Vancouver, British Columbia",All persons,,15.6
2017,"Vancouver, British Columbia",All persons,,16.0
2018,"Vancouver, British Columbia",All persons,,13.6
2019,"Vancouver, British Columbia",All persons,,11.5
2020,"Vancouver, British Columbia",All persons,,7.8
2021,"Vancouver, British Columbia",All persons,,9.2
2022,"Vancouver, British Columbia",All persons,,12.4
2023,"Vancouver, British Columbia",All persons,,12.6
2015,"Vancouver, British Columbia",Females,,19.9
2016,"Vancouver, British Columbia",Females,,15.4
2017,"Vancouver, British Columbia",Females,,15.7
2018,"Vancouver, British Columbia",Females,,13.2
2019,"Vancouver, British Columbia",Females,,12.5
2020,"Vancouver, British Columbia",Females,,7.5
2021,"Vancouver, British Columbia",Females,,10.4
2022,"Vancouver, British Columbia",Females,,12.3
2023,"Vancouver, British Columbia",Females,,13.2
2015,"Vancouver, British Columbia","Females, 18 to 64 years",,21.2
2016,"Vancouver, British Columbia","Females, 18 to 64 years",,15.9
2017,"Vancouver, British Columbia","Females, 18 to 64 years",,17.7
2018,"Vancouver, British Columbia","Females, 18 to 64 years",,15.4
2019,"Vancouver, British Columbia","Females, 18 to 64 years",,16.0
2020,"Vancouver, British Columbia","Females, 18 to 64 years",,8.9
2021,"Vancouver, British Columbia","Females, 18 to 64 years",,11.1
2022,"Vancouver, British Columbia","Females, 18 to 64 years",,13.1
2023,"Vancouver, British Columbia","Females, 18 to 64 years",,14.2
2015,"Vancouver, British Columbia","Females, 65 years and over",,14.3
2016,"Vancouver, British Columbia","Females, 65 years and over",,11.4
2017,"Vancouver, British Columbia","Females, 65 years and over",,13.0
2018,"Vancouver, British Columbia","Females, 65 years and over",,9.3
2020,"Vancouver, British Columbia","Females, 65 years and over",,5.2
2021,"Vancouver, British Columbia","Females, 65 years and over",,9.8
2022,"Vancouver, British Columbia","Females, 65 years and over",,10.4
2023,"Vancouver, British Columbia","Females, 65 years and over",,9.6
2015,"Vancouver, British Columbia","Females, under 18 years",,19.4
2016,"Vancouver, British Columbia","Females, under 18 years",,17.4
2017,"Vancouver, British Columbia","Females, under 18 years",,10.5
2018,"Vancouver, British Columbia","Females, under 18 years",,8.0
2020,"Vancouver, British Columbia","Females, under 18 years",,4.5
2022,"Vancouver, British Columbia","Females, under 18 years",,11.1
2023,"Vancouver, British Columbia","Females, under 18 years",,13.3
2015,"Vancouver, British Columbia",Males,,19.0
2016,"Vancouver, British Columbia",Males,,15.8
2017,"Vancouver, British Columbia",Males,,16.2
2018,"Vancouver, British Columbia",Males,,13.9
2019,"Vancouver, British Columbia",Males,,10.6
2020,"Vancouver, British Columbia",Males,,8.0
2021,"Vancouver, British Columbia",Males,,8.0
2022,"Vancouver, British Columbia",Males,,12.5
2023,"Vancouver, British Columbia",Males,,11.9
2015,"Vancouver, British Columbia","Males, 18 to 64 years",,20.1
2016,"Vancouver, British Columbia","Males, 18 to 64 years",,16.5
2017,"Vancouver, British Columbia","Males, 18 to 64 years",,16.8
2018,"Vancouver, British Columbia","Males, 18 to 64 years",,15.4
2019,"Vancouver, British Columbia","Males, 18 to 64 years",,13.3
2020,"Vancouver, British Columbia","Males, 18 to 64 years",,9.8
2021,"Vancouver, British Columbia","Males, 18 to 64 years",,7.9
2022,"Vancouver, British Columbia","Males, 18 to 64 years",,13.2
2023,"Vancouver, British Columbia","Males, 18 to 64 years",,12.6
2015,"Vancouver, British Columbia","Males, 65 years and over",,16.4
2016,"Vancouver, British Columbia","Males, 65 years and over",,8.5
2017,"Vancouver, British Columbia","Males, 65 years and over",,13.0
2018,"Vancouver, British Columbia","Males, 65 years and over",,8.6
2019,"Vancouver, British Columbia","Males, 65 years and over",,6.1
2020,"Vancouver, British Columbia","Males, 65 years and over",,3.5
2021,"Vancouver, British Columbia","Males, 65 years and over",,7.3
2022,"Vancouver, British Columbia","Males, 65 years and over",,10.3
2023,"Vancouver, British Columbia","Males, 65 years and over",,8.7
2015,"Vancouver, British Columbia","Males, under 18 years",,17.3
2016,"Vancouver, British Columbia","Males, under 18 years",,19.2
2017,"Vancouver, British Columbia","Males, under 18 years",,16.2
2018,"Vancouver, British Columbia","Males, under 18 years",,12.9
2021,"Vancouver, British Columbia","Males, under 18 years",,9.2
2022,"Vancouver, British Columbia","Males, under 18 years",,11.6
2023,"Vancouver, British Columbia","Males, under 18 years",,11.9
2015,"Vancouver, British Columbia",Persons 18 to 64 years,,20.7
2016,"Vancouver, British Columbia",Persons 18 to 64 years,,16.2
2017,"Vancouver, British Columbia",Persons 18 to 64 years,,17.3
2018,"Vancouver, British Columbia",Persons 18 to 64 years,,15.4
2019,"Vancouver, British Columbia",Persons 18 to 64 years,,14.7
2020,"Vancouver, British Columbia",Persons 18 to 64 years,,9.4
2021,"Vancouver, British Columbia",Persons 18 to 64 years,,9.6
2022,"Vancouver, British Columbia",Persons 18 to 64 years,,13.2
2023,"Vancouver, British Columbia",Persons 18 to 64 years,,13.5
2015,"Vancouver, British Columbia",Persons 65 years and over,,15.3
2016,"Vancouver, British Columbia",Persons 65 years and over,,10.0
2017,"Vancouver, British Columbia",Persons 65 years and over,,13.0
2018,"Vancouver, British Columbia",Persons 65 years and over,,9.0
2019,"Vancouver, British Columbia",Persons 65 years and over,,5.6
2020,"Vancouver, British Columbia",Persons 65 years and over,,4.4
2021,"Vancouver, British Columbia",Persons 65 years and over,,8.6
2022,"Vancouver, British Columbia",Persons 65 years and over,,10.4
2023,"Vancouver, British Columbia",Persons 65 years and over,,9.2
2015,"Vancouver, British Columbia",Persons under 18 years,,18.3
2016,"Vancouver, British Columbia",Persons under 18 years,,18.4
2017,"Vancouver, British Columbia",Persons under 18 years,,13.5
2018,"Vancouver, British Columbia",Persons under 18 years,,10.5
2019,"Vancouver, British Columbia",Persons under 18 years,,4.6
2020,"Vancouver, British Columbia",Persons under 18 years,,4.7
2021,"Vancouver, British Columbia",Persons under 18 years,,8.4
2022,"Vancouver, British Columbia",Persons under 18 years,,11.4
2023,"Vancouver, British Columbia",Persons under 18 years,,12.6
2015,"Winnipeg, Manitoba",All persons,,15.7
2016,"Winnipeg, Manitoba",All persons,,13.6
2017,"Winnipeg, Manitoba",All persons,,12.6
2018,"Winnipeg, Manitoba",All persons,,12.4
2019,"Winnipeg, Manitoba",All persons,,11.9
2020,"Winnipeg, Manitoba",All persons,,6.6
2021,"Winnipeg, Manitoba",All persons,,9.3
2022,"Winnipeg, Manitoba",All persons,,11.3
2023,"Winnipeg, Manitoba",All persons,,10.3
2015,"Winnipeg, Manitoba",Females,,15.4
2016,"Winnipeg, Manitoba",Females,,13.4
2017,"Winnipeg, Manitoba",Females,,12.7
2018,"Winnipeg, Manitoba",Females,,12.7
2019,"Winnipeg, Manitoba",Females,,11.1
2020,"Winnipeg, Manitoba",Females,,5.8
2021,"Winnipeg, Manitoba",Females,,10.2
2022,"Winnipeg, Manitoba",Females,,11.8
2023,"Winnipeg, Manitoba",Females,,10.6
2015,"Winnipeg, Manitoba","Females, 18 to 64 years",,16.5
2016,"Winnipeg, Manitoba","Females, 18 to 64 years",,14.0
2017,"Winnipeg, Manitoba","Females, 18 to 64 years",,13.3
2018,"Winnipeg, Manitoba","Females, 18 to 64 years",,13.4
2019,"Winnipeg, Manitoba","Females, 18 to 64 years",,12.1
2020,"Winnipeg, Manitoba","Females, 18 to 64 years",,7.0
2021,"Winnipeg, Manitoba","Females, 18 to 64 years",,9.7
2022,"Winnipeg, Manitoba","Females, 18 to 64 years",,12.6
2023,"Winnipeg, Manitoba","Females, 18 to 64 years",,11.9
2015,"Winnipeg, Manitoba","Females, 65 years and over",,8.4
2016,"Winnipeg, Manitoba","Females, 65 years and over",,6.3
2017,"Winnipeg, Manitoba","Females, 65 years and over",,6.7
2018,"Winnipeg, Manitoba","Females, 65 years and over",,7.6
2019,"Winnipeg, Manitoba","Females, 65 years and over",,7.0
2020,"Winnipeg, Manitoba","Females, 65 years and over",,3.3
2021,"Winnipeg, Manitoba","Females, 65 years and over",,8.6
2022,"Winnipeg, Manitoba","Females, 65 years and over",,8.3
2023,"Winnipeg, Manitoba","Females, 65 years and over",,5.2
2015,"Winnipeg, Manitoba","Females, under 18 years",,17.4
2016,"Winnipeg, Manitoba","Females, under 18 years",,16.8
2017,"Winnipeg, Manitoba","Females, under 18 years",,15.7
2018,"Winnipeg, Manitoba","Females, under 18 years",,14.5
2019,"Winnipeg, Manitoba","Females, under 18 years",,11.4
2020,"Winnipeg, Manitoba","Females, under 18 years",,4.0
2021,"Winnipeg, Manitoba","Females, under 18 years",,12.9
2022,"Winnipeg, Manitoba","Females, under 18 years",,12.4
2023,"Winnipeg, Manitoba","Females, under 18 years",,11.7
2015,"Winnipeg, Manitoba",Males,,16.0
2016,"Winnipeg, Manitoba",Males,,13.8
2017,"Winnipeg, Manitoba",Males,,12.4
2018,"Winnipeg, Manitoba",Males,,12.1
2019,"Winnipeg, Manitoba",Males,,12.7
2020,"Winnipeg, Manitoba",Males,,7.4
2021,"Winnipeg, Manitoba",Males,,8.5
2022,"Winnipeg, Manitoba",Males,,10.9
2023,"Winnipeg, Manitoba",Males,,10.0
2015,"Winnipeg, Manitoba","Males, 18 to 64 years",,15.8
2016,"Winnipeg, Manitoba","Males, 18 to 64 years",,14.2
2017,"Winnipeg, Manitoba","Males, 18 to 64 years",,13.7
2018,"Winnipeg, Manitoba","Males, 18 to 64 years",,12.8
2019,"Winnipeg, Manitoba","Males, 18 to 64 years",,13.2
2020,"Winnipeg, Manitoba","Males, 18 to 64 years",,9.1
2021,"Winnipeg, Manitoba","Males, 18 to 64 years",,9.4
2022,"Winnipeg, Manitoba","Males, 18 to 64 years",,11.6
2023,"Winnipeg, Manitoba","Males, 18 to 64 years",,11.0
2016,"Winnipeg, Manitoba","Males, 65 years and over",,3.7
2017,"Winnipeg, Manitoba","Males, 65 years and over",,6.0
2018,"Winnipeg, Manitoba","Males, 65 years and over",,5.1
2019,"Winnipeg, Manitoba","Males, 65 years and over",,7.1
2020,"Winnipeg, Manitoba","Males, 65 years and over",,1.6
2021,"Winnipeg, Manitoba","Males, 65 years and over",,4.1
2022,"Winnipeg, Manitoba","Males, 65 years and over",,5.8
2023,"Winnipeg, Manitoba","Males, 65 years and over",,4.6
