Year,data.Geography,data.Population,data.Sex,data.Age group,GeoCode,Value
2022,data.Atlantic region,data.Indigenous population,data.Males,data.15 to 64 years,,13.5
2022,data.Atlantic region,data.Indigenous population,data.Males,data.15 to 24 years,,
2022,data.Atlantic region,data.Indigenous population,data.Males,data.25 years and over,,13.3
2022,data.Atlantic region,data.Indigenous population,data.Males,data.25 to 54 years,,12.1
2022,data.Atlantic region,data.Indigenous population,data.Females,data.15 years and over,,10.1
2022,data.Atlantic region,data.Indigenous population,data.Females,data.15 to 64 years,,9.8
2022,data.Atlantic region,data.Indigenous population,data.Females,data.15 to 24 years,,
2022,data.Atlantic region,data.Indigenous population,data.Females,data.25 years and over,,9.0
2022,data.Atlantic region,data.Indigenous population,data.Females,data.25 to 54 years,,8.3
2022,data.Quebec,data.Indigenous population,data.Both sexes,data.15 years and over,24,7.5
2022,data.Quebec,data.Indigenous population,data.Both sexes,data.15 to 64 years,24,6.4
2022,data.Quebec,data.Indigenous population,data.Both sexes,data.15 to 24 years,24,
2022,data.Quebec,data.Indigenous population,data.Both sexes,data.25 years and over,24,6.8
2022,data.Quebec,data.Indigenous population,data.Both sexes,data.25 to 54 years,24,
2022,data.Quebec,data.Indigenous population,data.Males,data.15 years and over,24,
2022,data.Quebec,data.Indigenous population,data.Males,data.15 to 64 years,24,
2022,data.Quebec,data.Indigenous population,data.Males,data.15 to 24 years,24,
2022,data.Quebec,data.Indigenous population,data.Males,data.25 years and over,24,
2022,data.Quebec,data.Indigenous population,data.Males,data.25 to 54 years,24,
2022,data.Quebec,data.Indigenous population,data.Females,data.15 years and over,24,
2022,data.Quebec,data.Indigenous population,data.Females,data.15 to 64 years,24,
2022,data.Quebec,data.Indigenous population,data.Females,data.15 to 24 years,24,
2022,data.Quebec,data.Indigenous population,data.Females,data.25 years and over,24,
2022,data.Quebec,data.Indigenous population,data.Females,data.25 to 54 years,24,
2022,data.Ontario,data.Indigenous population,data.Both sexes,data.15 years and over,35,7.1
2022,data.Ontario,data.Indigenous population,data.Both sexes,data.15 to 64 years,35,7.2
2022,data.Ontario,data.Indigenous population,data.Both sexes,data.15 to 24 years,35,9.9
2022,data.Ontario,data.Indigenous population,data.Both sexes,data.25 years and over,35,6.4
2022,data.Ontario,data.Indigenous population,data.Both sexes,data.25 to 54 years,35,6.0
2022,data.Ontario,data.Indigenous population,data.Males,data.15 years and over,35,8.2
2022,data.Ontario,data.Indigenous population,data.Males,data.15 to 64 years,35,8.1
2022,data.Ontario,data.Indigenous population,data.Males,data.15 to 24 years,35,12.7
2022,data.Ontario,data.Indigenous population,data.Males,data.25 years and over,35,7.3
2022,data.Ontario,data.Indigenous population,data.Males,data.25 to 54 years,35,6.9
2022,data.Ontario,data.Indigenous population,data.Females,data.15 years and over,35,6.0
2022,data.Ontario,data.Indigenous population,data.Females,data.15 to 64 years,35,6.2
2022,data.Ontario,data.Indigenous population,data.Females,data.15 to 24 years,35,
2022,data.Ontario,data.Indigenous population,data.Females,data.25 years and over,35,5.4
2022,data.Ontario,data.Indigenous population,data.Females,data.25 to 54 years,35,5.0
2022,data.Manitoba,data.Indigenous population,data.Both sexes,data.15 years and over,46,7.7
2022,data.Manitoba,data.Indigenous population,data.Both sexes,data.15 to 64 years,46,7.8
2022,data.Manitoba,data.Indigenous population,data.Both sexes,data.15 to 24 years,46,11.7
2022,data.Manitoba,data.Indigenous population,data.Both sexes,data.25 years and over,46,6.5
2022,data.Manitoba,data.Indigenous population,data.Both sexes,data.25 to 54 years,46,6.4
2022,data.Manitoba,data.Indigenous population,data.Males,data.15 years and over,46,9.1
2022,data.Manitoba,data.Indigenous population,data.Males,data.15 to 64 years,46,9.3
2022,data.Manitoba,data.Indigenous population,data.Males,data.15 to 24 years,46,13.1
2022,data.Manitoba,data.Indigenous population,data.Males,data.25 years and over,46,8.0
2022,data.Manitoba,data.Indigenous population,data.Males,data.25 to 54 years,46,7.4
2022,data.Manitoba,data.Indigenous population,data.Females,data.15 years and over,46,6.2
2022,data.Manitoba,data.Indigenous population,data.Females,data.15 to 64 years,46,6.3
2022,data.Manitoba,data.Indigenous population,data.Females,data.15 to 24 years,46,10.4
2022,data.Manitoba,data.Indigenous population,data.Females,data.25 years and over,46,5.0
2022,data.Manitoba,data.Indigenous population,data.Females,data.25 to 54 years,46,5.3
2022,data.Saskatchewan,data.Indigenous population,data.Both sexes,data.15 years and over,47,9.6
2022,data.Saskatchewan,data.Indigenous population,data.Both sexes,data.15 to 64 years,47,9.7
2022,data.Saskatchewan,data.Indigenous population,data.Both sexes,data.15 to 24 years,47,16.3
2022,data.Saskatchewan,data.Indigenous population,data.Both sexes,data.25 years and over,47,8.0
2022,data.Saskatchewan,data.Indigenous population,data.Both sexes,data.25 to 54 years,47,8.6
2022,data.Saskatchewan,data.Indigenous population,data.Males,data.15 years and over,47,11.1
2022,data.Saskatchewan,data.Indigenous population,data.Males,data.15 to 64 years,47,11.4
2022,data.Saskatchewan,data.Indigenous population,data.Males,data.15 to 24 years,47,20.8
2022,data.Saskatchewan,data.Indigenous population,data.Males,data.25 years and over,47,8.9
2022,data.Saskatchewan,data.Indigenous population,data.Males,data.25 to 54 years,47,9.9
2022,data.Saskatchewan,data.Indigenous population,data.Females,data.15 years and over,47,8.2
2022,data.Saskatchewan,data.Indigenous population,data.Females,data.15 to 64 years,47,8.0
2022,data.Saskatchewan,data.Indigenous population,data.Females,data.15 to 24 years,47,
2022,data.Saskatchewan,data.Indigenous population,data.Females,data.25 years and over,47,7.0
2022,data.Saskatchewan,data.Indigenous population,data.Females,data.25 to 54 years,47,7.1
2022,data.Alberta,data.Indigenous population,data.Both sexes,data.15 years and over,48,8.6
2022,data.Alberta,data.Indigenous population,data.Both sexes,data.15 to 64 years,48,8.6
2022,data.Alberta,data.Indigenous population,data.Both sexes,data.15 to 24 years,48,16.3
2022,data.Alberta,data.Indigenous population,data.Both sexes,data.25 years and over,48,6.6
2022,data.Alberta,data.Indigenous population,data.Both sexes,data.25 to 54 years,48,6.7
2022,data.Alberta,data.Indigenous population,data.Males,data.15 years and over,48,8.0
2022,data.Alberta,data.Indigenous population,data.Males,data.15 to 64 years,48,8.0
2022,data.Alberta,data.Indigenous population,data.Males,data.15 to 24 years,48,
2022,data.Alberta,data.Indigenous population,data.Males,data.25 years and over,48,6.1
2022,data.Alberta,data.Indigenous population,data.Males,data.25 to 54 years,48,6.0
2022,data.Alberta,data.Indigenous population,data.Females,data.15 years and over,48,9.3
2022,data.Alberta,data.Indigenous population,data.Females,data.15 to 64 years,48,9.3
2022,data.Alberta,data.Indigenous population,data.Females,data.15 to 24 years,48,
2022,data.Alberta,data.Indigenous population,data.Females,data.25 years and over,48,7.3
2022,data.Alberta,data.Indigenous population,data.Females,data.25 to 54 years,48,7.5
2022,data.British Columbia,data.Indigenous population,data.Both sexes,data.15 years and over,59,6.3
2022,data.British Columbia,data.Indigenous population,data.Both sexes,data.15 to 64 years,59,6.4
2022,data.British Columbia,data.Indigenous population,data.Both sexes,data.15 to 24 years,59,8.8
2022,data.British Columbia,data.Indigenous population,data.Both sexes,data.25 years and over,59,5.4
2022,data.British Columbia,data.Indigenous population,data.Both sexes,data.25 to 54 years,59,5.2
2022,data.British Columbia,data.Indigenous population,data.Males,data.15 years and over,59,7.6
2022,data.British Columbia,data.Indigenous population,data.Males,data.15 to 64 years,59,7.8
2022,data.British Columbia,data.Indigenous population,data.Males,data.15 to 24 years,59,10.8
2022,data.British Columbia,data.Indigenous population,data.Males,data.25 years and over,59,6.5
2022,data.British Columbia,data.Indigenous population,data.Males,data.25 to 54 years,59,6.2
2022,data.British Columbia,data.Indigenous population,data.Females,data.15 years and over,59,5.0
2022,data.British Columbia,data.Indigenous population,data.Females,data.15 to 64 years,59,5.0
2022,data.British Columbia,data.Indigenous population,data.Females,data.15 to 24 years,59,
2022,data.British Columbia,data.Indigenous population,data.Females,data.25 years and over,59,4.4
2022,data.British Columbia,data.Indigenous population,data.Females,data.25 to 54 years,59,4.3
2023,data.Canada,data.Indigenous population,data.Both sexes,data.15 years and over,,8.8
2023,data.Canada,data.Indigenous population,data.Both sexes,data.15 to 64 years,,8.9
2023,data.Canada,data.Indigenous population,data.Both sexes,data.15 to 24 years,,13.9
2023,data.Canada,data.Indigenous population,data.Both sexes,data.25 years and over,,7.4
2023,data.Canada,data.Indigenous population,data.Both sexes,data.25 to 54 years,,7.7
2023,data.Canada,data.Indigenous population,data.Males,data.15 years and over,,8.9
2023,data.Canada,data.Indigenous population,data.Males,data.15 to 64 years,,9.1
2023,data.Canada,data.Indigenous population,data.Males,data.15 to 24 years,,14.2
2023,data.Canada,data.Indigenous population,data.Males,data.25 years and over,,7.6
2023,data.Canada,data.Indigenous population,data.Males,data.25 to 54 years,,7.8
2023,data.Canada,data.Indigenous population,data.Females,data.15 years and over,,8.6
2023,data.Canada,data.Indigenous population,data.Females,data.15 to 64 years,,8.6
2023,data.Canada,data.Indigenous population,data.Females,data.15 to 24 years,,13.6
2023,data.Canada,data.Indigenous population,data.Females,data.25 years and over,,7.1
2023,data.Canada,data.Indigenous population,data.Females,data.25 to 54 years,,7.5
2023,data.Atlantic region,data.Indigenous population,data.Both sexes,data.15 years and over,,11.1
2023,data.Atlantic region,data.Indigenous population,data.Both sexes,data.15 to 64 years,,11.0
2023,data.Atlantic region,data.Indigenous population,data.Both sexes,data.15 to 24 years,,15.8
2023,data.Atlantic region,data.Indigenous population,data.Both sexes,data.25 years and over,,10.1
2023,data.Atlantic region,data.Indigenous population,data.Both sexes,data.25 to 54 years,,8.9
2023,data.Atlantic region,data.Indigenous population,data.Males,data.15 years and over,,12.4
2023,data.Atlantic region,data.Indigenous population,data.Males,data.15 to 64 years,,12.3
2023,data.Atlantic region,data.Indigenous population,data.Males,data.15 to 24 years,,
2023,data.Atlantic region,data.Indigenous population,data.Males,data.25 years and over,,11.8
2023,data.Atlantic region,data.Indigenous population,data.Males,data.25 to 54 years,,9.8
2023,data.Atlantic region,data.Indigenous population,data.Females,data.15 years and over,,9.7
2023,data.Atlantic region,data.Indigenous population,data.Females,data.15 to 64 years,,9.8
2023,data.Atlantic region,data.Indigenous population,data.Females,data.15 to 24 years,,
2023,data.Atlantic region,data.Indigenous population,data.Females,data.25 years and over,,8.3
2023,data.Atlantic region,data.Indigenous population,data.Females,data.25 to 54 years,,8.1
2023,data.Quebec,data.Indigenous population,data.Both sexes,data.15 years and over,24,5.9
2023,data.Quebec,data.Indigenous population,data.Both sexes,data.15 to 64 years,24,6.2
2023,data.Quebec,data.Indigenous population,data.Both sexes,data.15 to 24 years,24,
2023,data.Quebec,data.Indigenous population,data.Both sexes,data.25 years and over,24,5.0
2023,data.Quebec,data.Indigenous population,data.Both sexes,data.25 to 54 years,24,
2023,data.Quebec,data.Indigenous population,data.Males,data.15 years and over,24,
2023,data.Quebec,data.Indigenous population,data.Males,data.15 to 64 years,24,
2023,data.Quebec,data.Indigenous population,data.Males,data.15 to 24 years,24,
2023,data.Quebec,data.Indigenous population,data.Males,data.25 years and over,24,
2023,data.Quebec,data.Indigenous population,data.Males,data.25 to 54 years,24,
2023,data.Quebec,data.Indigenous population,data.Females,data.15 years and over,24,
2023,data.Quebec,data.Indigenous population,data.Females,data.15 to 64 years,24,
2023,data.Quebec,data.Indigenous population,data.Females,data.15 to 24 years,24,
2023,data.Quebec,data.Indigenous population,data.Females,data.25 years and over,24,
2023,data.Quebec,data.Indigenous population,data.Females,data.25 to 54 years,24,
2023,data.Ontario,data.Indigenous population,data.Both sexes,data.15 years and over,35,8.3
2023,data.Ontario,data.Indigenous population,data.Both sexes,data.15 to 64 years,35,8.4
2023,data.Ontario,data.Indigenous population,data.Both sexes,data.15 to 24 years,35,13.5
2023,data.Ontario,data.Indigenous population,data.Both sexes,data.25 years and over,35,6.6
2023,data.Ontario,data.Indigenous population,data.Both sexes,data.25 to 54 years,35,7.3
2023,data.Ontario,data.Indigenous population,data.Males,data.15 years and over,35,8.7
2023,data.Ontario,data.Indigenous population,data.Males,data.15 to 64 years,35,8.9
2023,data.Ontario,data.Indigenous population,data.Males,data.15 to 24 years,35,13.3
2023,data.Ontario,data.Indigenous population,data.Males,data.25 years and over,35,7.3
2023,data.Ontario,data.Indigenous population,data.Males,data.25 to 54 years,35,8.3
2023,data.Ontario,data.Indigenous population,data.Females,data.15 years and over,35,7.8
2023,data.Ontario,data.Indigenous population,data.Females,data.15 to 64 years,35,8.0
2023,data.Ontario,data.Indigenous population,data.Females,data.15 to 24 years,35,13.7
2023,data.Ontario,data.Indigenous population,data.Females,data.25 years and over,35,5.8
2023,data.Ontario,data.Indigenous population,data.Females,data.25 to 54 years,35,6.3
2023,data.Manitoba,data.Indigenous population,data.Both sexes,data.15 years and over,46,8.5
2023,data.Manitoba,data.Indigenous population,data.Both sexes,data.15 to 64 years,46,8.7
2023,data.Manitoba,data.Indigenous population,data.Both sexes,data.15 to 24 years,46,12.3
2023,data.Manitoba,data.Indigenous population,data.Both sexes,data.25 years and over,46,7.5
2023,data.Manitoba,data.Indigenous population,data.Both sexes,data.25 to 54 years,46,7.8
2023,data.Manitoba,data.Indigenous population,data.Males,data.15 years and over,46,9.4
2023,data.Manitoba,data.Indigenous population,data.Males,data.15 to 64 years,46,9.7
2023,data.Manitoba,data.Indigenous population,data.Males,data.15 to 24 years,46,12.9
2023,data.Manitoba,data.Indigenous population,data.Males,data.25 years and over,46,8.3
2023,data.Manitoba,data.Indigenous population,data.Males,data.25 to 54 years,46,8.7
2023,data.Manitoba,data.Indigenous population,data.Females,data.15 years and over,46,7.6
2023,data.Manitoba,data.Indigenous population,data.Females,data.15 to 64 years,46,7.7
2023,data.Manitoba,data.Indigenous population,data.Females,data.15 to 24 years,46,11.6
2023,data.Manitoba,data.Indigenous population,data.Females,data.25 years and over,46,6.7
2023,data.Manitoba,data.Indigenous population,data.Females,data.25 to 54 years,46,6.8
2023,data.Saskatchewan,data.Indigenous population,data.Both sexes,data.15 years and over,47,9.4
2023,data.Saskatchewan,data.Indigenous population,data.Both sexes,data.15 to 64 years,47,9.4
2023,data.Saskatchewan,data.Indigenous population,data.Both sexes,data.15 to 24 years,47,15.9
2023,data.Saskatchewan,data.Indigenous population,data.Both sexes,data.25 years and over,47,7.6
2023,data.Saskatchewan,data.Indigenous population,data.Both sexes,data.25 to 54 years,47,8.1
2023,data.Saskatchewan,data.Indigenous population,data.Males,data.15 years and over,47,10.0
2023,data.Saskatchewan,data.Indigenous population,data.Males,data.15 to 64 years,47,10.1
2023,data.Saskatchewan,data.Indigenous population,data.Males,data.15 to 24 years,47,14.9
2023,data.Saskatchewan,data.Indigenous population,data.Males,data.25 years and over,47,8.9
2023,data.Saskatchewan,data.Indigenous population,data.Males,data.25 to 54 years,47,8.9
2023,data.Saskatchewan,data.Indigenous population,data.Females,data.15 years and over,47,8.6
2023,data.Saskatchewan,data.Indigenous population,data.Females,data.15 to 64 years,47,8.8
2023,data.Saskatchewan,data.Indigenous population,data.Females,data.15 to 24 years,47,16.8
2023,data.Saskatchewan,data.Indigenous population,data.Females,data.25 years and over,47,6.2
2023,data.Saskatchewan,data.Indigenous population,data.Females,data.25 to 54 years,47,7.3
2023,data.Alberta,data.Indigenous population,data.Both sexes,data.15 years and over,48,10.5
2023,data.Alberta,data.Indigenous population,data.Both sexes,data.15 to 64 years,48,10.3
2023,data.Alberta,data.Indigenous population,data.Both sexes,data.15 to 24 years,48,14.7
2023,data.Alberta,data.Indigenous population,data.Both sexes,data.25 years and over,48,9.2
2023,data.Alberta,data.Indigenous population,data.Both sexes,data.25 to 54 years,48,9.5
2023,data.Alberta,data.Indigenous population,data.Males,data.15 years and over,48,10.2
2023,data.Alberta,data.Indigenous population,data.Males,data.15 to 64 years,48,10.2
2023,data.Alberta,data.Indigenous population,data.Males,data.15 to 24 years,48,18.5
2023,data.Alberta,data.Indigenous population,data.Males,data.25 years and over,48,8.3
2023,data.Alberta,data.Indigenous population,data.Males,data.25 to 54 years,48,7.9
2023,data.Alberta,data.Indigenous population,data.Females,data.15 years and over,48,10.7
2023,data.Alberta,data.Indigenous population,data.Females,data.15 to 64 years,48,10.3
2023,data.Alberta,data.Indigenous population,data.Females,data.15 to 24 years,48,11.7
2023,data.Alberta,data.Indigenous population,data.Females,data.25 years and over,48,10.3
2023,data.Alberta,data.Indigenous population,data.Females,data.25 to 54 years,48,11.3
2023,data.British Columbia,data.Indigenous population,data.Both sexes,data.15 years and over,59,8.1
2023,data.British Columbia,data.Indigenous population,data.Both sexes,data.15 to 64 years,59,8.4
2023,data.British Columbia,data.Indigenous population,data.Both sexes,data.15 to 24 years,59,13.4
2023,data.British Columbia,data.Indigenous population,data.Both sexes,data.25 years and over,59,6.6
2023,data.British Columbia,data.Indigenous population,data.Both sexes,data.25 to 54 years,59,7.0
2023,data.British Columbia,data.Indigenous population,data.Males,data.15 years and over,59,7.8
2023,data.British Columbia,data.Indigenous population,data.Males,data.15 to 64 years,59,8.1
2023,data.British Columbia,data.Indigenous population,data.Males,data.15 to 24 years,59,10.9
2023,data.British Columbia,data.Indigenous population,data.Males,data.25 years and over,59,7.0
2023,data.British Columbia,data.Indigenous population,data.Males,data.25 to 54 years,59,7.8
2023,data.British Columbia,data.Indigenous population,data.Females,data.15 years and over,59,8.3
2023,data.British Columbia,data.Indigenous population,data.Females,data.15 to 64 years,59,8.6
2023,data.British Columbia,data.Indigenous population,data.Females,data.15 to 24 years,59,15.6
2023,data.British Columbia,data.Indigenous population,data.Females,data.25 years and over,59,6.2
2023,data.British Columbia,data.Indigenous population,data.Females,data.25 to 54 years,59,6.3
2024,data.Canada,data.Indigenous population,data.Both sexes,data.15 years and over,,9.8
2024,data.Canada,data.Indigenous population,data.Both sexes,data.15 to 64 years,,9.9
2024,data.Canada,data.Indigenous population,data.Both sexes,data.15 to 24 years,,17.6
2024,data.Canada,data.Indigenous population,data.Both sexes,data.25 years and over,,7.6
2024,data.Canada,data.Indigenous population,data.Both sexes,data.25 to 54 years,,7.6
2024,data.Canada,data.Indigenous population,data.Males,data.15 years and over,,11.1
2024,data.Canada,data.Indigenous population,data.Males,data.15 to 64 years,,11.2
2024,data.Canada,data.Indigenous population,data.Males,data.15 to 24 years,,20.7
2024,data.Canada,data.Indigenous population,data.Males,data.25 years and over,,8.5
2024,data.Canada,data.Indigenous population,data.Males,data.25 to 54 years,,8.4
2024,data.Canada,data.Indigenous population,data.Females,data.15 years and over,,8.4
2024,data.Canada,data.Indigenous population,data.Females,data.15 to 64 years,,8.5
2024,data.Canada,data.Indigenous population,data.Females,data.15 to 24 years,,14.4
2024,data.Canada,data.Indigenous population,data.Females,data.25 years and over,,6.7
2024,data.Canada,data.Indigenous population,data.Females,data.25 to 54 years,,6.8
2024,data.Atlantic region,data.Indigenous population,data.Both sexes,data.15 years and over,,10.5
2024,data.Atlantic region,data.Indigenous population,data.Both sexes,data.15 to 64 years,,10.2
2024,data.Atlantic region,data.Indigenous population,data.Both sexes,data.15 to 24 years,,15.2
2024,data.Atlantic region,data.Indigenous population,data.Both sexes,data.25 years and over,,9.4
2024,data.Atlantic region,data.Indigenous population,data.Both sexes,data.25 to 54 years,,8.8
2024,data.Atlantic region,data.Indigenous population,data.Males,data.15 years and over,,13.2
2024,data.Atlantic region,data.Indigenous population,data.Males,data.15 to 64 years,,13.4
2024,data.Atlantic region,data.Indigenous population,data.Males,data.15 to 24 years,,17.6
2024,data.Atlantic region,data.Indigenous population,data.Males,data.25 years and over,,12.1
2024,data.Atlantic region,data.Indigenous population,data.Males,data.25 to 54 years,,12.2
2024,data.Atlantic region,data.Indigenous population,data.Females,data.15 years and over,,7.7
2024,data.Atlantic region,data.Indigenous population,data.Females,data.15 to 64 years,,7.0
2024,data.Atlantic region,data.Indigenous population,data.Females,data.15 to 24 years,,
2024,data.Atlantic region,data.Indigenous population,data.Females,data.25 years and over,,6.8
2024,data.Atlantic region,data.Indigenous population,data.Females,data.25 to 54 years,,5.7
2024,data.Quebec,data.Indigenous population,data.Both sexes,data.15 years and over,24,6.9
2024,data.Quebec,data.Indigenous population,data.Both sexes,data.15 to 64 years,24,6.9
2024,data.Quebec,data.Indigenous population,data.Both sexes,data.15 to 24 years,24,
2024,data.Quebec,data.Indigenous population,data.Both sexes,data.25 years and over,24,6.3
2024,data.Quebec,data.Indigenous population,data.Both sexes,data.25 to 54 years,24,6.7
2024,data.Quebec,data.Indigenous population,data.Males,data.15 years and over,24,7.4
2024,data.Quebec,data.Indigenous population,data.Males,data.15 to 64 years,24,7.7
2024,data.Quebec,data.Indigenous population,data.Males,data.15 to 24 years,24,
2024,data.Quebec,data.Indigenous population,data.Males,data.25 years and over,24,7.2
2024,data.Quebec,data.Indigenous population,data.Males,data.25 to 54 years,24,
2024,data.Quebec,data.Indigenous population,data.Females,data.15 years and over,24,6.4
2024,data.Quebec,data.Indigenous population,data.Females,data.15 to 64 years,24,
2024,data.Quebec,data.Indigenous population,data.Females,data.15 to 24 years,24,
2024,data.Quebec,data.Indigenous population,data.Females,data.25 years and over,24,
2024,data.Quebec,data.Indigenous population,data.Females,data.25 to 54 years,24,
2024,data.Ontario,data.Indigenous population,data.Both sexes,data.15 years and over,35,10.0
2024,data.Ontario,data.Indigenous population,data.Both sexes,data.15 to 64 years,35,10.3
2024,data.Ontario,data.Indigenous population,data.Both sexes,data.15 to 24 years,35,19.4
2024,data.Ontario,data.Indigenous population,data.Both sexes,data.25 years and over,35,7.3
2024,data.Ontario,data.Indigenous population,data.Both sexes,data.25 to 54 years,35,7.1
2024,data.Ontario,data.Indigenous population,data.Males,data.15 years and over,35,11.9
2024,data.Ontario,data.Indigenous population,data.Males,data.15 to 64 years,35,12.2
2024,data.Ontario,data.Indigenous population,data.Males,data.15 to 24 years,35,25.3
2024,data.Ontario,data.Indigenous population,data.Males,data.25 years and over,35,7.6
2024,data.Ontario,data.Indigenous population,data.Males,data.25 to 54 years,35,7.3
2024,data.Ontario,data.Indigenous population,data.Females,data.15 years and over,35,8.0
2024,data.Ontario,data.Indigenous population,data.Females,data.15 to 64 years,35,8.3
2024,data.Ontario,data.Indigenous population,data.Females,data.15 to 24 years,35,12.2
2024,data.Ontario,data.Indigenous population,data.Females,data.25 years and over,35,6.9
2024,data.Ontario,data.Indigenous population,data.Females,data.25 to 54 years,35,6.8
2024,data.Manitoba,data.Indigenous population,data.Both sexes,data.15 years and over,46,9.0
2024,data.Manitoba,data.Indigenous population,data.Both sexes,data.15 to 64 years,46,9.3
2024,data.Manitoba,data.Indigenous population,data.Both sexes,data.15 to 24 years,46,14.2
2024,data.Manitoba,data.Indigenous population,data.Both sexes,data.25 years and over,46,7.5
2024,data.Manitoba,data.Indigenous population,data.Both sexes,data.25 to 54 years,46,8.2
2024,data.Manitoba,data.Indigenous population,data.Males,data.15 years and over,46,9.2
2024,data.Manitoba,data.Indigenous population,data.Males,data.15 to 64 years,46,9.6
2024,data.Manitoba,data.Indigenous population,data.Males,data.15 to 24 years,46,12.7
2024,data.Manitoba,data.Indigenous population,data.Males,data.25 years and over,46,8.3
2024,data.Manitoba,data.Indigenous population,data.Males,data.25 to 54 years,46,9.1
2024,data.Manitoba,data.Indigenous population,data.Females,data.15 years and over,46,8.8
2024,data.Manitoba,data.Indigenous population,data.Females,data.15 to 64 years,46,9.0
2024,data.Manitoba,data.Indigenous population,data.Females,data.15 to 24 years,46,15.5
2024,data.Manitoba,data.Indigenous population,data.Females,data.25 years and over,46,6.5
2024,data.Manitoba,data.Indigenous population,data.Females,data.25 to 54 years,46,7.1
2024,data.Saskatchewan,data.Indigenous population,data.Both sexes,data.15 years and over,47,10.9
2024,data.Saskatchewan,data.Indigenous population,data.Both sexes,data.15 to 64 years,47,10.7
2024,data.Saskatchewan,data.Indigenous population,data.Both sexes,data.15 to 24 years,47,19.6
2024,data.Saskatchewan,data.Indigenous population,data.Both sexes,data.25 years and over,47,8.5
2024,data.Saskatchewan,data.Indigenous population,data.Both sexes,data.25 to 54 years,47,9.0
2024,data.Saskatchewan,data.Indigenous population,data.Males,data.15 years and over,47,13.5
2024,data.Saskatchewan,data.Indigenous population,data.Males,data.15 to 64 years,47,13.1
2024,data.Saskatchewan,data.Indigenous population,data.Males,data.15 to 24 years,47,24.9
2024,data.Saskatchewan,data.Indigenous population,data.Males,data.25 years and over,47,10.0
2024,data.Saskatchewan,data.Indigenous population,data.Males,data.25 to 54 years,47,9.8
2024,data.Saskatchewan,data.Indigenous population,data.Females,data.15 years and over,47,8.1
2024,data.Saskatchewan,data.Indigenous population,data.Females,data.15 to 64 years,47,8.3
2024,data.Saskatchewan,data.Indigenous population,data.Females,data.15 to 24 years,47,12.8
2024,data.Saskatchewan,data.Indigenous population,data.Females,data.25 years and over,47,7.0
2024,data.Saskatchewan,data.Indigenous population,data.Females,data.25 to 54 years,47,8.3
2024,data.Alberta,data.Indigenous population,data.Both sexes,data.15 years and over,48,10.6
2024,data.Alberta,data.Indigenous population,data.Both sexes,data.15 to 64 years,48,10.8
2024,data.Alberta,data.Indigenous population,data.Both sexes,data.15 to 24 years,48,20.1
2024,data.Alberta,data.Indigenous population,data.Both sexes,data.25 years and over,48,8.4
2024,data.Alberta,data.Indigenous population,data.Both sexes,data.25 to 54 years,48,7.1
2024,data.Alberta,data.Indigenous population,data.Males,data.15 years and over,48,11.3
2024,data.Alberta,data.Indigenous population,data.Males,data.15 to 64 years,48,11.5
2024,data.Alberta,data.Indigenous population,data.Males,data.15 to 24 years,48,
2024,data.Alberta,data.Indigenous population,data.Males,data.25 years and over,48,9.4
2024,data.Alberta,data.Indigenous population,data.Males,data.25 to 54 years,48,8.1
2024,data.Alberta,data.Indigenous population,data.Females,data.15 years and over,48,9.8
2024,data.Alberta,data.Indigenous population,data.Females,data.15 to 64 years,48,10.0
2024,data.Alberta,data.Indigenous population,data.Females,data.15 to 24 years,48,18.8
2024,data.Alberta,data.Indigenous population,data.Females,data.25 years and over,48,7.0
2024,data.Alberta,data.Indigenous population,data.Females,data.25 to 54 years,48,5.9
2024,data.British Columbia,data.Indigenous population,data.Both sexes,data.15 years and over,59,10.2
2024,data.British Columbia,data.Indigenous population,data.Both sexes,data.15 to 64 years,59,10.3
2024,data.British Columbia,data.Indigenous population,data.Both sexes,data.15 to 24 years,59,19.6
2024,data.British Columbia,data.Indigenous population,data.Both sexes,data.25 years and over,59,7.1
2024,data.British Columbia,data.Indigenous population,data.Both sexes,data.25 to 54 years,59,7.9
2024,data.British Columbia,data.Indigenous population,data.Males,data.15 years and over,59,11.2
2024,data.British Columbia,data.Indigenous population,data.Males,data.15 to 64 years,59,11.1
2024,data.British Columbia,data.Indigenous population,data.Males,data.15 to 24 years,59,24.3
2024,data.British Columbia,data.Indigenous population,data.Males,data.25 years and over,59,7.1
2024,data.British Columbia,data.Indigenous population,data.Males,data.25 to 54 years,59,7.6
2024,data.British Columbia,data.Indigenous population,data.Females,data.15 years and over,59,9.2
2024,data.British Columbia,data.Indigenous population,data.Females,data.15 to 64 years,59,9.5
2024,data.British Columbia,data.Indigenous population,data.Females,data.15 to 24 years,59,15.3
2024,data.British Columbia,data.Indigenous population,data.Females,data.25 years and over,59,7.1
2024,data.British Columbia,data.Indigenous population,data.Females,data.25 to 54 years,59,8.1
2015,data.Canada,data.Landed immigrants,data.Both sexes,data.15 years and over,,7.4
2015,data.Canada,data.Landed immigrants,data.Both sexes,data.25 to 54 years,,7.0
2015,data.Canada,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,,12.1
2015,data.Canada,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,,10.9
2015,data.Canada,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,,8.7
