Year,data.Geography,data.Type of case,data.Elapsed time,GeoCode,Value
2019/2020,data.Prince Edward Island,data.Family cases,data.Greater than 12 months to 24 months,11,4.53
2019/2020,data.Prince Edward Island,data.Family cases,data.Greater than 24 months,11,2.52
2019/2020,data.Prince Edward Island,data.Family cases,data.Unknown,11,0.0
2019/2020,data.Nova Scotia,data.Total cases,data.Less than or equal to 3 months,12,41.39
2019/2020,data.Nova Scotia,data.Total cases,data.Greater than 3 months to 6 months,12,18.22
2019/2020,data.Nova Scotia,data.Total cases,data.Greater than 6 months to 12 months,12,15.08
2019/2020,data.Nova Scotia,data.Total cases,data.Greater than 12 months to 24 months,12,12.11
2019/2020,data.Nova Scotia,data.Total cases,data.Greater than 24 months,12,12.67
2019/2020,data.Nova Scotia,data.Total cases,data.Unknown,12,0.53
2019/2020,data.Nova Scotia,data.General civil cases,data.Less than or equal to 3 months,12,33.81
2019/2020,data.Nova Scotia,data.General civil cases,data.Greater than 3 months to 6 months,12,13.99
2019/2020,data.Nova Scotia,data.General civil cases,data.Greater than 6 months to 12 months,12,15.3
2019/2020,data.Nova Scotia,data.General civil cases,data.Greater than 12 months to 24 months,12,16.9
2019/2020,data.Nova Scotia,data.General civil cases,data.Greater than 24 months,12,19.85
2019/2020,data.Nova Scotia,data.General civil cases,data.Unknown,12,0.15
2019/2020,data.Nova Scotia,data.Family cases,data.Less than or equal to 3 months,12,46.06
2019/2020,data.Nova Scotia,data.Family cases,data.Greater than 3 months to 6 months,12,20.82
2019/2020,data.Nova Scotia,data.Family cases,data.Greater than 6 months to 12 months,12,14.94
2019/2020,data.Nova Scotia,data.Family cases,data.Greater than 12 months to 24 months,12,9.16
2019/2020,data.Nova Scotia,data.Family cases,data.Greater than 24 months,12,8.26
2019/2020,data.Nova Scotia,data.Family cases,data.Unknown,12,0.76
2019/2020,data.New Brunswick,data.Total cases,data.Less than or equal to 3 months,13,54.76
2019/2020,data.New Brunswick,data.Total cases,data.Greater than 3 months to 6 months,13,14.26
2019/2020,data.New Brunswick,data.Total cases,data.Greater than 6 months to 12 months,13,12.42
2019/2020,data.New Brunswick,data.Total cases,data.Greater than 12 months to 24 months,13,8.59
2019/2020,data.New Brunswick,data.Total cases,data.Greater than 24 months,13,9.92
2019/2020,data.New Brunswick,data.Total cases,data.Unknown,13,0.05
2019/2020,data.New Brunswick,data.General civil cases,data.Less than or equal to 3 months,13,46.15
2019/2020,data.New Brunswick,data.General civil cases,data.Greater than 3 months to 6 months,13,15.08
2019/2020,data.New Brunswick,data.General civil cases,data.Greater than 6 months to 12 months,13,15.3
2019/2020,data.New Brunswick,data.General civil cases,data.Greater than 12 months to 24 months,13,11.39
2019/2020,data.New Brunswick,data.General civil cases,data.Greater than 24 months,13,12.01
2019/2020,data.New Brunswick,data.General civil cases,data.Unknown,13,0.06
2019/2020,data.New Brunswick,data.Family cases,data.Less than or equal to 3 months,13,64.66
2019/2020,data.New Brunswick,data.Family cases,data.Greater than 3 months to 6 months,13,13.3
2019/2020,data.New Brunswick,data.Family cases,data.Greater than 6 months to 12 months,13,9.1
2019/2020,data.New Brunswick,data.Family cases,data.Greater than 12 months to 24 months,13,5.38
2019/2020,data.New Brunswick,data.Family cases,data.Greater than 24 months,13,7.51
2019/2020,data.New Brunswick,data.Family cases,data.Unknown,13,0.05
2019/2020,data.Ontario,data.Total cases,data.Less than or equal to 3 months,35,47.2
2019/2020,data.Ontario,data.Total cases,data.Greater than 3 months to 6 months,35,18.25
2019/2020,data.Ontario,data.Total cases,data.Greater than 6 months to 12 months,35,11.29
2019/2020,data.Ontario,data.Total cases,data.Greater than 12 months to 24 months,35,8.43
2019/2020,data.Ontario,data.Total cases,data.Greater than 24 months,35,14.82
2019/2020,data.Ontario,data.Total cases,data.Unknown,35,0.01
2019/2020,data.Ontario,data.General civil cases,data.Less than or equal to 3 months,35,36.38
2019/2020,data.Ontario,data.General civil cases,data.Greater than 3 months to 6 months,35,17.47
2019/2020,data.Ontario,data.General civil cases,data.Greater than 6 months to 12 months,35,13.01
2019/2020,data.Ontario,data.General civil cases,data.Greater than 12 months to 24 months,35,11.05
2019/2020,data.Ontario,data.General civil cases,data.Greater than 24 months,35,22.09
2019/2020,data.Ontario,data.General civil cases,data.Unknown,35,0.0
2019/2020,data.Ontario,data.Family cases,data.Less than or equal to 3 months,35,67.29
2019/2020,data.Ontario,data.Family cases,data.Greater than 3 months to 6 months,35,19.68
2019/2020,data.Ontario,data.Family cases,data.Greater than 6 months to 12 months,35,8.11
2019/2020,data.Ontario,data.Family cases,data.Greater than 12 months to 24 months,35,3.56
2019/2020,data.Ontario,data.Family cases,data.Greater than 24 months,35,1.34
2019/2020,data.Ontario,data.Family cases,data.Unknown,35,0.02
2019/2020,data.Saskatchewan,data.Total cases,data.Less than or equal to 3 months,47,60.86
2019/2020,data.Saskatchewan,data.Total cases,data.Greater than 3 months to 6 months,47,14.89
2019/2020,data.Saskatchewan,data.Total cases,data.Greater than 6 months to 12 months,47,11.97
2019/2020,data.Saskatchewan,data.Total cases,data.Greater than 12 months to 24 months,47,6.8
2019/2020,data.Saskatchewan,data.Total cases,data.Greater than 24 months,47,4.84
2019/2020,data.Saskatchewan,data.Total cases,data.Unknown,47,0.64
2019/2020,data.Saskatchewan,data.General civil cases,data.Less than or equal to 3 months,47,68.37
2019/2020,data.Saskatchewan,data.General civil cases,data.Greater than 3 months to 6 months,47,11.78
2019/2020,data.Saskatchewan,data.General civil cases,data.Greater than 6 months to 12 months,47,10.05
2019/2020,data.Saskatchewan,data.General civil cases,data.Greater than 12 months to 24 months,47,5.32
2019/2020,data.Saskatchewan,data.General civil cases,data.Greater than 24 months,47,4.02
2019/2020,data.Saskatchewan,data.General civil cases,data.Unknown,47,0.47
2019/2020,data.Saskatchewan,data.Family cases,data.Less than or equal to 3 months,47,48.75
2019/2020,data.Saskatchewan,data.Family cases,data.Greater than 3 months to 6 months,47,19.9
2019/2020,data.Saskatchewan,data.Family cases,data.Greater than 6 months to 12 months,47,15.09
2019/2020,data.Saskatchewan,data.Family cases,data.Greater than 12 months to 24 months,47,9.18
2019/2020,data.Saskatchewan,data.Family cases,data.Greater than 24 months,47,6.15
2019/2020,data.Saskatchewan,data.Family cases,data.Unknown,47,0.92
2019/2020,data.Alberta,data.Total cases,data.Less than or equal to 3 months,48,64.49
2019/2020,data.Alberta,data.Total cases,data.Greater than 3 months to 6 months,48,11.87
2019/2020,data.Alberta,data.Total cases,data.Greater than 6 months to 12 months,48,10.39
2019/2020,data.Alberta,data.Total cases,data.Greater than 12 months to 24 months,48,7.31
2019/2020,data.Alberta,data.Total cases,data.Greater than 24 months,48,5.85
2019/2020,data.Alberta,data.Total cases,data.Unknown,48,0.08
2019/2020,data.Alberta,data.General civil cases,data.Less than or equal to 3 months,48,62.74
2019/2020,data.Alberta,data.General civil cases,data.Greater than 3 months to 6 months,48,11.2
2019/2020,data.Alberta,data.General civil cases,data.Greater than 6 months to 12 months,48,11.01
2019/2020,data.Alberta,data.General civil cases,data.Greater than 12 months to 24 months,48,8.1
2019/2020,data.Alberta,data.General civil cases,data.Greater than 24 months,48,6.91
2019/2020,data.Alberta,data.General civil cases,data.Unknown,48,0.03
2019/2020,data.Alberta,data.Family cases,data.Less than or equal to 3 months,48,67.86
2019/2020,data.Alberta,data.Family cases,data.Greater than 3 months to 6 months,48,13.16
2019/2020,data.Alberta,data.Family cases,data.Greater than 6 months to 12 months,48,9.21
2019/2020,data.Alberta,data.Family cases,data.Greater than 12 months to 24 months,48,5.8
2019/2020,data.Alberta,data.Family cases,data.Greater than 24 months,48,3.81
2019/2020,data.Alberta,data.Family cases,data.Unknown,48,0.17
2019/2020,data.British Columbia,data.Total cases,data.Less than or equal to 3 months,59,46.32
2019/2020,data.British Columbia,data.Total cases,data.Greater than 3 months to 6 months,59,18.99
2019/2020,data.British Columbia,data.Total cases,data.Greater than 6 months to 12 months,59,15.72
2019/2020,data.British Columbia,data.Total cases,data.Greater than 12 months to 24 months,59,10.36
2019/2020,data.British Columbia,data.Total cases,data.Greater than 24 months,59,8.52
2019/2020,data.British Columbia,data.Total cases,data.Unknown,59,0.09
2019/2020,data.British Columbia,data.General civil cases,data.Less than or equal to 3 months,59,44.85
2019/2020,data.British Columbia,data.General civil cases,data.Greater than 3 months to 6 months,59,16.17
2019/2020,data.British Columbia,data.General civil cases,data.Greater than 6 months to 12 months,59,17.01
2019/2020,data.British Columbia,data.General civil cases,data.Greater than 12 months to 24 months,59,12.65
2019/2020,data.British Columbia,data.General civil cases,data.Greater than 24 months,59,9.32
2019/2020,data.British Columbia,data.General civil cases,data.Unknown,59,0.01
2019/2020,data.British Columbia,data.Family cases,data.Less than or equal to 3 months,59,48.83
2019/2020,data.British Columbia,data.Family cases,data.Greater than 3 months to 6 months,59,23.8
2019/2020,data.British Columbia,data.Family cases,data.Greater than 6 months to 12 months,59,13.54
2019/2020,data.British Columbia,data.Family cases,data.Greater than 12 months to 24 months,59,6.46
2019/2020,data.British Columbia,data.Family cases,data.Greater than 24 months,59,7.17
2019/2020,data.British Columbia,data.Family cases,data.Unknown,59,0.21
2019/2020,data.Yukon,data.Total cases,data.Less than or equal to 3 months,60,61.58
2019/2020,data.Yukon,data.Total cases,data.Greater than 3 months to 6 months,60,13.39
2019/2020,data.Yukon,data.Total cases,data.Greater than 6 months to 12 months,60,12.92
2019/2020,data.Yukon,data.Total cases,data.Greater than 12 months to 24 months,60,8.85
2019/2020,data.Yukon,data.Total cases,data.Greater than 24 months,60,3.26
2019/2020,data.Yukon,data.Total cases,data.Unknown,60,0.0
2019/2020,data.Yukon,data.General civil cases,data.Less than or equal to 3 months,60,62.07
2019/2020,data.Yukon,data.General civil cases,data.Greater than 3 months to 6 months,60,10.73
2019/2020,data.Yukon,data.General civil cases,data.Greater than 6 months to 12 months,60,14.94
2019/2020,data.Yukon,data.General civil cases,data.Greater than 12 months to 24 months,60,9.2
2019/2020,data.Yukon,data.General civil cases,data.Greater than 24 months,60,3.07
2019/2020,data.Yukon,data.General civil cases,data.Unknown,60,0.0
2019/2020,data.Yukon,data.Family cases,data.Less than or equal to 3 months,60,60.83
2019/2020,data.Yukon,data.Family cases,data.Greater than 3 months to 6 months,60,17.51
2019/2020,data.Yukon,data.Family cases,data.Greater than 6 months to 12 months,60,9.79
2019/2020,data.Yukon,data.Family cases,data.Greater than 12 months to 24 months,60,8.31
2019/2020,data.Yukon,data.Family cases,data.Greater than 24 months,60,3.56
2019/2020,data.Yukon,data.Family cases,data.Unknown,60,0.0
2019/2020,data.Northwest Territories,data.Total cases,data.Less than or equal to 3 months,61,89.05
2019/2020,data.Northwest Territories,data.Total cases,data.Greater than 3 months to 6 months,61,3.96
2019/2020,data.Northwest Territories,data.Total cases,data.Greater than 6 months to 12 months,61,2.77
2019/2020,data.Northwest Territories,data.Total cases,data.Greater than 12 months to 24 months,61,1.85
2019/2020,data.Northwest Territories,data.Total cases,data.Greater than 24 months,61,2.37
2019/2020,data.Northwest Territories,data.Total cases,data.Unknown,61,0.0
2019/2020,data.Northwest Territories,data.General civil cases,data.Less than or equal to 3 months,61,92.28
2019/2020,data.Northwest Territories,data.General civil cases,data.Greater than 3 months to 6 months,61,1.89
2019/2020,data.Northwest Territories,data.General civil cases,data.Greater than 6 months to 12 months,61,2.2
2019/2020,data.Northwest Territories,data.General civil cases,data.Greater than 12 months to 24 months,61,1.57
2019/2020,data.Northwest Territories,data.General civil cases,data.Greater than 24 months,61,2.05
2019/2020,data.Northwest Territories,data.General civil cases,data.Unknown,61,0.0
2019/2020,data.Northwest Territories,data.Family cases,data.Less than or equal to 3 months,61,72.36
2019/2020,data.Northwest Territories,data.Family cases,data.Greater than 3 months to 6 months,61,14.63
2019/2020,data.Northwest Territories,data.Family cases,data.Greater than 6 months to 12 months,61,5.69
2019/2020,data.Northwest Territories,data.Family cases,data.Greater than 12 months to 24 months,61,3.25
2019/2020,data.Northwest Territories,data.Family cases,data.Greater than 24 months,61,4.07
2019/2020,data.Northwest Territories,data.Family cases,data.Unknown,61,0.0
2019/2020,data.Nunavut,data.Total cases,data.Less than or equal to 3 months,62,68.46
2019/2020,data.Nunavut,data.Total cases,data.Greater than 3 months to 6 months,62,11.44
2019/2020,data.Nunavut,data.Total cases,data.Greater than 6 months to 12 months,62,8.66
2019/2020,data.Nunavut,data.Total cases,data.Greater than 12 months to 24 months,62,6.05
2019/2020,data.Nunavut,data.Total cases,data.Greater than 24 months,62,5.39
2019/2020,data.Nunavut,data.Total cases,data.Unknown,62,0.0
2019/2020,data.Nunavut,data.General civil cases,data.Less than or equal to 3 months,62,24.53
2019/2020,data.Nunavut,data.General civil cases,data.Greater than 3 months to 6 months,62,18.87
2019/2020,data.Nunavut,data.General civil cases,data.Greater than 6 months to 12 months,62,22.64
2019/2020,data.Nunavut,data.General civil cases,data.Greater than 12 months to 24 months,62,19.5
2019/2020,data.Nunavut,data.General civil cases,data.Greater than 24 months,62,14.47
2019/2020,data.Nunavut,data.General civil cases,data.Unknown,62,0.0
2019/2020,data.Nunavut,data.Family cases,data.Less than or equal to 3 months,62,83.89
2019/2020,data.Nunavut,data.Family cases,data.Greater than 3 months to 6 months,62,8.83
2019/2020,data.Nunavut,data.Family cases,data.Greater than 6 months to 12 months,62,3.75
2019/2020,data.Nunavut,data.Family cases,data.Greater than 12 months to 24 months,62,1.32
2019/2020,data.Nunavut,data.Family cases,data.Greater than 24 months,62,2.21
2019/2020,data.Nunavut,data.Family cases,data.Unknown,62,0.0
2020/2021,data.Canada,data.Total cases,data.Less than or equal to 3 months,,48.29
2020/2021,data.Canada,data.Total cases,data.Greater than 3 months to 6 months,,16.65
2020/2021,data.Canada,data.Total cases,data.Greater than 6 months to 12 months,,15.13
2020/2021,data.Canada,data.Total cases,data.Greater than 12 months to 24 months,,10.84
2020/2021,data.Canada,data.Total cases,data.Greater than 24 months,,9.03
2020/2021,data.Canada,data.Total cases,data.Unknown,,0.06
2020/2021,data.Canada,data.General civil cases,data.Less than or equal to 3 months,,41.88
2020/2021,data.Canada,data.General civil cases,data.Greater than 3 months to 6 months,,14.57
2020/2021,data.Canada,data.General civil cases,data.Greater than 6 months to 12 months,,16.71
2020/2021,data.Canada,data.General civil cases,data.Greater than 12 months to 24 months,,14.2
2020/2021,data.Canada,data.General civil cases,data.Greater than 24 months,,12.62
2020/2021,data.Canada,data.General civil cases,data.Unknown,,0.02
2020/2021,data.Canada,data.Family cases,data.Less than or equal to 3 months,,57.73
2020/2021,data.Canada,data.Family cases,data.Greater than 3 months to 6 months,,19.7
2020/2021,data.Canada,data.Family cases,data.Greater than 6 months to 12 months,,12.81
2020/2021,data.Canada,data.Family cases,data.Greater than 12 months to 24 months,,5.9
2020/2021,data.Canada,data.Family cases,data.Greater than 24 months,,3.74
2020/2021,data.Canada,data.Family cases,data.Unknown,,0.12
2020/2021,data.Prince Edward Island,data.Total cases,data.Less than or equal to 3 months,11,60.75
2020/2021,data.Prince Edward Island,data.Total cases,data.Greater than 3 months to 6 months,11,11.45
2020/2021,data.Prince Edward Island,data.Total cases,data.Greater than 6 months to 12 months,11,11.14
2020/2021,data.Prince Edward Island,data.Total cases,data.Greater than 12 months to 24 months,11,11.19
2020/2021,data.Prince Edward Island,data.Total cases,data.Greater than 24 months,11,5.42
2020/2021,data.Prince Edward Island,data.Total cases,data.Unknown,11,0.04
2020/2021,data.Prince Edward Island,data.General civil cases,data.Less than or equal to 3 months,11,61.35
2020/2021,data.Prince Edward Island,data.General civil cases,data.Greater than 3 months to 6 months,11,8.43
2020/2021,data.Prince Edward Island,data.General civil cases,data.Greater than 6 months to 12 months,11,10.09
2020/2021,data.Prince Edward Island,data.General civil cases,data.Greater than 12 months to 24 months,11,13.42
2020/2021,data.Prince Edward Island,data.General civil cases,data.Greater than 24 months,11,6.65
2020/2021,data.Prince Edward Island,data.General civil cases,data.Unknown,11,0.06
2020/2021,data.Prince Edward Island,data.Family cases,data.Less than or equal to 3 months,11,59.32
2020/2021,data.Prince Edward Island,data.Family cases,data.Greater than 3 months to 6 months,11,18.65
2020/2021,data.Prince Edward Island,data.Family cases,data.Greater than 6 months to 12 months,11,13.66
2020/2021,data.Prince Edward Island,data.Family cases,data.Greater than 12 months to 24 months,11,5.87
2020/2021,data.Prince Edward Island,data.Family cases,data.Greater than 24 months,11,2.5
2020/2021,data.Prince Edward Island,data.Family cases,data.Unknown,11,0.0
2020/2021,data.Nova Scotia,data.Total cases,data.Less than or equal to 3 months,12,39.2
2020/2021,data.Nova Scotia,data.Total cases,data.Greater than 3 months to 6 months,12,17.98
2020/2021,data.Nova Scotia,data.Total cases,data.Greater than 6 months to 12 months,12,16.45
2020/2021,data.Nova Scotia,data.Total cases,data.Greater than 12 months to 24 months,12,14.67
2020/2021,data.Nova Scotia,data.Total cases,data.Greater than 24 months,12,11.19
2020/2021,data.Nova Scotia,data.Total cases,data.Unknown,12,0.51
2020/2021,data.Nova Scotia,data.General civil cases,data.Less than or equal to 3 months,12,24.89
2020/2021,data.Nova Scotia,data.General civil cases,data.Greater than 3 months to 6 months,12,13.85
2020/2021,data.Nova Scotia,data.General civil cases,data.Greater than 6 months to 12 months,12,20.28
2020/2021,data.Nova Scotia,data.General civil cases,data.Greater than 12 months to 24 months,12,23.45
2020/2021,data.Nova Scotia,data.General civil cases,data.Greater than 24 months,12,17.38
2020/2021,data.Nova Scotia,data.General civil cases,data.Unknown,12,0.14
2020/2021,data.Nova Scotia,data.Family cases,data.Less than or equal to 3 months,12,46.17
2020/2021,data.Nova Scotia,data.Family cases,data.Greater than 3 months to 6 months,12,19.99
2020/2021,data.Nova Scotia,data.Family cases,data.Greater than 6 months to 12 months,12,14.58
2020/2021,data.Nova Scotia,data.Family cases,data.Greater than 12 months to 24 months,12,10.39
2020/2021,data.Nova Scotia,data.Family cases,data.Greater than 24 months,12,8.18
2020/2021,data.Nova Scotia,data.Family cases,data.Unknown,12,0.69
2020/2021,data.New Brunswick,data.Total cases,data.Less than or equal to 3 months,13,55.44
2020/2021,data.New Brunswick,data.Total cases,data.Greater than 3 months to 6 months,13,11.3
2020/2021,data.New Brunswick,data.Total cases,data.Greater than 6 months to 12 months,13,13.28
2020/2021,data.New Brunswick,data.Total cases,data.Greater than 12 months to 24 months,13,10.6
2020/2021,data.New Brunswick,data.Total cases,data.Greater than 24 months,13,9.32
2020/2021,data.New Brunswick,data.Total cases,data.Unknown,13,0.07
2020/2021,data.New Brunswick,data.General civil cases,data.Less than or equal to 3 months,13,43.24
2020/2021,data.New Brunswick,data.General civil cases,data.Greater than 3 months to 6 months,13,10.97
2020/2021,data.New Brunswick,data.General civil cases,data.Greater than 6 months to 12 months,13,17.53
2020/2021,data.New Brunswick,data.General civil cases,data.Greater than 12 months to 24 months,13,15.89
2020/2021,data.New Brunswick,data.General civil cases,data.Greater than 24 months,13,12.35
2020/2021,data.New Brunswick,data.General civil cases,data.Unknown,13,0.02
2020/2021,data.New Brunswick,data.Family cases,data.Less than or equal to 3 months,13,66.56
2020/2021,data.New Brunswick,data.Family cases,data.Greater than 3 months to 6 months,13,11.6
2020/2021,data.New Brunswick,data.Family cases,data.Greater than 6 months to 12 months,13,9.4
2020/2021,data.New Brunswick,data.Family cases,data.Greater than 12 months to 24 months,13,5.78
2020/2021,data.New Brunswick,data.Family cases,data.Greater than 24 months,13,6.55
2020/2021,data.New Brunswick,data.Family cases,data.Unknown,13,0.11
2020/2021,data.Ontario,data.Total cases,data.Less than or equal to 3 months,35,43.97
2020/2021,data.Ontario,data.Total cases,data.Greater than 3 months to 6 months,35,18.24
2020/2021,data.Ontario,data.Total cases,data.Greater than 6 months to 12 months,35,16.12
2020/2021,data.Ontario,data.Total cases,data.Greater than 12 months to 24 months,35,11.47
2020/2021,data.Ontario,data.Total cases,data.Greater than 24 months,35,10.19
2020/2021,data.Ontario,data.Total cases,data.Unknown,35,0.0
2020/2021,data.Ontario,data.General civil cases,data.Less than or equal to 3 months,35,31.94
2020/2021,data.Ontario,data.General civil cases,data.Greater than 3 months to 6 months,35,15.36
2020/2021,data.Ontario,data.General civil cases,data.Greater than 6 months to 12 months,35,18.41
2020/2021,data.Ontario,data.General civil cases,data.Greater than 12 months to 24 months,35,16.99
2020/2021,data.Ontario,data.General civil cases,data.Greater than 24 months,35,17.3
2020/2021,data.Ontario,data.General civil cases,data.Unknown,35,0.0
2020/2021,data.Ontario,data.Family cases,data.Less than or equal to 3 months,35,59.78
2020/2021,data.Ontario,data.Family cases,data.Greater than 3 months to 6 months,35,22.03
2020/2021,data.Ontario,data.Family cases,data.Greater than 6 months to 12 months,35,13.12
2020/2021,data.Ontario,data.Family cases,data.Greater than 12 months to 24 months,35,4.21
2020/2021,data.Ontario,data.Family cases,data.Greater than 24 months,35,0.85
2020/2021,data.Ontario,data.Family cases,data.Unknown,35,0.01
2020/2021,data.Alberta,data.Total cases,data.Less than or equal to 3 months,48,59.81
2020/2021,data.Alberta,data.Total cases,data.Greater than 3 months to 6 months,48,13.19
2020/2021,data.Alberta,data.Total cases,data.Greater than 6 months to 12 months,48,11.89
2020/2021,data.Alberta,data.Total cases,data.Greater than 12 months to 24 months,48,8.65
2020/2021,data.Alberta,data.Total cases,data.Greater than 24 months,48,6.39
2020/2021,data.Alberta,data.Total cases,data.Unknown,48,0.07
2020/2021,data.Alberta,data.General civil cases,data.Less than or equal to 3 months,48,56.61
2020/2021,data.Alberta,data.General civil cases,data.Greater than 3 months to 6 months,48,12.75
2020/2021,data.Alberta,data.General civil cases,data.Greater than 6 months to 12 months,48,12.94
2020/2021,data.Alberta,data.General civil cases,data.Greater than 12 months to 24 months,48,9.88
2020/2021,data.Alberta,data.General civil cases,data.Greater than 24 months,48,7.79
2020/2021,data.Alberta,data.General civil cases,data.Unknown,48,0.03
2020/2021,data.Alberta,data.Family cases,data.Less than or equal to 3 months,48,65.36
2020/2021,data.Alberta,data.Family cases,data.Greater than 3 months to 6 months,48,13.95
2020/2021,data.Alberta,data.Family cases,data.Greater than 6 months to 12 months,48,10.08
2020/2021,data.Alberta,data.Family cases,data.Greater than 12 months to 24 months,48,6.53
2020/2021,data.Alberta,data.Family cases,data.Greater than 24 months,48,3.96
2020/2021,data.Alberta,data.Family cases,data.Unknown,48,0.12
2020/2021,data.British Columbia,data.Total cases,data.Less than or equal to 3 months,59,40.92
2020/2021,data.British Columbia,data.Total cases,data.Greater than 3 months to 6 months,59,18.92
2020/2021,data.British Columbia,data.Total cases,data.Greater than 6 months to 12 months,59,17.72
2020/2021,data.British Columbia,data.Total cases,data.Greater than 12 months to 24 months,59,12.11
2020/2021,data.British Columbia,data.Total cases,data.Greater than 24 months,59,10.25
2020/2021,data.British Columbia,data.Total cases,data.Unknown,59,0.08
2020/2021,data.British Columbia,data.General civil cases,data.Less than or equal to 3 months,59,38.26
2020/2021,data.British Columbia,data.General civil cases,data.Greater than 3 months to 6 months,59,16.25
2020/2021,data.British Columbia,data.General civil cases,data.Greater than 6 months to 12 months,59,18.86
2020/2021,data.British Columbia,data.General civil cases,data.Greater than 12 months to 24 months,59,14.83
2020/2021,data.British Columbia,data.General civil cases,data.Greater than 24 months,59,11.78
2020/2021,data.British Columbia,data.General civil cases,data.Unknown,59,0.01
2020/2021,data.British Columbia,data.Family cases,data.Less than or equal to 3 months,59,45.59
2020/2021,data.British Columbia,data.Family cases,data.Greater than 3 months to 6 months,59,23.59
2020/2021,data.British Columbia,data.Family cases,data.Greater than 6 months to 12 months,59,15.72
2020/2021,data.British Columbia,data.Family cases,data.Greater than 12 months to 24 months,59,7.34
2020/2021,data.British Columbia,data.Family cases,data.Greater than 24 months,59,7.56
2020/2021,data.British Columbia,data.Family cases,data.Unknown,59,0.2
2020/2021,data.Yukon,data.Total cases,data.Less than or equal to 3 months,60,60.89
2020/2021,data.Yukon,data.Total cases,data.Greater than 3 months to 6 months,60,14.86
2020/2021,data.Yukon,data.Total cases,data.Greater than 6 months to 12 months,60,11.73
2020/2021,data.Yukon,data.Total cases,data.Greater than 12 months to 24 months,60,8.47
2020/2021,data.Yukon,data.Total cases,data.Greater than 24 months,60,4.04
2020/2021,data.Yukon,data.Total cases,data.Unknown,60,0.0
2020/2021,data.Yukon,data.General civil cases,data.Less than or equal to 3 months,60,61.73
2020/2021,data.Yukon,data.General civil cases,data.Greater than 3 months to 6 months,60,12.9
2020/2021,data.Yukon,data.General civil cases,data.Greater than 6 months to 12 months,60,12.9
2020/2021,data.Yukon,data.General civil cases,data.Greater than 12 months to 24 months,60,9.09
2020/2021,data.Yukon,data.General civil cases,data.Greater than 24 months,60,3.38
2020/2021,data.Yukon,data.General civil cases,data.Unknown,60,0.0
2020/2021,data.Yukon,data.Family cases,data.Less than or equal to 3 months,60,59.52
2020/2021,data.Yukon,data.Family cases,data.Greater than 3 months to 6 months,60,18.03
2020/2021,data.Yukon,data.Family cases,data.Greater than 6 months to 12 months,60,9.86
2020/2021,data.Yukon,data.Family cases,data.Greater than 12 months to 24 months,60,7.48
2020/2021,data.Yukon,data.Family cases,data.Greater than 24 months,60,5.1
2020/2021,data.Yukon,data.Family cases,data.Unknown,60,0.0
2020/2021,data.Northwest Territories,data.Total cases,data.Less than or equal to 3 months,61,89.97
2020/2021,data.Northwest Territories,data.Total cases,data.Greater than 3 months to 6 months,61,3.2
2020/2021,data.Northwest Territories,data.Total cases,data.Greater than 6 months to 12 months,61,2.18
2020/2021,data.Northwest Territories,data.Total cases,data.Greater than 12 months to 24 months,61,2.18
2020/2021,data.Northwest Territories,data.Total cases,data.Greater than 24 months,61,2.47
2020/2021,data.Northwest Territories,data.Total cases,data.Unknown,61,0.0
2020/2021,data.Northwest Territories,data.General civil cases,data.Less than or equal to 3 months,61,93.25
2020/2021,data.Northwest Territories,data.General civil cases,data.Greater than 3 months to 6 months,61,1.5
2020/2021,data.Northwest Territories,data.General civil cases,data.Greater than 6 months to 12 months,61,0.94
2020/2021,data.Northwest Territories,data.General civil cases,data.Greater than 12 months to 24 months,61,2.44
2020/2021,data.Northwest Territories,data.General civil cases,data.Greater than 24 months,61,1.88
2020/2021,data.Northwest Territories,data.General civil cases,data.Unknown,61,0.0
2020/2021,data.Northwest Territories,data.Family cases,data.Less than or equal to 3 months,61,78.71
2020/2021,data.Northwest Territories,data.Family cases,data.Greater than 3 months to 6 months,61,9.03
2020/2021,data.Northwest Territories,data.Family cases,data.Greater than 6 months to 12 months,61,6.45
2020/2021,data.Northwest Territories,data.Family cases,data.Greater than 12 months to 24 months,61,1.29
2020/2021,data.Northwest Territories,data.Family cases,data.Greater than 24 months,61,4.52
2020/2021,data.Northwest Territories,data.Family cases,data.Unknown,61,0.0
2020/2021,data.Nunavut,data.Total cases,data.Less than or equal to 3 months,62,67.3
2020/2021,data.Nunavut,data.Total cases,data.Greater than 3 months to 6 months,62,9.34
2020/2021,data.Nunavut,data.Total cases,data.Greater than 6 months to 12 months,62,11.25
2020/2021,data.Nunavut,data.Total cases,data.Greater than 12 months to 24 months,62,6.4
2020/2021,data.Nunavut,data.Total cases,data.Greater than 24 months,62,5.71
2020/2021,data.Nunavut,data.Total cases,data.Unknown,62,0.0
2020/2021,data.Nunavut,data.General civil cases,data.Less than or equal to 3 months,62,22.34
2020/2021,data.Nunavut,data.General civil cases,data.Greater than 3 months to 6 months,62,16.49
2020/2021,data.Nunavut,data.General civil cases,data.Greater than 6 months to 12 months,62,28.19
2020/2021,data.Nunavut,data.General civil cases,data.Greater than 12 months to 24 months,62,18.09
2020/2021,data.Nunavut,data.General civil cases,data.Greater than 24 months,62,14.89
2020/2021,data.Nunavut,data.General civil cases,data.Unknown,62,0.0
2020/2021,data.Nunavut,data.Family cases,data.Less than or equal to 3 months,62,88.97
