Year,data.Geography,GeoCode,data.Economic family type,data.Household food security status,Value
2019,data.Saskatchewan,,data.Persons in elderly couples,data.Food secure,95.1
2020,data.Saskatchewan,,data.Persons in elderly couples,data.Food secure,95.9
2018,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, marginal",
2019,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, marginal",
2018,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",
2019,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",4.5
2020,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",2.4
2018,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, moderate",
2019,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, moderate",
2018,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Persons in elderly couples,"data.Food insecure, severe",
2018,data.Saskatchewan,,data.Persons in other elderly families,data.Food secure,83.7
2019,data.Saskatchewan,,data.Persons in other elderly families,data.Food secure,92.8
2020,data.Saskatchewan,,data.Persons in other elderly families,data.Food secure,90.3
2018,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, marginal",
2019,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, marginal",
2018,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2019,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2020,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2018,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, moderate",
2019,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, moderate",
2018,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Persons in other elderly families,"data.Food insecure, severe",
2018,data.Saskatchewan,,data.Persons in non-elderly families,data.Food secure,82.5
2019,data.Saskatchewan,,data.Persons in non-elderly families,data.Food secure,81.7
2020,data.Saskatchewan,,data.Persons in non-elderly families,data.Food secure,80.4
2018,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, marginal",6.0
2019,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, marginal",6.1
2020,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, marginal",6.2
2018,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",11.5
2019,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",12.2
2020,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",13.4
2018,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, moderate",8.7
2019,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, moderate",9.3
2020,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, moderate",8.9
2018,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, severe",2.9
2019,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, severe",2.9
2020,data.Saskatchewan,,data.Persons in non-elderly families,"data.Food insecure, severe",4.5
2018,data.Saskatchewan,,data.Persons in couples,data.Food secure,89.0
2019,data.Saskatchewan,,data.Persons in couples,data.Food secure,87.2
2020,data.Saskatchewan,,data.Persons in couples,data.Food secure,86.0
2018,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, marginal",3.9
2019,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, marginal",2.9
2018,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, moderate or severe",7.2
2019,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, moderate or severe",8.4
2020,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, moderate or severe",11.1
2018,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, moderate",5.2
2019,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, moderate",5.3
2020,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, moderate",6.9
2018,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, severe",3.1
2020,data.Saskatchewan,,data.Persons in couples,"data.Food insecure, severe",4.2
2018,data.Saskatchewan,,data.Persons in couple families with children,data.Food secure,82.3
2019,data.Saskatchewan,,data.Persons in couple families with children,data.Food secure,80.9
2020,data.Saskatchewan,,data.Persons in couple families with children,data.Food secure,81.6
2018,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, marginal",6.0
2019,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, marginal",7.8
2020,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, marginal",7.4
2018,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",11.6
2019,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",11.3
2020,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",10.9
2018,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, moderate",9.0
2019,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, moderate",9.8
2020,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, moderate",7.2
2018,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, severe",2.6
2019,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Persons in couple families with children,"data.Food insecure, severe",3.8
2018,data.Saskatchewan,,data.Persons in couple families with other relatives,data.Food secure,84.4
2019,data.Saskatchewan,,data.Persons in couple families with other relatives,data.Food secure,89.9
2020,data.Saskatchewan,,data.Persons in couple families with other relatives,data.Food secure,89.1
2018,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2019,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2018,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",8.9
2019,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",
2020,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",7.0
2018,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",
2019,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",5.7
2018,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2018,data.Saskatchewan,,data.Persons in lone-parent families,data.Food secure,56.0
2019,data.Saskatchewan,,data.Persons in lone-parent families,data.Food secure,60.1
2020,data.Saskatchewan,,data.Persons in lone-parent families,data.Food secure,53.4
2018,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, marginal",12.4
2019,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, marginal",10.4
2018,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",31.6
2019,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",33.0
2020,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",36.3
2018,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, moderate",23.3
2019,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, moderate",23.0
2018,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, severe",8.3
2019,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Persons in lone-parent families,"data.Food insecure, severe",13.3
2018,data.Saskatchewan,,data.Persons in male lone-parent families,data.Food secure,76.5
2019,data.Saskatchewan,,data.Persons in male lone-parent families,data.Food secure,47.8
2020,data.Saskatchewan,,data.Persons in male lone-parent families,data.Food secure,68.0
2018,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2019,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2018,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2019,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2020,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",
2018,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2019,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2018,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2018,data.Saskatchewan,,data.Persons in female lone-parent families,data.Food secure,50.0
2019,data.Saskatchewan,,data.Persons in female lone-parent families,data.Food secure,63.6
2020,data.Saskatchewan,,data.Persons in female lone-parent families,data.Food secure,49.8
2018,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, marginal",14.0
2019,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2018,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",36.0
2019,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",32.5
2020,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",41.8
2018,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, moderate",25.8
2019,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, moderate",25.6
2018,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, severe",10.3
2019,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Persons in female lone-parent families,"data.Food insecure, severe",16.2
2018,data.Saskatchewan,,data.Persons in other non-elderly families,data.Food secure,86.3
2019,data.Saskatchewan,,data.Persons in other non-elderly families,data.Food secure,77.0
2020,data.Saskatchewan,,data.Persons in other non-elderly families,data.Food secure,73.8
2018,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2019,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, marginal",
2018,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",9.4
2019,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",20.6
2020,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",22.6
2018,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, moderate",7.5
2019,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, moderate",16.4
2018,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Persons in other non-elderly families,"data.Food insecure, severe",
2018,data.Saskatchewan,,data.Persons not in an economic family,data.Food secure,76.3
2019,data.Saskatchewan,,data.Persons not in an economic family,data.Food secure,75.5
2020,data.Saskatchewan,,data.Persons not in an economic family,data.Food secure,76.9
2018,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, marginal",6.6
2019,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, marginal",7.0
2020,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, marginal",5.8
2018,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",17.1
2019,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",17.5
2020,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",17.3
2018,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, moderate",8.0
2019,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, moderate",9.0
2020,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, moderate",8.3
2018,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, severe",9.1
2019,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, severe",8.5
2020,data.Saskatchewan,,data.Persons not in an economic family,"data.Food insecure, severe",9.0
2018,data.Saskatchewan,,data.Elderly persons not in an economic family,data.Food secure,89.7
2019,data.Saskatchewan,,data.Elderly persons not in an economic family,data.Food secure,90.0
2020,data.Saskatchewan,,data.Elderly persons not in an economic family,data.Food secure,88.7
2018,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",4.1
2019,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",3.3
2020,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",4.8
2018,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",6.2
2019,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",6.6
2020,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",6.5
2018,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",5.1
2019,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",4.4
2018,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Elderly persons not in an economic family,"data.Food insecure, severe",
2018,data.Saskatchewan,,data.Elderly males not in an economic family,data.Food secure,85.6
2019,data.Saskatchewan,,data.Elderly males not in an economic family,data.Food secure,94.2
2020,data.Saskatchewan,,data.Elderly males not in an economic family,data.Food secure,86.6
2018,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, marginal",
2019,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, marginal",
2018,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",9.5
2019,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",
2020,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",9.4
2018,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, moderate",7.9
2019,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, moderate",
2018,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2018,data.Saskatchewan,,data.Elderly females not in an economic family,data.Food secure,91.8
2019,data.Saskatchewan,,data.Elderly females not in an economic family,data.Food secure,87.8
2020,data.Saskatchewan,,data.Elderly females not in an economic family,data.Food secure,89.9
2018,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, marginal",3.6
2019,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, marginal",5.1
2020,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, marginal",5.3
2018,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",4.5
2019,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",7.1
2020,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",4.7
2018,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, moderate",
2019,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, moderate",
2020,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, moderate",
2018,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2019,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2020,data.Saskatchewan,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2018,data.Saskatchewan,,data.Non-elderly persons not in an economic family,data.Food secure,70.1
2019,data.Saskatchewan,,data.Non-elderly persons not in an economic family,data.Food secure,69.5
2020,data.Saskatchewan,,data.Non-elderly persons not in an economic family,data.Food secure,70.9
2018,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",7.8
2019,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",8.5
2020,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",6.3
2018,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",22.1
2019,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",22.0
2020,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",22.8
2018,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",9.3
2019,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",11.3
2020,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate",10.3
2018,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",12.8
2019,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",10.7
2020,data.Saskatchewan,,data.Non-elderly persons not in an economic family,"data.Food insecure, severe",12.5
2018,data.Saskatchewan,,data.Non-elderly males not in an economic family,data.Food secure,73.5
2019,data.Saskatchewan,,data.Non-elderly males not in an economic family,data.Food secure,68.0
2020,data.Saskatchewan,,data.Non-elderly males not in an economic family,data.Food secure,71.7
2018,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",7.6
2019,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, marginal",5.5
2018,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",18.9
2019,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",23.4
2020,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",22.8
2018,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",8.4
2019,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",12.0
2020,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, moderate",8.6
2018,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",10.5
2019,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",11.4
2020,data.Saskatchewan,,data.Non-elderly males not in an economic family,"data.Food insecure, severe",14.2
2018,data.Saskatchewan,,data.Non-elderly females not in an economic family,data.Food secure,64.8
2019,data.Saskatchewan,,data.Non-elderly females not in an economic family,data.Food secure,71.5
2020,data.Saskatchewan,,data.Non-elderly females not in an economic family,data.Food secure,69.7
2018,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",8.1
2019,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",
2020,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, marginal",7.5
2018,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",27.2
2019,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",20.2
2020,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",22.8
2018,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",10.8
2019,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",10.4
2020,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, moderate",13.0
2018,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",16.4
2019,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",9.8
2020,data.Saskatchewan,,data.Non-elderly females not in an economic family,"data.Food insecure, severe",9.8
2018,data.Alberta,,data.All persons,data.Food secure,80.8
2019,data.Alberta,,data.All persons,data.Food secure,81.5
2020,data.Alberta,,data.All persons,data.Food secure,80.3
2018,data.Alberta,,data.All persons,"data.Food insecure, marginal",5.3
2019,data.Alberta,,data.All persons,"data.Food insecure, marginal",5.4
2020,data.Alberta,,data.All persons,"data.Food insecure, marginal",4.6
2018,data.Alberta,48,data.All persons,"data.Food insecure, moderate or severe",13.9
2019,data.Alberta,48,data.All persons,"data.Food insecure, moderate or severe",13.1
2020,data.Alberta,48,data.All persons,"data.Food insecure, moderate or severe",15.1
2018,data.Alberta,,data.All persons,"data.Food insecure, moderate",8.4
2019,data.Alberta,,data.All persons,"data.Food insecure, moderate",9.2
2020,data.Alberta,,data.All persons,"data.Food insecure, moderate",9.7
2018,data.Alberta,,data.All persons,"data.Food insecure, severe",5.5
2019,data.Alberta,,data.All persons,"data.Food insecure, severe",3.9
2020,data.Alberta,,data.All persons,"data.Food insecure, severe",5.4
2018,data.Alberta,,data.Persons in economic families,data.Food secure,81.4
2019,data.Alberta,,data.Persons in economic families,data.Food secure,82.0
2020,data.Alberta,,data.Persons in economic families,data.Food secure,81.1
2018,data.Alberta,,data.Persons in economic families,"data.Food insecure, marginal",5.5
2019,data.Alberta,,data.Persons in economic families,"data.Food insecure, marginal",5.4
2020,data.Alberta,,data.Persons in economic families,"data.Food insecure, marginal",4.5
2018,data.Alberta,,data.Persons in economic families,"data.Food insecure, moderate or severe",13.1
2019,data.Alberta,,data.Persons in economic families,"data.Food insecure, moderate or severe",12.6
2020,data.Alberta,,data.Persons in economic families,"data.Food insecure, moderate or severe",14.4
2018,data.Alberta,,data.Persons in economic families,"data.Food insecure, moderate",8.5
2019,data.Alberta,,data.Persons in economic families,"data.Food insecure, moderate",9.2
2020,data.Alberta,,data.Persons in economic families,"data.Food insecure, moderate",9.6
2018,data.Alberta,,data.Persons in economic families,"data.Food insecure, severe",4.6
2019,data.Alberta,,data.Persons in economic families,"data.Food insecure, severe",3.4
2020,data.Alberta,,data.Persons in economic families,"data.Food insecure, severe",4.8
2018,data.Alberta,,data.Persons in elderly families,data.Food secure,89.6
2019,data.Alberta,,data.Persons in elderly families,data.Food secure,90.0
2020,data.Alberta,,data.Persons in elderly families,data.Food secure,91.3
2018,data.Alberta,,data.Persons in elderly families,"data.Food insecure, marginal",
2019,data.Alberta,,data.Persons in elderly families,"data.Food insecure, marginal",
2020,data.Alberta,,data.Persons in elderly families,"data.Food insecure, marginal",3.6
2018,data.Alberta,,data.Persons in elderly families,"data.Food insecure, moderate or severe",
2019,data.Alberta,,data.Persons in elderly families,"data.Food insecure, moderate or severe",9.2
2020,data.Alberta,,data.Persons in elderly families,"data.Food insecure, moderate or severe",5.1
2018,data.Alberta,,data.Persons in elderly families,"data.Food insecure, moderate",2.6
2019,data.Alberta,,data.Persons in elderly families,"data.Food insecure, moderate",7.0
2020,data.Alberta,,data.Persons in elderly families,"data.Food insecure, moderate",3.2
2018,data.Alberta,,data.Persons in elderly families,"data.Food insecure, severe",
2019,data.Alberta,,data.Persons in elderly families,"data.Food insecure, severe",
2020,data.Alberta,,data.Persons in elderly families,"data.Food insecure, severe",1.8
2018,data.Alberta,,data.Persons in elderly couples,data.Food secure,93.3
2019,data.Alberta,,data.Persons in elderly couples,data.Food secure,92.6
2020,data.Alberta,,data.Persons in elderly couples,data.Food secure,93.2
2018,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, marginal",
2019,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, marginal",
2020,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, marginal",2.7
2018,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",4.5
2019,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",6.5
2020,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, moderate or severe",4.0
2018,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, moderate",
2019,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, moderate",5.2
2020,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, moderate",1.9
2018,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, severe",
2019,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, severe",
2020,data.Alberta,,data.Persons in elderly couples,"data.Food insecure, severe",
2018,data.Alberta,,data.Persons in other elderly families,data.Food secure,80.4
2019,data.Alberta,,data.Persons in other elderly families,data.Food secure,85.3
2020,data.Alberta,,data.Persons in other elderly families,data.Food secure,87.1
2018,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, marginal",
2019,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, marginal",
2020,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, marginal",
2018,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2019,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2020,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",
2018,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate",
2019,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate",
2020,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, moderate",
2018,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, severe",
2019,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, severe",
2020,data.Alberta,,data.Persons in other elderly families,"data.Food insecure, severe",
2018,data.Alberta,,data.Persons in non-elderly families,data.Food secure,80.3
2019,data.Alberta,,data.Persons in non-elderly families,data.Food secure,80.9
2020,data.Alberta,,data.Persons in non-elderly families,data.Food secure,79.8
2018,data.Alberta,,data.Persons in non-elderly families,"data.Food insecure, marginal",5.9
2019,data.Alberta,,data.Persons in non-elderly families,"data.Food insecure, marginal",6.0
2020,data.Alberta,,data.Persons in non-elderly families,"data.Food insecure, marginal",4.6
2018,data.Alberta,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",13.7
2019,data.Alberta,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",13.1
