Year,Geography,Economic family type,GeoCode,Value
2020,"Edmonton, Alberta",Non-elderly males not in an economic family,,46400.0
2020,"Edmonton, Alberta",Non-elderly females not in an economic family,,43800.0
2020,"Vancouver, British Columbia",Economic families and persons not in an economic family,,76900.0
2020,"Vancouver, British Columbia",Economic families,,110700.0
2020,"Vancouver, British Columbia",Elderly families,,85700.0
2020,"Vancouver, British Columbia",Elderly couples,,79000.0
2020,"Vancouver, British Columbia",Other elderly families,,113800.0
2020,"Vancouver, British Columbia",Non-elderly families,,116600.0
2020,"Vancouver, British Columbia",Couples,,91700.0
2020,"Vancouver, British Columbia",Couples with children,,125600.0
2020,"Vancouver, British Columbia",Couples with other relatives,,158700.0
2020,"Vancouver, British Columbia",Lone-parent families,,71500.0
2020,"Vancouver, British Columbia",Male lone-parent families,,
2020,"Vancouver, British Columbia",Female lone-parent families,,71500.0
2020,"Vancouver, British Columbia",Other non-elderly families,,104900.0
2020,"Vancouver, British Columbia",Persons not in an economic family,,42100.0
2020,"Vancouver, British Columbia",Elderly persons not in an economic family,,42400.0
2020,"Vancouver, British Columbia",Elderly males not in an economic family,,56100.0
2020,"Vancouver, British Columbia",Elderly females not in an economic family,,36000.0
2020,"Vancouver, British Columbia",Non-elderly persons not in an economic family,,41600.0
2020,"Vancouver, British Columbia",Non-elderly males not in an economic family,,41600.0
2020,"Vancouver, British Columbia",Non-elderly females not in an economic family,,41100.0
2021,Canada,Economic families,,101600.0
2021,Canada,Elderly families,,74600.0
2021,Canada,Elderly couples,,72800.0
2021,Canada,Other elderly families,,86900.0
2021,Canada,Non-elderly families,,110100.0
2021,Canada,Couples,,98400.0
2021,Canada,Couples with children,,121500.0
2021,Canada,Couples with other relatives,,150200.0
2021,Canada,Lone-parent families,,65400.0
2021,Canada,Male lone-parent families,,78400.0
2021,Canada,Female lone-parent families,,63200.0
2021,Canada,Other non-elderly families,,94000.0
2021,Canada,Persons not in an economic family,,38600.0
2021,Canada,Elderly persons not in an economic family,,33500.0
2021,Canada,Elderly males not in an economic family,,35900.0
2021,Canada,Elderly females not in an economic family,,32800.0
2021,Canada,Non-elderly persons not in an economic family,,42300.0
2021,Canada,Non-elderly males not in an economic family,,43600.0
2021,Canada,Non-elderly females not in an economic family,,40500.0
2021,Atlantic provinces,Economic families and persons not in an economic family,,64900.0
2021,Atlantic provinces,Economic families,,87400.0
2021,Atlantic provinces,Elderly families,,68500.0
2021,Atlantic provinces,Elderly couples,,66800.0
2021,Atlantic provinces,Other elderly families,,79400.0
2021,Atlantic provinces,Non-elderly families,,95400.0
2021,Atlantic provinces,Couples,,85400.0
2021,Atlantic provinces,Couples with children,,109500.0
2021,Atlantic provinces,Couples with other relatives,,132300.0
2021,Atlantic provinces,Lone-parent families,,60200.0
2021,Atlantic provinces,Male lone-parent families,,72900.0
2021,Atlantic provinces,Female lone-parent families,,53600.0
2021,Atlantic provinces,Other non-elderly families,,78000.0
2021,Atlantic provinces,Persons not in an economic family,,34900.0
2021,Atlantic provinces,Elderly persons not in an economic family,,29800.0
2021,Atlantic provinces,Elderly males not in an economic family,,32300.0
2021,Atlantic provinces,Elderly females not in an economic family,,28600.0
2021,Atlantic provinces,Non-elderly persons not in an economic family,,38000.0
2021,Atlantic provinces,Non-elderly males not in an economic family,,40500.0
2021,Atlantic provinces,Non-elderly females not in an economic family,,35200.0
2021,Newfoundland and Labrador,Economic families and persons not in an economic family,10,66300.0
2021,Newfoundland and Labrador,Economic families,10,85100.0
2021,Newfoundland and Labrador,Elderly families,10,62900.0
2021,Newfoundland and Labrador,Elderly couples,10,59600.0
2021,Newfoundland and Labrador,Other elderly families,10,78800.0
2021,Newfoundland and Labrador,Non-elderly families,10,97900.0
2021,Newfoundland and Labrador,Couples,10,79400.0
2021,Newfoundland and Labrador,Couples with children,10,121100.0
2021,Newfoundland and Labrador,Couples with other relatives,10,140800.0
2021,Newfoundland and Labrador,Lone-parent families,10,59000.0
2021,Newfoundland and Labrador,Male lone-parent families,10,
2021,Newfoundland and Labrador,Female lone-parent families,10,46200.0
2021,Newfoundland and Labrador,Other non-elderly families,10,77700.0
2021,Newfoundland and Labrador,Persons not in an economic family,10,36300.0
2021,Newfoundland and Labrador,Elderly persons not in an economic family,10,29800.0
2021,Newfoundland and Labrador,Elderly males not in an economic family,10,32700.0
2021,Newfoundland and Labrador,Elderly females not in an economic family,10,27600.0
2021,Newfoundland and Labrador,Non-elderly persons not in an economic family,10,40900.0
2021,Newfoundland and Labrador,Non-elderly males not in an economic family,10,44800.0
2021,Newfoundland and Labrador,Non-elderly females not in an economic family,10,36200.0
2021,Prince Edward Island,Economic families and persons not in an economic family,11,66700.0
2021,Prince Edward Island,Economic families,11,87600.0
2021,Prince Edward Island,Elderly families,11,72900.0
2021,Prince Edward Island,Elderly couples,11,69800.0
2021,Prince Edward Island,Other elderly families,11,91300.0
2021,Prince Edward Island,Non-elderly families,11,92900.0
2021,Prince Edward Island,Couples,11,87600.0
2021,Prince Edward Island,Couples with children,11,101200.0
2021,Prince Edward Island,Couples with other relatives,11,144000.0
2021,Prince Edward Island,Lone-parent families,11,66100.0
2021,Prince Edward Island,Male lone-parent families,11,
2021,Prince Edward Island,Female lone-parent families,11,
2021,Prince Edward Island,Other non-elderly families,11,83900.0
2021,Prince Edward Island,Persons not in an economic family,11,33200.0
2021,Prince Edward Island,Elderly persons not in an economic family,11,30600.0
2021,Prince Edward Island,Elderly males not in an economic family,11,36400.0
2021,Prince Edward Island,Elderly females not in an economic family,11,28600.0
2021,Prince Edward Island,Non-elderly persons not in an economic family,11,34500.0
2021,Prince Edward Island,Non-elderly males not in an economic family,11,37400.0
2021,Prince Edward Island,Non-elderly females not in an economic family,11,32700.0
2021,Nova Scotia,Economic families and persons not in an economic family,12,64300.0
2021,Nova Scotia,Economic families,12,89100.0
2021,Nova Scotia,Elderly families,12,69700.0
2021,Nova Scotia,Elderly couples,12,69200.0
2021,Nova Scotia,Other elderly families,12,70300.0
2021,Nova Scotia,Non-elderly families,12,97300.0
2021,Nova Scotia,Couples,12,85400.0
2021,Nova Scotia,Couples with children,12,108600.0
2021,Nova Scotia,Couples with other relatives,12,130500.0
2021,Nova Scotia,Lone-parent families,12,64600.0
2021,Nova Scotia,Male lone-parent families,12,
2021,Nova Scotia,Female lone-parent families,12,59800.0
2021,Nova Scotia,Other non-elderly families,12,77400.0
2021,Nova Scotia,Persons not in an economic family,12,34500.0
2021,Nova Scotia,Elderly persons not in an economic family,12,30800.0
2021,Nova Scotia,Elderly males not in an economic family,12,31900.0
2021,Nova Scotia,Elderly females not in an economic family,12,30200.0
2021,Nova Scotia,Non-elderly persons not in an economic family,12,38000.0
2021,Nova Scotia,Non-elderly males not in an economic family,12,41100.0
2021,Nova Scotia,Non-elderly females not in an economic family,12,36100.0
2021,New Brunswick,Economic families and persons not in an economic family,13,64100.0
2021,New Brunswick,Economic families,13,87000.0
2021,New Brunswick,Elderly families,13,70700.0
2021,New Brunswick,Elderly couples,13,68500.0
2021,New Brunswick,Other elderly families,13,87600.0
2021,New Brunswick,Non-elderly families,13,92300.0
2021,New Brunswick,Couples,13,89300.0
2021,New Brunswick,Couples with children,13,105300.0
2021,New Brunswick,Couples with other relatives,13,131400.0
2021,New Brunswick,Lone-parent families,13,54300.0
2021,New Brunswick,Male lone-parent families,13,68300.0
2021,New Brunswick,Female lone-parent families,13,52500.0
2021,New Brunswick,Other non-elderly families,13,77000.0
2021,New Brunswick,Persons not in an economic family,13,34600.0
2021,New Brunswick,Elderly persons not in an economic family,13,28600.0
2021,New Brunswick,Elderly males not in an economic family,13,32500.0
2021,New Brunswick,Elderly females not in an economic family,13,27900.0
2021,New Brunswick,Non-elderly persons not in an economic family,13,36400.0
2021,New Brunswick,Non-elderly males not in an economic family,13,38400.0
2021,New Brunswick,Non-elderly females not in an economic family,13,34600.0
2021,Quebec,Economic families and persons not in an economic family,24,65500.0
2021,Quebec,Economic families,24,95500.0
2021,Quebec,Elderly families,24,65700.0
2021,Quebec,Elderly couples,24,65500.0
2021,Quebec,Other elderly families,24,65700.0
2021,Quebec,Non-elderly families,24,105100.0
2021,Quebec,Couples,24,94600.0
2021,Quebec,Couples with children,24,120100.0
2021,Quebec,Couples with other relatives,24,139300.0
2021,Quebec,Lone-parent families,24,65900.0
2021,Quebec,Male lone-parent families,24,72000.0
2021,Quebec,Female lone-parent families,24,64400.0
2021,Quebec,Other non-elderly families,24,85000.0
2021,Quebec,Persons not in an economic family,24,36500.0
2021,Quebec,Elderly persons not in an economic family,24,29700.0
2021,Quebec,Elderly males not in an economic family,24,32200.0
2021,Quebec,Elderly females not in an economic family,24,29000.0
2021,Quebec,Non-elderly persons not in an economic family,24,42300.0
2021,Quebec,Non-elderly males not in an economic family,24,42800.0
2021,Quebec,Non-elderly females not in an economic family,24,41400.0
2021,Ontario,Economic families and persons not in an economic family,35,78000.0
2021,Ontario,Economic families,35,105800.0
2021,Ontario,Elderly families,35,80600.0
2021,Ontario,Elderly couples,35,78500.0
2021,Ontario,Other elderly families,35,89600.0
2021,Ontario,Non-elderly families,35,113100.0
2021,Ontario,Couples,35,105000.0
2021,Ontario,Couples with children,35,122700.0
2021,Ontario,Couples with other relatives,35,155800.0
2021,Ontario,Lone-parent families,35,65800.0
2021,Ontario,Male lone-parent families,35,81400.0
2021,Ontario,Female lone-parent families,35,63400.0
2021,Ontario,Other non-elderly families,35,97600.0
2021,Ontario,Persons not in an economic family,35,40200.0
2021,Ontario,Elderly persons not in an economic family,35,36700.0
2021,Ontario,Elderly males not in an economic family,35,38000.0
2021,Ontario,Elderly females not in an economic family,35,35800.0
2021,Ontario,Non-elderly persons not in an economic family,35,42200.0
2021,Ontario,Non-elderly males not in an economic family,35,41600.0
2021,Ontario,Non-elderly females not in an economic family,35,43100.0
2021,Prairie provinces,Economic families and persons not in an economic family,,78200.0
2021,Prairie provinces,Economic families,,106500.0
2021,Prairie provinces,Elderly families,,80600.0
2021,Prairie provinces,Elderly couples,,77400.0
2021,Prairie provinces,Other elderly families,,97000.0
2021,Prairie provinces,Non-elderly families,,114100.0
2021,Prairie provinces,Couples,,101500.0
2021,Prairie provinces,Couples with children,,124700.0
2021,Prairie provinces,Couples with other relatives,,153600.0
2021,Prairie provinces,Lone-parent families,,63400.0
2021,Prairie provinces,Male lone-parent families,,78000.0
2021,Prairie provinces,Female lone-parent families,,60400.0
2021,Prairie provinces,Other non-elderly families,,97400.0
2021,Prairie provinces,Persons not in an economic family,,39100.0
2021,Prairie provinces,Elderly persons not in an economic family,,34400.0
2021,Prairie provinces,Elderly males not in an economic family,,34600.0
2021,Prairie provinces,Elderly females not in an economic family,,34200.0
2021,Prairie provinces,Non-elderly persons not in an economic family,,42100.0
2021,Prairie provinces,Non-elderly males not in an economic family,,44100.0
2021,Prairie provinces,Non-elderly females not in an economic family,,40200.0
2021,Manitoba,Economic families and persons not in an economic family,46,69100.0
2021,Manitoba,Economic families,46,91500.0
2021,Manitoba,Elderly families,46,70300.0
2021,Manitoba,Elderly couples,46,69700.0
2021,Manitoba,Other elderly families,46,73500.0
2021,Manitoba,Non-elderly families,46,97300.0
2021,Manitoba,Couples,46,87200.0
2021,Manitoba,Couples with children,46,106400.0
2021,Manitoba,Couples with other relatives,46,139400.0
2021,Manitoba,Lone-parent families,46,56800.0
2021,Manitoba,Male lone-parent families,46,53100.0
2021,Manitoba,Female lone-parent families,46,57300.0
2021,Manitoba,Other non-elderly families,46,86700.0
2021,Manitoba,Persons not in an economic family,46,36200.0
2021,Manitoba,Elderly persons not in an economic family,46,33300.0
2021,Manitoba,Elderly males not in an economic family,46,34500.0
2021,Manitoba,Elderly females not in an economic family,46,33300.0
2021,Manitoba,Non-elderly persons not in an economic family,46,37300.0
2021,Manitoba,Non-elderly males not in an economic family,46,38600.0
2021,Manitoba,Non-elderly females not in an economic family,46,36400.0
2021,Saskatchewan,Economic families and persons not in an economic family,47,72800.0
2021,Saskatchewan,Economic families,47,98600.0
2021,Saskatchewan,Elderly families,47,78700.0
2021,Saskatchewan,Elderly couples,47,77500.0
2021,Saskatchewan,Other elderly families,47,82100.0
2021,Saskatchewan,Non-elderly families,47,103600.0
2021,Saskatchewan,Couples,47,92500.0
2021,Saskatchewan,Couples with children,47,123900.0
2021,Saskatchewan,Couples with other relatives,47,135200.0
2021,Saskatchewan,Lone-parent families,47,60400.0
2021,Saskatchewan,Male lone-parent families,47,
2021,Saskatchewan,Female lone-parent families,47,58000.0
2021,Saskatchewan,Other non-elderly families,47,80000.0
2021,Saskatchewan,Persons not in an economic family,47,36800.0
2021,Saskatchewan,Elderly persons not in an economic family,47,34200.0
2021,Saskatchewan,Elderly males not in an economic family,47,36000.0
2021,Saskatchewan,Elderly females not in an economic family,47,33800.0
2021,Saskatchewan,Non-elderly persons not in an economic family,47,37900.0
2021,Saskatchewan,Non-elderly males not in an economic family,47,38000.0
2021,Saskatchewan,Non-elderly females not in an economic family,47,37700.0
2021,Alberta,Economic families and persons not in an economic family,48,82300.0
2021,Alberta,Economic families,48,114800.0
2021,Alberta,Elderly families,48,84900.0
2021,Alberta,Elderly couples,48,80900.0
2021,Alberta,Other elderly families,48,105100.0
2021,Alberta,Non-elderly families,48,121500.0
2021,Alberta,Couples,48,109200.0
2021,Alberta,Couples with children,48,130000.0
2021,Alberta,Couples with other relatives,48,166000.0
2021,Alberta,Lone-parent families,48,73700.0
2021,Alberta,Male lone-parent families,48,89400.0
2021,Alberta,Female lone-parent families,48,66900.0
2021,Alberta,Other non-elderly families,48,110400.0
2021,Alberta,Persons not in an economic family,48,41700.0
2021,Alberta,Elderly persons not in an economic family,48,34600.0
2021,Alberta,Elderly males not in an economic family,48,34600.0
2021,Alberta,Elderly females not in an economic family,48,34800.0
2021,Alberta,Non-elderly persons not in an economic family,48,44400.0
2021,Alberta,Non-elderly males not in an economic family,48,47900.0
2021,Alberta,Non-elderly females not in an economic family,48,42100.0
2021,British Columbia,Economic families and persons not in an economic family,59,73200.0
2021,British Columbia,Economic families,59,104500.0
2021,British Columbia,Elderly families,59,81100.0
2021,British Columbia,Elderly couples,59,77900.0
2021,British Columbia,Other elderly families,59,110300.0
2021,British Columbia,Non-elderly families,59,112800.0
2021,British Columbia,Couples,59,99000.0
2021,British Columbia,Couples with children,59,124900.0
2021,British Columbia,Couples with other relatives,59,153200.0
2021,British Columbia,Lone-parent families,59,67600.0
2021,British Columbia,Male lone-parent families,59,75300.0
2021,British Columbia,Female lone-parent families,59,64700.0
2021,British Columbia,Other non-elderly families,59,97700.0
2021,British Columbia,Persons not in an economic family,59,41900.0
2021,British Columbia,Elderly persons not in an economic family,59,37100.0
2021,British Columbia,Elderly males not in an economic family,59,39900.0
2021,British Columbia,Elderly females not in an economic family,59,36500.0
2021,British Columbia,Non-elderly persons not in an economic family,59,44700.0
2021,British Columbia,Non-elderly males not in an economic family,59,51600.0
2021,British Columbia,Non-elderly females not in an economic family,59,38600.0
2021,"Québec, Quebec",Economic families and persons not in an economic family,,66700.0
2021,"Québec, Quebec",Economic families,,95900.0
2021,"Québec, Quebec",Elderly families,,73200.0
2021,"Québec, Quebec",Elderly couples,,74200.0
2021,"Québec, Quebec",Other elderly families,,
2021,"Québec, Quebec",Non-elderly families,,111500.0
2021,"Québec, Quebec",Couples,,95100.0
2021,"Québec, Quebec",Couples with children,,129300.0
2021,"Québec, Quebec",Couples with other relatives,,173900.0
2021,"Québec, Quebec",Lone-parent families,,76800.0
2021,"Québec, Quebec",Male lone-parent families,,
2021,"Québec, Quebec",Female lone-parent families,,
2021,"Québec, Quebec",Other non-elderly families,,76300.0
2021,"Québec, Quebec",Persons not in an economic family,,39100.0
2021,"Québec, Quebec",Elderly persons not in an economic family,,33500.0
2021,"Québec, Quebec",Elderly males not in an economic family,,36600.0
2021,"Québec, Quebec",Elderly females not in an economic family,,31800.0
2021,"Québec, Quebec",Non-elderly persons not in an economic family,,42300.0
2021,"Québec, Quebec",Non-elderly males not in an economic family,,42300.0
2021,"Québec, Quebec",Non-elderly females not in an economic family,,42800.0
2021,"Montréal, Quebec",Economic families and persons not in an economic family,,68000.0
2021,"Montréal, Quebec",Economic families,,100100.0
2021,"Montréal, Quebec",Elderly families,,68000.0
2021,"Montréal, Quebec",Elderly couples,,68000.0
2021,"Montréal, Quebec",Other elderly families,,67700.0
2021,"Montréal, Quebec",Non-elderly families,,108900.0
2021,"Montréal, Quebec",Couples,,98600.0
2021,"Montréal, Quebec",Couples with children,,118000.0
2021,"Montréal, Quebec",Couples with other relatives,,145600.0
2021,"Montréal, Quebec",Lone-parent families,,67100.0
2021,"Montréal, Quebec",Male lone-parent families,,
2021,"Montréal, Quebec",Female lone-parent families,,65900.0
2021,"Montréal, Quebec",Other non-elderly families,,93800.0
2021,"Montréal, Quebec",Persons not in an economic family,,38700.0
2021,"Montréal, Quebec",Elderly persons not in an economic family,,31000.0
2021,"Montréal, Quebec",Elderly males not in an economic family,,36200.0
2021,"Montréal, Quebec",Elderly females not in an economic family,,29700.0
2021,"Montréal, Quebec",Non-elderly persons not in an economic family,,44400.0
2021,"Montréal, Quebec",Non-elderly males not in an economic family,,44600.0
2021,"Montréal, Quebec",Non-elderly females not in an economic family,,44200.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Economic families and persons not in an economic family,,83800.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Economic families,,115100.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Elderly families,,90100.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Elderly couples,,90100.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Other elderly families,,106600.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Non-elderly families,,125400.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Couples,,115700.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Couples with children,,138200.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Couples with other relatives,,162000.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Lone-parent families,,86400.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Male lone-parent families,,
2021,"Ottawa-Gatineau, Ontario/Quebec",Female lone-parent families,,86400.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Other non-elderly families,,93400.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Persons not in an economic family,,45300.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Elderly persons not in an economic family,,41900.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Elderly males not in an economic family,,46100.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Elderly females not in an economic family,,39600.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Non-elderly persons not in an economic family,,47100.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Non-elderly males not in an economic family,,50600.0
2021,"Ottawa-Gatineau, Ontario/Quebec",Non-elderly females not in an economic family,,42800.0
2021,"Toronto, Ontario",Economic families and persons not in an economic family,,81400.0
2021,"Toronto, Ontario",Economic families,,110900.0
2021,"Toronto, Ontario",Elderly families,,81800.0
2021,"Toronto, Ontario",Elderly couples,,79900.0
2021,"Toronto, Ontario",Other elderly families,,89600.0
2021,"Toronto, Ontario",Non-elderly families,,113900.0
2021,"Toronto, Ontario",Couples,,109100.0
2021,"Toronto, Ontario",Couples with children,,124600.0
2021,"Toronto, Ontario",Couples with other relatives,,148300.0
2021,"Toronto, Ontario",Lone-parent families,,65100.0
2021,"Toronto, Ontario",Male lone-parent families,,
2021,"Toronto, Ontario",Female lone-parent families,,63400.0
2021,"Toronto, Ontario",Other non-elderly families,,100600.0
2021,"Toronto, Ontario",Persons not in an economic family,,41200.0
2021,"Toronto, Ontario",Elderly persons not in an economic family,,34700.0
2021,"Toronto, Ontario",Elderly males not in an economic family,,33800.0
2021,"Toronto, Ontario",Elderly females not in an economic family,,35800.0
2021,"Toronto, Ontario",Non-elderly persons not in an economic family,,43100.0
2021,"Toronto, Ontario",Non-elderly males not in an economic family,,41100.0
2021,"Toronto, Ontario",Non-elderly females not in an economic family,,45500.0
2021,"Winnipeg, Manitoba",Economic families and persons not in an economic family,,70700.0
2021,"Winnipeg, Manitoba",Economic families,,94800.0
2021,"Winnipeg, Manitoba",Elderly families,,74800.0
2021,"Winnipeg, Manitoba",Elderly couples,,74800.0
2021,"Winnipeg, Manitoba",Other elderly families,,73500.0
2021,"Winnipeg, Manitoba",Non-elderly families,,100300.0
2021,"Winnipeg, Manitoba",Couples,,87800.0
2021,"Winnipeg, Manitoba",Couples with children,,109200.0
2021,"Winnipeg, Manitoba",Couples with other relatives,,146600.0
2021,"Winnipeg, Manitoba",Lone-parent families,,63100.0
2021,"Winnipeg, Manitoba",Male lone-parent families,,
2021,"Winnipeg, Manitoba",Female lone-parent families,,63100.0
2021,"Winnipeg, Manitoba",Other non-elderly families,,86700.0
2021,"Winnipeg, Manitoba",Persons not in an economic family,,36600.0
2021,"Winnipeg, Manitoba",Elderly persons not in an economic family,,34500.0
2021,"Winnipeg, Manitoba",Elderly males not in an economic family,,35600.0
2021,"Winnipeg, Manitoba",Elderly females not in an economic family,,34400.0
2021,"Winnipeg, Manitoba",Non-elderly persons not in an economic family,,37200.0
2021,"Winnipeg, Manitoba",Non-elderly males not in an economic family,,38600.0
2021,"Winnipeg, Manitoba",Non-elderly females not in an economic family,,36500.0
2021,"Calgary, Alberta",Economic families and persons not in an economic family,,81400.0
2021,"Calgary, Alberta",Economic families,,119200.0
2021,"Calgary, Alberta",Elderly families,,85100.0
2021,"Calgary, Alberta",Elderly couples,,83400.0
2021,"Calgary, Alberta",Other elderly families,,
2021,"Calgary, Alberta",Non-elderly families,,124500.0
2021,"Calgary, Alberta",Couples,,104400.0
2021,"Calgary, Alberta",Couples with children,,133800.0
2021,"Calgary, Alberta",Couples with other relatives,,174200.0
2021,"Calgary, Alberta",Lone-parent families,,83900.0
2021,"Calgary, Alberta",Male lone-parent families,,
2021,"Calgary, Alberta",Female lone-parent families,,81800.0
2021,"Calgary, Alberta",Other non-elderly families,,88700.0
2021,"Calgary, Alberta",Persons not in an economic family,,39000.0
2021,"Calgary, Alberta",Elderly persons not in an economic family,,34400.0
2021,"Calgary, Alberta",Elderly males not in an economic family,,
2021,"Calgary, Alberta",Elderly females not in an economic family,,34400.0
2021,"Calgary, Alberta",Non-elderly persons not in an economic family,,44000.0
2021,"Calgary, Alberta",Non-elderly males not in an economic family,,42400.0
2021,"Calgary, Alberta",Non-elderly females not in an economic family,,48200.0
2021,"Edmonton, Alberta",Economic families and persons not in an economic family,,81900.0
2021,"Edmonton, Alberta",Economic families,,114700.0
2021,"Edmonton, Alberta",Elderly families,,93600.0
2021,"Edmonton, Alberta",Elderly couples,,84900.0
2021,"Edmonton, Alberta",Other elderly families,,
2021,"Edmonton, Alberta",Non-elderly families,,120900.0
2021,"Edmonton, Alberta",Couples,,112300.0
2021,"Edmonton, Alberta",Couples with children,,130200.0
2021,"Edmonton, Alberta",Couples with other relatives,,170900.0
2021,"Edmonton, Alberta",Lone-parent families,,58100.0
2021,"Edmonton, Alberta",Male lone-parent families,,
2021,"Edmonton, Alberta",Female lone-parent families,,50500.0
2021,"Edmonton, Alberta",Other non-elderly families,,113100.0
2021,"Edmonton, Alberta",Persons not in an economic family,,44500.0
2021,"Edmonton, Alberta",Elderly persons not in an economic family,,41300.0
2021,"Edmonton, Alberta",Elderly males not in an economic family,,39500.0
2021,"Edmonton, Alberta",Elderly females not in an economic family,,41600.0
2021,"Edmonton, Alberta",Non-elderly persons not in an economic family,,45500.0
2021,"Edmonton, Alberta",Non-elderly males not in an economic family,,48800.0
2021,"Edmonton, Alberta",Non-elderly females not in an economic family,,42600.0
2021,"Vancouver, British Columbia",Economic families and persons not in an economic family,,74800.0
2021,"Vancouver, British Columbia",Economic families,,108400.0
2021,"Vancouver, British Columbia",Elderly families,,84300.0
2021,"Vancouver, British Columbia",Elderly couples,,77700.0
2021,"Vancouver, British Columbia",Other elderly families,,111000.0
2021,"Vancouver, British Columbia",Non-elderly families,,115500.0
2021,"Vancouver, British Columbia",Couples,,97600.0
2021,"Vancouver, British Columbia",Couples with children,,125400.0
2021,"Vancouver, British Columbia",Couples with other relatives,,145000.0
2021,"Vancouver, British Columbia",Lone-parent families,,68000.0
2021,"Vancouver, British Columbia",Male lone-parent families,,
2021,"Vancouver, British Columbia",Female lone-parent families,,60200.0
2021,"Vancouver, British Columbia",Other non-elderly families,,98900.0
2021,"Vancouver, British Columbia",Persons not in an economic family,,43700.0
2021,"Vancouver, British Columbia",Elderly persons not in an economic family,,37100.0
2021,"Vancouver, British Columbia",Elderly males not in an economic family,,37600.0
2021,"Vancouver, British Columbia",Elderly females not in an economic family,,36900.0
2021,"Vancouver, British Columbia",Non-elderly persons not in an economic family,,47400.0
2021,"Vancouver, British Columbia",Non-elderly males not in an economic family,,55700.0
2021,"Vancouver, British Columbia",Non-elderly females not in an economic family,,41300.0
2022,Canada,Economic families,,99800.0
2022,Canada,Elderly families,,74200.0
2022,Canada,Elderly couples,,71700.0
2022,Canada,Other elderly families,,88800.0
2022,Canada,Non-elderly families,,109500.0
2022,Canada,Couples,,96700.0
2022,Canada,Couples with children,,122000.0
2022,Canada,Couples with other relatives,,152500.0
2022,Canada,Lone-parent families,,63100.0
2022,Canada,Male lone-parent families,,71700.0
2022,Canada,Female lone-parent families,,61400.0
2022,Canada,Other non-elderly families,,85300.0
2022,Canada,Persons not in an economic family,,37800.0
2022,Canada,Elderly persons not in an economic family,,33600.0
2022,Canada,Elderly males not in an economic family,,34600.0
2022,Canada,Elderly females not in an economic family,,33200.0
2022,Canada,Non-elderly persons not in an economic family,,40100.0
2022,Canada,Non-elderly males not in an economic family,,41800.0
2022,Canada,Non-elderly females not in an economic family,,38000.0
2022,Atlantic provinces,Economic families and persons not in an economic family,,60000.0
2022,Atlantic provinces,Economic families,,84200.0
2022,Atlantic provinces,Elderly families,,65200.0
2022,Atlantic provinces,Elderly couples,,64200.0
2022,Atlantic provinces,Other elderly families,,72100.0
2022,Atlantic provinces,Non-elderly families,,93900.0
2022,Atlantic provinces,Couples,,84400.0
2022,Atlantic provinces,Couples with children,,110600.0
2022,Atlantic provinces,Couples with other relatives,,131300.0
2022,Atlantic provinces,Lone-parent families,,55300.0
2022,Atlantic provinces,Male lone-parent families,,63000.0
2022,Atlantic provinces,Female lone-parent families,,53700.0
2022,Atlantic provinces,Other non-elderly families,,71400.0
2022,Atlantic provinces,Persons not in an economic family,,32600.0
2022,Atlantic provinces,Elderly persons not in an economic family,,28800.0
2022,Atlantic provinces,Elderly males not in an economic family,,30900.0
2022,Atlantic provinces,Elderly females not in an economic family,,28300.0
2022,Atlantic provinces,Non-elderly persons not in an economic family,,35000.0
2022,Atlantic provinces,Non-elderly males not in an economic family,,35700.0
2022,Atlantic provinces,Non-elderly females not in an economic family,,34000.0
2022,Newfoundland and Labrador,Economic families and persons not in an economic family,10,63100.0
2022,Newfoundland and Labrador,Economic families,10,88100.0
2022,Newfoundland and Labrador,Elderly families,10,63300.0
2022,Newfoundland and Labrador,Elderly couples,10,60100.0
2022,Newfoundland and Labrador,Other elderly families,10,74100.0
2022,Newfoundland and Labrador,Non-elderly families,10,102300.0
2022,Newfoundland and Labrador,Couples,10,88300.0
2022,Newfoundland and Labrador,Couples with children,10,120300.0
2022,Newfoundland and Labrador,Couples with other relatives,10,134800.0
2022,Newfoundland and Labrador,Lone-parent families,10,51000.0
2022,Newfoundland and Labrador,Male lone-parent families,10,71000.0
2022,Newfoundland and Labrador,Female lone-parent families,10,47000.0
2022,Newfoundland and Labrador,Other non-elderly families,10,68800.0
2022,Newfoundland and Labrador,Persons not in an economic family,10,31200.0
2022,Newfoundland and Labrador,Elderly persons not in an economic family,10,28400.0
