Year,Series,Geography,Offences,Age of accused,Sex of accused,GeoCode,Value
2021/2022,Youth courts,Canada,Criminal Code traffic,Age not applicable,Company,,
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,"Total, age of accused","Total, sex of accused",10,212.0
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,"Total, age of accused",Males,10,224.0
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,"Total, age of accused",Females,10,212.0
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,"Total, age of accused",Company,10,
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,"Total, age of accused",Sex unknown,10,172.0
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,12 to 15 years,"Total, sex of accused",10,198.0
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,12 to 15 years,Males,10,203.0
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,12 to 15 years,Females,10,200.0
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,12 to 15 years,Sex unknown,10,181.0
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,16 and 17 years,"Total, sex of accused",10,243.0
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,16 and 17 years,Males,10,253.0
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,16 and 17 years,Females,10,239.0
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,16 and 17 years,Sex unknown,10,124.0
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,Other ages,"Total, sex of accused",10,632.0
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,Other ages,Males,10,632.0
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,Other ages,Females,10,
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,Other ages,Sex unknown,10,
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,Age not applicable,"Total, sex of accused",10,
2021/2022,Youth courts,Newfoundland and Labrador,Total offences,Age not applicable,Company,10,
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,"Total, age of accused","Total, sex of accused",10,212.0
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,"Total, age of accused",Males,10,219.0
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,"Total, age of accused",Females,10,223.0
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,"Total, age of accused",Company,10,
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,"Total, age of accused",Sex unknown,10,172.0
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,12 to 15 years,"Total, sex of accused",10,196.0
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,12 to 15 years,Males,10,199.0
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,12 to 15 years,Females,10,197.0
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,12 to 15 years,Sex unknown,10,181.0
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,16 and 17 years,"Total, sex of accused",10,240.0
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,16 and 17 years,Males,10,251.0
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,16 and 17 years,Females,10,239.0
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,16 and 17 years,Sex unknown,10,124.0
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,Other ages,"Total, sex of accused",10,632.0
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,Other ages,Males,10,632.0
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,Other ages,Females,10,
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,Other ages,Sex unknown,10,
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,Age not applicable,"Total, sex of accused",10,
2021/2022,Youth courts,Newfoundland and Labrador,Total Criminal Code,Age not applicable,Company,10,
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,"Total, age of accused","Total, sex of accused",10,236.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,"Total, age of accused",Males,10,224.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,"Total, age of accused",Females,10,264.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,"Total, age of accused",Company,10,
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,"Total, age of accused",Sex unknown,10,221.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,12 to 15 years,"Total, sex of accused",10,214.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,12 to 15 years,Males,10,183.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,12 to 15 years,Females,10,289.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,12 to 15 years,Sex unknown,10,221.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,16 and 17 years,"Total, sex of accused",10,251.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,16 and 17 years,Males,10,257.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,16 and 17 years,Females,10,243.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,16 and 17 years,Sex unknown,10,264.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,Other ages,"Total, sex of accused",10,632.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,Other ages,Males,10,632.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,Other ages,Females,10,
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,Other ages,Sex unknown,10,
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,Age not applicable,"Total, sex of accused",10,
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against the person,Age not applicable,Company,10,
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,"Total, age of accused","Total, sex of accused",10,185.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,"Total, age of accused",Males,10,205.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,"Total, age of accused",Females,10,180.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,"Total, age of accused",Company,10,
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,"Total, age of accused",Sex unknown,10,54.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,12 to 15 years,"Total, sex of accused",10,176.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,12 to 15 years,Males,10,199.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,12 to 15 years,Females,10,85.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,12 to 15 years,Sex unknown,10,36.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,16 and 17 years,"Total, sex of accused",10,211.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,16 and 17 years,Males,10,211.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,16 and 17 years,Females,10,254.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,16 and 17 years,Sex unknown,10,71.0
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,Other ages,"Total, sex of accused",10,
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,Other ages,Males,10,
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,Other ages,Females,10,
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,Other ages,Sex unknown,10,
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,Age not applicable,"Total, sex of accused",10,
2021/2022,Youth courts,Newfoundland and Labrador,Crimes against property,Age not applicable,Company,10,
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,"Total, age of accused","Total, sex of accused",10,101.0
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,"Total, age of accused",Males,10,191.0
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,"Total, age of accused",Females,10,47.0
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,"Total, age of accused",Company,10,
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,"Total, age of accused",Sex unknown,10,
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,12 to 15 years,"Total, sex of accused",10,
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,12 to 15 years,Males,10,
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,12 to 15 years,Females,10,
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,12 to 15 years,Sex unknown,10,
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,16 and 17 years,"Total, sex of accused",10,101.0
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,16 and 17 years,Males,10,191.0
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,16 and 17 years,Females,10,47.0
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,16 and 17 years,Sex unknown,10,
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,Other ages,"Total, sex of accused",10,
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,Other ages,Males,10,
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,Other ages,Females,10,
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,Other ages,Sex unknown,10,
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,Age not applicable,"Total, sex of accused",10,
2021/2022,Youth courts,Newfoundland and Labrador,Administration of justice,Age not applicable,Company,10,
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,"Total, age of accused","Total, sex of accused",10,352.0
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,"Total, age of accused",Males,10,352.0
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,"Total, age of accused",Females,10,581.0
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,"Total, age of accused",Company,10,
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,"Total, age of accused",Sex unknown,10,176.0
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,12 to 15 years,"Total, sex of accused",10,
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,12 to 15 years,Males,10,
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,12 to 15 years,Females,10,
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,12 to 15 years,Sex unknown,10,
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,16 and 17 years,"Total, sex of accused",10,352.0
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,16 and 17 years,Males,10,352.0
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,16 and 17 years,Females,10,581.0
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,16 and 17 years,Sex unknown,10,176.0
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,Other ages,"Total, sex of accused",10,
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,Other ages,Males,10,
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,Other ages,Females,10,
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,Other ages,Sex unknown,10,
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,Age not applicable,"Total, sex of accused",10,
2021/2022,Youth courts,Newfoundland and Labrador,Criminal Code traffic,Age not applicable,Company,10,
2021/2022,Youth courts,Prince Edward Island,Total offences,"Total, age of accused","Total, sex of accused",11,106.0
2021/2022,Youth courts,Prince Edward Island,Total offences,"Total, age of accused",Males,11,113.0
2021/2022,Youth courts,Prince Edward Island,Total offences,"Total, age of accused",Females,11,96.0
2021/2022,Youth courts,Prince Edward Island,Total offences,"Total, age of accused",Company,11,
2021/2022,Youth courts,Prince Edward Island,Total offences,"Total, age of accused",Sex unknown,11,94.0
2021/2022,Youth courts,Prince Edward Island,Total offences,12 to 15 years,"Total, sex of accused",11,110.0
2021/2022,Youth courts,Prince Edward Island,Total offences,12 to 15 years,Males,11,113.0
2021/2022,Youth courts,Prince Edward Island,Total offences,12 to 15 years,Females,11,
2021/2022,Youth courts,Prince Edward Island,Total offences,12 to 15 years,Sex unknown,11,106.0
2021/2022,Youth courts,Prince Edward Island,Total offences,16 and 17 years,"Total, sex of accused",11,97.0
2021/2022,Youth courts,Prince Edward Island,Total offences,16 and 17 years,Males,11,113.0
2021/2022,Youth courts,Prince Edward Island,Total offences,16 and 17 years,Females,11,96.0
2021/2022,Youth courts,Prince Edward Island,Total offences,16 and 17 years,Sex unknown,11,62.0
2021/2022,Youth courts,Prince Edward Island,Total offences,Other ages,"Total, sex of accused",11,
2021/2022,Youth courts,Prince Edward Island,Total offences,Other ages,Males,11,
2021/2022,Youth courts,Prince Edward Island,Total offences,Other ages,Females,11,
2021/2022,Youth courts,Prince Edward Island,Total offences,Other ages,Sex unknown,11,
2021/2022,Youth courts,Prince Edward Island,Total offences,Age not applicable,"Total, sex of accused",11,
2021/2022,Youth courts,Prince Edward Island,Total offences,Age not applicable,Company,11,
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,"Total, age of accused","Total, sex of accused",11,106.0
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,"Total, age of accused",Males,11,113.0
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,"Total, age of accused",Females,11,96.0
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,"Total, age of accused",Company,11,
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,"Total, age of accused",Sex unknown,11,97.0
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,12 to 15 years,"Total, sex of accused",11,110.0
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,12 to 15 years,Males,11,127.0
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,12 to 15 years,Females,11,
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,12 to 15 years,Sex unknown,11,99.0
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,16 and 17 years,"Total, sex of accused",11,100.0
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,16 and 17 years,Males,11,113.0
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,16 and 17 years,Females,11,96.0
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,16 and 17 years,Sex unknown,11,97.0
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,Other ages,"Total, sex of accused",11,
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,Other ages,Males,11,
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,Other ages,Females,11,
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,Other ages,Sex unknown,11,
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,Age not applicable,"Total, sex of accused",11,
2021/2022,Youth courts,Prince Edward Island,Total Criminal Code,Age not applicable,Company,11,
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,"Total, age of accused","Total, sex of accused",11,120.0
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,"Total, age of accused",Males,11,155.0
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,"Total, age of accused",Females,11,110.0
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,"Total, age of accused",Company,11,
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,"Total, age of accused",Sex unknown,11,94.0
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,12 to 15 years,"Total, sex of accused",11,124.0
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,12 to 15 years,Males,11,169.0
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,12 to 15 years,Females,11,
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,12 to 15 years,Sex unknown,11,99.0
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,16 and 17 years,"Total, sex of accused",11,120.0
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,16 and 17 years,Males,11,152.0
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,16 and 17 years,Females,11,110.0
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,16 and 17 years,Sex unknown,11,94.0
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,Other ages,"Total, sex of accused",11,
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,Other ages,Males,11,
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,Other ages,Females,11,
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,Other ages,Sex unknown,11,
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,Age not applicable,"Total, sex of accused",11,
2021/2022,Youth courts,Prince Edward Island,Crimes against the person,Age not applicable,Company,11,
2021/2022,Youth courts,Prince Edward Island,Crimes against property,"Total, age of accused","Total, sex of accused",11,81.0
2021/2022,Youth courts,Prince Edward Island,Crimes against property,"Total, age of accused",Males,11,57.0
2021/2022,Youth courts,Prince Edward Island,Crimes against property,"Total, age of accused",Females,11,
2021/2022,Youth courts,Prince Edward Island,Crimes against property,"Total, age of accused",Company,11,
2021/2022,Youth courts,Prince Edward Island,Crimes against property,"Total, age of accused",Sex unknown,11,100.0
2021/2022,Youth courts,Prince Edward Island,Crimes against property,12 to 15 years,"Total, sex of accused",11,113.0
2021/2022,Youth courts,Prince Edward Island,Crimes against property,12 to 15 years,Males,11,113.0
2021/2022,Youth courts,Prince Edward Island,Crimes against property,12 to 15 years,Females,11,
2021/2022,Youth courts,Prince Edward Island,Crimes against property,12 to 15 years,Sex unknown,11,88.0
2021/2022,Youth courts,Prince Edward Island,Crimes against property,16 and 17 years,"Total, sex of accused",11,57.0
2021/2022,Youth courts,Prince Edward Island,Crimes against property,16 and 17 years,Males,11,33.0
2021/2022,Youth courts,Prince Edward Island,Crimes against property,16 and 17 years,Females,11,
2021/2022,Youth courts,Prince Edward Island,Crimes against property,16 and 17 years,Sex unknown,11,100.0
2021/2022,Youth courts,Prince Edward Island,Crimes against property,Other ages,"Total, sex of accused",11,
2021/2022,Youth courts,Prince Edward Island,Crimes against property,Other ages,Males,11,
2021/2022,Youth courts,Prince Edward Island,Crimes against property,Other ages,Females,11,
2021/2022,Youth courts,Prince Edward Island,Crimes against property,Other ages,Sex unknown,11,
2021/2022,Youth courts,Prince Edward Island,Crimes against property,Age not applicable,"Total, sex of accused",11,
2021/2022,Youth courts,Prince Edward Island,Crimes against property,Age not applicable,Company,11,
2021/2022,Youth courts,Prince Edward Island,Administration of justice,"Total, age of accused","Total, sex of accused",11,12.0
2021/2022,Youth courts,Prince Edward Island,Administration of justice,"Total, age of accused",Males,11,22.0
2021/2022,Youth courts,Prince Edward Island,Administration of justice,"Total, age of accused",Females,11,1.0
2021/2022,Youth courts,Prince Edward Island,Administration of justice,"Total, age of accused",Company,11,
2021/2022,Youth courts,Prince Edward Island,Administration of justice,"Total, age of accused",Sex unknown,11,
2021/2022,Youth courts,Prince Edward Island,Administration of justice,12 to 15 years,"Total, sex of accused",11,22.0
2021/2022,Youth courts,Prince Edward Island,Administration of justice,12 to 15 years,Males,11,22.0
2021/2022,Youth courts,Prince Edward Island,Administration of justice,12 to 15 years,Females,11,
2021/2022,Youth courts,Prince Edward Island,Administration of justice,12 to 15 years,Sex unknown,11,
2021/2022,Youth courts,Prince Edward Island,Administration of justice,16 and 17 years,"Total, sex of accused",11,1.0
2021/2022,Youth courts,Prince Edward Island,Administration of justice,16 and 17 years,Males,11,
2021/2022,Youth courts,Prince Edward Island,Administration of justice,16 and 17 years,Females,11,1.0
2021/2022,Youth courts,Prince Edward Island,Administration of justice,16 and 17 years,Sex unknown,11,
2021/2022,Youth courts,Prince Edward Island,Administration of justice,Other ages,"Total, sex of accused",11,
2021/2022,Youth courts,Prince Edward Island,Administration of justice,Other ages,Males,11,
2021/2022,Youth courts,Prince Edward Island,Administration of justice,Other ages,Females,11,
2021/2022,Youth courts,Prince Edward Island,Administration of justice,Other ages,Sex unknown,11,
2021/2022,Youth courts,Prince Edward Island,Administration of justice,Age not applicable,"Total, sex of accused",11,
2021/2022,Youth courts,Prince Edward Island,Administration of justice,Age not applicable,Company,11,
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,"Total, age of accused","Total, sex of accused",11,8.0
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,"Total, age of accused",Males,11,1.0
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,"Total, age of accused",Females,11,15.0
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,"Total, age of accused",Company,11,
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,"Total, age of accused",Sex unknown,11,
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,12 to 15 years,"Total, sex of accused",11,
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,12 to 15 years,Males,11,
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,12 to 15 years,Females,11,
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,12 to 15 years,Sex unknown,11,
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,16 and 17 years,"Total, sex of accused",11,8.0
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,16 and 17 years,Males,11,1.0
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,16 and 17 years,Females,11,15.0
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,16 and 17 years,Sex unknown,11,
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,Other ages,"Total, sex of accused",11,
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,Other ages,Males,11,
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,Other ages,Females,11,
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,Other ages,Sex unknown,11,
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,Age not applicable,"Total, sex of accused",11,
2021/2022,Youth courts,Prince Edward Island,Criminal Code traffic,Age not applicable,Company,11,
2021/2022,Youth courts,Nova Scotia,Total offences,"Total, age of accused","Total, sex of accused",12,246.0
2021/2022,Youth courts,Nova Scotia,Total offences,"Total, age of accused",Males,12,264.0
2021/2022,Youth courts,Nova Scotia,Total offences,"Total, age of accused",Females,12,268.0
2021/2022,Youth courts,Nova Scotia,Total offences,"Total, age of accused",Company,12,
2021/2022,Youth courts,Nova Scotia,Total offences,"Total, age of accused",Sex unknown,12,225.0
2021/2022,Youth courts,Nova Scotia,Total offences,12 to 15 years,"Total, sex of accused",12,239.0
2021/2022,Youth courts,Nova Scotia,Total offences,12 to 15 years,Males,12,248.0
2021/2022,Youth courts,Nova Scotia,Total offences,12 to 15 years,Females,12,325.0
2021/2022,Youth courts,Nova Scotia,Total offences,12 to 15 years,Sex unknown,12,207.0
2021/2022,Youth courts,Nova Scotia,Total offences,16 and 17 years,"Total, sex of accused",12,267.0
2021/2022,Youth courts,Nova Scotia,Total offences,16 and 17 years,Males,12,274.0
2021/2022,Youth courts,Nova Scotia,Total offences,16 and 17 years,Females,12,246.0
2021/2022,Youth courts,Nova Scotia,Total offences,16 and 17 years,Sex unknown,12,265.0
2021/2022,Youth courts,Nova Scotia,Total offences,Other ages,"Total, sex of accused",12,442.0
2021/2022,Youth courts,Nova Scotia,Total offences,Other ages,Males,12,442.0
2021/2022,Youth courts,Nova Scotia,Total offences,Other ages,Females,12,
2021/2022,Youth courts,Nova Scotia,Total offences,Other ages,Sex unknown,12,
2021/2022,Youth courts,Nova Scotia,Total offences,Age not applicable,"Total, sex of accused",12,
2021/2022,Youth courts,Nova Scotia,Total offences,Age not applicable,Company,12,
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,"Total, age of accused","Total, sex of accused",12,253.0
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,"Total, age of accused",Males,12,271.0
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,"Total, age of accused",Females,12,268.0
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,"Total, age of accused",Company,12,
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,"Total, age of accused",Sex unknown,12,228.0
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,12 to 15 years,"Total, sex of accused",12,239.0
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,12 to 15 years,Males,12,261.0
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,12 to 15 years,Females,12,325.0
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,12 to 15 years,Sex unknown,12,207.0
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,16 and 17 years,"Total, sex of accused",12,267.0
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,16 and 17 years,Males,12,277.0
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,16 and 17 years,Females,12,246.0
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,16 and 17 years,Sex unknown,12,266.0
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,Other ages,"Total, sex of accused",12,442.0
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,Other ages,Males,12,442.0
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,Other ages,Females,12,
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,Other ages,Sex unknown,12,
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,Age not applicable,"Total, sex of accused",12,
2021/2022,Youth courts,Nova Scotia,Total Criminal Code,Age not applicable,Company,12,
2021/2022,Youth courts,Nova Scotia,Crimes against the person,"Total, age of accused","Total, sex of accused",12,263.0
2021/2022,Youth courts,Nova Scotia,Crimes against the person,"Total, age of accused",Males,12,277.0
2021/2022,Youth courts,Nova Scotia,Crimes against the person,"Total, age of accused",Females,12,310.0
2021/2022,Youth courts,Nova Scotia,Crimes against the person,"Total, age of accused",Company,12,
2021/2022,Youth courts,Nova Scotia,Crimes against the person,"Total, age of accused",Sex unknown,12,234.0
2021/2022,Youth courts,Nova Scotia,Crimes against the person,12 to 15 years,"Total, sex of accused",12,239.0
2021/2022,Youth courts,Nova Scotia,Crimes against the person,12 to 15 years,Males,12,266.0
2021/2022,Youth courts,Nova Scotia,Crimes against the person,12 to 15 years,Females,12,288.0
2021/2022,Youth courts,Nova Scotia,Crimes against the person,12 to 15 years,Sex unknown,12,200.0
2021/2022,Youth courts,Nova Scotia,Crimes against the person,16 and 17 years,"Total, sex of accused",12,281.0
2021/2022,Youth courts,Nova Scotia,Crimes against the person,16 and 17 years,Males,12,280.0
2021/2022,Youth courts,Nova Scotia,Crimes against the person,16 and 17 years,Females,12,310.0
2021/2022,Youth courts,Nova Scotia,Crimes against the person,16 and 17 years,Sex unknown,12,288.0
2021/2022,Youth courts,Nova Scotia,Crimes against the person,Other ages,"Total, sex of accused",12,442.0
2021/2022,Youth courts,Nova Scotia,Crimes against the person,Other ages,Males,12,442.0
2021/2022,Youth courts,Nova Scotia,Crimes against the person,Other ages,Females,12,
2021/2022,Youth courts,Nova Scotia,Crimes against the person,Other ages,Sex unknown,12,
2021/2022,Youth courts,Nova Scotia,Crimes against the person,Age not applicable,"Total, sex of accused",12,
2021/2022,Youth courts,Nova Scotia,Crimes against the person,Age not applicable,Company,12,
2021/2022,Youth courts,Nova Scotia,Crimes against property,"Total, age of accused","Total, sex of accused",12,271.0
2021/2022,Youth courts,Nova Scotia,Crimes against property,"Total, age of accused",Males,12,274.0
2021/2022,Youth courts,Nova Scotia,Crimes against property,"Total, age of accused",Females,12,313.0
2021/2022,Youth courts,Nova Scotia,Crimes against property,"Total, age of accused",Company,12,
2021/2022,Youth courts,Nova Scotia,Crimes against property,"Total, age of accused",Sex unknown,12,256.0
2021/2022,Youth courts,Nova Scotia,Crimes against property,12 to 15 years,"Total, sex of accused",12,253.0
2021/2022,Youth courts,Nova Scotia,Crimes against property,12 to 15 years,Males,12,253.0
2021/2022,Youth courts,Nova Scotia,Crimes against property,12 to 15 years,Females,12,363.0
