Year,Geography,Education attainment level,Gender,Age group,Population characteristics,GeoCode,Value
2021,Yukon,Bachelor's level,Total - Gender,45 to 54 years,Total population,60,19.0
2021,Yukon,Bachelor's level,Men+,45 to 54 years,Total population,60,17.0
2021,Yukon,Bachelor's level,Women+,45 to 54 years,Total population,60,20.0
2021,Yukon,Bachelor's level,Total - Gender,55 to 64 years,Total population,60,18.0
2021,Yukon,Bachelor's level,Men+,55 to 64 years,Total population,60,13.0
2021,Yukon,Bachelor's level,Women+,55 to 64 years,Total population,60,22.0
2021,Yukon,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,60,14.0
2021,Yukon,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,60,11.0
2021,Yukon,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,60,16.0
2021,Yukon,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,60,10.0
2021,Yukon,Master's or Doctoral level,Men+,25 to 34 years,Total population,60,
2021,Yukon,Master's or Doctoral level,Women+,25 to 34 years,Total population,60,13.0
2021,Yukon,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,60,17.0
2021,Yukon,Master's or Doctoral level,Men+,30 to 34 years,Total population,60,
2021,Yukon,Master's or Doctoral level,Women+,30 to 34 years,Total population,60,20.0
2021,Yukon,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,60,17.0
2021,Yukon,Master's or Doctoral level,Men+,35 to 44 years,Total population,60,14.0
2021,Yukon,Master's or Doctoral level,Women+,35 to 44 years,Total population,60,19.0
2021,Yukon,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,60,14.0
2021,Yukon,Master's or Doctoral level,Men+,45 to 54 years,Total population,60,9.0
2021,Yukon,Master's or Doctoral level,Women+,45 to 54 years,Total population,60,18.0
2021,Yukon,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,60,12.0
2021,Yukon,Master's or Doctoral level,Men+,55 to 64 years,Total population,60,12.0
2021,Yukon,Master's or Doctoral level,Women+,55 to 64 years,Total population,60,12.0
2021,Northwest Territories,Tertiary education,Total - Gender,"Total, 25 to 64 years",Total population,61,49.0
2021,Northwest Territories,Tertiary education,Men+,"Total, 25 to 64 years",Total population,61,40.0
2021,Northwest Territories,Tertiary education,Women+,"Total, 25 to 64 years",Total population,61,60.0
2021,Northwest Territories,Tertiary education,Total - Gender,25 to 34 years,Total population,61,33.0
2021,Northwest Territories,Tertiary education,Men+,25 to 34 years,Total population,61,22.0
2021,Northwest Territories,Tertiary education,Women+,25 to 34 years,Total population,61,44.0
2021,Northwest Territories,Tertiary education,Total - Gender,30 to 34 years,Total population,61,37.0
2021,Northwest Territories,Tertiary education,Men+,30 to 34 years,Total population,61,29.0
2021,Northwest Territories,Tertiary education,Women+,30 to 34 years,Total population,61,45.0
2021,Northwest Territories,Tertiary education,Total - Gender,35 to 44 years,Total population,61,60.0
2021,Northwest Territories,Tertiary education,Men+,35 to 44 years,Total population,61,51.0
2021,Northwest Territories,Tertiary education,Women+,35 to 44 years,Total population,61,68.0
2021,Northwest Territories,Tertiary education,Total - Gender,45 to 54 years,Total population,61,54.0
2021,Northwest Territories,Tertiary education,Men+,45 to 54 years,Total population,61,44.0
2021,Northwest Territories,Tertiary education,Women+,45 to 54 years,Total population,61,66.0
2021,Northwest Territories,Tertiary education,Total - Gender,55 to 64 years,Total population,61,47.0
2021,Northwest Territories,Tertiary education,Men+,55 to 64 years,Total population,61,38.0
2021,Northwest Territories,Tertiary education,Women+,55 to 64 years,Total population,61,56.0
2021,Northwest Territories,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,61,26.0
2021,Northwest Territories,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,61,20.0
2021,Northwest Territories,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,61,32.0
2021,Northwest Territories,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,61,16.0
2021,Northwest Territories,Short-cycle tertiary,Men+,25 to 34 years,Total population,61,14.0
2021,Northwest Territories,Short-cycle tertiary,Women+,25 to 34 years,Total population,61,18.0
2021,Northwest Territories,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,61,18.0
2021,Northwest Territories,Short-cycle tertiary,Men+,30 to 34 years,Total population,61,20.0
2021,Northwest Territories,Short-cycle tertiary,Women+,30 to 34 years,Total population,61,16.0
2021,Northwest Territories,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,61,26.0
2021,Northwest Territories,Short-cycle tertiary,Men+,35 to 44 years,Total population,61,22.0
2021,Northwest Territories,Short-cycle tertiary,Women+,35 to 44 years,Total population,61,29.0
2021,Northwest Territories,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,61,30.0
2021,Northwest Territories,Short-cycle tertiary,Men+,45 to 54 years,Total population,61,19.0
2021,Northwest Territories,Short-cycle tertiary,Women+,45 to 54 years,Total population,61,42.0
2021,Northwest Territories,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,61,33.0
2021,Northwest Territories,Short-cycle tertiary,Men+,55 to 64 years,Total population,61,25.0
2021,Northwest Territories,Short-cycle tertiary,Women+,55 to 64 years,Total population,61,41.0
2021,Northwest Territories,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,61,14.0
2021,Northwest Territories,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,61,11.0
2021,Northwest Territories,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,61,17.0
2021,Northwest Territories,Bachelor's level,Total - Gender,25 to 34 years,Total population,61,12.0
2021,Northwest Territories,Bachelor's level,Men+,25 to 34 years,Total population,61,
2021,Northwest Territories,Bachelor's level,Women+,25 to 34 years,Total population,61,19.0
2021,Northwest Territories,Bachelor's level,Total - Gender,30 to 34 years,Total population,61,11.0
2021,Northwest Territories,Bachelor's level,Men+,30 to 34 years,Total population,61,
2021,Northwest Territories,Bachelor's level,Women+,30 to 34 years,Total population,61,19.0
2021,Northwest Territories,Bachelor's level,Total - Gender,35 to 44 years,Total population,61,20.0
2021,Northwest Territories,Bachelor's level,Men+,35 to 44 years,Total population,61,19.0
2021,Northwest Territories,Bachelor's level,Women+,35 to 44 years,Total population,61,21.0
2021,Northwest Territories,Bachelor's level,Total - Gender,45 to 54 years,Total population,61,10.0
2021,Northwest Territories,Bachelor's level,Men+,45 to 54 years,Total population,61,9.0
2021,Northwest Territories,Bachelor's level,Women+,45 to 54 years,Total population,61,12.0
2021,Northwest Territories,Bachelor's level,Total - Gender,55 to 64 years,Total population,61,12.0
2021,Northwest Territories,Bachelor's level,Men+,55 to 64 years,Total population,61,9.0
2021,Northwest Territories,Bachelor's level,Women+,55 to 64 years,Total population,61,14.0
2021,Northwest Territories,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,61,10.0
2021,Northwest Territories,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,61,9.0
2021,Northwest Territories,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,61,10.0
2021,Northwest Territories,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,61,5.0
2021,Northwest Territories,Master's or Doctoral level,Men+,25 to 34 years,Total population,61,
2021,Northwest Territories,Master's or Doctoral level,Women+,25 to 34 years,Total population,61,
2021,Northwest Territories,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,61,8.0
2021,Northwest Territories,Master's or Doctoral level,Men+,30 to 34 years,Total population,61,
2021,Northwest Territories,Master's or Doctoral level,Women+,30 to 34 years,Total population,61,
2021,Northwest Territories,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,61,14.0
2021,Northwest Territories,Master's or Doctoral level,Men+,35 to 44 years,Total population,61,9.0
2021,Northwest Territories,Master's or Doctoral level,Women+,35 to 44 years,Total population,61,17.0
2021,Northwest Territories,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,61,14.0
2021,Northwest Territories,Master's or Doctoral level,Men+,45 to 54 years,Total population,61,16.0
2021,Northwest Territories,Master's or Doctoral level,Women+,45 to 54 years,Total population,61,13.0
2021,Northwest Territories,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,61,
2021,Northwest Territories,Master's or Doctoral level,Men+,55 to 64 years,Total population,61,
2021,Northwest Territories,Master's or Doctoral level,Women+,55 to 64 years,Total population,61,
2021,Nunavut,Tertiary education,Total - Gender,"Total, 25 to 64 years",Total population,62,38.0
2021,Nunavut,Tertiary education,Men+,"Total, 25 to 64 years",Total population,62,30.0
2021,Nunavut,Tertiary education,Women+,"Total, 25 to 64 years",Total population,62,45.0
2021,Nunavut,Tertiary education,Total - Gender,25 to 34 years,Total population,62,36.0
2021,Nunavut,Tertiary education,Men+,25 to 34 years,Total population,62,28.0
2021,Nunavut,Tertiary education,Women+,25 to 34 years,Total population,62,43.0
2021,Nunavut,Tertiary education,Total - Gender,30 to 34 years,Total population,62,45.0
2021,Nunavut,Tertiary education,Men+,30 to 34 years,Total population,62,46.0
2021,Nunavut,Tertiary education,Women+,30 to 34 years,Total population,62,45.0
2021,Nunavut,Tertiary education,Total - Gender,35 to 44 years,Total population,62,40.0
2021,Nunavut,Tertiary education,Men+,35 to 44 years,Total population,62,36.0
2021,Nunavut,Tertiary education,Women+,35 to 44 years,Total population,62,45.0
2021,Nunavut,Tertiary education,Total - Gender,45 to 54 years,Total population,62,39.0
2021,Nunavut,Tertiary education,Men+,45 to 54 years,Total population,62,31.0
2021,Nunavut,Tertiary education,Women+,45 to 54 years,Total population,62,48.0
2021,Nunavut,Tertiary education,Total - Gender,55 to 64 years,Total population,62,34.0
2021,Nunavut,Tertiary education,Men+,55 to 64 years,Total population,62,23.0
2021,Nunavut,Tertiary education,Women+,55 to 64 years,Total population,62,45.0
2021,Nunavut,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,62,22.0
2021,Nunavut,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,62,16.0
2021,Nunavut,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,62,27.0
2021,Nunavut,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,62,20.0
2021,Nunavut,Short-cycle tertiary,Men+,25 to 34 years,Total population,62,12.0
2021,Nunavut,Short-cycle tertiary,Women+,25 to 34 years,Total population,62,26.0
2021,Nunavut,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,62,23.0
2021,Nunavut,Short-cycle tertiary,Men+,30 to 34 years,Total population,62,
2021,Nunavut,Short-cycle tertiary,Women+,30 to 34 years,Total population,62,26.0
2021,Nunavut,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,62,20.0
2021,Nunavut,Short-cycle tertiary,Men+,35 to 44 years,Total population,62,18.0
2021,Nunavut,Short-cycle tertiary,Women+,35 to 44 years,Total population,62,22.0
2021,Nunavut,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,62,25.0
2021,Nunavut,Short-cycle tertiary,Men+,45 to 54 years,Total population,62,19.0
2021,Nunavut,Short-cycle tertiary,Women+,45 to 54 years,Total population,62,33.0
2021,Nunavut,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,62,24.0
2021,Nunavut,Short-cycle tertiary,Men+,55 to 64 years,Total population,62,17.0
2021,Nunavut,Short-cycle tertiary,Women+,55 to 64 years,Total population,62,31.0
2021,Nunavut,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,62,7.0
2021,Nunavut,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,62,7.0
2021,Nunavut,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,62,8.0
2021,Nunavut,Bachelor's level,Total - Gender,25 to 34 years,Total population,62,10.0
2021,Nunavut,Bachelor's level,Men+,25 to 34 years,Total population,62,
2021,Nunavut,Bachelor's level,Women+,25 to 34 years,Total population,62,11.0
2021,Nunavut,Bachelor's level,Total - Gender,30 to 34 years,Total population,62,13.0
2021,Nunavut,Bachelor's level,Men+,30 to 34 years,Total population,62,
2021,Nunavut,Bachelor's level,Women+,30 to 34 years,Total population,62,14.0
2021,Nunavut,Bachelor's level,Total - Gender,35 to 44 years,Total population,62,10.0
2021,Nunavut,Bachelor's level,Men+,35 to 44 years,Total population,62,11.0
2021,Nunavut,Bachelor's level,Women+,35 to 44 years,Total population,62,9.0
2021,Nunavut,Bachelor's level,Total - Gender,45 to 54 years,Total population,62,5.0
2021,Nunavut,Bachelor's level,Men+,45 to 54 years,Total population,62,
2021,Nunavut,Bachelor's level,Women+,45 to 54 years,Total population,62,
2021,Nunavut,Bachelor's level,Total - Gender,55 to 64 years,Total population,62,
2021,Nunavut,Bachelor's level,Men+,55 to 64 years,Total population,62,
2021,Nunavut,Bachelor's level,Women+,55 to 64 years,Total population,62,
2021,Nunavut,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,62,8.0
2021,Nunavut,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,62,7.0
2021,Nunavut,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,62,10.0
2021,Nunavut,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,62,7.0
2021,Nunavut,Master's or Doctoral level,Men+,25 to 34 years,Total population,62,
2021,Nunavut,Master's or Doctoral level,Women+,25 to 34 years,Total population,62,
2021,Nunavut,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,62,9.0
2021,Nunavut,Master's or Doctoral level,Men+,30 to 34 years,Total population,62,
2021,Nunavut,Master's or Doctoral level,Women+,30 to 34 years,Total population,62,
2021,Nunavut,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,62,10.0
2021,Nunavut,Master's or Doctoral level,Men+,35 to 44 years,Total population,62,
2021,Nunavut,Master's or Doctoral level,Women+,35 to 44 years,Total population,62,14.0
2021,Nunavut,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,62,9.0
2021,Nunavut,Master's or Doctoral level,Men+,45 to 54 years,Total population,62,9.0
2021,Nunavut,Master's or Doctoral level,Women+,45 to 54 years,Total population,62,
2021,Nunavut,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,62,7.0
2021,Nunavut,Master's or Doctoral level,Men+,55 to 64 years,Total population,62,
2021,Nunavut,Master's or Doctoral level,Women+,55 to 64 years,Total population,62,
2022,Canada,Tertiary education,Men+,"Total, 25 to 64 years",Total population,,56.0
2022,Canada,Tertiary education,Women+,"Total, 25 to 64 years",Total population,,69.0
2022,Canada,Tertiary education,Total - Gender,25 to 34 years,Total population,,67.0
2022,Canada,Tertiary education,Men+,25 to 34 years,Total population,,58.0
2022,Canada,Tertiary education,Women+,25 to 34 years,Total population,,76.0
2022,Canada,Tertiary education,Total - Gender,30 to 34 years,Total population,,68.0
2022,Canada,Tertiary education,Men+,30 to 34 years,Total population,,60.0
2022,Canada,Tertiary education,Women+,30 to 34 years,Total population,,77.0
2022,Canada,Tertiary education,Total - Gender,35 to 44 years,Total population,,67.0
2022,Canada,Tertiary education,Men+,35 to 44 years,Total population,,59.0
2022,Canada,Tertiary education,Women+,35 to 44 years,Total population,,75.0
2022,Canada,Tertiary education,Total - Gender,45 to 54 years,Total population,,64.0
2022,Canada,Tertiary education,Men+,45 to 54 years,Total population,,57.0
2022,Canada,Tertiary education,Women+,45 to 54 years,Total population,,70.0
2022,Canada,Tertiary education,Total - Gender,55 to 64 years,Total population,,53.0
2022,Canada,Tertiary education,Men+,55 to 64 years,Total population,,49.0
2022,Canada,Tertiary education,Women+,55 to 64 years,Total population,,57.0
2022,Canada,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,,26.0
2022,Canada,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,,23.0
2022,Canada,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,,30.0
2022,Canada,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,,24.0
2022,Canada,Short-cycle tertiary,Men+,25 to 34 years,Total population,,22.0
2022,Canada,Short-cycle tertiary,Women+,25 to 34 years,Total population,,27.0
2022,Canada,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,,24.0
2022,Canada,Short-cycle tertiary,Men+,30 to 34 years,Total population,,22.0
2022,Canada,Short-cycle tertiary,Women+,30 to 34 years,Total population,,27.0
2022,Canada,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,,26.0
2022,Canada,Short-cycle tertiary,Men+,35 to 44 years,Total population,,23.0
2022,Canada,Short-cycle tertiary,Women+,35 to 44 years,Total population,,29.0
2022,Canada,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,,28.0
2022,Canada,Short-cycle tertiary,Men+,45 to 54 years,Total population,,24.0
2022,Canada,Short-cycle tertiary,Women+,45 to 54 years,Total population,,32.0
2022,Canada,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,,27.0
2022,Canada,Short-cycle tertiary,Men+,55 to 64 years,Total population,,23.0
2022,Canada,Short-cycle tertiary,Women+,55 to 64 years,Total population,,32.0
2022,Canada,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,,24.0
2022,Canada,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,,22.0
2022,Canada,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,,27.0
2022,Canada,Bachelor's level,Total - Gender,25 to 34 years,Total population,,30.0
2022,Canada,Bachelor's level,Men+,25 to 34 years,Total population,,26.0
2022,Canada,Bachelor's level,Women+,25 to 34 years,Total population,,34.0
2022,Canada,Bachelor's level,Total - Gender,30 to 34 years,Total population,,29.0
2022,Canada,Bachelor's level,Men+,30 to 34 years,Total population,,26.0
2022,Canada,Bachelor's level,Women+,30 to 34 years,Total population,,33.0
2022,Canada,Bachelor's level,Total - Gender,35 to 44 years,Total population,,26.0
2022,Canada,Bachelor's level,Men+,35 to 44 years,Total population,,22.0
2022,Canada,Bachelor's level,Women+,35 to 44 years,Total population,,29.0
2022,Canada,Bachelor's level,Total - Gender,45 to 54 years,Total population,,23.0
2022,Canada,Bachelor's level,Men+,45 to 54 years,Total population,,21.0
2022,Canada,Bachelor's level,Women+,45 to 54 years,Total population,,25.0
2022,Canada,Bachelor's level,Total - Gender,55 to 64 years,Total population,,17.0
2022,Canada,Bachelor's level,Men+,55 to 64 years,Total population,,16.0
2022,Canada,Bachelor's level,Women+,55 to 64 years,Total population,,18.0
2022,Canada,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,,12.0
2022,Canada,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,,11.0
2022,Canada,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,,13.0
2022,Canada,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,,12.0
2022,Canada,Master's or Doctoral level,Men+,25 to 34 years,Total population,,10.0
2022,Canada,Master's or Doctoral level,Women+,25 to 34 years,Total population,,15.0
2022,Canada,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,,14.0
2022,Canada,Master's or Doctoral level,Men+,30 to 34 years,Total population,,12.0
2022,Canada,Master's or Doctoral level,Women+,30 to 34 years,Total population,,17.0
2022,Canada,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,,15.0
2022,Canada,Master's or Doctoral level,Men+,35 to 44 years,Total population,,14.0
2022,Canada,Master's or Doctoral level,Women+,35 to 44 years,Total population,,17.0
2022,Canada,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,,12.0
2022,Canada,Master's or Doctoral level,Men+,45 to 54 years,Total population,,12.0
2022,Canada,Master's or Doctoral level,Women+,45 to 54 years,Total population,,12.0
2022,Canada,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,,9.0
2022,Canada,Master's or Doctoral level,Men+,55 to 64 years,Total population,,9.0
2022,Canada,Master's or Doctoral level,Women+,55 to 64 years,Total population,,8.0
2022,Newfoundland and Labrador,Tertiary education,Total - Gender,"Total, 25 to 64 years",Total population,10,58.0
2022,Newfoundland and Labrador,Tertiary education,Men+,"Total, 25 to 64 years",Total population,10,49.0
2022,Newfoundland and Labrador,Tertiary education,Women+,"Total, 25 to 64 years",Total population,10,67.0
2022,Newfoundland and Labrador,Tertiary education,Total - Gender,25 to 34 years,Total population,10,65.0
2022,Newfoundland and Labrador,Tertiary education,Men+,25 to 34 years,Total population,10,54.0
2022,Newfoundland and Labrador,Tertiary education,Women+,25 to 34 years,Total population,10,76.0
2022,Newfoundland and Labrador,Tertiary education,Total - Gender,30 to 34 years,Total population,10,67.0
2022,Newfoundland and Labrador,Tertiary education,Men+,30 to 34 years,Total population,10,56.0
2022,Newfoundland and Labrador,Tertiary education,Women+,30 to 34 years,Total population,10,79.0
2022,Newfoundland and Labrador,Tertiary education,Total - Gender,35 to 44 years,Total population,10,65.0
2022,Newfoundland and Labrador,Tertiary education,Men+,35 to 44 years,Total population,10,55.0
2022,Newfoundland and Labrador,Tertiary education,Women+,35 to 44 years,Total population,10,75.0
2022,Newfoundland and Labrador,Tertiary education,Total - Gender,45 to 54 years,Total population,10,61.0
2022,Newfoundland and Labrador,Tertiary education,Men+,45 to 54 years,Total population,10,50.0
2022,Newfoundland and Labrador,Tertiary education,Women+,45 to 54 years,Total population,10,72.0
2022,Newfoundland and Labrador,Tertiary education,Total - Gender,55 to 64 years,Total population,10,45.0
2022,Newfoundland and Labrador,Tertiary education,Men+,55 to 64 years,Total population,10,39.0
2022,Newfoundland and Labrador,Tertiary education,Women+,55 to 64 years,Total population,10,51.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,10,34.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,10,29.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,10,39.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,10,31.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Men+,25 to 34 years,Total population,10,28.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Women+,25 to 34 years,Total population,10,35.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,10,33.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Men+,30 to 34 years,Total population,10,28.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Women+,30 to 34 years,Total population,10,37.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,10,34.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Men+,35 to 44 years,Total population,10,31.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Women+,35 to 44 years,Total population,10,37.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,10,38.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Men+,45 to 54 years,Total population,10,30.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Women+,45 to 54 years,Total population,10,45.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,10,31.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Men+,55 to 64 years,Total population,10,27.0
2022,Newfoundland and Labrador,Short-cycle tertiary,Women+,55 to 64 years,Total population,10,36.0
2022,Newfoundland and Labrador,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,10,16.0
2022,Newfoundland and Labrador,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,10,13.0
2022,Newfoundland and Labrador,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,10,18.0
2022,Newfoundland and Labrador,Bachelor's level,Total - Gender,25 to 34 years,Total population,10,24.0
2022,Newfoundland and Labrador,Bachelor's level,Men+,25 to 34 years,Total population,10,20.0
2022,Newfoundland and Labrador,Bachelor's level,Women+,25 to 34 years,Total population,10,27.0
2022,Newfoundland and Labrador,Bachelor's level,Total - Gender,30 to 34 years,Total population,10,23.0
2022,Newfoundland and Labrador,Bachelor's level,Men+,30 to 34 years,Total population,10,21.0
2022,Newfoundland and Labrador,Bachelor's level,Women+,30 to 34 years,Total population,10,25.0
2022,Newfoundland and Labrador,Bachelor's level,Total - Gender,35 to 44 years,Total population,10,20.0
2022,Newfoundland and Labrador,Bachelor's level,Men+,35 to 44 years,Total population,10,16.0
2022,Newfoundland and Labrador,Bachelor's level,Women+,35 to 44 years,Total population,10,24.0
2022,Newfoundland and Labrador,Bachelor's level,Total - Gender,45 to 54 years,Total population,10,15.0
2022,Newfoundland and Labrador,Bachelor's level,Men+,45 to 54 years,Total population,10,13.0
2022,Newfoundland and Labrador,Bachelor's level,Women+,45 to 54 years,Total population,10,17.0
2022,Newfoundland and Labrador,Bachelor's level,Total - Gender,55 to 64 years,Total population,10,8.0
2022,Newfoundland and Labrador,Bachelor's level,Men+,55 to 64 years,Total population,10,7.0
2022,Newfoundland and Labrador,Bachelor's level,Women+,55 to 64 years,Total population,10,9.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,10,8.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,10,6.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,10,10.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,10,10.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Men+,25 to 34 years,Total population,10,6.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Women+,25 to 34 years,Total population,10,13.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,10,12.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Men+,30 to 34 years,Total population,10,7.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Women+,30 to 34 years,Total population,10,17.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,10,11.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Men+,35 to 44 years,Total population,10,8.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Women+,35 to 44 years,Total population,10,14.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,10,8.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Men+,45 to 54 years,Total population,10,7.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Women+,45 to 54 years,Total population,10,10.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,10,6.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Men+,55 to 64 years,Total population,10,5.0
2022,Newfoundland and Labrador,Master's or Doctoral level,Women+,55 to 64 years,Total population,10,6.0
2022,Prince Edward Island,Tertiary education,Total - Gender,"Total, 25 to 64 years",Total population,11,64.0
2022,Prince Edward Island,Tertiary education,Men+,"Total, 25 to 64 years",Total population,11,57.0
2022,Prince Edward Island,Tertiary education,Women+,"Total, 25 to 64 years",Total population,11,72.0
2022,Prince Edward Island,Tertiary education,Total - Gender,25 to 34 years,Total population,11,70.0
2022,Prince Edward Island,Tertiary education,Men+,25 to 34 years,Total population,11,61.0
2022,Prince Edward Island,Tertiary education,Women+,25 to 34 years,Total population,11,79.0
2022,Prince Edward Island,Tertiary education,Total - Gender,30 to 34 years,Total population,11,72.0
2022,Prince Edward Island,Tertiary education,Men+,30 to 34 years,Total population,11,63.0
2022,Prince Edward Island,Tertiary education,Women+,30 to 34 years,Total population,11,82.0
2022,Prince Edward Island,Tertiary education,Total - Gender,35 to 44 years,Total population,11,70.0
2022,Prince Edward Island,Tertiary education,Men+,35 to 44 years,Total population,11,61.0
2022,Prince Edward Island,Tertiary education,Women+,35 to 44 years,Total population,11,77.0
2022,Prince Edward Island,Tertiary education,Total - Gender,45 to 54 years,Total population,11,67.0
