Year,Géographie,Population,Genre,Groupe d'âge,GeoCode,Value
2019,Colombie-Britannique,Populations nées au Canada,Femmes+,25 à 54 ans,59,3.9
2020,Canada,Immigrants reçus,Total - Genre,15 ans et plus,,10.6
2020,Canada,Immigrants reçus,Total - Genre,15 à 24 ans,,24.8
2020,Canada,Immigrants reçus,Total - Genre,25 à 54 ans,,9.6
2020,Canada,Immigrants reçus,Total - Genre,55 ans et plus,,8.7
2020,Canada,Immigrants reçus,Hommes+,15 ans et plus,,9.5
2020,Canada,Immigrants reçus,Hommes+,15 à 24 ans,,25.7
2020,Canada,Immigrants reçus,Hommes+,25 à 54 ans,,8.1
2020,Canada,Immigrants reçus,Hommes+,55 ans et plus,,8.3
2020,Canada,Immigrants reçus,Femmes+,15 ans et plus,,11.8
2020,Canada,Immigrants reçus,Femmes+,15 à 24 ans,,23.9
2020,Canada,Immigrants reçus,Femmes+,25 à 54 ans,,11.2
2020,Canada,Immigrants reçus,Femmes+,55 ans et plus,,9.3
2020,Canada,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,,13.4
2020,Canada,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 à 24 ans,,21.6
2020,Canada,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,,12.1
2020,Canada,Immigrants reçus 5 ans et moins auparavant,Total - Genre,55 ans et plus,,16.9
2020,Canada,Immigrants reçus 5 ans et moins auparavant,Hommes+,15 ans et plus,,10.7
2020,Canada,Immigrants reçus 5 ans et moins auparavant,Hommes+,15 à 24 ans,,19.2
2020,Canada,Immigrants reçus 5 ans et moins auparavant,Hommes+,25 à 54 ans,,9.3
2020,Canada,Immigrants reçus 5 ans et moins auparavant,Hommes+,55 ans et plus,,14.5
2020,Canada,Immigrants reçus 5 ans et moins auparavant,Femmes+,15 ans et plus,,16.7
2020,Canada,Immigrants reçus 5 ans et moins auparavant,Femmes+,15 à 24 ans,,25.3
2020,Canada,Immigrants reçus 5 ans et moins auparavant,Femmes+,25 à 54 ans,,15.5
2020,Canada,Immigrants reçus 5 ans et moins auparavant,Femmes+,55 ans et plus,,21.3
2020,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,,11.5
2020,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 à 24 ans,,24.0
2020,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,,9.6
2020,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,55 ans et plus,,12.2
2020,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,15 ans et plus,,10.0
2020,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,15 à 24 ans,,25.8
2020,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,25 à 54 ans,,7.6
2020,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,55 ans et plus,,12.7
2020,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,15 ans et plus,,13.2
2020,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,15 à 24 ans,,22.3
2020,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,25 à 54 ans,,11.9
2020,Canada,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,55 ans et plus,,11.4
2020,Canada,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,,9.8
2020,Canada,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 à 24 ans,,26.5
2020,Canada,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,,8.9
2020,Canada,Immigrants reçus plus de 10 ans auparavant,Total - Genre,55 ans et plus,,8.4
2020,Canada,Immigrants reçus plus de 10 ans auparavant,Hommes+,15 ans et plus,,9.2
2020,Canada,Immigrants reçus plus de 10 ans auparavant,Hommes+,15 à 24 ans,,28.8
2020,Canada,Immigrants reçus plus de 10 ans auparavant,Hommes+,25 à 54 ans,,7.9
2020,Canada,Immigrants reçus plus de 10 ans auparavant,Hommes+,55 ans et plus,,8.0
2020,Canada,Immigrants reçus plus de 10 ans auparavant,Femmes+,15 ans et plus,,10.5
2020,Canada,Immigrants reçus plus de 10 ans auparavant,Femmes+,15 à 24 ans,,24.2
2020,Canada,Immigrants reçus plus de 10 ans auparavant,Femmes+,25 à 54 ans,,9.9
2020,Canada,Immigrants reçus plus de 10 ans auparavant,Femmes+,55 ans et plus,,9.0
2020,Canada,Populations nées au Canada,Total - Genre,15 ans et plus,,9.2
2020,Canada,Populations nées au Canada,Total - Genre,15 à 24 ans,,19.2
2020,Canada,Populations nées au Canada,Total - Genre,25 à 54 ans,,7.1
2020,Canada,Populations nées au Canada,Total - Genre,55 ans et plus,,8.1
2020,Canada,Populations nées au Canada,Hommes+,15 ans et plus,,9.8
2020,Canada,Populations nées au Canada,Hommes+,15 à 24 ans,,20.0
2020,Canada,Populations nées au Canada,Hommes+,25 à 54 ans,,7.8
2020,Canada,Populations nées au Canada,Hommes+,55 ans et plus,,8.4
2020,Canada,Populations nées au Canada,Femmes+,15 ans et plus,,8.6
2020,Canada,Populations nées au Canada,Femmes+,15 à 24 ans,,18.3
2020,Canada,Populations nées au Canada,Femmes+,25 à 54 ans,,6.4
2020,Canada,Populations nées au Canada,Femmes+,55 ans et plus,,7.6
2020,Région de l'Atlantique,Immigrants reçus,Total - Genre,15 ans et plus,,9.8
2020,Région de l'Atlantique,Immigrants reçus,Total - Genre,25 à 54 ans,,8.1
2020,Région de l'Atlantique,Immigrants reçus,Hommes+,15 ans et plus,,8.6
2020,Région de l'Atlantique,Immigrants reçus,Hommes+,25 à 54 ans,,6.3
2020,Région de l'Atlantique,Immigrants reçus,Femmes+,15 ans et plus,,11.1
2020,Région de l'Atlantique,Immigrants reçus,Femmes+,25 à 54 ans,,10.2
2020,Région de l'Atlantique,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,,9.2
2020,Région de l'Atlantique,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,,9.1
2020,Région de l'Atlantique,Immigrants reçus 5 ans et moins auparavant,Hommes+,15 ans et plus,,8.0
2020,Région de l'Atlantique,Immigrants reçus 5 ans et moins auparavant,Hommes+,25 à 54 ans,,7.5
2020,Région de l'Atlantique,Immigrants reçus 5 ans et moins auparavant,Femmes+,15 ans et plus,,10.9
2020,Région de l'Atlantique,Immigrants reçus 5 ans et moins auparavant,Femmes+,25 à 54 ans,,11.1
2020,Région de l'Atlantique,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,,10.2
2020,Région de l'Atlantique,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,,8.7
2020,Région de l'Atlantique,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,15 ans et plus,,7.9
2020,Région de l'Atlantique,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,25 à 54 ans,,
2020,Région de l'Atlantique,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,15 ans et plus,,12.7
2020,Région de l'Atlantique,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,25 à 54 ans,,11.9
2020,Région de l'Atlantique,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,,10.0
2020,Région de l'Atlantique,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,,6.8
2020,Région de l'Atlantique,Immigrants reçus plus de 10 ans auparavant,Hommes+,15 ans et plus,,9.3
2020,Région de l'Atlantique,Immigrants reçus plus de 10 ans auparavant,Hommes+,25 à 54 ans,,5.3
2020,Région de l'Atlantique,Immigrants reçus plus de 10 ans auparavant,Femmes+,15 ans et plus,,10.7
2020,Région de l'Atlantique,Immigrants reçus plus de 10 ans auparavant,Femmes+,25 à 54 ans,,8.4
2020,Région de l'Atlantique,Populations nées au Canada,Total - Genre,15 ans et plus,,11.1
2020,Région de l'Atlantique,Populations nées au Canada,Total - Genre,25 à 54 ans,,9.1
2020,Région de l'Atlantique,Populations nées au Canada,Hommes+,15 ans et plus,,13.0
2020,Région de l'Atlantique,Populations nées au Canada,Hommes+,25 à 54 ans,,11.0
2020,Région de l'Atlantique,Populations nées au Canada,Femmes+,15 ans et plus,,9.1
2020,Région de l'Atlantique,Populations nées au Canada,Femmes+,25 à 54 ans,,7.3
2020,Terre-Neuve-et-Labrador,Immigrants reçus,Total - Genre,15 ans et plus,10,11.5
2020,Terre-Neuve-et-Labrador,Immigrants reçus,Total - Genre,25 à 54 ans,10,10.0
2020,Terre-Neuve-et-Labrador,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,10,
2020,Terre-Neuve-et-Labrador,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,10,
2020,Terre-Neuve-et-Labrador,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,10,
2020,Terre-Neuve-et-Labrador,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,10,
2020,Terre-Neuve-et-Labrador,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,10,13.3
2020,Terre-Neuve-et-Labrador,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,10,
2020,Terre-Neuve-et-Labrador,Populations nées au Canada,Total - Genre,15 ans et plus,10,14.5
2020,Terre-Neuve-et-Labrador,Populations nées au Canada,Total - Genre,25 à 54 ans,10,11.6
2020,Île-du-Prince-Édouard,Immigrants reçus,Total - Genre,15 ans et plus,11,11.8
2020,Île-du-Prince-Édouard,Immigrants reçus,Total - Genre,25 à 54 ans,11,10.6
2020,Île-du-Prince-Édouard,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,11,13.8
2020,Île-du-Prince-Édouard,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,11,12.5
2020,Île-du-Prince-Édouard,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,11,
2020,Île-du-Prince-Édouard,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,11,
2020,Île-du-Prince-Édouard,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,11,11.1
2020,Île-du-Prince-Édouard,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,11,
2020,Île-du-Prince-Édouard,Populations nées au Canada,Total - Genre,15 ans et plus,11,10.6
2020,Île-du-Prince-Édouard,Populations nées au Canada,Total - Genre,25 à 54 ans,11,9.1
2020,Nouvelle-Écosse,Immigrants reçus,Total - Genre,15 ans et plus,12,9.6
2020,Nouvelle-Écosse,Immigrants reçus,Total - Genre,25 à 54 ans,12,7.7
2020,Nouvelle-Écosse,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,12,8.5
2020,Nouvelle-Écosse,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,12,8.1
2020,Nouvelle-Écosse,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,12,11.4
2020,Nouvelle-Écosse,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,12,9.1
2020,Nouvelle-Écosse,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,12,10.1
2020,Nouvelle-Écosse,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,12,6.5
2020,Nouvelle-Écosse,Populations nées au Canada,Total - Genre,15 ans et plus,12,9.9
2020,Nouvelle-Écosse,Populations nées au Canada,Total - Genre,25 à 54 ans,12,8.5
2020,Nouveau-Brunswick,Immigrants reçus,Total - Genre,15 ans et plus,13,8.9
2020,Nouveau-Brunswick,Immigrants reçus,Total - Genre,25 à 54 ans,13,7.5
2020,Nouveau-Brunswick,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,13,10.6
2020,Nouveau-Brunswick,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,13,9.5
2020,Nouveau-Brunswick,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,13,
2020,Nouveau-Brunswick,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,13,
2020,Nouveau-Brunswick,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,13,8.2
2020,Nouveau-Brunswick,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,13,
2020,Nouveau-Brunswick,Populations nées au Canada,Total - Genre,15 ans et plus,13,10.4
2020,Nouveau-Brunswick,Populations nées au Canada,Total - Genre,25 à 54 ans,13,8.2
2020,Québec,Immigrants reçus,Total - Genre,15 ans et plus,24,10.8
2020,Québec,Immigrants reçus,Total - Genre,25 à 54 ans,24,10.1
2020,Québec,Immigrants reçus,Hommes+,15 ans et plus,24,9.7
2020,Québec,Immigrants reçus,Hommes+,25 à 54 ans,24,7.8
2020,Québec,Immigrants reçus,Femmes+,15 ans et plus,24,12.2
2020,Québec,Immigrants reçus,Femmes+,25 à 54 ans,24,12.7
2020,Québec,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,24,16.4
2020,Québec,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,24,15.8
2020,Québec,Immigrants reçus 5 ans et moins auparavant,Hommes+,15 ans et plus,24,13.7
2020,Québec,Immigrants reçus 5 ans et moins auparavant,Hommes+,25 à 54 ans,24,12.5
2020,Québec,Immigrants reçus 5 ans et moins auparavant,Femmes+,15 ans et plus,24,19.8
2020,Québec,Immigrants reçus 5 ans et moins auparavant,Femmes+,25 à 54 ans,24,19.5
2020,Québec,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,24,11.1
2020,Québec,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,24,9.9
2020,Québec,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,15 ans et plus,24,9.5
2020,Québec,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,25 à 54 ans,24,7.8
2020,Québec,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,15 ans et plus,24,12.9
2020,Québec,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,25 à 54 ans,24,12.4
2020,Québec,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,24,9.4
2020,Québec,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,24,8.3
2020,Québec,Immigrants reçus plus de 10 ans auparavant,Hommes+,15 ans et plus,24,8.7
2020,Québec,Immigrants reçus plus de 10 ans auparavant,Hommes+,25 à 54 ans,24,6.3
2020,Québec,Immigrants reçus plus de 10 ans auparavant,Femmes+,15 ans et plus,24,10.2
2020,Québec,Immigrants reçus plus de 10 ans auparavant,Femmes+,25 à 54 ans,24,10.6
2020,Québec,Populations nées au Canada,Total - Genre,15 ans et plus,24,8.3
2020,Québec,Populations nées au Canada,Total - Genre,25 à 54 ans,24,6.4
2020,Québec,Populations nées au Canada,Hommes+,15 ans et plus,24,8.8
2020,Québec,Populations nées au Canada,Hommes+,25 à 54 ans,24,6.9
2020,Québec,Populations nées au Canada,Femmes+,15 ans et plus,24,7.8
2020,Québec,Populations nées au Canada,Femmes+,25 à 54 ans,24,5.8
2020,Ontario,Immigrants reçus,Total - Genre,15 ans et plus,35,10.5
2020,Ontario,Immigrants reçus,Total - Genre,25 à 54 ans,35,9.6
2020,Ontario,Immigrants reçus,Hommes+,15 ans et plus,35,9.2
2020,Ontario,Immigrants reçus,Hommes+,25 à 54 ans,35,7.9
2020,Ontario,Immigrants reçus,Femmes+,15 ans et plus,35,12.0
2020,Ontario,Immigrants reçus,Femmes+,25 à 54 ans,35,11.4
2020,Ontario,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,35,14.1
2020,Ontario,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,35,12.7
2020,Ontario,Immigrants reçus 5 ans et moins auparavant,Hommes+,15 ans et plus,35,10.3
2020,Ontario,Immigrants reçus 5 ans et moins auparavant,Hommes+,25 à 54 ans,35,8.6
2020,Ontario,Immigrants reçus 5 ans et moins auparavant,Femmes+,15 ans et plus,35,19.4
2020,Ontario,Immigrants reçus 5 ans et moins auparavant,Femmes+,25 à 54 ans,35,17.9
2020,Ontario,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,35,12.5
2020,Ontario,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,35,10.2
2020,Ontario,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,15 ans et plus,35,10.4
2020,Ontario,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,25 à 54 ans,35,7.4
2020,Ontario,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,15 ans et plus,35,15.0
2020,Ontario,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,25 à 54 ans,35,13.5
2020,Ontario,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,35,9.6
2020,Ontario,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,35,8.8
2020,Ontario,Immigrants reçus plus de 10 ans auparavant,Hommes+,15 ans et plus,35,8.8
2020,Ontario,Immigrants reçus plus de 10 ans auparavant,Hommes+,25 à 54 ans,35,7.9
2020,Ontario,Immigrants reçus plus de 10 ans auparavant,Femmes+,15 ans et plus,35,10.4
2020,Ontario,Immigrants reçus plus de 10 ans auparavant,Femmes+,25 à 54 ans,35,9.8
2020,Ontario,Populations nées au Canada,Total - Genre,15 ans et plus,35,9.3
2020,Ontario,Populations nées au Canada,Total - Genre,25 à 54 ans,35,6.9
2020,Ontario,Populations nées au Canada,Hommes+,15 ans et plus,35,9.7
2020,Ontario,Populations nées au Canada,Hommes+,25 à 54 ans,35,7.5
2020,Ontario,Populations nées au Canada,Femmes+,15 ans et plus,35,8.8
2020,Ontario,Populations nées au Canada,Femmes+,25 à 54 ans,35,6.2
2020,Manitoba,Immigrants reçus,Total - Genre,15 ans et plus,46,9.3
2020,Manitoba,Immigrants reçus,Total - Genre,25 à 54 ans,46,8.1
2020,Manitoba,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,46,13.2
2020,Manitoba,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,46,12.0
2020,Manitoba,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,46,8.6
2020,Manitoba,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,46,7.0
2020,Manitoba,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,46,8.1
2020,Manitoba,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,46,6.8
2020,Manitoba,Populations nées au Canada,Total - Genre,15 ans et plus,46,7.7
2020,Manitoba,Populations nées au Canada,Total - Genre,25 à 54 ans,46,6.2
2020,Saskatchewan,Immigrants reçus,Total - Genre,15 ans et plus,47,9.5
2020,Saskatchewan,Immigrants reçus,Total - Genre,25 à 54 ans,47,8.7
2020,Saskatchewan,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,47,11.5
2020,Saskatchewan,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,47,10.9
2020,Saskatchewan,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,47,9.4
2020,Saskatchewan,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,47,7.0
2020,Saskatchewan,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,47,8.3
2020,Saskatchewan,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,47,8.1
2020,Saskatchewan,Populations nées au Canada,Total - Genre,15 ans et plus,47,8.1
2020,Saskatchewan,Populations nées au Canada,Total - Genre,25 à 54 ans,47,6.7
2020,Alberta,Immigrants reçus,Total - Genre,15 ans et plus,48,12.6
2020,Alberta,Immigrants reçus,Total - Genre,25 à 54 ans,48,10.9
2020,Alberta,Immigrants reçus,Hommes+,15 ans et plus,48,12.0
2020,Alberta,Immigrants reçus,Hommes+,25 à 54 ans,48,10.6
2020,Alberta,Immigrants reçus,Femmes+,15 ans et plus,48,13.1
2020,Alberta,Immigrants reçus,Femmes+,25 à 54 ans,48,11.2
2020,Alberta,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,48,13.3
2020,Alberta,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,48,11.8
2020,Alberta,Immigrants reçus 5 ans et moins auparavant,Hommes+,15 ans et plus,48,10.3
2020,Alberta,Immigrants reçus 5 ans et moins auparavant,Hommes+,25 à 54 ans,48,9.1
2020,Alberta,Immigrants reçus 5 ans et moins auparavant,Femmes+,15 ans et plus,48,16.7
2020,Alberta,Immigrants reçus 5 ans et moins auparavant,Femmes+,25 à 54 ans,48,15.1
2020,Alberta,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,48,11.4
2020,Alberta,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,48,9.4
2020,Alberta,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,15 ans et plus,48,12.1
2020,Alberta,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,25 à 54 ans,48,9.7
2020,Alberta,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,15 ans et plus,48,10.7
2020,Alberta,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,25 à 54 ans,48,9.2
2020,Alberta,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,48,12.7
2020,Alberta,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,48,11.2
2020,Alberta,Immigrants reçus plus de 10 ans auparavant,Hommes+,15 ans et plus,48,12.4
2020,Alberta,Immigrants reçus plus de 10 ans auparavant,Hommes+,25 à 54 ans,48,11.5
2020,Alberta,Immigrants reçus plus de 10 ans auparavant,Femmes+,15 ans et plus,48,13.0
2020,Alberta,Immigrants reçus plus de 10 ans auparavant,Femmes+,25 à 54 ans,48,10.8
2020,Alberta,Populations nées au Canada,Total - Genre,15 ans et plus,48,11.0
2020,Alberta,Populations nées au Canada,Total - Genre,25 à 54 ans,48,8.4
2020,Alberta,Populations nées au Canada,Hommes+,15 ans et plus,48,11.5
2020,Alberta,Populations nées au Canada,Hommes+,25 à 54 ans,48,9.1
2020,Alberta,Populations nées au Canada,Femmes+,15 ans et plus,48,10.4
2020,Alberta,Populations nées au Canada,Femmes+,25 à 54 ans,48,7.6
2020,Colombie-Britannique,Immigrants reçus,Total - Genre,15 ans et plus,59,9.6
2020,Colombie-Britannique,Immigrants reçus,Total - Genre,25 à 54 ans,59,8.7
2020,Colombie-Britannique,Immigrants reçus,Hommes+,15 ans et plus,59,8.6
2020,Colombie-Britannique,Immigrants reçus,Hommes+,25 à 54 ans,59,7.6
2020,Colombie-Britannique,Immigrants reçus,Femmes+,15 ans et plus,59,10.7
2020,Colombie-Britannique,Immigrants reçus,Femmes+,25 à 54 ans,59,9.9
2020,Colombie-Britannique,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,59,9.6
2020,Colombie-Britannique,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,59,7.8
2020,Colombie-Britannique,Immigrants reçus 5 ans et moins auparavant,Hommes+,15 ans et plus,59,8.5
2020,Colombie-Britannique,Immigrants reçus 5 ans et moins auparavant,Hommes+,25 à 54 ans,59,6.9
2020,Colombie-Britannique,Immigrants reçus 5 ans et moins auparavant,Femmes+,15 ans et plus,59,10.6
2020,Colombie-Britannique,Immigrants reçus 5 ans et moins auparavant,Femmes+,25 à 54 ans,59,8.7
2020,Colombie-Britannique,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,15 ans et plus,59,10.7
2020,Colombie-Britannique,Immigrants reçus plus de 5 à 10 ans auparavant,Total - Genre,25 à 54 ans,59,9.5
2020,Colombie-Britannique,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,15 ans et plus,59,7.8
2020,Colombie-Britannique,Immigrants reçus plus de 5 à 10 ans auparavant,Hommes+,25 à 54 ans,59,6.7
2020,Colombie-Britannique,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,15 ans et plus,59,14.1
2020,Colombie-Britannique,Immigrants reçus plus de 5 à 10 ans auparavant,Femmes+,25 à 54 ans,59,12.5
2020,Colombie-Britannique,Immigrants reçus plus de 10 ans auparavant,Total - Genre,15 ans et plus,59,9.5
2020,Colombie-Britannique,Immigrants reçus plus de 10 ans auparavant,Total - Genre,25 à 54 ans,59,8.8
2020,Colombie-Britannique,Immigrants reçus plus de 10 ans auparavant,Hommes+,15 ans et plus,59,8.8
2020,Colombie-Britannique,Immigrants reçus plus de 10 ans auparavant,Hommes+,25 à 54 ans,59,8.0
2020,Colombie-Britannique,Immigrants reçus plus de 10 ans auparavant,Femmes+,15 ans et plus,59,10.1
2020,Colombie-Britannique,Immigrants reçus plus de 10 ans auparavant,Femmes+,25 à 54 ans,59,9.6
2020,Colombie-Britannique,Populations nées au Canada,Total - Genre,15 ans et plus,59,8.5
2020,Colombie-Britannique,Populations nées au Canada,Total - Genre,25 à 54 ans,59,6.9
2020,Colombie-Britannique,Populations nées au Canada,Hommes+,15 ans et plus,59,9.1
2020,Colombie-Britannique,Populations nées au Canada,Hommes+,25 à 54 ans,59,7.5
2020,Colombie-Britannique,Populations nées au Canada,Femmes+,15 ans et plus,59,7.8
2020,Colombie-Britannique,Populations nées au Canada,Femmes+,25 à 54 ans,59,6.2
2021,Canada,Immigrants reçus,Total - Genre,15 ans et plus,,8.6
2021,Canada,Immigrants reçus,Total - Genre,15 à 24 ans,,15.8
2021,Canada,Immigrants reçus,Total - Genre,25 à 54 ans,,7.7
2021,Canada,Immigrants reçus,Total - Genre,55 ans et plus,,8.8
2021,Canada,Immigrants reçus,Hommes+,15 ans et plus,,8.1
2021,Canada,Immigrants reçus,Hommes+,15 à 24 ans,,16.1
2021,Canada,Immigrants reçus,Hommes+,25 à 54 ans,,7.0
2021,Canada,Immigrants reçus,Hommes+,55 ans et plus,,8.5
2021,Canada,Immigrants reçus,Femmes+,15 ans et plus,,9.1
2021,Canada,Immigrants reçus,Femmes+,15 à 24 ans,,15.5
2021,Canada,Immigrants reçus,Femmes+,25 à 54 ans,,8.4
2021,Canada,Immigrants reçus,Femmes+,55 ans et plus,,9.2
2021,Canada,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 ans et plus,,9.5
2021,Canada,Immigrants reçus 5 ans et moins auparavant,Total - Genre,15 à 24 ans,,13.5
2021,Canada,Immigrants reçus 5 ans et moins auparavant,Total - Genre,25 à 54 ans,,8.5
2021,Canada,Immigrants reçus 5 ans et moins auparavant,Total - Genre,55 ans et plus,,17.1
2021,Canada,Immigrants reçus 5 ans et moins auparavant,Hommes+,15 ans et plus,,6.9
2021,Canada,Immigrants reçus 5 ans et moins auparavant,Hommes+,15 à 24 ans,,12.3
2021,Canada,Immigrants reçus 5 ans et moins auparavant,Hommes+,25 à 54 ans,,6.0
2021,Canada,Immigrants reçus 5 ans et moins auparavant,Hommes+,55 ans et plus,,10.3
2021,Canada,Immigrants reçus 5 ans et moins auparavant,Femmes+,15 ans et plus,,12.9
2021,Canada,Immigrants reçus 5 ans et moins auparavant,Femmes+,15 à 24 ans,,14.9
2021,Canada,Immigrants reçus 5 ans et moins auparavant,Femmes+,25 à 54 ans,,11.9
