Year,Units,Géographie,Infractions,Âge de l'accusé,Sexe de l'accusé,GeoCode,Value
2017/2018,Tribunaux de la jeunesse,Nunavut,Délits de la route prévus au Code criminel,12 à 15 ans,"Total, le sexe de l'accusé",62,169.0
2017/2018,Tribunaux de la jeunesse,Nunavut,Délits de la route prévus au Code criminel,12 à 15 ans,Hommes,62,169.0
2017/2018,Tribunaux de la jeunesse,Nunavut,Délits de la route prévus au Code criminel,12 à 15 ans,Femmes,62,0.0
2017/2018,Tribunaux de la jeunesse,Nunavut,Délits de la route prévus au Code criminel,12 à 15 ans,Sexe inconnu,62,0.0
2017/2018,Tribunaux de la jeunesse,Nunavut,Délits de la route prévus au Code criminel,16 et 17 ans,"Total, le sexe de l'accusé",62,113.0
2017/2018,Tribunaux de la jeunesse,Nunavut,Délits de la route prévus au Code criminel,16 et 17 ans,Hommes,62,204.0
2017/2018,Tribunaux de la jeunesse,Nunavut,Délits de la route prévus au Code criminel,16 et 17 ans,Femmes,62,51.0
2017/2018,Tribunaux de la jeunesse,Nunavut,Délits de la route prévus au Code criminel,16 et 17 ans,Sexe inconnu,62,113.0
2017/2018,Tribunaux de la jeunesse,Nunavut,Délits de la route prévus au Code criminel,Autres âges,"Total, le sexe de l'accusé",62,31.0
2017/2018,Tribunaux de la jeunesse,Nunavut,Délits de la route prévus au Code criminel,Autres âges,Hommes,62,0.0
2017/2018,Tribunaux de la jeunesse,Nunavut,Délits de la route prévus au Code criminel,Autres âges,Femmes,62,31.0
2017/2018,Tribunaux de la jeunesse,Nunavut,Délits de la route prévus au Code criminel,Autres âges,Sexe inconnu,62,0.0
2017/2018,Tribunaux de la jeunesse,Nunavut,Délits de la route prévus au Code criminel,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",62,0.0
2017/2018,Tribunaux de la jeunesse,Nunavut,Délits de la route prévus au Code criminel,Âge n'ayant pas lieu de figurer,Sociétés,62,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,"Total, l'âge de l'accusé",Hommes,,155.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,"Total, l'âge de l'accusé",Femmes,,148.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,"Total, l'âge de l'accusé",Sociétés,,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,"Total, l'âge de l'accusé",Sexe inconnu,,142.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,12 à 15 ans,"Total, le sexe de l'accusé",,162.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,12 à 15 ans,Hommes,,165.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,12 à 15 ans,Femmes,,158.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,12 à 15 ans,Sexe inconnu,,155.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,16 et 17 ans,"Total, le sexe de l'accusé",,148.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,16 et 17 ans,Hommes,,151.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,16 et 17 ans,Femmes,,140.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,16 et 17 ans,Sexe inconnu,,133.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,Autres âges,"Total, le sexe de l'accusé",,120.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,Autres âges,Hommes,,120.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,Autres âges,Femmes,,107.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,Autres âges,Sexe inconnu,,134.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions,Âge n'ayant pas lieu de figurer,Sociétés,,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",,162.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Hommes,,166.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Femmes,,155.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sociétés,,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sexe inconnu,,162.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,12 à 15 ans,"Total, le sexe de l'accusé",,170.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,12 à 15 ans,Hommes,,172.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,12 à 15 ans,Femmes,,165.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,12 à 15 ans,Sexe inconnu,,169.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,16 et 17 ans,"Total, le sexe de l'accusé",,156.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,16 et 17 ans,Hommes,,161.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,16 et 17 ans,Femmes,,148.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,16 et 17 ans,Sexe inconnu,,155.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,Autres âges,"Total, le sexe de l'accusé",,155.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,Autres âges,Hommes,,176.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,Autres âges,Femmes,,120.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,Autres âges,Sexe inconnu,,147.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Total des infractions au Code criminel,Âge n'ayant pas lieu de figurer,Sociétés,,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",,187.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Hommes,,192.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Femmes,,171.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Sociétés,,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Sexe inconnu,,189.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,12 à 15 ans,"Total, le sexe de l'accusé",,190.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,12 à 15 ans,Hommes,,195.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,12 à 15 ans,Femmes,,182.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,12 à 15 ans,Sexe inconnu,,186.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,16 et 17 ans,"Total, le sexe de l'accusé",,183.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,16 et 17 ans,Hommes,,189.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,16 et 17 ans,Femmes,,161.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,16 et 17 ans,Sexe inconnu,,190.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,Autres âges,"Total, le sexe de l'accusé",,206.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,Autres âges,Hommes,,234.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,Autres âges,Femmes,,119.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,Autres âges,Sexe inconnu,,186.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre la personne,Âge n'ayant pas lieu de figurer,Sociétés,,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",,143.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,,141.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,,141.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,,162.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,12 à 15 ans,"Total, le sexe de l'accusé",,148.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,12 à 15 ans,Hommes,,141.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,12 à 15 ans,Femmes,,148.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,12 à 15 ans,Sexe inconnu,,169.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,16 et 17 ans,"Total, le sexe de l'accusé",,141.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,16 et 17 ans,Hommes,,141.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,16 et 17 ans,Femmes,,134.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,16 et 17 ans,Sexe inconnu,,154.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,Autres âges,"Total, le sexe de l'accusé",,149.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,Autres âges,Hommes,,111.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,Autres âges,Femmes,,155.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,Autres âges,Sexe inconnu,,161.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre les biens,Âge n'ayant pas lieu de figurer,Sociétés,,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",,97.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Hommes,,96.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Femmes,,107.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sociétés,,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sexe inconnu,,80.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,12 à 15 ans,"Total, le sexe de l'accusé",,92.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,12 à 15 ans,Hommes,,92.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,12 à 15 ans,Femmes,,106.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,12 à 15 ans,Sexe inconnu,,70.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,16 et 17 ans,"Total, le sexe de l'accusé",,99.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,16 et 17 ans,Hommes,,97.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,16 et 17 ans,Femmes,,114.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,16 et 17 ans,Sexe inconnu,,92.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,Autres âges,"Total, le sexe de l'accusé",,105.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,Autres âges,Hommes,,114.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,Autres âges,Femmes,,71.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,Autres âges,Sexe inconnu,,90.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,Sociétés,,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",,127.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Hommes,,134.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Femmes,,135.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Sociétés,,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Sexe inconnu,,82.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,12 à 15 ans,"Total, le sexe de l'accusé",,127.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,12 à 15 ans,Hommes,,120.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,12 à 15 ans,Femmes,,158.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,12 à 15 ans,Sexe inconnu,,80.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,16 et 17 ans,"Total, le sexe de l'accusé",,129.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,16 et 17 ans,Hommes,,134.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,16 et 17 ans,Femmes,,116.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,16 et 17 ans,Sexe inconnu,,88.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,Autres âges,"Total, le sexe de l'accusé",,57.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,Autres âges,Hommes,,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,Autres âges,Femmes,,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,Autres âges,Sexe inconnu,,57.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",,0.0
2018/2019,Tribunaux de la jeunesse,Canada,Délits de la route prévus au Code criminel,Âge n'ayant pas lieu de figurer,Sociétés,,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",10,182.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,"Total, l'âge de l'accusé",Hommes,10,183.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,"Total, l'âge de l'accusé",Femmes,10,182.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,"Total, l'âge de l'accusé",Sociétés,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,"Total, l'âge de l'accusé",Sexe inconnu,10,161.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,12 à 15 ans,"Total, le sexe de l'accusé",10,178.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,12 à 15 ans,Hommes,10,177.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,12 à 15 ans,Femmes,10,197.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,12 à 15 ans,Sexe inconnu,10,1.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,16 et 17 ans,"Total, le sexe de l'accusé",10,183.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,16 et 17 ans,Hommes,10,186.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,16 et 17 ans,Femmes,10,178.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,16 et 17 ans,Sexe inconnu,10,230.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,Autres âges,"Total, le sexe de l'accusé",10,1.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,Autres âges,Hommes,10,443.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,Autres âges,Femmes,10,1.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,Autres âges,Sexe inconnu,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions,Âge n'ayant pas lieu de figurer,Sociétés,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",10,183.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Hommes,10,186.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Femmes,10,183.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sociétés,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,"Total, l'âge de l'accusé",Sexe inconnu,10,167.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,12 à 15 ans,"Total, le sexe de l'accusé",10,183.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,12 à 15 ans,Hommes,10,183.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,12 à 15 ans,Femmes,10,197.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,12 à 15 ans,Sexe inconnu,10,1.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,16 et 17 ans,"Total, le sexe de l'accusé",10,186.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,16 et 17 ans,Hommes,10,189.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,16 et 17 ans,Femmes,10,180.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,16 et 17 ans,Sexe inconnu,10,287.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,Autres âges,"Total, le sexe de l'accusé",10,884.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,Autres âges,Hommes,10,884.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,Autres âges,Femmes,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,Autres âges,Sexe inconnu,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,Âge n'ayant pas lieu de figurer,Sociétés,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",10,182.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,"Total, l'âge de l'accusé",Hommes,10,188.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,"Total, l'âge de l'accusé",Femmes,10,156.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,"Total, l'âge de l'accusé",Sociétés,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,"Total, l'âge de l'accusé",Sexe inconnu,10,210.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,12 à 15 ans,"Total, le sexe de l'accusé",10,170.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,12 à 15 ans,Hommes,10,170.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,12 à 15 ans,Femmes,10,164.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,12 à 15 ans,Sexe inconnu,10,124.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,16 et 17 ans,"Total, le sexe de l'accusé",10,183.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,16 et 17 ans,Hommes,10,200.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,16 et 17 ans,Femmes,10,150.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,16 et 17 ans,Sexe inconnu,10,230.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,Autres âges,"Total, le sexe de l'accusé",10,884.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,Autres âges,Hommes,10,884.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,Autres âges,Femmes,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,Autres âges,Sexe inconnu,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre la personne,Âge n'ayant pas lieu de figurer,Sociétés,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",10,205.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,10,200.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,10,252.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,10,1.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,12 à 15 ans,"Total, le sexe de l'accusé",10,204.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,12 à 15 ans,Hommes,10,172.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,12 à 15 ans,Femmes,10,271.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,12 à 15 ans,Sexe inconnu,10,1.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,16 et 17 ans,"Total, le sexe de l'accusé",10,212.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,16 et 17 ans,Hommes,10,204.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,16 et 17 ans,Femmes,10,242.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,16 et 17 ans,Sexe inconnu,10,380.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,Autres âges,"Total, le sexe de l'accusé",10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,Autres âges,Hommes,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,Autres âges,Femmes,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,Autres âges,Sexe inconnu,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre les biens,Âge n'ayant pas lieu de figurer,Sociétés,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",10,63.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Hommes,10,131.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Femmes,10,15.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sociétés,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sexe inconnu,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,12 à 15 ans,"Total, le sexe de l'accusé",10,76.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,12 à 15 ans,Hommes,10,155.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,12 à 15 ans,Femmes,10,8.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,12 à 15 ans,Sexe inconnu,10,0.0
2018/2019,Tribunaux de la jeunesse,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,16 et 17 ans,"Total, le sexe de l'accusé",10,48.0
