Year,Géographie,Genre,Groupe d'âge,Caractéristiques démographiques déterminées,GeoCode,Value
2021,Nouveau-Brunswick,Femmes+,65 à 74 ans,Métis,13,63.5593220338983
2021,Nouveau-Brunswick,Femmes+,65 à 74 ans,Inuk (Inuit),13,33.3333333333333
2021,Nouveau-Brunswick,Femmes+,65 à 74 ans,Identité non autochtone,13,74.1322792132665
2021,Nouveau-Brunswick,Total,75 ans et plus,Total,13,53.5396825396825
2021,Nouveau-Brunswick,Total,75 ans et plus,Identité autochtone,13,42.1875
2021,Nouveau-Brunswick,Total,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),13,49.5867768595041
2021,Nouveau-Brunswick,Total,75 ans et plus,Métis,13,32.4074074074074
2021,Nouveau-Brunswick,Total,75 ans et plus,Inuk (Inuit),13,100.0
2021,Nouveau-Brunswick,Total,75 ans et plus,Identité non autochtone,13,53.7707573916565
2021,Nouveau-Brunswick,Hommes+,75 ans et plus,Total,13,51.7514522091181
2021,Nouveau-Brunswick,Hommes+,75 ans et plus,Identité autochtone,13,37.1900826446281
2021,Nouveau-Brunswick,Hommes+,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),13,47.3684210526316
2021,Nouveau-Brunswick,Hommes+,75 ans et plus,Métis,13,28.8461538461538
2021,Nouveau-Brunswick,Hommes+,75 ans et plus,Inuk (Inuit),13,
2021,Nouveau-Brunswick,Hommes+,75 ans et plus,Identité non autochtone,13,52.0409998201762
2021,Nouveau-Brunswick,Femmes+,75 ans et plus,Total,13,55.0014455044811
2021,Nouveau-Brunswick,Femmes+,75 ans et plus,Identité autochtone,13,46.6666666666667
2021,Nouveau-Brunswick,Femmes+,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),13,52.3076923076923
2021,Nouveau-Brunswick,Femmes+,75 ans et plus,Métis,13,34.5454545454545
2021,Nouveau-Brunswick,Femmes+,75 ans et plus,Inuk (Inuit),13,100.0
2021,Nouveau-Brunswick,Femmes+,75 ans et plus,Identité non autochtone,13,55.1739386792453
2021,Québec,Total,Total,Total,24,79.3884860371773
2021,Québec,Total,Total,Identité autochtone,24,64.7427583225249
2021,Québec,Total,Total,Premières Nations (Indien de l'Amérique du Nord),24,63.8273677370445
2021,Québec,Total,Total,Métis,24,71.7997784268305
2021,Québec,Total,Total,Inuk (Inuit),24,35.710843373494
2021,Québec,Total,Total,Identité non autochtone,24,79.7393746323162
2021,Québec,Hommes+,Total,Total,24,77.3565206185944
2021,Québec,Hommes+,Total,Identité autochtone,24,60.8624281835975
2021,Québec,Hommes+,Total,Premières Nations (Indien de l'Amérique du Nord),24,58.9293901879872
2021,Québec,Hommes+,Total,Métis,24,68.7814313346228
2021,Québec,Hommes+,Total,Inuk (Inuit),24,32.7272727272727
2021,Québec,Hommes+,Total,Identité non autochtone,24,77.7482786483436
2021,Québec,Femmes+,Total,Total,24,81.3682950389745
2021,Québec,Femmes+,Total,Identité autochtone,24,68.462096481683
2021,Québec,Femmes+,Total,Premières Nations (Indien de l'Amérique du Nord),24,68.2130760546033
2021,Québec,Femmes+,Total,Métis,24,75.063025210084
2021,Québec,Femmes+,Total,Inuk (Inuit),24,38.3977900552486
2021,Québec,Femmes+,Total,Identité non autochtone,24,81.680403331872
2021,Québec,Total,15 à 24 ans,Total,24,65.4714377806177
2021,Québec,Total,15 à 24 ans,Identité autochtone,24,46.3032817804602
2021,Québec,Total,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),24,45.5955130320026
2021,Québec,Total,15 à 24 ans,Métis,24,53.4967555875991
2021,Québec,Total,15 à 24 ans,Inuk (Inuit),24,26.9366197183099
2021,Québec,Total,15 à 24 ans,Identité non autochtone,24,66.0635066835334
2021,Québec,Hommes+,15 à 24 ans,Total,24,62.118331159212
2021,Québec,Hommes+,15 à 24 ans,Identité autochtone,24,43.0388949472919
2021,Québec,Hommes+,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),24,42.0849420849421
2021,Québec,Hommes+,15 à 24 ans,Métis,24,49.4638069705094
2021,Québec,Hommes+,15 à 24 ans,Inuk (Inuit),24,26.2975778546713
2021,Québec,Hommes+,15 à 24 ans,Identité non autochtone,24,62.7163477983262
2021,Québec,Femmes+,15 à 24 ans,Total,24,68.9830410372171
2021,Québec,Femmes+,15 à 24 ans,Identité autochtone,24,49.8235985887887
2021,Québec,Femmes+,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),24,49.221394719025
2021,Québec,Femmes+,15 à 24 ans,Métis,24,58.28125
2021,Québec,Femmes+,15 à 24 ans,Inuk (Inuit),24,27.7580071174377
2021,Québec,Femmes+,15 à 24 ans,Identité non autochtone,24,69.5652173913043
2021,Québec,Total,25 à 64 ans,Total,24,85.5046481866716
2021,Québec,Total,25 à 64 ans,Identité autochtone,24,70.1254385543327
2021,Québec,Total,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),24,69.0096659318297
2021,Québec,Total,25 à 64 ans,Métis,24,77.9339853300734
2021,Québec,Total,25 à 64 ans,Inuk (Inuit),24,40.0150715900528
2021,Québec,Total,25 à 64 ans,Identité non autochtone,24,85.8741321719573
2021,Québec,Hommes+,25 à 64 ans,Total,24,82.6862130788316
2021,Québec,Hommes+,25 à 64 ans,Identité autochtone,24,65.559423172551
2021,Québec,Hommes+,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),24,63.5637815278534
2021,Québec,Hommes+,25 à 64 ans,Métis,24,73.9312406576981
2021,Québec,Hommes+,25 à 64 ans,Inuk (Inuit),24,36.1873990306947
2021,Québec,Hommes+,25 à 64 ans,Identité non autochtone,24,83.0853192987658
2021,Québec,Femmes+,25 à 64 ans,Total,24,88.3015502535083
2021,Québec,Femmes+,25 à 64 ans,Identité autochtone,24,74.4047619047619
2021,Québec,Femmes+,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),24,73.7939818500239
2021,Québec,Femmes+,25 à 64 ans,Métis,24,82.1138211382114
2021,Québec,Femmes+,25 à 64 ans,Inuk (Inuit),24,43.361581920904
2021,Québec,Femmes+,25 à 64 ans,Identité non autochtone,24,88.6453362430738
2021,Québec,Total,65 à 74 ans,Total,24,77.1773384901877
2021,Québec,Total,65 à 74 ans,Identité autochtone,24,68.2490458015267
2021,Québec,Total,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),24,68.172312839816
2021,Québec,Total,65 à 74 ans,Métis,24,69.8630136986301
2021,Québec,Total,65 à 74 ans,Inuk (Inuit),24,35.2
2021,Québec,Total,65 à 74 ans,Identité non autochtone,24,77.3728924323618
2021,Québec,Hommes+,65 à 74 ans,Total,24,76.3182669219459
2021,Québec,Hommes+,65 à 74 ans,Identité autochtone,24,65.8772353794104
2021,Québec,Hommes+,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),24,63.9042357274402
2021,Québec,Hommes+,65 à 74 ans,Métis,24,70.3225806451613
2021,Québec,Hommes+,65 à 74 ans,Inuk (Inuit),24,33.3333333333333
2021,Québec,Hommes+,65 à 74 ans,Identité non autochtone,24,76.552969675996
2021,Québec,Femmes+,65 à 74 ans,Total,24,77.9817695432478
2021,Québec,Femmes+,65 à 74 ans,Identité autochtone,24,70.5743879472693
2021,Québec,Femmes+,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),24,71.7791411042945
2021,Québec,Femmes+,65 à 74 ans,Métis,24,69.2307692307692
2021,Québec,Femmes+,65 à 74 ans,Inuk (Inuit),24,37.0967741935484
2021,Québec,Femmes+,65 à 74 ans,Identité non autochtone,24,78.1410035827784
2021,Québec,Total,75 ans et plus,Total,24,59.0624021328023
2021,Québec,Total,75 ans et plus,Identité autochtone,24,50.7928880345987
2021,Québec,Total,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),24,50.7987220447284
2021,Québec,Total,75 ans et plus,Métis,24,51.9672131147541
2021,Québec,Total,75 ans et plus,Inuk (Inuit),24,22.2222222222222
2021,Québec,Total,75 ans et plus,Identité non autochtone,24,59.2026067995655
2021,Québec,Hommes+,75 ans et plus,Total,24,61.726262554313
2021,Québec,Hommes+,75 ans et plus,Identité autochtone,24,52.020725388601
2021,Québec,Hommes+,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),24,50.6993006993007
2021,Québec,Hommes+,75 ans et plus,Métis,24,55.2980132450331
2021,Québec,Hommes+,75 ans et plus,Inuk (Inuit),24,19.047619047619
2021,Québec,Hommes+,75 ans et plus,Identité non autochtone,24,61.894149408418
2021,Québec,Femmes+,75 ans et plus,Total,24,56.8760511882998
2021,Québec,Femmes+,75 ans et plus,Identité autochtone,24,49.7311827956989
2021,Québec,Femmes+,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),24,50.9544787077827
2021,Québec,Femmes+,75 ans et plus,Métis,24,48.7012987012987
2021,Québec,Femmes+,75 ans et plus,Inuk (Inuit),24,26.4705882352941
2021,Québec,Femmes+,75 ans et plus,Identité non autochtone,24,56.9939635433703
2021,Ontario,Total,Total,Total,35,83.2814569353758
2021,Ontario,Total,Total,Identité autochtone,35,71.8707940780619
2021,Ontario,Total,Total,Premières Nations (Indien de l'Amérique du Nord),35,68.2391676544185
2021,Ontario,Total,Total,Métis,35,77.7498973493316
2021,Ontario,Total,Total,Inuk (Inuit),35,72.0565149136578
2021,Ontario,Total,Total,Identité non autochtone,35,83.5956501454167
2021,Ontario,Hommes+,Total,Total,35,82.4220875716857
2021,Ontario,Hommes+,Total,Identité autochtone,35,68.7554541182788
2021,Ontario,Hommes+,Total,Premières Nations (Indien de l'Amérique du Nord),35,65.0064501654608
2021,Ontario,Hommes+,Total,Métis,35,74.6450690805145
2021,Ontario,Hommes+,Total,Inuk (Inuit),35,72.7891156462585
2021,Ontario,Hommes+,Total,Identité non autochtone,35,82.786660673771
2021,Ontario,Femmes+,Total,Total,35,84.0959226905564
2021,Ontario,Femmes+,Total,Identité autochtone,35,74.652278177458
2021,Ontario,Femmes+,Total,Premières Nations (Indien de l'Amérique du Nord),35,71.1029448279287
2021,Ontario,Femmes+,Total,Métis,35,80.6022408963586
2021,Ontario,Femmes+,Total,Inuk (Inuit),35,71.5542521994135
2021,Ontario,Femmes+,Total,Identité non autochtone,35,84.3636212189724
2021,Ontario,Total,15 à 24 ans,Total,35,68.2054624089105
2021,Ontario,Total,15 à 24 ans,Identité autochtone,35,55.3729456384324
2021,Ontario,Total,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),35,52.1245059288538
2021,Ontario,Total,15 à 24 ans,Métis,35,61.697247706422
2021,Ontario,Total,15 à 24 ans,Inuk (Inuit),35,60.6451612903226
2021,Ontario,Total,15 à 24 ans,Identité non autochtone,35,68.7054123758933
2021,Ontario,Hommes+,15 à 24 ans,Total,35,67.2644919247838
2021,Ontario,Hommes+,15 à 24 ans,Identité autochtone,35,53.5652987985645
2021,Ontario,Hommes+,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),35,50.2298572465521
2021,Ontario,Hommes+,15 à 24 ans,Métis,35,60.2739726027397
2021,Ontario,Hommes+,15 à 24 ans,Inuk (Inuit),35,60.2739726027397
2021,Ontario,Hommes+,15 à 24 ans,Identité non autochtone,35,67.7855217695879
2021,Ontario,Femmes+,15 à 24 ans,Total,35,69.2163514128043
2021,Ontario,Femmes+,15 à 24 ans,Identité autochtone,35,57.2343149807939
2021,Ontario,Femmes+,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),35,54.0867810292634
2021,Ontario,Femmes+,15 à 24 ans,Métis,35,63.1525076765609
2021,Ontario,Femmes+,15 à 24 ans,Inuk (Inuit),35,60.9756097560976
2021,Ontario,Femmes+,15 à 24 ans,Identité non autochtone,35,69.6950331041182
2021,Ontario,Total,25 à 64 ans,Total,35,90.0133163692458
2021,Ontario,Total,25 à 64 ans,Identité autochtone,35,79.3088686469903
2021,Ontario,Total,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),35,75.4200348708195
2021,Ontario,Total,25 à 64 ans,Métis,35,85.6831939060056
2021,Ontario,Total,25 à 64 ans,Inuk (Inuit),35,77.6744186046512
2021,Ontario,Total,25 à 64 ans,Identité non autochtone,35,90.3184797156654
2021,Ontario,Hommes+,25 à 64 ans,Total,35,88.6782739816351
2021,Ontario,Hommes+,25 à 64 ans,Identité autochtone,35,76.0028543758601
2021,Ontario,Hommes+,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),35,71.8243819266837
2021,Ontario,Hommes+,25 à 64 ans,Métis,35,82.5504322766571
2021,Ontario,Hommes+,25 à 64 ans,Inuk (Inuit),35,78.391959798995
2021,Ontario,Hommes+,25 à 64 ans,Identité non autochtone,35,89.0234119097056
2021,Ontario,Femmes+,25 à 64 ans,Total,35,91.2853685538477
2021,Ontario,Femmes+,25 à 64 ans,Identité autochtone,35,82.2036921430482
2021,Ontario,Femmes+,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),35,78.5412810070344
2021,Ontario,Femmes+,25 à 64 ans,Métis,35,88.4739214423696
2021,Ontario,Femmes+,25 à 64 ans,Inuk (Inuit),35,76.9565217391304
2021,Ontario,Femmes+,25 à 64 ans,Identité non autochtone,35,91.5553411082273
2021,Ontario,Total,65 à 74 ans,Total,35,79.9000706571111
2021,Ontario,Total,65 à 74 ans,Identité autochtone,35,66.2981516669546
2021,Ontario,Total,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),35,63.9937106918239
2021,Ontario,Total,65 à 74 ans,Métis,35,68.4417285028372
2021,Ontario,Total,65 à 74 ans,Inuk (Inuit),35,74.2857142857143
2021,Ontario,Total,65 à 74 ans,Identité non autochtone,35,80.1702010843456
2021,Ontario,Hommes+,65 à 74 ans,Total,35,79.806084921431
2021,Ontario,Hommes+,65 à 74 ans,Identité autochtone,35,63.3458646616541
2021,Ontario,Hommes+,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),35,61.4946619217082
2021,Ontario,Hommes+,65 à 74 ans,Métis,35,64.4901610017889
2021,Ontario,Hommes+,65 à 74 ans,Inuk (Inuit),35,81.25
2021,Ontario,Hommes+,65 à 74 ans,Identité non autochtone,35,80.1235525714741
2021,Ontario,Femmes+,65 à 74 ans,Total,35,79.9844221843417
2021,Ontario,Femmes+,65 à 74 ans,Identité autochtone,35,68.8178913738019
2021,Ontario,Femmes+,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),35,65.9718309859155
2021,Ontario,Femmes+,65 à 74 ans,Métis,35,72.1465076660988
2021,Ontario,Femmes+,65 à 74 ans,Inuk (Inuit),35,65.0
2021,Ontario,Femmes+,65 à 74 ans,Identité non autochtone,35,80.2119842086748
2021,Ontario,Total,75 ans et plus,Total,35,63.1811214278043
2021,Ontario,Total,75 ans et plus,Identité autochtone,35,44.9286250939143
2021,Ontario,Total,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),35,42.6510989010989
2021,Ontario,Total,75 ans et plus,Métis,35,45.3453453453453
2021,Ontario,Total,75 ans et plus,Inuk (Inuit),35,33.3333333333333
2021,Ontario,Total,75 ans et plus,Identité non autochtone,35,63.4214378981522
2021,Ontario,Hommes+,75 ans et plus,Total,35,64.7324759689242
2021,Ontario,Hommes+,75 ans et plus,Identité autochtone,35,41.2669683257919
2021,Ontario,Hommes+,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),35,40.0355871886121
2021,Ontario,Hommes+,75 ans et plus,Métis,35,41.7558886509636
2021,Ontario,Hommes+,75 ans et plus,Inuk (Inuit),35,0.0
2021,Ontario,Hommes+,75 ans et plus,Identité non autochtone,35,65.0201053029125
2021,Ontario,Femmes+,75 ans et plus,Total,35,61.9378440649348
2021,Ontario,Femmes+,75 ans et plus,Identité autochtone,35,47.524115755627
2021,Ontario,Femmes+,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),35,44.3449048152296
2021,Ontario,Femmes+,75 ans et plus,Métis,35,48.4962406015038
2021,Ontario,Femmes+,75 ans et plus,Inuk (Inuit),35,44.4444444444444
2021,Ontario,Femmes+,75 ans et plus,Identité non autochtone,35,62.138233563366
2021,Manitoba,Total,Total,Total,46,79.1219848640886
2021,Manitoba,Total,Total,Identité autochtone,46,62.0006053268765
2021,Manitoba,Total,Total,Premières Nations (Indien de l'Amérique du Nord),46,52.4661399548533
2021,Manitoba,Total,Total,Métis,46,73.4092937058137
2021,Manitoba,Total,Total,Inuk (Inuit),46,71.9626168224299
2021,Manitoba,Total,Total,Identité non autochtone,46,82.2885995454596
2021,Manitoba,Hommes+,Total,Total,46,77.10761516526
2021,Manitoba,Hommes+,Total,Identité autochtone,46,57.7008292713806
2021,Manitoba,Hommes+,Total,Premières Nations (Indien de l'Amérique du Nord),46,47.0050517199904
2021,Manitoba,Hommes+,Total,Métis,46,70.0013952839403
2021,Manitoba,Hommes+,Total,Inuk (Inuit),46,68.1818181818182
2021,Manitoba,Hommes+,Total,Identité non autochtone,46,80.5645743145743
2021,Manitoba,Femmes+,Total,Total,46,81.086199979474
2021,Manitoba,Femmes+,Total,Identité autochtone,46,65.9417768499188
2021,Manitoba,Femmes+,Total,Premières Nations (Indien de l'Amérique du Nord),46,57.2871266078452
2021,Manitoba,Femmes+,Total,Métis,46,76.6986356882345
2021,Manitoba,Femmes+,Total,Inuk (Inuit),46,75.8064516129032
2021,Manitoba,Femmes+,Total,Identité non autochtone,46,83.9899040439419
2021,Manitoba,Total,15 à 24 ans,Total,46,63.8550295857988
2021,Manitoba,Total,15 à 24 ans,Identité autochtone,46,46.1955183452352
2021,Manitoba,Total,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),46,38.2075471698113
2021,Manitoba,Total,15 à 24 ans,Métis,46,58.7926509186352
2021,Manitoba,Total,15 à 24 ans,Inuk (Inuit),46,58.3333333333333
2021,Manitoba,Total,15 à 24 ans,Identité non autochtone,46,69.4434708104529
2021,Manitoba,Hommes+,15 à 24 ans,Total,46,63.2276330690827
2021,Manitoba,Hommes+,15 à 24 ans,Identité autochtone,46,44.4766039556199
2021,Manitoba,Hommes+,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),46,35.9140656668018
2021,Manitoba,Hommes+,15 à 24 ans,Métis,46,57.3594440934934
2021,Manitoba,Hommes+,15 à 24 ans,Inuk (Inuit),46,63.6363636363636
2021,Manitoba,Hommes+,15 à 24 ans,Identité non autochtone,46,68.9752127266001
2021,Manitoba,Femmes+,15 à 24 ans,Total,46,64.5455108742797
2021,Manitoba,Femmes+,15 à 24 ans,Identité autochtone,46,47.975861201911
2021,Manitoba,Femmes+,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),46,40.5809128630705
2021,Manitoba,Femmes+,15 à 24 ans,Métis,46,60.2730375426621
2021,Manitoba,Femmes+,15 à 24 ans,Inuk (Inuit),46,58.3333333333333
2021,Manitoba,Femmes+,15 à 24 ans,Identité non autochtone,46,69.9555994079921
2021,Manitoba,Total,25 à 64 ans,Total,46,86.1239168559779
2021,Manitoba,Total,25 à 64 ans,Identité autochtone,46,69.7455624044121
2021,Manitoba,Total,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),46,59.7018851380973
2021,Manitoba,Total,25 à 64 ans,Métis,46,81.3253632897042
2021,Manitoba,Total,25 à 64 ans,Inuk (Inuit),46,80.2631578947368
2021,Manitoba,Total,25 à 64 ans,Identité non autochtone,46,89.2357411435264
2021,Manitoba,Hommes+,25 à 64 ans,Total,46,83.717981232564
2021,Manitoba,Hommes+,25 à 64 ans,Identité autochtone,46,64.5806642357347
2021,Manitoba,Hommes+,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),46,53.0725190839695
2021,Manitoba,Hommes+,25 à 64 ans,Métis,46,77.2208121827411
2021,Manitoba,Hommes+,25 à 64 ans,Inuk (Inuit),46,75.8620689655172
2021,Manitoba,Hommes+,25 à 64 ans,Identité non autochtone,46,87.131932846972
2021,Manitoba,Femmes+,25 à 64 ans,Total,46,88.4903388735538
2021,Manitoba,Femmes+,25 à 64 ans,Identité autochtone,46,74.3329542472225
2021,Manitoba,Femmes+,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),46,65.3259811871554
2021,Manitoba,Femmes+,25 à 64 ans,Métis,46,85.2090032154341
2021,Manitoba,Femmes+,25 à 64 ans,Inuk (Inuit),46,83.3333333333333
2021,Manitoba,Femmes+,25 à 64 ans,Identité non autochtone,46,91.3456957848863
2021,Manitoba,Total,65 à 74 ans,Total,46,74.8346916807627
2021,Manitoba,Total,65 à 74 ans,Identité autochtone,46,55.5649957519116
2021,Manitoba,Total,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),46,47.1607314725698
2021,Manitoba,Total,65 à 74 ans,Métis,46,62.3707239459029
2021,Manitoba,Total,65 à 74 ans,Inuk (Inuit),46,0.0
2021,Manitoba,Total,65 à 74 ans,Identité non autochtone,46,76.7552944160291
2021,Manitoba,Hommes+,65 à 74 ans,Total,46,72.0821586790173
2021,Manitoba,Hommes+,65 à 74 ans,Identité autochtone,46,51.5769944341373
2021,Manitoba,Hommes+,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),46,42.5675675675676
2021,Manitoba,Hommes+,65 à 74 ans,Métis,46,58.4158415841584
2021,Manitoba,Hommes+,65 à 74 ans,Inuk (Inuit),46,0.0
2021,Manitoba,Hommes+,65 à 74 ans,Identité non autochtone,46,74.0384615384615
2021,Manitoba,Femmes+,65 à 74 ans,Total,46,77.3422562141491
2021,Manitoba,Femmes+,65 à 74 ans,Identité autochtone,46,58.8557993730408
2021,Manitoba,Femmes+,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),46,50.5882352941176
2021,Manitoba,Femmes+,65 à 74 ans,Métis,46,66.0522273425499
2021,Manitoba,Femmes+,65 à 74 ans,Inuk (Inuit),46,
2021,Manitoba,Femmes+,65 à 74 ans,Identité non autochtone,46,79.2566141860088
2021,Manitoba,Total,75 ans et plus,Total,46,60.0765001195314
2021,Manitoba,Total,75 ans et plus,Identité autochtone,46,38.1338742393509
2021,Manitoba,Total,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),46,33.75
2021,Manitoba,Total,75 ans et plus,Métis,46,40.8199643493761
2021,Manitoba,Total,75 ans et plus,Inuk (Inuit),46,0.0
2021,Manitoba,Total,75 ans et plus,Identité non autochtone,46,61.4544299777707
2021,Manitoba,Hommes+,75 ans et plus,Total,46,58.7638625912902
2021,Manitoba,Hommes+,75 ans et plus,Identité autochtone,46,38.0281690140845
2021,Manitoba,Hommes+,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),46,31.9018404907975
2021,Manitoba,Hommes+,75 ans et plus,Métis,46,41.7670682730924
2021,Manitoba,Hommes+,75 ans et plus,Inuk (Inuit),46,0.0
2021,Manitoba,Hommes+,75 ans et plus,Identité non autochtone,46,60.037308078634
2021,Manitoba,Femmes+,75 ans et plus,Total,46,61.1051617048619
2021,Manitoba,Femmes+,75 ans et plus,Identité autochtone,46,38.2142857142857
2021,Manitoba,Femmes+,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),46,34.7457627118644
2021,Manitoba,Femmes+,75 ans et plus,Métis,46,40.1929260450161
2021,Manitoba,Femmes+,75 ans et plus,Inuk (Inuit),46,
2021,Manitoba,Femmes+,75 ans et plus,Identité non autochtone,46,62.5726330181155
2021,Saskatchewan,Total,Total,Total,47,79.9113009198423
2021,Saskatchewan,Total,Total,Identité autochtone,47,62.8867580263209
2021,Saskatchewan,Total,Total,Premières Nations (Indien de l'Amérique du Nord),47,56.6308019517077
2021,Saskatchewan,Total,Total,Métis,47,73.4236186348862
2021,Saskatchewan,Total,Total,Inuk (Inuit),47,70.5882352941177
2021,Saskatchewan,Total,Total,Identité non autochtone,47,82.8194942736069
2021,Saskatchewan,Hommes+,Total,Total,47,76.8301203853247
2021,Saskatchewan,Hommes+,Total,Identité autochtone,47,56.9198243616848
2021,Saskatchewan,Hommes+,Total,Premières Nations (Indien de l'Amérique du Nord),47,49.6751955455389
2021,Saskatchewan,Hommes+,Total,Métis,47,68.8943161634103
2021,Saskatchewan,Hommes+,Total,Inuk (Inuit),47,63.3333333333333
2021,Saskatchewan,Hommes+,Total,Identité non autochtone,47,80.0946603559763
2021,Saskatchewan,Femmes+,Total,Total,47,82.9264193436341
2021,Saskatchewan,Femmes+,Total,Identité autochtone,47,68.3405140395186
2021,Saskatchewan,Femmes+,Total,Premières Nations (Indien de l'Amérique du Nord),47,62.8493604926575
2021,Saskatchewan,Femmes+,Total,Métis,47,77.7190012695726
2021,Saskatchewan,Femmes+,Total,Inuk (Inuit),47,76.3157894736842
2021,Saskatchewan,Femmes+,Total,Identité non autochtone,47,85.5159855911964
2021,Saskatchewan,Total,15 à 24 ans,Total,47,60.5079700041452
2021,Saskatchewan,Total,15 à 24 ans,Identité autochtone,47,45.2103710603944
2021,Saskatchewan,Total,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),47,40.2819505431015
2021,Saskatchewan,Total,15 à 24 ans,Métis,47,55.6455696202532
2021,Saskatchewan,Total,15 à 24 ans,Inuk (Inuit),47,57.1428571428571
2021,Saskatchewan,Total,15 à 24 ans,Identité non autochtone,47,65.4110270700637
2021,Saskatchewan,Hommes+,15 à 24 ans,Total,47,58.5663187093948
2021,Saskatchewan,Hommes+,15 à 24 ans,Identité autochtone,47,41.477621091355
2021,Saskatchewan,Hommes+,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),47,35.6717102246676
2021,Saskatchewan,Hommes+,15 à 24 ans,Métis,47,53.6706349206349
2021,Saskatchewan,Hommes+,15 à 24 ans,Inuk (Inuit),47,27.2727272727273
2021,Saskatchewan,Hommes+,15 à 24 ans,Identité non autochtone,47,63.9168343393696
2021,Saskatchewan,Femmes+,15 à 24 ans,Total,47,62.5720517214519
2021,Saskatchewan,Femmes+,15 à 24 ans,Identité autochtone,47,49.0405787983643
2021,Saskatchewan,Femmes+,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),47,44.988344988345
2021,Saskatchewan,Femmes+,15 à 24 ans,Métis,47,57.6446280991736
2021,Saskatchewan,Femmes+,15 à 24 ans,Inuk (Inuit),47,80.0
2021,Saskatchewan,Femmes+,15 à 24 ans,Identité non autochtone,47,67.0221577966453
2021,Saskatchewan,Total,25 à 64 ans,Total,47,87.5594539502131
2021,Saskatchewan,Total,25 à 64 ans,Identité autochtone,47,71.214445886935
2021,Saskatchewan,Total,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),47,64.717722610946
2021,Saskatchewan,Total,25 à 64 ans,Métis,47,81.9361115615372
2021,Saskatchewan,Total,25 à 64 ans,Inuk (Inuit),47,79.5454545454545
2021,Saskatchewan,Total,25 à 64 ans,Identité non autochtone,47,90.4334021602665
2021,Saskatchewan,Hommes+,25 à 64 ans,Total,47,84.3871059459075
2021,Saskatchewan,Hommes+,25 à 64 ans,Identité autochtone,47,64.6467186321348
2021,Saskatchewan,Hommes+,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),47,57.0482301800869
2021,Saskatchewan,Hommes+,25 à 64 ans,Métis,47,76.8737339635381
2021,Saskatchewan,Hommes+,25 à 64 ans,Inuk (Inuit),47,80.0
2021,Saskatchewan,Hommes+,25 à 64 ans,Identité non autochtone,47,87.634775770369
2021,Saskatchewan,Femmes+,25 à 64 ans,Total,47,90.6904590790373
2021,Saskatchewan,Femmes+,25 à 64 ans,Identité autochtone,47,77.0265762259535
2021,Saskatchewan,Femmes+,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),47,71.3316672616923
2021,Saskatchewan,Femmes+,25 à 64 ans,Métis,47,86.6104868913858
2021,Saskatchewan,Femmes+,25 à 64 ans,Inuk (Inuit),47,76.9230769230769
2021,Saskatchewan,Femmes+,25 à 64 ans,Identité non autochtone,47,93.2473207782749
