Year,data.Geography,GeoCode,data.Population,data.Sex,data.Age group,Value
2021,data.British Columbia,,data.Indigenous population,data.Males,data.15 to 64 years,12.8
2015,data.British Columbia,,data.Indigenous population,data.Males,data.15 to 24 years,23.2
2016,data.British Columbia,,data.Indigenous population,data.Males,data.15 to 24 years,17.2
2017,data.British Columbia,,data.Indigenous population,data.Males,data.15 to 24 years,21.3
2018,data.British Columbia,,data.Indigenous population,data.Males,data.15 to 24 years,15.9
2019,data.British Columbia,,data.Indigenous population,data.Males,data.15 to 24 years,14.8
2020,data.British Columbia,,data.Indigenous population,data.Males,data.15 to 24 years,24.1
2021,data.British Columbia,,data.Indigenous population,data.Males,data.15 to 24 years,
2015,data.British Columbia,,data.Indigenous population,data.Males,data.25 years and over,14.9
2016,data.British Columbia,,data.Indigenous population,data.Males,data.25 years and over,11.2
2017,data.British Columbia,,data.Indigenous population,data.Males,data.25 years and over,9.9
2018,data.British Columbia,,data.Indigenous population,data.Males,data.25 years and over,9.3
2019,data.British Columbia,,data.Indigenous population,data.Males,data.25 years and over,6.7
2020,data.British Columbia,,data.Indigenous population,data.Males,data.25 years and over,12.6
2021,data.British Columbia,,data.Indigenous population,data.Males,data.25 years and over,13.2
2015,data.British Columbia,,data.Indigenous population,data.Males,data.25 to 54 years,15.2
2016,data.British Columbia,,data.Indigenous population,data.Males,data.25 to 54 years,9.7
2017,data.British Columbia,,data.Indigenous population,data.Males,data.25 to 54 years,9.2
2018,data.British Columbia,,data.Indigenous population,data.Males,data.25 to 54 years,8.6
2019,data.British Columbia,,data.Indigenous population,data.Males,data.25 to 54 years,5.6
2020,data.British Columbia,,data.Indigenous population,data.Males,data.25 to 54 years,10.8
2021,data.British Columbia,,data.Indigenous population,data.Males,data.25 to 54 years,12.5
2015,data.British Columbia,,data.Indigenous population,data.Females,data.15 years and over,11.3
2016,data.British Columbia,,data.Indigenous population,data.Females,data.15 years and over,9.1
2017,data.British Columbia,,data.Indigenous population,data.Females,data.15 years and over,9.6
2018,data.British Columbia,,data.Indigenous population,data.Females,data.15 years and over,9.6
2019,data.British Columbia,,data.Indigenous population,data.Females,data.15 years and over,6.6
2020,data.British Columbia,,data.Indigenous population,data.Females,data.15 years and over,11.6
2021,data.British Columbia,,data.Indigenous population,data.Females,data.15 years and over,10.2
2015,data.British Columbia,,data.Indigenous population,data.Females,data.15 to 64 years,11.5
2016,data.British Columbia,,data.Indigenous population,data.Females,data.15 to 64 years,9.3
2017,data.British Columbia,,data.Indigenous population,data.Females,data.15 to 64 years,9.8
2018,data.British Columbia,,data.Indigenous population,data.Females,data.15 to 64 years,9.7
2019,data.British Columbia,,data.Indigenous population,data.Females,data.15 to 64 years,6.7
2020,data.British Columbia,,data.Indigenous population,data.Females,data.15 to 64 years,11.9
2021,data.British Columbia,,data.Indigenous population,data.Females,data.15 to 64 years,10.3
2015,data.British Columbia,,data.Indigenous population,data.Females,data.15 to 24 years,14.9
2016,data.British Columbia,,data.Indigenous population,data.Females,data.15 to 24 years,9.8
2017,data.British Columbia,,data.Indigenous population,data.Females,data.15 to 24 years,12.8
2018,data.British Columbia,,data.Indigenous population,data.Females,data.15 to 24 years,19.2
2019,data.British Columbia,,data.Indigenous population,data.Females,data.15 to 24 years,13.9
2020,data.British Columbia,,data.Indigenous population,data.Females,data.15 to 24 years,
2021,data.British Columbia,,data.Indigenous population,data.Females,data.15 to 24 years,
2015,data.British Columbia,,data.Indigenous population,data.Females,data.25 years and over,10.0
2016,data.British Columbia,,data.Indigenous population,data.Females,data.25 years and over,8.9
2017,data.British Columbia,,data.Indigenous population,data.Females,data.25 years and over,8.6
2018,data.British Columbia,,data.Indigenous population,data.Females,data.25 years and over,7.2
2019,data.British Columbia,,data.Indigenous population,data.Females,data.25 years and over,4.8
2020,data.British Columbia,,data.Indigenous population,data.Females,data.25 years and over,10.7
2021,data.British Columbia,,data.Indigenous population,data.Females,data.25 years and over,9.7
2015,data.British Columbia,,data.Indigenous population,data.Females,data.25 to 54 years,10.7
2016,data.British Columbia,,data.Indigenous population,data.Females,data.25 to 54 years,9.6
2017,data.British Columbia,,data.Indigenous population,data.Females,data.25 to 54 years,8.8
2018,data.British Columbia,,data.Indigenous population,data.Females,data.25 to 54 years,6.9
2019,data.British Columbia,,data.Indigenous population,data.Females,data.25 to 54 years,4.7
2020,data.British Columbia,,data.Indigenous population,data.Females,data.25 to 54 years,10.3
2021,data.British Columbia,,data.Indigenous population,data.Females,data.25 to 54 years,8.3
2015,data.Canada,,data.Landed immigrants,data.Both sexes,data.15 years and over,7.4
2016,data.Canada,,data.Landed immigrants,data.Both sexes,data.15 years and over,7.5
2017,data.Canada,,data.Landed immigrants,data.Both sexes,data.15 years and over,6.8
2018,data.Canada,,data.Landed immigrants,data.Both sexes,data.15 years and over,6.1
2019,data.Canada,,data.Landed immigrants,data.Both sexes,data.15 years and over,6.0
2020,data.Canada,,data.Landed immigrants,data.Both sexes,data.15 years and over,10.4
2021,data.Canada,,data.Landed immigrants,data.Both sexes,data.15 years and over,8.4
2015,data.Canada,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,7.0
2016,data.Canada,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,7.0
2017,data.Canada,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,6.4
2018,data.Canada,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,5.7
2019,data.Canada,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,5.5
2020,data.Canada,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,9.5
2021,data.Canada,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,7.6
2015,data.Canada,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,12.0
2016,data.Canada,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,11.3
2017,data.Canada,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,10.4
2018,data.Canada,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,9.4
2019,data.Canada,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,9.5
2020,data.Canada,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,13.5
2021,data.Canada,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,9.8
2015,data.Canada,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,10.9
2016,data.Canada,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,10.3
2017,data.Canada,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,9.6
2018,data.Canada,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,8.7
2019,data.Canada,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,8.8
2020,data.Canada,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,12.1
2021,data.Canada,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,8.9
2015,data.Canada,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,9.0
2016,data.Canada,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,8.8
2017,data.Canada,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,7.2
2018,data.Canada,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,6.4
2019,data.Canada,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,6.5
2020,data.Canada,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,11.7
2021,data.Canada,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,9.7
2015,data.Canada,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,8.1
2016,data.Canada,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,7.7
2017,data.Canada,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,6.2
2018,data.Canada,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,5.3
2019,data.Canada,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,5.1
2020,data.Canada,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,9.6
2021,data.Canada,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,8.5
2015,data.Canada,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,6.0
2016,data.Canada,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,6.5
2017,data.Canada,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,6.0
2018,data.Canada,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,5.4
2019,data.Canada,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,5.0
2020,data.Canada,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,9.5
2021,data.Canada,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,7.8
2015,data.Canada,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,5.6
2016,data.Canada,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,5.9
2017,data.Canada,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,5.7
2018,data.Canada,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,5.1
2019,data.Canada,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,4.7
2020,data.Canada,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,8.7
2021,data.Canada,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,7.0
2015,data.Atlantic region,,data.Landed immigrants,data.Both sexes,data.15 years and over,8.5
2016,data.Atlantic region,,data.Landed immigrants,data.Both sexes,data.15 years and over,7.7
2017,data.Atlantic region,,data.Landed immigrants,data.Both sexes,data.15 years and over,7.4
2018,data.Atlantic region,,data.Landed immigrants,data.Both sexes,data.15 years and over,7.2
2019,data.Atlantic region,,data.Landed immigrants,data.Both sexes,data.15 years and over,6.8
2020,data.Atlantic region,,data.Landed immigrants,data.Both sexes,data.15 years and over,9.6
2021,data.Atlantic region,,data.Landed immigrants,data.Both sexes,data.15 years and over,7.7
2015,data.Atlantic region,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,8.6
2016,data.Atlantic region,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,6.7
2017,data.Atlantic region,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,7.0
2018,data.Atlantic region,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,7.1
2019,data.Atlantic region,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,6.3
2020,data.Atlantic region,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,8.1
2021,data.Atlantic region,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,7.3
2015,data.Atlantic region,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,9.5
2016,data.Atlantic region,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,9.6
2017,data.Atlantic region,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,8.2
2018,data.Atlantic region,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,10.0
2019,data.Atlantic region,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,9.7
2020,data.Atlantic region,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,9.0
2021,data.Atlantic region,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,9.3
2015,data.Atlantic region,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,8.1
2016,data.Atlantic region,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,9.3
2017,data.Atlantic region,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,8.0
2018,data.Atlantic region,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,9.3
2019,data.Atlantic region,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,8.9
2020,data.Atlantic region,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,9.2
2021,data.Atlantic region,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,9.0
2015,data.Atlantic region,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,12.0
2016,data.Atlantic region,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,8.5
2017,data.Atlantic region,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,10.6
2018,data.Atlantic region,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,7.4
2019,data.Atlantic region,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,6.3
2020,data.Atlantic region,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,9.4
2021,data.Atlantic region,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,8.8
2015,data.Atlantic region,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,10.9
2016,data.Atlantic region,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,5.9
2017,data.Atlantic region,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,8.8
2018,data.Atlantic region,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,7.4
2019,data.Atlantic region,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,5.1
2020,data.Atlantic region,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,7.3
2021,data.Atlantic region,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,7.9
2015,data.Atlantic region,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,7.0
2016,data.Atlantic region,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,6.6
2017,data.Atlantic region,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,5.9
2018,data.Atlantic region,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,5.6
2019,data.Atlantic region,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,5.2
2020,data.Atlantic region,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,10.2
2021,data.Atlantic region,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,5.8
2015,data.Atlantic region,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,8.2
2016,data.Atlantic region,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,5.6
2017,data.Atlantic region,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,5.5
2018,data.Atlantic region,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,5.2
2019,data.Atlantic region,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,4.0
2020,data.Atlantic region,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,6.7
2021,data.Atlantic region,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,5.0
2015,data.Quebec,,data.Landed immigrants,data.Both sexes,data.15 years and over,10.7
2016,data.Quebec,,data.Landed immigrants,data.Both sexes,data.15 years and over,9.9
2017,data.Quebec,,data.Landed immigrants,data.Both sexes,data.15 years and over,8.7
2018,data.Quebec,,data.Landed immigrants,data.Both sexes,data.15 years and over,7.2
2019,data.Quebec,,data.Landed immigrants,data.Both sexes,data.15 years and over,7.0
2020,data.Quebec,,data.Landed immigrants,data.Both sexes,data.15 years and over,10.7
2021,data.Quebec,,data.Landed immigrants,data.Both sexes,data.15 years and over,9.1
2015,data.Quebec,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,10.4
2016,data.Quebec,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,9.1
2017,data.Quebec,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,8.7
2018,data.Quebec,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,6.7
2019,data.Quebec,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,6.4
2020,data.Quebec,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,10.0
2021,data.Quebec,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,8.5
2015,data.Quebec,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,18.1
2016,data.Quebec,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,15.3
2017,data.Quebec,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,15.8
2018,data.Quebec,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,11.4
2019,data.Quebec,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,11.8
2020,data.Quebec,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,16.6
2021,data.Quebec,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,13.2
2015,data.Quebec,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,16.5
2016,data.Quebec,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,12.9
2017,data.Quebec,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,14.2
2018,data.Quebec,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,10.3
2019,data.Quebec,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,11.1
2020,data.Quebec,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,16.0
2021,data.Quebec,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,12.2
2015,data.Quebec,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,11.5
2016,data.Quebec,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,10.0
2017,data.Quebec,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,7.7
2018,data.Quebec,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,6.4
2019,data.Quebec,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,6.2
2020,data.Quebec,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,11.5
2021,data.Quebec,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,9.2
2015,data.Quebec,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,10.6
2016,data.Quebec,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,8.8
2017,data.Quebec,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,6.5
2018,data.Quebec,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,5.9
2019,data.Quebec,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,5.1
2020,data.Quebec,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,10.4
2021,data.Quebec,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,8.4
2015,data.Quebec,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,8.2
2016,data.Quebec,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,8.4
2017,data.Quebec,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,7.2
2018,data.Quebec,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,6.3
2019,data.Quebec,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,6.1
2020,data.Quebec,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,9.0
2021,data.Quebec,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,7.9
2015,data.Quebec,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,7.7
2016,data.Quebec,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,7.9
2017,data.Quebec,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,7.7
2018,data.Quebec,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,5.8
2019,data.Quebec,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,5.5
2020,data.Quebec,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,7.9
2021,data.Quebec,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,7.2
2015,data.Ontario,,data.Landed immigrants,data.Both sexes,data.15 years and over,6.8
2016,data.Ontario,,data.Landed immigrants,data.Both sexes,data.15 years and over,6.9
2017,data.Ontario,,data.Landed immigrants,data.Both sexes,data.15 years and over,6.3
2018,data.Ontario,,data.Landed immigrants,data.Both sexes,data.15 years and over,6.0
2019,data.Ontario,,data.Landed immigrants,data.Both sexes,data.15 years and over,5.8
2020,data.Ontario,,data.Landed immigrants,data.Both sexes,data.15 years and over,10.2
2021,data.Ontario,,data.Landed immigrants,data.Both sexes,data.15 years and over,8.7
2015,data.Ontario,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,6.3
2016,data.Ontario,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,6.4
2017,data.Ontario,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,5.9
2018,data.Ontario,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,5.6
2019,data.Ontario,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,5.3
2020,data.Ontario,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,9.3
2021,data.Ontario,,data.Landed immigrants,data.Both sexes,data.25 to 54 years,7.8
2015,data.Ontario,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,11.4
2016,data.Ontario,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,11.5
2017,data.Ontario,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,10.1
2018,data.Ontario,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,9.9
2019,data.Ontario,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,9.3
2020,data.Ontario,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,13.7
2021,data.Ontario,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.15 years and over,9.3
2015,data.Ontario,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,10.0
2016,data.Ontario,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,11.3
2017,data.Ontario,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,9.4
2018,data.Ontario,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,9.4
2019,data.Ontario,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,9.0
2020,data.Ontario,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,12.0
2021,data.Ontario,,"data.Immigrants, landed 5 or less years earlier",data.Both sexes,data.25 to 54 years,8.9
2015,data.Ontario,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,9.1
2016,data.Ontario,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,9.0
2017,data.Ontario,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,7.2
2018,data.Ontario,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,6.8
2019,data.Ontario,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,7.5
2020,data.Ontario,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,13.2
2021,data.Ontario,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.15 years and over,10.6
2015,data.Ontario,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,8.1
2016,data.Ontario,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,7.9
2017,data.Ontario,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,6.4
2018,data.Ontario,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,5.4
2019,data.Ontario,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,5.7
2020,data.Ontario,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,10.4
2021,data.Ontario,,"data.Immigrants, landed more than 5 to 10 years earlier",data.Both sexes,data.25 to 54 years,8.9
2015,data.Ontario,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,5.8
2016,data.Ontario,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,5.9
2017,data.Ontario,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,5.5
2018,data.Ontario,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,5.2
2019,data.Ontario,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,4.9
2020,data.Ontario,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,9.1
2021,data.Ontario,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.15 years and over,8.2
2015,data.Ontario,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,5.3
2016,data.Ontario,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,5.3
2017,data.Ontario,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,5.2
2018,data.Ontario,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,4.9
2019,data.Ontario,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,4.5
2020,data.Ontario,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,8.4
2021,data.Ontario,,"data.Immigrants, landed more than 10 years earlier",data.Both sexes,data.25 to 54 years,7.3
2015,data.Manitoba,,data.Landed immigrants,data.Both sexes,data.15 years and over,6.7
2016,data.Manitoba,,data.Landed immigrants,data.Both sexes,data.15 years and over,6.2
2017,data.Manitoba,,data.Landed immigrants,data.Both sexes,data.15 years and over,5.7
2018,data.Manitoba,,data.Landed immigrants,data.Both sexes,data.15 years and over,6.4
