Year,Geography,Age group and family type,Statistics,GeoCode,Value
2016,Saskatchewan,Persons in an economic family,Persons who are asset resilient for at least 6 months,47,51.2
2016,Saskatchewan,Persons in a couple only family,Persons who are asset resilient for at least 1 month,47,89.7
2016,Saskatchewan,Persons in a couple only family,Persons who are asset resilient for at least 3 months,47,76.9
2016,Saskatchewan,Persons in a couple only family,Persons who are asset resilient for at least 6 months,47,71.8
2016,Saskatchewan,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,47,68.0
2016,Saskatchewan,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,47,50.8
2016,Saskatchewan,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,47,35.1
2016,Saskatchewan,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,47,32.4
2016,Saskatchewan,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,47,14.6
2016,Saskatchewan,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,47,12.4
2016,Saskatchewan,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,47,86.3
2016,Saskatchewan,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,47,73.6
2016,Saskatchewan,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,47,64.4
2016,Saskatchewan,Persons not in an economic family,Persons who are asset resilient for at least 1 month,47,79.1
2016,Saskatchewan,Persons not in an economic family,Persons who are asset resilient for at least 3 months,47,64.7
2016,Saskatchewan,Persons not in an economic family,Persons who are asset resilient for at least 6 months,47,58.8
2016,Alberta,Persons all ages and family types,Persons who are asset resilient for at least 1 month,48,79.8
2016,Alberta,Persons all ages and family types,Persons who are asset resilient for at least 3 months,48,67.1
2016,Alberta,Persons all ages and family types,Persons who are asset resilient for at least 6 months,48,57.6
2016,Alberta,Persons under 18 years old,Persons who are asset resilient for at least 1 month,48,70.7
2016,Alberta,Persons under 18 years old,Persons who are asset resilient for at least 3 months,48,54.7
2016,Alberta,Persons under 18 years old,Persons who are asset resilient for at least 6 months,48,46.8
2016,Alberta,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,48,82.1
2016,Alberta,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,48,69.4
2016,Alberta,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,48,58.6
2016,Alberta,Persons 65 years and older,Persons who are asset resilient for at least 1 month,48,84.1
2016,Alberta,Persons 65 years and older,Persons who are asset resilient for at least 3 months,48,77.4
2016,Alberta,Persons 65 years and older,Persons who are asset resilient for at least 6 months,48,72.2
2016,Alberta,Persons in an economic family,Persons who are asset resilient for at least 1 month,48,79.3
2016,Alberta,Persons in an economic family,Persons who are asset resilient for at least 3 months,48,66.9
2016,Alberta,Persons in an economic family,Persons who are asset resilient for at least 6 months,48,57.7
2016,Alberta,Persons in a couple only family,Persons who are asset resilient for at least 1 month,48,89.9
2016,Alberta,Persons in a couple only family,Persons who are asset resilient for at least 3 months,48,82.6
2016,Alberta,Persons in a couple only family,Persons who are asset resilient for at least 6 months,48,74.6
2016,Alberta,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,48,75.4
2016,Alberta,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,48,61.0
2016,Alberta,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,48,52.3
2016,Alberta,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,48,39.7
2016,Alberta,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,48,35.9
2016,Alberta,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,48,28.4
2016,Alberta,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,48,85.2
2016,Alberta,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,48,69.5
2016,Alberta,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,48,57.7
2016,Alberta,Persons not in an economic family,Persons who are asset resilient for at least 1 month,48,83.0
2016,Alberta,Persons not in an economic family,Persons who are asset resilient for at least 3 months,48,68.4
2016,Alberta,Persons not in an economic family,Persons who are asset resilient for at least 6 months,48,57.0
2016,British Columbia,Persons all ages and family types,Persons who are asset resilient for at least 1 month,59,82.9
2016,British Columbia,Persons all ages and family types,Persons who are asset resilient for at least 3 months,59,73.9
2016,British Columbia,Persons all ages and family types,Persons who are asset resilient for at least 6 months,59,65.9
2016,British Columbia,Persons under 18 years old,Persons who are asset resilient for at least 1 month,59,78.1
2016,British Columbia,Persons under 18 years old,Persons who are asset resilient for at least 3 months,59,67.1
2016,British Columbia,Persons under 18 years old,Persons who are asset resilient for at least 6 months,59,56.4
2016,British Columbia,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,59,82.8
2016,British Columbia,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,59,73.0
2016,British Columbia,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,59,64.7
2016,British Columbia,Persons 65 years and older,Persons who are asset resilient for at least 1 month,59,88.5
2016,British Columbia,Persons 65 years and older,Persons who are asset resilient for at least 3 months,59,83.8
2016,British Columbia,Persons 65 years and older,Persons who are asset resilient for at least 6 months,59,80.0
2016,British Columbia,Persons in an economic family,Persons who are asset resilient for at least 1 month,59,83.8
2016,British Columbia,Persons in an economic family,Persons who are asset resilient for at least 3 months,59,75.2
2016,British Columbia,Persons in an economic family,Persons who are asset resilient for at least 6 months,59,67.2
2016,British Columbia,Persons in a couple only family,Persons who are asset resilient for at least 1 month,59,89.7
2016,British Columbia,Persons in a couple only family,Persons who are asset resilient for at least 3 months,59,82.4
2016,British Columbia,Persons in a couple only family,Persons who are asset resilient for at least 6 months,59,78.0
2016,British Columbia,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,59,82.5
2016,British Columbia,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,59,71.9
2016,British Columbia,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,59,59.8
2016,British Columbia,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,59,55.8
2016,British Columbia,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,59,46.8
2016,British Columbia,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,59,40.2
2016,British Columbia,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,59,86.4
2016,British Columbia,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,59,79.4
2016,British Columbia,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,59,73.5
2016,British Columbia,Persons not in an economic family,Persons who are asset resilient for at least 1 month,59,78.9
2016,British Columbia,Persons not in an economic family,Persons who are asset resilient for at least 3 months,59,67.7
2016,British Columbia,Persons not in an economic family,Persons who are asset resilient for at least 6 months,59,59.7
2019,Canada,Persons all ages and family types,Persons who are asset resilient for at least 1 month,,79.1
2019,Canada,Persons all ages and family types,Persons who are asset resilient for at least 6 months,,57.3
2019,Canada,Persons under 18 years old,Persons who are asset resilient for at least 1 month,,72.9
2019,Canada,Persons under 18 years old,Persons who are asset resilient for at least 3 months,,59.1
2019,Canada,Persons under 18 years old,Persons who are asset resilient for at least 6 months,,47.3
2019,Canada,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,,79.7
2019,Canada,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,,67.3
2019,Canada,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,,57.3
2019,Canada,Persons 65 years and older,Persons who are asset resilient for at least 1 month,,84.1
2019,Canada,Persons 65 years and older,Persons who are asset resilient for at least 3 months,,75.6
2019,Canada,Persons 65 years and older,Persons who are asset resilient for at least 6 months,,68.7
2019,Canada,Persons in an economic family,Persons who are asset resilient for at least 1 month,,80.1
2019,Canada,Persons in an economic family,Persons who are asset resilient for at least 3 months,,68.1
2019,Canada,Persons in an economic family,Persons who are asset resilient for at least 6 months,,58.1
2019,Canada,Persons in a couple only family,Persons who are asset resilient for at least 1 month,,88.1
2019,Canada,Persons in a couple only family,Persons who are asset resilient for at least 3 months,,79.2
2019,Canada,Persons in a couple only family,Persons who are asset resilient for at least 6 months,,71.6
2019,Canada,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,,78.9
2019,Canada,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,,65.3
2019,Canada,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,,53.7
2019,Canada,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,,57.2
2019,Canada,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,,41.3
2019,Canada,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,,34.8
2019,Canada,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,,80.2
2019,Canada,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,,68.7
2019,Canada,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,,57.6
2019,Canada,Persons not in an economic family,Persons who are asset resilient for at least 1 month,,74.2
2019,Canada,Persons not in an economic family,Persons who are asset resilient for at least 3 months,,62.1
2019,Canada,Persons not in an economic family,Persons who are asset resilient for at least 6 months,,53.7
2019,Newfoundland and Labrador,Persons all ages and family types,Persons who are asset resilient for at least 1 month,10,64.5
2019,Newfoundland and Labrador,Persons all ages and family types,Persons who are asset resilient for at least 3 months,10,52.2
2019,Newfoundland and Labrador,Persons all ages and family types,Persons who are asset resilient for at least 6 months,10,44.9
2019,Newfoundland and Labrador,Persons under 18 years old,Persons who are asset resilient for at least 1 month,10,56.7
2019,Newfoundland and Labrador,Persons under 18 years old,Persons who are asset resilient for at least 3 months,10,39.7
2019,Newfoundland and Labrador,Persons under 18 years old,Persons who are asset resilient for at least 6 months,10,33.4
2019,Newfoundland and Labrador,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,10,65.6
2019,Newfoundland and Labrador,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,10,53.3
2019,Newfoundland and Labrador,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,10,45.6
2019,Newfoundland and Labrador,Persons 65 years and older,Persons who are asset resilient for at least 1 month,10,67.3
2019,Newfoundland and Labrador,Persons 65 years and older,Persons who are asset resilient for at least 3 months,10,58.7
2019,Newfoundland and Labrador,Persons 65 years and older,Persons who are asset resilient for at least 6 months,10,51.9
2019,Newfoundland and Labrador,Persons in an economic family,Persons who are asset resilient for at least 1 month,10,66.3
2019,Newfoundland and Labrador,Persons in an economic family,Persons who are asset resilient for at least 3 months,10,52.9
2019,Newfoundland and Labrador,Persons in an economic family,Persons who are asset resilient for at least 6 months,10,46.7
2019,Newfoundland and Labrador,Persons in a couple only family,Persons who are asset resilient for at least 1 month,10,73.6
2019,Newfoundland and Labrador,Persons in a couple only family,Persons who are asset resilient for at least 3 months,10,58.3
2019,Newfoundland and Labrador,Persons in a couple only family,Persons who are asset resilient for at least 6 months,10,54.7
2019,Newfoundland and Labrador,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,10,66.7
2019,Newfoundland and Labrador,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,10,49.2
2019,Newfoundland and Labrador,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,10,41.0
2019,Newfoundland and Labrador,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,10,44.1
2019,Newfoundland and Labrador,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,10,28.9
2019,Newfoundland and Labrador,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,10,24.5
2019,Newfoundland and Labrador,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,10,63.3
2019,Newfoundland and Labrador,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,10,58.1
2019,Newfoundland and Labrador,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,10,50.8
2019,Newfoundland and Labrador,Persons not in an economic family,Persons who are asset resilient for at least 1 month,10,54.2
2019,Newfoundland and Labrador,Persons not in an economic family,Persons who are asset resilient for at least 3 months,10,48.2
2019,Newfoundland and Labrador,Persons not in an economic family,Persons who are asset resilient for at least 6 months,10,34.5
2019,Prince Edward Island,Persons all ages and family types,Persons who are asset resilient for at least 1 month,11,69.7
2019,Prince Edward Island,Persons all ages and family types,Persons who are asset resilient for at least 3 months,11,54.5
2019,Prince Edward Island,Persons all ages and family types,Persons who are asset resilient for at least 6 months,11,44.9
2019,Prince Edward Island,Persons under 18 years old,Persons who are asset resilient for at least 1 month,11,61.7
2019,Prince Edward Island,Persons under 18 years old,Persons who are asset resilient for at least 3 months,11,40.2
2019,Prince Edward Island,Persons under 18 years old,Persons who are asset resilient for at least 6 months,11,28.2
2019,Prince Edward Island,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,11,67.7
2019,Prince Edward Island,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,11,52.2
2019,Prince Edward Island,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,11,42.7
2019,Prince Edward Island,Persons 65 years and older,Persons who are asset resilient for at least 1 month,11,84.0
2019,Prince Edward Island,Persons 65 years and older,Persons who are asset resilient for at least 3 months,11,76.1
2019,Prince Edward Island,Persons 65 years and older,Persons who are asset resilient for at least 6 months,11,68.7
2019,Prince Edward Island,Persons in an economic family,Persons who are asset resilient for at least 1 month,11,72.7
2019,Prince Edward Island,Persons in an economic family,Persons who are asset resilient for at least 3 months,11,57.3
2019,Prince Edward Island,Persons in an economic family,Persons who are asset resilient for at least 6 months,11,47.0
2019,Prince Edward Island,Persons in a couple only family,Persons who are asset resilient for at least 1 month,11,79.2
2019,Prince Edward Island,Persons in a couple only family,Persons who are asset resilient for at least 3 months,11,70.5
2019,Prince Edward Island,Persons in a couple only family,Persons who are asset resilient for at least 6 months,11,61.2
2019,Prince Edward Island,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,11,73.1
2019,Prince Edward Island,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,11,45.9
2019,Prince Edward Island,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,11,32.4
2019,Prince Edward Island,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,11,36.9
2019,Prince Edward Island,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,11,31.6
2019,Prince Edward Island,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,11,27.6
2019,Prince Edward Island,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,11,75.9
2019,Prince Edward Island,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,11,69.0
2019,Prince Edward Island,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,11,60.7
2019,Prince Edward Island,Persons not in an economic family,Persons who are asset resilient for at least 1 month,11,53.3
2019,Prince Edward Island,Persons not in an economic family,Persons who are asset resilient for at least 3 months,11,39.6
2019,Prince Edward Island,Persons not in an economic family,Persons who are asset resilient for at least 6 months,11,33.9
2019,Nova Scotia,Persons all ages and family types,Persons who are asset resilient for at least 1 month,12,68.7
2019,Nova Scotia,Persons all ages and family types,Persons who are asset resilient for at least 3 months,12,58.3
2019,Nova Scotia,Persons all ages and family types,Persons who are asset resilient for at least 6 months,12,47.7
2019,Nova Scotia,Persons under 18 years old,Persons who are asset resilient for at least 1 month,12,51.8
2019,Nova Scotia,Persons under 18 years old,Persons who are asset resilient for at least 3 months,12,44.1
2019,Nova Scotia,Persons under 18 years old,Persons who are asset resilient for at least 6 months,12,27.9
2019,Nova Scotia,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,12,69.2
2019,Nova Scotia,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,12,59.9
2019,Nova Scotia,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,12,49.6
2019,Nova Scotia,Persons 65 years and older,Persons who are asset resilient for at least 1 month,12,81.4
2019,Nova Scotia,Persons 65 years and older,Persons who are asset resilient for at least 3 months,12,65.6
2019,Nova Scotia,Persons 65 years and older,Persons who are asset resilient for at least 6 months,12,58.5
2019,Nova Scotia,Persons in an economic family,Persons who are asset resilient for at least 1 month,12,69.6
2019,Nova Scotia,Persons in an economic family,Persons who are asset resilient for at least 3 months,12,59.0
2019,Nova Scotia,Persons in an economic family,Persons who are asset resilient for at least 6 months,12,47.1
2019,Nova Scotia,Persons in a couple only family,Persons who are asset resilient for at least 1 month,12,81.2
2019,Nova Scotia,Persons in a couple only family,Persons who are asset resilient for at least 3 months,12,68.0
2019,Nova Scotia,Persons in a couple only family,Persons who are asset resilient for at least 6 months,12,61.9
2019,Nova Scotia,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,12,59.2
2019,Nova Scotia,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,12,50.6
2019,Nova Scotia,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,12,35.5
2019,Nova Scotia,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,12,51.2
2019,Nova Scotia,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,12,43.2
2019,Nova Scotia,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,12,24.6
2019,Nova Scotia,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,12,73.6
2019,Nova Scotia,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,12,63.0
2019,Nova Scotia,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,12,50.2
2019,Nova Scotia,Persons not in an economic family,Persons who are asset resilient for at least 1 month,12,65.0
2019,Nova Scotia,Persons not in an economic family,Persons who are asset resilient for at least 3 months,12,55.3
2019,Nova Scotia,Persons not in an economic family,Persons who are asset resilient for at least 6 months,12,50.5
2019,New Brunswick,Persons all ages and family types,Persons who are asset resilient for at least 1 month,13,68.1
2019,New Brunswick,Persons all ages and family types,Persons who are asset resilient for at least 3 months,13,56.5
2019,New Brunswick,Persons all ages and family types,Persons who are asset resilient for at least 6 months,13,46.8
2019,New Brunswick,Persons under 18 years old,Persons who are asset resilient for at least 1 month,13,55.3
2019,New Brunswick,Persons under 18 years old,Persons who are asset resilient for at least 3 months,13,45.1
2019,New Brunswick,Persons under 18 years old,Persons who are asset resilient for at least 6 months,13,35.8
2019,New Brunswick,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,13,71.2
2019,New Brunswick,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,13,61.2
2019,New Brunswick,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,13,51.0
2019,New Brunswick,Persons 65 years and older,Persons who are asset resilient for at least 1 month,13,69.9
2019,New Brunswick,Persons 65 years and older,Persons who are asset resilient for at least 3 months,13,52.7
2019,New Brunswick,Persons 65 years and older,Persons who are asset resilient for at least 6 months,13,43.6
2019,New Brunswick,Persons in an economic family,Persons who are asset resilient for at least 1 month,13,70.9
2019,New Brunswick,Persons in an economic family,Persons who are asset resilient for at least 3 months,13,59.2
2019,New Brunswick,Persons in an economic family,Persons who are asset resilient for at least 6 months,13,49.4
2019,New Brunswick,Persons in a couple only family,Persons who are asset resilient for at least 1 month,13,83.8
2019,New Brunswick,Persons in a couple only family,Persons who are asset resilient for at least 3 months,13,71.3
2019,New Brunswick,Persons in a couple only family,Persons who are asset resilient for at least 6 months,13,62.7
2019,New Brunswick,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,13,60.8
2019,New Brunswick,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,13,52.1
2019,New Brunswick,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,13,43.2
2019,New Brunswick,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,13,38.2
2019,New Brunswick,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,13,24.8
2019,New Brunswick,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,13,10.7
2019,New Brunswick,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,13,74.2
2019,New Brunswick,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,13,59.2
2019,New Brunswick,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,13,47.2
2019,New Brunswick,Persons not in an economic family,Persons who are asset resilient for at least 1 month,13,54.5
2019,New Brunswick,Persons not in an economic family,Persons who are asset resilient for at least 3 months,13,43.5
2019,New Brunswick,Persons not in an economic family,Persons who are asset resilient for at least 6 months,13,34.1
2019,Quebec,Persons all ages and family types,Persons who are asset resilient for at least 1 month,24,79.0
2019,Quebec,Persons all ages and family types,Persons who are asset resilient for at least 3 months,24,67.6
2019,Quebec,Persons all ages and family types,Persons who are asset resilient for at least 6 months,24,57.4
2019,Quebec,Persons under 18 years old,Persons who are asset resilient for at least 1 month,24,74.4
2019,Quebec,Persons under 18 years old,Persons who are asset resilient for at least 3 months,24,62.1
2019,Quebec,Persons under 18 years old,Persons who are asset resilient for at least 6 months,24,50.9
2019,Quebec,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,24,79.7
2019,Quebec,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,24,67.8
2019,Quebec,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,24,57.7
2019,Quebec,Persons 65 years and older,Persons who are asset resilient for at least 1 month,24,81.3
2019,Quebec,Persons 65 years and older,Persons who are asset resilient for at least 3 months,24,72.2
2019,Quebec,Persons 65 years and older,Persons who are asset resilient for at least 6 months,24,62.8
2019,Quebec,Persons in an economic family,Persons who are asset resilient for at least 1 month,24,81.1
2019,Quebec,Persons in an economic family,Persons who are asset resilient for at least 3 months,24,70.0
2019,Quebec,Persons in an economic family,Persons who are asset resilient for at least 6 months,24,59.6
2019,Quebec,Persons in a couple only family,Persons who are asset resilient for at least 1 month,24,87.9
2019,Quebec,Persons in a couple only family,Persons who are asset resilient for at least 3 months,24,77.6
2019,Quebec,Persons in a couple only family,Persons who are asset resilient for at least 6 months,24,68.0
2019,Quebec,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,24,80.0
2019,Quebec,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,24,67.8
2019,Quebec,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,24,56.2
2019,Quebec,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,24,46.6
2019,Quebec,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,24,36.1
2019,Quebec,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,24,28.4
2019,Quebec,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,24,81.2
2019,Quebec,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,24,70.9
2019,Quebec,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,24,61.1
2019,Quebec,Persons not in an economic family,Persons who are asset resilient for at least 1 month,24,70.0
2019,Quebec,Persons not in an economic family,Persons who are asset resilient for at least 3 months,24,57.3
2019,Quebec,Persons not in an economic family,Persons who are asset resilient for at least 6 months,24,48.1
2019,Ontario,Persons all ages and family types,Persons who are asset resilient for at least 1 month,35,79.2
2019,Ontario,Persons all ages and family types,Persons who are asset resilient for at least 3 months,35,67.2
2019,Ontario,Persons all ages and family types,Persons who are asset resilient for at least 6 months,35,58.5
2019,Ontario,Persons under 18 years old,Persons who are asset resilient for at least 1 month,35,73.5
2019,Ontario,Persons under 18 years old,Persons who are asset resilient for at least 3 months,35,59.7
2019,Ontario,Persons under 18 years old,Persons who are asset resilient for at least 6 months,35,48.3
2019,Ontario,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,35,79.7
2019,Ontario,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,35,67.2
2019,Ontario,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,35,58.4
2019,Ontario,Persons 65 years and older,Persons who are asset resilient for at least 1 month,35,83.8
2019,Ontario,Persons 65 years and older,Persons who are asset resilient for at least 3 months,35,75.9
2019,Ontario,Persons 65 years and older,Persons who are asset resilient for at least 6 months,35,70.3
2019,Ontario,Persons in an economic family,Persons who are asset resilient for at least 1 month,35,80.0
2019,Ontario,Persons in an economic family,Persons who are asset resilient for at least 3 months,35,68.2
2019,Ontario,Persons in an economic family,Persons who are asset resilient for at least 6 months,35,59.3
2019,Ontario,Persons in a couple only family,Persons who are asset resilient for at least 1 month,35,89.4
2019,Ontario,Persons in a couple only family,Persons who are asset resilient for at least 3 months,35,81.5
2019,Ontario,Persons in a couple only family,Persons who are asset resilient for at least 6 months,35,75.5
2019,Ontario,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,35,79.2
2019,Ontario,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,35,66.7
2019,Ontario,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,35,56.3
2019,Ontario,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,35,61.7
2019,Ontario,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,35,41.1
2019,Ontario,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,35,36.1
2019,Ontario,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,35,79.5
2019,Ontario,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,35,68.0
2019,Ontario,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,35,57.7
2019,Ontario,Persons not in an economic family,Persons who are asset resilient for at least 1 month,35,74.7
2019,Ontario,Persons not in an economic family,Persons who are asset resilient for at least 3 months,35,61.8
2019,Ontario,Persons not in an economic family,Persons who are asset resilient for at least 6 months,35,54.0
2019,Manitoba,Persons all ages and family types,Persons who are asset resilient for at least 1 month,46,83.9
2019,Manitoba,Persons all ages and family types,Persons who are asset resilient for at least 3 months,46,65.1
2019,Manitoba,Persons all ages and family types,Persons who are asset resilient for at least 6 months,46,56.2
2019,Manitoba,Persons under 18 years old,Persons who are asset resilient for at least 1 month,46,74.4
2019,Manitoba,Persons under 18 years old,Persons who are asset resilient for at least 3 months,46,51.5
2019,Manitoba,Persons under 18 years old,Persons who are asset resilient for at least 6 months,46,41.8
2019,Manitoba,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,46,86.2
2019,Manitoba,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,46,65.9
2019,Manitoba,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,46,56.7
2019,Manitoba,Persons 65 years and older,Persons who are asset resilient for at least 1 month,46,87.9
2019,Manitoba,Persons 65 years and older,Persons who are asset resilient for at least 3 months,46,80.7
2019,Manitoba,Persons 65 years and older,Persons who are asset resilient for at least 6 months,46,74.6
2019,Manitoba,Persons in an economic family,Persons who are asset resilient for at least 1 month,46,84.4
2019,Manitoba,Persons in an economic family,Persons who are asset resilient for at least 3 months,46,63.5
2019,Manitoba,Persons in an economic family,Persons who are asset resilient for at least 6 months,46,54.1
2019,Manitoba,Persons in a couple only family,Persons who are asset resilient for at least 1 month,46,92.3
2019,Manitoba,Persons in a couple only family,Persons who are asset resilient for at least 3 months,46,81.3
2019,Manitoba,Persons in a couple only family,Persons who are asset resilient for at least 6 months,46,72.9
2019,Manitoba,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,46,83.9
2019,Manitoba,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,46,65.0
2019,Manitoba,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,46,52.2
2019,Manitoba,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,46,47.6
2019,Manitoba,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,46,36.1
2019,Manitoba,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,46,33.8
2019,Manitoba,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,46,91.8
2019,Manitoba,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,46,56.8
2019,Manitoba,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,46,48.7
2019,Manitoba,Persons not in an economic family,Persons who are asset resilient for at least 1 month,46,81.1
2019,Manitoba,Persons not in an economic family,Persons who are asset resilient for at least 3 months,46,74.1
2019,Manitoba,Persons not in an economic family,Persons who are asset resilient for at least 6 months,46,68.4
