Year,Geography,Type of work,National Occupational Classification (NOC),Age,GeoCode,Value
2021,Nova Scotia,Full-time employees,"Business, finance and administration occupations",25 to 54 years,12,0.89
2021,Nova Scotia,Full-time employees,"Business, finance and administration occupations",55 years and over,12,0.7
2021,Nova Scotia,Full-time employees,Natural and applied sciences and related occupations,15 years and over,12,0.91
2021,Nova Scotia,Full-time employees,Natural and applied sciences and related occupations,15 to 24 years,12,0.95
2021,Nova Scotia,Full-time employees,Natural and applied sciences and related occupations,25 to 54 years,12,0.95
2021,Nova Scotia,Full-time employees,Natural and applied sciences and related occupations,55 years and over,12,0.9
2021,Nova Scotia,Full-time employees,Health occupations,15 years and over,12,0.93
2021,Nova Scotia,Full-time employees,Health occupations,15 to 24 years,12,
2021,Nova Scotia,Full-time employees,Health occupations,25 to 54 years,12,1.02
2021,Nova Scotia,Full-time employees,Health occupations,55 years and over,12,0.83
2021,Nova Scotia,Full-time employees,"Occupations in education, law and social, community and government services",15 years and over,12,0.77
2021,Nova Scotia,Full-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,12,
2021,Nova Scotia,Full-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,12,0.77
2021,Nova Scotia,Full-time employees,"Occupations in education, law and social, community and government services",55 years and over,12,0.83
2021,Nova Scotia,Full-time employees,"Occupations in art, culture, recreation and sport",15 years and over,12,0.86
2021,Nova Scotia,Full-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,12,
2021,Nova Scotia,Full-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,12,0.86
2021,Nova Scotia,Full-time employees,"Occupations in art, culture, recreation and sport",55 years and over,12,
2021,Nova Scotia,Full-time employees,Sales and service occupations,15 years and over,12,0.93
2021,Nova Scotia,Full-time employees,Sales and service occupations,15 to 24 years,12,1.04
2021,Nova Scotia,Full-time employees,Sales and service occupations,25 to 54 years,12,0.96
2021,Nova Scotia,Full-time employees,Sales and service occupations,55 years and over,12,0.82
2021,Nova Scotia,Full-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,12,1.04
2021,Nova Scotia,Full-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,12,
2021,Nova Scotia,Full-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,12,1.11
2021,Nova Scotia,Full-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,12,0.99
2021,Nova Scotia,Full-time employees,"Natural resources, agriculture and related production occupations",15 years and over,12,0.82
2021,Nova Scotia,Full-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,12,
2021,Nova Scotia,Full-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,12,0.74
2021,Nova Scotia,Full-time employees,"Natural resources, agriculture and related production occupations",55 years and over,12,
2021,Nova Scotia,Full-time employees,Occupations in manufacturing and utilities,15 years and over,12,0.75
2021,Nova Scotia,Full-time employees,Occupations in manufacturing and utilities,15 to 24 years,12,
2021,Nova Scotia,Full-time employees,Occupations in manufacturing and utilities,25 to 54 years,12,0.77
2021,Nova Scotia,Full-time employees,Occupations in manufacturing and utilities,55 years and over,12,0.85
2021,Nova Scotia,Part-time employees,"Total employees, all occupations",15 years and over,12,1.01
2021,Nova Scotia,Part-time employees,"Total employees, all occupations",15 to 24 years,12,1.0
2021,Nova Scotia,Part-time employees,"Total employees, all occupations",25 to 54 years,12,1.06
2021,Nova Scotia,Part-time employees,"Total employees, all occupations",55 years and over,12,0.98
2021,Nova Scotia,Part-time employees,Management occupations,15 years and over,12,
2021,Nova Scotia,Part-time employees,Management occupations,15 to 24 years,12,
2021,Nova Scotia,Part-time employees,Management occupations,25 to 54 years,12,
2021,Nova Scotia,Part-time employees,Management occupations,55 years and over,12,
2021,Nova Scotia,Part-time employees,"Business, finance and administration occupations",15 years and over,12,0.89
2021,Nova Scotia,Part-time employees,"Business, finance and administration occupations",15 to 24 years,12,
2021,Nova Scotia,Part-time employees,"Business, finance and administration occupations",25 to 54 years,12,1.0
2021,Nova Scotia,Part-time employees,"Business, finance and administration occupations",55 years and over,12,0.68
2021,Nova Scotia,Part-time employees,Natural and applied sciences and related occupations,15 years and over,12,
2021,Nova Scotia,Part-time employees,Natural and applied sciences and related occupations,15 to 24 years,12,
2021,Nova Scotia,Part-time employees,Natural and applied sciences and related occupations,25 to 54 years,12,
2021,Nova Scotia,Part-time employees,Natural and applied sciences and related occupations,55 years and over,12,
2021,Nova Scotia,Part-time employees,Health occupations,15 years and over,12,1.01
2021,Nova Scotia,Part-time employees,Health occupations,15 to 24 years,12,
2021,Nova Scotia,Part-time employees,Health occupations,25 to 54 years,12,
2021,Nova Scotia,Part-time employees,Health occupations,55 years and over,12,
2021,Nova Scotia,Part-time employees,"Occupations in education, law and social, community and government services",15 years and over,12,0.96
2021,Nova Scotia,Part-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,12,0.89
2021,Nova Scotia,Part-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,12,0.88
2021,Nova Scotia,Part-time employees,"Occupations in education, law and social, community and government services",55 years and over,12,0.92
2021,Nova Scotia,Part-time employees,"Occupations in art, culture, recreation and sport",15 years and over,12,1.0
2021,Nova Scotia,Part-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,12,
2021,Nova Scotia,Part-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,12,
2021,Nova Scotia,Part-time employees,"Occupations in art, culture, recreation and sport",55 years and over,12,
2021,Nova Scotia,Part-time employees,Sales and service occupations,15 years and over,12,1.0
2021,Nova Scotia,Part-time employees,Sales and service occupations,15 to 24 years,12,1.0
2021,Nova Scotia,Part-time employees,Sales and service occupations,25 to 54 years,12,1.03
2021,Nova Scotia,Part-time employees,Sales and service occupations,55 years and over,12,0.91
2021,Nova Scotia,Part-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,12,1.01
2021,Nova Scotia,Part-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,12,
2021,Nova Scotia,Part-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,12,0.91
2021,Nova Scotia,Part-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,12,1.08
2021,Nova Scotia,Part-time employees,"Natural resources, agriculture and related production occupations",15 years and over,12,1.03
2021,Nova Scotia,Part-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,12,
2021,Nova Scotia,Part-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,12,
2021,Nova Scotia,Part-time employees,"Natural resources, agriculture and related production occupations",55 years and over,12,
2021,Nova Scotia,Part-time employees,Occupations in manufacturing and utilities,15 years and over,12,
2021,Nova Scotia,Part-time employees,Occupations in manufacturing and utilities,15 to 24 years,12,
2021,Nova Scotia,Part-time employees,Occupations in manufacturing and utilities,25 to 54 years,12,
2021,Nova Scotia,Part-time employees,Occupations in manufacturing and utilities,55 years and over,12,
2021,New Brunswick,Both full- and part-time employees,"Total employees, all occupations",15 years and over,13,0.93
2021,New Brunswick,Both full- and part-time employees,"Total employees, all occupations",15 to 24 years,13,0.93
2021,New Brunswick,Both full- and part-time employees,"Total employees, all occupations",25 to 54 years,13,0.92
2021,New Brunswick,Both full- and part-time employees,"Total employees, all occupations",55 years and over,13,0.85
2021,New Brunswick,Both full- and part-time employees,Management occupations,15 years and over,13,0.92
2021,New Brunswick,Both full- and part-time employees,Management occupations,15 to 24 years,13,
2021,New Brunswick,Both full- and part-time employees,Management occupations,25 to 54 years,13,0.92
2021,New Brunswick,Both full- and part-time employees,Management occupations,55 years and over,13,0.98
2021,New Brunswick,Both full- and part-time employees,"Business, finance and administration occupations",15 years and over,13,0.84
2021,New Brunswick,Both full- and part-time employees,"Business, finance and administration occupations",15 to 24 years,13,0.89
2021,New Brunswick,Both full- and part-time employees,"Business, finance and administration occupations",25 to 54 years,13,0.82
2021,New Brunswick,Both full- and part-time employees,"Business, finance and administration occupations",55 years and over,13,0.92
2021,New Brunswick,Both full- and part-time employees,Natural and applied sciences and related occupations,15 years and over,13,0.85
2021,New Brunswick,Both full- and part-time employees,Natural and applied sciences and related occupations,15 to 24 years,13,
2021,New Brunswick,Both full- and part-time employees,Natural and applied sciences and related occupations,25 to 54 years,13,0.89
2021,New Brunswick,Both full- and part-time employees,Natural and applied sciences and related occupations,55 years and over,13,
2021,New Brunswick,Both full- and part-time employees,Health occupations,15 years and over,13,1.0
2021,New Brunswick,Both full- and part-time employees,Health occupations,15 to 24 years,13,
2021,New Brunswick,Both full- and part-time employees,Health occupations,25 to 54 years,13,1.1
2021,New Brunswick,Both full- and part-time employees,Health occupations,55 years and over,13,1.02
2021,New Brunswick,Both full- and part-time employees,"Occupations in education, law and social, community and government services",15 years and over,13,0.83
2021,New Brunswick,Both full- and part-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,13,0.91
2021,New Brunswick,Both full- and part-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,13,0.82
2021,New Brunswick,Both full- and part-time employees,"Occupations in education, law and social, community and government services",55 years and over,13,0.84
2021,New Brunswick,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",15 years and over,13,0.86
2021,New Brunswick,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,13,
2021,New Brunswick,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,13,0.88
2021,New Brunswick,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",55 years and over,13,
2021,New Brunswick,Both full- and part-time employees,Sales and service occupations,15 years and over,13,0.93
2021,New Brunswick,Both full- and part-time employees,Sales and service occupations,15 to 24 years,13,0.98
2021,New Brunswick,Both full- and part-time employees,Sales and service occupations,25 to 54 years,13,0.87
2021,New Brunswick,Both full- and part-time employees,Sales and service occupations,55 years and over,13,0.83
2021,New Brunswick,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,13,1.0
2021,New Brunswick,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,13,
2021,New Brunswick,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,13,1.08
2021,New Brunswick,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,13,0.89
2021,New Brunswick,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",15 years and over,13,0.9
2021,New Brunswick,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,13,
2021,New Brunswick,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,13,0.95
2021,New Brunswick,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",55 years and over,13,
2021,New Brunswick,Both full- and part-time employees,Occupations in manufacturing and utilities,15 years and over,13,0.76
2021,New Brunswick,Both full- and part-time employees,Occupations in manufacturing and utilities,15 to 24 years,13,
2021,New Brunswick,Both full- and part-time employees,Occupations in manufacturing and utilities,25 to 54 years,13,0.73
2021,New Brunswick,Both full- and part-time employees,Occupations in manufacturing and utilities,55 years and over,13,0.73
2021,New Brunswick,Full-time employees,"Total employees, all occupations",15 years and over,13,0.94
2021,New Brunswick,Full-time employees,"Total employees, all occupations",15 to 24 years,13,0.96
2021,New Brunswick,Full-time employees,"Total employees, all occupations",25 to 54 years,13,0.96
2021,New Brunswick,Full-time employees,"Total employees, all occupations",55 years and over,13,0.85
2021,New Brunswick,Full-time employees,Management occupations,15 years and over,13,0.92
2021,New Brunswick,Full-time employees,Management occupations,15 to 24 years,13,
2021,New Brunswick,Full-time employees,Management occupations,25 to 54 years,13,0.92
2021,New Brunswick,Full-time employees,Management occupations,55 years and over,13,0.98
2021,New Brunswick,Full-time employees,"Business, finance and administration occupations",15 years and over,13,0.85
2021,New Brunswick,Full-time employees,"Business, finance and administration occupations",15 to 24 years,13,0.88
2021,New Brunswick,Full-time employees,"Business, finance and administration occupations",25 to 54 years,13,0.83
2021,New Brunswick,Full-time employees,"Business, finance and administration occupations",55 years and over,13,0.94
2021,New Brunswick,Full-time employees,Natural and applied sciences and related occupations,15 years and over,13,0.89
2021,New Brunswick,Full-time employees,Natural and applied sciences and related occupations,15 to 24 years,13,
2021,New Brunswick,Full-time employees,Natural and applied sciences and related occupations,25 to 54 years,13,0.89
2021,New Brunswick,Full-time employees,Natural and applied sciences and related occupations,55 years and over,13,
2021,New Brunswick,Full-time employees,Health occupations,15 years and over,13,0.99
2021,New Brunswick,Full-time employees,Health occupations,15 to 24 years,13,
2021,New Brunswick,Full-time employees,Health occupations,25 to 54 years,13,1.03
2021,New Brunswick,Full-time employees,Health occupations,55 years and over,13,1.0
2021,New Brunswick,Full-time employees,"Occupations in education, law and social, community and government services",15 years and over,13,0.83
2021,New Brunswick,Full-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,13,0.83
2021,New Brunswick,Full-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,13,0.84
2021,New Brunswick,Full-time employees,"Occupations in education, law and social, community and government services",55 years and over,13,0.83
2021,New Brunswick,Full-time employees,"Occupations in art, culture, recreation and sport",15 years and over,13,1.06
2021,New Brunswick,Full-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,13,
2021,New Brunswick,Full-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,13,0.93
2021,New Brunswick,Full-time employees,"Occupations in art, culture, recreation and sport",55 years and over,13,
2021,New Brunswick,Full-time employees,Sales and service occupations,15 years and over,13,0.9
2021,New Brunswick,Full-time employees,Sales and service occupations,15 to 24 years,13,1.0
2021,New Brunswick,Full-time employees,Sales and service occupations,25 to 54 years,13,0.93
2021,New Brunswick,Full-time employees,Sales and service occupations,55 years and over,13,0.87
2021,New Brunswick,Full-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,13,1.02
2021,New Brunswick,Full-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,13,
2021,New Brunswick,Full-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,13,1.11
2021,New Brunswick,Full-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,13,0.85
2021,New Brunswick,Full-time employees,"Natural resources, agriculture and related production occupations",15 years and over,13,0.91
2021,New Brunswick,Full-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,13,
2021,New Brunswick,Full-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,13,0.96
2021,New Brunswick,Full-time employees,"Natural resources, agriculture and related production occupations",55 years and over,13,
2021,New Brunswick,Full-time employees,Occupations in manufacturing and utilities,15 years and over,13,0.78
2021,New Brunswick,Full-time employees,Occupations in manufacturing and utilities,15 to 24 years,13,
2021,New Brunswick,Full-time employees,Occupations in manufacturing and utilities,25 to 54 years,13,0.73
2021,New Brunswick,Full-time employees,Occupations in manufacturing and utilities,55 years and over,13,0.72
2021,New Brunswick,Part-time employees,"Total employees, all occupations",15 years and over,13,1.12
2021,New Brunswick,Part-time employees,"Total employees, all occupations",15 to 24 years,13,1.0
2021,New Brunswick,Part-time employees,"Total employees, all occupations",25 to 54 years,13,0.99
2021,New Brunswick,Part-time employees,"Total employees, all occupations",55 years and over,13,0.93
2021,New Brunswick,Part-time employees,Management occupations,15 years and over,13,
2021,New Brunswick,Part-time employees,Management occupations,15 to 24 years,13,
2021,New Brunswick,Part-time employees,Management occupations,25 to 54 years,13,
2021,New Brunswick,Part-time employees,Management occupations,55 years and over,13,
2021,New Brunswick,Part-time employees,"Business, finance and administration occupations",15 years and over,13,0.81
2021,New Brunswick,Part-time employees,"Business, finance and administration occupations",15 to 24 years,13,
2021,New Brunswick,Part-time employees,"Business, finance and administration occupations",25 to 54 years,13,
2021,New Brunswick,Part-time employees,"Business, finance and administration occupations",55 years and over,13,0.89
2021,New Brunswick,Part-time employees,Natural and applied sciences and related occupations,15 years and over,13,
2021,New Brunswick,Part-time employees,Natural and applied sciences and related occupations,15 to 24 years,13,
2021,New Brunswick,Part-time employees,Natural and applied sciences and related occupations,25 to 54 years,13,
2021,New Brunswick,Part-time employees,Natural and applied sciences and related occupations,55 years and over,13,
2021,New Brunswick,Part-time employees,Health occupations,15 years and over,13,
2021,New Brunswick,Part-time employees,Health occupations,15 to 24 years,13,
2021,New Brunswick,Part-time employees,Health occupations,25 to 54 years,13,
2021,New Brunswick,Part-time employees,Health occupations,55 years and over,13,
2021,New Brunswick,Part-time employees,"Occupations in education, law and social, community and government services",15 years and over,13,1.18
2021,New Brunswick,Part-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,13,
2021,New Brunswick,Part-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,13,
2021,New Brunswick,Part-time employees,"Occupations in education, law and social, community and government services",55 years and over,13,
2021,New Brunswick,Part-time employees,"Occupations in art, culture, recreation and sport",15 years and over,13,
2021,New Brunswick,Part-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,13,
2021,New Brunswick,Part-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,13,
2021,New Brunswick,Part-time employees,"Occupations in art, culture, recreation and sport",55 years and over,13,
2021,New Brunswick,Part-time employees,Sales and service occupations,15 years and over,13,1.02
2021,New Brunswick,Part-time employees,Sales and service occupations,15 to 24 years,13,1.0
2021,New Brunswick,Part-time employees,Sales and service occupations,25 to 54 years,13,0.96
2021,New Brunswick,Part-time employees,Sales and service occupations,55 years and over,13,0.96
2021,New Brunswick,Part-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,13,1.01
2021,New Brunswick,Part-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,13,
2021,New Brunswick,Part-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,13,
2021,New Brunswick,Part-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,13,
2021,New Brunswick,Part-time employees,"Natural resources, agriculture and related production occupations",15 years and over,13,
2021,New Brunswick,Part-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,13,
2021,New Brunswick,Part-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,13,
2021,New Brunswick,Part-time employees,"Natural resources, agriculture and related production occupations",55 years and over,13,
2021,New Brunswick,Part-time employees,Occupations in manufacturing and utilities,15 years and over,13,
2021,New Brunswick,Part-time employees,Occupations in manufacturing and utilities,15 to 24 years,13,
2021,New Brunswick,Part-time employees,Occupations in manufacturing and utilities,25 to 54 years,13,
2021,New Brunswick,Part-time employees,Occupations in manufacturing and utilities,55 years and over,13,
2021,Quebec,Both full- and part-time employees,"Total employees, all occupations",15 years and over,24,0.89
2021,Quebec,Both full- and part-time employees,"Total employees, all occupations",15 to 24 years,24,0.9
2021,Quebec,Both full- and part-time employees,"Total employees, all occupations",25 to 54 years,24,0.9
2021,Quebec,Both full- and part-time employees,"Total employees, all occupations",55 years and over,24,0.84
2021,Quebec,Both full- and part-time employees,Management occupations,15 years and over,24,0.94
2021,Quebec,Both full- and part-time employees,Management occupations,15 to 24 years,24,
2021,Quebec,Both full- and part-time employees,Management occupations,25 to 54 years,24,0.94
2021,Quebec,Both full- and part-time employees,Management occupations,55 years and over,24,0.97
2021,Quebec,Both full- and part-time employees,"Business, finance and administration occupations",15 years and over,24,0.87
2021,Quebec,Both full- and part-time employees,"Business, finance and administration occupations",15 to 24 years,24,1.1
2021,Quebec,Both full- and part-time employees,"Business, finance and administration occupations",25 to 54 years,24,0.87
2021,Quebec,Both full- and part-time employees,"Business, finance and administration occupations",55 years and over,24,0.84
2021,Quebec,Both full- and part-time employees,Natural and applied sciences and related occupations,15 years and over,24,0.85
2021,Quebec,Both full- and part-time employees,Natural and applied sciences and related occupations,15 to 24 years,24,0.93
2021,Quebec,Both full- and part-time employees,Natural and applied sciences and related occupations,25 to 54 years,24,0.88
2021,Quebec,Both full- and part-time employees,Natural and applied sciences and related occupations,55 years and over,24,0.77
2021,Quebec,Both full- and part-time employees,Health occupations,15 years and over,24,1.0
2021,Quebec,Both full- and part-time employees,Health occupations,15 to 24 years,24,1.03
2021,Quebec,Both full- and part-time employees,Health occupations,25 to 54 years,24,1.0
2021,Quebec,Both full- and part-time employees,Health occupations,55 years and over,24,0.92
2021,Quebec,Both full- and part-time employees,"Occupations in education, law and social, community and government services",15 years and over,24,0.76
2021,Quebec,Both full- and part-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,24,0.93
2021,Quebec,Both full- and part-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,24,0.79
2021,Quebec,Both full- and part-time employees,"Occupations in education, law and social, community and government services",55 years and over,24,0.59
2021,Quebec,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",15 years and over,24,0.83
2021,Quebec,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,24,0.96
2021,Quebec,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,24,0.86
2021,Quebec,Both full- and part-time employees,"Occupations in art, culture, recreation and sport",55 years and over,24,1.19
2021,Quebec,Both full- and part-time employees,Sales and service occupations,15 years and over,24,0.89
2021,Quebec,Both full- and part-time employees,Sales and service occupations,15 to 24 years,24,0.99
2021,Quebec,Both full- and part-time employees,Sales and service occupations,25 to 54 years,24,0.92
2021,Quebec,Both full- and part-time employees,Sales and service occupations,55 years and over,24,0.86
2021,Quebec,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,24,0.87
2021,Quebec,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,24,0.91
2021,Quebec,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,24,0.82
2021,Quebec,Both full- and part-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,24,0.84
2021,Quebec,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",15 years and over,24,0.71
2021,Quebec,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,24,0.82
2021,Quebec,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,24,0.7
2021,Quebec,Both full- and part-time employees,"Natural resources, agriculture and related production occupations",55 years and over,24,0.67
2021,Quebec,Both full- and part-time employees,Occupations in manufacturing and utilities,15 years and over,24,0.77
2021,Quebec,Both full- and part-time employees,Occupations in manufacturing and utilities,15 to 24 years,24,0.88
2021,Quebec,Both full- and part-time employees,Occupations in manufacturing and utilities,25 to 54 years,24,0.75
2021,Quebec,Both full- and part-time employees,Occupations in manufacturing and utilities,55 years and over,24,0.79
2021,Quebec,Full-time employees,"Total employees, all occupations",15 years and over,24,0.9
2021,Quebec,Full-time employees,"Total employees, all occupations",15 to 24 years,24,0.95
2021,Quebec,Full-time employees,"Total employees, all occupations",25 to 54 years,24,0.92
2021,Quebec,Full-time employees,"Total employees, all occupations",55 years and over,24,0.83
2021,Quebec,Full-time employees,Management occupations,15 years and over,24,0.95
2021,Quebec,Full-time employees,Management occupations,15 to 24 years,24,
2021,Quebec,Full-time employees,Management occupations,25 to 54 years,24,0.95
2021,Quebec,Full-time employees,Management occupations,55 years and over,24,1.0
2021,Quebec,Full-time employees,"Business, finance and administration occupations",15 years and over,24,0.88
2021,Quebec,Full-time employees,"Business, finance and administration occupations",15 to 24 years,24,1.05
2021,Quebec,Full-time employees,"Business, finance and administration occupations",25 to 54 years,24,0.88
2021,Quebec,Full-time employees,"Business, finance and administration occupations",55 years and over,24,0.86
2021,Quebec,Full-time employees,Natural and applied sciences and related occupations,15 years and over,24,0.86
2021,Quebec,Full-time employees,Natural and applied sciences and related occupations,15 to 24 years,24,0.93
2021,Quebec,Full-time employees,Natural and applied sciences and related occupations,25 to 54 years,24,0.87
2021,Quebec,Full-time employees,Natural and applied sciences and related occupations,55 years and over,24,0.77
2021,Quebec,Full-time employees,Health occupations,15 years and over,24,1.0
2021,Quebec,Full-time employees,Health occupations,15 to 24 years,24,1.08
2021,Quebec,Full-time employees,Health occupations,25 to 54 years,24,1.0
2021,Quebec,Full-time employees,Health occupations,55 years and over,24,0.93
2021,Quebec,Full-time employees,"Occupations in education, law and social, community and government services",15 years and over,24,0.81
2021,Quebec,Full-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,24,0.92
2021,Quebec,Full-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,24,0.83
2021,Quebec,Full-time employees,"Occupations in education, law and social, community and government services",55 years and over,24,0.73
2021,Quebec,Full-time employees,"Occupations in art, culture, recreation and sport",15 years and over,24,0.81
2021,Quebec,Full-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,24,0.82
2021,Quebec,Full-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,24,0.84
2021,Quebec,Full-time employees,"Occupations in art, culture, recreation and sport",55 years and over,24,1.29
2021,Quebec,Full-time employees,Sales and service occupations,15 years and over,24,0.93
2021,Quebec,Full-time employees,Sales and service occupations,15 to 24 years,24,0.96
2021,Quebec,Full-time employees,Sales and service occupations,25 to 54 years,24,0.95
2021,Quebec,Full-time employees,Sales and service occupations,55 years and over,24,0.88
2021,Quebec,Full-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,24,0.87
2021,Quebec,Full-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,24,1.0
2021,Quebec,Full-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,24,0.8
2021,Quebec,Full-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,24,0.89
2021,Quebec,Full-time employees,"Natural resources, agriculture and related production occupations",15 years and over,24,0.72
2021,Quebec,Full-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,24,0.83
2021,Quebec,Full-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,24,0.71
2021,Quebec,Full-time employees,"Natural resources, agriculture and related production occupations",55 years and over,24,0.65
2021,Quebec,Full-time employees,Occupations in manufacturing and utilities,15 years and over,24,0.78
2021,Quebec,Full-time employees,Occupations in manufacturing and utilities,15 to 24 years,24,0.92
2021,Quebec,Full-time employees,Occupations in manufacturing and utilities,25 to 54 years,24,0.74
2021,Quebec,Full-time employees,Occupations in manufacturing and utilities,55 years and over,24,0.78
2021,Quebec,Part-time employees,"Total employees, all occupations",15 years and over,24,1.09
2021,Quebec,Part-time employees,"Total employees, all occupations",15 to 24 years,24,0.97
2021,Quebec,Part-time employees,"Total employees, all occupations",25 to 54 years,24,1.15
2021,Quebec,Part-time employees,"Total employees, all occupations",55 years and over,24,1.0
2021,Quebec,Part-time employees,Management occupations,15 years and over,24,0.71
2021,Quebec,Part-time employees,Management occupations,15 to 24 years,24,
2021,Quebec,Part-time employees,Management occupations,25 to 54 years,24,
2021,Quebec,Part-time employees,Management occupations,55 years and over,24,
2021,Quebec,Part-time employees,"Business, finance and administration occupations",15 years and over,24,1.18
2021,Quebec,Part-time employees,"Business, finance and administration occupations",15 to 24 years,24,1.06
2021,Quebec,Part-time employees,"Business, finance and administration occupations",25 to 54 years,24,1.22
2021,Quebec,Part-time employees,"Business, finance and administration occupations",55 years and over,24,1.05
2021,Quebec,Part-time employees,Natural and applied sciences and related occupations,15 years and over,24,0.92
2021,Quebec,Part-time employees,Natural and applied sciences and related occupations,15 to 24 years,24,
2021,Quebec,Part-time employees,Natural and applied sciences and related occupations,25 to 54 years,24,0.75
2021,Quebec,Part-time employees,Natural and applied sciences and related occupations,55 years and over,24,
2021,Quebec,Part-time employees,Health occupations,15 years and over,24,1.14
2021,Quebec,Part-time employees,Health occupations,15 to 24 years,24,0.92
2021,Quebec,Part-time employees,Health occupations,25 to 54 years,24,0.87
2021,Quebec,Part-time employees,Health occupations,55 years and over,24,
2021,Quebec,Part-time employees,"Occupations in education, law and social, community and government services",15 years and over,24,0.87
2021,Quebec,Part-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,24,0.98
2021,Quebec,Part-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,24,0.76
2021,Quebec,Part-time employees,"Occupations in education, law and social, community and government services",55 years and over,24,0.67
2021,Quebec,Part-time employees,"Occupations in art, culture, recreation and sport",15 years and over,24,1.0
