Year,Géographie,Niveau de scolarité,Genre,Groupe d'âge,Caractéristiques de la population,GeoCode,Value
2022,Nunavut,Études tertiaires,Hommes+,35 à 44 ans,Population totale,62,29.0
2022,Nunavut,Études tertiaires,Femmes+,35 à 44 ans,Population totale,62,46.0
2022,Nunavut,Études tertiaires,Total - Genre,45 à 54 ans,Population totale,62,35.0
2022,Nunavut,Études tertiaires,Hommes+,45 à 54 ans,Population totale,62,32.0
2022,Nunavut,Études tertiaires,Femmes+,45 à 54 ans,Population totale,62,39.0
2022,Nunavut,Études tertiaires,Total - Genre,55 à 64 ans,Population totale,62,31.0
2022,Nunavut,Études tertiaires,Hommes+,55 à 64 ans,Population totale,62,23.0
2022,Nunavut,Études tertiaires,Femmes+,55 à 64 ans,Population totale,62,39.0
2022,Nunavut,Enseignement tertiaire de cycle court,Total - Genre,"Total, 25 à 64 ans",Population totale,62,17.0
2022,Nunavut,Enseignement tertiaire de cycle court,Hommes+,"Total, 25 à 64 ans",Population totale,62,12.0
2022,Nunavut,Enseignement tertiaire de cycle court,Femmes+,"Total, 25 à 64 ans",Population totale,62,22.0
2022,Nunavut,Enseignement tertiaire de cycle court,Total - Genre,25 à 34 ans,Population totale,62,10.0
2022,Nunavut,Enseignement tertiaire de cycle court,Hommes+,25 à 34 ans,Population totale,62,
2022,Nunavut,Enseignement tertiaire de cycle court,Femmes+,25 à 34 ans,Population totale,62,13.0
2022,Nunavut,Enseignement tertiaire de cycle court,Total - Genre,30 à 34 ans,Population totale,62,13.0
2022,Nunavut,Enseignement tertiaire de cycle court,Hommes+,30 à 34 ans,Population totale,62,
2022,Nunavut,Enseignement tertiaire de cycle court,Femmes+,30 à 34 ans,Population totale,62,18.0
2022,Nunavut,Enseignement tertiaire de cycle court,Total - Genre,35 à 44 ans,Population totale,62,22.0
2022,Nunavut,Enseignement tertiaire de cycle court,Hommes+,35 à 44 ans,Population totale,62,16.0
2022,Nunavut,Enseignement tertiaire de cycle court,Femmes+,35 à 44 ans,Population totale,62,28.0
2022,Nunavut,Enseignement tertiaire de cycle court,Total - Genre,45 à 54 ans,Population totale,62,19.0
2022,Nunavut,Enseignement tertiaire de cycle court,Hommes+,45 à 54 ans,Population totale,62,14.0
2022,Nunavut,Enseignement tertiaire de cycle court,Femmes+,45 à 54 ans,Population totale,62,24.0
2022,Nunavut,Enseignement tertiaire de cycle court,Total - Genre,55 à 64 ans,Population totale,62,18.0
2022,Nunavut,Enseignement tertiaire de cycle court,Hommes+,55 à 64 ans,Population totale,62,
2022,Nunavut,Enseignement tertiaire de cycle court,Femmes+,55 à 64 ans,Population totale,62,25.0
2022,Nunavut,Baccalauréat,Total - Genre,"Total, 25 à 64 ans",Population totale,62,10.0
2022,Nunavut,Baccalauréat,Hommes+,"Total, 25 à 64 ans",Population totale,62,10.0
2022,Nunavut,Baccalauréat,Femmes+,"Total, 25 à 64 ans",Population totale,62,10.0
2022,Nunavut,Baccalauréat,Total - Genre,25 à 34 ans,Population totale,62,13.0
2022,Nunavut,Baccalauréat,Hommes+,25 à 34 ans,Population totale,62,13.0
2022,Nunavut,Baccalauréat,Femmes+,25 à 34 ans,Population totale,62,13.0
2022,Nunavut,Baccalauréat,Total - Genre,30 à 34 ans,Population totale,62,15.0
2022,Nunavut,Baccalauréat,Hommes+,30 à 34 ans,Population totale,62,16.0
2022,Nunavut,Baccalauréat,Femmes+,30 à 34 ans,Population totale,62,15.0
2022,Nunavut,Baccalauréat,Total - Genre,35 à 44 ans,Population totale,62,6.0
2022,Nunavut,Baccalauréat,Hommes+,35 à 44 ans,Population totale,62,
2022,Nunavut,Baccalauréat,Femmes+,35 à 44 ans,Population totale,62,8.0
2022,Nunavut,Baccalauréat,Total - Genre,45 à 54 ans,Population totale,62,11.0
2022,Nunavut,Baccalauréat,Hommes+,45 à 54 ans,Population totale,62,13.0
2022,Nunavut,Baccalauréat,Femmes+,45 à 54 ans,Population totale,62,
2022,Nunavut,Baccalauréat,Total - Genre,55 à 64 ans,Population totale,62,7.0
2022,Nunavut,Baccalauréat,Hommes+,55 à 64 ans,Population totale,62,
2022,Nunavut,Baccalauréat,Femmes+,55 à 64 ans,Population totale,62,
2022,Nunavut,Maîtrise ou doctorat,Total - Genre,"Total, 25 à 64 ans",Population totale,62,8.0
2022,Nunavut,Maîtrise ou doctorat,Hommes+,"Total, 25 à 64 ans",Population totale,62,6.0
2022,Nunavut,Maîtrise ou doctorat,Femmes+,"Total, 25 à 64 ans",Population totale,62,9.0
2022,Nunavut,Maîtrise ou doctorat,Total - Genre,25 à 34 ans,Population totale,62,8.0
2022,Nunavut,Maîtrise ou doctorat,Hommes+,25 à 34 ans,Population totale,62,
2022,Nunavut,Maîtrise ou doctorat,Femmes+,25 à 34 ans,Population totale,62,10.0
2022,Nunavut,Maîtrise ou doctorat,Total - Genre,30 à 34 ans,Population totale,62,10.0
2022,Nunavut,Maîtrise ou doctorat,Hommes+,30 à 34 ans,Population totale,62,
2022,Nunavut,Maîtrise ou doctorat,Femmes+,30 à 34 ans,Population totale,62,12.0
2022,Nunavut,Maîtrise ou doctorat,Total - Genre,35 à 44 ans,Population totale,62,9.0
2022,Nunavut,Maîtrise ou doctorat,Hommes+,35 à 44 ans,Population totale,62,9.0
2022,Nunavut,Maîtrise ou doctorat,Femmes+,35 à 44 ans,Population totale,62,10.0
2022,Nunavut,Maîtrise ou doctorat,Total - Genre,45 à 54 ans,Population totale,62,6.0
2022,Nunavut,Maîtrise ou doctorat,Hommes+,45 à 54 ans,Population totale,62,
2022,Nunavut,Maîtrise ou doctorat,Femmes+,45 à 54 ans,Population totale,62,
2022,Nunavut,Maîtrise ou doctorat,Total - Genre,55 à 64 ans,Population totale,62,
2022,Nunavut,Maîtrise ou doctorat,Hommes+,55 à 64 ans,Population totale,62,
2022,Nunavut,Maîtrise ou doctorat,Femmes+,55 à 64 ans,Population totale,62,
2023,Canada,Études tertiaires,Hommes+,"Total, 25 à 64 ans",Population totale,,56.0
2023,Canada,Études tertiaires,Femmes+,"Total, 25 à 64 ans",Population totale,,70.0
2023,Canada,Études tertiaires,Total - Genre,25 à 34 ans,Population totale,,67.0
2023,Canada,Études tertiaires,Hommes+,25 à 34 ans,Population totale,,58.0
2023,Canada,Études tertiaires,Femmes+,25 à 34 ans,Population totale,,76.0
2023,Canada,Études tertiaires,Total - Genre,30 à 34 ans,Population totale,,68.0
2023,Canada,Études tertiaires,Hommes+,30 à 34 ans,Population totale,,59.0
2023,Canada,Études tertiaires,Femmes+,30 à 34 ans,Population totale,,77.0
2023,Canada,Études tertiaires,Total - Genre,35 à 44 ans,Population totale,,68.0
2023,Canada,Études tertiaires,Hommes+,35 à 44 ans,Population totale,,60.0
2023,Canada,Études tertiaires,Femmes+,35 à 44 ans,Population totale,,76.0
2023,Canada,Études tertiaires,Total - Genre,45 à 54 ans,Population totale,,64.0
2023,Canada,Études tertiaires,Hommes+,45 à 54 ans,Population totale,,58.0
2023,Canada,Études tertiaires,Femmes+,45 à 54 ans,Population totale,,70.0
2023,Canada,Études tertiaires,Total - Genre,55 à 64 ans,Population totale,,54.0
2023,Canada,Études tertiaires,Hommes+,55 à 64 ans,Population totale,,49.0
2023,Canada,Études tertiaires,Femmes+,55 à 64 ans,Population totale,,58.0
2023,Canada,Enseignement tertiaire de cycle court,Total - Genre,"Total, 25 à 64 ans",Population totale,,26.0
2023,Canada,Enseignement tertiaire de cycle court,Hommes+,"Total, 25 à 64 ans",Population totale,,23.0
2023,Canada,Enseignement tertiaire de cycle court,Femmes+,"Total, 25 à 64 ans",Population totale,,30.0
2023,Canada,Enseignement tertiaire de cycle court,Total - Genre,25 à 34 ans,Population totale,,25.0
2023,Canada,Enseignement tertiaire de cycle court,Hommes+,25 à 34 ans,Population totale,,22.0
2023,Canada,Enseignement tertiaire de cycle court,Femmes+,25 à 34 ans,Population totale,,28.0
2023,Canada,Enseignement tertiaire de cycle court,Total - Genre,30 à 34 ans,Population totale,,25.0
2023,Canada,Enseignement tertiaire de cycle court,Hommes+,30 à 34 ans,Population totale,,21.0
2023,Canada,Enseignement tertiaire de cycle court,Femmes+,30 à 34 ans,Population totale,,28.0
2023,Canada,Enseignement tertiaire de cycle court,Total - Genre,35 à 44 ans,Population totale,,26.0
2023,Canada,Enseignement tertiaire de cycle court,Hommes+,35 à 44 ans,Population totale,,23.0
2023,Canada,Enseignement tertiaire de cycle court,Femmes+,35 à 44 ans,Population totale,,29.0
2023,Canada,Enseignement tertiaire de cycle court,Total - Genre,45 à 54 ans,Population totale,,28.0
2023,Canada,Enseignement tertiaire de cycle court,Hommes+,45 à 54 ans,Population totale,,25.0
2023,Canada,Enseignement tertiaire de cycle court,Femmes+,45 à 54 ans,Population totale,,32.0
2023,Canada,Enseignement tertiaire de cycle court,Total - Genre,55 à 64 ans,Population totale,,27.0
2023,Canada,Enseignement tertiaire de cycle court,Hommes+,55 à 64 ans,Population totale,,22.0
2023,Canada,Enseignement tertiaire de cycle court,Femmes+,55 à 64 ans,Population totale,,32.0
2023,Canada,Baccalauréat,Total - Genre,"Total, 25 à 64 ans",Population totale,,25.0
2023,Canada,Baccalauréat,Hommes+,"Total, 25 à 64 ans",Population totale,,22.0
2023,Canada,Baccalauréat,Femmes+,"Total, 25 à 64 ans",Population totale,,27.0
2023,Canada,Baccalauréat,Total - Genre,25 à 34 ans,Population totale,,29.0
2023,Canada,Baccalauréat,Hommes+,25 à 34 ans,Population totale,,26.0
2023,Canada,Baccalauréat,Femmes+,25 à 34 ans,Population totale,,33.0
2023,Canada,Baccalauréat,Total - Genre,30 à 34 ans,Population totale,,28.0
2023,Canada,Baccalauréat,Hommes+,30 à 34 ans,Population totale,,25.0
2023,Canada,Baccalauréat,Femmes+,30 à 34 ans,Population totale,,32.0
2023,Canada,Baccalauréat,Total - Genre,35 à 44 ans,Population totale,,27.0
2023,Canada,Baccalauréat,Hommes+,35 à 44 ans,Population totale,,24.0
2023,Canada,Baccalauréat,Femmes+,35 à 44 ans,Population totale,,30.0
2023,Canada,Baccalauréat,Total - Genre,45 à 54 ans,Population totale,,24.0
2023,Canada,Baccalauréat,Hommes+,45 à 54 ans,Population totale,,21.0
2023,Canada,Baccalauréat,Femmes+,45 à 54 ans,Population totale,,26.0
2023,Canada,Baccalauréat,Total - Genre,55 à 64 ans,Population totale,,18.0
2023,Canada,Baccalauréat,Hommes+,55 à 64 ans,Population totale,,17.0
2023,Canada,Baccalauréat,Femmes+,55 à 64 ans,Population totale,,18.0
2023,Canada,Maîtrise ou doctorat,Total - Genre,"Total, 25 à 64 ans",Population totale,,12.0
2023,Canada,Maîtrise ou doctorat,Hommes+,"Total, 25 à 64 ans",Population totale,,11.0
2023,Canada,Maîtrise ou doctorat,Femmes+,"Total, 25 à 64 ans",Population totale,,13.0
2023,Canada,Maîtrise ou doctorat,Total - Genre,25 à 34 ans,Population totale,,13.0
2023,Canada,Maîtrise ou doctorat,Hommes+,25 à 34 ans,Population totale,,11.0
2023,Canada,Maîtrise ou doctorat,Femmes+,25 à 34 ans,Population totale,,16.0
2023,Canada,Maîtrise ou doctorat,Total - Genre,30 à 34 ans,Population totale,,15.0
2023,Canada,Maîtrise ou doctorat,Hommes+,30 à 34 ans,Population totale,,13.0
2023,Canada,Maîtrise ou doctorat,Femmes+,30 à 34 ans,Population totale,,17.0
2023,Canada,Maîtrise ou doctorat,Total - Genre,35 à 44 ans,Population totale,,15.0
2023,Canada,Maîtrise ou doctorat,Hommes+,35 à 44 ans,Population totale,,13.0
2023,Canada,Maîtrise ou doctorat,Femmes+,35 à 44 ans,Population totale,,17.0
2023,Canada,Maîtrise ou doctorat,Total - Genre,45 à 54 ans,Population totale,,12.0
2023,Canada,Maîtrise ou doctorat,Hommes+,45 à 54 ans,Population totale,,12.0
2023,Canada,Maîtrise ou doctorat,Femmes+,45 à 54 ans,Population totale,,13.0
2023,Canada,Maîtrise ou doctorat,Total - Genre,55 à 64 ans,Population totale,,9.0
2023,Canada,Maîtrise ou doctorat,Hommes+,55 à 64 ans,Population totale,,10.0
2023,Canada,Maîtrise ou doctorat,Femmes+,55 à 64 ans,Population totale,,8.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Total - Genre,"Total, 25 à 64 ans",Population totale,10,57.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Hommes+,"Total, 25 à 64 ans",Population totale,10,47.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Femmes+,"Total, 25 à 64 ans",Population totale,10,66.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Total - Genre,25 à 34 ans,Population totale,10,61.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Hommes+,25 à 34 ans,Population totale,10,52.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Femmes+,25 à 34 ans,Population totale,10,71.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Total - Genre,30 à 34 ans,Population totale,10,64.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Hommes+,30 à 34 ans,Population totale,10,54.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Femmes+,30 à 34 ans,Population totale,10,74.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Total - Genre,35 à 44 ans,Population totale,10,65.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Hommes+,35 à 44 ans,Population totale,10,54.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Femmes+,35 à 44 ans,Population totale,10,75.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Total - Genre,45 à 54 ans,Population totale,10,58.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Hommes+,45 à 54 ans,Population totale,10,48.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Femmes+,45 à 54 ans,Population totale,10,67.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Total - Genre,55 à 64 ans,Population totale,10,47.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Hommes+,55 à 64 ans,Population totale,10,39.0
2023,Terre-Neuve-et-Labrador,Études tertiaires,Femmes+,55 à 64 ans,Population totale,10,54.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Total - Genre,"Total, 25 à 64 ans",Population totale,10,32.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Hommes+,"Total, 25 à 64 ans",Population totale,10,26.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Femmes+,"Total, 25 à 64 ans",Population totale,10,37.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Total - Genre,25 à 34 ans,Population totale,10,29.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Hommes+,25 à 34 ans,Population totale,10,25.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Femmes+,25 à 34 ans,Population totale,10,33.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Total - Genre,30 à 34 ans,Population totale,10,31.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Hommes+,30 à 34 ans,Population totale,10,26.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Femmes+,30 à 34 ans,Population totale,10,35.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Total - Genre,35 à 44 ans,Population totale,10,34.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Hommes+,35 à 44 ans,Population totale,10,30.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Femmes+,35 à 44 ans,Population totale,10,37.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Total - Genre,45 à 54 ans,Population totale,10,34.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Hommes+,45 à 54 ans,Population totale,10,26.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Femmes+,45 à 54 ans,Population totale,10,41.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Total - Genre,55 à 64 ans,Population totale,10,31.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Hommes+,55 à 64 ans,Population totale,10,25.0
2023,Terre-Neuve-et-Labrador,Enseignement tertiaire de cycle court,Femmes+,55 à 64 ans,Population totale,10,37.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Total - Genre,"Total, 25 à 64 ans",Population totale,10,15.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Hommes+,"Total, 25 à 64 ans",Population totale,10,13.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Femmes+,"Total, 25 à 64 ans",Population totale,10,17.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Total - Genre,25 à 34 ans,Population totale,10,23.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Hommes+,25 à 34 ans,Population totale,10,18.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Femmes+,25 à 34 ans,Population totale,10,28.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Total - Genre,30 à 34 ans,Population totale,10,21.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Hommes+,30 à 34 ans,Population totale,10,16.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Femmes+,30 à 34 ans,Population totale,10,26.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Total - Genre,35 à 44 ans,Population totale,10,19.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Hommes+,35 à 44 ans,Population totale,10,15.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Femmes+,35 à 44 ans,Population totale,10,23.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Total - Genre,45 à 54 ans,Population totale,10,13.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Hommes+,45 à 54 ans,Population totale,10,12.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Femmes+,45 à 54 ans,Population totale,10,15.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Total - Genre,55 à 64 ans,Population totale,10,8.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Hommes+,55 à 64 ans,Population totale,10,8.0
2023,Terre-Neuve-et-Labrador,Baccalauréat,Femmes+,55 à 64 ans,Population totale,10,9.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Total - Genre,"Total, 25 à 64 ans",Population totale,10,10.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Hommes+,"Total, 25 à 64 ans",Population totale,10,8.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Femmes+,"Total, 25 à 64 ans",Population totale,10,11.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Total - Genre,25 à 34 ans,Population totale,10,10.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Hommes+,25 à 34 ans,Population totale,10,9.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Femmes+,25 à 34 ans,Population totale,10,10.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Total - Genre,30 à 34 ans,Population totale,10,13.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Hommes+,30 à 34 ans,Population totale,10,12.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Femmes+,30 à 34 ans,Population totale,10,14.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Total - Genre,35 à 44 ans,Population totale,10,12.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Hommes+,35 à 44 ans,Population totale,10,8.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Femmes+,35 à 44 ans,Population totale,10,16.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Total - Genre,45 à 54 ans,Population totale,10,11.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Hommes+,45 à 54 ans,Population totale,10,10.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Femmes+,45 à 54 ans,Population totale,10,11.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Total - Genre,55 à 64 ans,Population totale,10,7.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Hommes+,55 à 64 ans,Population totale,10,6.0
2023,Terre-Neuve-et-Labrador,Maîtrise ou doctorat,Femmes+,55 à 64 ans,Population totale,10,8.0
2023,Île-du-Prince-Édouard,Études tertiaires,Total - Genre,"Total, 25 à 64 ans",Population totale,11,64.0
2023,Île-du-Prince-Édouard,Études tertiaires,Hommes+,"Total, 25 à 64 ans",Population totale,11,55.0
2023,Île-du-Prince-Édouard,Études tertiaires,Femmes+,"Total, 25 à 64 ans",Population totale,11,73.0
2023,Île-du-Prince-Édouard,Études tertiaires,Total - Genre,25 à 34 ans,Population totale,11,68.0
2023,Île-du-Prince-Édouard,Études tertiaires,Hommes+,25 à 34 ans,Population totale,11,58.0
2023,Île-du-Prince-Édouard,Études tertiaires,Femmes+,25 à 34 ans,Population totale,11,79.0
2023,Île-du-Prince-Édouard,Études tertiaires,Total - Genre,30 à 34 ans,Population totale,11,68.0
2023,Île-du-Prince-Édouard,Études tertiaires,Hommes+,30 à 34 ans,Population totale,11,57.0
2023,Île-du-Prince-Édouard,Études tertiaires,Femmes+,30 à 34 ans,Population totale,11,79.0
2023,Île-du-Prince-Édouard,Études tertiaires,Total - Genre,35 à 44 ans,Population totale,11,69.0
2023,Île-du-Prince-Édouard,Études tertiaires,Hommes+,35 à 44 ans,Population totale,11,60.0
2023,Île-du-Prince-Édouard,Études tertiaires,Femmes+,35 à 44 ans,Population totale,11,77.0
2023,Île-du-Prince-Édouard,Études tertiaires,Total - Genre,45 à 54 ans,Population totale,11,66.0
2023,Île-du-Prince-Édouard,Études tertiaires,Hommes+,45 à 54 ans,Population totale,11,56.0
2023,Île-du-Prince-Édouard,Études tertiaires,Femmes+,45 à 54 ans,Population totale,11,75.0
2023,Île-du-Prince-Édouard,Études tertiaires,Total - Genre,55 à 64 ans,Population totale,11,56.0
2023,Île-du-Prince-Édouard,Études tertiaires,Hommes+,55 à 64 ans,Population totale,11,47.0
2023,Île-du-Prince-Édouard,Études tertiaires,Femmes+,55 à 64 ans,Population totale,11,64.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Total - Genre,"Total, 25 à 64 ans",Population totale,11,32.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Hommes+,"Total, 25 à 64 ans",Population totale,11,27.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Femmes+,"Total, 25 à 64 ans",Population totale,11,36.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Total - Genre,25 à 34 ans,Population totale,11,31.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Hommes+,25 à 34 ans,Population totale,11,29.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Femmes+,25 à 34 ans,Population totale,11,34.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Total - Genre,30 à 34 ans,Population totale,11,29.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Hommes+,30 à 34 ans,Population totale,11,26.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Femmes+,30 à 34 ans,Population totale,11,33.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Total - Genre,35 à 44 ans,Population totale,11,31.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Hommes+,35 à 44 ans,Population totale,11,29.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Femmes+,35 à 44 ans,Population totale,11,33.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Total - Genre,45 à 54 ans,Population totale,11,32.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Hommes+,45 à 54 ans,Population totale,11,27.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Femmes+,45 à 54 ans,Population totale,11,36.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Total - Genre,55 à 64 ans,Population totale,11,33.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Hommes+,55 à 64 ans,Population totale,11,24.0
2023,Île-du-Prince-Édouard,Enseignement tertiaire de cycle court,Femmes+,55 à 64 ans,Population totale,11,41.0
2023,Île-du-Prince-Édouard,Baccalauréat,Total - Genre,"Total, 25 à 64 ans",Population totale,11,23.0
2023,Île-du-Prince-Édouard,Baccalauréat,Hommes+,"Total, 25 à 64 ans",Population totale,11,20.0
2023,Île-du-Prince-Édouard,Baccalauréat,Femmes+,"Total, 25 à 64 ans",Population totale,11,26.0
2023,Île-du-Prince-Édouard,Baccalauréat,Total - Genre,25 à 34 ans,Population totale,11,28.0
2023,Île-du-Prince-Édouard,Baccalauréat,Hommes+,25 à 34 ans,Population totale,11,22.0
2023,Île-du-Prince-Édouard,Baccalauréat,Femmes+,25 à 34 ans,Population totale,11,35.0
2023,Île-du-Prince-Édouard,Baccalauréat,Total - Genre,30 à 34 ans,Population totale,11,32.0
2023,Île-du-Prince-Édouard,Baccalauréat,Hommes+,30 à 34 ans,Population totale,11,26.0
2023,Île-du-Prince-Édouard,Baccalauréat,Femmes+,30 à 34 ans,Population totale,11,37.0
2023,Île-du-Prince-Édouard,Baccalauréat,Total - Genre,35 à 44 ans,Population totale,11,26.0
2023,Île-du-Prince-Édouard,Baccalauréat,Hommes+,35 à 44 ans,Population totale,11,23.0
2023,Île-du-Prince-Édouard,Baccalauréat,Femmes+,35 à 44 ans,Population totale,11,30.0
2023,Île-du-Prince-Édouard,Baccalauréat,Total - Genre,45 à 54 ans,Population totale,11,23.0
2023,Île-du-Prince-Édouard,Baccalauréat,Hommes+,45 à 54 ans,Population totale,11,20.0
2023,Île-du-Prince-Édouard,Baccalauréat,Femmes+,45 à 54 ans,Population totale,11,26.0
2023,Île-du-Prince-Édouard,Baccalauréat,Total - Genre,55 à 64 ans,Population totale,11,14.0
2023,Île-du-Prince-Édouard,Baccalauréat,Hommes+,55 à 64 ans,Population totale,11,14.0
2023,Île-du-Prince-Édouard,Baccalauréat,Femmes+,55 à 64 ans,Population totale,11,15.0
2023,Île-du-Prince-Édouard,Maîtrise ou doctorat,Total - Genre,"Total, 25 à 64 ans",Population totale,11,10.0
2023,Île-du-Prince-Édouard,Maîtrise ou doctorat,Hommes+,"Total, 25 à 64 ans",Population totale,11,8.0
2023,Île-du-Prince-Édouard,Maîtrise ou doctorat,Femmes+,"Total, 25 à 64 ans",Population totale,11,11.0
2023,Île-du-Prince-Édouard,Maîtrise ou doctorat,Total - Genre,25 à 34 ans,Population totale,11,8.0
2023,Île-du-Prince-Édouard,Maîtrise ou doctorat,Hommes+,25 à 34 ans,Population totale,11,7.0
2023,Île-du-Prince-Édouard,Maîtrise ou doctorat,Femmes+,25 à 34 ans,Population totale,11,10.0
2023,Île-du-Prince-Édouard,Maîtrise ou doctorat,Total - Genre,30 à 34 ans,Population totale,11,7.0
2023,Île-du-Prince-Édouard,Maîtrise ou doctorat,Hommes+,30 à 34 ans,Population totale,11,5.0
2023,Île-du-Prince-Édouard,Maîtrise ou doctorat,Femmes+,30 à 34 ans,Population totale,11,10.0
2023,Île-du-Prince-Édouard,Maîtrise ou doctorat,Total - Genre,35 à 44 ans,Population totale,11,11.0
2023,Île-du-Prince-Édouard,Maîtrise ou doctorat,Hommes+,35 à 44 ans,Population totale,11,8.0
2023,Île-du-Prince-Édouard,Maîtrise ou doctorat,Femmes+,35 à 44 ans,Population totale,11,15.0
2023,Île-du-Prince-Édouard,Maîtrise ou doctorat,Total - Genre,45 à 54 ans,Population totale,11,11.0
