Year,Age at time of death,Sex,Leading causes of death,Value
2019,55 to 64 years,Females,Cerebrovascular diseases,13.6
2019,55 to 64 years,Females,Influenza and pneumonia,7.2
2019,55 to 64 years,Females,Chronic lower respiratory diseases,18.8
2019,55 to 64 years,Females,Chronic liver disease and cirrhosis,12.6
2019,55 to 64 years,Females,Accidents (unintentional injuries),17.1
2019,55 to 64 years,Females,Intentional self-harm (suicide),8.0
2019,65 to 74 years,Both sexes,Malignant neoplasms,576.5
2019,65 to 74 years,Both sexes,Diabetes mellitus,41.2
2019,65 to 74 years,Both sexes,Alzheimer's disease,9.1
2019,65 to 74 years,Both sexes,Diseases of heart,233.6
2019,65 to 74 years,Both sexes,Cerebrovascular diseases,51.2
2019,65 to 74 years,Both sexes,Influenza and pneumonia,21.5
2019,65 to 74 years,Both sexes,Chronic lower respiratory diseases,74.8
2019,65 to 74 years,Both sexes,Chronic liver disease and cirrhosis,28.6
2019,65 to 74 years,Both sexes,Accidents (unintentional injuries),38.4
2019,65 to 74 years,Both sexes,Intentional self-harm (suicide),11.5
2019,65 to 74 years,Males,Malignant neoplasms,672.6
2019,65 to 74 years,Males,Diabetes mellitus,53.3
2019,65 to 74 years,Males,Alzheimer's disease,8.1
2019,65 to 74 years,Males,Diseases of heart,327.0
2019,65 to 74 years,Males,Cerebrovascular diseases,59.8
2019,65 to 74 years,Males,Influenza and pneumonia,25.8
2019,65 to 74 years,Males,Chronic lower respiratory diseases,83.2
2019,65 to 74 years,Males,Chronic liver disease and cirrhosis,39.7
2019,65 to 74 years,Males,Accidents (unintentional injuries),50.2
2019,65 to 74 years,Males,Intentional self-harm (suicide),18.7
2019,65 to 74 years,Females,Malignant neoplasms,487.1
2019,65 to 74 years,Females,Diabetes mellitus,29.9
2019,65 to 74 years,Females,Alzheimer's disease,10.0
2019,65 to 74 years,Females,Diseases of heart,146.6
2019,65 to 74 years,Females,Cerebrovascular diseases,43.1
2019,65 to 74 years,Females,Influenza and pneumonia,17.5
2019,65 to 74 years,Females,Chronic lower respiratory diseases,67.1
2019,65 to 74 years,Females,Chronic liver disease and cirrhosis,18.2
2019,65 to 74 years,Females,Accidents (unintentional injuries),27.3
2019,65 to 74 years,Females,Intentional self-harm (suicide),4.8
2019,75 to 84 years,Both sexes,Malignant neoplasms,1177.8
2019,75 to 84 years,Both sexes,Diabetes mellitus,97.0
2019,75 to 84 years,Both sexes,Alzheimer's disease,80.8
2019,75 to 84 years,Both sexes,Diseases of heart,668.8
2019,75 to 84 years,Both sexes,Cerebrovascular diseases,186.6
2019,75 to 84 years,Both sexes,Influenza and pneumonia,77.8
2019,75 to 84 years,Both sexes,Chronic lower respiratory diseases,220.8
2019,75 to 84 years,Both sexes,Chronic liver disease and cirrhosis,32.8
2019,75 to 84 years,Both sexes,Accidents (unintentional injuries),116.1
2019,75 to 84 years,Both sexes,Intentional self-harm (suicide),10.3
2019,75 to 84 years,Males,Malignant neoplasms,1422.9
2019,75 to 84 years,Males,Diabetes mellitus,122.2
2019,75 to 84 years,Males,Alzheimer's disease,70.6
2019,75 to 84 years,Males,Diseases of heart,860.5
2019,75 to 84 years,Males,Cerebrovascular diseases,207.5
2019,75 to 84 years,Males,Influenza and pneumonia,92.0
2019,75 to 84 years,Males,Chronic lower respiratory diseases,239.6
2019,75 to 84 years,Males,Chronic liver disease and cirrhosis,45.2
2019,75 to 84 years,Males,Accidents (unintentional injuries),139.7
2019,75 to 84 years,Males,Intentional self-harm (suicide),17.9
2019,75 to 84 years,Females,Malignant neoplasms,972.0
2019,75 to 84 years,Females,Diabetes mellitus,75.8
2019,75 to 84 years,Females,Alzheimer's disease,89.3
2019,75 to 84 years,Females,Diseases of heart,507.7
2019,75 to 84 years,Females,Cerebrovascular diseases,169.0
2019,75 to 84 years,Females,Influenza and pneumonia,65.8
2019,75 to 84 years,Females,Chronic lower respiratory diseases,205.1
2019,75 to 84 years,Females,Chronic liver disease and cirrhosis,22.4
2019,75 to 84 years,Females,Accidents (unintentional injuries),96.4
2019,75 to 84 years,Females,Intentional self-harm (suicide),4.0
2019,85 and over,Both sexes,Malignant neoplasms,2059.9
2019,85 and over,Both sexes,Diabetes mellitus,255.5
2019,85 and over,Both sexes,Alzheimer's disease,498.4
2019,85 and over,Both sexes,Diseases of heart,2868.6
2019,85 and over,Both sexes,Cerebrovascular diseases,809.1
2019,85 and over,Both sexes,Influenza and pneumonia,457.0
2019,85 and over,Both sexes,Chronic lower respiratory diseases,532.1
2019,85 and over,Both sexes,Chronic liver disease and cirrhosis,28.1
2019,85 and over,Both sexes,Accidents (unintentional injuries),583.2
2019,85 and over,Both sexes,Intentional self-harm (suicide),11.6
2019,85 and over,Males,Malignant neoplasms,2814.1
2019,85 and over,Males,Diabetes mellitus,312.0
2019,85 and over,Males,Alzheimer's disease,389.9
2019,85 and over,Males,Diseases of heart,3183.7
2019,85 and over,Males,Cerebrovascular diseases,749.0
2019,85 and over,Males,Influenza and pneumonia,507.9
2019,85 and over,Males,Chronic lower respiratory diseases,667.5
2019,85 and over,Males,Chronic liver disease and cirrhosis,38.6
2019,85 and over,Males,Accidents (unintentional injuries),622.7
2019,85 and over,Males,Intentional self-harm (suicide),27.5
2019,85 and over,Females,Malignant neoplasms,1627.4
2019,85 and over,Females,Diabetes mellitus,223.0
2019,85 and over,Females,Alzheimer's disease,560.6
2019,85 and over,Females,Diseases of heart,2687.9
2019,85 and over,Females,Cerebrovascular diseases,843.5
2019,85 and over,Females,Influenza and pneumonia,427.8
2019,85 and over,Females,Chronic lower respiratory diseases,454.5
2019,85 and over,Females,Chronic liver disease and cirrhosis,22.1
2019,85 and over,Females,Accidents (unintentional injuries),560.5
2019,85 and over,Females,Intentional self-harm (suicide),2.4
2020,All ages,Both sexes,Malignant neoplasms,213.8
2020,All ages,Both sexes,Diabetes mellitus,20.1
2020,All ages,Both sexes,Alzheimer's disease,15.2
2020,All ages,Both sexes,Diseases of heart,143.2
2020,All ages,Both sexes,Cerebrovascular diseases,36.2
2020,All ages,Both sexes,Influenza and pneumonia,15.9
2020,All ages,Both sexes,Chronic lower respiratory diseases,31.2
2020,All ages,Both sexes,Chronic liver disease and cirrhosis,11.0
2020,All ages,Both sexes,Accidents (unintentional injuries),44.2
2020,All ages,Both sexes,Intentional self-harm (suicide),10.9
2020,All ages,Males,Malignant neoplasms,227.7
2020,All ages,Males,Diabetes mellitus,22.8
2020,All ages,Males,Alzheimer's disease,10.3
2020,All ages,Males,Diseases of heart,158.0
2020,All ages,Males,Cerebrovascular diseases,32.2
2020,All ages,Males,Influenza and pneumonia,15.9
2020,All ages,Males,Chronic lower respiratory diseases,31.8
2020,All ages,Males,Chronic liver disease and cirrhosis,14.3
2020,All ages,Males,Accidents (unintentional injuries),53.8
2020,All ages,Males,Intentional self-harm (suicide),16.5
2020,All ages,Females,Malignant neoplasms,200.0
2020,All ages,Females,Diabetes mellitus,17.5
2020,All ages,Females,Alzheimer's disease,20.1
2020,All ages,Females,Diseases of heart,128.6
2020,All ages,Females,Cerebrovascular diseases,40.1
2020,All ages,Females,Influenza and pneumonia,15.9
2020,All ages,Females,Chronic lower respiratory diseases,30.6
2020,All ages,Females,Chronic liver disease and cirrhosis,7.8
2020,All ages,Females,Accidents (unintentional injuries),34.8
2020,All ages,Females,Intentional self-harm (suicide),5.4
2020,1 to 14 years,Both sexes,Malignant neoplasms,2.0
2020,1 to 14 years,Both sexes,Diabetes mellitus,0.3
2020,1 to 14 years,Both sexes,Alzheimer's disease,0.0
2020,1 to 14 years,Both sexes,Diseases of heart,0.2
2020,1 to 14 years,Both sexes,Cerebrovascular diseases,0.2
2020,1 to 14 years,Both sexes,Influenza and pneumonia,0.3
2020,1 to 14 years,Both sexes,Chronic lower respiratory diseases,0.1
2020,1 to 14 years,Both sexes,Chronic liver disease and cirrhosis,0.0
2020,1 to 14 years,Both sexes,Accidents (unintentional injuries),2.6
2020,1 to 14 years,Both sexes,Intentional self-harm (suicide),1.0
2020,1 to 14 years,Males,Malignant neoplasms,2.0
2020,1 to 14 years,Males,Diabetes mellitus,0.1
2020,1 to 14 years,Males,Alzheimer's disease,0.0
2020,1 to 14 years,Males,Diseases of heart,0.2
2020,1 to 14 years,Males,Cerebrovascular diseases,0.2
2020,1 to 14 years,Males,Influenza and pneumonia,0.2
2020,1 to 14 years,Males,Chronic lower respiratory diseases,0.2
2020,1 to 14 years,Males,Chronic liver disease and cirrhosis,0.0
2020,1 to 14 years,Males,Accidents (unintentional injuries),3.4
2020,1 to 14 years,Males,Intentional self-harm (suicide),1.0
2020,1 to 14 years,Females,Malignant neoplasms,2.0
2020,1 to 14 years,Females,Diabetes mellitus,0.5
2020,1 to 14 years,Females,Alzheimer's disease,0.0
2020,1 to 14 years,Females,Diseases of heart,0.3
2020,1 to 14 years,Females,Cerebrovascular diseases,0.2
2020,1 to 14 years,Females,Influenza and pneumonia,0.4
2020,1 to 14 years,Females,Chronic lower respiratory diseases,0.1
2020,1 to 14 years,Females,Chronic liver disease and cirrhosis,0.0
2020,1 to 14 years,Females,Accidents (unintentional injuries),1.8
2020,1 to 14 years,Females,Intentional self-harm (suicide),2.1
2020,15 to 24,Both sexes,Malignant neoplasms,2.9
2020,15 to 24,Both sexes,Diabetes mellitus,0.3
2020,15 to 24,Both sexes,Alzheimer's disease,0.0
2020,15 to 24,Both sexes,Diseases of heart,1.0
2020,15 to 24,Both sexes,Cerebrovascular diseases,0.3
2020,15 to 24,Both sexes,Influenza and pneumonia,0.3
2020,15 to 24,Both sexes,Chronic lower respiratory diseases,0.2
2020,15 to 24,Both sexes,Chronic liver disease and cirrhosis,0.2
2020,15 to 24,Both sexes,Accidents (unintentional injuries),18.1
2020,15 to 24,Both sexes,Intentional self-harm (suicide),10.8
2020,15 to 24,Males,Malignant neoplasms,3.4
2020,15 to 24,Males,Diabetes mellitus,0.4
2020,15 to 24,Males,Alzheimer's disease,0.0
2020,15 to 24,Males,Diseases of heart,1.3
2020,15 to 24,Males,Cerebrovascular diseases,0.2
2020,15 to 24,Males,Influenza and pneumonia,0.4
2020,15 to 24,Males,Chronic lower respiratory diseases,0.3
2020,15 to 24,Males,Chronic liver disease and cirrhosis,0.1
2020,15 to 24,Males,Accidents (unintentional injuries),24.9
2020,15 to 24,Males,Intentional self-harm (suicide),14.2
2020,15 to 24,Females,Malignant neoplasms,2.3
2020,15 to 24,Females,Diabetes mellitus,0.3
2020,15 to 24,Females,Alzheimer's disease,0.0
2020,15 to 24,Females,Diseases of heart,0.7
2020,15 to 24,Females,Cerebrovascular diseases,0.4
2020,15 to 24,Females,Influenza and pneumonia,0.2
2020,15 to 24,Females,Chronic lower respiratory diseases,0.3
2020,15 to 24,Females,Chronic liver disease and cirrhosis,0.3
2020,15 to 24,Females,Accidents (unintentional injuries),10.8
2020,15 to 24,Females,Intentional self-harm (suicide),7.1
2020,25 to 34 years,Both sexes,Malignant neoplasms,6.1
2020,25 to 34 years,Both sexes,Diabetes mellitus,1.3
2020,25 to 34 years,Both sexes,Alzheimer's disease,0.0
2020,25 to 34 years,Both sexes,Diseases of heart,3.3
2020,25 to 34 years,Both sexes,Cerebrovascular diseases,0.7
2020,25 to 34 years,Both sexes,Influenza and pneumonia,0.7
2020,25 to 34 years,Both sexes,Chronic lower respiratory diseases,0.2
2020,25 to 34 years,Both sexes,Chronic liver disease and cirrhosis,1.6
2020,25 to 34 years,Both sexes,Accidents (unintentional injuries),33.7
2020,25 to 34 years,Both sexes,Intentional self-harm (suicide),13.9
2020,25 to 34 years,Males,Malignant neoplasms,5.8
2020,25 to 34 years,Males,Diabetes mellitus,1.3
2020,25 to 34 years,Males,Alzheimer's disease,0.0
2020,25 to 34 years,Males,Diseases of heart,3.9
2020,25 to 34 years,Males,Cerebrovascular diseases,0.8
2020,25 to 34 years,Males,Influenza and pneumonia,0.9
2020,25 to 34 years,Males,Chronic lower respiratory diseases,0.3
2020,25 to 34 years,Males,Chronic liver disease and cirrhosis,2.1
2020,25 to 34 years,Males,Accidents (unintentional injuries),49.4
2020,25 to 34 years,Males,Intentional self-harm (suicide),20.2
2020,25 to 34 years,Females,Malignant neoplasms,6.4
2020,25 to 34 years,Females,Diabetes mellitus,1.4
2020,25 to 34 years,Females,Alzheimer's disease,0.0
2020,25 to 34 years,Females,Diseases of heart,2.5
2020,25 to 34 years,Females,Cerebrovascular diseases,0.7
2020,25 to 34 years,Females,Influenza and pneumonia,0.4
2020,25 to 34 years,Females,Chronic lower respiratory diseases,0.2
2020,25 to 34 years,Females,Chronic liver disease and cirrhosis,1.0
2020,25 to 34 years,Females,Accidents (unintentional injuries),17.2
2020,25 to 34 years,Females,Intentional self-harm (suicide),7.3
2020,35 to 44 years,Both sexes,Malignant neoplasms,22.1
2020,35 to 44 years,Both sexes,Diabetes mellitus,2.7
2020,35 to 44 years,Both sexes,Alzheimer's disease,0.1
2020,35 to 44 years,Both sexes,Diseases of heart,9.9
2020,35 to 44 years,Both sexes,Cerebrovascular diseases,1.9
2020,35 to 44 years,Both sexes,Influenza and pneumonia,1.3
2020,35 to 44 years,Both sexes,Chronic lower respiratory diseases,0.6
2020,35 to 44 years,Both sexes,Chronic liver disease and cirrhosis,5.5
2020,35 to 44 years,Both sexes,Accidents (unintentional injuries),35.0
2020,35 to 44 years,Both sexes,Intentional self-harm (suicide),13.7
2020,35 to 44 years,Males,Malignant neoplasms,18.9
2020,35 to 44 years,Males,Diabetes mellitus,3.7
2020,35 to 44 years,Males,Alzheimer's disease,0.1
2020,35 to 44 years,Males,Diseases of heart,14.8
2020,35 to 44 years,Males,Cerebrovascular diseases,1.5
2020,35 to 44 years,Males,Influenza and pneumonia,1.7
2020,35 to 44 years,Males,Chronic lower respiratory diseases,0.7
2020,35 to 44 years,Males,Chronic liver disease and cirrhosis,6.0
2020,35 to 44 years,Males,Accidents (unintentional injuries),52.9
2020,35 to 44 years,Males,Intentional self-harm (suicide),20.8
2020,35 to 44 years,Females,Malignant neoplasms,25.3
2020,35 to 44 years,Females,Diabetes mellitus,1.7
2020,35 to 44 years,Females,Alzheimer's disease,0.1
2020,35 to 44 years,Females,Diseases of heart,5.1
2020,35 to 44 years,Females,Cerebrovascular diseases,2.3
2020,35 to 44 years,Females,Influenza and pneumonia,1.0
2020,35 to 44 years,Females,Chronic lower respiratory diseases,0.5
2020,35 to 44 years,Females,Chronic liver disease and cirrhosis,4.9
2020,35 to 44 years,Females,Accidents (unintentional injuries),17.2
2020,35 to 44 years,Females,Intentional self-harm (suicide),6.6
2020,45 to 54 years,Both sexes,Malignant neoplasms,71.7
2020,45 to 54 years,Both sexes,Diabetes mellitus,6.8
2020,45 to 54 years,Both sexes,Alzheimer's disease,0.1
2020,45 to 54 years,Both sexes,Diseases of heart,36.2
2020,45 to 54 years,Both sexes,Cerebrovascular diseases,6.5
2020,45 to 54 years,Both sexes,Influenza and pneumonia,3.1
2020,45 to 54 years,Both sexes,Chronic lower respiratory diseases,2.9
2020,45 to 54 years,Both sexes,Chronic liver disease and cirrhosis,12.9
2020,45 to 54 years,Both sexes,Accidents (unintentional injuries),34.0
2020,45 to 54 years,Both sexes,Intentional self-harm (suicide),14.3
2020,45 to 54 years,Males,Malignant neoplasms,65.7
2020,45 to 54 years,Males,Diabetes mellitus,9.4
2020,45 to 54 years,Males,Alzheimer's disease,0.2
2020,45 to 54 years,Males,Diseases of heart,54.0
2020,45 to 54 years,Males,Cerebrovascular diseases,7.3
2020,45 to 54 years,Males,Influenza and pneumonia,4.0
2020,45 to 54 years,Males,Chronic lower respiratory diseases,3.4
2020,45 to 54 years,Males,Chronic liver disease and cirrhosis,17.2
2020,45 to 54 years,Males,Accidents (unintentional injuries),52.0
2020,45 to 54 years,Males,Intentional self-harm (suicide),21.2
2020,45 to 54 years,Females,Malignant neoplasms,77.6
2020,45 to 54 years,Females,Diabetes mellitus,4.3
2020,45 to 54 years,Females,Alzheimer's disease,0.1
2020,45 to 54 years,Females,Diseases of heart,18.5
2020,45 to 54 years,Females,Cerebrovascular diseases,5.7
2020,45 to 54 years,Females,Influenza and pneumonia,2.3
2020,45 to 54 years,Females,Chronic lower respiratory diseases,2.4
2020,45 to 54 years,Females,Chronic liver disease and cirrhosis,8.7
2020,45 to 54 years,Females,Accidents (unintentional injuries),16.4
2020,45 to 54 years,Females,Intentional self-harm (suicide),7.4
2020,55 to 64 years,Both sexes,Malignant neoplasms,239.4
2020,55 to 64 years,Both sexes,Diabetes mellitus,18.1
2020,55 to 64 years,Both sexes,Alzheimer's disease,1.1
2020,55 to 64 years,Both sexes,Diseases of heart,102.1
2020,55 to 64 years,Both sexes,Cerebrovascular diseases,17.1
2020,55 to 64 years,Both sexes,Influenza and pneumonia,6.7
2020,55 to 64 years,Both sexes,Chronic lower respiratory diseases,19.2
2020,55 to 64 years,Both sexes,Chronic liver disease and cirrhosis,21.7
2020,55 to 64 years,Both sexes,Accidents (unintentional injuries),33.8
2020,55 to 64 years,Both sexes,Intentional self-harm (suicide),14.7
2020,55 to 64 years,Males,Malignant neoplasms,249.4
2020,55 to 64 years,Males,Diabetes mellitus,24.0
2020,55 to 64 years,Males,Alzheimer's disease,0.9
2020,55 to 64 years,Males,Diseases of heart,154.5
2020,55 to 64 years,Males,Cerebrovascular diseases,20.2
2020,55 to 64 years,Males,Influenza and pneumonia,8.1
2020,55 to 64 years,Males,Chronic lower respiratory diseases,21.8
2020,55 to 64 years,Males,Chronic liver disease and cirrhosis,28.6
2020,55 to 64 years,Males,Accidents (unintentional injuries),51.5
2020,55 to 64 years,Males,Intentional self-harm (suicide),23.3
2020,55 to 64 years,Females,Malignant neoplasms,229.5
2020,55 to 64 years,Females,Diabetes mellitus,12.3
2020,55 to 64 years,Females,Alzheimer's disease,1.3
2020,55 to 64 years,Females,Diseases of heart,50.7
2020,55 to 64 years,Females,Cerebrovascular diseases,14.0
2020,55 to 64 years,Females,Influenza and pneumonia,5.3
2020,55 to 64 years,Females,Chronic lower respiratory diseases,16.5
2020,55 to 64 years,Females,Chronic liver disease and cirrhosis,14.9
2020,55 to 64 years,Females,Accidents (unintentional injuries),16.4
2020,55 to 64 years,Females,Intentional self-harm (suicide),6.2
2020,65 to 74 years,Both sexes,Malignant neoplasms,565.3
2020,65 to 74 years,Both sexes,Diabetes mellitus,41.4
2020,65 to 74 years,Both sexes,Alzheimer's disease,9.0
2020,65 to 74 years,Both sexes,Diseases of heart,235.4
2020,65 to 74 years,Both sexes,Cerebrovascular diseases,50.2
2020,65 to 74 years,Both sexes,Influenza and pneumonia,19.0
2020,65 to 74 years,Both sexes,Chronic lower respiratory diseases,69.5
2020,65 to 74 years,Both sexes,Chronic liver disease and cirrhosis,29.4
2020,65 to 74 years,Both sexes,Accidents (unintentional injuries),37.7
2020,65 to 74 years,Both sexes,Intentional self-harm (suicide),9.9
2020,65 to 74 years,Males,Malignant neoplasms,652.8
2020,65 to 74 years,Males,Diabetes mellitus,55.4
2020,65 to 74 years,Males,Alzheimer's disease,9.0
2020,65 to 74 years,Males,Diseases of heart,331.5
2020,65 to 74 years,Males,Cerebrovascular diseases,59.1
2020,65 to 74 years,Males,Influenza and pneumonia,23.8
2020,65 to 74 years,Males,Chronic lower respiratory diseases,78.0
2020,65 to 74 years,Males,Chronic liver disease and cirrhosis,42.1
2020,65 to 74 years,Males,Accidents (unintentional injuries),50.1
2020,65 to 74 years,Males,Intentional self-harm (suicide),16.0
2020,65 to 74 years,Females,Malignant neoplasms,484.0
2020,65 to 74 years,Females,Diabetes mellitus,28.4
2020,65 to 74 years,Females,Alzheimer's disease,9.1
2020,65 to 74 years,Females,Diseases of heart,146.2
2020,65 to 74 years,Females,Cerebrovascular diseases,42.0
2020,65 to 74 years,Females,Influenza and pneumonia,14.6
2020,65 to 74 years,Females,Chronic lower respiratory diseases,61.6
2020,65 to 74 years,Females,Chronic liver disease and cirrhosis,17.5
2020,65 to 74 years,Females,Accidents (unintentional injuries),26.2
2020,65 to 74 years,Females,Intentional self-harm (suicide),4.3
2020,75 to 84 years,Both sexes,Malignant neoplasms,1154.3
2020,75 to 84 years,Both sexes,Diabetes mellitus,106.9
2020,75 to 84 years,Both sexes,Alzheimer's disease,69.7
2020,75 to 84 years,Both sexes,Diseases of heart,649.3
2020,75 to 84 years,Both sexes,Cerebrovascular diseases,187.2
2020,75 to 84 years,Both sexes,Influenza and pneumonia,66.9
2020,75 to 84 years,Both sexes,Chronic lower respiratory diseases,191.7
2020,75 to 84 years,Both sexes,Chronic liver disease and cirrhosis,31.4
2020,75 to 84 years,Both sexes,Accidents (unintentional injuries),114.5
2020,75 to 84 years,Both sexes,Intentional self-harm (suicide),10.6
2020,75 to 84 years,Males,Malignant neoplasms,1383.2
2020,75 to 84 years,Males,Diabetes mellitus,133.2
2020,75 to 84 years,Males,Alzheimer's disease,62.8
2020,75 to 84 years,Males,Diseases of heart,839.2
2020,75 to 84 years,Males,Cerebrovascular diseases,204.4
2020,75 to 84 years,Males,Influenza and pneumonia,83.0
2020,75 to 84 years,Males,Chronic lower respiratory diseases,214.6
2020,75 to 84 years,Males,Chronic liver disease and cirrhosis,42.0
2020,75 to 84 years,Males,Accidents (unintentional injuries),138.0
2020,75 to 84 years,Males,Intentional self-harm (suicide),18.1
2020,75 to 84 years,Females,Malignant neoplasms,961.0
2020,75 to 84 years,Females,Diabetes mellitus,84.7
2020,75 to 84 years,Females,Alzheimer's disease,75.6
2020,75 to 84 years,Females,Diseases of heart,488.8
2020,75 to 84 years,Females,Cerebrovascular diseases,172.6
2020,75 to 84 years,Females,Influenza and pneumonia,53.4
2020,75 to 84 years,Females,Chronic lower respiratory diseases,172.3
2020,75 to 84 years,Females,Chronic liver disease and cirrhosis,22.5
2020,75 to 84 years,Females,Accidents (unintentional injuries),94.6
2020,75 to 84 years,Females,Intentional self-harm (suicide),4.3
2020,85 and over,Both sexes,Malignant neoplasms,2047.9
2020,85 and over,Both sexes,Diabetes mellitus,271.0
2020,85 and over,Both sexes,Alzheimer's disease,460.5
2020,85 and over,Both sexes,Diseases of heart,2800.8
2020,85 and over,Both sexes,Cerebrovascular diseases,768.9
2020,85 and over,Both sexes,Influenza and pneumonia,382.9
2020,85 and over,Both sexes,Chronic lower respiratory diseases,465.2
2020,85 and over,Both sexes,Chronic liver disease and cirrhosis,29.4
2020,85 and over,Both sexes,Accidents (unintentional injuries),582.6
2020,85 and over,Both sexes,Intentional self-harm (suicide),12.3
2020,85 and over,Males,Malignant neoplasms,2780.0
2020,85 and over,Males,Diabetes mellitus,322.8
2020,85 and over,Males,Alzheimer's disease,365.5
2020,85 and over,Males,Diseases of heart,3110.7
2020,85 and over,Males,Cerebrovascular diseases,722.4
2020,85 and over,Males,Influenza and pneumonia,438.0
2020,85 and over,Males,Chronic lower respiratory diseases,578.1
2020,85 and over,Males,Chronic liver disease and cirrhosis,40.2
2020,85 and over,Males,Accidents (unintentional injuries),612.0
2020,85 and over,Males,Intentional self-harm (suicide),26.6
2020,85 and over,Females,Malignant neoplasms,1620.2
2020,85 and over,Females,Diabetes mellitus,240.7
2020,85 and over,Females,Alzheimer's disease,515.9
2020,85 and over,Females,Diseases of heart,2619.8
2020,85 and over,Females,Cerebrovascular diseases,796.0
2020,85 and over,Females,Influenza and pneumonia,350.7
2020,85 and over,Females,Chronic lower respiratory diseases,399.3
2020,85 and over,Females,Chronic liver disease and cirrhosis,23.1
2020,85 and over,Females,Accidents (unintentional injuries),565.5
2020,85 and over,Females,Intentional self-harm (suicide),3.9
2021,All ages,Both sexes,Malignant neoplasms,216.7
2021,All ages,Both sexes,Diabetes mellitus,19.5
2021,All ages,Both sexes,Alzheimer's disease,14.3
2021,All ages,Both sexes,Diseases of heart,144.6
2021,All ages,Both sexes,Cerebrovascular diseases,35.3
2021,All ages,Both sexes,Influenza and pneumonia,10.8
2021,All ages,Both sexes,Chronic lower respiratory diseases,28.8
2021,All ages,Both sexes,Chronic liver disease and cirrhosis,12.1
2021,All ages,Both sexes,Accidents (unintentional injuries),50.4
2021,All ages,Both sexes,Intentional self-harm (suicide),9.9
2021,All ages,Males,Malignant neoplasms,231.0
2021,All ages,Males,Diabetes mellitus,21.5
2021,All ages,Males,Alzheimer's disease,9.5
2021,All ages,Males,Diseases of heart,159.8
2021,All ages,Males,Cerebrovascular diseases,31.8
2021,All ages,Males,Influenza and pneumonia,11.3
2021,All ages,Males,Chronic lower respiratory diseases,29.7
2021,All ages,Males,Chronic liver disease and cirrhosis,15.4
2021,All ages,Males,Accidents (unintentional injuries),61.6
2021,All ages,Males,Intentional self-harm (suicide),14.9
2021,All ages,Females,Malignant neoplasms,202.5
2021,All ages,Females,Diabetes mellitus,17.6
2021,All ages,Females,Alzheimer's disease,19.1
2021,All ages,Females,Diseases of heart,129.5
2021,All ages,Females,Cerebrovascular diseases,38.8
2021,All ages,Females,Influenza and pneumonia,10.3
2021,All ages,Females,Chronic lower respiratory diseases,28.0
2021,All ages,Females,Chronic liver disease and cirrhosis,8.8
2021,All ages,Females,Accidents (unintentional injuries),39.3
2021,All ages,Females,Intentional self-harm (suicide),4.9
2021,1 to 14 years,Both sexes,Malignant neoplasms,1.8
2021,1 to 14 years,Both sexes,Diabetes mellitus,0.1
2021,1 to 14 years,Both sexes,Alzheimer's disease,0.0
2021,1 to 14 years,Both sexes,Diseases of heart,0.2
2021,1 to 14 years,Both sexes,Cerebrovascular diseases,0.2
2021,1 to 14 years,Both sexes,Influenza and pneumonia,0.1
2021,1 to 14 years,Both sexes,Chronic lower respiratory diseases,0.1
2021,1 to 14 years,Both sexes,Chronic liver disease and cirrhosis,0.0
2021,1 to 14 years,Both sexes,Accidents (unintentional injuries),2.5
2021,1 to 14 years,Both sexes,Intentional self-harm (suicide),1.4
2021,1 to 14 years,Males,Malignant neoplasms,2.1
2021,1 to 14 years,Males,Diabetes mellitus,0.1
2021,1 to 14 years,Males,Alzheimer's disease,0.0
2021,1 to 14 years,Males,Diseases of heart,0.1
2021,1 to 14 years,Males,Cerebrovascular diseases,0.2
2021,1 to 14 years,Males,Influenza and pneumonia,0.4
2021,1 to 14 years,Males,Chronic lower respiratory diseases,0.1
2021,1 to 14 years,Males,Chronic liver disease and cirrhosis,0.1
2021,1 to 14 years,Males,Accidents (unintentional injuries),2.9
2021,1 to 14 years,Males,Intentional self-harm (suicide),0.8
2021,1 to 14 years,Females,Malignant neoplasms,1.5
2021,1 to 14 years,Females,Diabetes mellitus,0.1
2021,1 to 14 years,Females,Alzheimer's disease,0.0
2021,1 to 14 years,Females,Diseases of heart,0.3
2021,1 to 14 years,Females,Cerebrovascular diseases,0.2
2021,1 to 14 years,Females,Influenza and pneumonia,0.1
2021,1 to 14 years,Females,Chronic lower respiratory diseases,0.1
2021,1 to 14 years,Females,Chronic liver disease and cirrhosis,0.0
2021,1 to 14 years,Females,Accidents (unintentional injuries),2.1
2021,1 to 14 years,Females,Intentional self-harm (suicide),2.0
2021,15 to 24,Both sexes,Malignant neoplasms,2.7
2021,15 to 24,Both sexes,Diabetes mellitus,0.5
2021,15 to 24,Both sexes,Alzheimer's disease,0.0
2021,15 to 24,Both sexes,Diseases of heart,0.9
2021,15 to 24,Both sexes,Cerebrovascular diseases,0.3
2021,15 to 24,Both sexes,Influenza and pneumonia,0.3
2021,15 to 24,Both sexes,Chronic lower respiratory diseases,0.3
2021,15 to 24,Both sexes,Chronic liver disease and cirrhosis,0.2
2021,15 to 24,Both sexes,Accidents (unintentional injuries),19.3
2021,15 to 24,Both sexes,Intentional self-harm (suicide),10.7
2021,15 to 24,Males,Malignant neoplasms,3.2
2021,15 to 24,Males,Diabetes mellitus,0.6
2021,15 to 24,Males,Alzheimer's disease,0.0
2021,15 to 24,Males,Diseases of heart,1.0
2021,15 to 24,Males,Cerebrovascular diseases,0.3
