Year,Units,Géographie,Type de combustible,Caractéristiques d’écoulement,Value
2016,Par habitant,Ontario,Vapeur,Agriculture,0.0
2016,Par habitant,Ontario,Vapeur,Commerces et autres institutions,0.0
2016,Par habitant,Ontario,Coke,Consommation énergétique finale,0.01
2016,Par habitant,Ontario,Coke,Total industriel,0.01
2016,Par habitant,Ontario,Gaz de cokerie,Consommation énergétique finale,0.0
2016,Par habitant,Ontario,Gaz de cokerie,Total industriel,0.0
2016,Par habitant,Ontario,Total des produits pétroliers raffinés,Consommation énergétique finale,0.07
2016,Par habitant,Ontario,Total des produits pétroliers raffinés,Total industriel,0.0
2016,Par habitant,Ontario,Total des produits pétroliers raffinés,Total transport,0.06
2016,Par habitant,Ontario,Total des produits pétroliers raffinés,Agriculture,0.0
2016,Par habitant,Ontario,Total des produits pétroliers raffinés,Résidentiel,0.0
2016,Par habitant,Ontario,Total des produits pétroliers raffinés,Administrations publiques,0.0
2016,Par habitant,Ontario,Total des produits pétroliers raffinés,Commerces et autres institutions,0.0
2017,Par habitant,Ontario,Énergie primaire et secondaire totale,Consommation énergétique finale,0.18
2017,Par habitant,Ontario,Énergie primaire et secondaire totale,Total industriel,0.04
2017,Par habitant,Ontario,Énergie primaire et secondaire totale,Total transport,0.06
2017,Par habitant,Ontario,Énergie primaire et secondaire totale,Agriculture,0.0
2017,Par habitant,Ontario,Énergie primaire et secondaire totale,Résidentiel,0.04
2017,Par habitant,Ontario,Énergie primaire et secondaire totale,Administrations publiques,0.0
2017,Par habitant,Ontario,Énergie primaire et secondaire totale,Commerces et autres institutions,0.03
2017,Par habitant,Ontario,Total charbon,Consommation énergétique finale,0.0
2017,Par habitant,Ontario,Total charbon,Total industriel,0.0
2017,Par habitant,Ontario,Gaz naturel,Consommation énergétique finale,0.06
2017,Par habitant,Ontario,Gaz naturel,Total industriel,0.02
2017,Par habitant,Ontario,Gaz naturel,Total transport,0.0
2017,Par habitant,Ontario,Gaz naturel,Agriculture,0.0
2017,Par habitant,Ontario,Gaz naturel,Résidentiel,0.03
2017,Par habitant,Ontario,Gaz naturel,Administrations publiques,0.0
2017,Par habitant,Ontario,Gaz naturel,Commerces et autres institutions,0.02
2017,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,0.0
2017,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0.0
2017,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Total transport,0.0
2017,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0.0
2017,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,0.0
2017,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0.0
2017,Par habitant,Ontario,Hydroélectricité,Consommation énergétique finale,0.01
2017,Par habitant,Ontario,Hydroélectricité,Total industriel,0.0
2017,Par habitant,Ontario,Hydroélectricité,Total transport,0.0
2017,Par habitant,Ontario,Hydroélectricité,Agriculture,0.0
2017,Par habitant,Ontario,Hydroélectricité,Résidentiel,0.0
2017,Par habitant,Ontario,Hydroélectricité,Administrations publiques,0.0
2017,Par habitant,Ontario,Hydroélectricité,Commerces et autres institutions,0.0
2017,Par habitant,Ontario,Nucléaire,Consommation énergétique finale,0.02
2017,Par habitant,Ontario,Nucléaire,Total industriel,0.01
2017,Par habitant,Ontario,Nucléaire,Total transport,0.0
2017,Par habitant,Ontario,Nucléaire,Agriculture,0.0
2017,Par habitant,Ontario,Nucléaire,Résidentiel,0.01
2017,Par habitant,Ontario,Nucléaire,Administrations publiques,0.0
2017,Par habitant,Ontario,Nucléaire,Commerces et autres institutions,0.01
2017,Par habitant,Ontario,Vapeur,Consommation énergétique finale,0.0
2017,Par habitant,Ontario,Vapeur,Total industriel,0.0
2017,Par habitant,Ontario,Vapeur,Agriculture,0.0
2017,Par habitant,Ontario,Vapeur,Commerces et autres institutions,0.0
2017,Par habitant,Ontario,Coke,Consommation énergétique finale,0.01
2017,Par habitant,Ontario,Coke,Total industriel,0.01
2017,Par habitant,Ontario,Gaz de cokerie,Consommation énergétique finale,0.0
2017,Par habitant,Ontario,Gaz de cokerie,Total industriel,0.0
2017,Par habitant,Ontario,Total des produits pétroliers raffinés,Consommation énergétique finale,0.07
2017,Par habitant,Ontario,Total des produits pétroliers raffinés,Total industriel,0.0
2017,Par habitant,Ontario,Total des produits pétroliers raffinés,Total transport,0.06
2017,Par habitant,Ontario,Total des produits pétroliers raffinés,Agriculture,0.0
2017,Par habitant,Ontario,Total des produits pétroliers raffinés,Résidentiel,0.0
2017,Par habitant,Ontario,Total des produits pétroliers raffinés,Administrations publiques,0.0
2017,Par habitant,Ontario,Total des produits pétroliers raffinés,Commerces et autres institutions,0.0
2018,Par habitant,Ontario,Énergie primaire et secondaire totale,Consommation énergétique finale,0.18
2018,Par habitant,Ontario,Énergie primaire et secondaire totale,Total industriel,0.04
2018,Par habitant,Ontario,Énergie primaire et secondaire totale,Total transport,0.06
2018,Par habitant,Ontario,Énergie primaire et secondaire totale,Agriculture,0.0
2018,Par habitant,Ontario,Énergie primaire et secondaire totale,Résidentiel,0.04
2018,Par habitant,Ontario,Énergie primaire et secondaire totale,Administrations publiques,0.0
2018,Par habitant,Ontario,Énergie primaire et secondaire totale,Commerces et autres institutions,0.03
2018,Par habitant,Ontario,Total charbon,Consommation énergétique finale,0.0
2018,Par habitant,Ontario,Total charbon,Total industriel,0.0
2018,Par habitant,Ontario,Gaz naturel,Consommation énergétique finale,0.06
2018,Par habitant,Ontario,Gaz naturel,Total industriel,0.02
2018,Par habitant,Ontario,Gaz naturel,Total transport,0.0
2018,Par habitant,Ontario,Gaz naturel,Agriculture,0.0
2018,Par habitant,Ontario,Gaz naturel,Résidentiel,0.03
2018,Par habitant,Ontario,Gaz naturel,Administrations publiques,0.0
2018,Par habitant,Ontario,Gaz naturel,Commerces et autres institutions,0.02
2018,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,0.0
2018,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0.0
2018,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Total transport,0.0
2018,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0.0
2018,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,0.0
2018,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0.0
2018,Par habitant,Ontario,Hydroélectricité,Consommation énergétique finale,0.01
2018,Par habitant,Ontario,Hydroélectricité,Total industriel,0.0
2018,Par habitant,Ontario,Hydroélectricité,Total transport,0.0
2018,Par habitant,Ontario,Hydroélectricité,Agriculture,0.0
2018,Par habitant,Ontario,Hydroélectricité,Résidentiel,0.0
2018,Par habitant,Ontario,Hydroélectricité,Administrations publiques,0.0
2018,Par habitant,Ontario,Hydroélectricité,Commerces et autres institutions,0.0
2018,Par habitant,Ontario,Nucléaire,Consommation énergétique finale,0.03
2018,Par habitant,Ontario,Nucléaire,Total industriel,0.01
2018,Par habitant,Ontario,Nucléaire,Total transport,0.0
2018,Par habitant,Ontario,Nucléaire,Agriculture,0.0
2018,Par habitant,Ontario,Nucléaire,Résidentiel,0.01
2018,Par habitant,Ontario,Nucléaire,Administrations publiques,0.0
2018,Par habitant,Ontario,Nucléaire,Commerces et autres institutions,0.01
2018,Par habitant,Ontario,Vapeur,Consommation énergétique finale,0.0
2018,Par habitant,Ontario,Vapeur,Total industriel,0.0
2018,Par habitant,Ontario,Vapeur,Commerces et autres institutions,0.0
2018,Par habitant,Ontario,Coke,Consommation énergétique finale,0.01
2018,Par habitant,Ontario,Coke,Total industriel,0.01
2018,Par habitant,Ontario,Gaz de cokerie,Consommation énergétique finale,0.0
2018,Par habitant,Ontario,Gaz de cokerie,Total industriel,0.0
2018,Par habitant,Ontario,Total des produits pétroliers raffinés,Consommation énergétique finale,0.07
2018,Par habitant,Ontario,Total des produits pétroliers raffinés,Total industriel,0.0
2018,Par habitant,Ontario,Total des produits pétroliers raffinés,Total transport,0.06
2018,Par habitant,Ontario,Total des produits pétroliers raffinés,Agriculture,0.0
2018,Par habitant,Ontario,Total des produits pétroliers raffinés,Résidentiel,0.0
2018,Par habitant,Ontario,Total des produits pétroliers raffinés,Administrations publiques,0.0
2018,Par habitant,Ontario,Total des produits pétroliers raffinés,Commerces et autres institutions,0.0
2019,Par habitant,Ontario,Énergie primaire et secondaire totale,Consommation énergétique finale,0.18
2019,Par habitant,Ontario,Énergie primaire et secondaire totale,Total industriel,0.04
2019,Par habitant,Ontario,Énergie primaire et secondaire totale,Total transport,0.06
2019,Par habitant,Ontario,Énergie primaire et secondaire totale,Agriculture,0.0
2019,Par habitant,Ontario,Énergie primaire et secondaire totale,Résidentiel,0.04
2019,Par habitant,Ontario,Énergie primaire et secondaire totale,Administrations publiques,0.0
2019,Par habitant,Ontario,Énergie primaire et secondaire totale,Commerces et autres institutions,0.03
2019,Par habitant,Ontario,Total charbon,Consommation énergétique finale,0.0
2019,Par habitant,Ontario,Total charbon,Total industriel,0.0
2019,Par habitant,Ontario,Gaz naturel,Consommation énergétique finale,0.06
2019,Par habitant,Ontario,Gaz naturel,Total industriel,0.02
2019,Par habitant,Ontario,Gaz naturel,Total transport,0.0
2019,Par habitant,Ontario,Gaz naturel,Agriculture,0.0
2019,Par habitant,Ontario,Gaz naturel,Résidentiel,0.03
2019,Par habitant,Ontario,Gaz naturel,Administrations publiques,0.0
2019,Par habitant,Ontario,Gaz naturel,Commerces et autres institutions,0.02
2019,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,0.0
2019,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0.0
2019,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Total transport,0.0
2019,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0.0
2019,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,0.0
2019,Par habitant,Ontario,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0.0
2019,Par habitant,Ontario,Hydroélectricité,Consommation énergétique finale,0.01
2019,Par habitant,Ontario,Hydroélectricité,Total industriel,0.0
2019,Par habitant,Ontario,Hydroélectricité,Total transport,0.0
2019,Par habitant,Ontario,Hydroélectricité,Agriculture,0.0
2019,Par habitant,Ontario,Hydroélectricité,Résidentiel,0.0
2019,Par habitant,Ontario,Hydroélectricité,Administrations publiques,0.0
2019,Par habitant,Ontario,Hydroélectricité,Commerces et autres institutions,0.0
2019,Par habitant,Ontario,Nucléaire,Consommation énergétique finale,0.02
2019,Par habitant,Ontario,Nucléaire,Total industriel,0.01
2019,Par habitant,Ontario,Nucléaire,Total transport,0.0
2019,Par habitant,Ontario,Nucléaire,Agriculture,0.0
2019,Par habitant,Ontario,Nucléaire,Résidentiel,0.01
2019,Par habitant,Ontario,Nucléaire,Administrations publiques,0.0
2019,Par habitant,Ontario,Nucléaire,Commerces et autres institutions,0.01
2019,Par habitant,Ontario,Vapeur,Consommation énergétique finale,0.0
2019,Par habitant,Ontario,Vapeur,Total industriel,0.0
2019,Par habitant,Ontario,Vapeur,Commerces et autres institutions,0.0
2019,Par habitant,Ontario,Coke,Consommation énergétique finale,0.01
2019,Par habitant,Ontario,Coke,Total industriel,0.01
2019,Par habitant,Ontario,Gaz de cokerie,Consommation énergétique finale,0.0
2019,Par habitant,Ontario,Gaz de cokerie,Total industriel,0.0
2019,Par habitant,Ontario,Total des produits pétroliers raffinés,Consommation énergétique finale,0.07
2019,Par habitant,Ontario,Total des produits pétroliers raffinés,Total industriel,0.0
2019,Par habitant,Ontario,Total des produits pétroliers raffinés,Total transport,0.06
2019,Par habitant,Ontario,Total des produits pétroliers raffinés,Agriculture,0.0
2019,Par habitant,Ontario,Total des produits pétroliers raffinés,Résidentiel,0.0
2019,Par habitant,Ontario,Total des produits pétroliers raffinés,Administrations publiques,0.0
2019,Par habitant,Ontario,Total des produits pétroliers raffinés,Commerces et autres institutions,0.0
2015,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Consommation énergétique finale,0.16
2015,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total industriel,0.02
2015,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total transport,0.08
2015,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Agriculture,0.02
2015,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Résidentiel,0.03
2015,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Administrations publiques,0.0
2015,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Commerces et autres institutions,0.02
2015,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0.0
2015,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0.0
2015,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,0.0
2015,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0.0
2015,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Consommation énergétique finale,0.04
2015,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Agriculture,0.01
2015,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Résidentiel,0.01
2015,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Commerces et autres institutions,0.02
2015,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Consommation énergétique finale,0.11
2015,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Total industriel,0.0
2015,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Total transport,0.08
2015,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Agriculture,0.01
2015,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Résidentiel,0.02
2015,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Administrations publiques,0.0
2015,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Commerces et autres institutions,0.0
2016,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Consommation énergétique finale,0.16
2016,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total industriel,0.02
2016,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total transport,0.08
2016,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Agriculture,0.02
2016,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Résidentiel,0.02
2016,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Administrations publiques,0.0
2016,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Commerces et autres institutions,0.02
2016,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0.0
2016,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0.0
2016,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,0.0
2016,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0.0
2016,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Consommation énergétique finale,0.04
2016,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Agriculture,0.01
2016,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Résidentiel,0.01
2016,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Commerces et autres institutions,0.02
2016,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Consommation énergétique finale,0.11
2016,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Total industriel,0.0
2016,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Total transport,0.08
2016,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Agriculture,0.01
2016,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Résidentiel,0.02
2016,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Administrations publiques,0.0
2016,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Commerces et autres institutions,0.0
2017,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Consommation énergétique finale,0.16
2017,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total industriel,0.02
2017,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total transport,0.08
2017,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Agriculture,0.02
2017,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Résidentiel,0.02
2017,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Administrations publiques,0.0
2017,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Commerces et autres institutions,0.02
2017,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0.0
2017,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0.0
2017,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,0.0
2017,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0.0
2017,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Consommation énergétique finale,0.04
2017,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Total industriel,0.01
2017,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Agriculture,0.01
2017,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Résidentiel,0.01
2017,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Administrations publiques,0.0
2017,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Commerces et autres institutions,0.02
2017,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Consommation énergétique finale,0.11
2017,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Total industriel,0.0
2017,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Total transport,0.08
2017,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Agriculture,0.01
2017,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Résidentiel,0.02
2017,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Administrations publiques,0.0
2017,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Commerces et autres institutions,0.0
2018,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Consommation énergétique finale,0.15
2018,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total industriel,0.01
2018,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total transport,0.07
2018,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Agriculture,0.02
2018,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Résidentiel,0.02
2018,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Administrations publiques,0.0
2018,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Commerces et autres institutions,0.02
2018,Par habitant,Île-du-Prince-Édouard,Gaz naturel,Consommation énergétique finale,0.01
2018,Par habitant,Île-du-Prince-Édouard,Gaz naturel,Total industriel,0.01
2018,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,0.0
2018,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0.0
2018,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0.0
2018,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,0.0
2018,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0.0
2018,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Consommation énergétique finale,0.04
2018,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Total industriel,0.01
2018,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Agriculture,0.01
2018,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Résidentiel,0.01
2018,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Administrations publiques,0.0
2018,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Commerces et autres institutions,0.02
2018,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Consommation énergétique finale,0.11
2018,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Total industriel,0.0
2018,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Total transport,0.07
2018,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Agriculture,0.01
2018,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Résidentiel,0.02
2018,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Administrations publiques,0.0
2018,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Commerces et autres institutions,0.0
2019,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Consommation énergétique finale,0.15
2019,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total industriel,0.02
2019,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total transport,0.07
2019,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Agriculture,0.02
2019,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Résidentiel,0.02
2019,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Administrations publiques,0.0
2019,Par habitant,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Commerces et autres institutions,0.02
2019,Par habitant,Île-du-Prince-Édouard,Gaz naturel,Consommation énergétique finale,0.01
2019,Par habitant,Île-du-Prince-Édouard,Gaz naturel,Total industriel,0.01
2019,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,0.0
2019,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0.0
2019,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0.0
2019,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,0.0
2019,Par habitant,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0.0
2019,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Consommation énergétique finale,0.04
2019,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Total industriel,0.01
2019,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Agriculture,0.01
2019,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Résidentiel,0.01
2019,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Administrations publiques,0.0
2019,Par habitant,Île-du-Prince-Édouard,Hydroélectricité,Commerces et autres institutions,0.02
2019,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Consommation énergétique finale,0.11
2019,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Total industriel,0.0
2019,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Total transport,0.07
2019,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Agriculture,0.01
2019,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Résidentiel,0.02
2019,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Administrations publiques,0.0
2019,Par habitant,Île-du-Prince-Édouard,Total des produits pétroliers raffinés,Commerces et autres institutions,0.0
2015,Par habitant,Québec,Énergie primaire et secondaire totale,Consommation énergétique finale,0.19
2015,Par habitant,Québec,Énergie primaire et secondaire totale,Total industriel,0.06
2015,Par habitant,Québec,Énergie primaire et secondaire totale,Total transport,0.06
2015,Par habitant,Québec,Énergie primaire et secondaire totale,Agriculture,0.0
2015,Par habitant,Québec,Énergie primaire et secondaire totale,Résidentiel,0.04
2015,Par habitant,Québec,Énergie primaire et secondaire totale,Administrations publiques,0.0
2015,Par habitant,Québec,Énergie primaire et secondaire totale,Commerces et autres institutions,0.03
2015,Par habitant,Québec,Gaz naturel,Consommation énergétique finale,0.03
2015,Par habitant,Québec,Gaz naturel,Total industriel,0.02
2015,Par habitant,Québec,Gaz naturel,Total transport,0.0
2015,Par habitant,Québec,Gaz naturel,Agriculture,0.0
2015,Par habitant,Québec,Gaz naturel,Résidentiel,0.0
2015,Par habitant,Québec,Gaz naturel,Administrations publiques,0.0
2015,Par habitant,Québec,Gaz naturel,Commerces et autres institutions,0.01
2015,Par habitant,Québec,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,0.0
2015,Par habitant,Québec,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0.0
2015,Par habitant,Québec,Liquides de gaz naturel des usines de gaz (LGN),Total transport,0.0
2015,Par habitant,Québec,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0.0
2015,Par habitant,Québec,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,0.0
2015,Par habitant,Québec,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0.0
2015,Par habitant,Québec,Hydroélectricité,Consommation énergétique finale,0.08
2015,Par habitant,Québec,Hydroélectricité,Total industriel,0.04
2015,Par habitant,Québec,Hydroélectricité,Total transport,0.0
2015,Par habitant,Québec,Hydroélectricité,Agriculture,0.0
2015,Par habitant,Québec,Hydroélectricité,Résidentiel,0.03
2015,Par habitant,Québec,Hydroélectricité,Administrations publiques,0.0
2015,Par habitant,Québec,Hydroélectricité,Commerces et autres institutions,0.01
2015,Par habitant,Québec,Total des produits pétroliers raffinés,Consommation énergétique finale,0.08
2015,Par habitant,Québec,Total des produits pétroliers raffinés,Total industriel,0.01
2015,Par habitant,Québec,Total des produits pétroliers raffinés,Total transport,0.06
2015,Par habitant,Québec,Total des produits pétroliers raffinés,Agriculture,0.0
2015,Par habitant,Québec,Total des produits pétroliers raffinés,Résidentiel,0.0
2015,Par habitant,Québec,Total des produits pétroliers raffinés,Administrations publiques,0.0
2015,Par habitant,Québec,Total des produits pétroliers raffinés,Commerces et autres institutions,0.0
2016,Par habitant,Québec,Énergie primaire et secondaire totale,Consommation énergétique finale,0.19
2016,Par habitant,Québec,Énergie primaire et secondaire totale,Total industriel,0.06
2016,Par habitant,Québec,Énergie primaire et secondaire totale,Total transport,0.06
2016,Par habitant,Québec,Énergie primaire et secondaire totale,Agriculture,0.0
2016,Par habitant,Québec,Énergie primaire et secondaire totale,Résidentiel,0.03
2016,Par habitant,Québec,Énergie primaire et secondaire totale,Administrations publiques,0.0
2016,Par habitant,Québec,Énergie primaire et secondaire totale,Commerces et autres institutions,0.02
2016,Par habitant,Québec,Total charbon,Consommation énergétique finale,0.0
2016,Par habitant,Québec,Total charbon,Total industriel,0.0
2016,Par habitant,Québec,Gaz naturel,Consommation énergétique finale,0.03
2016,Par habitant,Québec,Gaz naturel,Total industriel,0.02
2016,Par habitant,Québec,Gaz naturel,Total transport,0.0
