Year,Géographie,Sexe,Groupe d'âge,Value
2016,Saskatchewan,Hommes,25 à 44 ans,6.0
2017,Saskatchewan,Hommes,25 à 44 ans,6.3
2018,Saskatchewan,Hommes,25 à 44 ans,6.0
2019,Saskatchewan,Hommes,25 à 44 ans,5.1
2020,Saskatchewan,Hommes,25 à 44 ans,8.4
2015,Saskatchewan,Hommes,45 à 64 ans,4.3
2016,Saskatchewan,Hommes,45 à 64 ans,5.8
2017,Saskatchewan,Hommes,45 à 64 ans,5.6
2018,Saskatchewan,Hommes,45 à 64 ans,5.4
2019,Saskatchewan,Hommes,45 à 64 ans,4.2
2020,Saskatchewan,Hommes,45 à 64 ans,6.3
2015,Saskatchewan,Hommes,45 ans et plus,4.1
2016,Saskatchewan,Hommes,45 ans et plus,5.6
2017,Saskatchewan,Hommes,45 ans et plus,5.4
2018,Saskatchewan,Hommes,45 ans et plus,5.2
2019,Saskatchewan,Hommes,45 ans et plus,4.0
2020,Saskatchewan,Hommes,45 ans et plus,6.1
2015,Saskatchewan,Hommes,25 à 54 ans,5.0
2016,Saskatchewan,Hommes,25 à 54 ans,5.9
2017,Saskatchewan,Hommes,25 à 54 ans,6.2
2018,Saskatchewan,Hommes,25 à 54 ans,5.6
2019,Saskatchewan,Hommes,25 à 54 ans,4.8
2020,Saskatchewan,Hommes,25 à 54 ans,7.7
2015,Saskatchewan,Hommes,55 ans et plus,4.1
2016,Saskatchewan,Hommes,55 ans et plus,5.4
2017,Saskatchewan,Hommes,55 ans et plus,5.3
2018,Saskatchewan,Hommes,55 ans et plus,5.4
2019,Saskatchewan,Hommes,55 ans et plus,3.7
2020,Saskatchewan,Hommes,55 ans et plus,6.2
2015,Saskatchewan,Hommes,15 à 64 ans,5.7
2016,Saskatchewan,Hommes,15 à 64 ans,7.1
2017,Saskatchewan,Hommes,15 à 64 ans,7.0
2018,Saskatchewan,Hommes,15 à 64 ans,7.0
2019,Saskatchewan,Hommes,15 à 64 ans,5.8
2020,Saskatchewan,Hommes,15 à 64 ans,9.2
2015,Saskatchewan,Hommes,15 à 19 ans,12.4
2016,Saskatchewan,Hommes,15 à 19 ans,19.2
2017,Saskatchewan,Hommes,15 à 19 ans,16.0
2018,Saskatchewan,Hommes,15 à 19 ans,18.2
2019,Saskatchewan,Hommes,15 à 19 ans,16.6
2020,Saskatchewan,Hommes,15 à 19 ans,23.9
2015,Saskatchewan,Hommes,20 à 24 ans,7.5
2016,Saskatchewan,Hommes,20 à 24 ans,10.9
2017,Saskatchewan,Hommes,20 à 24 ans,10.9
2018,Saskatchewan,Hommes,20 à 24 ans,11.2
2019,Saskatchewan,Hommes,20 à 24 ans,9.5
2020,Saskatchewan,Hommes,20 à 24 ans,16.2
2015,Saskatchewan,Hommes,25 à 29 ans,7.4
2016,Saskatchewan,Hommes,25 à 29 ans,7.9
2017,Saskatchewan,Hommes,25 à 29 ans,8.7
2018,Saskatchewan,Hommes,25 à 29 ans,8.4
2019,Saskatchewan,Hommes,25 à 29 ans,5.7
2020,Saskatchewan,Hommes,25 à 29 ans,10.2
2015,Saskatchewan,Hommes,30 à 34 ans,5.5
2016,Saskatchewan,Hommes,30 à 34 ans,6.1
2017,Saskatchewan,Hommes,30 à 34 ans,5.2
2018,Saskatchewan,Hommes,30 à 34 ans,4.4
2019,Saskatchewan,Hommes,30 à 34 ans,5.7
2020,Saskatchewan,Hommes,30 à 34 ans,8.7
2015,Saskatchewan,Hommes,35 à 39 ans,4.2
2016,Saskatchewan,Hommes,35 à 39 ans,5.7
2017,Saskatchewan,Hommes,35 à 39 ans,6.2
2018,Saskatchewan,Hommes,35 à 39 ans,6.2
2019,Saskatchewan,Hommes,35 à 39 ans,4.2
2020,Saskatchewan,Hommes,35 à 39 ans,7.7
2015,Saskatchewan,Hommes,40 à 44 ans,4.3
2016,Saskatchewan,Hommes,40 à 44 ans,4.0
2017,Saskatchewan,Hommes,40 à 44 ans,5.0
2018,Saskatchewan,Hommes,40 à 44 ans,4.8
2019,Saskatchewan,Hommes,40 à 44 ans,4.2
2020,Saskatchewan,Hommes,40 à 44 ans,6.8
2015,Saskatchewan,Hommes,45 à 49 ans,4.2
2016,Saskatchewan,Hommes,45 à 49 ans,5.6
2017,Saskatchewan,Hommes,45 à 49 ans,5.2
2018,Saskatchewan,Hommes,45 à 49 ans,4.5
2019,Saskatchewan,Hommes,45 à 49 ans,4.6
2020,Saskatchewan,Hommes,45 à 49 ans,5.6
2015,Saskatchewan,Hommes,50 à 54 ans,3.9
2016,Saskatchewan,Hommes,50 à 54 ans,6.0
2017,Saskatchewan,Hommes,50 à 54 ans,6.3
2018,Saskatchewan,Hommes,50 à 54 ans,5.3
2019,Saskatchewan,Hommes,50 à 54 ans,3.9
2020,Saskatchewan,Hommes,50 à 54 ans,6.3
2015,Saskatchewan,Hommes,55 à 59 ans,4.5
2016,Saskatchewan,Hommes,55 à 59 ans,5.7
2017,Saskatchewan,Hommes,55 à 59 ans,5.0
2018,Saskatchewan,Hommes,55 à 59 ans,6.3
2019,Saskatchewan,Hommes,55 à 59 ans,3.5
2020,Saskatchewan,Hommes,55 à 59 ans,5.3
2015,Saskatchewan,Hommes,60 à 64 ans,
2016,Saskatchewan,Hommes,60 à 64 ans,5.6
2017,Saskatchewan,Hommes,60 à 64 ans,5.9
2018,Saskatchewan,Hommes,60 à 64 ans,6.0
2019,Saskatchewan,Hommes,60 à 64 ans,5.0
2020,Saskatchewan,Hommes,60 à 64 ans,8.5
2015,Saskatchewan,Hommes,65 ans et plus,
2016,Saskatchewan,Hommes,65 ans et plus,
2017,Saskatchewan,Hommes,65 ans et plus,
2018,Saskatchewan,Hommes,65 ans et plus,
2019,Saskatchewan,Hommes,65 ans et plus,
2020,Saskatchewan,Hommes,65 ans et plus,5.4
2015,Saskatchewan,Hommes,65 à 69 ans,
2016,Saskatchewan,Hommes,65 à 69 ans,
2017,Saskatchewan,Hommes,65 à 69 ans,
2018,Saskatchewan,Hommes,65 à 69 ans,
2019,Saskatchewan,Hommes,65 à 69 ans,
2020,Saskatchewan,Hommes,65 à 69 ans,
2015,Saskatchewan,Hommes,70 ans et plus,
2016,Saskatchewan,Hommes,70 ans et plus,
2017,Saskatchewan,Hommes,70 ans et plus,
2018,Saskatchewan,Hommes,70 ans et plus,
2019,Saskatchewan,Hommes,70 ans et plus,
2020,Saskatchewan,Hommes,70 ans et plus,
2015,Saskatchewan,Femmes,15 ans et plus,4.7
2016,Saskatchewan,Femmes,15 ans et plus,5.6
2017,Saskatchewan,Femmes,15 ans et plus,5.7
2018,Saskatchewan,Femmes,15 ans et plus,5.6
2019,Saskatchewan,Femmes,15 ans et plus,5.5
2020,Saskatchewan,Femmes,15 ans et plus,7.8
2015,Saskatchewan,Femmes,15 à 24 ans,9.7
2016,Saskatchewan,Femmes,15 à 24 ans,8.9
2017,Saskatchewan,Femmes,15 à 24 ans,10.0
2018,Saskatchewan,Femmes,15 à 24 ans,8.8
2019,Saskatchewan,Femmes,15 à 24 ans,10.8
2020,Saskatchewan,Femmes,15 à 24 ans,16.1
2015,Saskatchewan,Femmes,25 ans et plus,3.7
2016,Saskatchewan,Femmes,25 ans et plus,5.0
2017,Saskatchewan,Femmes,25 ans et plus,4.9
2018,Saskatchewan,Femmes,25 ans et plus,5.0
2019,Saskatchewan,Femmes,25 ans et plus,4.6
2020,Saskatchewan,Femmes,25 ans et plus,6.3
2015,Saskatchewan,Femmes,25 à 44 ans,4.3
2016,Saskatchewan,Femmes,25 à 44 ans,5.8
2017,Saskatchewan,Femmes,25 à 44 ans,5.2
2018,Saskatchewan,Femmes,25 à 44 ans,5.8
2019,Saskatchewan,Femmes,25 à 44 ans,4.9
2020,Saskatchewan,Femmes,25 à 44 ans,6.9
2015,Saskatchewan,Femmes,45 à 64 ans,3.0
2016,Saskatchewan,Femmes,45 à 64 ans,4.2
2017,Saskatchewan,Femmes,45 à 64 ans,4.8
2018,Saskatchewan,Femmes,45 à 64 ans,4.4
2019,Saskatchewan,Femmes,45 à 64 ans,4.4
2020,Saskatchewan,Femmes,45 à 64 ans,5.7
2015,Saskatchewan,Femmes,45 ans et plus,3.0
2016,Saskatchewan,Femmes,45 ans et plus,4.2
2017,Saskatchewan,Femmes,45 ans et plus,4.6
2018,Saskatchewan,Femmes,45 ans et plus,4.1
2019,Saskatchewan,Femmes,45 ans et plus,4.3
2020,Saskatchewan,Femmes,45 ans et plus,5.8
2015,Saskatchewan,Femmes,25 à 54 ans,3.9
2016,Saskatchewan,Femmes,25 à 54 ans,5.3
2017,Saskatchewan,Femmes,25 à 54 ans,5.1
2018,Saskatchewan,Femmes,25 à 54 ans,5.4
2019,Saskatchewan,Femmes,25 à 54 ans,4.8
2020,Saskatchewan,Femmes,25 à 54 ans,6.4
2015,Saskatchewan,Femmes,55 ans et plus,3.0
2016,Saskatchewan,Femmes,55 ans et plus,3.9
2017,Saskatchewan,Femmes,55 ans et plus,4.5
2018,Saskatchewan,Femmes,55 ans et plus,4.0
2019,Saskatchewan,Femmes,55 ans et plus,3.9
2020,Saskatchewan,Femmes,55 ans et plus,6.0
2015,Saskatchewan,Femmes,15 à 64 ans,4.7
2016,Saskatchewan,Femmes,15 à 64 ans,5.7
2017,Saskatchewan,Femmes,15 à 64 ans,5.8
2018,Saskatchewan,Femmes,15 à 64 ans,5.8
2019,Saskatchewan,Femmes,15 à 64 ans,5.7
2020,Saskatchewan,Femmes,15 à 64 ans,7.9
2015,Saskatchewan,Femmes,15 à 19 ans,13.6
2016,Saskatchewan,Femmes,15 à 19 ans,12.5
2017,Saskatchewan,Femmes,15 à 19 ans,13.5
2018,Saskatchewan,Femmes,15 à 19 ans,13.7
2019,Saskatchewan,Femmes,15 à 19 ans,14.9
2020,Saskatchewan,Femmes,15 à 19 ans,21.9
2015,Saskatchewan,Femmes,20 à 24 ans,7.0
2016,Saskatchewan,Femmes,20 à 24 ans,6.4
2017,Saskatchewan,Femmes,20 à 24 ans,7.6
2018,Saskatchewan,Femmes,20 à 24 ans,6.3
2019,Saskatchewan,Femmes,20 à 24 ans,8.3
2020,Saskatchewan,Femmes,20 à 24 ans,12.4
2015,Saskatchewan,Femmes,25 à 29 ans,5.5
2016,Saskatchewan,Femmes,25 à 29 ans,6.1
2017,Saskatchewan,Femmes,25 à 29 ans,6.5
2018,Saskatchewan,Femmes,25 à 29 ans,7.7
2019,Saskatchewan,Femmes,25 à 29 ans,7.1
2020,Saskatchewan,Femmes,25 à 29 ans,8.6
2015,Saskatchewan,Femmes,30 à 34 ans,4.3
2016,Saskatchewan,Femmes,30 à 34 ans,6.1
2017,Saskatchewan,Femmes,30 à 34 ans,5.4
2018,Saskatchewan,Femmes,30 à 34 ans,4.4
2019,Saskatchewan,Femmes,30 à 34 ans,5.3
2020,Saskatchewan,Femmes,30 à 34 ans,8.7
2015,Saskatchewan,Femmes,35 à 39 ans,3.3
2016,Saskatchewan,Femmes,35 à 39 ans,5.9
2017,Saskatchewan,Femmes,35 à 39 ans,4.4
2018,Saskatchewan,Femmes,35 à 39 ans,6.0
2019,Saskatchewan,Femmes,35 à 39 ans,4.0
2020,Saskatchewan,Femmes,35 à 39 ans,5.5
2015,Saskatchewan,Femmes,40 à 44 ans,3.9
2016,Saskatchewan,Femmes,40 à 44 ans,4.4
2017,Saskatchewan,Femmes,40 à 44 ans,4.3
2018,Saskatchewan,Femmes,40 à 44 ans,5.1
2019,Saskatchewan,Femmes,40 à 44 ans,3.6
2020,Saskatchewan,Femmes,40 à 44 ans,5.1
2015,Saskatchewan,Femmes,45 à 49 ans,3.8
2016,Saskatchewan,Femmes,45 à 49 ans,5.1
2017,Saskatchewan,Femmes,45 à 49 ans,5.2
2018,Saskatchewan,Femmes,45 à 49 ans,4.4
2019,Saskatchewan,Femmes,45 à 49 ans,4.7
2020,Saskatchewan,Femmes,45 à 49 ans,5.2
2015,Saskatchewan,Femmes,50 à 54 ans,2.6
2016,Saskatchewan,Femmes,50 à 54 ans,3.5
2017,Saskatchewan,Femmes,50 à 54 ans,4.2
2018,Saskatchewan,Femmes,50 à 54 ans,4.6
2019,Saskatchewan,Femmes,50 à 54 ans,4.7
2020,Saskatchewan,Femmes,50 à 54 ans,5.4
2015,Saskatchewan,Femmes,55 à 59 ans,3.4
2016,Saskatchewan,Femmes,55 à 59 ans,3.8
2017,Saskatchewan,Femmes,55 à 59 ans,4.9
2018,Saskatchewan,Femmes,55 à 59 ans,4.8
2019,Saskatchewan,Femmes,55 à 59 ans,4.4
2020,Saskatchewan,Femmes,55 à 59 ans,6.2
2015,Saskatchewan,Femmes,60 à 64 ans,
2016,Saskatchewan,Femmes,60 à 64 ans,4.0
2017,Saskatchewan,Femmes,60 à 64 ans,4.5
2018,Saskatchewan,Femmes,60 à 64 ans,4.3
2019,Saskatchewan,Femmes,60 à 64 ans,4.1
2020,Saskatchewan,Femmes,60 à 64 ans,6.2
2015,Saskatchewan,Femmes,65 ans et plus,
2016,Saskatchewan,Femmes,65 ans et plus,
2017,Saskatchewan,Femmes,65 ans et plus,
2018,Saskatchewan,Femmes,65 ans et plus,
2019,Saskatchewan,Femmes,65 ans et plus,
2020,Saskatchewan,Femmes,65 ans et plus,6.4
2015,Saskatchewan,Femmes,65 à 69 ans,
2016,Saskatchewan,Femmes,65 à 69 ans,
2017,Saskatchewan,Femmes,65 à 69 ans,
2018,Saskatchewan,Femmes,65 à 69 ans,
2019,Saskatchewan,Femmes,65 à 69 ans,
2020,Saskatchewan,Femmes,65 à 69 ans,
2015,Saskatchewan,Femmes,70 ans et plus,
2016,Saskatchewan,Femmes,70 ans et plus,
2017,Saskatchewan,Femmes,70 ans et plus,
2018,Saskatchewan,Femmes,70 ans et plus,
2019,Saskatchewan,Femmes,70 ans et plus,
2020,Saskatchewan,Femmes,70 ans et plus,
2015,Alberta,Les deux sexes,15 ans et plus,6.1
2016,Alberta,Les deux sexes,15 ans et plus,8.2
2017,Alberta,Les deux sexes,15 ans et plus,7.9
2018,Alberta,Les deux sexes,15 ans et plus,6.7
2019,Alberta,Les deux sexes,15 ans et plus,7.0
2020,Alberta,Les deux sexes,15 ans et plus,11.4
2015,Alberta,Les deux sexes,15 à 24 ans,10.4
2016,Alberta,Les deux sexes,15 à 24 ans,13.0
2017,Alberta,Les deux sexes,15 à 24 ans,13.1
2018,Alberta,Les deux sexes,15 à 24 ans,11.8
2019,Alberta,Les deux sexes,15 à 24 ans,12.6
2020,Alberta,Les deux sexes,15 à 24 ans,24.1
2015,Alberta,Les deux sexes,25 ans et plus,5.3
2016,Alberta,Les deux sexes,25 ans et plus,7.3
2017,Alberta,Les deux sexes,25 ans et plus,7.1
2018,Alberta,Les deux sexes,25 ans et plus,5.8
2019,Alberta,Les deux sexes,25 ans et plus,6.1
2020,Alberta,Les deux sexes,25 ans et plus,9.5
2015,Alberta,Les deux sexes,25 à 44 ans,5.6
2016,Alberta,Les deux sexes,25 à 44 ans,7.0
2017,Alberta,Les deux sexes,25 à 44 ans,6.3
2018,Alberta,Les deux sexes,25 à 44 ans,5.2
2019,Alberta,Les deux sexes,25 à 44 ans,6.0
2020,Alberta,Les deux sexes,25 à 44 ans,9.6
2015,Alberta,Les deux sexes,45 à 64 ans,5.2
2016,Alberta,Les deux sexes,45 à 64 ans,8.0
2017,Alberta,Les deux sexes,45 à 64 ans,8.0
2018,Alberta,Les deux sexes,45 à 64 ans,6.8
2019,Alberta,Les deux sexes,45 à 64 ans,6.3
2020,Alberta,Les deux sexes,45 à 64 ans,9.5
2015,Alberta,Les deux sexes,45 ans et plus,5.0
2016,Alberta,Les deux sexes,45 ans et plus,7.7
2017,Alberta,Les deux sexes,45 ans et plus,8.0
2018,Alberta,Les deux sexes,45 ans et plus,6.6
2019,Alberta,Les deux sexes,45 ans et plus,6.2
2020,Alberta,Les deux sexes,45 ans et plus,9.3
2015,Alberta,Les deux sexes,25 à 54 ans,5.5
2016,Alberta,Les deux sexes,25 à 54 ans,7.2
2017,Alberta,Les deux sexes,25 à 54 ans,6.7
2018,Alberta,Les deux sexes,25 à 54 ans,5.6
2019,Alberta,Les deux sexes,25 à 54 ans,5.8
2020,Alberta,Les deux sexes,25 à 54 ans,9.3
2015,Alberta,Les deux sexes,55 ans et plus,4.7
2016,Alberta,Les deux sexes,55 ans et plus,7.9
2017,Alberta,Les deux sexes,55 ans et plus,8.5
2018,Alberta,Les deux sexes,55 ans et plus,6.6
2019,Alberta,Les deux sexes,55 ans et plus,7.2
2020,Alberta,Les deux sexes,55 ans et plus,10.3
2015,Alberta,Les deux sexes,15 à 64 ans,6.2
2016,Alberta,Les deux sexes,15 à 64 ans,8.3
2017,Alberta,Les deux sexes,15 à 64 ans,8.0
2018,Alberta,Les deux sexes,15 à 64 ans,6.7
2019,Alberta,Les deux sexes,15 à 64 ans,7.1
2020,Alberta,Les deux sexes,15 à 64 ans,11.6
2015,Alberta,Les deux sexes,15 à 19 ans,14.2
2016,Alberta,Les deux sexes,15 à 19 ans,18.0
2017,Alberta,Les deux sexes,15 à 19 ans,18.4
2018,Alberta,Les deux sexes,15 à 19 ans,18.0
2019,Alberta,Les deux sexes,15 à 19 ans,19.7
2020,Alberta,Les deux sexes,15 à 19 ans,29.7
2015,Alberta,Les deux sexes,20 à 24 ans,8.2
2016,Alberta,Les deux sexes,20 à 24 ans,10.1
2017,Alberta,Les deux sexes,20 à 24 ans,10.0
2018,Alberta,Les deux sexes,20 à 24 ans,8.4
2019,Alberta,Les deux sexes,20 à 24 ans,8.8
2020,Alberta,Les deux sexes,20 à 24 ans,20.8
2015,Alberta,Les deux sexes,25 à 29 ans,6.4
2016,Alberta,Les deux sexes,25 à 29 ans,7.8
2017,Alberta,Les deux sexes,25 à 29 ans,8.1
2018,Alberta,Les deux sexes,25 à 29 ans,6.4
2019,Alberta,Les deux sexes,25 à 29 ans,7.0
2020,Alberta,Les deux sexes,25 à 29 ans,12.1
2015,Alberta,Les deux sexes,30 à 34 ans,4.7
2016,Alberta,Les deux sexes,30 à 34 ans,6.8
2017,Alberta,Les deux sexes,30 à 34 ans,5.9
2018,Alberta,Les deux sexes,30 à 34 ans,5.0
2019,Alberta,Les deux sexes,30 à 34 ans,6.4
2020,Alberta,Les deux sexes,30 à 34 ans,9.4
2015,Alberta,Les deux sexes,35 à 39 ans,5.5
2016,Alberta,Les deux sexes,35 à 39 ans,6.4
2017,Alberta,Les deux sexes,35 à 39 ans,5.2
2018,Alberta,Les deux sexes,35 à 39 ans,4.7
2019,Alberta,Les deux sexes,35 à 39 ans,5.3
2020,Alberta,Les deux sexes,35 à 39 ans,9.0
2015,Alberta,Les deux sexes,40 à 44 ans,5.6
2016,Alberta,Les deux sexes,40 à 44 ans,7.2
2017,Alberta,Les deux sexes,40 à 44 ans,6.3
2018,Alberta,Les deux sexes,40 à 44 ans,4.8
2019,Alberta,Les deux sexes,40 à 44 ans,5.2
2020,Alberta,Les deux sexes,40 à 44 ans,8.2
2015,Alberta,Les deux sexes,45 à 49 ans,5.3
2016,Alberta,Les deux sexes,45 à 49 ans,7.9
2017,Alberta,Les deux sexes,45 à 49 ans,7.0
2018,Alberta,Les deux sexes,45 à 49 ans,5.9
2019,Alberta,Les deux sexes,45 à 49 ans,5.1
2020,Alberta,Les deux sexes,45 à 49 ans,7.8
2015,Alberta,Les deux sexes,50 à 54 ans,5.3
2016,Alberta,Les deux sexes,50 à 54 ans,7.1
2017,Alberta,Les deux sexes,50 à 54 ans,8.0
2018,Alberta,Les deux sexes,50 à 54 ans,7.1
2019,Alberta,Les deux sexes,50 à 54 ans,5.2
2020,Alberta,Les deux sexes,50 à 54 ans,9.0
2015,Alberta,Les deux sexes,55 à 59 ans,4.6
2016,Alberta,Les deux sexes,55 à 59 ans,7.3
2017,Alberta,Les deux sexes,55 à 59 ans,8.5
2018,Alberta,Les deux sexes,55 à 59 ans,6.9
2019,Alberta,Les deux sexes,55 à 59 ans,7.1
2020,Alberta,Les deux sexes,55 à 59 ans,10.7
2015,Alberta,Les deux sexes,60 à 64 ans,5.5
2016,Alberta,Les deux sexes,60 à 64 ans,10.6
2017,Alberta,Les deux sexes,60 à 64 ans,9.1
2018,Alberta,Les deux sexes,60 à 64 ans,7.5
2019,Alberta,Les deux sexes,60 à 64 ans,8.8
2020,Alberta,Les deux sexes,60 à 64 ans,11.1
2015,Alberta,Les deux sexes,65 ans et plus,3.5
2016,Alberta,Les deux sexes,65 ans et plus,5.0
2017,Alberta,Les deux sexes,65 ans et plus,7.4
2018,Alberta,Les deux sexes,65 ans et plus,4.9
2019,Alberta,Les deux sexes,65 ans et plus,5.4
2020,Alberta,Les deux sexes,65 ans et plus,8.0
2015,Alberta,Les deux sexes,65 à 69 ans,3.8
2016,Alberta,Les deux sexes,65 à 69 ans,6.3
2017,Alberta,Les deux sexes,65 à 69 ans,9.6
2018,Alberta,Les deux sexes,65 à 69 ans,6.3
2019,Alberta,Les deux sexes,65 à 69 ans,6.2
2020,Alberta,Les deux sexes,65 à 69 ans,10.7
2015,Alberta,Les deux sexes,70 ans et plus,
2016,Alberta,Les deux sexes,70 ans et plus,
2017,Alberta,Les deux sexes,70 ans et plus,
2018,Alberta,Les deux sexes,70 ans et plus,
2019,Alberta,Les deux sexes,70 ans et plus,
2020,Alberta,Les deux sexes,70 ans et plus,3.9
2015,Alberta,Hommes,15 ans et plus,6.5
2016,Alberta,Hommes,15 ans et plus,8.8
2017,Alberta,Hommes,15 ans et plus,8.3
2018,Alberta,Hommes,15 ans et plus,7.0
2019,Alberta,Hommes,15 ans et plus,7.6
2020,Alberta,Hommes,15 ans et plus,11.8
2015,Alberta,Hommes,15 à 24 ans,11.7
2016,Alberta,Hommes,15 à 24 ans,14.3
2017,Alberta,Hommes,15 à 24 ans,15.9
2018,Alberta,Hommes,15 à 24 ans,13.4
2019,Alberta,Hommes,15 à 24 ans,14.7
2020,Alberta,Hommes,15 à 24 ans,24.3
2015,Alberta,Hommes,25 ans et plus,5.6
2016,Alberta,Hommes,25 ans et plus,8.0
2017,Alberta,Hommes,25 ans et plus,7.1
2018,Alberta,Hommes,25 ans et plus,5.9
2019,Alberta,Hommes,25 ans et plus,6.6
2020,Alberta,Hommes,25 ans et plus,9.9
2015,Alberta,Hommes,25 à 44 ans,5.7
2016,Alberta,Hommes,25 à 44 ans,7.8
2017,Alberta,Hommes,25 à 44 ans,6.2
2018,Alberta,Hommes,25 à 44 ans,5.4
2019,Alberta,Hommes,25 à 44 ans,6.2
2020,Alberta,Hommes,25 à 44 ans,10.2
2015,Alberta,Hommes,45 à 64 ans,5.6
2016,Alberta,Hommes,45 à 64 ans,8.4
2017,Alberta,Hommes,45 à 64 ans,8.3
2018,Alberta,Hommes,45 à 64 ans,6.8
2019,Alberta,Hommes,45 à 64 ans,7.0
2020,Alberta,Hommes,45 à 64 ans,9.7
2015,Alberta,Hommes,45 ans et plus,5.4
2016,Alberta,Hommes,45 ans et plus,8.2
2017,Alberta,Hommes,45 ans et plus,8.3
2018,Alberta,Hommes,45 ans et plus,6.6
2019,Alberta,Hommes,45 ans et plus,7.0
2020,Alberta,Hommes,45 ans et plus,9.6
2015,Alberta,Hommes,25 à 54 ans,5.7
2016,Alberta,Hommes,25 à 54 ans,7.9
2017,Alberta,Hommes,25 à 54 ans,6.6
2018,Alberta,Hommes,25 à 54 ans,5.6
2019,Alberta,Hommes,25 à 54 ans,6.0
2020,Alberta,Hommes,25 à 54 ans,9.6
2015,Alberta,Hommes,55 ans et plus,5.0
2016,Alberta,Hommes,55 ans et plus,8.2
2017,Alberta,Hommes,55 ans et plus,8.9
2018,Alberta,Hommes,55 ans et plus,7.1
2019,Alberta,Hommes,55 ans et plus,8.4
2020,Alberta,Hommes,55 ans et plus,10.8
2015,Alberta,Hommes,15 à 64 ans,6.6
2016,Alberta,Hommes,15 à 64 ans,8.9
2017,Alberta,Hommes,15 à 64 ans,8.3
2018,Alberta,Hommes,15 à 64 ans,7.0
2019,Alberta,Hommes,15 à 64 ans,7.7
2020,Alberta,Hommes,15 à 64 ans,11.9
2015,Alberta,Hommes,15 à 19 ans,16.2
2016,Alberta,Hommes,15 à 19 ans,18.1
2017,Alberta,Hommes,15 à 19 ans,21.7
2018,Alberta,Hommes,15 à 19 ans,19.5
2019,Alberta,Hommes,15 à 19 ans,22.4
2020,Alberta,Hommes,15 à 19 ans,31.1
2015,Alberta,Hommes,20 à 24 ans,9.2
2016,Alberta,Hommes,20 à 24 ans,12.1
2017,Alberta,Hommes,20 à 24 ans,12.6
2018,Alberta,Hommes,20 à 24 ans,10.1
2019,Alberta,Hommes,20 à 24 ans,10.5
2020,Alberta,Hommes,20 à 24 ans,20.7
2015,Alberta,Hommes,25 à 29 ans,7.5
2016,Alberta,Hommes,25 à 29 ans,8.8
2017,Alberta,Hommes,25 à 29 ans,8.2
2018,Alberta,Hommes,25 à 29 ans,7.3
2019,Alberta,Hommes,25 à 29 ans,7.5
2020,Alberta,Hommes,25 à 29 ans,13.8
2015,Alberta,Hommes,30 à 34 ans,4.7
2016,Alberta,Hommes,30 à 34 ans,7.4
2017,Alberta,Hommes,30 à 34 ans,5.0
2018,Alberta,Hommes,30 à 34 ans,5.3
2019,Alberta,Hommes,30 à 34 ans,6.7
2020,Alberta,Hommes,30 à 34 ans,9.8
2015,Alberta,Hommes,35 à 39 ans,5.1
2016,Alberta,Hommes,35 à 39 ans,6.7
2017,Alberta,Hommes,35 à 39 ans,5.2
2018,Alberta,Hommes,35 à 39 ans,4.4
2019,Alberta,Hommes,35 à 39 ans,5.1
2020,Alberta,Hommes,35 à 39 ans,8.6
2015,Alberta,Hommes,40 à 44 ans,5.6
2016,Alberta,Hommes,40 à 44 ans,8.3
2017,Alberta,Hommes,40 à 44 ans,6.4
2018,Alberta,Hommes,40 à 44 ans,4.6
2019,Alberta,Hommes,40 à 44 ans,5.7
2020,Alberta,Hommes,40 à 44 ans,8.8
2015,Alberta,Hommes,45 à 49 ans,5.9
2016,Alberta,Hommes,45 à 49 ans,7.8
2017,Alberta,Hommes,45 à 49 ans,6.6
2018,Alberta,Hommes,45 à 49 ans,5.6
2019,Alberta,Hommes,45 à 49 ans,5.1
2020,Alberta,Hommes,45 à 49 ans,7.2
2015,Alberta,Hommes,50 à 54 ans,5.6
2016,Alberta,Hommes,50 à 54 ans,8.4
2017,Alberta,Hommes,50 à 54 ans,8.5
2018,Alberta,Hommes,50 à 54 ans,6.7
2019,Alberta,Hommes,50 à 54 ans,5.8
2020,Alberta,Hommes,50 à 54 ans,9.6
2015,Alberta,Hommes,55 à 59 ans,4.6
2016,Alberta,Hommes,55 à 59 ans,7.4
2017,Alberta,Hommes,55 à 59 ans,9.2
2018,Alberta,Hommes,55 à 59 ans,7.6
2019,Alberta,Hommes,55 à 59 ans,7.9
2020,Alberta,Hommes,55 à 59 ans,11.7
2015,Alberta,Hommes,60 à 64 ans,6.6
2016,Alberta,Hommes,60 à 64 ans,10.9
2017,Alberta,Hommes,60 à 64 ans,9.3
2018,Alberta,Hommes,60 à 64 ans,7.4
2019,Alberta,Hommes,60 à 64 ans,10.5
2020,Alberta,Hommes,60 à 64 ans,10.8
2015,Alberta,Hommes,65 ans et plus,
2016,Alberta,Hommes,65 ans et plus,
2017,Alberta,Hommes,65 ans et plus,7.8
2018,Alberta,Hommes,65 ans et plus,
2019,Alberta,Hommes,65 ans et plus,
2020,Alberta,Hommes,65 ans et plus,9.0
2015,Alberta,Hommes,65 à 69 ans,
2016,Alberta,Hommes,65 à 69 ans,
2017,Alberta,Hommes,65 à 69 ans,10.6
2018,Alberta,Hommes,65 à 69 ans,
2019,Alberta,Hommes,65 à 69 ans,
2020,Alberta,Hommes,65 à 69 ans,11.7
2015,Alberta,Hommes,70 ans et plus,
