Year,Géographie,Genre de travail,Classification nationale des professions (CNP),Âge,GeoCode,Value
2021,Colombie-Britannique,Employés à temps plein,"Affaires, finance et administration",15 à 24 ans,59,0.91
2021,Colombie-Britannique,Employés à temps plein,"Affaires, finance et administration",25 à 54 ans,59,0.84
2021,Colombie-Britannique,Employés à temps plein,"Affaires, finance et administration",55 ans et plus,59,0.86
2021,Colombie-Britannique,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,59,0.94
2021,Colombie-Britannique,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,59,1.06
2021,Colombie-Britannique,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,59,0.94
2021,Colombie-Britannique,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,59,0.96
2021,Colombie-Britannique,Employés à temps plein,Secteur de la santé,15 ans et plus,59,0.89
2021,Colombie-Britannique,Employés à temps plein,Secteur de la santé,15 à 24 ans,59,1.08
2021,Colombie-Britannique,Employés à temps plein,Secteur de la santé,25 à 54 ans,59,0.89
2021,Colombie-Britannique,Employés à temps plein,Secteur de la santé,55 ans et plus,59,0.7
2021,Colombie-Britannique,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,59,0.77
2021,Colombie-Britannique,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,59,0.88
2021,Colombie-Britannique,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,59,0.81
2021,Colombie-Britannique,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,59,0.74
2021,Colombie-Britannique,Employés à temps plein,"Arts, culture, sports et loisirs",15 ans et plus,59,0.88
2021,Colombie-Britannique,Employés à temps plein,"Arts, culture, sports et loisirs",15 à 24 ans,59,
2021,Colombie-Britannique,Employés à temps plein,"Arts, culture, sports et loisirs",25 à 54 ans,59,0.9
2021,Colombie-Britannique,Employés à temps plein,"Arts, culture, sports et loisirs",55 ans et plus,59,0.81
2021,Colombie-Britannique,Employés à temps plein,Vente et services,15 ans et plus,59,0.91
2021,Colombie-Britannique,Employés à temps plein,Vente et services,15 à 24 ans,59,1.03
2021,Colombie-Britannique,Employés à temps plein,Vente et services,25 à 54 ans,59,0.83
2021,Colombie-Britannique,Employés à temps plein,Vente et services,55 ans et plus,59,0.82
2021,Colombie-Britannique,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,59,0.85
2021,Colombie-Britannique,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,59,0.86
2021,Colombie-Britannique,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,59,0.85
2021,Colombie-Britannique,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,59,0.78
2021,Colombie-Britannique,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",15 ans et plus,59,0.74
2021,Colombie-Britannique,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,59,1.05
2021,Colombie-Britannique,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,59,0.69
2021,Colombie-Britannique,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",55 ans et plus,59,
2021,Colombie-Britannique,Employés à temps plein,Fabrication et services d'utilité publique,15 ans et plus,59,0.69
2021,Colombie-Britannique,Employés à temps plein,Fabrication et services d'utilité publique,15 à 24 ans,59,
2021,Colombie-Britannique,Employés à temps plein,Fabrication et services d'utilité publique,25 à 54 ans,59,0.6
2021,Colombie-Britannique,Employés à temps plein,Fabrication et services d'utilité publique,55 ans et plus,59,0.69
2021,Colombie-Britannique,Employés à temps partiel,"Total des employés, toutes les professions",15 ans et plus,59,1.15
2021,Colombie-Britannique,Employés à temps partiel,"Total des employés, toutes les professions",15 à 24 ans,59,1.03
2021,Colombie-Britannique,Employés à temps partiel,"Total des employés, toutes les professions",25 à 54 ans,59,0.99
2021,Colombie-Britannique,Employés à temps partiel,"Total des employés, toutes les professions",55 ans et plus,59,0.96
2021,Colombie-Britannique,Employés à temps partiel,Gestion,15 ans et plus,59,1.06
2021,Colombie-Britannique,Employés à temps partiel,Gestion,15 à 24 ans,59,
2021,Colombie-Britannique,Employés à temps partiel,Gestion,25 à 54 ans,59,0.97
2021,Colombie-Britannique,Employés à temps partiel,Gestion,55 ans et plus,59,
2021,Colombie-Britannique,Employés à temps partiel,"Affaires, finance et administration",15 ans et plus,59,1.08
2021,Colombie-Britannique,Employés à temps partiel,"Affaires, finance et administration",15 à 24 ans,59,1.0
2021,Colombie-Britannique,Employés à temps partiel,"Affaires, finance et administration",25 à 54 ans,59,1.1
2021,Colombie-Britannique,Employés à temps partiel,"Affaires, finance et administration",55 ans et plus,59,1.0
2021,Colombie-Britannique,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,59,0.9
2021,Colombie-Britannique,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,59,
2021,Colombie-Britannique,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,59,0.83
2021,Colombie-Britannique,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,59,
2021,Colombie-Britannique,Employés à temps partiel,Secteur de la santé,15 ans et plus,59,0.95
2021,Colombie-Britannique,Employés à temps partiel,Secteur de la santé,15 à 24 ans,59,0.91
2021,Colombie-Britannique,Employés à temps partiel,Secteur de la santé,25 à 54 ans,59,0.89
2021,Colombie-Britannique,Employés à temps partiel,Secteur de la santé,55 ans et plus,59,
2021,Colombie-Britannique,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,59,1.09
2021,Colombie-Britannique,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,59,1.18
2021,Colombie-Britannique,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,59,1.17
2021,Colombie-Britannique,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,59,0.54
2021,Colombie-Britannique,Employés à temps partiel,"Arts, culture, sports et loisirs",15 ans et plus,59,0.91
2021,Colombie-Britannique,Employés à temps partiel,"Arts, culture, sports et loisirs",15 à 24 ans,59,0.92
2021,Colombie-Britannique,Employés à temps partiel,"Arts, culture, sports et loisirs",25 à 54 ans,59,1.04
2021,Colombie-Britannique,Employés à temps partiel,"Arts, culture, sports et loisirs",55 ans et plus,59,
2021,Colombie-Britannique,Employés à temps partiel,Vente et services,15 ans et plus,59,1.02
2021,Colombie-Britannique,Employés à temps partiel,Vente et services,15 à 24 ans,59,1.02
2021,Colombie-Britannique,Employés à temps partiel,Vente et services,25 à 54 ans,59,0.89
2021,Colombie-Britannique,Employés à temps partiel,Vente et services,55 ans et plus,59,0.94
2021,Colombie-Britannique,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,59,1.0
2021,Colombie-Britannique,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,59,
2021,Colombie-Britannique,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,59,0.85
2021,Colombie-Britannique,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,59,0.88
2021,Colombie-Britannique,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",15 ans et plus,59,1.24
2021,Colombie-Britannique,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,59,
2021,Colombie-Britannique,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,59,
2021,Colombie-Britannique,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",55 ans et plus,59,
2021,Colombie-Britannique,Employés à temps partiel,Fabrication et services d'utilité publique,15 ans et plus,59,0.8
2021,Colombie-Britannique,Employés à temps partiel,Fabrication et services d'utilité publique,15 à 24 ans,59,
2021,Colombie-Britannique,Employés à temps partiel,Fabrication et services d'utilité publique,25 à 54 ans,59,
2021,Colombie-Britannique,Employés à temps partiel,Fabrication et services d'utilité publique,55 ans et plus,59,
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",15 à 24 ans,,0.94
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",25 à 54 ans,,0.85
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",55 ans et plus,,0.83
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Gestion,15 ans et plus,,0.9
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Gestion,15 à 24 ans,,0.89
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Gestion,25 à 54 ans,,0.9
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Gestion,55 ans et plus,,0.91
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",15 ans et plus,,0.88
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",15 à 24 ans,,1.0
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",25 à 54 ans,,0.86
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",55 ans et plus,,0.9
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,,0.88
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,,0.96
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,,0.9
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,,0.89
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,15 ans et plus,,0.99
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,15 à 24 ans,,1.13
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,25 à 54 ans,,1.0
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,55 ans et plus,,0.8
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,,0.73
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,,1.0
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,,0.77
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,,0.66
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",15 ans et plus,,0.91
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",15 à 24 ans,,0.95
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",25 à 54 ans,,0.92
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",55 ans et plus,,0.95
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Vente et services,15 ans et plus,,0.9
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Vente et services,15 à 24 ans,,1.0
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Vente et services,25 à 54 ans,,0.86
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Vente et services,55 ans et plus,,0.86
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,,0.77
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,,0.9
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,,0.77
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,,0.82
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",15 ans et plus,,0.76
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,,0.89
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,,0.69
2022,Canada,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",55 ans et plus,,0.76
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,15 ans et plus,,0.77
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,15 à 24 ans,,0.9
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,25 à 54 ans,,0.77
2022,Canada,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,55 ans et plus,,0.76
2022,Canada,Employés à temps plein,"Total des employés, toutes les professions",15 ans et plus,,0.88
2022,Canada,Employés à temps plein,"Total des employés, toutes les professions",15 à 24 ans,,0.95
2022,Canada,Employés à temps plein,"Total des employés, toutes les professions",25 à 54 ans,,0.86
2022,Canada,Employés à temps plein,"Total des employés, toutes les professions",55 ans et plus,,0.85
2022,Canada,Employés à temps plein,Gestion,15 ans et plus,,0.91
2022,Canada,Employés à temps plein,Gestion,15 à 24 ans,,0.89
2022,Canada,Employés à temps plein,Gestion,25 à 54 ans,,0.9
2022,Canada,Employés à temps plein,Gestion,55 ans et plus,,0.91
2022,Canada,Employés à temps plein,"Affaires, finance et administration",15 ans et plus,,0.89
2022,Canada,Employés à temps plein,"Affaires, finance et administration",15 à 24 ans,,1.0
2022,Canada,Employés à temps plein,"Affaires, finance et administration",25 à 54 ans,,0.86
2022,Canada,Employés à temps plein,"Affaires, finance et administration",55 ans et plus,,0.93
2022,Canada,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,,0.89
2022,Canada,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,,1.0
2022,Canada,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,,0.9
2022,Canada,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,,0.9
2022,Canada,Employés à temps plein,Secteur de la santé,15 ans et plus,,0.96
2022,Canada,Employés à temps plein,Secteur de la santé,15 à 24 ans,,1.05
2022,Canada,Employés à temps plein,Secteur de la santé,25 à 54 ans,,0.97
2022,Canada,Employés à temps plein,Secteur de la santé,55 ans et plus,,0.79
2022,Canada,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,,0.77
2022,Canada,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,,1.0
2022,Canada,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,,0.79
2022,Canada,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,,0.72
2022,Canada,Employés à temps plein,"Arts, culture, sports et loisirs",15 ans et plus,,0.92
2022,Canada,Employés à temps plein,"Arts, culture, sports et loisirs",15 à 24 ans,,0.97
2022,Canada,Employés à temps plein,"Arts, culture, sports et loisirs",25 à 54 ans,,0.9
2022,Canada,Employés à temps plein,"Arts, culture, sports et loisirs",55 ans et plus,,0.96
2022,Canada,Employés à temps plein,Vente et services,15 ans et plus,,0.89
2022,Canada,Employés à temps plein,Vente et services,15 à 24 ans,,0.99
2022,Canada,Employés à temps plein,Vente et services,25 à 54 ans,,0.87
2022,Canada,Employés à temps plein,Vente et services,55 ans et plus,,0.86
2022,Canada,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,,0.83
2022,Canada,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,,0.91
2022,Canada,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,,0.82
2022,Canada,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,,0.87
2022,Canada,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",15 ans et plus,,0.77
2022,Canada,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,,0.85
2022,Canada,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,,0.71
2022,Canada,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",55 ans et plus,,0.73
2022,Canada,Employés à temps plein,Fabrication et services d'utilité publique,15 ans et plus,,0.78
2022,Canada,Employés à temps plein,Fabrication et services d'utilité publique,15 à 24 ans,,0.9
2022,Canada,Employés à temps plein,Fabrication et services d'utilité publique,25 à 54 ans,,0.77
2022,Canada,Employés à temps plein,Fabrication et services d'utilité publique,55 ans et plus,,0.76
2022,Canada,Employés à temps partiel,"Total des employés, toutes les professions",15 ans et plus,,1.08
2022,Canada,Employés à temps partiel,"Total des employés, toutes les professions",15 à 24 ans,,1.02
2022,Canada,Employés à temps partiel,"Total des employés, toutes les professions",25 à 54 ans,,1.09
2022,Canada,Employés à temps partiel,"Total des employés, toutes les professions",55 ans et plus,,0.98
2022,Canada,Employés à temps partiel,Gestion,15 ans et plus,,0.81
2022,Canada,Employés à temps partiel,Gestion,15 à 24 ans,,
2022,Canada,Employés à temps partiel,Gestion,25 à 54 ans,,0.9
2022,Canada,Employés à temps partiel,Gestion,55 ans et plus,,0.78
2022,Canada,Employés à temps partiel,"Affaires, finance et administration",15 ans et plus,,1.05
2022,Canada,Employés à temps partiel,"Affaires, finance et administration",15 à 24 ans,,1.03
2022,Canada,Employés à temps partiel,"Affaires, finance et administration",25 à 54 ans,,1.05
2022,Canada,Employés à temps partiel,"Affaires, finance et administration",55 ans et plus,,0.81
2022,Canada,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,,0.9
2022,Canada,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,,1.12
2022,Canada,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,,0.87
2022,Canada,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,,0.88
2022,Canada,Employés à temps partiel,Secteur de la santé,15 ans et plus,,1.08
2022,Canada,Employés à temps partiel,Secteur de la santé,15 à 24 ans,,1.18
2022,Canada,Employés à temps partiel,Secteur de la santé,25 à 54 ans,,1.15
2022,Canada,Employés à temps partiel,Secteur de la santé,55 ans et plus,,0.92
2022,Canada,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,,0.8
2022,Canada,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,,0.95
2022,Canada,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,,0.83
2022,Canada,Employés à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,,0.64
2022,Canada,Employés à temps partiel,"Arts, culture, sports et loisirs",15 ans et plus,,1.0
2022,Canada,Employés à temps partiel,"Arts, culture, sports et loisirs",15 à 24 ans,,0.99
2022,Canada,Employés à temps partiel,"Arts, culture, sports et loisirs",25 à 54 ans,,1.08
2022,Canada,Employés à temps partiel,"Arts, culture, sports et loisirs",55 ans et plus,,1.25
2022,Canada,Employés à temps partiel,Vente et services,15 ans et plus,,1.02
2022,Canada,Employés à temps partiel,Vente et services,15 à 24 ans,,1.0
2022,Canada,Employés à temps partiel,Vente et services,25 à 54 ans,,0.96
2022,Canada,Employés à temps partiel,Vente et services,55 ans et plus,,0.96
2022,Canada,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,,0.98
2022,Canada,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,,0.94
2022,Canada,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,,0.94
2022,Canada,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,,1.0
2022,Canada,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",15 ans et plus,,1.0
2022,Canada,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,,0.95
2022,Canada,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,,0.96
2022,Canada,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",55 ans et plus,,0.98
2022,Canada,Employés à temps partiel,Fabrication et services d'utilité publique,15 ans et plus,,0.95
2022,Canada,Employés à temps partiel,Fabrication et services d'utilité publique,15 à 24 ans,,1.0
2022,Canada,Employés à temps partiel,Fabrication et services d'utilité publique,25 à 54 ans,,0.95
2022,Canada,Employés à temps partiel,Fabrication et services d'utilité publique,55 ans et plus,,0.81
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",15 ans et plus,10,0.82
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",15 à 24 ans,10,0.93
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",25 à 54 ans,10,0.85
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",55 ans et plus,10,0.76
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Gestion,15 ans et plus,10,0.81
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Gestion,15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Gestion,25 à 54 ans,10,0.82
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Gestion,55 ans et plus,10,0.82
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",15 ans et plus,10,0.85
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",25 à 54 ans,10,0.85
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",55 ans et plus,10,0.9
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,10,0.95
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,10,0.95
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,15 ans et plus,10,0.96
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,25 à 54 ans,10,1.01
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,55 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,10,0.76
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,10,0.9
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,10,0.87
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,10,0.48
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",15 ans et plus,10,0.94
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",15 à 24 ans,10,1.0
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",25 à 54 ans,10,
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",55 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Vente et services,15 ans et plus,10,0.92
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Vente et services,15 à 24 ans,10,0.98
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Vente et services,25 à 54 ans,10,0.86
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Vente et services,55 ans et plus,10,0.83
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,10,0.84
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,10,0.78
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,10,0.92
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",15 ans et plus,10,1.17
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,10,1.25
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",55 ans et plus,10,
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,15 ans et plus,10,0.64
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,15 à 24 ans,10,
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,25 à 54 ans,10,0.77
2022,Terre-Neuve-et-Labrador,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,55 ans et plus,10,0.71
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Total des employés, toutes les professions",15 ans et plus,10,0.88
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Total des employés, toutes les professions",15 à 24 ans,10,0.99
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Total des employés, toutes les professions",25 à 54 ans,10,0.87
2022,Terre-Neuve-et-Labrador,Employés à temps plein,"Total des employés, toutes les professions",55 ans et plus,10,0.76
2022,Terre-Neuve-et-Labrador,Employés à temps plein,Gestion,15 ans et plus,10,0.81
