Year,Géographie,Type de violence entre partenaires intimes,Groupe d'âge,Groupe autochtone,Minorité visible,Status d'immigrant,Incapacité,Plus haut grade obtenu,Revenu du ménage,Lieu de résidence,État matrimonial,GeoCode,Value
2018,Provinces de l'Atlantique,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,"Célibataire, jamais marié(e)",,16.96
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,Marié(e) ou vivant en union libre,,7.97
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,Séparé(e) ou divorcé(e),,24.13
2018,Provinces de l'Atlantique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,"Célibataire, jamais marié(e)",,16.56
2018,Provinces de l'Atlantique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,Marié(e) ou vivant en union libre,,2.12
2018,Provinces de l'Atlantique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,Séparé(e) ou divorcé(e),,8.08
2018,Provinces de l'Atlantique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,"Célibataire, jamais marié(e)",,6.34
2018,Provinces de l'Atlantique,Violence physique,,,,,,,,,Marié(e) ou vivant en union libre,,1.78
2018,Provinces de l'Atlantique,Violence physique,,,,,,,,,Séparé(e) ou divorcé(e),,7.02
2018,Provinces de l'Atlantique,Violence physique,,,,,,,,,"Célibataire, jamais marié(e)",,4.57
2018,Provinces de l'Atlantique,Violence sexuelle,,,,,,,,,Marié(e) ou vivant en union libre,,0.6
2018,Provinces de l'Atlantique,Violence sexuelle,,,,,,,,,"Célibataire, jamais marié(e)",,3.27
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,Marié(e) ou vivant en union libre,24,10.53
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,Séparé(e) ou divorcé(e),24,18.29
2018,Québec,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,"Célibataire, jamais marié(e)",24,18.33
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,Marié(e) ou vivant en union libre,24,10.46
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,Séparé(e) ou divorcé(e),24,17.93
2018,Québec,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,"Célibataire, jamais marié(e)",24,17.34
2018,Québec,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,Marié(e) ou vivant en union libre,24,1.47
2018,Québec,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,Séparé(e) ou divorcé(e),24,5.33
2018,Québec,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,"Célibataire, jamais marié(e)",24,5.2
2018,Québec,Violence physique,,,,,,,,,Marié(e) ou vivant en union libre,24,1.3
2018,Québec,Violence physique,,,,,,,,,"Célibataire, jamais marié(e)",24,2.35
2018,Québec,Violence sexuelle,,,,,,,,,"Célibataire, jamais marié(e)",24,4.1
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,Marié(e) ou vivant en union libre,35,8.98
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,Séparé(e) ou divorcé(e),35,18.12
2018,Ontario,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,"Célibataire, jamais marié(e)",35,19.31
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,Marié(e) ou vivant en union libre,35,8.97
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,Séparé(e) ou divorcé(e),35,17.82
2018,Ontario,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,"Célibataire, jamais marié(e)",35,18.36
2018,Ontario,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,Marié(e) ou vivant en union libre,35,2.21
2018,Ontario,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,Séparé(e) ou divorcé(e),35,6.04
2018,Ontario,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,"Célibataire, jamais marié(e)",35,6.01
2018,Ontario,Violence physique,,,,,,,,,Marié(e) ou vivant en union libre,35,1.85
2018,Ontario,Violence physique,,,,,,,,,Séparé(e) ou divorcé(e),35,5.4
2018,Ontario,Violence physique,,,,,,,,,"Célibataire, jamais marié(e)",35,4.15
2018,Ontario,Violence sexuelle,,,,,,,,,Marié(e) ou vivant en union libre,35,0.64
2018,Ontario,Violence sexuelle,,,,,,,,,"Célibataire, jamais marié(e)",35,2.67
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,Marié(e) ou vivant en union libre,,10.64
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,Séparé(e) ou divorcé(e),,24.76
2018,Provinces des Prairies,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,"Célibataire, jamais marié(e)",,21.85
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,Marié(e) ou vivant en union libre,,10.44
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,Séparé(e) ou divorcé(e),,24.66
2018,Provinces des Prairies,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,"Célibataire, jamais marié(e)",,21.48
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,Marié(e) ou vivant en union libre,,1.75
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,Séparé(e) ou divorcé(e),,8.58
2018,Provinces des Prairies,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,"Célibataire, jamais marié(e)",,9.57
2018,Provinces des Prairies,Violence physique,,,,,,,,,Marié(e) ou vivant en union libre,,1.53
2018,Provinces des Prairies,Violence physique,,,,,,,,,Séparé(e) ou divorcé(e),,8.32
2018,Provinces des Prairies,Violence physique,,,,,,,,,"Célibataire, jamais marié(e)",,6.32
2018,Provinces des Prairies,Violence sexuelle,,,,,,,,,Marié(e) ou vivant en union libre,,0.43
2018,Provinces des Prairies,Violence sexuelle,,,,,,,,,"Célibataire, jamais marié(e)",,5.11
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,Marié(e) ou vivant en union libre,59,10.18
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,Séparé(e) ou divorcé(e),59,17.64
2018,Colombie-Britannique,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,"Célibataire, jamais marié(e)",59,17.45
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,Marié(e) ou vivant en union libre,59,10.18
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,Séparé(e) ou divorcé(e),59,17.64
2018,Colombie-Britannique,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,"Célibataire, jamais marié(e)",59,17.34
2018,Colombie-Britannique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,Marié(e) ou vivant en union libre,59,2.42
2018,Colombie-Britannique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,Séparé(e) ou divorcé(e),59,6.27
2018,Colombie-Britannique,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,"Célibataire, jamais marié(e)",59,5.1
2018,Colombie-Britannique,Violence physique,,,,,,,,,Marié(e) ou vivant en union libre,59,2.04
2018,Colombie-Britannique,Violence physique,,,,,,,,,"Célibataire, jamais marié(e)",59,4.26
2018,Colombie-Britannique,Violence sexuelle,,,,,,,,,Marié(e) ou vivant en union libre,59,0.74
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,Marié(e) ou vivant en union libre,,12.07
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,Séparé(e) ou divorcé(e),,21.84
2018,Territoires,"Total, tous les types de violence entre partenaires intimes",,,,,,,,,"Célibataire, jamais marié(e)",,22.22
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,Marié(e) ou vivant en union libre,,11.09
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,Séparé(e) ou divorcé(e),,21.84
2018,Territoires,"Violence émotionnelle, psychologique ou exploitation financière",,,,,,,,,"Célibataire, jamais marié(e)",,22.22
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,Marié(e) ou vivant en union libre,,5.8
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,Séparé(e) ou divorcé(e),,10.64
2018,Territoires,"Total, violence physique ou sexuelle entre partenaires intimes",,,,,,,,,"Célibataire, jamais marié(e)",,12.21
2018,Territoires,Violence physique,,,,,,,,,Marié(e) ou vivant en union libre,,4.94
2018,Territoires,Violence physique,,,,,,,,,Séparé(e) ou divorcé(e),,8.71
2018,Territoires,Violence physique,,,,,,,,,"Célibataire, jamais marié(e)",,10.03
2018,Territoires,Violence sexuelle,,,,,,,,,Marié(e) ou vivant en union libre,,1.52
2018,Territoires,Violence sexuelle,,,,,,,,,"Célibataire, jamais marié(e)",,6.5
