Year,Géographie,Groupe d'âge,Sexe,Type de famille économique,GeoCode,Value
2023,"Toronto, Ontario",Moins de 18 ans,Femme,Total,,15.9
2023,"Toronto, Ontario",18 à 64 ans,Femme,Total,,14.5
2023,"Toronto, Ontario",65 ans et plus,Femme,Total,,7.4
2023,"Toronto, Ontario",Total,Les deux sexes,Personnes dans les familles économiques,,10.2
2023,"Toronto, Ontario",Total,Homme,Personnes dans les familles économiques,,10.0
2023,"Toronto, Ontario",Total,Femme,Personnes dans les familles économiques,,10.5
2023,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,5.5
2023,"Toronto, Ontario",65 ans et plus,Homme,Personnes âgées dans les familles économiques,,6.4
2023,"Toronto, Ontario",65 ans et plus,Femme,Personnes âgées dans les familles économiques,,4.6
2023,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,15.9
2023,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,13.1
2023,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,38.2
2023,"Toronto, Ontario",Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,8.2
2023,"Toronto, Ontario",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,9.4
2023,"Toronto, Ontario",18 à 64 ans,Homme,Personnes dans les familles économiques,,8.8
2023,"Toronto, Ontario",18 à 64 ans,Femme,Personnes dans les familles économiques,,10.0
2023,"Toronto, Ontario",Total,Les deux sexes,Personnes hors famille économique,,32.4
2023,"Toronto, Ontario",Total,Homme,Personnes hors famille économique,,33.9
2023,"Toronto, Ontario",Total,Femme,Personnes hors famille économique,,30.9
2023,"Toronto, Ontario",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,15.3
2023,"Toronto, Ontario",65 ans et plus,Homme,Personnes âgées hors famille économique,,16.8
2023,"Toronto, Ontario",65 ans et plus,Femme,Personnes âgées hors famille économique,,14.5
2023,"Toronto, Ontario",,Les deux sexes,Personnes non âgées hors famille économique,,37.9
2023,"Toronto, Ontario",,Homme,Personnes non âgées hors famille économique,,37.3
2023,"Toronto, Ontario",,Femme,Personnes non âgées hors famille économique,,38.6
2015,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Total,,19.5
2015,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Total,,18.3
2015,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Total,,20.7
2015,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Total,,15.3
2015,"Vancouver, Colombie-Britannique",Total,Homme,Total,,19.0
2015,"Vancouver, Colombie-Britannique",Moins de 18 ans,Homme,Total,,17.3
2015,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Total,,20.1
2015,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Total,,16.4
2015,"Vancouver, Colombie-Britannique",Total,Femme,Total,,19.9
2015,"Vancouver, Colombie-Britannique",Moins de 18 ans,Femme,Total,,19.4
2015,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Total,,21.2
2015,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Total,,14.3
2015,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes dans les familles économiques,,14.3
2015,"Vancouver, Colombie-Britannique",Total,Homme,Personnes dans les familles économiques,,12.5
2015,"Vancouver, Colombie-Britannique",Total,Femme,Personnes dans les familles économiques,,16.0
2015,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,17.5
2015,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,17.3
2015,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,14.4
2015,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Personnes dans les familles économiques,,11.6
2015,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Personnes dans les familles économiques,,16.8
2015,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes hors famille économique,,44.0
2015,"Vancouver, Colombie-Britannique",Total,Homme,Personnes hors famille économique,,47.0
2015,"Vancouver, Colombie-Britannique",Total,Femme,Personnes hors famille économique,,40.6
2015,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,34.3
2015,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Personnes âgées hors famille économique,,49.8
2015,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Personnes âgées hors famille économique,,26.1
2015,"Vancouver, Colombie-Britannique",,Les deux sexes,Personnes non âgées hors famille économique,,46.9
2015,"Vancouver, Colombie-Britannique",,Homme,Personnes non âgées hors famille économique,,46.5
2015,"Vancouver, Colombie-Britannique",,Femme,Personnes non âgées hors famille économique,,47.5
2016,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Total,,15.6
2016,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Total,,18.4
2016,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Total,,16.2
2016,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Total,,10.0
2016,"Vancouver, Colombie-Britannique",Total,Homme,Total,,15.8
2016,"Vancouver, Colombie-Britannique",Moins de 18 ans,Homme,Total,,19.2
2016,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Total,,16.5
2016,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Total,,8.5
2016,"Vancouver, Colombie-Britannique",Total,Femme,Total,,15.4
2016,"Vancouver, Colombie-Britannique",Moins de 18 ans,Femme,Total,,17.4
2016,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Total,,15.9
2016,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Total,,11.4
2016,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes dans les familles économiques,,12.2
2016,"Vancouver, Colombie-Britannique",Total,Homme,Personnes dans les familles économiques,,12.5
2016,"Vancouver, Colombie-Britannique",Total,Femme,Personnes dans les familles économiques,,12.0
2016,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,18.3
2016,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,16.1
2016,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,58.2
2016,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,11.9
2016,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Personnes dans les familles économiques,,12.5
2016,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Personnes dans les familles économiques,,11.4
2016,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes hors famille économique,,35.0
2016,"Vancouver, Colombie-Britannique",Total,Homme,Personnes hors famille économique,,36.1
2016,"Vancouver, Colombie-Britannique",Total,Femme,Personnes hors famille économique,,34.1
2016,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,25.9
2016,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Personnes âgées hors famille économique,,36.5
2016,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Personnes âgées hors famille économique,,21.0
2016,"Vancouver, Colombie-Britannique",,Les deux sexes,Personnes non âgées hors famille économique,,38.2
2016,"Vancouver, Colombie-Britannique",,Homme,Personnes non âgées hors famille économique,,36.0
2016,"Vancouver, Colombie-Britannique",,Femme,Personnes non âgées hors famille économique,,40.5
2017,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Total,,16.0
2017,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Total,,13.5
2017,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Total,,17.3
2017,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Total,,13.0
2017,"Vancouver, Colombie-Britannique",Total,Homme,Total,,16.2
2017,"Vancouver, Colombie-Britannique",Moins de 18 ans,Homme,Total,,16.2
2017,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Total,,16.8
2017,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Total,,13.0
2017,"Vancouver, Colombie-Britannique",Total,Femme,Total,,15.7
2017,"Vancouver, Colombie-Britannique",Moins de 18 ans,Femme,Total,,10.5
2017,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Total,,17.7
2017,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Total,,13.0
2017,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes dans les familles économiques,,11.7
2017,"Vancouver, Colombie-Britannique",Total,Homme,Personnes dans les familles économiques,,12.4
2017,"Vancouver, Colombie-Britannique",Total,Femme,Personnes dans les familles économiques,,11.0
2017,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,9.2
2017,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Personnes âgées dans les familles économiques,,9.8
2017,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Personnes âgées dans les familles économiques,,8.6
2017,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,13.5
2017,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,11.8
2017,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,11.7
2017,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Personnes dans les familles économiques,,11.6
2017,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Personnes dans les familles économiques,,11.7
2017,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes hors famille économique,,37.1
2017,"Vancouver, Colombie-Britannique",Total,Homme,Personnes hors famille économique,,34.0
2017,"Vancouver, Colombie-Britannique",Total,Femme,Personnes hors famille économique,,40.5
2017,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,23.9
2017,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Personnes âgées hors famille économique,,26.3
2017,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Personnes âgées hors famille économique,,22.7
2017,"Vancouver, Colombie-Britannique",,Les deux sexes,Personnes non âgées hors famille économique,,41.2
2017,"Vancouver, Colombie-Britannique",,Homme,Personnes non âgées hors famille économique,,35.4
2017,"Vancouver, Colombie-Britannique",,Femme,Personnes non âgées hors famille économique,,49.0
2018,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Total,,13.6
2018,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Total,,10.5
2018,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Total,,15.4
2018,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Total,,9.0
2018,"Vancouver, Colombie-Britannique",Total,Homme,Total,,13.9
2018,"Vancouver, Colombie-Britannique",Moins de 18 ans,Homme,Total,,12.9
2018,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Total,,15.4
2018,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Total,,8.6
2018,"Vancouver, Colombie-Britannique",Total,Femme,Total,,13.2
2018,"Vancouver, Colombie-Britannique",Moins de 18 ans,Femme,Total,,8.0
2018,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Total,,15.4
2018,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Total,,9.3
2018,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes dans les familles économiques,,9.3
2018,"Vancouver, Colombie-Britannique",Total,Homme,Personnes dans les familles économiques,,10.1
2018,"Vancouver, Colombie-Britannique",Total,Femme,Personnes dans les familles économiques,,8.4
2018,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,4.3
2018,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,10.5
2018,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,10.6
2018,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,9.9
2018,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Personnes dans les familles économiques,,10.5
2018,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Personnes dans les familles économiques,,9.4
2018,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes hors famille économique,,33.5
2018,"Vancouver, Colombie-Britannique",Total,Homme,Personnes hors famille économique,,32.9
2018,"Vancouver, Colombie-Britannique",Total,Femme,Personnes hors famille économique,,34.0
2018,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,22.6
2018,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Personnes âgées hors famille économique,,25.8
2018,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Personnes âgées hors famille économique,,20.5
2018,"Vancouver, Colombie-Britannique",,Les deux sexes,Personnes non âgées hors famille économique,,36.7
2018,"Vancouver, Colombie-Britannique",,Homme,Personnes non âgées hors famille économique,,34.6
2018,"Vancouver, Colombie-Britannique",,Femme,Personnes non âgées hors famille économique,,38.6
2019,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Total,,11.5
2019,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Total,,4.6
2019,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Total,,14.7
2019,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Total,,5.6
2019,"Vancouver, Colombie-Britannique",Total,Homme,Total,,10.6
2019,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Total,,13.3
2019,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Total,,6.1
2019,"Vancouver, Colombie-Britannique",Total,Femme,Total,,12.5
2019,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Total,,16.0
2019,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes dans les familles économiques,,7.0
2019,"Vancouver, Colombie-Britannique",Total,Homme,Personnes dans les familles économiques,,7.0
2019,"Vancouver, Colombie-Britannique",Total,Femme,Personnes dans les familles économiques,,6.9
2019,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,4.5
2019,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,8.3
2019,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Personnes dans les familles économiques,,8.3
2019,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Personnes dans les familles économiques,,8.2
2019,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes hors famille économique,,35.0
2019,"Vancouver, Colombie-Britannique",Total,Homme,Personnes hors famille économique,,31.8
2019,"Vancouver, Colombie-Britannique",Total,Femme,Personnes hors famille économique,,37.6
2019,"Vancouver, Colombie-Britannique",,Les deux sexes,Personnes non âgées hors famille économique,,43.2
2019,"Vancouver, Colombie-Britannique",,Homme,Personnes non âgées hors famille économique,,37.9
2019,"Vancouver, Colombie-Britannique",,Femme,Personnes non âgées hors famille économique,,47.7
2020,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Total,,7.8
2020,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Total,,4.7
2020,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Total,,9.4
2020,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Total,,4.4
2020,"Vancouver, Colombie-Britannique",Total,Homme,Total,,8.0
2020,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Total,,9.8
2020,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Total,,3.5
2020,"Vancouver, Colombie-Britannique",Total,Femme,Total,,7.5
2020,"Vancouver, Colombie-Britannique",Moins de 18 ans,Femme,Total,,4.5
2020,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Total,,8.9
2020,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Total,,5.2
2020,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes dans les familles économiques,,4.1
2020,"Vancouver, Colombie-Britannique",Total,Homme,Personnes dans les familles économiques,,4.1
2020,"Vancouver, Colombie-Britannique",Total,Femme,Personnes dans les familles économiques,,4.2
2020,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,4.7
2020,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,4.4
2020,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,4.3
2020,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Personnes dans les familles économiques,,4.2
2020,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Personnes dans les familles économiques,,4.3
2020,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes hors famille économique,,24.3
2020,"Vancouver, Colombie-Britannique",Total,Homme,Personnes hors famille économique,,24.4
2020,"Vancouver, Colombie-Britannique",Total,Femme,Personnes hors famille économique,,24.1
2020,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,8.8
2020,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Personnes âgées hors famille économique,,10.1
2020,"Vancouver, Colombie-Britannique",,Les deux sexes,Personnes non âgées hors famille économique,,29.9
2020,"Vancouver, Colombie-Britannique",,Homme,Personnes non âgées hors famille économique,,29.0
2020,"Vancouver, Colombie-Britannique",,Femme,Personnes non âgées hors famille économique,,31.0
2021,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Total,,9.2
2021,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Total,,8.4
2021,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Total,,9.6
2021,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Total,,8.6
2021,"Vancouver, Colombie-Britannique",Total,Homme,Total,,8.0
2021,"Vancouver, Colombie-Britannique",Moins de 18 ans,Homme,Total,,9.2
2021,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Total,,7.9
2021,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Total,,7.3
2021,"Vancouver, Colombie-Britannique",Total,Femme,Total,,10.4
2021,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Total,,11.1
2021,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Total,,9.8
2021,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes dans les familles économiques,,5.8
2021,"Vancouver, Colombie-Britannique",Total,Homme,Personnes dans les familles économiques,,5.8
2021,"Vancouver, Colombie-Britannique",Total,Femme,Personnes dans les familles économiques,,5.7
2021,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,4.9
2021,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Personnes âgées dans les familles économiques,,4.8
2021,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Personnes âgées dans les familles économiques,,5.0
2021,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,8.3
2021,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,5.4
2021,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,5.2
2021,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Personnes dans les familles économiques,,5.2
2021,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Personnes dans les familles économiques,,5.3
2021,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes hors famille économique,,24.8
2021,"Vancouver, Colombie-Britannique",Total,Homme,Personnes hors famille économique,,18.2
2021,"Vancouver, Colombie-Britannique",Total,Femme,Personnes hors famille économique,,30.7
2021,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,17.9
2021,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Personnes âgées hors famille économique,,18.5
2021,"Vancouver, Colombie-Britannique",,Les deux sexes,Personnes non âgées hors famille économique,,27.3
2021,"Vancouver, Colombie-Britannique",,Homme,Personnes non âgées hors famille économique,,18.5
2021,"Vancouver, Colombie-Britannique",,Femme,Personnes non âgées hors famille économique,,36.8
2022,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Total,,12.4
2022,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Total,,11.4
2022,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Total,,13.2
2022,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Total,,10.4
2022,"Vancouver, Colombie-Britannique",Total,Homme,Total,,12.5
2022,"Vancouver, Colombie-Britannique",Moins de 18 ans,Homme,Total,,11.6
2022,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Total,,13.2
2022,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Total,,10.3
2022,"Vancouver, Colombie-Britannique",Total,Femme,Total,,12.3
2022,"Vancouver, Colombie-Britannique",Moins de 18 ans,Femme,Total,,11.1
2022,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Total,,13.1
2022,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Total,,10.4
2022,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes dans les familles économiques,,8.3
2022,"Vancouver, Colombie-Britannique",Total,Homme,Personnes dans les familles économiques,,8.3
2022,"Vancouver, Colombie-Britannique",Total,Femme,Personnes dans les familles économiques,,8.3
2022,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,6.5
2022,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Personnes âgées dans les familles économiques,,7.2
2022,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Personnes âgées dans les familles économiques,,5.7
2022,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,11.1
2022,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,9.4
2022,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,24.2
2022,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,11.8
2022,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.9
2022,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Personnes dans les familles économiques,,7.6
2022,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Personnes dans les familles économiques,,8.2
2022,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes hors famille économique,,30.0
2022,"Vancouver, Colombie-Britannique",Total,Homme,Personnes hors famille économique,,30.3
2022,"Vancouver, Colombie-Britannique",Total,Femme,Personnes hors famille économique,,29.7
2022,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,22.2
2022,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Personnes âgées hors famille économique,,24.7
2022,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Personnes âgées hors famille économique,,20.9
2022,"Vancouver, Colombie-Britannique",,Les deux sexes,Personnes non âgées hors famille économique,,32.4
2022,"Vancouver, Colombie-Britannique",,Homme,Personnes non âgées hors famille économique,,31.3
2022,"Vancouver, Colombie-Britannique",,Femme,Personnes non âgées hors famille économique,,33.7
2023,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Total,,12.6
2023,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Total,,12.6
2023,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Total,,13.5
2023,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Total,,9.2
2023,"Vancouver, Colombie-Britannique",Total,Homme,Total,,11.9
2023,"Vancouver, Colombie-Britannique",Moins de 18 ans,Homme,Total,,11.9
2023,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Total,,12.6
2023,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Total,,8.7
2023,"Vancouver, Colombie-Britannique",Total,Femme,Total,,13.2
2023,"Vancouver, Colombie-Britannique",Moins de 18 ans,Femme,Total,,13.3
2023,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Total,,14.2
2023,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Total,,9.6
2023,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes dans les familles économiques,,8.6
2023,"Vancouver, Colombie-Britannique",Total,Homme,Personnes dans les familles économiques,,8.4
2023,"Vancouver, Colombie-Britannique",Total,Femme,Personnes dans les familles économiques,,8.9
2023,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,6.0
2023,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Personnes âgées dans les familles économiques,,6.7
2023,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Personnes âgées dans les familles économiques,,5.2
2023,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,12.3
2023,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,9.8
2023,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,32.1
2023,"Vancouver, Colombie-Britannique",Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,9.1
2023,"Vancouver, Colombie-Britannique",18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,8.2
2023,"Vancouver, Colombie-Britannique",18 à 64 ans,Homme,Personnes dans les familles économiques,,7.7
2023,"Vancouver, Colombie-Britannique",18 à 64 ans,Femme,Personnes dans les familles économiques,,8.6
2023,"Vancouver, Colombie-Britannique",Total,Les deux sexes,Personnes hors famille économique,,29.1
2023,"Vancouver, Colombie-Britannique",Total,Homme,Personnes hors famille économique,,27.0
2023,"Vancouver, Colombie-Britannique",Total,Femme,Personnes hors famille économique,,31.0
2023,"Vancouver, Colombie-Britannique",65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,18.8
2023,"Vancouver, Colombie-Britannique",65 ans et plus,Homme,Personnes âgées hors famille économique,,17.5
2023,"Vancouver, Colombie-Britannique",65 ans et plus,Femme,Personnes âgées hors famille économique,,19.4
2023,"Vancouver, Colombie-Britannique",,Les deux sexes,Personnes non âgées hors famille économique,,32.2
2023,"Vancouver, Colombie-Britannique",,Homme,Personnes non âgées hors famille économique,,28.8
2023,"Vancouver, Colombie-Britannique",,Femme,Personnes non âgées hors famille économique,,35.9
2015,"Winnipeg, Manitoba",Total,Les deux sexes,Total,,15.7
2015,"Winnipeg, Manitoba",Moins de 18 ans,Les deux sexes,Total,,21.0
2015,"Winnipeg, Manitoba",18 à 64 ans,Les deux sexes,Total,,16.1
2015,"Winnipeg, Manitoba",65 ans et plus,Les deux sexes,Total,,5.8
2015,"Winnipeg, Manitoba",Total,Homme,Total,,16.0
2015,"Winnipeg, Manitoba",Moins de 18 ans,Homme,Total,,24.7
2015,"Winnipeg, Manitoba",18 à 64 ans,Homme,Total,,15.8
2015,"Winnipeg, Manitoba",Total,Femme,Total,,15.4
