Year,Units,Géographie,Infractions,Âge de l'accusé,Sexe de l'accusé,Value
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre la personne,Autres âges,Sexe inconnu,29.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre la personne,Autres âges,Sexe inconnu,0.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre la personne,Autres âges,Sexe inconnu,93.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre la personne,Autres âges,Sexe inconnu,141.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre la personne,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre la personne,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre la personne,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre la personne,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre la personne,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre la personne,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre la personne,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre la personne,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre la personne,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre la personne,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",78.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",85.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",92.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",120.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",134.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,78.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,89.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,95.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,120.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,127.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,83.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,79.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,92.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,127.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,177.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,0.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,0.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,0.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,0.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,0.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,65.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,82.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,92.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,108.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,147.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,"Total, le sexe de l'accusé",71.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,"Total, le sexe de l'accusé",81.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,"Total, le sexe de l'accusé",93.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,"Total, le sexe de l'accusé",121.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,"Total, le sexe de l'accusé",141.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,Hommes,71.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,Hommes,85.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,Hommes,92.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,Hommes,127.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,Hommes,128.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,Femmes,71.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,Femmes,86.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,Femmes,97.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,Femmes,132.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,Femmes,172.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,Sexe inconnu,58.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,Sexe inconnu,78.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,Sexe inconnu,92.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,Sexe inconnu,106.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,12 à 15 ans,Sexe inconnu,153.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,"Total, le sexe de l'accusé",86.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,"Total, le sexe de l'accusé",88.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,"Total, le sexe de l'accusé",92.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,"Total, le sexe de l'accusé",119.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,"Total, le sexe de l'accusé",127.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,Hommes,80.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,Hommes,92.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,Hommes,98.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,Hommes,114.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,Hommes,113.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,Femmes,92.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,Femmes,71.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,Femmes,92.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,Femmes,120.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,Femmes,176.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,Sexe inconnu,89.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,Sexe inconnu,92.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,Sexe inconnu,92.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,Sexe inconnu,123.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,16 et 17 ans,Sexe inconnu,131.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,"Total, le sexe de l'accusé",58.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,"Total, le sexe de l'accusé",57.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,"Total, le sexe de l'accusé",71.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,"Total, le sexe de l'accusé",36.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,"Total, le sexe de l'accusé",158.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,Hommes,92.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,Hommes,131.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,Hommes,120.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,Hommes,0.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,Hommes,116.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,Femmes,24.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,Femmes,1.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,Femmes,36.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,Femmes,0.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,Femmes,352.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,Sexe inconnu,92.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,Sexe inconnu,0.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,Sexe inconnu,64.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,Sexe inconnu,36.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Autres âges,Sexe inconnu,158.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre les biens,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",43.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",29.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",12.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",22.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",43.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Hommes,32.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Hommes,15.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Hommes,7.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Hommes,10.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Hommes,8.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Femmes,66.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Femmes,69.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Femmes,38.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Femmes,50.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Femmes,107.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sociétés,0.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sociétés,0.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sociétés,0.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sociétés,0.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sociétés,0.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sexe inconnu,57.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sexe inconnu,33.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sexe inconnu,5.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sexe inconnu,31.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sexe inconnu,78.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,"Total, le sexe de l'accusé",23.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,"Total, le sexe de l'accusé",36.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,"Total, le sexe de l'accusé",9.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,"Total, le sexe de l'accusé",31.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,"Total, le sexe de l'accusé",29.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,Hommes,10.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,Hommes,14.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,Hommes,5.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,Hommes,18.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,Hommes,7.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,Femmes,43.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,Femmes,105.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,Femmes,64.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,Femmes,29.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,Femmes,108.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,Sexe inconnu,23.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,Sexe inconnu,20.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,Sexe inconnu,18.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,Sexe inconnu,85.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,12 à 15 ans,Sexe inconnu,59.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,"Total, le sexe de l'accusé",65.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,"Total, le sexe de l'accusé",29.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,"Total, le sexe de l'accusé",14.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,"Total, le sexe de l'accusé",24.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,"Total, le sexe de l'accusé",43.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,Hommes,50.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,Hommes,15.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,Hommes,8.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,Hommes,13.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,Hommes,9.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,Femmes,85.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,Femmes,45.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,Femmes,29.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,Femmes,81.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,Femmes,125.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,Sexe inconnu,71.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,Sexe inconnu,94.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,Sexe inconnu,5.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,Sexe inconnu,7.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,16 et 17 ans,Sexe inconnu,47.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,"Total, le sexe de l'accusé",2.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,"Total, le sexe de l'accusé",6.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,"Total, le sexe de l'accusé",12.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,"Total, le sexe de l'accusé",1.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,"Total, le sexe de l'accusé",67.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,Hommes,2.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,Hommes,23.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,Hommes,8.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,Hommes,1.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,Hommes,1.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,Femmes,386.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,Femmes,1.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,Femmes,69.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,Femmes,1.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,Femmes,29.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,Sexe inconnu,0.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,Sexe inconnu,1.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,Sexe inconnu,1.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,Sexe inconnu,22.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Autres âges,Sexe inconnu,136.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",0.0
2014/2015,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2015/2016,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2016/2017,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2017/2018,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2018/2019,Tribunaux de la jeunesse,Saskatchewan,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,Sociétés,0.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",128.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",127.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",134.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",129.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",142.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Hommes,128.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Hommes,127.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Hommes,134.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Hommes,134.0
2018/2019,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Hommes,142.0
2014/2015,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Femmes,127.0
2015/2016,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Femmes,127.0
2016/2017,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Femmes,134.0
2017/2018,Tribunaux de la jeunesse,Alberta,Total des infractions,"Total, l'âge de l'accusé",Femmes,124.0
