Year,Géographie,Caractéristiques de la population,Niveau de scolarité,Groupe d'âge,Sexe,GeoCode,Value
2021,Ontario,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,35,72.0
2021,Ontario,Population totale,Études tertiaires,35 à 44 ans,Homme,35,65.0
2021,Ontario,Population totale,Études tertiaires,35 à 44 ans,Femme,35,79.0
2021,Ontario,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,35,68.0
2021,Ontario,Population totale,Études tertiaires,45 à 54 ans,Homme,35,64.0
2021,Ontario,Population totale,Études tertiaires,45 à 54 ans,Femme,35,73.0
2021,Ontario,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,35,58.0
2021,Ontario,Population totale,Études tertiaires,55 à 64 ans,Homme,35,56.0
2021,Ontario,Population totale,Études tertiaires,55 à 64 ans,Femme,35,59.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,35,29.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Homme,35,26.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Femme,35,31.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Les deux sexes,35,26.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Homme,35,25.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Femme,35,28.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Les deux sexes,35,27.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Homme,35,26.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Femme,35,28.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Les deux sexes,35,29.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Homme,35,26.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Femme,35,32.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,35,30.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,35,28.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,35,33.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,35,29.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,35,27.0
2021,Ontario,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,35,31.0
2021,Ontario,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,35,26.0
2021,Ontario,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,35,24.0
2021,Ontario,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,35,28.0
2021,Ontario,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,35,32.0
2021,Ontario,Population totale,Baccalauréat,25 à 34 ans,Homme,35,29.0
2021,Ontario,Population totale,Baccalauréat,25 à 34 ans,Femme,35,36.0
2021,Ontario,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,35,30.0
2021,Ontario,Population totale,Baccalauréat,30 à 34 ans,Homme,35,27.0
2021,Ontario,Population totale,Baccalauréat,30 à 34 ans,Femme,35,34.0
2021,Ontario,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,35,27.0
2021,Ontario,Population totale,Baccalauréat,35 à 44 ans,Homme,35,24.0
2021,Ontario,Population totale,Baccalauréat,35 à 44 ans,Femme,35,30.0
2021,Ontario,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,35,25.0
2021,Ontario,Population totale,Baccalauréat,45 à 54 ans,Homme,35,23.0
2021,Ontario,Population totale,Baccalauréat,45 à 54 ans,Femme,35,27.0
2021,Ontario,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,35,19.0
2021,Ontario,Population totale,Baccalauréat,55 à 64 ans,Homme,35,18.0
2021,Ontario,Population totale,Baccalauréat,55 à 64 ans,Femme,35,20.0
2021,Ontario,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,35,13.0
2021,Ontario,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,35,13.0
2021,Ontario,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,35,13.0
2021,Ontario,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,35,14.0
2021,Ontario,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,35,12.0
2021,Ontario,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,35,16.0
2021,Ontario,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,35,17.0
2021,Ontario,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,35,15.0
2021,Ontario,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,35,19.0
2021,Ontario,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,35,16.0
2021,Ontario,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,35,15.0
2021,Ontario,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,35,17.0
2021,Ontario,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,35,13.0
2021,Ontario,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,35,14.0
2021,Ontario,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,35,13.0
2021,Ontario,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,35,10.0
2021,Ontario,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,35,11.0
2021,Ontario,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,35,8.0
2021,Manitoba,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,46,57.0
2021,Manitoba,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,46,51.0
2021,Manitoba,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,46,64.0
2021,Manitoba,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,46,59.0
2021,Manitoba,Population totale,Études tertiaires,25 à 34 ans,Homme,46,52.0
2021,Manitoba,Population totale,Études tertiaires,25 à 34 ans,Femme,46,66.0
2021,Manitoba,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,46,63.0
2021,Manitoba,Population totale,Études tertiaires,30 à 34 ans,Homme,46,56.0
2021,Manitoba,Population totale,Études tertiaires,30 à 34 ans,Femme,46,69.0
2021,Manitoba,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,46,63.0
2021,Manitoba,Population totale,Études tertiaires,35 à 44 ans,Homme,46,55.0
2021,Manitoba,Population totale,Études tertiaires,35 à 44 ans,Femme,46,70.0
2021,Manitoba,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,46,59.0
2021,Manitoba,Population totale,Études tertiaires,45 à 54 ans,Homme,46,53.0
2021,Manitoba,Population totale,Études tertiaires,45 à 54 ans,Femme,46,66.0
2021,Manitoba,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,46,48.0
2021,Manitoba,Population totale,Études tertiaires,55 à 64 ans,Homme,46,44.0
2021,Manitoba,Population totale,Études tertiaires,55 à 64 ans,Femme,46,52.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,46,26.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Homme,46,23.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Femme,46,29.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Les deux sexes,46,24.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Homme,46,22.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Femme,46,25.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Les deux sexes,46,24.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Homme,46,23.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Femme,46,26.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Les deux sexes,46,26.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Homme,46,24.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Femme,46,29.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,46,28.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,46,24.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,46,31.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,46,27.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,46,22.0
2021,Manitoba,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,46,31.0
2021,Manitoba,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,46,23.0
2021,Manitoba,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,46,20.0
2021,Manitoba,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,46,26.0
2021,Manitoba,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,46,27.0
2021,Manitoba,Population totale,Baccalauréat,25 à 34 ans,Homme,46,22.0
2021,Manitoba,Population totale,Baccalauréat,25 à 34 ans,Femme,46,32.0
2021,Manitoba,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,46,29.0
2021,Manitoba,Population totale,Baccalauréat,30 à 34 ans,Homme,46,24.0
2021,Manitoba,Population totale,Baccalauréat,30 à 34 ans,Femme,46,34.0
2021,Manitoba,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,46,26.0
2021,Manitoba,Population totale,Baccalauréat,35 à 44 ans,Homme,46,22.0
2021,Manitoba,Population totale,Baccalauréat,35 à 44 ans,Femme,46,30.0
2021,Manitoba,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,46,22.0
2021,Manitoba,Population totale,Baccalauréat,45 à 54 ans,Homme,46,19.0
2021,Manitoba,Population totale,Baccalauréat,45 à 54 ans,Femme,46,25.0
2021,Manitoba,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,46,15.0
2021,Manitoba,Population totale,Baccalauréat,55 à 64 ans,Homme,46,15.0
2021,Manitoba,Population totale,Baccalauréat,55 à 64 ans,Femme,46,16.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,46,8.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,46,8.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,46,9.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,46,8.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,46,7.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,46,9.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,46,9.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,46,9.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,46,10.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,46,10.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,46,9.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,46,10.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,46,10.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,46,10.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,46,10.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,46,6.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,46,6.0
2021,Manitoba,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,46,6.0
2021,Saskatchewan,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,47,50.0
2021,Saskatchewan,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,47,40.0
2021,Saskatchewan,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,47,61.0
2021,Saskatchewan,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,47,51.0
2021,Saskatchewan,Population totale,Études tertiaires,25 à 34 ans,Homme,47,40.0
2021,Saskatchewan,Population totale,Études tertiaires,25 à 34 ans,Femme,47,64.0
2021,Saskatchewan,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,47,54.0
2021,Saskatchewan,Population totale,Études tertiaires,30 à 34 ans,Homme,47,43.0
2021,Saskatchewan,Population totale,Études tertiaires,30 à 34 ans,Femme,47,66.0
2021,Saskatchewan,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,47,57.0
2021,Saskatchewan,Population totale,Études tertiaires,35 à 44 ans,Homme,47,44.0
2021,Saskatchewan,Population totale,Études tertiaires,35 à 44 ans,Femme,47,69.0
2021,Saskatchewan,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,47,52.0
2021,Saskatchewan,Population totale,Études tertiaires,45 à 54 ans,Homme,47,43.0
2021,Saskatchewan,Population totale,Études tertiaires,45 à 54 ans,Femme,47,62.0
2021,Saskatchewan,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,47,41.0
2021,Saskatchewan,Population totale,Études tertiaires,55 à 64 ans,Homme,47,32.0
2021,Saskatchewan,Population totale,Études tertiaires,55 à 64 ans,Femme,47,50.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,47,23.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Homme,47,16.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Femme,47,29.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Les deux sexes,47,20.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Homme,47,15.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Femme,47,25.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Les deux sexes,47,19.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Homme,47,15.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Femme,47,24.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Les deux sexes,47,24.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Homme,47,18.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Femme,47,30.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,47,24.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,47,16.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,47,33.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,47,23.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,47,16.0
2021,Saskatchewan,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,47,30.0
2021,Saskatchewan,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,47,20.0
2021,Saskatchewan,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,47,17.0
2021,Saskatchewan,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,47,24.0
2021,Saskatchewan,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,47,25.0
2021,Saskatchewan,Population totale,Baccalauréat,25 à 34 ans,Homme,47,20.0
2021,Saskatchewan,Population totale,Baccalauréat,25 à 34 ans,Femme,47,30.0
2021,Saskatchewan,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,47,27.0
2021,Saskatchewan,Population totale,Baccalauréat,30 à 34 ans,Homme,47,22.0
2021,Saskatchewan,Population totale,Baccalauréat,30 à 34 ans,Femme,47,32.0
2021,Saskatchewan,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,47,24.0
2021,Saskatchewan,Population totale,Baccalauréat,35 à 44 ans,Homme,47,18.0
2021,Saskatchewan,Population totale,Baccalauréat,35 à 44 ans,Femme,47,30.0
2021,Saskatchewan,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,47,20.0
2021,Saskatchewan,Population totale,Baccalauréat,45 à 54 ans,Homme,47,18.0
2021,Saskatchewan,Population totale,Baccalauréat,45 à 54 ans,Femme,47,22.0
2021,Saskatchewan,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,47,13.0
2021,Saskatchewan,Population totale,Baccalauréat,55 à 64 ans,Homme,47,12.0
2021,Saskatchewan,Population totale,Baccalauréat,55 à 64 ans,Femme,47,14.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,47,7.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,47,7.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,47,8.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,47,7.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,47,5.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,47,9.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,47,9.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,47,7.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,47,11.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,47,9.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,47,9.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,47,9.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,47,8.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,47,9.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,47,7.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,47,5.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,47,5.0
2021,Saskatchewan,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,47,6.0
2021,Alberta,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,48,58.0
2021,Alberta,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,48,49.0
2021,Alberta,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,48,66.0
2021,Alberta,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,48,57.0
2021,Alberta,Population totale,Études tertiaires,25 à 34 ans,Homme,48,48.0
2021,Alberta,Population totale,Études tertiaires,25 à 34 ans,Femme,48,67.0
2021,Alberta,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,48,58.0
2021,Alberta,Population totale,Études tertiaires,30 à 34 ans,Homme,48,49.0
2021,Alberta,Population totale,Études tertiaires,30 à 34 ans,Femme,48,69.0
2021,Alberta,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,48,62.0
2021,Alberta,Population totale,Études tertiaires,35 à 44 ans,Homme,48,53.0
2021,Alberta,Population totale,Études tertiaires,35 à 44 ans,Femme,48,72.0
2021,Alberta,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,48,60.0
2021,Alberta,Population totale,Études tertiaires,45 à 54 ans,Homme,48,51.0
2021,Alberta,Population totale,Études tertiaires,45 à 54 ans,Femme,48,69.0
2021,Alberta,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,48,50.0
2021,Alberta,Population totale,Études tertiaires,55 à 64 ans,Homme,48,44.0
2021,Alberta,Population totale,Études tertiaires,55 à 64 ans,Femme,48,56.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,48,25.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Homme,48,19.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Femme,48,30.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Les deux sexes,48,22.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Homme,48,18.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Femme,48,25.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Les deux sexes,48,22.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Homme,48,18.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Femme,48,25.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Les deux sexes,48,26.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Homme,48,21.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Femme,48,30.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,48,28.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,48,20.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,48,36.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,48,24.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,48,17.0
2021,Alberta,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,48,31.0
2021,Alberta,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,48,23.0
2021,Alberta,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,48,21.0
2021,Alberta,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,48,26.0
2021,Alberta,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,48,26.0
2021,Alberta,Population totale,Baccalauréat,25 à 34 ans,Homme,48,22.0
2021,Alberta,Population totale,Baccalauréat,25 à 34 ans,Femme,48,31.0
2021,Alberta,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,48,26.0
2021,Alberta,Population totale,Baccalauréat,30 à 34 ans,Homme,48,22.0
2021,Alberta,Population totale,Baccalauréat,30 à 34 ans,Femme,48,29.0
2021,Alberta,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,48,26.0
2021,Alberta,Population totale,Baccalauréat,35 à 44 ans,Homme,48,22.0
2021,Alberta,Population totale,Baccalauréat,35 à 44 ans,Femme,48,29.0
2021,Alberta,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,48,22.0
2021,Alberta,Population totale,Baccalauréat,45 à 54 ans,Homme,48,21.0
2021,Alberta,Population totale,Baccalauréat,45 à 54 ans,Femme,48,23.0
2021,Alberta,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,48,18.0
2021,Alberta,Population totale,Baccalauréat,55 à 64 ans,Homme,48,18.0
2021,Alberta,Population totale,Baccalauréat,55 à 64 ans,Femme,48,18.0
2021,Alberta,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,48,10.0
2021,Alberta,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,48,9.0
2021,Alberta,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,48,10.0
2021,Alberta,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,48,9.0
2021,Alberta,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,48,7.0
2021,Alberta,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,48,12.0
2021,Alberta,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,48,11.0
2021,Alberta,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,48,9.0
2021,Alberta,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,48,14.0
2021,Alberta,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,48,11.0
2021,Alberta,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,48,10.0
2021,Alberta,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,48,12.0
2021,Alberta,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,48,10.0
2021,Alberta,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,48,11.0
2021,Alberta,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,48,10.0
2021,Alberta,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,48,8.0
2021,Alberta,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,48,9.0
2021,Alberta,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,48,7.0
2021,Colombie-Britannique,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,59,62.0
2021,Colombie-Britannique,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,59,54.0
2021,Colombie-Britannique,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,59,71.0
2021,Colombie-Britannique,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,59,67.0
2021,Colombie-Britannique,Population totale,Études tertiaires,25 à 34 ans,Homme,59,57.0
2021,Colombie-Britannique,Population totale,Études tertiaires,25 à 34 ans,Femme,59,77.0
2021,Colombie-Britannique,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,59,69.0
2021,Colombie-Britannique,Population totale,Études tertiaires,30 à 34 ans,Homme,59,61.0
2021,Colombie-Britannique,Population totale,Études tertiaires,30 à 34 ans,Femme,59,78.0
2021,Colombie-Britannique,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,59,67.0
2021,Colombie-Britannique,Population totale,Études tertiaires,35 à 44 ans,Homme,59,57.0
2021,Colombie-Britannique,Population totale,Études tertiaires,35 à 44 ans,Femme,59,77.0
2021,Colombie-Britannique,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,59,63.0
2021,Colombie-Britannique,Population totale,Études tertiaires,45 à 54 ans,Homme,59,56.0
2021,Colombie-Britannique,Population totale,Études tertiaires,45 à 54 ans,Femme,59,70.0
2021,Colombie-Britannique,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,59,53.0
2021,Colombie-Britannique,Population totale,Études tertiaires,55 à 64 ans,Homme,59,45.0
2021,Colombie-Britannique,Population totale,Études tertiaires,55 à 64 ans,Femme,59,60.0
2021,Colombie-Britannique,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,59,23.0
