Year,Géographie,Groupe d'âge,Genre,Groupe autochtone,Niveau de scolarité atteint,Minorité visible,Status d'immigrant,GeoCode,Value
2025,"Montréal, Quebec CMA","Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,73.0
2025,"Montréal, Quebec CMA","Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,,60.8
2025,"Montréal, Quebec CMA","Total, 15 ans et plus",Total - Genre,,,,Populations nées au Canada,,61.6
2025,Ontario,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus,35,58.9
2025,Ontario,"Total, 15 ans et plus",Hommes+,,,,Immigrants reçus,35,65.3
2025,Ontario,"Total, 15 ans et plus",Femmes+,,,,Immigrants reçus,35,53.0
2025,Ontario,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,35,68.2
2025,Ontario,"Total, 15 ans et plus",Hommes+,,,,Immigrants reçus 5 ans et moins auparavant,35,76.1
2025,Ontario,"Total, 15 ans et plus",Femmes+,,,,Immigrants reçus 5 ans et moins auparavant,35,60.4
2025,Ontario,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,35,70.6
2025,Ontario,"Total, 15 ans et plus",Hommes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,35,78.0
2025,Ontario,"Total, 15 ans et plus",Femmes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,35,62.8
2025,Ontario,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,35,54.9
2025,Ontario,"Total, 15 ans et plus",Hommes+,,,,Immigrants reçus plus de 10 ans auparavant,35,60.5
2025,Ontario,"Total, 15 ans et plus",Femmes+,,,,Immigrants reçus plus de 10 ans auparavant,35,50.0
2025,Ontario,"Total, 15 ans et plus",Total - Genre,,,,Populations nées au Canada,35,60.1
2025,Ontario,"Total, 15 ans et plus",Hommes+,,,,Populations nées au Canada,35,62.4
2025,Ontario,"Total, 15 ans et plus",Femmes+,,,,Populations nées au Canada,35,57.8
2025,"Toronto, Ontario CMA","Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus,,59.8
2025,"Toronto, Ontario CMA","Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,,69.0
2025,"Toronto, Ontario CMA","Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,70.7
2025,"Toronto, Ontario CMA","Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,,56.3
2025,"Toronto, Ontario CMA","Total, 15 ans et plus",Total - Genre,,,,Populations nées au Canada,,62.2
2025,Manitoba and Saskatchewan,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus,,69.9
2025,Manitoba and Saskatchewan,"Total, 15 ans et plus",Hommes+,,,,Immigrants reçus,,74.9
2025,Manitoba and Saskatchewan,"Total, 15 ans et plus",Femmes+,,,,Immigrants reçus,,65.2
2025,Manitoba and Saskatchewan,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,,71.5
2025,Manitoba and Saskatchewan,"Total, 15 ans et plus",Hommes+,,,,Immigrants reçus 5 ans et moins auparavant,,78.6
2025,Manitoba and Saskatchewan,"Total, 15 ans et plus",Femmes+,,,,Immigrants reçus 5 ans et moins auparavant,,64.6
2025,Manitoba and Saskatchewan,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,77.9
2025,Manitoba and Saskatchewan,"Total, 15 ans et plus",Hommes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,81.8
2025,Manitoba and Saskatchewan,"Total, 15 ans et plus",Femmes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,74.3
2025,Manitoba and Saskatchewan,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,,66.6
2025,Manitoba and Saskatchewan,"Total, 15 ans et plus",Hommes+,,,,Immigrants reçus plus de 10 ans auparavant,,70.8
2025,Manitoba and Saskatchewan,"Total, 15 ans et plus",Femmes+,,,,Immigrants reçus plus de 10 ans auparavant,,62.5
2025,Manitoba and Saskatchewan,"Total, 15 ans et plus",Total - Genre,,,,Populations nées au Canada,,60.6
2025,Manitoba and Saskatchewan,"Total, 15 ans et plus",Hommes+,,,,Populations nées au Canada,,64.2
2025,Manitoba and Saskatchewan,"Total, 15 ans et plus",Femmes+,,,,Populations nées au Canada,,56.9
2025,Manitoba,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus,46,69.2
2025,Manitoba,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,46,71.4
2025,Manitoba,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,46,79.2
2025,Manitoba,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,46,65.4
2025,Manitoba,"Total, 15 ans et plus",Total - Genre,,,,Populations nées au Canada,46,59.4
2025,Saskatchewan,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus,47,71.3
2025,Saskatchewan,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,47,71.7
2025,Saskatchewan,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,47,75.9
2025,Saskatchewan,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,47,69.3
2025,Saskatchewan,"Total, 15 ans et plus",Total - Genre,,,,Populations nées au Canada,47,61.9
2025,Alberta,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus,48,65.6
2025,Alberta,"Total, 15 ans et plus",Hommes+,,,,Immigrants reçus,48,71.8
2025,Alberta,"Total, 15 ans et plus",Femmes+,,,,Immigrants reçus,48,59.7
2025,Alberta,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,48,66.2
2025,Alberta,"Total, 15 ans et plus",Hommes+,,,,Immigrants reçus 5 ans et moins auparavant,48,77.0
2025,Alberta,"Total, 15 ans et plus",Femmes+,,,,Immigrants reçus 5 ans et moins auparavant,48,55.7
2025,Alberta,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,48,73.3
2025,Alberta,"Total, 15 ans et plus",Hommes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,48,79.5
2025,Alberta,"Total, 15 ans et plus",Femmes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,48,67.5
2025,Alberta,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,48,63.7
2025,Alberta,"Total, 15 ans et plus",Hommes+,,,,Immigrants reçus plus de 10 ans auparavant,48,68.8
2025,Alberta,"Total, 15 ans et plus",Femmes+,,,,Immigrants reçus plus de 10 ans auparavant,48,58.7
2025,Alberta,"Total, 15 ans et plus",Total - Genre,,,,Populations nées au Canada,48,63.0
2025,Alberta,"Total, 15 ans et plus",Hommes+,,,,Populations nées au Canada,48,67.2
2025,Alberta,"Total, 15 ans et plus",Femmes+,,,,Populations nées au Canada,48,58.6
2025,Colombie-Britannique,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus,59,60.9
2025,Colombie-Britannique,"Total, 15 ans et plus",Hommes+,,,,Immigrants reçus,59,66.6
2025,Colombie-Britannique,"Total, 15 ans et plus",Femmes+,,,,Immigrants reçus,59,55.8
2025,Colombie-Britannique,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,59,73.3
2025,Colombie-Britannique,"Total, 15 ans et plus",Hommes+,,,,Immigrants reçus 5 ans et moins auparavant,59,80.8
2025,Colombie-Britannique,"Total, 15 ans et plus",Femmes+,,,,Immigrants reçus 5 ans et moins auparavant,59,66.2
2025,Colombie-Britannique,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,59,72.6
2025,Colombie-Britannique,"Total, 15 ans et plus",Hommes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,59,79.6
2025,Colombie-Britannique,"Total, 15 ans et plus",Femmes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,59,66.2
2025,Colombie-Britannique,"Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,59,56.3
2025,Colombie-Britannique,"Total, 15 ans et plus",Hommes+,,,,Immigrants reçus plus de 10 ans auparavant,59,61.2
2025,Colombie-Britannique,"Total, 15 ans et plus",Femmes+,,,,Immigrants reçus plus de 10 ans auparavant,59,51.9
2025,Colombie-Britannique,"Total, 15 ans et plus",Total - Genre,,,,Populations nées au Canada,59,60.1
2025,Colombie-Britannique,"Total, 15 ans et plus",Hommes+,,,,Populations nées au Canada,59,63.7
2025,Colombie-Britannique,"Total, 15 ans et plus",Femmes+,,,,Populations nées au Canada,59,56.5
2025,"Vancouver, British Columbia CMA","Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus,,61.9
2025,"Vancouver, British Columbia CMA","Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,,71.7
2025,"Vancouver, British Columbia CMA","Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,71.4
2025,"Vancouver, British Columbia CMA","Total, 15 ans et plus",Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,,58.3
2025,"Vancouver, British Columbia CMA","Total, 15 ans et plus",Total - Genre,,,,Populations nées au Canada,,63.3
2015,Canada,15 à 24 ans,Total - Genre,,,,Immigrants reçus,,48.3
2015,Canada,25 à 54 ans,Total - Genre,,,,Immigrants reçus,,77.2
2015,Canada,55 ans et plus,Total - Genre,,,,Immigrants reçus,,34.4
2015,Canada,15 à 24 ans,Hommes+,,,,Immigrants reçus,,48.2
2015,Canada,25 à 54 ans,Hommes+,,,,Immigrants reçus,,85.9
2015,Canada,55 ans et plus,Hommes+,,,,Immigrants reçus,,41.0
2015,Canada,15 à 24 ans,Femmes+,,,,Immigrants reçus,,48.4
2015,Canada,25 à 54 ans,Femmes+,,,,Immigrants reçus,,69.4
2015,Canada,55 ans et plus,Femmes+,,,,Immigrants reçus,,28.4
2015,Canada,15 à 24 ans,Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,,44.8
2015,Canada,25 à 54 ans,Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,,66.6
2015,Canada,55 ans et plus,Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,,26.4
2015,Canada,15 à 24 ans,Hommes+,,,,Immigrants reçus 5 ans et moins auparavant,,49.3
2015,Canada,25 à 54 ans,Hommes+,,,,Immigrants reçus 5 ans et moins auparavant,,80.7
2015,Canada,55 ans et plus,Hommes+,,,,Immigrants reçus 5 ans et moins auparavant,,35.2
2015,Canada,15 à 24 ans,Femmes+,,,,Immigrants reçus 5 ans et moins auparavant,,39.3
2015,Canada,25 à 54 ans,Femmes+,,,,Immigrants reçus 5 ans et moins auparavant,,54.4
2015,Canada,55 ans et plus,Femmes+,,,,Immigrants reçus 5 ans et moins auparavant,,19.0
2015,Canada,15 à 24 ans,Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,46.4
2015,Canada,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,76.2
2015,Canada,55 ans et plus,Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,39.5
2015,Canada,15 à 24 ans,Hommes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,47.5
2015,Canada,25 à 54 ans,Hommes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,87.4
2015,Canada,55 ans et plus,Hommes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,52.5
2015,Canada,15 à 24 ans,Femmes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,45.1
2015,Canada,25 à 54 ans,Femmes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,66.2
2015,Canada,55 ans et plus,Femmes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,27.0
2015,Canada,15 à 24 ans,Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,,51.8
2015,Canada,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,,80.7
2015,Canada,55 ans et plus,Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,,34.4
2015,Canada,15 à 24 ans,Hommes+,,,,Immigrants reçus plus de 10 ans auparavant,,47.8
2015,Canada,25 à 54 ans,Hommes+,,,,Immigrants reçus plus de 10 ans auparavant,,87.0
2015,Canada,55 ans et plus,Hommes+,,,,Immigrants reçus plus de 10 ans auparavant,,40.7
2015,Canada,15 à 24 ans,Femmes+,,,,Immigrants reçus plus de 10 ans auparavant,,55.3
2015,Canada,25 à 54 ans,Femmes+,,,,Immigrants reçus plus de 10 ans auparavant,,75.0
2015,Canada,55 ans et plus,Femmes+,,,,Immigrants reçus plus de 10 ans auparavant,,28.8
2015,Canada,15 à 24 ans,Total - Genre,,,,Populations nées au Canada,,58.9
2015,Canada,25 à 54 ans,Total - Genre,,,,Populations nées au Canada,,83.2
2015,Canada,55 ans et plus,Total - Genre,,,,Populations nées au Canada,,35.2
2015,Canada,15 à 24 ans,Hommes+,,,,Populations nées au Canada,,57.3
2015,Canada,25 à 54 ans,Hommes+,,,,Populations nées au Canada,,85.4
2015,Canada,55 ans et plus,Hommes+,,,,Populations nées au Canada,,40.9
2015,Canada,15 à 24 ans,Femmes+,,,,Populations nées au Canada,,60.6
2015,Canada,25 à 54 ans,Femmes+,,,,Populations nées au Canada,,81.0
2015,Canada,55 ans et plus,Femmes+,,,,Populations nées au Canada,,30.0
2015,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,,Immigrants reçus,,75.3
2015,Région de l'Atlantique,25 à 54 ans,Hommes+,,,,Immigrants reçus,,83.1
2015,Région de l'Atlantique,25 à 54 ans,Femmes+,,,,Immigrants reçus,,67.9
2015,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,,69.8
2015,Région de l'Atlantique,25 à 54 ans,Hommes+,,,,Immigrants reçus 5 ans et moins auparavant,,79.7
2015,Région de l'Atlantique,25 à 54 ans,Femmes+,,,,Immigrants reçus 5 ans et moins auparavant,,61.4
2015,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,76.4
2015,Région de l'Atlantique,25 à 54 ans,Hommes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,87.5
2015,Région de l'Atlantique,25 à 54 ans,Femmes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,67.5
2015,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,,78.0
2015,Région de l'Atlantique,25 à 54 ans,Hommes+,,,,Immigrants reçus plus de 10 ans auparavant,,84.2
2015,Région de l'Atlantique,25 à 54 ans,Femmes+,,,,Immigrants reçus plus de 10 ans auparavant,,72.6
2015,Région de l'Atlantique,25 à 54 ans,Total - Genre,,,,Populations nées au Canada,,79.1
2015,Région de l'Atlantique,25 à 54 ans,Hommes+,,,,Populations nées au Canada,,80.0
2015,Région de l'Atlantique,25 à 54 ans,Femmes+,,,,Populations nées au Canada,,78.2
2015,Terre-Neuve-et-Labrador,25 à 54 ans,Total - Genre,,,,Immigrants reçus,10,80.0
2015,Terre-Neuve-et-Labrador,25 à 54 ans,Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,10,75.0
2015,Terre-Neuve-et-Labrador,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,10,83.3
2015,Terre-Neuve-et-Labrador,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,10,82.4
2015,Terre-Neuve-et-Labrador,25 à 54 ans,Total - Genre,,,,Populations nées au Canada,10,74.8
2015,Île-du-Prince-Édouard,25 à 54 ans,Total - Genre,,,,Immigrants reçus,11,66.7
2015,Île-du-Prince-Édouard,25 à 54 ans,Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,11,61.5
2015,Île-du-Prince-Édouard,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,11,83.3
2015,Île-du-Prince-Édouard,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,11,75.0
2015,Île-du-Prince-Édouard,25 à 54 ans,Total - Genre,,,,Populations nées au Canada,11,83.2
2015,Nouvelle-Écosse,25 à 54 ans,Total - Genre,,,,Immigrants reçus,12,73.5
2015,Nouvelle-Écosse,25 à 54 ans,Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,12,71.0
2015,Nouvelle-Écosse,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,12,67.6
2015,Nouvelle-Écosse,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,12,77.8
2015,Nouvelle-Écosse,25 à 54 ans,Total - Genre,,,,Populations nées au Canada,12,80.8
2015,Nouveau-Brunswick,25 à 54 ans,Total - Genre,,,,Immigrants reçus,13,77.9
2015,Nouveau-Brunswick,25 à 54 ans,Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,13,71.1
2015,Nouveau-Brunswick,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,13,95.5
2015,Nouveau-Brunswick,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,13,76.5
2015,Nouveau-Brunswick,25 à 54 ans,Total - Genre,,,,Populations nées au Canada,13,79.6
2015,Québec,25 à 54 ans,Total - Genre,,,,Immigrants reçus,24,72.6
2015,Québec,25 à 54 ans,Hommes+,,,,Immigrants reçus,24,81.3
2015,Québec,25 à 54 ans,Femmes+,,,,Immigrants reçus,24,64.2
2015,Québec,25 à 54 ans,Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,24,59.2
2015,Québec,25 à 54 ans,Hommes+,,,,Immigrants reçus 5 ans et moins auparavant,24,74.1
2015,Québec,25 à 54 ans,Femmes+,,,,Immigrants reçus 5 ans et moins auparavant,24,45.8
2015,Québec,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,24,74.4
2015,Québec,25 à 54 ans,Hommes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,24,85.0
2015,Québec,25 à 54 ans,Femmes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,24,63.5
2015,Québec,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,24,78.7
2015,Québec,25 à 54 ans,Hommes+,,,,Immigrants reçus plus de 10 ans auparavant,24,83.3
2015,Québec,25 à 54 ans,Femmes+,,,,Immigrants reçus plus de 10 ans auparavant,24,74.3
2015,Québec,25 à 54 ans,Total - Genre,,,,Populations nées au Canada,24,84.2
2015,Québec,25 à 54 ans,Hommes+,,,,Populations nées au Canada,24,84.7
2015,Québec,25 à 54 ans,Femmes+,,,,Populations nées au Canada,24,83.8
2015,"Montréal, Quebec CMA",25 à 54 ans,Total - Genre,,,,Immigrants reçus,,72.1
2015,"Montréal, Quebec CMA",25 à 54 ans,Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,,58.6
2015,"Montréal, Quebec CMA",25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,73.7
2015,"Montréal, Quebec CMA",25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,,78.2
2015,"Montréal, Quebec CMA",25 à 54 ans,Total - Genre,,,,Populations nées au Canada,,84.3
2015,Ontario,25 à 54 ans,Total - Genre,,,,Immigrants reçus,35,77.2
2015,Ontario,25 à 54 ans,Hommes+,,,,Immigrants reçus,35,86.2
2015,Ontario,25 à 54 ans,Femmes+,,,,Immigrants reçus,35,69.3
2015,Ontario,25 à 54 ans,Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,35,63.5
2015,Ontario,25 à 54 ans,Hommes+,,,,Immigrants reçus 5 ans et moins auparavant,35,80.2
2015,Ontario,25 à 54 ans,Femmes+,,,,Immigrants reçus 5 ans et moins auparavant,35,49.9
2015,Ontario,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,35,74.2
2015,Ontario,25 à 54 ans,Hommes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,35,86.7
2015,Ontario,25 à 54 ans,Femmes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,35,63.8
2015,Ontario,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,35,80.5
2015,Ontario,25 à 54 ans,Hommes+,,,,Immigrants reçus plus de 10 ans auparavant,35,87.1
2015,Ontario,25 à 54 ans,Femmes+,,,,Immigrants reçus plus de 10 ans auparavant,35,74.5
2015,Ontario,25 à 54 ans,Total - Genre,,,,Populations nées au Canada,35,82.8
2015,Ontario,25 à 54 ans,Hommes+,,,,Populations nées au Canada,35,85.0
2015,Ontario,25 à 54 ans,Femmes+,,,,Populations nées au Canada,35,80.6
2015,"Toronto, Ontario CMA",25 à 54 ans,Total - Genre,,,,Immigrants reçus,,77.0
2015,"Toronto, Ontario CMA",25 à 54 ans,Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,,63.6
2015,"Toronto, Ontario CMA",25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,74.3
2015,"Toronto, Ontario CMA",25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,,80.3
2015,"Toronto, Ontario CMA",25 à 54 ans,Total - Genre,,,,Populations nées au Canada,,84.2
2015,Manitoba and Saskatchewan,25 à 54 ans,Total - Genre,,,,Immigrants reçus,,82.3
2015,Manitoba and Saskatchewan,25 à 54 ans,Hommes+,,,,Immigrants reçus,,89.6
2015,Manitoba and Saskatchewan,25 à 54 ans,Femmes+,,,,Immigrants reçus,,75.3
2015,Manitoba and Saskatchewan,25 à 54 ans,Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,,78.9
2015,Manitoba and Saskatchewan,25 à 54 ans,Hommes+,,,,Immigrants reçus 5 ans et moins auparavant,,88.1
2015,Manitoba and Saskatchewan,25 à 54 ans,Femmes+,,,,Immigrants reçus 5 ans et moins auparavant,,70.4
2015,Manitoba and Saskatchewan,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,83.1
2015,Manitoba and Saskatchewan,25 à 54 ans,Hommes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,91.7
2015,Manitoba and Saskatchewan,25 à 54 ans,Femmes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,,74.4
2015,Manitoba and Saskatchewan,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,,85.3
2015,Manitoba and Saskatchewan,25 à 54 ans,Hommes+,,,,Immigrants reçus plus de 10 ans auparavant,,90.2
2015,Manitoba and Saskatchewan,25 à 54 ans,Femmes+,,,,Immigrants reçus plus de 10 ans auparavant,,81.1
2015,Manitoba and Saskatchewan,25 à 54 ans,Total - Genre,,,,Populations nées au Canada,,85.0
2015,Manitoba and Saskatchewan,25 à 54 ans,Hommes+,,,,Populations nées au Canada,,88.6
2015,Manitoba and Saskatchewan,25 à 54 ans,Femmes+,,,,Populations nées au Canada,,81.2
2015,Manitoba,25 à 54 ans,Total - Genre,,,,Immigrants reçus,46,82.2
2015,Manitoba,25 à 54 ans,Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,46,77.3
2015,Manitoba,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,46,83.4
2015,Manitoba,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,46,85.8
2015,Manitoba,25 à 54 ans,Total - Genre,,,,Populations nées au Canada,46,84.4
2015,Saskatchewan,25 à 54 ans,Total - Genre,,,,Immigrants reçus,47,82.6
2015,Saskatchewan,25 à 54 ans,Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,47,81.6
2015,Saskatchewan,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,47,83.0
2015,Saskatchewan,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,47,83.8
2015,Saskatchewan,25 à 54 ans,Total - Genre,,,,Populations nées au Canada,47,85.6
2015,Alberta,25 à 54 ans,Total - Genre,,,,Immigrants reçus,48,80.9
2015,Alberta,25 à 54 ans,Hommes+,,,,Immigrants reçus,48,88.9
2015,Alberta,25 à 54 ans,Femmes+,,,,Immigrants reçus,48,73.3
2015,Alberta,25 à 54 ans,Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,48,77.7
2015,Alberta,25 à 54 ans,Hommes+,,,,Immigrants reçus 5 ans et moins auparavant,48,87.9
2015,Alberta,25 à 54 ans,Femmes+,,,,Immigrants reçus 5 ans et moins auparavant,48,68.5
2015,Alberta,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,48,81.4
2015,Alberta,25 à 54 ans,Hommes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,48,89.8
2015,Alberta,25 à 54 ans,Femmes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,48,73.1
2015,Alberta,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,48,82.5
2015,Alberta,25 à 54 ans,Hommes+,,,,Immigrants reçus plus de 10 ans auparavant,48,89.2
2015,Alberta,25 à 54 ans,Femmes+,,,,Immigrants reçus plus de 10 ans auparavant,48,76.1
2015,Alberta,25 à 54 ans,Total - Genre,,,,Populations nées au Canada,48,84.1
2015,Alberta,25 à 54 ans,Hommes+,,,,Populations nées au Canada,48,88.9
2015,Alberta,25 à 54 ans,Femmes+,,,,Populations nées au Canada,48,79.0
2015,Colombie-Britannique,25 à 54 ans,Total - Genre,,,,Immigrants reçus,59,78.0
2015,Colombie-Britannique,25 à 54 ans,Hommes+,,,,Immigrants reçus,59,86.7
2015,Colombie-Britannique,25 à 54 ans,Femmes+,,,,Immigrants reçus,59,70.7
2015,Colombie-Britannique,25 à 54 ans,Total - Genre,,,,Immigrants reçus 5 ans et moins auparavant,59,64.3
2015,Colombie-Britannique,25 à 54 ans,Hommes+,,,,Immigrants reçus 5 ans et moins auparavant,59,78.7
2015,Colombie-Britannique,25 à 54 ans,Femmes+,,,,Immigrants reçus 5 ans et moins auparavant,59,52.2
2015,Colombie-Britannique,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 5 à 10 ans auparavant,59,77.1
2015,Colombie-Britannique,25 à 54 ans,Hommes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,59,88.6
2015,Colombie-Britannique,25 à 54 ans,Femmes+,,,,Immigrants reçus plus de 5 à 10 ans auparavant,59,67.6
2015,Colombie-Britannique,25 à 54 ans,Total - Genre,,,,Immigrants reçus plus de 10 ans auparavant,59,81.5
2015,Colombie-Britannique,25 à 54 ans,Hommes+,,,,Immigrants reçus plus de 10 ans auparavant,59,88.2
2015,Colombie-Britannique,25 à 54 ans,Femmes+,,,,Immigrants reçus plus de 10 ans auparavant,59,76.0
2015,Colombie-Britannique,25 à 54 ans,Total - Genre,,,,Populations nées au Canada,59,83.0
2015,Colombie-Britannique,25 à 54 ans,Hommes+,,,,Populations nées au Canada,59,86.1
2015,Colombie-Britannique,25 à 54 ans,Femmes+,,,,Populations nées au Canada,59,79.9
