Year,Geography,Population characteristics,Education attainment level,Age group,Gender,GeoCode,Value
2024,Ontario,Total population,Tertiary education,30 to 34 years,Total - Gender,35,78.0
2024,Ontario,Total population,Tertiary education,30 to 34 years,Men+,35,72.0
2024,Ontario,Total population,Tertiary education,30 to 34 years,Women+,35,84.0
2024,Ontario,Total population,Tertiary education,35 to 44 years,Total - Gender,35,75.0
2024,Ontario,Total population,Tertiary education,35 to 44 years,Men+,35,69.0
2024,Ontario,Total population,Tertiary education,35 to 44 years,Women+,35,81.0
2024,Ontario,Total population,Tertiary education,45 to 54 years,Total - Gender,35,70.0
2024,Ontario,Total population,Tertiary education,45 to 54 years,Men+,35,65.0
2024,Ontario,Total population,Tertiary education,45 to 54 years,Women+,35,76.0
2024,Ontario,Total population,Tertiary education,55 to 64 years,Total - Gender,35,61.0
2024,Ontario,Total population,Tertiary education,55 to 64 years,Men+,35,58.0
2024,Ontario,Total population,Tertiary education,55 to 64 years,Women+,35,64.0
2024,Ontario,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Total - Gender,35,28.0
2024,Ontario,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Men+,35,25.0
2024,Ontario,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Women+,35,30.0
2024,Ontario,Total population,Short-cycle tertiary,25 to 34 years,Total - Gender,35,26.0
2024,Ontario,Total population,Short-cycle tertiary,25 to 34 years,Men+,35,25.0
2024,Ontario,Total population,Short-cycle tertiary,25 to 34 years,Women+,35,27.0
2024,Ontario,Total population,Short-cycle tertiary,30 to 34 years,Total - Gender,35,26.0
2024,Ontario,Total population,Short-cycle tertiary,30 to 34 years,Men+,35,24.0
2024,Ontario,Total population,Short-cycle tertiary,30 to 34 years,Women+,35,28.0
2024,Ontario,Total population,Short-cycle tertiary,35 to 44 years,Total - Gender,35,26.0
2024,Ontario,Total population,Short-cycle tertiary,35 to 44 years,Men+,35,24.0
2024,Ontario,Total population,Short-cycle tertiary,35 to 44 years,Women+,35,28.0
2024,Ontario,Total population,Short-cycle tertiary,45 to 54 years,Total - Gender,35,30.0
2024,Ontario,Total population,Short-cycle tertiary,45 to 54 years,Men+,35,26.0
2024,Ontario,Total population,Short-cycle tertiary,45 to 54 years,Women+,35,34.0
2024,Ontario,Total population,Short-cycle tertiary,55 to 64 years,Total - Gender,35,30.0
2024,Ontario,Total population,Short-cycle tertiary,55 to 64 years,Men+,35,26.0
2024,Ontario,Total population,Short-cycle tertiary,55 to 64 years,Women+,35,33.0
2024,Ontario,Total population,Bachelor's level,"Total, 25 to 64 years",Total - Gender,35,28.0
2024,Ontario,Total population,Bachelor's level,"Total, 25 to 64 years",Men+,35,26.0
2024,Ontario,Total population,Bachelor's level,"Total, 25 to 64 years",Women+,35,30.0
2024,Ontario,Total population,Bachelor's level,25 to 34 years,Total - Gender,35,34.0
2024,Ontario,Total population,Bachelor's level,25 to 34 years,Men+,35,31.0
2024,Ontario,Total population,Bachelor's level,25 to 34 years,Women+,35,37.0
2024,Ontario,Total population,Bachelor's level,30 to 34 years,Total - Gender,35,33.0
2024,Ontario,Total population,Bachelor's level,30 to 34 years,Men+,35,31.0
2024,Ontario,Total population,Bachelor's level,30 to 34 years,Women+,35,35.0
2024,Ontario,Total population,Bachelor's level,35 to 44 years,Total - Gender,35,29.0
2024,Ontario,Total population,Bachelor's level,35 to 44 years,Men+,35,27.0
2024,Ontario,Total population,Bachelor's level,35 to 44 years,Women+,35,32.0
2024,Ontario,Total population,Bachelor's level,45 to 54 years,Total - Gender,35,26.0
2024,Ontario,Total population,Bachelor's level,45 to 54 years,Men+,35,25.0
2024,Ontario,Total population,Bachelor's level,45 to 54 years,Women+,35,28.0
2024,Ontario,Total population,Bachelor's level,55 to 64 years,Total - Gender,35,20.0
2024,Ontario,Total population,Bachelor's level,55 to 64 years,Men+,35,20.0
2024,Ontario,Total population,Bachelor's level,55 to 64 years,Women+,35,21.0
2024,Ontario,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Total - Gender,35,15.0
2024,Ontario,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Men+,35,15.0
2024,Ontario,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Women+,35,16.0
2024,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Total - Gender,35,16.0
2024,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Men+,35,14.0
2024,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Women+,35,18.0
2024,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Total - Gender,35,19.0
2024,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Men+,35,17.0
2024,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Women+,35,20.0
2024,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Total - Gender,35,20.0
2024,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Men+,35,18.0
2024,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Women+,35,21.0
2024,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Total - Gender,35,14.0
2024,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Men+,35,15.0
2024,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Women+,35,14.0
2024,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Total - Gender,35,11.0
2024,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Men+,35,12.0
2024,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Women+,35,10.0
2024,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Total - Gender,46,60.0
2024,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Men+,46,52.0
2024,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Women+,46,68.0
2024,Manitoba,Total population,Tertiary education,25 to 34 years,Total - Gender,46,59.0
2024,Manitoba,Total population,Tertiary education,25 to 34 years,Men+,46,50.0
2024,Manitoba,Total population,Tertiary education,25 to 34 years,Women+,46,69.0
2024,Manitoba,Total population,Tertiary education,30 to 34 years,Total - Gender,46,61.0
2024,Manitoba,Total population,Tertiary education,30 to 34 years,Men+,46,52.0
2024,Manitoba,Total population,Tertiary education,30 to 34 years,Women+,46,71.0
2024,Manitoba,Total population,Tertiary education,35 to 44 years,Total - Gender,46,66.0
2024,Manitoba,Total population,Tertiary education,35 to 44 years,Men+,46,58.0
2024,Manitoba,Total population,Tertiary education,35 to 44 years,Women+,46,74.0
2024,Manitoba,Total population,Tertiary education,45 to 54 years,Total - Gender,46,61.0
2024,Manitoba,Total population,Tertiary education,45 to 54 years,Men+,46,53.0
2024,Manitoba,Total population,Tertiary education,45 to 54 years,Women+,46,69.0
2024,Manitoba,Total population,Tertiary education,55 to 64 years,Total - Gender,46,52.0
2024,Manitoba,Total population,Tertiary education,55 to 64 years,Men+,46,45.0
2024,Manitoba,Total population,Tertiary education,55 to 64 years,Women+,46,58.0
2024,Manitoba,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Total - Gender,46,25.0
2024,Manitoba,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Men+,46,21.0
2024,Manitoba,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Women+,46,28.0
2024,Manitoba,Total population,Short-cycle tertiary,25 to 34 years,Total - Gender,46,23.0
2024,Manitoba,Total population,Short-cycle tertiary,25 to 34 years,Men+,46,21.0
2024,Manitoba,Total population,Short-cycle tertiary,25 to 34 years,Women+,46,26.0
2024,Manitoba,Total population,Short-cycle tertiary,30 to 34 years,Total - Gender,46,23.0
2024,Manitoba,Total population,Short-cycle tertiary,30 to 34 years,Men+,46,20.0
2024,Manitoba,Total population,Short-cycle tertiary,30 to 34 years,Women+,46,27.0
2024,Manitoba,Total population,Short-cycle tertiary,35 to 44 years,Total - Gender,46,25.0
2024,Manitoba,Total population,Short-cycle tertiary,35 to 44 years,Men+,46,23.0
2024,Manitoba,Total population,Short-cycle tertiary,35 to 44 years,Women+,46,27.0
2024,Manitoba,Total population,Short-cycle tertiary,45 to 54 years,Total - Gender,46,26.0
2024,Manitoba,Total population,Short-cycle tertiary,45 to 54 years,Men+,46,20.0
2024,Manitoba,Total population,Short-cycle tertiary,45 to 54 years,Women+,46,31.0
2024,Manitoba,Total population,Short-cycle tertiary,55 to 64 years,Total - Gender,46,26.0
2024,Manitoba,Total population,Short-cycle tertiary,55 to 64 years,Men+,46,21.0
2024,Manitoba,Total population,Short-cycle tertiary,55 to 64 years,Women+,46,31.0
2024,Manitoba,Total population,Bachelor's level,"Total, 25 to 64 years",Total - Gender,46,25.0
2024,Manitoba,Total population,Bachelor's level,"Total, 25 to 64 years",Men+,46,21.0
2024,Manitoba,Total population,Bachelor's level,"Total, 25 to 64 years",Women+,46,29.0
2024,Manitoba,Total population,Bachelor's level,25 to 34 years,Total - Gender,46,27.0
2024,Manitoba,Total population,Bachelor's level,25 to 34 years,Men+,46,22.0
2024,Manitoba,Total population,Bachelor's level,25 to 34 years,Women+,46,33.0
2024,Manitoba,Total population,Bachelor's level,30 to 34 years,Total - Gender,46,26.0
2024,Manitoba,Total population,Bachelor's level,30 to 34 years,Men+,46,22.0
2024,Manitoba,Total population,Bachelor's level,30 to 34 years,Women+,46,31.0
2024,Manitoba,Total population,Bachelor's level,35 to 44 years,Total - Gender,46,27.0
2024,Manitoba,Total population,Bachelor's level,35 to 44 years,Men+,46,23.0
2024,Manitoba,Total population,Bachelor's level,35 to 44 years,Women+,46,32.0
2024,Manitoba,Total population,Bachelor's level,45 to 54 years,Total - Gender,46,25.0
2024,Manitoba,Total population,Bachelor's level,45 to 54 years,Men+,46,22.0
2024,Manitoba,Total population,Bachelor's level,45 to 54 years,Women+,46,28.0
2024,Manitoba,Total population,Bachelor's level,55 to 64 years,Total - Gender,46,18.0
2024,Manitoba,Total population,Bachelor's level,55 to 64 years,Men+,46,15.0
2024,Manitoba,Total population,Bachelor's level,55 to 64 years,Women+,46,20.0
2024,Manitoba,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Total - Gender,46,10.0
2024,Manitoba,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Men+,46,10.0
2024,Manitoba,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Women+,46,11.0
2024,Manitoba,Total population,Master's or Doctoral level,25 to 34 years,Total - Gender,46,9.0
2024,Manitoba,Total population,Master's or Doctoral level,25 to 34 years,Men+,46,8.0
2024,Manitoba,Total population,Master's or Doctoral level,25 to 34 years,Women+,46,10.0
2024,Manitoba,Total population,Master's or Doctoral level,30 to 34 years,Total - Gender,46,12.0
2024,Manitoba,Total population,Master's or Doctoral level,30 to 34 years,Men+,46,10.0
2024,Manitoba,Total population,Master's or Doctoral level,30 to 34 years,Women+,46,14.0
2024,Manitoba,Total population,Master's or Doctoral level,35 to 44 years,Total - Gender,46,14.0
2024,Manitoba,Total population,Master's or Doctoral level,35 to 44 years,Men+,46,13.0
2024,Manitoba,Total population,Master's or Doctoral level,35 to 44 years,Women+,46,15.0
2024,Manitoba,Total population,Master's or Doctoral level,45 to 54 years,Total - Gender,46,11.0
2024,Manitoba,Total population,Master's or Doctoral level,45 to 54 years,Men+,46,11.0
2024,Manitoba,Total population,Master's or Doctoral level,45 to 54 years,Women+,46,11.0
2024,Manitoba,Total population,Master's or Doctoral level,55 to 64 years,Total - Gender,46,8.0
2024,Manitoba,Total population,Master's or Doctoral level,55 to 64 years,Men+,46,8.0
2024,Manitoba,Total population,Master's or Doctoral level,55 to 64 years,Women+,46,7.0
2024,Saskatchewan,Total population,Tertiary education,"Total, 25 to 64 years",Total - Gender,47,54.0
2024,Saskatchewan,Total population,Tertiary education,"Total, 25 to 64 years",Men+,47,43.0
2024,Saskatchewan,Total population,Tertiary education,"Total, 25 to 64 years",Women+,47,65.0
2024,Saskatchewan,Total population,Tertiary education,25 to 34 years,Total - Gender,47,55.0
2024,Saskatchewan,Total population,Tertiary education,25 to 34 years,Men+,47,42.0
2024,Saskatchewan,Total population,Tertiary education,25 to 34 years,Women+,47,68.0
2024,Saskatchewan,Total population,Tertiary education,30 to 34 years,Total - Gender,47,57.0
2024,Saskatchewan,Total population,Tertiary education,30 to 34 years,Men+,47,44.0
2024,Saskatchewan,Total population,Tertiary education,30 to 34 years,Women+,47,69.0
2024,Saskatchewan,Total population,Tertiary education,35 to 44 years,Total - Gender,47,58.0
2024,Saskatchewan,Total population,Tertiary education,35 to 44 years,Men+,47,48.0
2024,Saskatchewan,Total population,Tertiary education,35 to 44 years,Women+,47,69.0
2024,Saskatchewan,Total population,Tertiary education,45 to 54 years,Total - Gender,47,55.0
2024,Saskatchewan,Total population,Tertiary education,45 to 54 years,Men+,47,45.0
2024,Saskatchewan,Total population,Tertiary education,45 to 54 years,Women+,47,66.0
2024,Saskatchewan,Total population,Tertiary education,55 to 64 years,Total - Gender,47,45.0
2024,Saskatchewan,Total population,Tertiary education,55 to 64 years,Men+,47,35.0
2024,Saskatchewan,Total population,Tertiary education,55 to 64 years,Women+,47,55.0
2024,Saskatchewan,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Total - Gender,47,22.0
2024,Saskatchewan,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Men+,47,15.0
2024,Saskatchewan,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Women+,47,28.0
2024,Saskatchewan,Total population,Short-cycle tertiary,25 to 34 years,Total - Gender,47,18.0
2024,Saskatchewan,Total population,Short-cycle tertiary,25 to 34 years,Men+,47,14.0
2024,Saskatchewan,Total population,Short-cycle tertiary,25 to 34 years,Women+,47,23.0
2024,Saskatchewan,Total population,Short-cycle tertiary,30 to 34 years,Total - Gender,47,18.0
2024,Saskatchewan,Total population,Short-cycle tertiary,30 to 34 years,Men+,47,14.0
2024,Saskatchewan,Total population,Short-cycle tertiary,30 to 34 years,Women+,47,22.0
2024,Saskatchewan,Total population,Short-cycle tertiary,35 to 44 years,Total - Gender,47,21.0
2024,Saskatchewan,Total population,Short-cycle tertiary,35 to 44 years,Men+,47,16.0
2024,Saskatchewan,Total population,Short-cycle tertiary,35 to 44 years,Women+,47,27.0
2024,Saskatchewan,Total population,Short-cycle tertiary,45 to 54 years,Total - Gender,47,24.0
2024,Saskatchewan,Total population,Short-cycle tertiary,45 to 54 years,Men+,47,17.0
2024,Saskatchewan,Total population,Short-cycle tertiary,45 to 54 years,Women+,47,32.0
2024,Saskatchewan,Total population,Short-cycle tertiary,55 to 64 years,Total - Gender,47,24.0
2024,Saskatchewan,Total population,Short-cycle tertiary,55 to 64 years,Men+,47,15.0
2024,Saskatchewan,Total population,Short-cycle tertiary,55 to 64 years,Women+,47,33.0
2024,Saskatchewan,Total population,Bachelor's level,"Total, 25 to 64 years",Total - Gender,47,23.0
2024,Saskatchewan,Total population,Bachelor's level,"Total, 25 to 64 years",Men+,47,19.0
2024,Saskatchewan,Total population,Bachelor's level,"Total, 25 to 64 years",Women+,47,27.0
2024,Saskatchewan,Total population,Bachelor's level,25 to 34 years,Total - Gender,47,27.0
2024,Saskatchewan,Total population,Bachelor's level,25 to 34 years,Men+,47,20.0
2024,Saskatchewan,Total population,Bachelor's level,25 to 34 years,Women+,47,35.0
2024,Saskatchewan,Total population,Bachelor's level,30 to 34 years,Total - Gender,47,26.0
2024,Saskatchewan,Total population,Bachelor's level,30 to 34 years,Men+,47,20.0
2024,Saskatchewan,Total population,Bachelor's level,30 to 34 years,Women+,47,32.0
2024,Saskatchewan,Total population,Bachelor's level,35 to 44 years,Total - Gender,47,26.0
2024,Saskatchewan,Total population,Bachelor's level,35 to 44 years,Men+,47,21.0
2024,Saskatchewan,Total population,Bachelor's level,35 to 44 years,Women+,47,30.0
2024,Saskatchewan,Total population,Bachelor's level,45 to 54 years,Total - Gender,47,22.0
2024,Saskatchewan,Total population,Bachelor's level,45 to 54 years,Men+,47,19.0
2024,Saskatchewan,Total population,Bachelor's level,45 to 54 years,Women+,47,24.0
2024,Saskatchewan,Total population,Bachelor's level,55 to 64 years,Total - Gender,47,15.0
2024,Saskatchewan,Total population,Bachelor's level,55 to 64 years,Men+,47,13.0
2024,Saskatchewan,Total population,Bachelor's level,55 to 64 years,Women+,47,16.0
2024,Saskatchewan,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Total - Gender,47,9.0
2024,Saskatchewan,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Men+,47,9.0
2024,Saskatchewan,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Women+,47,10.0
2024,Saskatchewan,Total population,Master's or Doctoral level,25 to 34 years,Total - Gender,47,9.0
2024,Saskatchewan,Total population,Master's or Doctoral level,25 to 34 years,Men+,47,8.0
2024,Saskatchewan,Total population,Master's or Doctoral level,25 to 34 years,Women+,47,11.0
2024,Saskatchewan,Total population,Master's or Doctoral level,30 to 34 years,Total - Gender,47,12.0
2024,Saskatchewan,Total population,Master's or Doctoral level,30 to 34 years,Men+,47,10.0
2024,Saskatchewan,Total population,Master's or Doctoral level,30 to 34 years,Women+,47,15.0
2024,Saskatchewan,Total population,Master's or Doctoral level,35 to 44 years,Total - Gender,47,11.0
2024,Saskatchewan,Total population,Master's or Doctoral level,35 to 44 years,Men+,47,11.0
2024,Saskatchewan,Total population,Master's or Doctoral level,35 to 44 years,Women+,47,12.0
2024,Saskatchewan,Total population,Master's or Doctoral level,45 to 54 years,Total - Gender,47,9.0
2024,Saskatchewan,Total population,Master's or Doctoral level,45 to 54 years,Men+,47,9.0
2024,Saskatchewan,Total population,Master's or Doctoral level,45 to 54 years,Women+,47,10.0
2024,Saskatchewan,Total population,Master's or Doctoral level,55 to 64 years,Total - Gender,47,7.0
2024,Saskatchewan,Total population,Master's or Doctoral level,55 to 64 years,Men+,47,7.0
2024,Saskatchewan,Total population,Master's or Doctoral level,55 to 64 years,Women+,47,6.0
2024,Alberta,Total population,Tertiary education,"Total, 25 to 64 years",Total - Gender,48,59.0
2024,Alberta,Total population,Tertiary education,"Total, 25 to 64 years",Men+,48,50.0
2024,Alberta,Total population,Tertiary education,"Total, 25 to 64 years",Women+,48,68.0
2024,Alberta,Total population,Tertiary education,25 to 34 years,Total - Gender,48,59.0
2024,Alberta,Total population,Tertiary education,25 to 34 years,Men+,48,48.0
2024,Alberta,Total population,Tertiary education,25 to 34 years,Women+,48,71.0
2024,Alberta,Total population,Tertiary education,30 to 34 years,Total - Gender,48,60.0
2024,Alberta,Total population,Tertiary education,30 to 34 years,Men+,48,48.0
2024,Alberta,Total population,Tertiary education,30 to 34 years,Women+,48,73.0
2024,Alberta,Total population,Tertiary education,35 to 44 years,Total - Gender,48,63.0
2024,Alberta,Total population,Tertiary education,35 to 44 years,Men+,48,53.0
2024,Alberta,Total population,Tertiary education,35 to 44 years,Women+,48,73.0
2024,Alberta,Total population,Tertiary education,45 to 54 years,Total - Gender,48,62.0
2024,Alberta,Total population,Tertiary education,45 to 54 years,Men+,48,54.0
2024,Alberta,Total population,Tertiary education,45 to 54 years,Women+,48,70.0
2024,Alberta,Total population,Tertiary education,55 to 64 years,Total - Gender,48,51.0
2024,Alberta,Total population,Tertiary education,55 to 64 years,Men+,48,45.0
2024,Alberta,Total population,Tertiary education,55 to 64 years,Women+,48,58.0
2024,Alberta,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Total - Gender,48,23.0
2024,Alberta,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Men+,48,18.0
2024,Alberta,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Women+,48,28.0
2024,Alberta,Total population,Short-cycle tertiary,25 to 34 years,Total - Gender,48,19.0
2024,Alberta,Total population,Short-cycle tertiary,25 to 34 years,Men+,48,15.0
2024,Alberta,Total population,Short-cycle tertiary,25 to 34 years,Women+,48,24.0
2024,Alberta,Total population,Short-cycle tertiary,30 to 34 years,Total - Gender,48,20.0
2024,Alberta,Total population,Short-cycle tertiary,30 to 34 years,Men+,48,14.0
2024,Alberta,Total population,Short-cycle tertiary,30 to 34 years,Women+,48,26.0
2024,Alberta,Total population,Short-cycle tertiary,35 to 44 years,Total - Gender,48,23.0
2024,Alberta,Total population,Short-cycle tertiary,35 to 44 years,Men+,48,17.0
2024,Alberta,Total population,Short-cycle tertiary,35 to 44 years,Women+,48,29.0
2024,Alberta,Total population,Short-cycle tertiary,45 to 54 years,Total - Gender,48,26.0
2024,Alberta,Total population,Short-cycle tertiary,45 to 54 years,Men+,48,22.0
2024,Alberta,Total population,Short-cycle tertiary,45 to 54 years,Women+,48,31.0
2024,Alberta,Total population,Short-cycle tertiary,55 to 64 years,Total - Gender,48,24.0
2024,Alberta,Total population,Short-cycle tertiary,55 to 64 years,Men+,48,17.0
2024,Alberta,Total population,Short-cycle tertiary,55 to 64 years,Women+,48,30.0
2024,Alberta,Total population,Bachelor's level,"Total, 25 to 64 years",Total - Gender,48,25.0
2024,Alberta,Total population,Bachelor's level,"Total, 25 to 64 years",Men+,48,22.0
2024,Alberta,Total population,Bachelor's level,"Total, 25 to 64 years",Women+,48,28.0
2024,Alberta,Total population,Bachelor's level,25 to 34 years,Total - Gender,48,30.0
2024,Alberta,Total population,Bachelor's level,25 to 34 years,Men+,48,26.0
2024,Alberta,Total population,Bachelor's level,25 to 34 years,Women+,48,34.0
2024,Alberta,Total population,Bachelor's level,30 to 34 years,Total - Gender,48,28.0
2024,Alberta,Total population,Bachelor's level,30 to 34 years,Men+,48,25.0
2024,Alberta,Total population,Bachelor's level,30 to 34 years,Women+,48,31.0
2024,Alberta,Total population,Bachelor's level,35 to 44 years,Total - Gender,48,27.0
2024,Alberta,Total population,Bachelor's level,35 to 44 years,Men+,48,24.0
2024,Alberta,Total population,Bachelor's level,35 to 44 years,Women+,48,30.0
2024,Alberta,Total population,Bachelor's level,45 to 54 years,Total - Gender,48,24.0
2024,Alberta,Total population,Bachelor's level,45 to 54 years,Men+,48,20.0
2024,Alberta,Total population,Bachelor's level,45 to 54 years,Women+,48,28.0
2024,Alberta,Total population,Bachelor's level,55 to 64 years,Total - Gender,48,19.0
2024,Alberta,Total population,Bachelor's level,55 to 64 years,Men+,48,18.0
2024,Alberta,Total population,Bachelor's level,55 to 64 years,Women+,48,19.0
2024,Alberta,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Total - Gender,48,11.0
2024,Alberta,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Men+,48,10.0
2024,Alberta,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Women+,48,12.0
2024,Alberta,Total population,Master's or Doctoral level,25 to 34 years,Total - Gender,48,10.0
2024,Alberta,Total population,Master's or Doctoral level,25 to 34 years,Men+,48,7.0
2024,Alberta,Total population,Master's or Doctoral level,25 to 34 years,Women+,48,13.0
2024,Alberta,Total population,Master's or Doctoral level,30 to 34 years,Total - Gender,48,13.0
2024,Alberta,Total population,Master's or Doctoral level,30 to 34 years,Men+,48,9.0
2024,Alberta,Total population,Master's or Doctoral level,30 to 34 years,Women+,48,16.0
2024,Alberta,Total population,Master's or Doctoral level,35 to 44 years,Total - Gender,48,13.0
2024,Alberta,Total population,Master's or Doctoral level,35 to 44 years,Men+,48,12.0
2024,Alberta,Total population,Master's or Doctoral level,35 to 44 years,Women+,48,14.0
2024,Alberta,Total population,Master's or Doctoral level,45 to 54 years,Total - Gender,48,12.0
2024,Alberta,Total population,Master's or Doctoral level,45 to 54 years,Men+,48,13.0
2024,Alberta,Total population,Master's or Doctoral level,45 to 54 years,Women+,48,11.0
2024,Alberta,Total population,Master's or Doctoral level,55 to 64 years,Total - Gender,48,9.0
2024,Alberta,Total population,Master's or Doctoral level,55 to 64 years,Men+,48,9.0
2024,Alberta,Total population,Master's or Doctoral level,55 to 64 years,Women+,48,8.0
2024,British Columbia,Total population,Tertiary education,"Total, 25 to 64 years",Total - Gender,59,64.0
2024,British Columbia,Total population,Tertiary education,"Total, 25 to 64 years",Men+,59,56.0
2024,British Columbia,Total population,Tertiary education,"Total, 25 to 64 years",Women+,59,72.0
2024,British Columbia,Total population,Tertiary education,25 to 34 years,Total - Gender,59,68.0
2024,British Columbia,Total population,Tertiary education,25 to 34 years,Men+,59,59.0
2024,British Columbia,Total population,Tertiary education,25 to 34 years,Women+,59,77.0
2024,British Columbia,Total population,Tertiary education,30 to 34 years,Total - Gender,59,70.0
2024,British Columbia,Total population,Tertiary education,30 to 34 years,Men+,59,61.0
2024,British Columbia,Total population,Tertiary education,30 to 34 years,Women+,59,79.0
2024,British Columbia,Total population,Tertiary education,35 to 44 years,Total - Gender,59,67.0
2024,British Columbia,Total population,Tertiary education,35 to 44 years,Men+,59,58.0
2024,British Columbia,Total population,Tertiary education,35 to 44 years,Women+,59,77.0
2024,British Columbia,Total population,Tertiary education,45 to 54 years,Total - Gender,59,64.0
2024,British Columbia,Total population,Tertiary education,45 to 54 years,Men+,59,55.0
2024,British Columbia,Total population,Tertiary education,45 to 54 years,Women+,59,71.0
2024,British Columbia,Total population,Tertiary education,55 to 64 years,Total - Gender,59,56.0
2024,British Columbia,Total population,Tertiary education,55 to 64 years,Men+,59,50.0
2024,British Columbia,Total population,Tertiary education,55 to 64 years,Women+,59,61.0
2024,British Columbia,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Total - Gender,59,22.0
2024,British Columbia,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Men+,59,17.0
2024,British Columbia,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Women+,59,27.0
2024,British Columbia,Total population,Short-cycle tertiary,25 to 34 years,Total - Gender,59,19.0
2024,British Columbia,Total population,Short-cycle tertiary,25 to 34 years,Men+,59,15.0
2024,British Columbia,Total population,Short-cycle tertiary,25 to 34 years,Women+,59,23.0
2024,British Columbia,Total population,Short-cycle tertiary,30 to 34 years,Total - Gender,59,18.0
2024,British Columbia,Total population,Short-cycle tertiary,30 to 34 years,Men+,59,15.0
2024,British Columbia,Total population,Short-cycle tertiary,30 to 34 years,Women+,59,22.0
2024,British Columbia,Total population,Short-cycle tertiary,35 to 44 years,Total - Gender,59,21.0
2024,British Columbia,Total population,Short-cycle tertiary,35 to 44 years,Men+,59,17.0
2024,British Columbia,Total population,Short-cycle tertiary,35 to 44 years,Women+,59,24.0
2024,British Columbia,Total population,Short-cycle tertiary,45 to 54 years,Total - Gender,59,25.0
2024,British Columbia,Total population,Short-cycle tertiary,45 to 54 years,Men+,59,19.0
2024,British Columbia,Total population,Short-cycle tertiary,45 to 54 years,Women+,59,30.0
2024,British Columbia,Total population,Short-cycle tertiary,55 to 64 years,Total - Gender,59,25.0
2024,British Columbia,Total population,Short-cycle tertiary,55 to 64 years,Men+,59,19.0
2024,British Columbia,Total population,Short-cycle tertiary,55 to 64 years,Women+,59,30.0
2024,British Columbia,Total population,Bachelor's level,"Total, 25 to 64 years",Total - Gender,59,28.0
2024,British Columbia,Total population,Bachelor's level,"Total, 25 to 64 years",Men+,59,26.0
2024,British Columbia,Total population,Bachelor's level,"Total, 25 to 64 years",Women+,59,30.0
2024,British Columbia,Total population,Bachelor's level,25 to 34 years,Total - Gender,59,34.0
2024,British Columbia,Total population,Bachelor's level,25 to 34 years,Men+,59,31.0
2024,British Columbia,Total population,Bachelor's level,25 to 34 years,Women+,59,36.0
2024,British Columbia,Total population,Bachelor's level,30 to 34 years,Total - Gender,59,33.0
2024,British Columbia,Total population,Bachelor's level,30 to 34 years,Men+,59,30.0
2024,British Columbia,Total population,Bachelor's level,30 to 34 years,Women+,59,36.0
2024,British Columbia,Total population,Bachelor's level,35 to 44 years,Total - Gender,59,30.0
2024,British Columbia,Total population,Bachelor's level,35 to 44 years,Men+,59,26.0
2024,British Columbia,Total population,Bachelor's level,35 to 44 years,Women+,59,34.0
2024,British Columbia,Total population,Bachelor's level,45 to 54 years,Total - Gender,59,25.0
2024,British Columbia,Total population,Bachelor's level,45 to 54 years,Men+,59,23.0
