Year,Geography,Age group,Gender,Indigenous group,Educational attainment,Visible minority,Immigrant status,GeoCode,Value
2017,Newfoundland and Labrador,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",10,50.8
2017,Newfoundland and Labrador,"Total, 15 years and over",Total - Gender,,,,Born in Canada,10,50.3
2017,Prince Edward Island,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,11,56.4
2017,Prince Edward Island,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",11,63.3
2017,Prince Edward Island,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",11,53.3
2017,Prince Edward Island,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",11,51.5
2017,Prince Edward Island,"Total, 15 years and over",Total - Gender,,,,Born in Canada,11,59.9
2017,Nova Scotia,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,12,53.1
2017,Nova Scotia,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",12,62.7
2017,Nova Scotia,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",12,60.6
2017,Nova Scotia,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",12,49.0
2017,Nova Scotia,"Total, 15 years and over",Total - Gender,,,,Born in Canada,12,56.6
2017,New Brunswick,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,13,60.5
2017,New Brunswick,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",13,67.2
2017,New Brunswick,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",13,70.7
2017,New Brunswick,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",13,55.5
2017,New Brunswick,"Total, 15 years and over",Total - Gender,,,,Born in Canada,13,56.5
2017,Quebec,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,24,61.5
2017,Quebec,"Total, 15 years and over",Men+,,,,Landed immigrants,24,67.5
2017,Quebec,"Total, 15 years and over",Women+,,,,Landed immigrants,24,55.8
2017,Quebec,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",24,59.4
2017,Quebec,"Total, 15 years and over",Men+,,,,"Immigrants, landed 5 or less years earlier",24,69.6
2017,Quebec,"Total, 15 years and over",Women+,,,,"Immigrants, landed 5 or less years earlier",24,49.4
2017,Quebec,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",24,68.6
2017,Quebec,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 5 to 10 years earlier",24,76.4
2017,Quebec,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 5 to 10 years earlier",24,61.2
2017,Quebec,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",24,60.3
2017,Quebec,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 10 years earlier",24,64.9
2017,Quebec,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 10 years earlier",24,56.1
2017,Quebec,"Total, 15 years and over",Total - Gender,,,,Born in Canada,24,60.9
2017,Quebec,"Total, 15 years and over",Men+,,,,Born in Canada,24,64.1
2017,Quebec,"Total, 15 years and over",Women+,,,,Born in Canada,24,57.7
2017,"Montréal, Quebec CMA","Total, 15 years and over",Total - Gender,,,,Landed immigrants,,60.7
2017,"Montréal, Quebec CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",,59.3
2017,"Montréal, Quebec CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",,68.1
2017,"Montréal, Quebec CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",,59.4
2017,"Montréal, Quebec CMA","Total, 15 years and over",Total - Gender,,,,Born in Canada,,63.6
2017,Ontario,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,35,57.7
2017,Ontario,"Total, 15 years and over",Men+,,,,Landed immigrants,35,64.1
2017,Ontario,"Total, 15 years and over",Women+,,,,Landed immigrants,35,51.9
2017,Ontario,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",35,57.2
2017,Ontario,"Total, 15 years and over",Men+,,,,"Immigrants, landed 5 or less years earlier",35,70.4
2017,Ontario,"Total, 15 years and over",Women+,,,,"Immigrants, landed 5 or less years earlier",35,45.6
2017,Ontario,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",35,64.5
2017,Ontario,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 5 to 10 years earlier",35,72.9
2017,Ontario,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 5 to 10 years earlier",35,57.7
2017,Ontario,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",35,56.8
2017,Ontario,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 10 years earlier",35,62.0
2017,Ontario,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 10 years earlier",35,51.9
2017,Ontario,"Total, 15 years and over",Total - Gender,,,,Born in Canada,35,63.3
2017,Ontario,"Total, 15 years and over",Men+,,,,Born in Canada,35,66.6
2017,Ontario,"Total, 15 years and over",Women+,,,,Born in Canada,35,60.1
2017,"Toronto, Ontario CMA","Total, 15 years and over",Total - Gender,,,,Landed immigrants,,59.7
2017,"Toronto, Ontario CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",,58.2
2017,"Toronto, Ontario CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",,63.8
2017,"Toronto, Ontario CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",,59.3
2017,"Toronto, Ontario CMA","Total, 15 years and over",Total - Gender,,,,Born in Canada,,66.5
2017,Manitoba and Saskatchewan,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,,66.5
2017,Manitoba and Saskatchewan,"Total, 15 years and over",Men+,,,,Landed immigrants,,72.2
2017,Manitoba and Saskatchewan,"Total, 15 years and over",Women+,,,,Landed immigrants,,60.9
2017,Manitoba and Saskatchewan,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",,71.4
2017,Manitoba and Saskatchewan,"Total, 15 years and over",Men+,,,,"Immigrants, landed 5 or less years earlier",,79.4
2017,Manitoba and Saskatchewan,"Total, 15 years and over",Women+,,,,"Immigrants, landed 5 or less years earlier",,63.3
2017,Manitoba and Saskatchewan,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",,76.1
2017,Manitoba and Saskatchewan,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 5 to 10 years earlier",,79.5
2017,Manitoba and Saskatchewan,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 5 to 10 years earlier",,72.5
2017,Manitoba and Saskatchewan,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",,59.5
2017,Manitoba and Saskatchewan,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 10 years earlier",,64.9
2017,Manitoba and Saskatchewan,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 10 years earlier",,54.4
2017,Manitoba and Saskatchewan,"Total, 15 years and over",Total - Gender,,,,Born in Canada,,63.9
2017,Manitoba and Saskatchewan,"Total, 15 years and over",Men+,,,,Born in Canada,,68.3
2017,Manitoba and Saskatchewan,"Total, 15 years and over",Women+,,,,Born in Canada,,59.5
2017,Manitoba,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,46,65.8
2017,Manitoba,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",46,70.0
2017,Manitoba,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",46,76.5
2017,Manitoba,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",46,59.9
2017,Manitoba,"Total, 15 years and over",Total - Gender,,,,Born in Canada,46,63.5
2017,Saskatchewan,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,47,67.9
2017,Saskatchewan,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",47,73.2
2017,Saskatchewan,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",47,75.5
2017,Saskatchewan,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",47,58.4
2017,Saskatchewan,"Total, 15 years and over",Total - Gender,,,,Born in Canada,47,64.3
2017,Alberta,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,48,64.2
2017,Alberta,"Total, 15 years and over",Men+,,,,Landed immigrants,48,70.4
2017,Alberta,"Total, 15 years and over",Women+,,,,Landed immigrants,48,58.5
2017,Alberta,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",48,69.0
2017,Alberta,"Total, 15 years and over",Men+,,,,"Immigrants, landed 5 or less years earlier",48,79.2
2017,Alberta,"Total, 15 years and over",Women+,,,,"Immigrants, landed 5 or less years earlier",48,60.7
2017,Alberta,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",48,75.0
2017,Alberta,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 5 to 10 years earlier",48,82.6
2017,Alberta,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 5 to 10 years earlier",48,67.2
2017,Alberta,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",48,60.1
2017,Alberta,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 10 years earlier",48,64.8
2017,Alberta,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 10 years earlier",48,55.8
2017,Alberta,"Total, 15 years and over",Total - Gender,,,,Born in Canada,48,66.8
2017,Alberta,"Total, 15 years and over",Men+,,,,Born in Canada,48,71.6
2017,Alberta,"Total, 15 years and over",Women+,,,,Born in Canada,48,61.9
2017,British Columbia,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,59,58.6
2017,British Columbia,"Total, 15 years and over",Men+,,,,Landed immigrants,59,64.8
2017,British Columbia,"Total, 15 years and over",Women+,,,,Landed immigrants,59,52.9
2017,British Columbia,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",59,65.9
2017,British Columbia,"Total, 15 years and over",Men+,,,,"Immigrants, landed 5 or less years earlier",59,75.7
2017,British Columbia,"Total, 15 years and over",Women+,,,,"Immigrants, landed 5 or less years earlier",59,57.8
2017,British Columbia,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",59,66.7
2017,British Columbia,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 5 to 10 years earlier",59,75.7
2017,British Columbia,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 5 to 10 years earlier",59,58.3
2017,British Columbia,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",59,56.4
2017,British Columbia,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 10 years earlier",59,61.9
2017,British Columbia,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 10 years earlier",59,51.5
2017,British Columbia,"Total, 15 years and over",Total - Gender,,,,Born in Canada,59,64.7
2017,British Columbia,"Total, 15 years and over",Men+,,,,Born in Canada,59,67.4
2017,British Columbia,"Total, 15 years and over",Women+,,,,Born in Canada,59,62.1
2017,"Vancouver, British Columbia CMA","Total, 15 years and over",Total - Gender,,,,Landed immigrants,,60.6
2017,"Vancouver, British Columbia CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",,64.4
2017,"Vancouver, British Columbia CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",,65.3
2017,"Vancouver, British Columbia CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",,59.3
2017,"Vancouver, British Columbia CMA","Total, 15 years and over",Total - Gender,,,,Born in Canada,,69.0
2018,Canada,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,,60.4
2018,Canada,"Total, 15 years and over",Men+,,,,Landed immigrants,,66.7
2018,Canada,"Total, 15 years and over",Women+,,,,Landed immigrants,,54.6
2018,Canada,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",,64.8
2018,Canada,"Total, 15 years and over",Men+,,,,"Immigrants, landed 5 or less years earlier",,75.8
2018,Canada,"Total, 15 years and over",Women+,,,,"Immigrants, landed 5 or less years earlier",,54.4
2018,Canada,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",,70.6
2018,Canada,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 5 to 10 years earlier",,78.0
2018,Canada,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 5 to 10 years earlier",,63.8
2018,Canada,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",,57.7
2018,Canada,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 10 years earlier",,62.9
2018,Canada,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 10 years earlier",,53.0
2018,Canada,"Total, 15 years and over",Total - Gender,,,,Born in Canada,,62.6
2018,Canada,"Total, 15 years and over",Men+,,,,Born in Canada,,65.9
2018,Canada,"Total, 15 years and over",Women+,,,,Born in Canada,,59.3
2018,Atlantic region,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,,59.3
2018,Atlantic region,"Total, 15 years and over",Men+,,,,Landed immigrants,,65.8
2018,Atlantic region,"Total, 15 years and over",Women+,,,,Landed immigrants,,52.7
2018,Atlantic region,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",,65.1
2018,Atlantic region,"Total, 15 years and over",Men+,,,,"Immigrants, landed 5 or less years earlier",,73.7
2018,Atlantic region,"Total, 15 years and over",Women+,,,,"Immigrants, landed 5 or less years earlier",,56.3
2018,Atlantic region,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",,72.9
2018,Atlantic region,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 5 to 10 years earlier",,79.7
2018,Atlantic region,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 5 to 10 years earlier",,67.1
2018,Atlantic region,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",,53.7
2018,Atlantic region,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 10 years earlier",,59.6
2018,Atlantic region,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 10 years earlier",,47.5
2018,Atlantic region,"Total, 15 years and over",Total - Gender,,,,Born in Canada,,55.3
2018,Atlantic region,"Total, 15 years and over",Men+,,,,Born in Canada,,57.2
2018,Atlantic region,"Total, 15 years and over",Women+,,,,Born in Canada,,53.5
2018,Newfoundland and Labrador,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,10,57.7
2018,Newfoundland and Labrador,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",10,65.4
2018,Newfoundland and Labrador,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",10,60.0
2018,Newfoundland and Labrador,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",10,52.1
2018,Newfoundland and Labrador,"Total, 15 years and over",Total - Gender,,,,Born in Canada,10,50.6
2018,Prince Edward Island,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,11,60.0
2018,Prince Edward Island,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",11,63.2
2018,Prince Edward Island,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",11,75.0
2018,Prince Edward Island,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",11,51.4
2018,Prince Edward Island,"Total, 15 years and over",Total - Gender,,,,Born in Canada,11,60.4
2018,Nova Scotia,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,12,59.7
2018,Nova Scotia,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",12,62.6
2018,Nova Scotia,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",12,77.1
2018,Nova Scotia,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",12,54.1
2018,Nova Scotia,"Total, 15 years and over",Total - Gender,,,,Born in Canada,12,56.4
2018,New Brunswick,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,13,59.6
2018,New Brunswick,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",13,67.9
2018,New Brunswick,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",13,68.8
2018,New Brunswick,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",13,53.3
2018,New Brunswick,"Total, 15 years and over",Total - Gender,,,,Born in Canada,13,56.3
2018,Quebec,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,24,63.1
2018,Quebec,"Total, 15 years and over",Men+,,,,Landed immigrants,24,68.1
2018,Quebec,"Total, 15 years and over",Women+,,,,Landed immigrants,24,58.4
2018,Quebec,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",24,62.5
2018,Quebec,"Total, 15 years and over",Men+,,,,"Immigrants, landed 5 or less years earlier",24,72.4
2018,Quebec,"Total, 15 years and over",Women+,,,,"Immigrants, landed 5 or less years earlier",24,53.2
2018,Quebec,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",24,74.5
2018,Quebec,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 5 to 10 years earlier",24,81.1
2018,Quebec,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 5 to 10 years earlier",24,68.0
2018,Quebec,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",24,60.5
2018,Quebec,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 10 years earlier",24,63.7
2018,Quebec,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 10 years earlier",24,57.5
2018,Quebec,"Total, 15 years and over",Total - Gender,,,,Born in Canada,24,61.3
2018,Quebec,"Total, 15 years and over",Men+,,,,Born in Canada,24,64.4
2018,Quebec,"Total, 15 years and over",Women+,,,,Born in Canada,24,58.2
2018,"Montréal, Quebec CMA","Total, 15 years and over",Total - Gender,,,,Landed immigrants,,62.6
2018,"Montréal, Quebec CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",,61.9
2018,"Montréal, Quebec CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",,74.4
2018,"Montréal, Quebec CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",,59.9
2018,"Montréal, Quebec CMA","Total, 15 years and over",Total - Gender,,,,Born in Canada,,64.3
2018,Ontario,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,35,58.2
2018,Ontario,"Total, 15 years and over",Men+,,,,Landed immigrants,35,64.9
2018,Ontario,"Total, 15 years and over",Women+,,,,Landed immigrants,35,52.0
2018,Ontario,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",35,60.2
2018,Ontario,"Total, 15 years and over",Men+,,,,"Immigrants, landed 5 or less years earlier",35,73.9
2018,Ontario,"Total, 15 years and over",Women+,,,,"Immigrants, landed 5 or less years earlier",35,47.2
2018,Ontario,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",35,65.9
2018,Ontario,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 5 to 10 years earlier",35,74.0
2018,Ontario,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 5 to 10 years earlier",35,58.9
2018,Ontario,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",35,56.8
2018,Ontario,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 10 years earlier",35,62.4
2018,Ontario,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 10 years earlier",35,51.7
2018,Ontario,"Total, 15 years and over",Total - Gender,,,,Born in Canada,35,63.0
2018,Ontario,"Total, 15 years and over",Men+,,,,Born in Canada,35,66.2
2018,Ontario,"Total, 15 years and over",Women+,,,,Born in Canada,35,59.8
2018,"Toronto, Ontario CMA","Total, 15 years and over",Total - Gender,,,,Landed immigrants,,60.4
2018,"Toronto, Ontario CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",,60.8
2018,"Toronto, Ontario CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",,65.3
2018,"Toronto, Ontario CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",,59.5
2018,"Toronto, Ontario CMA","Total, 15 years and over",Total - Gender,,,,Born in Canada,,65.6
2018,Manitoba and Saskatchewan,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,,67.6
2018,Manitoba and Saskatchewan,"Total, 15 years and over",Men+,,,,Landed immigrants,,74.4
2018,Manitoba and Saskatchewan,"Total, 15 years and over",Women+,,,,Landed immigrants,,61.2
2018,Manitoba and Saskatchewan,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",,71.6
2018,Manitoba and Saskatchewan,"Total, 15 years and over",Men+,,,,"Immigrants, landed 5 or less years earlier",,79.8
2018,Manitoba and Saskatchewan,"Total, 15 years and over",Women+,,,,"Immigrants, landed 5 or less years earlier",,63.6
2018,Manitoba and Saskatchewan,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",,79.0
2018,Manitoba and Saskatchewan,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 5 to 10 years earlier",,83.7
2018,Manitoba and Saskatchewan,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 5 to 10 years earlier",,74.4
2018,Manitoba and Saskatchewan,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",,60.4
2018,Manitoba and Saskatchewan,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 10 years earlier",,67.0
2018,Manitoba and Saskatchewan,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 10 years earlier",,54.0
2018,Manitoba and Saskatchewan,"Total, 15 years and over",Total - Gender,,,,Born in Canada,,63.4
2018,Manitoba and Saskatchewan,"Total, 15 years and over",Men+,,,,Born in Canada,,67.7
2018,Manitoba and Saskatchewan,"Total, 15 years and over",Women+,,,,Born in Canada,,59.0
2018,Manitoba,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,46,66.2
2018,Manitoba,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",46,69.5
2018,Manitoba,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",46,79.0
2018,Manitoba,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",46,60.1
2018,Manitoba,"Total, 15 years and over",Total - Gender,,,,Born in Canada,46,62.9
2018,Saskatchewan,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,47,70.3
2018,Saskatchewan,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",47,74.0
2018,Saskatchewan,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",47,79.1
2018,Saskatchewan,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",47,61.2
2018,Saskatchewan,"Total, 15 years and over",Total - Gender,,,,Born in Canada,47,63.8
2018,Alberta,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,48,66.6
2018,Alberta,"Total, 15 years and over",Men+,,,,Landed immigrants,48,72.6
2018,Alberta,"Total, 15 years and over",Women+,,,,Landed immigrants,48,60.9
2018,Alberta,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",48,71.1
2018,Alberta,"Total, 15 years and over",Men+,,,,"Immigrants, landed 5 or less years earlier",48,82.1
2018,Alberta,"Total, 15 years and over",Women+,,,,"Immigrants, landed 5 or less years earlier",48,60.7
2018,Alberta,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",48,75.4
2018,Alberta,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 5 to 10 years earlier",48,83.9
2018,Alberta,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 5 to 10 years earlier",48,67.7
2018,Alberta,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",48,63.1
2018,Alberta,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 10 years earlier",48,67.2
2018,Alberta,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 10 years earlier",48,59.2
2018,Alberta,"Total, 15 years and over",Total - Gender,,,,Born in Canada,48,67.4
2018,Alberta,"Total, 15 years and over",Men+,,,,Born in Canada,48,72.0
2018,Alberta,"Total, 15 years and over",Women+,,,,Born in Canada,48,62.8
2018,British Columbia,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,59,59.4
2018,British Columbia,"Total, 15 years and over",Men+,,,,Landed immigrants,59,65.2
2018,British Columbia,"Total, 15 years and over",Women+,,,,Landed immigrants,59,54.1
2018,British Columbia,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",59,71.6
2018,British Columbia,"Total, 15 years and over",Men+,,,,"Immigrants, landed 5 or less years earlier",59,78.5
2018,British Columbia,"Total, 15 years and over",Women+,,,,"Immigrants, landed 5 or less years earlier",59,65.5
2018,British Columbia,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",59,70.8
2018,British Columbia,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 5 to 10 years earlier",59,77.4
2018,British Columbia,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 5 to 10 years earlier",59,64.7
2018,British Columbia,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",59,55.4
2018,British Columbia,"Total, 15 years and over",Men+,,,,"Immigrants, landed more than 10 years earlier",59,60.9
2018,British Columbia,"Total, 15 years and over",Women+,,,,"Immigrants, landed more than 10 years earlier",59,50.5
2018,British Columbia,"Total, 15 years and over",Total - Gender,,,,Born in Canada,59,64.3
2018,British Columbia,"Total, 15 years and over",Men+,,,,Born in Canada,59,67.3
2018,British Columbia,"Total, 15 years and over",Women+,,,,Born in Canada,59,61.3
2018,"Vancouver, British Columbia CMA","Total, 15 years and over",Total - Gender,,,,Landed immigrants,,61.8
2018,"Vancouver, British Columbia CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",,69.8
2018,"Vancouver, British Columbia CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 5 to 10 years earlier",,69.9
2018,"Vancouver, British Columbia CMA","Total, 15 years and over",Total - Gender,,,,"Immigrants, landed more than 10 years earlier",,58.9
2018,"Vancouver, British Columbia CMA","Total, 15 years and over",Total - Gender,,,,Born in Canada,,68.6
2019,Canada,"Total, 15 years and over",Total - Gender,,,,Landed immigrants,,61.1
2019,Canada,"Total, 15 years and over",Men+,,,,Landed immigrants,,67.4
2019,Canada,"Total, 15 years and over",Women+,,,,Landed immigrants,,55.3
2019,Canada,"Total, 15 years and over",Total - Gender,,,,"Immigrants, landed 5 or less years earlier",,64.8
2019,Canada,"Total, 15 years and over",Men+,,,,"Immigrants, landed 5 or less years earlier",,75.9
